('AC04652-2022-11-02-200','A12-2','efxi', 'LB')
('AC22517-2022-11-01-3409','A190-7','WKjvYeitQW', 'LB')
('AC22517-2022-11-01-3471','A193-15','GDlAId', 'UB')
('SL22517-2022-11-01-3376','S141-16','FSCVgWrPydu', 'SU')
('AC04652-2022-11-01-3535','A197-7','NawhfhWTDzogQ', 'LB')
('AC22517-2022-11-01-3476','A194-2','utxVucQWQBRI', 'LB')
('AC12058-2022-11-01-3360','A187-12','Wp', 'SU')
('AC22517-2022-11-01-3483','A194-9','RV', 'UB')
('AC22517-2022-11-02-3422','A191-2','LK', 'LB')
('SL04652-2022-11-01-3404','S142-20','XcrTmWGMAJLPGHF', 'LB')
('AC22517-2022-11-02-3424','A191-4','YxzYfi', 'UB')
('AC12058-2022-11-01-3366','A187-18','jOZxVRFd', 'SU')
('AC04652-2022-11-01-3552','A198-6','FCYNgaZGZlm', 'SU')
('SL04652-2022-11-02-3480','S145-24','QZgXdroGa', 'SU')
('SL22517-2022-11-01-3400','S142-16','jwIQrOSlsz', 'SU')
('SL22517-2022-11-01-3401','S142-17','aCLHTL', 'LB')
('AC12058-2022-11-01-3381','A188-15','ziCdqjWagLFPmmMw', 'UB')
('SL22517-2022-11-01-3409','S143-1','fOVGAoDMeV', 'LB')
('SL22517-2022-11-01-3410','S143-2','ZT', 'MB')
('SL12058-2022-11-01-3360','S140-24','KnDJeAysK', 'SU')
('SL04652-2022-11-01-3437','S144-5','TTkv', 'MB')
('SL04652-2022-11-01-3438','S144-6','MoOXLX', 'UB')
('AC22517-2022-11-01-3512','A196-2','UaZN', 'LB')
('SL22517-2022-11-01-3418','S143-10','ldWZhfwkOCU', 'MB')
('AC04652-2022-11-01-3576','A199-12','UvFovfWdy', 'SU')
('SL22517-2022-11-02-3394','S142-10','LjJqrrhYsCClP', 'MB')
('AC04652-2022-11-01-3610','A201-10','EbmobQxqDSkzh', 'UB')
('AC04652-2022-11-01-3612','A201-12','bCiats', 'SU')
('AC22517-2022-11-02-3497','A195-5','Eg', 'SL')
('SL12058-2022-11-01-3406','S142-22','RDgw', 'UB')
('AC22517-2022-11-01-3557','A198-11','OQvBH', 'SL')
('SL04652-2022-11-02-3546','S148-18','DUlbbXINAlAznwZk', 'MB')
('SL22517-2022-11-01-3474','S145-18','nQsDeixKluT', 'MB')
('SL12058-2022-11-01-3411','S143-3','jNSd', 'UB')
('AC12058-2022-11-01-3456','A192-18','aLsy', 'SU')
('SL22517-2022-11-01-3481','S146-1','yELQCdrJNyWJb', 'LB')
('SL22517-2022-11-01-3482','S146-2','CdTBxC', 'MB')
('SL22517-2022-11-01-3485','S146-5','prsvbsutJMK', 'MB')
('AC04652-2022-11-02-3486','A194-12','oUwmiuBMJsAI', 'SU')
('AC04652-2022-11-01-3642','A203-6','SjmDXxOMwvrROX', 'SU')
('AC22517-2022-11-01-3575','A199-11','m', 'SL')
('AC12058-2022-11-01-3478','A194-4','BaSOVAM', 'UB')
('AC04652-2022-11-02-3505','A195-13','rgzYyQOOKKKl', 'LB')
('SL12058-2022-11-01-3430','S143-22','VlbZNtLfjeyKFu', 'UB')
('SL22517-2022-11-02-3471','S145-15','hNTrvarVODDVB', 'SL')
('AC22517-2022-11-01-3598','A200-16','DGRNYhOVY', 'UB')
('AC22517-2022-11-01-3599','A200-17','OKREmwZRT', 'SL')
('AC04652-2022-11-02-3509','A195-17','pn', 'SL')
('AC04652-2022-11-01-3654','A203-18','iyAooyieHCiUru', 'SU')
('AC04652-2022-11-02-3511','A196-1','DA', 'LB')
('SL22517-2022-11-02-3473','S145-17','hEzqKHu', 'LB')
('AC22517-2022-11-01-3602','A201-2','HzQV', 'LB')
('SL04652-2022-11-02-3601','S151-1','TKxcipyBxf', 'LB')
('AC12058-2022-11-01-3539','A197-11','rrMJdJBn', 'SL')
('SL12058-2022-11-01-3514','S147-10','WSEXgijxsstPAZwW', 'MB')
('AC04652-2022-11-02-3599','A200-17','qsNtbtOow', 'SL')
('AC12058-2022-11-01-3587','A200-5','iWEkFoOhxZg', 'SL')
('SL22517-2022-11-01-3616','S151-16','tXYJZyh', 'SU')
('AC12058-2022-11-01-3595','A200-13','NqVRpRGNUvyKvUL', 'LB')
('AC12058-2022-11-01-3596','A200-14','zbCfKBKTygAv', 'LB')
('SL22517-2022-11-02-3552','S148-24','hsUQuxyzCLswLz', 'SU')
('AC04652-2022-11-02-3615','A201-15','rbLhSkqQjqmfn', 'UB')
('AC04652-2022-11-02-3616','A201-16','wDrw', 'UB')
('SL12058-2022-11-01-3539','S148-11','rLrtXVR', 'UB')
('SL04652-2022-11-01-3594','S150-18','MGJtvtabBRuYWJoB', 'MB')
('AC22517-2022-11-01-3702','A206-12','jHtAqRLC', 'SU')
('SL04652-2022-11-01-3632','S152-8','htg', 'SU')
('SL22517-2022-11-02-3597','S150-21','WbxB', 'MB')
('AC22517-2022-11-02-3701','A206-11','AZ', 'SL')
('SL04652-2022-11-01-3637','S152-13','qkppeBD', 'MB')
('SL22517-2022-11-01-3668','S153-20','kDNhlyucX', 'LB')
('SL12058-2022-11-01-3587','S150-11','zWcjMVCSuo', 'UB')
('AC22517-2022-11-01-3754','A209-10','POopXpiGfDaGmik', 'UB')
('AC22517-2022-11-02-3712','A207-4','FxdALTGa', 'UB')
('AC04652-2022-11-01-3825','A213-9','TWc', 'UB')
('AC22517-2022-11-01-3768','A210-6','vuytUSU', 'SU')
('SL04652-2022-11-01-3661','S153-13','jistBmzxBZdXDF', 'MB')
('SL22517-2022-11-01-3692','S154-20','xKTmDZZPYIBdIt', 'LB')
('SL22517-2022-11-01-3696','S154-24','lxDPGioZxtGaozt', 'SU')
('AC04652-2022-11-01-3847','A214-13','wsia', 'LB')
('SL04652-2022-11-02-3762','S157-18','okHq', 'MB')
('SL04652-2022-11-01-3676','S154-4','ieJEdwrYi', 'LB')
('AC12058-2022-11-01-3700','A206-10','mxXRPniGQD', 'UB')
('AC22517-2022-11-01-3793','A211-13','gbgfISsIVm', 'LB')
('SL22517-2022-11-02-3635','S152-11','QGqhlgTNREL', 'UB')
('SL04652-2022-11-01-3681','S154-9','X', 'LB')
('SL04652-2022-11-02-3773','S158-5','TzqYHPtMFUvyUGfL', 'MB')
('SL04652-2022-11-01-3688','S154-16','gYyvnxloggTve', 'SU')
('AC22517-2022-11-02-3752','A209-8','kkOk', 'LB')
('AC22517-2022-11-01-3806','A212-8','deUK', 'LB')
('AC22517-2022-11-02-3755','A209-11','IfqPdhXsILm', 'SL')
('AC04652-2022-11-01-3902','A217-14','POdrvNARJAhPIwoW', 'LB')
('SL04652-2022-11-01-3728','S156-8','ZIQtDXxmCSgfmACm', 'SU')
('AC04652-2022-11-01-3916','A218-10','DjeY', 'UB')
('AC22517-2022-11-02-3791','A211-11','bCtVEiOg', 'SL')
('SL12058-2022-11-01-3672','S153-24','wFJnTbs', 'SU')
('SL04652-2022-11-01-3739','S156-19','JSkgvJTyUAUOA', 'UB')
('AC04652-2022-11-01-3926','A219-2','w', 'LB')
('AC22517-2022-11-02-3799','A212-1','aSrlnlA', 'LB')
('SL04652-2022-11-01-3745','S157-1','sHoNJmYe', 'LB')
('SL04652-2022-11-02-3818','S160-2','yqdTrJaEjojFe', 'MB')
('AC04652-2022-11-01-3934','A219-10','AgzpIDqvpjFZwCj', 'UB')
('AC22517-2022-11-02-3801','A212-3','nJNSPWpcHKTwHfEv', 'UB')
('AC12058-2022-11-01-3778','A210-16','aUzmowSKC', 'UB')
('AC12058-2022-11-01-3781','A211-1','BVPCLsOjm', 'LB')
('AC04652-2022-11-02-3799','A212-1','CncYdjoCMmdb', 'LB')
('SL22517-2022-11-01-3784','S158-16','LIQcLXhWuWp', 'SU')
('AC04652-2022-11-01-3940','A219-16','jbTGpGw', 'UB')
('AC22517-2022-11-01-3862','A215-10','jES', 'UB')
('AC22517-2022-11-01-3863','A215-11','DioJUrzuVZH', 'SL')
('AC04652-2022-11-02-3803','A212-5','bebTLBEEYe', 'SL')
('AC04652-2022-11-01-3946','A220-4','ezeiMQbQfioA', 'UB')
('AC12058-2022-11-01-3787','A211-7','SBIbHQVXpuuPAtE', 'LB')
('AC12058-2022-11-01-3788','A211-8','KfhITeZsJ', 'LB')
('SL12058-2022-11-01-3683','S154-11','tiWkGJ', 'UB')
('SL04652-2022-11-02-3830','S160-14','vdhrHkeb', 'UB')
('SL22517-2022-11-02-3709','S155-13','F', 'MB')
('AC12058-2022-11-01-3796','A211-16','lBA', 'UB')
('SL04652-2022-11-01-3762','S157-18','QCakR', 'MB')
('SL22517-2022-11-01-3796','S159-4','XyEisSnHsDGr', 'LB')
('AC12058-2022-11-01-3800','A212-2','osD', 'LB')
('AC22517-2022-11-02-3824','A213-8','boShxTjqmyUUMTi', 'LB')
('AC12058-2022-11-01-3804','A212-6','XAuf', 'SU')
('SL22517-2022-11-02-3714','S155-18','YhnIkcyvbYGVsbu', 'MB')
('SL12058-2022-11-01-3693','S154-21','hggExGvM', 'MB')
('AC04652-2022-11-01-3961','A221-1','fConawwDglAHKSY', 'LB')
('AC22517-2022-11-02-3831','A213-15','MNdIuWdMptF', 'UB')
('AC22517-2022-11-01-3890','A217-2','FRBIDEXd', 'LB')
('AC22517-2022-11-01-3895','A217-7','ULASU', 'LB')
('AC04652-2022-11-01-3968','A221-8','wmxWhB', 'LB')
('SL22517-2022-11-01-3814','S159-22','mYtejIGavpX', 'UB')
('AC22517-2022-11-02-3842','A214-8','hFejftg', 'LB')
('SL22517-2022-11-02-3729','S156-9','uritkuBwmY', 'LB')
('AC22517-2022-11-01-3899','A217-11','U', 'SL')
('AC04652-2022-11-01-3975','A221-15','ruAe', 'UB')
('SL22517-2022-11-01-3818','S160-2','WDDwyT', 'MB')
('SL04652-2022-11-01-3823','S160-7','xsqYfgIcx', 'SL')
('AC04652-2022-11-02-3885','A216-15','mrN', 'UB')
('AC22517-2022-11-02-3891','A217-3','LZIPqjHjSEIHCqnT', 'UB')
('SL04652-2022-11-02-3903','S163-15','bUhPFcerIP', 'SL')
('SL22517-2022-11-01-3869','S162-5','xHN', 'MB')
('SL04652-2022-11-01-3841','S161-1','itGf', 'LB')
('AC22517-2022-11-01-3958','A220-16','kosMhItp', 'UB')
('AC04652-2022-11-02-3911','A218-5','vUcBJxTwA', 'SL')
('AC04652-2022-11-02-3912','A218-6','pN', 'SU')
('AC12058-2022-11-01-3913','A218-7','AiFNckE', 'LB')
('AC22517-2022-11-01-3992','A222-14','FXQVVaxns', 'LB')
('AC22517-2022-11-01-3993','A222-15','JpZTAwd', 'UB')
('SL22517-2022-11-01-3896','S163-8','hqZxHhUxgmQ', 'SU')
('AC12058-2022-11-01-3917','A218-11','TVKcuyt', 'SL')
('AC12058-2022-11-01-3921','A218-15','THChncydMoz', 'UB')
('SL04652-2022-11-01-3873','S162-9','V', 'LB')
('SL04652-2022-11-01-3881','S162-17','BIsfLGaRr', 'LB')
('AC12058-2022-11-01-3932','A219-8','DOnBHwlsn', 'LB')
('AC12058-2022-11-01-3997','A223-1','QCCldCrOLpGwgQyL', 'LB')
('SL12058-2022-11-01-3873','S162-9','gChnqjJNiXhC', 'LB')
('SL04652-2022-11-01-3946','S165-10','IcDRlXmHauqGIv', 'MB')
('AC12058-2022-11-01-4034','A225-2','wqSKDNwGCBqw', 'LB')
('SL04652-2022-11-01-3978','S166-18','hFcXYRiQJhrDS', 'MB')
('AC04652-2022-11-01-4203','A234-9','Jy', 'UB')
('SL22517-2022-11-01-4014','S168-6','NNqVSItrq', 'UB')
('AC12058-2022-11-01-4039','A225-7','KDxknZwbvqNHVY', 'LB')
('AC12058-2022-11-01-4040','A225-8','gOtGS', 'LB')
('SL12058-2022-11-01-3915','S164-3','jiFEviLjhs', 'UB')
('AC04652-2022-11-01-4205','A234-11','ITHxQJtnn', 'SL')
('SL12058-2022-11-01-3916','S164-4','veplLJDzVaoYAygm', 'LB')
('AC22517-2022-11-01-4110','A229-6','gUckQ', 'SU')
('AC22517-2022-11-01-4111','A229-7','CLVKck', 'LB')
('SL04652-2022-11-01-3983','S166-23','QeOSPB', 'SL')
('AC12058-2022-11-01-4096','A228-10','HH', 'UB')
('AC22517-2022-11-02-4077','A227-9','gnjdI', 'UB')
('AC22517-2022-11-01-4155','A231-15','nCh', 'UB')
('AC12058-2022-11-01-4100','A228-14','DHwAmMfQQcG', 'LB')
('AC22517-2022-11-01-4157','A231-17','I', 'SL')
('SL12058-2022-11-01-3982','S166-22','QzqETOA', 'UB')
('AC22517-2022-11-02-4094','A228-8','uirwLnKrLzFkeT', 'LB')
('AC22517-2022-11-02-4095','A228-9','qEV', 'UB')
('SL22517-2022-11-01-4085','S171-5','doWw', 'MB')
('AC12058-2022-11-01-4119','A229-15','ZONcOR', 'UB')
('AC04652-2022-11-01-4317','A240-15','OdddIJd', 'UB')
('SL22517-2022-11-01-4121','S172-17','VRPxyzvg', 'LB')
('AC22517-2022-11-02-4197','A234-3','hp', 'UB')
('AC12058-2022-11-01-4222','A235-10','UTAFPyOgNvAkSMhy', 'UB')
('AC22517-2022-11-02-4203','A234-9','kVbNabGUxn', 'UB')
('AC22517-2022-11-02-4205','A234-11','wQlgLFPOIWIETnBn', 'SL')
('AC04652-2022-11-02-4230','A235-18','FOolqsirJPVwPKqf', 'SU')
('SL22517-2022-11-01-4186','S175-10','kpdxA', 'MB')
('SL12058-2022-11-01-4095','S171-15','qpwyykVbOJF', 'SL')
('AC04652-2022-11-01-4405','A245-13','e', 'LB')
('AC12058-2022-11-01-4239','A236-9','BIgdbRoaKpGG', 'UB')
('AC22517-2022-11-01-4305','A240-3','WiYymcErb', 'UB')
('AC04652-2022-11-01-4428','A246-18','HNtYeK', 'SU')
('AC22517-2022-11-01-4322','A241-2','PnX', 'LB')
('AC12058-2022-11-01-4266','A237-18','li', 'SU')
('SL04652-2022-11-01-4196','S175-20','CDyBn', 'LB')
('AC04652-2022-11-01-4438','A247-10','TPeGvjKBwD', 'UB')
('AC22517-2022-11-01-4324','A241-4','Lg', 'UB')
('SL04652-2022-11-02-4258','S178-10','TobnjmrzWK', 'MB')
('SL12058-2022-11-01-4138','S173-10','lUXK', 'MB')
('SL04652-2022-11-02-4260','S178-12','hnSiCRap', 'LB')
('SL04652-2022-11-01-4198','S175-22','dfisnaX', 'UB')
('SL04652-2022-11-02-4262','S178-14','flbXXwBXueXL', 'UB')
('SL22517-2022-11-02-4172','S174-20','mBHcdeKKPh', 'LB')
('SL04652-2022-11-01-4201','S176-1','EYiwYXJBeucwW', 'LB')
('AC04652-2022-11-02-4281','A238-15','iaHHlW', 'UB')
('SL22517-2022-11-01-4222','S176-22','wpoLxMovXbKKP', 'UB')
('SL04652-2022-11-01-4204','S176-4','yo', 'LB')
('SL12058-2022-11-01-4147','S173-19','FnItxOeQlI', 'UB')
('SL12058-2022-11-01-4148','S173-20','fGNdCpQQOjBmvh', 'LB')
('AC22517-2022-11-01-4352','A242-14','WHImH', 'LB')
('AC04652-2022-11-02-4305','A240-3','nnWruggJfLj', 'UB')
('SL04652-2022-11-02-4286','S179-14','V', 'UB')
('AC22517-2022-11-02-4286','A239-2','LwHckobh', 'LB')
('SL12058-2022-11-01-4173','S174-21','Z', 'MB')
('SL04652-2022-11-02-4291','S179-19','FmZrAiklpH', 'UB')
('AC22517-2022-11-02-4312','A240-10','fFZhdvIgSlGDCfd', 'UB')
('AC04652-2022-11-02-4340','A242-2','BLYnCnHYYAOj', 'LB')
('AC04652-2022-11-02-4384','A244-10','lyudzzsKh', 'UB')
('AC04652-2022-11-02-4385','A244-11','sJPXkF', 'SL')
('SL12058-2022-11-01-4245','S177-21','p', 'MB')
('AC22517-2022-11-01-4434','A247-6','WJEhg', 'SU')
('SL04652-2022-11-01-4299','S180-3','ukeziAeLAhvDBaV', 'UB')
('AC22517-2022-11-02-4369','A243-13','l', 'LB')
('AC22517-2022-11-02-4370','A243-14','DNfp', 'LB')
('AC22517-2022-11-01-4438','A247-10','DKITyCytnRxPe', 'UB')
('SL22517-2022-11-01-4322','S181-2','aQtS', 'MB')
('AC04652-2022-11-01-4540','A253-4','wCsJIRFYjPAL', 'UB')
('AC04652-2022-11-01-4542','A253-6','aYE', 'SU')
('SL04652-2022-11-01-4303','S180-7','aArXDKzeqTlBfI', 'SL')
('AC04652-2022-11-02-4398','A245-6','exYBVpFZY', 'SU')
('AC04652-2022-11-02-4399','A245-7','soiRnpMzg', 'LB')
('AC12058-2022-11-01-4380','A244-6','gDAVfa', 'SU')
('SL22517-2022-11-02-4281','S179-9','DkygtFqUmlaph', 'LB')
('AC04652-2022-11-01-4548','A253-12','aNZoeQkYStuNz', 'SU')
('AC04652-2022-11-02-4408','A245-16','zB', 'UB')
('SL22517-2022-11-01-4335','S181-15','DJVFTLbyjZ', 'SL')
('AC04652-2022-11-02-4409','A245-17','sZLxHTCkWUog', 'SL')
('SL04652-2022-11-01-4319','S180-23','HsknIdxwpY', 'SL')
('AC12058-2022-11-01-4390','A244-16','ILCTgILzSs', 'UB')
('SL04652-2022-11-01-4321','S181-1','okshnNNwoarbIF', 'LB')
('SL22517-2022-11-02-4284','S179-12','XBIqvZTEJyoynHym', 'LB')
('AC22517-2022-11-02-4385','A244-11','ZAZbPhkUuj', 'SL')
('AC12058-2022-11-01-4393','A245-1','QzUtP', 'LB')
('SL22517-2022-11-01-4338','S181-18','njbdPGG', 'MB')
('AC12058-2022-11-01-4396','A245-4','jKAxKZeRf', 'UB')
('SL04652-2022-11-02-4364','S182-20','CtPLkCfrnb', 'LB')
('SL22517-2022-11-02-4287','S179-15','DaREOoUFRMRhdJz', 'SL')
('SL22517-2022-11-02-4288','S179-16','aYD', 'SU')
('SL12058-2022-11-01-4267','S178-19','rvFCKpuKk', 'UB')
('SL12058-2022-11-01-4268','S178-20','Jangkd', 'LB')
('SL04652-2022-11-02-4368','S182-24','HkRRRUIy', 'SU')
('AC04652-2022-11-01-4556','A254-2','xiKI', 'LB')
('AC04652-2022-11-01-4557','A254-3','xIbCaxGoXAf', 'UB')
('AC04652-2022-11-01-4558','A254-4','oKmSn', 'UB')
('AC22517-2022-11-01-4451','A248-5','fnEdVaMMRRHqH', 'SL')
('SL04652-2022-11-02-4371','S183-3','wRizFQ', 'UB')
('AC22517-2022-11-01-4464','A248-18','OHtgx', 'SU')
('AC22517-2022-11-02-4407','A245-15','cMLlRrwCazws', 'UB')
('AC04652-2022-11-02-4425','A246-15','KcTdelHEWc', 'UB')
('AC22517-2022-11-02-4420','A246-10','XSgmSECDIJeXePf', 'UB')
('SL22517-2022-11-01-4363','S182-19','fwabalCz', 'UB')
('AC04652-2022-11-02-4458','A248-12','aSltwxTzuFP', 'SU')
('AC04652-2022-11-01-4599','A256-9','pTxhqDZXTsl', 'UB')
('SL04652-2022-11-01-4362','S182-18','AKEOa', 'MB')
('AC22517-2022-11-02-4492','A250-10','CsnRNymCy', 'UB')
('SL22517-2022-11-02-4390','S183-22','KHsKFcYfEaNN', 'UB')
('AC22517-2022-11-01-4549','A253-13','CZVtm', 'LB')
('SL04652-2022-11-02-4468','S187-4','qblCRdOJeSeYfPUf', 'LB')
('SL04652-2022-11-02-4469','S187-5','AnIJdvLLCQoUx', 'MB')
('AC22517-2022-11-02-4575','A255-3','JfoqXbAhyPGsTKUf', 'UB')
('SL04652-2022-11-01-4482','S187-18','srgsoWeyh', 'MB')
('SL04652-2022-11-02-4527','S189-15','eiFqdyeL', 'SL')
('AC04652-2022-11-01-4732','A263-16','MsAMByUnGc', 'UB')
('AC04652-2022-11-02-4567','A254-13','TkIshLXxVFr', 'LB')
('SL22517-2022-11-01-4487','S187-23','IRPOM', 'SL')
('SL04652-2022-11-01-4487','S187-23','JzdFVAFEMO', 'SL')
('AC04652-2022-11-01-4735','A264-1','zMULwslWjBsVx', 'LB')
('SL22517-2022-11-01-4488','S187-24','TvwZieyJha', 'SU')
('AC04652-2022-11-02-4570','A254-16','DNlVCjkztxBwxrHn', 'UB')
('AC04652-2022-11-02-4571','A254-17','uZpCdiNMNJKPD', 'SL')
('SL04652-2022-11-02-4537','S190-1','pktPbsJwgI', 'LB')
('AC12058-2022-11-01-4564','A254-10','EIhziYU', 'UB')
('SL04652-2022-11-02-4550','S190-14','cjquEqDIsZrMExF', 'UB')
('SL22517-2022-11-02-4465','S187-1','vcr', 'LB')
('AC04652-2022-11-01-4791','A267-3','e', 'UB')
('AC04652-2022-11-02-4622','A257-14','tYpIqzZH', 'LB')
('SL04652-2022-11-02-4595','S192-11','KKdXkB', 'UB')
('AC04652-2022-11-01-4796','A267-8','T', 'LB')
('AC22517-2022-11-01-4653','A259-9','aUR', 'UB')
('AC04652-2022-11-01-4799','A267-11','bXMwmfrBFlTBlTc', 'SL')
('AC22517-2022-11-02-4658','A259-14','fvNwQcEFB', 'LB')
('SL04652-2022-11-02-4601','S192-17','aLLaBDKbgsgkjptO', 'LB')
('SL04652-2022-11-02-4602','S192-18','qHDdmHn', 'MB')
('SL22517-2022-11-01-4547','S190-11','zmknxvEKwU', 'UB')
('AC22517-2022-11-01-4659','A259-15','tCMVKiFsDFoY', 'UB')
('AC04652-2022-11-01-4816','A268-10','Whh', 'UB')
('SL22517-2022-11-02-4525','S189-13','iUsNcrLIIbB', 'MB')
('AC04652-2022-11-01-4817','A268-11','DKiQpblXXOJeKK', 'SL')
('AC04652-2022-11-01-4820','A268-14','dvQwTqyNkWCO', 'LB')
('SL04652-2022-11-01-4564','S191-4','lGRZOYFWLbFRNdN', 'LB')
('SL04652-2022-11-01-4565','S191-5','RPLOMLsJu', 'MB')
('SL04652-2022-11-01-4568','S191-8','wUxpmBoxMVv', 'SU')
('AC12058-2022-11-01-4638','A258-12','o', 'SU')
('SL12058-2022-11-01-4526','S189-14','sqbf', 'UB')
('SL04652-2022-11-01-4573','S191-13','zIDfYXDpxGFk', 'MB')
('SL12058-2022-11-01-4538','S190-2','PcbnGDsZB', 'MB')
('AC04652-2022-11-02-4658','A259-14','MdRQRZldlG', 'LB')
('AC22517-2022-11-02-4757','A265-5','xXoGi', 'SL')
('AC22517-2022-11-01-4722','A263-6','mLiatFZc', 'SU')
('AC12058-2022-11-01-4709','A262-11','MxOFU', 'SL')
('SL22517-2022-11-01-4628','S193-20','yYDejRV', 'LB')
('SL04652-2022-11-02-4680','S195-24','FDbSjilasR', 'SU')
('SL22517-2022-11-02-4608','S192-24','oTItTAzHdty', 'SU')
('SL22517-2022-11-02-4609','S193-1','AKZGwSj', 'LB')
('AC12058-2022-11-01-4713','A262-15','BGOYenZGLwJii', 'UB')
('SL04652-2022-11-01-4637','S194-5','kXQZJRkx', 'MB')
('AC04652-2022-11-02-4724','A263-8','khhjhqfNA', 'LB')
('SL22517-2022-11-02-4612','S193-4','QPkLuDYwVNMriWFr', 'LB')
('AC04652-2022-11-02-4726','A263-10','YsCVeO', 'UB')
('AC12058-2022-11-01-4717','A263-1','eRXrxGWinj', 'LB')
('AC04652-2022-11-01-4915','A274-1','UVopsEvL', 'LB')
('AC12058-2022-11-01-4718','A263-2','qywCOEXuI', 'LB')
('SL04652-2022-11-02-4699','S196-19','fHxnBSUnWpv', 'UB')
('SL22517-2022-11-01-4660','S195-4','mPsQyaJX', 'LB')
('AC12058-2022-11-01-4750','A264-16','x', 'UB')
('AC04652-2022-11-02-4755','A265-3','zTm', 'UB')
('SL04652-2022-11-02-4707','S197-3','rCOIJzD', 'UB')
('SL04652-2022-11-01-4679','S195-23','hSpP', 'SL')
('SL04652-2022-11-01-4680','S195-24','zKdTtejM', 'SU')
('SL22517-2022-11-01-4669','S195-13','OJoiV', 'MB')
('SL04652-2022-11-01-4682','S196-2','KnCDzxnBJA', 'MB')
('SL12058-2022-11-01-4643','S194-11','QmFLVsLXXZ', 'UB')
('AC22517-2022-11-01-4779','A266-9','scEJR', 'UB')
('SL12058-2022-11-01-4647','S194-15','uTKRAut', 'SL')
('AC22517-2022-11-01-4783','A266-13','Vm', 'LB')
('SL04652-2022-11-01-4695','S196-15','jkBdcb', 'SL')
('SL04652-2022-11-01-4696','S196-16','oCvGRCbaWDpgzKyy', 'SU')
('AC04652-2022-11-01-4973','A277-5','BQCxDsHrULz', 'SL')
('AC04652-2022-11-01-4974','A277-6','sdpKhPRfLrkO', 'SU')
('AC22517-2022-11-02-4820','A268-14','qkwEXoGiq', 'LB')
('AC04652-2022-11-02-4769','A265-17','Ubp', 'SL')
('AC22517-2022-11-02-4821','A268-15','Z', 'UB')
('AC12058-2022-11-01-4777','A266-7','czldzNvxfsmgKB', 'LB')
('SL22517-2022-11-02-4666','S195-10','VMSMAwFsznJwRQN', 'MB')
('SL22517-2022-11-01-4686','S196-6','NhBeVeCpRnEsSDjB', 'UB')
('SL22517-2022-11-01-4687','S196-7','gAOsBGZNghcMo', 'SL')
('AC22517-2022-11-02-4830','A269-6','XvRLiGDXtLL', 'SU')
('AC12058-2022-11-01-4821','A268-15','eitFxTrLmqDW', 'UB')
('AC04652-2022-11-01-5026','A280-4','oFgRThH', 'UB')
('SL22517-2022-11-02-4750','S198-22','ZkvOCg', 'UB')
('AC12058-2022-11-01-4862','A271-2','YRbaxJDvmYW', 'LB')
('AC12058-2022-11-01-4863','A271-3','hNXMmr', 'UB')
('SL12058-2022-11-01-4741','S198-13','yt', 'MB')
('AC04652-2022-11-02-4861','A271-1','kiQwcrEfSghDVw', 'LB')
('SL04652-2022-11-02-4817','S201-17','gOSTgbUPIJpE', 'LB')
('SL22517-2022-11-01-4774','S199-22','EdbgMVRG', 'UB')
('SL04652-2022-11-01-4800','S200-24','AFCp', 'SU')
('AC04652-2022-11-02-4881','A272-3','rCFbtRJcjafVLc', 'UB')
('SL22517-2022-11-02-4905','S205-9','fVeUFkKbrCQ', 'LB')
('AC22517-2022-11-02-5048','A281-8','OsYlXS', 'LB')
('SL22517-2022-11-02-4907','S205-11','IRgqDbbvbcll', 'UB')
('SL12058-2022-11-01-4871','S203-23','eEKeTCuIKd', 'SL')
('AC22517-2022-11-02-5050','A281-10','JpyxJSYYjaEAtFXX', 'UB')
('SL12058-2022-11-01-4874','S204-2','UbeaDgrBoeaWDN', 'MB')
('AC22517-2022-11-01-5034','A280-12','LpyzC', 'SU')
('AC04652-2022-11-02-5054','A281-14','VyrWvnXdqEmP', 'LB')
('AC04652-2022-11-02-5059','A282-1','QZujt', 'LB')
('AC12058-2022-11-01-5013','A279-9','amYoaHVn', 'UB')
('AC04652-2022-11-02-5060','A282-2','wkUWSVgL', 'LB')
('SL12058-2022-11-01-4897','S205-1','nO', 'LB')
('SL22517-2022-11-01-4930','S206-10','WVnEqqfuEjBuaU', 'MB')
('SL04652-2022-11-02-4980','S208-12','aGSKkpFThDdrgkU', 'LB')
('AC04652-2022-11-02-5153','A287-5','B', 'SL')
('AC22517-2022-11-01-5122','A285-10','bRwruHtODXyGZM', 'UB')
('SL12058-2022-11-01-4975','S208-7','BoCHnPyn', 'SL')
('AC12058-2022-11-01-5094','A283-18','JEQRoxdPJazqjbH', 'SU')
('SL04652-2022-11-01-5035','S210-19','wHOcZIKnChwaT', 'UB')
('SL12058-2022-11-01-4977','S208-9','gsXo', 'LB')
('SL22517-2022-11-01-5001','S209-9','bkICzqeEE', 'LB')
('SL04652-2022-11-02-5074','S212-10','JcvrAooLNypod', 'MB')
('SL04652-2022-11-01-5042','S211-2','rfJBpFLtLKTfcnw', 'MB')
('AC12058-2022-11-01-5102','A284-8','fCJymnRPimziltkn', 'LB')
('AC22517-2022-11-02-5179','A288-13','W', 'LB')
('SL22517-2022-11-02-5043','S211-3','oGQkmsiUdCt', 'UB')
('AC12058-2022-11-01-5114','A285-2','WxYhcd', 'LB')
('SL22517-2022-11-01-5019','S210-3','TjhOGq', 'UB')
('AC04652-2022-11-02-5171','A288-5','rnW', 'SL')
