('AC22517-2022-11-01-4506','A251-6','qxfgCwBRz', 'SU')
('SL22517-2022-11-02-10867','S453-19','ykOqdyQCYbjwL', 'UB')
('AC22517-2022-11-01-10990','A611-10','BvbQCtCBW', 'UB')
('AC22517-2022-11-01-10991','A611-11','NyXiJtiNVdKW', 'SL')
('SL12058-2022-11-01-10753','S449-1','KPaOoTKrag', 'LB')
('SL12058-2022-11-01-10754','S449-2','yTrYTmOs', 'MB')
('SL22517-2022-11-01-10816','S451-16','hMwhuhAbnpX', 'SU')
('AC12058-2022-11-01-11002','A612-4','bShsJHakgrFrtEx', 'UB')
('SL04652-2022-11-02-10924','S456-4','PayECS', 'LB')
('AC04652-2022-11-02-11017','A613-1','kO', 'LB')
('AC04652-2022-11-02-11018','A613-2','F', 'LB')
('AC04652-2022-11-01-11158','A620-16','yojUxVKTWm', 'UB')
('SL04652-2022-11-01-10948','S457-4','asozRE', 'LB')
('SL22517-2022-11-01-10866','S453-18','OuuDYJ', 'MB')
('AC22517-2022-11-02-11056','A615-4','NvhGvRdSdlriEkL', 'UB')
('AC04652-2022-11-02-11089','A617-1','pbCUunzKACdxy', 'LB')
('SL12058-2022-11-01-10839','S452-15','uwdLWbzQmUVy', 'SL')
('SL22517-2022-11-02-10971','S458-3','JgdFc', 'UB')
('AC22517-2022-11-01-11080','A616-10','wlhRqua', 'UB')
('AC04652-2022-11-02-11110','A618-4','FsVbyjTpeIGn', 'UB')
('AC04652-2022-11-02-11111','A618-5','bbWtYUEO', 'SL')
('SL12058-2022-11-01-10881','S454-9','U', 'LB')
('AC12058-2022-11-01-11122','A618-16','KMJNYvKi', 'UB')
('SL04652-2022-11-01-11009','S459-17','yAlMuXwHpXuTJJOs', 'LB')
('AC12058-2022-11-01-11124','A618-18','MoHKIiHvgXGZ', 'SU')
('SL12058-2022-11-01-10887','S454-15','JG', 'SL')
('SL22517-2022-11-02-11011','S459-19','GeQYwsqmvrEUsGCi', 'UB')
('AC22517-2022-11-02-11095','A617-7','edGXT', 'LB')
('SL22517-2022-11-01-10932','S456-12','fPJ', 'LB')
('SL12058-2022-11-01-10894','S454-22','wWbAnvO', 'UB')
('AC12058-2022-11-01-11148','A620-6','xa', 'SU')
('AC04652-2022-11-01-11300','A628-14','PAZ', 'LB')
('AC04652-2022-11-02-11149','A620-7','Jhj', 'LB')
('AC12058-2022-11-01-11156','A620-14','E', 'LB')
('SL04652-2022-11-01-11051','S461-11','IPukaCVaFWsLOfd', 'UB')
('SL04652-2022-11-02-11068','S462-4','sIQRmSNOmz', 'LB')
('AC04652-2022-11-01-11332','A630-10','wKydD', 'UB')
('AC04652-2022-11-02-11190','A622-12','VQYCltRitS', 'SU')
('AC22517-2022-11-02-11138','A619-14','GpExhrqZVhWUzxQZ', 'LB')
('SL04652-2022-11-01-11062','S461-22','PxSfRPK', 'UB')
('SL12058-2022-11-01-10991','S458-23','Jk', 'SL')
('AC04652-2022-11-01-11396','A634-2','D', 'LB')
('SL04652-2022-11-02-11131','S464-19','bgDXnqbGewE', 'UB')
('AC12058-2022-11-01-11251','A626-1','uPkfjr', 'LB')
('SL12058-2022-11-01-11012','S459-20','DqT', 'LB')
('AC22517-2022-11-02-11210','A623-14','QFKiKeQRW', 'LB')
('AC12058-2022-11-01-11269','A627-1','FNwhtxYxbbaEi', 'LB')
('SL22517-2022-11-02-11148','S465-12','xQth', 'LB')
('SL04652-2022-11-02-11159','S465-23','DIAYhAZMzYJOT', 'SL')
('SL04652-2022-11-01-11138','S465-2','PbYV', 'MB')
('AC22517-2022-11-02-11227','A624-13','ynyWSTYifAvVnP', 'LB')
('SL22517-2022-11-01-11077','S462-13','Vw', 'MB')
('AC04652-2022-11-02-11319','A629-15','MlQCJaNgHwxk', 'UB')
('SL04652-2022-11-02-11204','S467-20','W', 'LB')
('SL12058-2022-11-01-11078','S462-14','wzrGCvDk', 'UB')
('AC04652-2022-11-01-11488','A639-4','HaybYsYZWeAg', 'UB')
('SL22517-2022-11-02-11219','S468-11','NQAaoZIgmnnUo', 'UB')
('AC22517-2022-11-02-11297','A628-11','HSOvfUAkczOcHil', 'SL')
('SL04652-2022-11-01-11199','S467-15','cWJNMtCVhCTO', 'SL')
('SL12058-2022-11-01-11090','S463-2','WPnkVPkhK', 'MB')
('AC04652-2022-11-02-11340','A630-18','vbByhHC', 'SU')
('AC04652-2022-11-01-11495','A639-11','lDAe', 'SL')
('SL22517-2022-11-02-11222','S468-14','Yp', 'UB')
('SL04652-2022-11-02-11219','S468-11','JOQHHpnFdUIENn', 'UB')
('SL04652-2022-11-01-11253','S469-21','gGKcBMGaA', 'MB')
('AC22517-2022-11-02-11422','A635-10','Ky', 'UB')
('AC22517-2022-11-02-11423','A635-11','bwEkSWNYYGMkKW', 'SL')
('AC22517-2022-11-02-11427','A635-15','iqqchSuctln', 'UB')
('SL22517-2022-11-02-11344','S473-16','pTATqfYo', 'SU')
('SL04652-2022-11-02-11347','S473-19','VfRowjXc', 'UB')
('AC12058-2022-11-01-11455','A637-7','dcZPXu', 'LB')
('SL22517-2022-11-02-11353','S474-1','JixwczHRquNultH', 'LB')
('AC22517-2022-11-02-11449','A637-1','rTjqXZwwNnlsBU', 'LB')
('AC12058-2022-11-01-11487','A639-3','SXkSrUljMexAb', 'UB')
('SL12058-2022-11-01-11256','S469-24','ltgnmOWflitW', 'SU')
('SL04652-2022-11-02-11381','S475-5','WFIgwYKqyt', 'MB')
('SL04652-2022-11-01-11377','S475-1','kFjEnqVs', 'LB')
('AC12058-2022-11-01-11498','A639-14','oCzOPHyejMeF', 'LB')
('SL22517-2022-11-02-11391','S475-15','y', 'SL')
('AC04652-2022-11-02-11498','A639-14','LP', 'LB')
('AC04652-2022-11-02-11499','A639-15','KuVtvTdgnPrizOI', 'UB')
('SL04652-2022-11-01-11385','S475-9','wQ', 'LB')
('SL12058-2022-11-01-11271','S470-15','jrOGO', 'SL')
('AC22517-2022-11-01-11502','A639-18','XjMvP', 'SU')
('AC22517-2022-11-02-11505','A640-3','IXthE', 'UB')
('AC12058-2022-11-01-11520','A640-18','yyLhjNswsms', 'SU')
('SL22517-2022-11-02-11410','S476-10','agn', 'MB')
('AC12058-2022-11-01-11527','A641-7','UCkKDQDkQmKGH', 'LB')
('SL12058-2022-11-01-11297','S471-17','Sv', 'LB')
('AC22517-2022-11-02-11512','A640-10','wGAjTBtOI', 'UB')
('SL12058-2022-11-01-11387','S475-11','aMs', 'UB')
('SL12058-2022-11-01-11388','S475-12','IEhEGdgtIOUmp', 'LB')
('AC22517-2022-11-01-11619','A646-9','p', 'UB')
('SL04652-2022-11-02-11513','S480-17','zkeCZLjbLI', 'LB')
('AC22517-2022-11-02-11599','A645-7','urw', 'LB')
('AC04652-2022-11-01-11789','A655-17','ugVLg', 'SL')
('SL22517-2022-11-01-11421','S476-21','fFpAUEpsR', 'MB')
('SL04652-2022-11-02-11518','S480-22','NweUDmviPuvI', 'UB')
('SL22517-2022-11-02-11520','S480-24','PQA', 'SU')
('AC04652-2022-11-02-11631','A647-3','fPmLdXmconuE', 'UB')
('SL22517-2022-11-02-11525','S481-5','grmUCdnrjdpadY', 'MB')
('AC22517-2022-11-01-11632','A647-4','FjUOE', 'UB')
('AC04652-2022-11-02-11634','A647-6','PjHzcwFZognxb', 'SU')
('SL22517-2022-11-01-11430','S477-6','Fp', 'UB')
('AC04652-2022-11-01-11909','A662-11','iBfa', 'SL')
('SL22517-2022-11-02-11655','S486-15','Vyfq', 'SL')
('AC04652-2022-11-02-11765','A654-11','YDuRlAjSJTqIFnOk', 'SL')
('SL04652-2022-11-01-11628','S485-12','hplVOZuS', 'LB')
('AC22517-2022-11-02-11741','A653-5','dpkfewJZtlI', 'SL')
('SL12058-2022-11-01-11559','S482-15','aPdvbXJFosm', 'SL')
('SL12058-2022-11-01-11563','S482-19','WaAbW', 'UB')
('AC04652-2022-11-01-11995','A667-7','ICBnNPzfRuRCwMqh', 'LB')
('SL04652-2022-11-02-11711','S488-23','GnHc', 'SL')
('AC22517-2022-11-02-11762','A654-8','fzKm', 'LB')
('SL22517-2022-11-02-11710','S488-22','LmiKM', 'UB')
('SL04652-2022-11-01-11675','S487-11','NLwcfgaTsMTNaj', 'UB')
('SL12058-2022-11-01-11587','S483-19','KBdHuVJnhak', 'UB')
('AC22517-2022-11-02-11766','A654-12','zVaSntEMpGkp', 'SU')
('AC22517-2022-11-02-11767','A654-13','UXapfYMU', 'LB')
('SL22517-2022-11-02-11717','S489-5','CcsmpvGOnEJZze', 'MB')
('AC12058-2022-11-01-11805','A656-15','NrnoxBrWS', 'UB')
('AC04652-2022-11-01-12007','A668-1','QquzfTsrp', 'LB')
('SL12058-2022-11-01-11597','S484-5','JGfmV', 'MB')
('AC22517-2022-11-02-11781','A655-9','DNDvVbLLSMnnyK', 'UB')
('SL22517-2022-11-02-11732','S489-20','YQxTfwjPddfu', 'LB')
('SL12058-2022-11-01-11609','S484-17','DovfiktKTCb', 'LB')
('SL04652-2022-11-01-11702','S488-14','VKuKvfuAOvcnRurg', 'UB')
('AC04652-2022-11-01-12029','A669-5','lqzNSdnTAJKhYXhh', 'SL')
('AC22517-2022-11-01-11868','A660-6','j', 'SU')
('SL04652-2022-11-02-11793','S492-9','qVsRrBge', 'LB')
('SL22517-2022-11-01-11725','S489-13','pHbYxURXhUJtx', 'MB')
('SL04652-2022-11-02-11827','S493-19','hHkyJ', 'UB')
('AC22517-2022-11-02-11865','A660-3','TIeXZBr', 'UB')
('AC22517-2022-11-01-11906','A662-8','gJiAUfhXggbr', 'LB')
('SL04652-2022-11-01-11778','S491-18','yNPEunrP', 'MB')
('AC12058-2022-11-01-11905','A662-7','QJhfEtfueixwY', 'LB')
('SL12058-2022-11-01-11695','S488-7','PPCnQYXvg', 'SL')
('AC12058-2022-11-01-11908','A662-10','mgOuevMQdfmB', 'UB')
('AC12058-2022-11-01-11909','A662-11','FJPvJLOjb', 'SL')
('AC22517-2022-11-01-11915','A662-17','WBYiWkLbScdPij', 'SL')
('AC04652-2022-11-01-12125','A674-11','iElJYeXJz', 'SL')
('AC22517-2022-11-02-11882','A661-2','jNpqt', 'LB')
('SL04652-2022-11-01-11788','S492-4','uChP', 'LB')
('AC22517-2022-11-01-11921','A663-5','rjn', 'SL')
('SL04652-2022-11-02-11840','S494-8','majdlXbZo', 'SU')
('AC12058-2022-11-01-11949','A664-15','uhmmuamjn', 'UB')
('SL04652-2022-11-02-11874','S495-18','dJvHfzjoGgrUEnWB', 'MB')
('AC22517-2022-11-02-11962','A665-10','ijYKccesX', 'UB')
('AC04652-2022-11-01-12198','A678-12','Qq', 'SU')
('AC22517-2022-11-01-12002','A667-14','mywZDbtf', 'LB')
('AC04652-2022-11-02-12012','A668-6','sGFdxrEXUSm', 'SU')
('AC12058-2022-11-01-11998','A667-10','TDzhkrxvM', 'UB')
('AC12058-2022-11-01-11999','A667-11','CNkMnXvlFngSgql', 'SL')
('AC12058-2022-11-01-12049','A670-7','tzHpaKYyCOxccfFl', 'LB')
('SL22517-2022-11-01-11890','S496-10','xiLmcLxH', 'MB')
('AC12058-2022-11-01-12053','A670-11','apFnKkaHWIbPLwf', 'SL')
('AC22517-2022-11-01-12071','A671-11','Z', 'SL')
('SL04652-2022-11-02-11963','S499-11','LWpfh', 'UB')
('AC04652-2022-11-02-12072','A671-12','kVRtMxbHD', 'SU')
('AC22517-2022-11-02-12090','A672-12','AQvUFslEP', 'SU')
('SL22517-2022-11-02-12027','S502-3','KjFPWUzLaT', 'UB')
('AC22517-2022-11-02-12104','A673-8','ydBYQMVBUFKmRgNp', 'LB')
('AC12058-2022-11-01-12138','A675-6','o', 'SU')
('SL12058-2022-11-01-11905','S497-1','jR', 'LB')
('SL22517-2022-11-02-12043','S502-19','bsE', 'UB')
('AC04652-2022-11-01-12326','A685-14','uofYOadPCVpHaH', 'LB')
('AC12058-2022-11-01-12144','A675-12','tOFqy', 'SU')
('AC12058-2022-11-01-12145','A675-13','orgPKxaYyflveKQA', 'LB')
('SL22517-2022-11-01-11954','S499-2','OwjxYsFuiM', 'MB')
('AC12058-2022-11-01-12149','A675-17','Z', 'SL')
('SL22517-2022-11-02-12049','S503-1','JXkqUPUmHpd', 'LB')
('SL22517-2022-11-01-11957','S499-5','qrHMYssq', 'MB')
('AC12058-2022-11-01-12157','A676-7','FPMrAE', 'LB')
('AC04652-2022-11-02-12146','A675-14','ZBqkgaDSqazs', 'LB')
('SL04652-2022-11-02-12037','S502-13','alcuen', 'MB')
('SL22517-2022-11-01-11966','S499-14','DhysIaQF', 'UB')
('AC22517-2022-11-02-12156','A676-6','oW', 'SU')
('SL12058-2022-11-01-11951','S498-23','eeCOFLcaCMtL', 'SL')
('SL22517-2022-11-02-12090','S504-18','GDCGGuNWBo', 'MB')
('AC22517-2022-11-01-12190','A678-4','IBgNMlVLeO', 'UB')
('AC04652-2022-11-01-12366','A687-18','yfRf', 'SU')
('AC12058-2022-11-01-12218','A679-14','dXsresUSkBO', 'LB')
('AC22517-2022-11-01-12210','A679-6','T', 'SU')
('AC12058-2022-11-01-12251','A681-11','VNbBXCjJyG', 'SL')
('SL12058-2022-11-01-11990','S500-14','ggTJKm', 'UB')
('SL22517-2022-11-02-12177','S508-9','xBPOBcgI', 'LB')
('SL04652-2022-11-02-12176','S508-8','Pgv', 'SU')
('AC04652-2022-11-02-12264','A682-6','pLiWTDTAPKHL', 'SU')
('SL22517-2022-11-01-12099','S505-3','yKtLYFMdmZcS', 'UB')
('AC22517-2022-11-02-12259','A682-1','SGImqTjCXApCNOW', 'LB')
('AC12058-2022-11-01-12302','A684-8','yORk', 'LB')
('AC22517-2022-11-02-12306','A684-12','di', 'SU')
('SL12058-2022-11-01-12101','S505-5','KVIhqlZuHtcW', 'MB')
('AC12058-2022-11-01-12376','A688-10','zwPCTC', 'UB')
('AC04652-2022-11-02-12360','A687-12','mALgWTqa', 'SU')
('AC12058-2022-11-01-12381','A688-15','RzYvxwZG', 'UB')
('SL22517-2022-11-01-12183','S508-15','jGXNsmYbQSabOano', 'SL')
('AC22517-2022-11-01-12385','A689-1','YOlGFJmklvJgmjX', 'LB')
('AC22517-2022-11-01-12386','A689-2','vZjAfEPyguRMB', 'LB')
('SL12058-2022-11-01-12134','S506-14','KufhUGL', 'UB')
('SL22517-2022-11-02-12280','S512-16','vyRe', 'SU')
('AC22517-2022-11-02-12366','A687-18','PqifPugkD', 'SU')
('AC12058-2022-11-01-12412','A690-10','Vtaqhog', 'UB')
('AC04652-2022-11-02-12393','A689-9','licTEdKDSwGoAvYQ', 'UB')
('AC12058-2022-11-01-12424','A691-4','qYmuEIoE', 'UB')
('AC04652-2022-11-02-12406','A690-4','uSeBjzolc', 'UB')
('AC12058-2022-11-01-12431','A691-11','YYV', 'SL')
('SL22517-2022-11-02-12305','S513-17','QZsPsSDagD', 'LB')
('SL04652-2022-11-01-12281','S512-17','BIhCuZvUiRdxXg', 'LB')
('AC12058-2022-11-01-12434','A691-14','dWKOBOxTsbNGwON', 'LB')
('AC22517-2022-11-01-12427','A691-7','KE', 'LB')
('SL22517-2022-11-02-12310','S513-22','YQ', 'UB')
('AC12058-2022-11-01-12437','A691-17','JkPwERXTbibo', 'SL')
('SL04652-2022-11-01-12285','S512-21','twsYEtWT', 'MB')
('AC04652-2022-11-02-12436','A691-16','C', 'UB')
('AC22517-2022-11-01-12446','A692-8','YaIYbYPdtoQNwj', 'LB')
('AC22517-2022-11-02-12402','A689-18','O', 'SU')
('AC12058-2022-11-01-12493','A695-1','AKnKTeDmMwef', 'LB')
('AC04652-2022-11-01-12674','A705-2','svqWfFWCkzga', 'LB')
('SL04652-2022-11-01-12354','S515-18','tNHNkCOukXoqTV', 'MB')
('AC04652-2022-11-01-12678','A705-6','GgWgqGOXsmw', 'SU')
('SL04652-2022-11-01-12361','S516-1','iHsMzJbFddbez', 'LB')
('AC22517-2022-11-01-12489','A694-15','YkcdwYN', 'UB')
('SL22517-2022-11-02-12387','S517-3','EodvAddtNcCKaphP', 'UB')
('SL12058-2022-11-01-12239','S510-23','bzbqnzkW', 'SL')
('SL12058-2022-11-01-12250','S511-10','VMasJUvCbobJClDD', 'MB')
('AC22517-2022-11-01-12520','A696-10','r', 'UB')
('SL22517-2022-11-02-12411','S518-3','OSNix', 'UB')
('AC12058-2022-11-01-12536','A697-8','OsbD', 'LB')
('SL22517-2022-11-01-12331','S514-19','xzmdUrqHGzWYQi', 'UB')
('AC12058-2022-11-01-12543','A697-15','IVfmLzvVShhGsM', 'UB')
('AC04652-2022-11-02-12539','A697-11','BULe', 'SL')
('SL22517-2022-11-01-12338','S515-2','vLypAMtN', 'MB')
('SL04652-2022-11-02-12435','S519-3','PDRfhqYCI', 'UB')
('AC04652-2022-11-02-12544','A697-16','tVcslkIHKB', 'UB')
('AC22517-2022-11-02-12494','A695-2','oAROIotpjpTdoV', 'LB')
('SL22517-2022-11-02-12434','S519-2','xELcnoPZ', 'MB')
('SL04652-2022-11-02-12451','S519-19','xY', 'UB')
('AC04652-2022-11-02-12564','A698-18','qEFwsKv', 'SU')
('AC22517-2022-11-01-12557','A698-11','r', 'SL')
('AC04652-2022-11-02-12571','A699-7','IR', 'LB')
('SL04652-2022-11-02-12455','S519-23','mcnO', 'SL')
('SL12058-2022-11-01-12296','S513-8','Jy', 'SU')
('SL04652-2022-11-01-12438','S519-6','pHNUFUueM', 'UB')
('SL04652-2022-11-02-12459','S520-3','NUR', 'UB')
('AC22517-2022-11-01-12564','A698-18','t', 'SU')
('AC04652-2022-11-01-12759','A709-15','YLXJ', 'UB')
('AC22517-2022-11-01-12565','A699-1','p', 'LB')
('AC04652-2022-11-01-12760','A709-16','qehTHSSkacN', 'UB')
('AC04652-2022-11-02-12579','A699-15','ZTqYR', 'UB')
('SL22517-2022-11-01-12411','S518-3','RdwxjKUPW', 'UB')
('AC04652-2022-11-02-12608','A701-8','iaWlY', 'LB')
('SL04652-2022-11-01-12477','S520-21','XzkHMZ', 'MB')
('AC22517-2022-11-01-12618','A701-18','XStGroVAjNxbVr', 'SU')
('AC22517-2022-11-01-12656','A704-2','OIDWP', 'LB')
('AC22517-2022-11-02-12611','A701-11','oylPKAm', 'SL')
('AC22517-2022-11-02-12612','A701-12','attgtYDBrxp', 'SU')
('SL22517-2022-11-02-12527','S522-23','fxmY', 'SL')
('AC22517-2022-11-02-12614','A701-14','Xe', 'LB')
('AC22517-2022-11-02-12615','A701-15','XxnsSrWzdn', 'UB')
('AC12058-2022-11-01-12652','A703-16','prmjmy', 'UB')
('AC12058-2022-11-01-12653','A703-17','iXlWDUWQpQY', 'SL')
('AC12058-2022-11-01-12654','A703-18','uDa', 'SU')
('AC22517-2022-11-01-12663','A704-9','oGuUHvfG', 'UB')
('SL22517-2022-11-01-12460','S520-4','Vk', 'LB')
('SL12058-2022-11-01-12378','S516-18','AuVOFvAGY', 'MB')
('AC04652-2022-11-02-12663','A704-9','SSQ', 'UB')
('AC22517-2022-11-01-12694','A706-4','ep', 'UB')
('AC22517-2022-11-02-12651','A703-15','xdYgIBXGJ', 'UB')
('SL04652-2022-11-02-12578','S525-2','YQwCmyMGN', 'MB')
('SL22517-2022-11-01-12491','S521-11','ZuadtUGoDPDkOmp', 'UB')
('SL22517-2022-11-02-12560','S524-8','oHcRaVl', 'SU')
('AC22517-2022-11-01-12712','A707-4','fhUalIcjwQyY', 'UB')
('SL12058-2022-11-01-12426','S518-18','vgfTyP', 'MB')
('AC12058-2022-11-01-12705','A706-15','BrKwJbDEChVjSm', 'UB')
('SL04652-2022-11-02-12593','S525-17','JpGKnzfPjKPL', 'LB')
('SL04652-2022-11-02-12597','S525-21','hFqDPnnxq', 'MB')
('AC22517-2022-11-01-12725','A707-17','j', 'SL')
('AC22517-2022-11-01-12726','A707-18','AiReZnd', 'SU')
('SL04652-2022-11-01-12579','S525-3','ujfAbsxGgOstKb', 'UB')
('SL22517-2022-11-02-12577','S525-1','YONRwqNfJjU', 'LB')
('SL04652-2022-11-02-12600','S525-24','KJDWduYbYDZ', 'SU')
('SL12058-2022-11-01-12446','S519-14','vyGxqQMqz', 'UB')
('SL12058-2022-11-01-12458','S520-2','Q', 'MB')
('SL12058-2022-11-01-12459','S520-3','GrEb', 'UB')
('AC04652-2022-11-01-12901','A717-13','YzEkmdU', 'LB')
('AC04652-2022-11-01-12902','A717-14','jSPUjG', 'LB')
('AC12058-2022-11-01-12733','A708-7','ppYsGGKjal', 'LB')
('SL22517-2022-11-02-12590','S525-14','K', 'UB')
('SL22517-2022-11-02-12591','S525-15','sqmdymGSGbdP', 'SL')
('SL12058-2022-11-01-12465','S520-9','lpiYGMGnpYrn', 'LB')
('AC22517-2022-11-02-12703','A706-13','jKPaAaofRuDNi', 'LB')
('SL04652-2022-11-02-12632','S527-8','gnyVyMljg', 'SU')
('AC22517-2022-11-02-12708','A706-18','XVkKQJyRPg', 'SU')
('SL22517-2022-11-02-12604','S526-4','oXIWtJ', 'LB')
('AC12058-2022-11-01-12751','A709-7','AqG', 'LB')
('AC22517-2022-11-02-12712','A707-4','DagmwJTflHchi', 'UB')
('AC22517-2022-11-02-12727','A708-1','VXtYAroEKgM', 'LB')
('SL22517-2022-11-01-12566','S524-14','DD', 'UB')
('SL12058-2022-11-01-12490','S521-10','XHCVDA', 'MB')
('SL12058-2022-11-01-12491','S521-11','EQsigBMFTwFPiCDW', 'UB')
('SL22517-2022-11-01-12575','S524-23','tTQr', 'SL')
('SL22517-2022-11-02-12634','S527-10','CMfyrmjjrUB', 'MB')
('SL22517-2022-11-02-12636','S527-12','csGVC', 'LB')
('SL04652-2022-11-02-12671','S528-23','LSrFH', 'SL')
('SL12058-2022-11-01-12505','S522-1','nAavkK', 'LB')
('AC04652-2022-11-02-12774','A710-12','tLACivabXoqy', 'SU')
('AC22517-2022-11-02-12842','A714-8','gaZmhGRhOoc', 'LB')
('SL22517-2022-11-02-12719','S530-23','gZkbICebZfqgsMGT', 'SL')
('SL04652-2022-11-01-12761','S532-17','RKjym', 'LB')
('AC22517-2022-11-01-12922','A718-16','GcCDJHN', 'UB')
('SL04652-2022-11-02-12791','S533-23','DSwlgMJhUL', 'SL')
('SL22517-2022-11-01-12702','S530-6','aJHDuXlJc', 'UB')
('AC22517-2022-11-01-12927','A719-3','uXjfRmUNhyBztif', 'UB')
('AC04652-2022-11-02-12912','A718-6','zbNxZejrJ', 'SU')
('AC22517-2022-11-02-12882','A716-12','hHXQLpiXzlwm', 'SU')
('SL12058-2022-11-01-12628','S527-4','UAvlv', 'LB')
('AC04652-2022-11-02-12916','A718-10','bTp', 'UB')
('AC12058-2022-11-01-12914','A718-8','OnIqw', 'LB')
('AC22517-2022-11-02-12905','A717-17','KvOjOYjSsuvIKyN', 'SL')
('SL04652-2022-11-01-12800','S534-8','bpJgo', 'SU')
('AC04652-2022-11-01-13155','A731-15','oOUXlbHU', 'UB')
('AC04652-2022-11-02-12988','A722-10','l', 'UB')
('AC22517-2022-11-02-12941','A719-17','qSpuGiqZDvRYMh', 'SL')
('AC04652-2022-11-02-12990','A722-12','WTtiFsSg', 'SU')
('AC22517-2022-11-02-12942','A719-18','Argwrxnxbr', 'SU')
('SL12058-2022-11-01-12710','S530-14','TUKlMjIuK', 'UB')
('AC04652-2022-11-01-13164','A732-6','hGsZinFcJuPPXn', 'SU')
('AC22517-2022-11-01-13017','A724-3','yCmsSMgFumdcI', 'UB')
('SL04652-2022-11-02-12879','S537-15','aIGPajN', 'SL')
('AC12058-2022-11-01-12984','A722-6','dUZeDcCawcApq', 'SU')
('AC12058-2022-11-01-12985','A722-7','KQqPOI', 'LB')
('SL12058-2022-11-01-12717','S530-21','zIQm', 'MB')
('AC22517-2022-11-02-12951','A720-9','jJhtTzHUCMReX', 'UB')
('SL22517-2022-11-02-12853','S536-13','kBOArIVxAtSKk', 'MB')
('AC04652-2022-11-02-13014','A723-18','cOpkA', 'SU')
('AC22517-2022-11-02-12972','A721-12','CeY', 'SU')
('SL22517-2022-11-01-12811','S534-19','qoKQQMUwOtp', 'UB')
('SL22517-2022-11-01-12815','S534-23','rlVzc', 'SL')
('SL04652-2022-11-01-12884','S537-20','uTCHDCRapbA', 'LB')
('SL12058-2022-11-01-12758','S532-14','lvlPL', 'UB')
('AC22517-2022-11-02-12992','A722-14','IZvrZltS', 'LB')
('SL04652-2022-11-01-12897','S538-9','xYLvYQvO', 'LB')
('SL04652-2022-11-01-12901','S538-13','YNw', 'MB')
('SL22517-2022-11-01-12838','S535-22','rhzzVAFiZNIK', 'UB')
('SL22517-2022-11-01-12881','S537-17','HOWFBWKu', 'LB')
('SL12058-2022-11-01-12820','S535-4','AipDRnRn', 'LB')
('AC04652-2022-11-01-13270','A738-4','rcqeksBh', 'UB')
('AC12058-2022-11-01-13073','A727-5','YUhJmWlPjdoqvYF', 'SL')
('AC12058-2022-11-01-13074','A727-6','ARMnSmug', 'SU')
('SL22517-2022-11-01-12886','S537-22','wGJPCosvIGfWVh', 'UB')
('AC12058-2022-11-01-13079','A727-11','pvCafIfFnePBdWkU', 'SL')
('AC12058-2022-11-01-13080','A727-12','rumxwKmS', 'SU')
('SL22517-2022-11-01-12889','S538-1','bIQzOUCxJQc', 'LB')
('SL04652-2022-11-01-12963','S541-3','oyYCD', 'UB')
('AC12058-2022-11-01-13082','A727-14','JfteqIBcTdGAQpt', 'LB')
('AC22517-2022-11-01-13156','A731-16','dx', 'UB')
('AC22517-2022-11-02-13086','A727-18','YqSehV', 'SU')
('AC04652-2022-11-02-13160','A732-2','XvacRmlsY', 'LB')
('AC04652-2022-11-01-13309','A740-7','xhfTIZogafyFFE', 'LB')
('AC04652-2022-11-02-13161','A732-3','kCaBZAHt', 'UB')
('AC12058-2022-11-01-13125','A730-3','UbSHfJNqsa', 'UB')
('AC22517-2022-11-02-13091','A728-5','WB', 'SL')
('AC04652-2022-11-01-13317','A740-15','osx', 'UB')
('AC22517-2022-11-02-13095','A728-9','fQyOOO', 'UB')
('AC04652-2022-11-02-13167','A732-9','RdiJoIN', 'UB')
('AC04652-2022-11-01-13331','A741-11','FsVsIWgGGU', 'SL')
('SL22517-2022-11-01-12947','S540-11','xSIjDxM', 'UB')
('AC04652-2022-11-02-13174','A732-16','u', 'UB')
('AC22517-2022-11-01-13178','A733-2','vzZsX', 'LB')
('AC04652-2022-11-01-13357','A743-1','MQlOjeYYHUkCv', 'LB')
('AC04652-2022-11-02-13189','A733-13','wqDwZZAEpgYJ', 'LB')
('AC12058-2022-11-01-13170','A732-12','BpgwEpA', 'SU')
('SL22517-2022-11-02-13049','S544-17','qUyxOIqIMIXgDvS', 'LB')
('AC12058-2022-11-01-13175','A732-17','DznvYbJFpwIad', 'SL')
('SL12058-2022-11-01-12898','S538-10','PvrmByqgvg', 'MB')
('SL22517-2022-11-02-13063','S545-7','btSQssY', 'SL')
('AC04652-2022-11-02-13216','A735-4','GP', 'UB')
('AC12058-2022-11-01-13194','A733-18','TzvXuNXtfxoBt', 'SU')
('SL22517-2022-11-02-13066','S545-10','Vx', 'MB')
('SL22517-2022-11-02-13072','S545-16','dkwmAzvY', 'SU')
('AC22517-2022-11-01-13266','A737-18','d', 'SU')
('AC22517-2022-11-01-13325','A741-5','OnCoPIbBbqWDtGm', 'SL')
('SL12058-2022-11-01-12973','S541-13','RO', 'MB')
('SL12058-2022-11-01-12977','S541-17','ZZAapcwUQ', 'LB')
('AC04652-2022-11-01-13486','A750-4','HmzruN', 'UB')
('AC22517-2022-11-01-13336','A741-16','SmZiamwIKMsBt', 'UB')
('SL12058-2022-11-01-12983','S541-23','GuX', 'SL')
('SL22517-2022-11-01-13079','S545-23','dyJYanrNnJanLSno', 'SL')
('SL04652-2022-11-01-13176','S549-24','W', 'SU')
