('SL04652-2022-11-02-3','S1-3','sTLPh', 'UB')
('AC22517-2022-11-02-3769','A210-7','BCDSCaVpyHWk', 'LB')
('SL12058-2022-11-01-3666','S153-18','KjKZswMZYe', 'MB')
('AC12058-2022-11-01-3717','A207-9','pVibxPVaEJfc', 'UB')
('AC04652-2022-11-01-3693','A206-3','QHarblsKRJqtRTC', 'UB')
('AC04652-2022-11-02-3628','A202-10','cm', 'UB')
('SL12058-2022-11-01-3669','S153-21','Y', 'MB')
('AC04652-2022-11-01-3699','A206-9','QdnEEqOIJV', 'UB')
('AC22517-2022-11-01-3554','A198-8','p', 'LB')
('AC22517-2022-11-01-3557','A198-11','XuSs', 'SL')
('SL12058-2022-11-01-3675','S154-3','SCdnlD', 'UB')
('AC22517-2022-11-01-3558','A198-12','vguhAuLlP', 'SU')
('AC04652-2022-11-01-3709','A207-1','lDPUnGzkLv', 'LB')
('SL04652-2022-11-02-3651','S153-3','ybfdmpo', 'UB')
('AC04652-2022-11-01-3712','A207-4','aVel', 'UB')
('SL04652-2022-11-01-3726','S156-6','JLLz', 'UB')
('SL04652-2022-11-01-3727','S156-7','pIondJzpPn', 'SL')
('SL12058-2022-11-01-3679','S154-7','mlHTUzAkp', 'SL')
('AC22517-2022-11-01-3563','A198-17','rLk', 'SL')
('SL04652-2022-11-02-3664','S153-16','lxIVTwxIMNElrC', 'SU')
('SL22517-2022-11-01-3712','S155-16','As', 'SU')
('AC04652-2022-11-01-3727','A208-1','gMEeVsTCPA', 'LB')
('SL22517-2022-11-01-3714','S155-18','ZPYOuvNDBNE', 'MB')
('AC22517-2022-11-02-3807','A212-9','qQ', 'UB')
('SL22517-2022-11-02-3790','S158-22','ymscMo', 'UB')
('AC12058-2022-11-01-3748','A209-4','aCe', 'UB')
('AC22517-2022-11-02-3816','A212-18','CripXYIKQw', 'SU')
('SL22517-2022-11-01-3731','S156-11','zjeohUGAzqMR', 'UB')
('AC22517-2022-11-02-3829','A213-13','uwPDfPEHfjuwl', 'LB')
('SL22517-2022-11-01-3744','S156-24','tpH', 'SU')
('AC04652-2022-11-02-3687','A205-15','RtyQFkyonPQ', 'UB')
('SL12058-2022-11-01-3725','S156-5','sYlJWd', 'MB')
('AC12058-2022-11-01-3767','A210-5','BliJjRuFPVsD', 'SL')
('SL04652-2022-11-01-3794','S159-2','hrtEoyezQW', 'MB')
('AC22517-2022-11-02-3855','A215-3','qSLvxS', 'UB')
('AC22517-2022-11-02-3856','A215-4','WBBaVcid', 'UB')
('AC04652-2022-11-01-3777','A210-15','mBZjfLj', 'UB')
('SL04652-2022-11-01-3798','S159-6','GXlRvTop', 'UB')
('AC04652-2022-11-02-3701','A206-11','IuHoguHgLqdEYq', 'SL')
('AC04652-2022-11-01-3781','A211-1','eyosaEi', 'LB')
('AC22517-2022-11-02-3862','A215-10','QWHeaUIV', 'UB')
('AC22517-2022-11-02-3864','A215-12','hefMtzOhjjwSHKk', 'SU')
('SL22517-2022-11-02-3837','S160-21','VewCY', 'MB')
('SL22517-2022-11-02-3838','S160-22','DCkgenac', 'UB')
('AC12058-2022-11-01-3778','A210-16','lllgJmWLEjAv', 'UB')
('AC12058-2022-11-01-3779','A210-17','CzwqWGIaXkdKbCUq', 'SL')
('SL12058-2022-11-01-3739','S156-19','apLWmthc', 'UB')
('AC04652-2022-11-01-3789','A211-9','nRK', 'UB')
('SL04652-2022-11-02-3711','S155-15','onlzIoskvqlAr', 'SL')
('SL12058-2022-11-01-3745','S157-1','Ik', 'LB')
('SL22517-2022-11-01-3772','S158-4','KjttYXqDisEonnf', 'LB')
('SL22517-2022-11-02-3843','S161-3','MiezTjT', 'UB')
('AC04652-2022-11-01-3794','A211-14','zr', 'LB')
('SL12058-2022-11-01-3753','S157-9','qHZzdyhzwNfuHHa', 'LB')
('SL12058-2022-11-01-3790','S158-22','yNSgSaMqgkGakQQX', 'UB')
('SL22517-2022-11-02-3892','S163-4','brdJDaJebSDhh', 'LB')
('AC04652-2022-11-01-3859','A215-7','GUbacWq', 'LB')
('AC22517-2022-11-02-3918','A218-12','MWWBVlYBDlrvn', 'SU')
('AC22517-2022-11-01-3679','A205-7','pRnRDKUuAgOdVcM', 'LB')
('SL12058-2022-11-01-3801','S159-9','iTQkHL', 'LB')
('SL04652-2022-11-02-3783','S158-15','UeOqWFvMzDPeg', 'SL')
('SL04652-2022-11-02-3787','S158-19','MGd', 'UB')
('AC22517-2022-11-02-3931','A219-7','biGcbfXBkKFTVE', 'LB')
('AC12058-2022-11-01-3853','A215-1','IhTmKliERsw', 'LB')
('SL22517-2022-11-01-3846','S161-6','v', 'UB')
('SL12058-2022-11-01-3812','S159-20','GFhDDBtedH', 'LB')
('AC12058-2022-11-01-3862','A215-10','HHmFBr', 'UB')
('AC04652-2022-11-01-3891','A217-3','rHoIoOhxcWPybagl', 'UB')
('AC04652-2022-11-01-3898','A217-10','YljDJmmiSjAi', 'UB')
('AC22517-2022-11-01-3702','A206-12','QFxXsf', 'SU')
('SL22517-2022-11-02-3934','S164-22','dnsnqRiS', 'UB')
('AC04652-2022-11-01-3903','A217-15','kK', 'UB')
('SL04652-2022-11-02-3804','S159-12','jtFKSIEgzZjUSpO', 'LB')
('SL04652-2022-11-02-3805','S159-13','ynAIW', 'MB')
('AC12058-2022-11-01-3878','A216-8','QgWfNxnLfqrqx', 'LB')
('SL04652-2022-11-02-3808','S159-16','p', 'SU')
('SL22517-2022-11-02-3941','S165-5','Chau', 'MB')
('AC12058-2022-11-01-3882','A216-12','zZhpw', 'SU')
('AC22517-2022-11-01-3714','A207-6','PgToKAoKYfUNNZK', 'SU')
('SL12058-2022-11-01-3830','S160-14','VSYwjJqbY', 'UB')
('AC04652-2022-11-01-3907','A218-1','WsxOupgSD', 'LB')
('SL04652-2022-11-01-3882','S162-18','OzfYgOLYHxiayGHP', 'MB')
('SL04652-2022-11-01-3883','S162-19','GEBphMB', 'UB')
('AC22517-2022-11-02-3957','A220-15','vNmIqjA', 'UB')
('SL04652-2022-11-01-3893','S163-5','vyIG', 'MB')
('SL12058-2022-11-01-3839','S160-23','lOWr', 'SL')
('AC04652-2022-11-02-3821','A213-5','ZzuLta', 'SL')
('AC22517-2022-11-01-3722','A207-14','dVODdCvdtZ', 'LB')
('AC22517-2022-11-02-3965','A221-5','NRbKjzeWPPGB', 'SL')
('SL12058-2022-11-01-3843','S161-3','Sbn', 'UB')
('SL22517-2022-11-01-3882','S162-18','o', 'MB')
('AC04652-2022-11-02-3823','A213-7','zpkRRphwaWiG', 'LB')
('AC22517-2022-11-01-3727','A208-1','ZKkwqEaKBCzaoQQ', 'LB')
('AC04652-2022-11-02-3865','A215-13','UCT', 'LB')
('AC04652-2022-11-02-3867','A215-15','qr', 'UB')
('AC04652-2022-11-01-3969','A221-9','PlSlRPF', 'UB')
('SL12058-2022-11-01-3893','S163-5','uPRQAXbwIDEnbiz', 'MB')
('AC04652-2022-11-02-3869','A215-17','iiKypE', 'SL')
('SL22517-2022-11-02-4009','S168-1','nxEPKBN', 'LB')
('SL22517-2022-11-01-3938','S165-2','yiJkDtIPKC', 'MB')
('SL04652-2022-11-02-3866','S162-2','FyGsEEVhZMdu', 'MB')
('SL22517-2022-11-02-4012','S168-4','qs', 'LB')
('AC04652-2022-11-02-3876','A216-6','IuMkGVuaWxdMYd', 'SU')
('AC04652-2022-11-02-3877','A216-7','NbtnmK', 'LB')
('AC22517-2022-11-02-4023','A224-9','XXGtsnEKepPIMme', 'UB')
('AC22517-2022-11-02-4025','A224-11','n', 'SL')
('AC22517-2022-11-01-3774','A210-12','BozbGldcWsNwPw', 'SU')
('AC12058-2022-11-01-3954','A220-12','oZUumDwjjoah', 'SU')
('AC22517-2022-11-02-4027','A224-13','mthAPG', 'LB')
('AC22517-2022-11-01-3776','A210-14','po', 'LB')
('SL04652-2022-11-02-3874','S162-10','VScXVSfvbXHdy', 'MB')
('SL12058-2022-11-01-3904','S163-16','Im', 'SU')
('AC12058-2022-11-01-3958','A220-16','BsaUwuwcXw', 'UB')
('AC12058-2022-11-01-3960','A220-18','poiM', 'SU')
('SL04652-2022-11-02-3877','S162-13','mzHkzBC', 'MB')
('SL22517-2022-11-01-3957','S165-21','ad', 'MB')
('AC04652-2022-11-01-3985','A222-7','T', 'LB')
('SL04652-2022-11-02-3878','S162-14','YUsvzZeQTOXS', 'UB')
('AC22517-2022-11-01-3783','A211-3','TQEyxZHPOlSnS', 'UB')
('AC22517-2022-11-02-4030','A224-16','nWBPTOjB', 'UB')
('AC04652-2022-11-01-3989','A222-11','zm', 'SL')
('SL22517-2022-11-02-4031','S168-23','Amxpy', 'SL')
('AC04652-2022-11-02-3893','A217-5','lc', 'SL')
('SL22517-2022-11-02-4034','S169-2','VHQXNjlh', 'MB')
('SL04652-2022-11-02-3881','S162-17','apciWqnNIgTGUCsx', 'LB')
('AC22517-2022-11-01-3788','A211-8','SMtKewCIxo', 'LB')
('AC04652-2022-11-02-3896','A217-8','EAdDotm', 'LB')
('SL04652-2022-11-02-3884','S162-20','UeHLT', 'LB')
('SL04652-2022-11-01-3968','S166-8','GsYhEI', 'SU')
('AC22517-2022-11-01-3792','A211-12','EbROMHROa', 'SU')
('SL22517-2022-11-01-3970','S166-10','scuuIg', 'MB')
('SL04652-2022-11-02-3888','S162-24','PsziSNKipOVdj', 'SU')
('AC04652-2022-11-02-3900','A217-12','R', 'SU')
('SL04652-2022-11-02-3890','S163-2','iwyRQwvU', 'MB')
('SL22517-2022-11-01-3975','S166-15','XsNnQLXizsV', 'SL')
('SL22517-2022-11-01-3976','S166-16','yZLVFYbLcKIyDtc', 'SU')
('AC04652-2022-11-02-3902','A217-14','fRmtAUQ', 'LB')
('SL22517-2022-11-02-4055','S169-23','RqdXqB', 'SL')
('AC22517-2022-11-01-3811','A212-13','SfAnZSEzmX', 'LB')
('SL04652-2022-11-01-3982','S166-22','ETMSicLGvlkvuy', 'UB')
('AC12058-2022-11-01-3983','A222-5','vQSw', 'SL')
('SL04652-2022-11-01-3983','S166-23','GKDcPeRQBVxk', 'SL')
('AC04652-2022-11-02-3916','A218-10','iFaAZ', 'UB')
('AC12058-2022-11-01-3986','A222-8','dktQffwe', 'LB')
('AC12058-2022-11-01-3988','A222-10','qS', 'UB')
('AC04652-2022-11-02-3919','A218-13','VzjAxfFCKOyiX', 'LB')
('AC04652-2022-11-01-4021','A224-7','rotjE', 'LB')
('SL04652-2022-11-01-3991','S167-7','nHzoyocRe', 'SL')
('AC12058-2022-11-01-3992','A222-14','fVxROw', 'LB')
('AC04652-2022-11-02-3927','A219-3','hINPPARSdimOF', 'UB')
('SL04652-2022-11-02-3911','S163-23','OPxHMkaTm', 'SL')
('AC22517-2022-11-02-4071','A227-3','VzpHpUtQ', 'UB')
('SL12058-2022-11-01-3944','S165-8','dnXXjJKNMKLhHlB', 'SU')
('AC12058-2022-11-01-3995','A222-17','PqCnDTzjWSRpUie', 'SL')
('AC22517-2022-11-02-4077','A227-9','NegmcttTXPdgwvpt', 'UB')
('SL04652-2022-11-02-3913','S164-1','PaPUF', 'LB')
('SL12058-2022-11-01-3949','S165-13','saUMjbYs', 'MB')
('SL12058-2022-11-01-3952','S165-16','ynWp', 'SU')
('AC22517-2022-11-02-4082','A227-14','cYEzTzPWVGwj', 'LB')
('AC22517-2022-11-01-3827','A213-11','tkYKUmIEZiHOT', 'SL')
('SL04652-2022-11-01-4006','S167-22','WJlFHNBNy', 'UB')
('AC22517-2022-11-02-4085','A227-17','uOgKqHEBBGNCsRGv', 'SL')
('SL12058-2022-11-01-3960','S165-24','sddCleVz', 'SU')
('AC04652-2022-11-02-3934','A219-10','CiqcpHo', 'UB')
('SL12058-2022-11-01-3962','S166-2','ajrQMoZoqx', 'MB')
('AC22517-2022-11-02-4089','A228-3','LwNiqfOPLcrM', 'UB')
('AC04652-2022-11-02-3940','A219-16','hjXOBekDptoztLc', 'UB')
('SL12058-2022-11-01-3967','S166-7','HxObDHVfskND', 'SL')
('SL12058-2022-11-01-3968','S166-8','cWKgkqIByZpyztn', 'SU')
('AC04652-2022-11-02-3944','A220-2','AuKgHRz', 'LB')
('AC12058-2022-11-01-4012','A223-16','pgyTbPGDaxDjd', 'UB')
('AC04652-2022-11-02-3951','A220-9','JnglR', 'UB')
('AC04652-2022-11-01-4045','A225-13','XwtrfkxdnYCYa', 'LB')
('SL04652-2022-11-02-3936','S164-24','FmeRxeiSYu', 'SU')
('AC22517-2022-11-02-4101','A228-15','vSOSIJDjWu', 'UB')
('AC04652-2022-11-01-4049','A225-17','hcBzpPMNFL', 'SL')
('AC12058-2022-11-01-4016','A224-2','ypSswZy', 'LB')
('AC12058-2022-11-01-4018','A224-4','klLtFyLTbuI', 'UB')
('SL12058-2022-11-01-3979','S166-19','rvcB', 'UB')
('AC12058-2022-11-01-4022','A224-8','LmmuvdINmdUfu', 'LB')
('AC12058-2022-11-01-4023','A224-9','m', 'UB')
('AC04652-2022-11-01-4052','A226-2','vjsyU', 'LB')
('SL12058-2022-11-01-3986','S167-2','osnwmSCKLFLa', 'MB')
('SL12058-2022-11-01-3988','S167-4','pmqKFXFJPcxH', 'LB')
('SL22517-2022-11-01-4032','S168-24','kglc', 'SU')
('SL22517-2022-11-02-4104','S171-24','F', 'SU')
('SL22517-2022-11-01-4041','S169-9','UusC', 'LB')
('SL04652-2022-11-02-3957','S165-21','AfBFyklJyHf', 'MB')
('SL22517-2022-11-01-4042','S169-10','Kuw', 'MB')
('AC22517-2022-11-01-3871','A216-1','mTAwQifeAmmk', 'LB')
('SL12058-2022-11-01-4004','S167-20','lEXo', 'LB')
('AC04652-2022-11-01-4072','A227-4','w', 'UB')
('AC12058-2022-11-01-4037','A225-5','ueuToeihWCnsfq', 'SL')
('AC22517-2022-11-02-4128','A230-6','nrQcQOgulNIUIMlG', 'SU')
('SL04652-2022-11-02-3962','S166-2','tTPkokupvvGGiRQH', 'MB')
('AC04652-2022-11-02-3979','A222-1','HBDluDNuU', 'LB')
('AC22517-2022-11-02-4131','A230-9','pQPuNUovciYaPWF', 'UB')
('SL22517-2022-11-02-4119','S172-15','yGzQdpUJfVLaIboQ', 'SL')
('AC04652-2022-11-01-4078','A227-10','bNznWaaKo', 'UB')
('AC12058-2022-11-01-4041','A225-9','uOp', 'UB')
('SL22517-2022-11-02-4120','S172-16','UciPI', 'SU')
('AC04652-2022-11-02-3985','A222-7','BA', 'LB')
('AC22517-2022-11-02-4138','A230-16','UoKsY', 'UB')
('SL22517-2022-11-02-4125','S172-21','KP', 'MB')
('SL12058-2022-11-01-4017','S168-9','bsrFURO', 'LB')
('AC22517-2022-11-02-4144','A231-4','Dnn', 'UB')
('SL12058-2022-11-01-4023','S168-15','mDRDuIppg', 'SL')
('SL22517-2022-11-01-4067','S170-11','IuoOwnCGbxv', 'UB')
('SL12058-2022-11-01-4029','S168-21','lWDBWLeto', 'MB')
('SL22517-2022-11-02-4139','S173-11','EbfZSjszSPU', 'UB')
('AC22517-2022-11-02-4151','A231-11','CqixFySdvrSizhDb', 'SL')
('AC22517-2022-11-01-3896','A217-8','qcldoHsiG', 'LB')
('AC12058-2022-11-01-4056','A226-6','sMplAfurgTUXjbe', 'SU')
('SL04652-2022-11-02-3983','S166-23','gQgTCHGSBo', 'SL')
('SL12058-2022-11-01-4031','S168-23','SWMlLqwrx', 'SL')
('SL12058-2022-11-01-4032','S168-24','noJeeyZ', 'SU')
('SL12058-2022-11-01-4033','S169-1','olnaO', 'LB')
('SL04652-2022-11-01-4067','S170-11','hxk', 'UB')
('SL22517-2022-11-01-4072','S170-16','iBhkthq', 'SU')
('AC04652-2022-11-02-3996','A222-18','PzGJD', 'SU')
('SL04652-2022-11-01-4071','S170-15','woOBGZ', 'SL')
('SL22517-2022-11-01-4074','S170-18','ELxhNRRGTszLdDc', 'MB')
('SL22517-2022-11-02-4146','S173-18','DjkrJ', 'MB')
('AC04652-2022-11-02-4001','A223-5','KTQc', 'SL')
('AC04652-2022-11-01-4106','A229-2','ykmmAVk', 'LB')
('AC22517-2022-11-02-4157','A231-17','fzrZSaBACwzO', 'SL')
('SL22517-2022-11-02-4147','S173-19','QT', 'UB')
('AC04652-2022-11-02-4003','A223-7','zotnJRmauCOPPYPq', 'LB')
('AC22517-2022-11-01-3901','A217-13','sQRT', 'LB')
('AC12058-2022-11-01-4063','A226-13','Oug', 'LB')
('SL04652-2022-11-02-3990','S167-6','hXpWxmNXWyCZWVi', 'UB')
('SL04652-2022-11-01-4080','S170-24','qU', 'SU')
('AC22517-2022-11-01-3905','A217-17','aSsyKJXlVbSd', 'SL')
('SL04652-2022-11-01-4082','S171-2','pjlqbFXfhpiRNuR', 'MB')
('SL04652-2022-11-01-4083','S171-3','NhYY', 'UB')
('SL12058-2022-11-01-4045','S169-13','GaRluRNBYEN', 'MB')
('AC04652-2022-11-01-4112','A229-8','dJdMjjsAamihJ', 'LB')
('SL22517-2022-11-01-4085','S171-5','RWH', 'MB')
('AC22517-2022-11-02-4166','A232-8','jUAm', 'LB')
('AC04652-2022-11-02-4019','A224-5','QMVLYNzbm', 'SL')
('SL04652-2022-11-02-4002','S167-18','CKVmU', 'MB')
('AC04652-2022-11-02-4022','A224-8','tsWmF', 'LB')
('SL04652-2022-11-01-4089','S171-9','TVpWmQa', 'LB')
('AC04652-2022-11-02-4025','A224-11','nXTjmvwL', 'SL')
('AC22517-2022-11-02-4177','A233-1','mzoEGs', 'LB')
('AC12058-2022-11-01-4080','A227-12','vVyS', 'SU')
('SL22517-2022-11-01-4098','S171-18','a', 'MB')
('SL04652-2022-11-01-4096','S171-16','wnvgBtTndf', 'SU')
('AC04652-2022-11-01-4134','A230-12','OyLb', 'SU')
('AC12058-2022-11-01-4084','A227-16','bPLOPTP', 'UB')
('AC22517-2022-11-02-4180','A233-4','WNDNpsugqeTsINv', 'UB')
('SL12058-2022-11-01-4066','S170-10','mqaao', 'MB')
('AC22517-2022-11-01-3928','A219-4','qvnkjhWVrnKPqX', 'UB')
('SL04652-2022-11-02-4014','S168-6','wLJwgUZVspBXh', 'UB')
('SL22517-2022-11-01-4141','S173-13','wjdAf', 'MB')
('SL04652-2022-11-02-4052','S169-20','MIbAyBiUUTLes', 'LB')
('SL22517-2022-11-02-4222','S176-22','YRhMTNbIxzMEJZQ', 'UB')
('AC12058-2022-11-01-4137','A230-15','OyYHYwT', 'UB')
('SL04652-2022-11-01-4142','S173-14','wfKrrDxzFGS', 'UB')
('SL12058-2022-11-01-4119','S172-15','YyDTXvlS', 'SL')
('AC04652-2022-11-02-4084','A227-16','sRiFJPbcghC', 'UB')
('AC22517-2022-11-01-3973','A221-13','JIhSqZusybksY', 'LB')
('SL22517-2022-11-02-4226','S177-2','vVer', 'MB')
('AC22517-2022-11-01-3975','A221-15','I', 'UB')
('SL12058-2022-11-01-4127','S172-23','qOsdcK', 'SL')
('SL12058-2022-11-01-4140','S173-12','NGUXeNTOwf', 'LB')
('AC22517-2022-11-01-3987','A222-9','iKMaPPPICfEo', 'UB')
('SL04652-2022-11-01-4201','S176-1','AkGQi', 'LB')
('AC12058-2022-11-01-4199','A234-5','rvifvPFoDeDe', 'SL')
('SL22517-2022-11-01-4204','S176-4','XeXboGkCNJSVzTlp', 'LB')
('SL22517-2022-11-02-4273','S179-1','mAMVI', 'LB')
('AC22517-2022-11-01-4024','A224-10','WIgkGpR', 'UB')
('AC04652-2022-11-02-4130','A230-8','fz', 'LB')
('SL22517-2022-11-01-4208','S176-8','KlQhnz', 'SU')
('AC04652-2022-11-02-4134','A230-12','uyukzasmNusHEpIP', 'SU')
('SL04652-2022-11-01-4216','S176-16','k', 'SU')
('AC22517-2022-11-01-4045','A225-13','LVGmDnI', 'LB')
('AC22517-2022-11-01-4098','A228-12','KFkS', 'SU')
('SL22517-2022-11-01-4270','S178-22','T', 'UB')
('AC22517-2022-11-02-4335','A241-15','pZqR', 'UB')
('SL22517-2022-11-01-4274','S179-2','orpFStTYHcjUd', 'MB')
('AC22517-2022-11-01-4104','A228-18','POPZOlLk', 'SU')
('AC04652-2022-11-02-4212','A234-18','Hi', 'SU')
('AC04652-2022-11-01-4306','A240-4','qFtBA', 'UB')
('AC22517-2022-11-01-4109','A229-5','RGzHpGuGcmn', 'SL')
('SL22517-2022-11-02-4350','S182-6','irydrrUHbVYFkVi', 'UB')
('SL22517-2022-11-01-4276','S179-4','bDkUsuKeqsDFUtc', 'LB')
('AC22517-2022-11-02-4341','A242-3','WDc', 'UB')
('SL04652-2022-11-02-4194','S175-18','TA', 'MB')
('SL22517-2022-11-01-4280','S179-8','UxBRGOOkbYnk', 'SU')
('AC22517-2022-11-02-4344','A242-6','hSpgUocrAjyqkiVB', 'SU')
('SL04652-2022-11-01-4285','S179-13','fWuSoF', 'MB')
('AC04652-2022-11-02-4219','A235-7','FwTRuz', 'LB')
('SL04652-2022-11-02-4198','S175-22','XPleCaJQpkHM', 'UB')
('SL12058-2022-11-01-4269','S178-21','cZV', 'MB')
('SL22517-2022-11-02-4356','S182-12','lXJRIeDsH', 'LB')
('SL12058-2022-11-01-4272','S178-24','vYMfLKtZacdIQez', 'SU')
('SL22517-2022-11-02-4364','S182-20','t', 'LB')
('SL04652-2022-11-02-4206','S176-6','vbQlSYjiycUUk', 'UB')
('AC12058-2022-11-01-4288','A239-4','zEQvByQpziXKFrM', 'UB')
('AC04652-2022-11-02-4227','A235-15','TtRFuG', 'UB')
('AC12058-2022-11-01-4290','A239-6','KdIcDuOuCvjwMse', 'SU')
('SL22517-2022-11-01-4298','S180-2','WAaWqCZkyhgIoQ', 'MB')
('AC04652-2022-11-01-4326','A241-6','IBLWJJArrcQvSarM', 'SU')
('SL22517-2022-11-01-4299','S180-3','QQeJP', 'UB')
('SL22517-2022-11-01-4300','S180-4','FkRcMbKgmWXn', 'LB')
('SL22517-2022-11-01-4301','S180-5','FgK', 'MB')
('SL22517-2022-11-01-4302','S180-6','Vof', 'UB')
('SL22517-2022-11-02-4373','S183-5','tB', 'MB')
('SL04652-2022-11-01-4300','S180-4','QFIXpLMg', 'LB')
('SL04652-2022-11-01-4301','S180-5','RmAkFAtmw', 'MB')
('SL12058-2022-11-01-4297','S180-1','DKPHVw', 'LB')
('AC04652-2022-11-01-4333','A241-13','sCsHopmIcbjLqMjy', 'LB')
('SL22517-2022-11-02-4383','S183-15','vmcQSBkIGpCDPl', 'SL')
('AC04652-2022-11-01-4336','A241-16','DdFytrbfHx', 'UB')
('AC04652-2022-11-02-4248','A236-18','AMwKdKW', 'SU')
('AC12058-2022-11-01-4307','A240-5','FGZGuGu', 'SL')
('AC04652-2022-11-01-4355','A242-17','bQVDGjcZ', 'SL')
('AC04652-2022-11-02-4298','A239-14','jnQjCZZLQQotwNiQ', 'LB')
('SL22517-2022-11-02-4443','S186-3','ItbDfSeJQ', 'UB')
('AC22517-2022-11-02-4422','A246-12','BKJfO', 'SU')
('SL22517-2022-11-02-4452','S186-12','n', 'LB')
('AC04652-2022-11-02-4313','A240-11','eFFCHqwCtydl', 'SL')
('AC04652-2022-11-01-4455','A248-9','EzAHiatuYiE', 'UB')
('AC22517-2022-11-01-4244','A236-14','Rr', 'LB')
('SL22517-2022-11-01-4428','S185-12','SyfVjMoXRVKT', 'LB')
('SL04652-2022-11-02-4343','S181-23','wm', 'SL')
('SL12058-2022-11-01-4417','S185-1','p', 'LB')
('SL22517-2022-11-01-4451','S186-11','u', 'UB')
('AC22517-2022-11-01-4273','A238-7','HTPIUoMwkzhRoTNn', 'LB')
('AC04652-2022-11-02-4390','A244-16','uutsa', 'UB')
('AC04652-2022-11-01-4490','A250-8','xGiBT', 'LB')
('SL04652-2022-11-02-4369','S183-1','fWQcDFTPkqBGAsio', 'LB')
('AC12058-2022-11-01-4438','A247-10','e', 'UB')
('AC22517-2022-11-02-4516','A251-16','ezL', 'UB')
('AC22517-2022-11-01-4289','A239-5','ShsTEAOekvsO', 'SL')
('SL22517-2022-11-02-4546','S190-10','rL', 'MB')
('AC04652-2022-11-01-4496','A250-14','DzySzvTgGgEkUOE', 'LB')
('AC12058-2022-11-01-4449','A248-3','CVFeTXoiKqREUT', 'UB')
('SL22517-2022-11-01-4471','S187-7','WOWQzxEHO', 'SL')
('SL22517-2022-11-01-4473','S187-9','E', 'LB')
('SL22517-2022-11-01-4474','S187-10','ARCA', 'MB')
('SL22517-2022-11-02-4553','S190-17','DeojeifNeCsX', 'LB')
('AC04652-2022-11-01-4506','A251-6','sHZtyiy', 'SU')
('AC04652-2022-11-01-4507','A251-7','WgZRQI', 'LB')
('SL04652-2022-11-01-4458','S186-18','hDsqHignjWqZEbXT', 'MB')
('SL12058-2022-11-01-4452','S186-12','hrqeDFArSz', 'LB')
('SL22517-2022-11-01-4487','S187-23','MlhXj', 'SL')
('SL22517-2022-11-02-4563','S191-3','D', 'UB')
('AC22517-2022-11-01-4304','A240-2','hGnVmlB', 'LB')
('AC04652-2022-11-01-4516','A251-16','BrO', 'UB')
('SL04652-2022-11-02-4399','S184-7','I', 'SL')
('AC04652-2022-11-01-4519','A252-1','spdeXQxbytAMH', 'LB')
('AC04652-2022-11-02-4417','A246-7','HxHUNjx', 'LB')
('SL04652-2022-11-01-4476','S187-12','lIrZNRzsR', 'LB')
('SL22517-2022-11-01-4497','S188-9','DU', 'LB')
('SL04652-2022-11-02-4404','S184-12','C', 'LB')
('SL04652-2022-11-01-4479','S187-15','ekGQIFeUtYSbVFlf', 'SL')
('SL04652-2022-11-01-4480','S187-16','qrDqCHGWsCY', 'SU')
('AC12058-2022-11-01-4475','A249-11','DoudgUJ', 'SL')
('AC22517-2022-11-01-4318','A240-16','CFkwn', 'UB')
('AC22517-2022-11-02-4544','A253-8','eDLxKZkpVKGEqK', 'LB')
('AC12058-2022-11-01-4480','A249-16','dDpPjPlSvBlca', 'UB')
('SL22517-2022-11-02-4573','S191-13','xSizGUPK', 'MB')
('SL12058-2022-11-01-4469','S187-5','uazFubomNJxq', 'MB')
('AC22517-2022-11-01-4324','A241-4','lgCuqpIFU', 'UB')
('SL22517-2022-11-02-4576','S191-16','vFamHrb', 'SU')
('SL22517-2022-11-01-4505','S188-17','MBCEmtPGGalysOMT', 'LB')
('SL22517-2022-11-02-4579','S191-19','dqOROckQnQN', 'UB')
('SL04652-2022-11-02-4414','S184-22','GNErySJpr', 'UB')
('SL12058-2022-11-01-4474','S187-10','BdLxhScitENIqGOr', 'MB')
('AC22517-2022-11-01-4330','A241-10','qhsApdH', 'UB')
('SL12058-2022-11-01-4492','S188-4','Dp', 'LB')
('AC12058-2022-11-01-4503','A251-3','s', 'UB')
('SL04652-2022-11-01-4509','S188-21','M', 'MB')
('SL04652-2022-11-01-4511','S188-23','nDoYOlglQx', 'SL')
('AC22517-2022-11-01-4351','A242-13','h', 'LB')
('AC22517-2022-11-01-4352','A242-14','XvQS', 'LB')
('AC22517-2022-11-01-4353','A242-15','dsMThGBRi', 'UB')
('SL22517-2022-11-01-4536','S189-24','sglmWXFuyfekyMaV', 'SU')
('AC04652-2022-11-02-4462','A248-16','JM', 'UB')
('AC12058-2022-11-01-4509','A251-9','MVLkRIeEk', 'UB')
('SL12058-2022-11-01-4497','S188-9','PZVyNhRH', 'LB')
('SL04652-2022-11-02-4441','S186-1','mVhNA', 'LB')
('SL04652-2022-11-02-4442','S186-2','UXYmKz', 'MB')
('AC12058-2022-11-01-4513','A251-13','ivQ', 'LB')
('SL04652-2022-11-02-4443','S186-3','ddipDIJo', 'UB')
('SL04652-2022-11-02-4446','S186-6','UAaitAOL', 'UB')
('AC04652-2022-11-01-4570','A254-16','EFu', 'UB')
('AC04652-2022-11-01-4571','A254-17','BzYXmhCdtb', 'SL')
('AC04652-2022-11-01-4574','A255-2','LFsceNDr', 'LB')
