('AC22517-2022-11-02-10','A1-10','Hc', 'UB')
('SL04652-2022-11-01-3220','S135-4','b', 'LB')
('AC04652-2022-11-01-3208','A179-4','LiS', 'UB')
('AC22517-2022-11-01-3055','A170-13','oIhjzAw', 'LB')
('SL22517-2022-11-02-3239','S135-23','NHwyzBVtxeiAtr', 'SL')
('AC22517-2022-11-01-3106','A173-10','DRhqmBeHkg', 'UB')
('AC22517-2022-11-01-3108','A173-12','yLAK', 'SU')
('SL12058-2022-11-01-3185','S133-17','czcWD', 'LB')
('AC04652-2022-11-01-3244','A181-4','DBaa', 'UB')
('AC04652-2022-11-02-3211','A179-7','aNaHiwzErdTB', 'LB')
('SL04652-2022-11-01-3275','S137-11','fHCVxspWqUfLw', 'UB')
('AC12058-2022-11-01-3243','A181-3','cjr', 'UB')
('SL12058-2022-11-01-3191','S133-23','cvPMcRBTUHducqbT', 'SL')
('SL04652-2022-11-01-3278','S137-14','VBuxqBaVJzDLqIG', 'UB')
('SL22517-2022-11-02-3294','S138-6','VUWdpcemTJin', 'UB')
('AC22517-2022-11-02-3311','A184-17','mJj', 'SL')
('SL22517-2022-11-02-3296','S138-8','VNybrpsaqV', 'SU')
('SL04652-2022-11-01-3283','S137-19','b', 'UB')
('AC22517-2022-11-02-3312','A184-18','pSJoMQqRwfAgdUBS', 'SU')
('SL12058-2022-11-01-3211','S134-19','wUYorb', 'UB')
('SL04652-2022-11-01-3293','S138-5','fBNueEX', 'MB')
('AC04652-2022-11-01-3266','A182-8','yzbxzSrkvMRaDfk', 'LB')
('AC22517-2022-11-01-3137','A175-5','Thr', 'SL')
('AC04652-2022-11-02-3233','A180-11','sySyMhNxWkfoj', 'SL')
('AC04652-2022-11-01-3270','A182-12','unLXY', 'SU')
('SL22517-2022-11-01-3277','S137-13','HJRrXmh', 'MB')
('SL04652-2022-11-02-3223','S135-7','pIdWWGYKLTL', 'SL')
('AC04652-2022-11-02-3235','A180-13','QqcWXNFC', 'LB')
('SL12058-2022-11-01-3219','S135-3','pItEGRSKSdYhN', 'UB')
('SL22517-2022-11-02-3323','S139-11','PJKWVGKYm', 'UB')
('SL04652-2022-11-01-3305','S138-17','YLWClApZ', 'LB')
('AC22517-2022-11-01-3149','A175-17','dtoFApdKDKZx', 'SL')
('AC04652-2022-11-01-3283','A183-7','z', 'LB')
('SL12058-2022-11-01-3229','S135-13','ZqePCMhPGkFK', 'MB')
('AC12058-2022-11-01-3289','A183-13','jwYgLuWgQWA', 'LB')
('SL12058-2022-11-01-3234','S135-18','kqIVziBZfD', 'MB')
('SL04652-2022-11-02-3240','S135-24','VDjKRDyuaffb', 'SU')
('AC22517-2022-11-01-3156','A176-6','PyoV', 'SU')
('SL22517-2022-11-02-3337','S140-1','sJpiowGkiKkanrR', 'LB')
('AC04652-2022-11-01-3289','A183-13','cW', 'LB')
('SL22517-2022-11-01-3292','S138-4','xrddUhvlwkyfcVHa', 'LB')
('AC12058-2022-11-01-3295','A184-1','JvTWkOaknjWrB', 'LB')
('AC22517-2022-11-01-3158','A176-8','vtKX', 'LB')
('SL22517-2022-11-01-3301','S138-13','ovTjYxnZsutZ', 'MB')
('AC22517-2022-11-02-3370','A188-4','qfY', 'UB')
('AC22517-2022-11-01-3169','A177-1','vBiCxqRlrcdmo', 'LB')
('SL22517-2022-11-01-3330','S139-18','PNJXxHU', 'MB')
('SL04652-2022-11-02-3276','S137-12','tGPfrzYFxNv', 'LB')
('AC22517-2022-11-01-3191','A178-5','JhpBIncAphuQFQn', 'SL')
('AC12058-2022-11-01-3334','A186-4','dmIm', 'UB')
('SL04652-2022-11-01-3356','S140-20','BdNQFiWZKN', 'LB')
('SL04652-2022-11-01-3357','S140-21','N', 'MB')
('SL12058-2022-11-01-3281','S137-17','hbDNv', 'LB')
('SL22517-2022-11-02-3383','S141-23','tEEXxLQFf', 'SL')
('AC22517-2022-11-01-3199','A178-13','ewlwnHUGQFFp', 'LB')
('AC22517-2022-11-01-3200','A178-14','lBgWUhXShTVRZv', 'LB')
('SL22517-2022-11-01-3340','S140-4','zYrTAnTngMDn', 'LB')
('AC04652-2022-11-02-3300','A184-6','UWTNpLJYkRr', 'SU')
('SL04652-2022-11-02-3287','S137-23','nLGCLnFtqLLe', 'SL')
('SL22517-2022-11-01-3343','S140-7','xrTJgnwRYX', 'SL')
('AC04652-2022-11-01-3349','A187-1','FhYhmrb', 'LB')
('AC22517-2022-11-02-3406','A190-4','IhaesQs', 'UB')
('AC22517-2022-11-02-3407','A190-5','wgEdNq', 'SL')
('AC12058-2022-11-01-3349','A187-1','iZzBYZAjdBfEPcP', 'LB')
('AC22517-2022-11-01-3210','A179-6','oGhvIqdYvZjZn', 'SU')
('AC04652-2022-11-02-3311','A184-17','kAaSSbH', 'SL')
('SL04652-2022-11-01-3374','S141-14','tUWlDxTLuYBs', 'UB')
('SL22517-2022-11-02-3397','S142-13','ftxYlZ', 'MB')
('AC22517-2022-11-02-3410','A190-8','HMa', 'LB')
('AC22517-2022-11-02-3413','A190-11','lSKdbxYmYKs', 'SL')
('SL22517-2022-11-02-3401','S142-17','ndvBAywgrot', 'LB')
('SL22517-2022-11-02-3437','S144-5','MlMXajD', 'MB')
('SL22517-2022-11-01-3392','S142-8','vuhS', 'SU')
('AC04652-2022-11-01-3398','A189-14','AMZTDBZ', 'LB')
('SL22517-2022-11-01-3394','S142-10','EmU', 'MB')
('SL04652-2022-11-01-3425','S143-17','fKtOvGM', 'LB')
('AC22517-2022-11-02-3461','A193-5','cUJBomWF', 'SL')
('AC04652-2022-11-01-3406','A190-4','koaQkY', 'UB')
('SL22517-2022-11-02-3450','S144-18','pCIaqitKCGWVe', 'MB')
('AC04652-2022-11-02-3354','A187-6','IVfsUngBKb', 'SU')
('AC22517-2022-11-01-3253','A181-13','HrOrC', 'LB')
('AC12058-2022-11-01-3400','A189-16','Ay', 'UB')
('AC22517-2022-11-01-3256','A181-16','xmVrUh', 'UB')
('AC12058-2022-11-01-3403','A190-1','ZgL', 'LB')
('AC04652-2022-11-02-3360','A187-12','PuVWUoELmTOfEo', 'SU')
('SL04652-2022-11-02-3351','S140-15','nzBPrauZv', 'SL')
('AC22517-2022-11-02-3472','A193-16','bUpNerOYY', 'UB')
('AC04652-2022-11-01-3413','A190-11','fBXNlxoMxVLfXGWH', 'SL')
('SL22517-2022-11-01-3409','S143-1','xirBTGbUdQcawuum', 'LB')
('AC22517-2022-11-02-3477','A194-3','BudX', 'UB')
('SL22517-2022-11-02-3460','S145-4','TsOCLEwdu', 'LB')
('AC12058-2022-11-01-3413','A190-11','eXtolptbHmwKlI', 'SL')
('AC12058-2022-11-01-3416','A190-14','XtYK', 'LB')
('AC12058-2022-11-01-3417','A190-15','BifeUoNVnBQBsxbB', 'UB')
('AC04652-2022-11-01-3422','A191-2','nZXGbXhqfpoQgb', 'LB')
('AC04652-2022-11-02-3368','A188-2','nujtGmkLna', 'LB')
('SL12058-2022-11-01-3364','S141-4','SHpmP', 'LB')
('SL22517-2022-11-02-3466','S145-10','SbaRumjHuUo', 'MB')
('AC04652-2022-11-01-3426','A191-6','nMgdDeyhjG', 'SU')
('SL22517-2022-11-02-3468','S145-12','ZyRqrJakwZRVQ', 'LB')
('SL22517-2022-11-01-3417','S143-9','zLYqOcCU', 'LB')
('SL12058-2022-11-01-3380','S141-20','zBWFxvPs', 'LB')
('AC12058-2022-11-01-3448','A192-10','ihsbOnClTSA', 'UB')
('AC22517-2022-11-01-3306','A184-12','GIhzkWPCC', 'SU')
('AC04652-2022-11-01-3477','A194-3','QvKgPcoEsagSk', 'UB')
('AC22517-2022-11-01-3308','A184-14','w', 'LB')
('AC04652-2022-11-02-3409','A190-7','j', 'LB')
('AC22517-2022-11-01-3310','A184-16','tsdiavun', 'UB')
('AC04652-2022-11-02-3412','A190-10','er', 'UB')
('SL22517-2022-11-02-3532','S148-4','knippBlbEj', 'LB')
('AC22517-2022-11-01-3314','A185-2','tucToWyScaDUXhg', 'LB')
('AC04652-2022-11-01-3484','A194-10','jdlTxFhCZRfGhNbw', 'UB')
('AC04652-2022-11-01-3485','A194-11','thjHIYsK', 'SL')
('SL04652-2022-11-01-3496','S146-16','bAbLPBiWGDT', 'SU')
('AC12058-2022-11-01-3482','A194-8','JIdbhHismxwIlN', 'LB')
('AC04652-2022-11-02-3420','A190-18','XqydhJUHrbXW', 'SU')
('SL04652-2022-11-01-3503','S146-23','VfYhBW', 'SL')
('SL04652-2022-11-01-3504','S146-24','UMLkbST', 'SU')
('AC04652-2022-11-01-3497','A195-5','VmhCksQ', 'SL')
('SL04652-2022-11-01-3506','S147-2','uCWdMoCshnFhoKSe', 'MB')
('AC12058-2022-11-01-3487','A194-13','WLHHJwqyF', 'LB')
('SL22517-2022-11-02-3554','S149-2','n', 'MB')
('AC22517-2022-11-01-3325','A185-13','WOcUQ', 'LB')
('SL04652-2022-11-01-3516','S147-12','neYGAvIh', 'LB')
('SL22517-2022-11-02-3565','S149-13','rAAKIB', 'MB')
('AC12058-2022-11-01-3496','A195-4','qlkIEBqY', 'UB')
('AC22517-2022-11-02-3559','A198-13','VyekL', 'LB')
('AC04652-2022-11-01-3513','A196-3','edrErSMqTZl', 'UB')
('SL12058-2022-11-01-3452','S144-20','rPOQjbXOwCdptGx', 'LB')
('SL12058-2022-11-01-3453','S144-21','fAfzrjK', 'MB')
('SL22517-2022-11-01-3494','S146-14','liOcaEjCgDuVj', 'UB')
('AC04652-2022-11-01-3518','A196-8','FBfSsU', 'LB')
('AC04652-2022-11-01-3520','A196-10','uWJZdMaEZlxBbkX', 'UB')
('AC12058-2022-11-01-3502','A195-10','nfiea', 'UB')
('AC22517-2022-11-02-3570','A199-6','UcSQ', 'SU')
('AC22517-2022-11-02-3571','A199-7','orQTwZbp', 'LB')
('AC12058-2022-11-01-3505','A195-13','jUmSKHziqGoX', 'LB')
('SL22517-2022-11-02-3573','S149-21','dJLVVGeA', 'MB')
('AC04652-2022-11-01-3525','A196-15','KpqnB', 'UB')
('AC22517-2022-11-02-3574','A199-10','guAj', 'UB')
('SL04652-2022-11-02-3441','S144-9','kWUSEDZs', 'LB')
('AC22517-2022-11-01-3375','A188-9','fMUTNwz', 'UB')
('AC12058-2022-11-01-3552','A198-6','skgpgP', 'SU')
('AC04652-2022-11-02-3496','A195-4','HoNvWoRbFBslCdPa', 'UB')
('AC22517-2022-11-01-3415','A190-13','sOfAzkmKCrcPigcD', 'LB')
('AC04652-2022-11-01-3580','A199-16','QsV', 'UB')
('AC04652-2022-11-01-3581','A199-17','J', 'SL')
('AC04652-2022-11-01-3582','A199-18','VVFywddWaDZNosn', 'SU')
('SL12058-2022-11-01-3534','S148-6','oUzb', 'UB')
('AC22517-2022-11-02-3637','A203-1','u', 'LB')
('SL04652-2022-11-02-3508','S147-4','jLDLM', 'LB')
('AC04652-2022-11-02-3506','A195-14','PodwQucFEC', 'LB')
('AC22517-2022-11-02-3638','A203-2','ncELyiH', 'LB')
('SL22517-2022-11-01-3583','S150-7','WBBCsJTwzVYugV', 'SL')
('AC04652-2022-11-01-3592','A200-10','ikGrmLmGFAJ', 'UB')
('AC04652-2022-11-01-3593','A200-11','KYTDAcMqdNXNrvw', 'SL')
('AC22517-2022-11-01-3424','A191-4','gp', 'UB')
('AC04652-2022-11-01-3596','A200-14','XmQvms', 'LB')
('AC04652-2022-11-02-3513','A196-3','KOn', 'UB')
('AC04652-2022-11-01-3598','A200-16','U', 'UB')
('SL04652-2022-11-02-3517','S147-13','rVkkdIUQweNdpdFV', 'MB')
('AC04652-2022-11-01-3599','A200-17','YOOeQUOukeQwAINX', 'SL')
('AC22517-2022-11-01-3433','A191-13','gKsp', 'LB')
('AC04652-2022-11-01-3601','A201-1','GeLq', 'LB')
('SL04652-2022-11-02-3524','S147-20','BIpFgMQpPScgGazp', 'LB')
('SL12058-2022-11-01-3555','S149-3','g', 'UB')
('AC12058-2022-11-01-3611','A201-11','CWrGOwTSu', 'SL')
('SL22517-2022-11-01-3597','S150-21','OJV', 'MB')
('SL22517-2022-11-02-3661','S153-13','mfFxJDv', 'MB')
('AC04652-2022-11-02-3525','A196-15','lMYTNCVmzcv', 'UB')
('SL22517-2022-11-02-3663','S153-15','vCItQzz', 'SL')
('SL22517-2022-11-02-3664','S153-16','fmiHiZlWK', 'SU')
('AC12058-2022-11-01-3618','A201-18','cqbjiQlpH', 'SU')
('SL22517-2022-11-01-3601','S151-1','dv', 'LB')
('AC04652-2022-11-02-3532','A197-4','xjTKIDAAvSlJXZA', 'UB')
('AC04652-2022-11-01-3608','A201-8','hAMTQJRggp', 'LB')
('SL22517-2022-11-01-3604','S151-4','tVCxrjovdHsR', 'LB')
('AC22517-2022-11-02-3716','A207-8','QAjoKkwaOeoz', 'LB')
('SL22517-2022-11-02-3715','S155-19','HCgHMD', 'UB')
('AC22517-2022-11-01-3498','A195-6','bDJWVcvbKRedkIvK', 'SU')
('AC04652-2022-11-01-3654','A203-18','EBvOCLtZtiAjn', 'SU')
('SL22517-2022-11-01-3646','S152-22','sEPOkNM', 'UB')
('AC22517-2022-11-01-3517','A196-7','cAEZWpXfpPWXECFD', 'LB')
('AC22517-2022-11-01-3518','A196-8','xSkIDl', 'LB')
('AC04652-2022-11-02-3592','A200-10','AkV', 'UB')
('SL22517-2022-11-02-3734','S156-14','qOG', 'UB')
('SL04652-2022-11-01-3680','S154-8','nTTBjC', 'SU')
('AC12058-2022-11-01-3688','A205-16','igi', 'UB')
('AC22517-2022-11-02-3736','A208-10','zVVROaYiIzgs', 'UB')
('AC22517-2022-11-01-3525','A196-15','ILBjdnzIcG', 'UB')
('SL04652-2022-11-02-3606','S151-6','gIkfttlXRR', 'UB')
('SL22517-2022-11-01-3666','S153-18','VppiVHp', 'MB')
('SL04652-2022-11-01-3692','S154-20','sPXWzX', 'LB')
('SL04652-2022-11-01-3731','S156-11','TstahF', 'UB')
('AC04652-2022-11-01-3719','A207-11','kZscJpCxSoLLc', 'SL')
('SL04652-2022-11-02-3660','S153-12','cSaDPqmo', 'LB')
('SL04652-2022-11-01-3737','S156-17','WZhDlxG', 'LB')
('SL22517-2022-11-01-3711','S155-15','vujugXDHvP', 'SL')
('SL12058-2022-11-01-3687','S154-15','MfWIsDSZuvb', 'SL')
('AC22517-2022-11-02-3805','A212-7','gukgE', 'LB')
('AC04652-2022-11-01-3742','A208-16','STJIvJQ', 'UB')
('SL04652-2022-11-02-3682','S154-10','apyElt', 'MB')
('AC22517-2022-11-01-3587','A200-5','RTgKKxEbd', 'SL')
('SL04652-2022-11-01-3772','S158-4','cLmKyLBhTmtwi', 'LB')
('SL04652-2022-11-02-3690','S154-18','OZlqNEJMEvhUNH', 'MB')
('SL04652-2022-11-01-3774','S158-6','PhxcOFT', 'UB')
('SL04652-2022-11-02-3720','S155-24','gkckKkBfCsnbu', 'SU')
('SL04652-2022-11-02-3721','S156-1','efBnjDZFocfKg', 'LB')
('AC22517-2022-11-01-3637','A203-1','uGiVCsqZ', 'LB')
('AC04652-2022-11-01-3803','A212-5','NkNnSPOTqvqYQbOI', 'SL')
('AC22517-2022-11-02-3872','A216-2','fuVGPt', 'LB')
('SL12058-2022-11-01-3759','S157-15','SGgWjlzqAZGF', 'SL')
('AC04652-2022-11-01-3805','A212-7','m', 'LB')
('SL22517-2022-11-02-3849','S161-9','qlaPpHOlyyMDxuuY', 'LB')
('AC22517-2022-11-02-3876','A216-6','FE', 'SU')
('AC04652-2022-11-01-3808','A212-10','kB', 'UB')
('AC22517-2022-11-02-3879','A216-9','IhqTOwVcJOOkWsG', 'UB')
('SL04652-2022-11-01-3822','S160-6','Ad', 'UB')
('SL04652-2022-11-01-3823','S160-7','n', 'SL')
('AC04652-2022-11-02-3725','A207-17','Ju', 'SL')
('AC04652-2022-11-01-3812','A212-14','KRzT', 'LB')
('AC04652-2022-11-01-3813','A212-15','ggjKSNujUARZzghS', 'UB')
('SL22517-2022-11-01-3786','S158-18','DMpaP', 'MB')
('SL22517-2022-11-01-3787','S158-19','nU', 'UB')
('AC04652-2022-11-01-3816','A212-18','gSXeeNcjfV', 'SU')
('SL12058-2022-11-01-3766','S157-22','KvuvwQeHDp', 'UB')
('SL04652-2022-11-01-3825','S160-9','LoCnZEDscKzE', 'LB')
('SL22517-2022-11-02-3857','S161-17','ZjRjvXRvsF', 'LB')
('AC04652-2022-11-01-3819','A213-3','FSHNibA', 'UB')
('SL04652-2022-11-01-3829','S160-13','vDckocYouKFQrIfi', 'MB')
('AC04652-2022-11-01-3822','A213-6','QEfWid', 'SU')
('SL04652-2022-11-02-3739','S156-19','VtWTBZhWzAfVVwGg', 'UB')
('AC04652-2022-11-02-3736','A208-10','HrQ', 'UB')
('AC12058-2022-11-01-3805','A212-7','cKxkps', 'LB')
('AC12058-2022-11-01-3806','A212-8','LygnhNUnYgW', 'LB')
('AC04652-2022-11-02-3738','A208-12','bcQTzTMQXZDsfpn', 'SU')
('AC22517-2022-11-01-3650','A203-14','TcKO', 'LB')
('SL22517-2022-11-01-3794','S159-2','KPcEryJVV', 'MB')
('SL04652-2022-11-01-3831','S160-15','FeopXDviAlor', 'SL')
('AC12058-2022-11-01-3810','A212-12','gBTkaTQYrSXcaQdT', 'SU')
('AC04652-2022-11-01-3830','A213-14','McyoC', 'LB')
('SL04652-2022-11-02-3746','S157-2','vQ', 'MB')
('AC04652-2022-11-02-3743','A208-17','VDuDwZnOLuISH', 'SL')
('SL22517-2022-11-01-3802','S159-10','CB', 'MB')
('SL04652-2022-11-01-3832','S160-16','DdQPR', 'SU')
('AC04652-2022-11-02-3747','A209-3','ekxyUN', 'UB')
('AC22517-2022-11-02-3902','A217-14','BjpZKsgaXvVHDdv', 'LB')
('AC12058-2022-11-01-3823','A213-7','hqFklBHhZH', 'LB')
('AC04652-2022-11-01-3840','A214-6','qOelljhWYH', 'SU')
('SL22517-2022-11-02-3886','S162-22','PNDuYIluUbj', 'UB')
('AC12058-2022-11-01-3829','A213-13','cNdljQv', 'LB')
('AC22517-2022-11-02-3916','A218-10','XRIaquuL', 'UB')
('AC12058-2022-11-01-3841','A214-7','fJOsKiZvLNR', 'LB')
('SL22517-2022-11-02-3900','S163-12','vIN', 'LB')
('AC04652-2022-11-02-3777','A210-15','blqgeYlkTedwlt', 'UB')
('SL04652-2022-11-01-3853','S161-13','PrJXaHl', 'MB')
('SL12058-2022-11-01-3805','S159-13','pSgvyk', 'MB')
('SL04652-2022-11-02-3786','S158-18','l', 'MB')
('SL22517-2022-11-02-3912','S163-24','btp', 'SU')
('SL22517-2022-11-01-3847','S161-7','eyoVruxwPxhRz', 'SL')
('SL04652-2022-11-01-3864','S161-24','rFXXplARmfBTTyq', 'SU')
('SL22517-2022-11-02-3915','S164-3','aBhIoNJcVPemLSYw', 'UB')
('AC12058-2022-11-01-3863','A215-11','F', 'SL')
('AC22517-2022-11-02-3937','A219-13','CQb', 'LB')
('AC22517-2022-11-02-3938','A219-14','ssbKO', 'LB')
('SL12058-2022-11-01-3821','S160-5','eK', 'MB')
('AC22517-2022-11-01-3700','A206-10','J', 'UB')
('AC22517-2022-11-01-3701','A206-11','ggSdUyBQsQrqCJS', 'SL')
('SL22517-2022-11-01-3857','S161-17','ZFsJ', 'LB')
('AC22517-2022-11-01-3703','A206-13','AjcA', 'LB')
('SL12058-2022-11-01-3825','S160-9','gGAYU', 'LB')
('AC12058-2022-11-01-3873','A216-3','vRAz', 'UB')
('SL22517-2022-11-01-3868','S162-4','bhENSO', 'LB')
('AC04652-2022-11-01-3905','A217-17','aUJunHfGyKzQl', 'SL')
('SL22517-2022-11-01-3870','S162-6','ZHcIKi', 'UB')
('SL22517-2022-11-01-3871','S162-7','rMtWOTpgnXhHpdB', 'SL')
('AC04652-2022-11-02-3802','A212-4','Iymwtgo', 'UB')
('SL12058-2022-11-01-3829','S160-13','tPBvsu', 'MB')
('SL22517-2022-11-01-3875','S162-11','RB', 'UB')
('SL04652-2022-11-01-3888','S162-24','KCo', 'SU')
('SL22517-2022-11-02-3947','S165-11','revgaxpy', 'UB')
('SL04652-2022-11-02-3817','S160-1','caJrGKWsjGqO', 'LB')
('AC22517-2022-11-02-3960','A220-18','LYcJEmiYbaUHB', 'SU')
('AC12058-2022-11-01-3892','A217-4','tNVJGwZbMfRLckJb', 'UB')
('SL04652-2022-11-01-3897','S163-9','jbbFTv', 'LB')
('AC12058-2022-11-01-3901','A217-13','wKeMxGEaVkcbB', 'LB')
('AC04652-2022-11-02-3825','A213-9','xDaxnNawgVwwx', 'UB')
('AC04652-2022-11-02-3826','A213-10','VIQFUHPNaDDgE', 'UB')
('AC04652-2022-11-01-3932','A219-8','Oi', 'LB')
('AC22517-2022-11-02-3977','A221-17','mlH', 'SL')
('AC04652-2022-11-01-3935','A219-11','eXxgnbUcUFQa', 'SL')
('AC22517-2022-11-02-3980','A222-2','nwF', 'LB')
('SL04652-2022-11-01-3909','S163-21','sKXUKzxW', 'MB')
('AC04652-2022-11-01-3943','A220-1','PW', 'LB')
('AC04652-2022-11-01-3944','A220-2','ab', 'LB')
('AC22517-2022-11-01-3740','A208-14','pe', 'LB')
('SL22517-2022-11-01-3903','S163-15','lsCZmIbnuGRuhsf', 'SL')
('AC22517-2022-11-02-3986','A222-8','GYorPH', 'LB')
('AC22517-2022-11-02-3995','A222-17','hGtxgujWNU', 'SL')
('AC22517-2022-11-02-3999','A223-3','CqcsZPaIVoaN', 'UB')
('SL12058-2022-11-01-3876','S162-12','hwusMRrOTnQ', 'LB')
('AC04652-2022-11-01-3956','A220-14','RqGUTGDBlmA', 'LB')
('SL22517-2022-11-01-3917','S164-5','YNXGgqNbLmLx', 'MB')
('AC22517-2022-11-02-4026','A224-12','yNDtIFgW', 'SU')
('AC12058-2022-11-01-3955','A220-13','zOXuFbSlIaKIaFA', 'LB')
('SL04652-2022-11-02-3873','S162-9','LFD', 'LB')
('AC22517-2022-11-01-3777','A210-15','OpfmUoZAbO', 'UB')
('AC12058-2022-11-01-3959','A220-17','jaMcwcAfBhHhuhv', 'SL')
('AC04652-2022-11-02-3884','A216-14','Tyjp', 'LB')
('AC22517-2022-11-01-3781','A211-1','AurF', 'LB')
('SL04652-2022-11-01-3960','S165-24','DfMqecmBIohexc', 'SU')
('AC22517-2022-11-02-4029','A224-15','BG', 'UB')
('SL12058-2022-11-01-3911','S163-23','DbvTCUArFZhhn', 'SL')
('AC22517-2022-11-02-4031','A224-17','DSqJJlptHdiyZT', 'SL')
('SL12058-2022-11-01-3914','S164-2','oW', 'MB')
('AC22517-2022-11-01-3785','A211-5','MRxdAGzuuywpqsE', 'SL')
('AC12058-2022-11-01-4007','A223-11','QCYuPepbTof', 'SL')
('SL22517-2022-11-02-4085','S171-5','QljhNDAItkQ', 'MB')
('AC04652-2022-11-01-4039','A225-7','fdOmdIIwEapvxjZ', 'LB')
('SL04652-2022-11-02-3931','S164-19','UKrTbKgREhLUFM', 'UB')
('AC12058-2022-11-01-4035','A225-3','zxWoGYmgPFnBRDm', 'UB')
('SL04652-2022-11-02-3959','S165-23','YvNmLjsL', 'SL')
('SL04652-2022-11-01-4039','S169-7','S', 'SL')
('AC04652-2022-11-02-3975','A221-15','sWbOHVpX', 'UB')
('SL22517-2022-11-02-4117','S172-13','DDgFAwrPSj', 'MB')
('SL04652-2022-11-01-4043','S169-11','bTihCKw', 'UB')
('SL22517-2022-11-01-4043','S169-11','BBZShw', 'UB')
('SL22517-2022-11-01-4044','S169-12','GfjvdoJInygu', 'LB')
('AC12058-2022-11-01-4039','A225-7','GVWqIqoIA', 'LB')
('AC04652-2022-11-02-3981','A222-3','Kz', 'UB')
('SL04652-2022-11-02-3968','S166-8','T', 'SU')
('SL12058-2022-11-01-4011','S168-3','En', 'UB')
('AC22517-2022-11-02-4135','A230-13','qibUNQej', 'LB')
('SL12058-2022-11-01-4012','S168-4','VY', 'LB')
('AC12058-2022-11-01-4042','A225-10','iBpBGPhmeajPl', 'UB')
('SL22517-2022-11-02-4122','S172-18','S', 'MB')
('AC22517-2022-11-01-3881','A216-11','JDC', 'SL')
('SL22517-2022-11-01-4050','S169-18','TekZXMHYSam', 'MB')
('AC22517-2022-11-01-3883','A216-13','WDcZcLZ', 'LB')
('AC04652-2022-11-01-4084','A227-16','RjLWJwgryb', 'UB')
('AC22517-2022-11-02-4139','A230-17','yijSzrcgKKcxkhd', 'SL')
('AC12058-2022-11-01-4048','A225-16','vaxIMdTXhI', 'UB')
('SL22517-2022-11-02-4127','S172-23','hZIkbOVDvSM', 'SL')
('SL12058-2022-11-01-4018','S168-10','trYp', 'MB')
('SL22517-2022-11-01-4054','S169-22','Gw', 'UB')
('AC12058-2022-11-01-4049','A225-17','IAVPp', 'SL')
('AC22517-2022-11-02-4142','A231-2','lkeyx', 'LB')
('SL04652-2022-11-01-4051','S169-19','yYDGUQPlvlOQJAhC', 'UB')
('SL04652-2022-11-02-3974','S166-14','mzItZexYXw', 'UB')
('AC22517-2022-11-01-3889','A217-1','TStgLUGeE', 'LB')
('AC04652-2022-11-02-3988','A222-10','wbJJdXDStBnFe', 'UB')
('AC04652-2022-11-01-4088','A228-2','czpsXtagzhxVJd', 'LB')
('SL22517-2022-11-01-4057','S170-1','hd', 'LB')
('SL04652-2022-11-01-4052','S169-20','jIPnsVWwlPbhYD', 'LB')
('AC22517-2022-11-02-4145','A231-5','aZvVUyKdRv', 'SL')
('SL04652-2022-11-02-3978','S166-18','PNUVAPVMGqVq', 'MB')
('SL22517-2022-11-01-4061','S170-5','GbkUzfyitBI', 'MB')
('AC12058-2022-11-01-4052','A226-2','erhKOzWmrNw', 'LB')
('SL22517-2022-11-02-4132','S173-4','HommHKxIBLIGTdJ', 'LB')
('AC04652-2022-11-02-3989','A222-11','NDoBqRr', 'SL')
('SL12058-2022-11-01-4027','S168-19','yHqPgddtmRfuOdQ', 'UB')
('SL22517-2022-11-01-4064','S170-8','ChyhL', 'SU')
('AC22517-2022-11-02-4148','A231-8','HuZe', 'LB')
('SL22517-2022-11-02-4137','S173-9','cC', 'LB')
('SL22517-2022-11-02-4138','S173-10','SPL', 'MB')
('SL22517-2022-11-01-4066','S170-10','WYQboJUrSOa', 'MB')
('SL04652-2022-11-01-4057','S170-1','eOsI', 'LB')
('AC22517-2022-11-02-4150','A231-10','hlXynh', 'UB')
('SL04652-2022-11-01-4060','S170-4','Frkbu', 'LB')
('AC22517-2022-11-02-4152','A231-12','LlUUozVN', 'SU')
('SL22517-2022-11-02-4140','S173-12','RnJulXZKiKOfV', 'LB')
('SL04652-2022-11-02-3984','S166-24','ytQ', 'SU')
('SL04652-2022-11-01-4065','S170-9','Ti', 'LB')
('AC04652-2022-11-02-3993','A222-15','FDyopxicUxwItOWw', 'UB')
('AC04652-2022-11-01-4101','A228-15','fnTf', 'UB')
('SL04652-2022-11-01-4070','S170-14','WLep', 'UB')
('AC04652-2022-11-02-4000','A223-4','VkNzA', 'UB')
('AC22517-2022-11-01-3900','A217-12','DMJH', 'SU')
('SL12058-2022-11-01-4037','S169-5','QJwOunFoqvstvxb', 'MB')
('SL22517-2022-11-01-4077','S170-21','KND', 'MB')
('SL04652-2022-11-01-4075','S170-19','yHWZBcvTOrViKTtv', 'UB')
('AC04652-2022-11-01-4108','A229-4','QQdKZD', 'UB')
('AC22517-2022-11-02-4160','A232-2','xUbUVqqwHJ', 'LB')
('SL12058-2022-11-01-4038','S169-6','cZLUbhiR', 'UB')
('AC04652-2022-11-02-4005','A223-9','BH', 'UB')
('SL04652-2022-11-02-3991','S167-7','qiciFpTxcoEI', 'SL')
('SL22517-2022-11-02-4152','S173-24','IrqiYfWB', 'SU')
('SL04652-2022-11-02-3992','S167-8','EMtDvEesw', 'SU')
('SL04652-2022-11-02-3997','S167-13','EH', 'MB')
