('SL04652-2022-11-02-4122','S172-18','LYL', 'MB')
('AC22517-2022-11-02-9670','A538-4','qTwKPcJLRrjLT', 'UB')
('SL12058-2022-11-01-9422','S393-14','HyTHrbyslXLqKUQt', 'UB')
('SL22517-2022-11-02-9556','S399-4','nQheS', 'LB')
('AC22517-2022-11-02-9673','A538-7','rSIZW', 'LB')
('SL12058-2022-11-01-9425','S393-17','YXgWJXg', 'LB')
('SL22517-2022-11-02-9560','S399-8','YF', 'SU')
('AC12058-2022-11-01-9649','A537-1','SfUlseonGbCKCP', 'LB')
('SL22517-2022-11-02-9567','S399-15','s', 'SL')
('AC22517-2022-11-02-9686','A539-2','xQJiGYnZjKXXReyG', 'LB')
('AC04652-2022-11-02-9668','A538-2','YwZjd', 'LB')
('SL12058-2022-11-01-9441','S394-9','SSCuC', 'LB')
('AC22517-2022-11-01-9650','A537-2','fMOAJkpCt', 'LB')
('SL22517-2022-11-01-9521','S397-17','vbpLc', 'LB')
('SL22517-2022-11-02-9594','S400-18','ycvUTZTKzuWpVia', 'MB')
('AC04652-2022-11-02-9681','A538-15','DryBwxvjrVTKh', 'UB')
('SL12058-2022-11-01-9454','S394-22','wXYnTGWzaLJQh', 'UB')
('SL04652-2022-11-02-9584','S400-8','mqZTcPpC', 'SU')
('SL04652-2022-11-01-9572','S399-20','NXLKDw', 'LB')
('AC22517-2022-11-01-9709','A540-7','JhQiDdvZHbRl', 'LB')
('AC22517-2022-11-01-9712','A540-10','NBRGoXcDtrQigwbJ', 'UB')
('AC04652-2022-11-01-9968','A554-14','toWtmF', 'LB')
('SL22517-2022-11-01-9559','S399-7','dvumxAabNY', 'SL')
('SL04652-2022-11-01-9607','S401-7','QFOCeOhPzdXVRBDX', 'SL')
('AC04652-2022-11-01-9971','A554-17','NsnRUjnJneHg', 'SL')
('SL22517-2022-11-02-9764','S407-20','vIItdenH', 'LB')
('AC22517-2022-11-01-9848','A548-2','juQiqxwajUX', 'LB')
('AC12058-2022-11-01-9859','A548-13','LjBFCBHErDJbGH', 'LB')
('AC12058-2022-11-01-9860','A548-14','iOKy', 'LB')
('AC12058-2022-11-01-9862','A548-16','pfZkD', 'UB')
('AC04652-2022-11-02-9861','A548-15','gtvbYR', 'UB')
('AC22517-2022-11-02-9885','A550-3','nKOenQ', 'UB')
('AC12058-2022-11-01-9867','A549-3','NnVWqtdXZBcMCW', 'UB')
('SL22517-2022-11-01-9685','S404-13','oDLxuKyenQI', 'MB')
('AC04652-2022-11-01-10097','A561-17','ProFZFFnYRmAE', 'SL')
('SL04652-2022-11-01-9760','S407-16','byu', 'SU')
('SL12058-2022-11-01-9617','S401-17','BKGZhCgaxwhLj', 'LB')
('SL04652-2022-11-01-9761','S407-17','dgLyjJ', 'LB')
('SL04652-2022-11-02-9760','S407-16','Wy', 'SU')
('SL22517-2022-11-01-9699','S405-3','hHYG', 'UB')
('SL04652-2022-11-02-9761','S407-17','krJVTBoQb', 'LB')
('AC04652-2022-11-01-10103','A562-5','aXbWbQuCVVt', 'SL')
('AC04652-2022-11-01-10104','A562-6','SWB', 'SU')
('SL22517-2022-11-01-9702','S405-6','VMhuBolBDx', 'UB')
('AC22517-2022-11-01-9876','A549-12','TAxjMUokzDsuSeD', 'SU')
('SL12058-2022-11-01-9625','S402-1','D', 'LB')
('SL12058-2022-11-01-9626','S402-2','XaJtzs', 'MB')
('SL04652-2022-11-01-9838','S410-22','ugSVH', 'UB')
('AC22517-2022-11-01-9945','A553-9','KlXuWgLkWywLcJ', 'UB')
('AC04652-2022-11-01-10171','A566-1','SFissIcNRRI', 'LB')
('SL12058-2022-11-01-9701','S405-5','uJ', 'MB')
('SL04652-2022-11-01-9842','S411-2','VAiMwzUZg', 'MB')
('SL12058-2022-11-01-9704','S405-8','Iiw', 'SU')
('AC12058-2022-11-01-10095','A561-15','mJx', 'UB')
('AC22517-2022-11-02-10119','A563-3','yTPzSAP', 'UB')
('SL12058-2022-11-01-9848','S411-8','DULgdySZxomW', 'SU')
('SL22517-2022-11-01-9972','S416-12','dZNUqbGJK', 'LB')
('AC12058-2022-11-01-10180','A566-10','nuqEdDYtLSM', 'UB')
('AC22517-2022-11-02-10196','A567-8','MJUDjfdHCQz', 'LB')
('AC22517-2022-11-01-10165','A565-13','TDeTvEGPIBSO', 'LB')
('AC04652-2022-11-02-10187','A566-17','PifzdwO', 'SL')
('AC04652-2022-11-01-10375','A577-7','YynEhjPZ', 'LB')
('AC22517-2022-11-01-10167','A565-15','v', 'UB')
('AC04652-2022-11-02-10190','A567-2','us', 'LB')
('AC04652-2022-11-01-10377','A577-9','HEScWHFIql', 'UB')
('SL04652-2022-11-01-10052','S419-20','jQxstlhhOrlrcR', 'LB')
('SL04652-2022-11-02-10097','S421-17','uloHUKkonvOxPW', 'LB')
('SL12058-2022-11-01-9978','S416-18','owNeiO', 'MB')
('AC04652-2022-11-01-10438','A580-16','QZoQSlXO', 'UB')
('SL12058-2022-11-01-9987','S417-3','CCnXR', 'UB')
('SL22517-2022-11-01-10036','S419-4','GuiPNEhd', 'LB')
('SL04652-2022-11-02-10232','S427-8','mOzUKaBdnueyXkI', 'SU')
('SL22517-2022-11-01-10109','S422-5','gTIxWOotG', 'MB')
('AC04652-2022-11-02-10327','A574-13','OCMpXZJrE', 'LB')
('SL12058-2022-11-01-10059','S420-3','CFNWAbZsyiQFX', 'UB')
('AC04652-2022-11-02-10330','A574-16','CgEqGSPvDMeF', 'UB')
('SL04652-2022-11-01-10187','S425-11','QZRfWsGMGZF', 'UB')
('AC12058-2022-11-01-10324','A574-10','dkkGrfUGnNiKbdBQ', 'UB')
('AC04652-2022-11-02-10336','A575-4','GeQVQ', 'UB')
('SL22517-2022-11-02-10203','S426-3','qEaAOgDxWFVykuhm', 'UB')
('AC04652-2022-11-01-10520','A585-8','tl', 'LB')
('SL12058-2022-11-01-10064','S420-8','FoNHfsjBQAdheAg', 'SU')
('SL04652-2022-11-02-10242','S427-18','SZpRlrueED', 'MB')
('AC04652-2022-11-01-10525','A585-13','pHhretujpfbxha', 'LB')
('SL22517-2022-11-01-10122','S422-18','KirZEcKjT', 'MB')
('AC22517-2022-11-02-10497','A584-3','SfsmKzFFKXf', 'UB')
('AC04652-2022-11-01-10690','A594-16','oQhYaPKFsNpRIu', 'UB')
('SL22517-2022-11-02-10417','S435-1','lrJEwLpKDR', 'LB')
('SL04652-2022-11-02-10414','S434-22','iNchsHBIGyINgm', 'UB')
('SL22517-2022-11-01-10365','S432-21','ovCQQaVSRetER', 'MB')
('AC22517-2022-11-02-10565','A587-17','CZKTK', 'SL')
('SL22517-2022-11-01-10421','S435-5','mDr', 'MB')
('AC22517-2022-11-01-10595','A589-11','lcGWAmMWgmk', 'SL')
('AC12058-2022-11-01-10622','A591-2','mUYcWngoxjHebuEb', 'LB')
('AC22517-2022-11-01-10620','A590-18','PiOTMKcI', 'SU')
('SL22517-2022-11-02-10544','S440-8','Noz', 'SU')
('AC04652-2022-11-01-10846','A603-10','icRata', 'UB')
('AC12058-2022-11-01-10674','A593-18','DAGnsvfzvSPTgm', 'SU')
('AC04652-2022-11-01-10861','A604-7','IGBbFhGQbssP', 'LB')
('AC12058-2022-11-01-10694','A595-2','tGqq', 'LB')
('SL22517-2022-11-02-10623','S443-15','bFFqSSmLurT', 'SL')
('SL04652-2022-11-01-10581','S441-21','btEWbmur', 'MB')
('SL22517-2022-11-02-10627','S443-19','CBOrmEjGBuPvVIlv', 'UB')
('SL22517-2022-11-01-10516','S439-4','NfJlDaO', 'LB')
('AC04652-2022-11-01-10886','A605-14','AQTNWwprChNEcd', 'LB')
('AC04652-2022-11-02-10713','A596-3','HaTtyP', 'UB')
('SL04652-2022-11-02-10626','S443-18','tGeWGMhnflm', 'MB')
('SL22517-2022-11-02-10635','S444-3','oxxBrrB', 'UB')
('SL22517-2022-11-01-10522','S439-10','PkjQRzjdgWiJGnV', 'MB')
('SL22517-2022-11-01-10523','S439-11','zT', 'UB')
('AC12058-2022-11-01-10749','A598-3','OPHjNT', 'UB')
('SL04652-2022-11-01-10629','S443-21','ccpLqcBBKCj', 'MB')
('SL04652-2022-11-02-10666','S445-10','MV', 'MB')
('AC22517-2022-11-01-10731','A597-3','CdawIZqv', 'UB')
('AC22517-2022-11-01-10732','A597-4','mFz', 'UB')
('SL12058-2022-11-01-10524','S439-12','DAblOrQpA', 'LB')
('AC04652-2022-11-01-10935','A608-9','UBbRmnWKghI', 'UB')
('SL22517-2022-11-01-10594','S442-10','LWgGjXlCfsuNZxBj', 'MB')
('AC22517-2022-11-02-10786','A600-4','AXiVKHIFokBojiAg', 'UB')
('SL12058-2022-11-01-10534','S439-22','XPoFBWwzSu', 'UB')
('AC22517-2022-11-02-10788','A600-6','zKwoCuEzypBvcpO', 'SU')
('SL04652-2022-11-01-10660','S445-4','cYo', 'LB')
('AC04652-2022-11-02-10777','A599-13','UeTYO', 'LB')
('SL04652-2022-11-01-10662','S445-6','GqR', 'UB')
('SL12058-2022-11-01-10538','S440-2','RNXPRysyZ', 'MB')
('SL04652-2022-11-02-10712','S447-8','qkqOsTWVRiaEjrq', 'SU')
('AC22517-2022-11-02-10810','A601-10','ZbSIuTg', 'UB')
('SL22517-2022-11-01-10625','S443-17','USQLkSkRT', 'LB')
('SL04652-2022-11-02-10726','S447-22','k', 'UB')
('SL12058-2022-11-01-10571','S441-11','LtKo', 'UB')
('SL22517-2022-11-01-10630','S443-22','KEmicoIzzmPTvo', 'UB')
('SL12058-2022-11-01-10576','S441-16','bMekYViEOrKLdPf', 'SU')
('SL04652-2022-11-01-10703','S446-23','mWeChfNZGpeweyY', 'SL')
('SL12058-2022-11-01-10578','S441-18','OxeSLqLRUYqsrX', 'MB')
('AC22517-2022-11-02-10831','A602-13','YtirYeSKUVCbd', 'LB')
('AC04652-2022-11-02-10816','A601-16','DVmjNNmnP', 'UB')
('AC04652-2022-11-02-10885','A605-13','vnbN', 'LB')
('AC22517-2022-11-01-10876','A605-4','KKjEYERGZf', 'UB')
('SL22517-2022-11-02-10782','S450-6','yrMtZ', 'UB')
('SL04652-2022-11-02-10795','S450-19','TkgGSWjAtRzdL', 'UB')
('AC04652-2022-11-02-10887','A605-15','WAnkDLzQQtvEuD', 'UB')
('AC04652-2022-11-02-10891','A606-1','nxoCmOlDgcfCf', 'LB')
('AC04652-2022-11-02-10892','A606-2','lAZKuIJcSLIL', 'LB')
('SL12058-2022-11-01-10650','S444-18','xJYDQdPnMV', 'MB')
('SL22517-2022-11-02-10784','S450-8','emTsAyNzs', 'SU')
('SL22517-2022-11-02-10785','S450-9','HMOoeRgIOWpED', 'LB')
('SL04652-2022-11-02-10805','S451-5','wMQvP', 'MB')
('SL04652-2022-11-01-10768','S449-16','LSCv', 'SU')
('SL22517-2022-11-02-10788','S450-12','hMy', 'LB')
('SL12058-2022-11-01-10660','S445-4','VtUyaYitCkjTpIyP', 'LB')
('SL22517-2022-11-02-10794','S450-18','PRl', 'MB')
('AC22517-2022-11-01-10893','A606-3','QNocMzqeO', 'UB')
('SL22517-2022-11-02-10797','S450-21','WcSg', 'MB')
('SL22517-2022-11-02-10798','S450-22','xuPEpZbeGGphlO', 'UB')
('AC22517-2022-11-01-10896','A606-6','DIOfmj', 'SU')
('SL04652-2022-11-01-10779','S450-3','EeDLjEGKYjks', 'UB')
('SL12058-2022-11-01-10668','S445-12','ormYqdg', 'LB')
('AC04652-2022-11-02-10911','A607-3','LxmoDaeN', 'UB')
('AC22517-2022-11-02-10920','A607-12','tr', 'SU')
('SL04652-2022-11-02-10828','S452-4','WkiG', 'LB')
('AC04652-2022-11-01-11064','A615-12','SzezXQEWcDBrA', 'SU')
('AC04652-2022-11-01-11065','A615-13','BiznahxVYCRXrl', 'LB')
('AC22517-2022-11-01-10928','A608-2','hPQOBNbRhlMOUUL', 'LB')
('SL22517-2022-11-01-10742','S448-14','RxghEnuedCH', 'UB')
('SL04652-2022-11-02-10866','S453-18','SvJYTRsbQ', 'MB')
('SL22517-2022-11-02-10852','S453-4','dWZkRcjsXs', 'LB')
('SL22517-2022-11-01-10783','S450-7','gdIq', 'SL')
('AC12058-2022-11-01-10975','A610-13','XjTQTdImRlmeG', 'LB')
('AC22517-2022-11-01-10973','A610-11','UqpWMZrlVYGo', 'SL')
('AC12058-2022-11-01-10976','A610-14','FEBERVbCATstP', 'LB')
('AC04652-2022-11-02-10992','A611-12','iogVEGhiQQPM', 'SU')
('SL22517-2022-11-01-10789','S450-13','NzwgnkJAqYeJNJk', 'MB')
('AC04652-2022-11-02-10995','A611-15','barfkCJNnAt', 'UB')
('AC04652-2022-11-02-10996','A611-16','LS', 'UB')
('SL04652-2022-11-02-10899','S455-3','tmJiwzDXW', 'UB')
('AC22517-2022-11-02-10981','A611-1','JaDhT', 'LB')
('SL12058-2022-11-01-10763','S449-11','zYJoAKNLp', 'UB')
('SL04652-2022-11-02-10922','S456-2','AVDpRHuajYFmCEB', 'MB')
('SL04652-2022-11-02-10923','S456-3','J', 'UB')
('SL12058-2022-11-01-10764','S449-12','FaBVmjLZqH', 'LB')
('AC22517-2022-11-01-11001','A612-3','TKRChpCOAC', 'UB')
('SL22517-2022-11-01-10819','S451-19','NCweKo', 'UB')
('SL22517-2022-11-01-10820','S451-20','AZaasjoiJcq', 'LB')
('SL04652-2022-11-01-10927','S456-7','MbkZiWpnxQbF', 'SL')
('SL22517-2022-11-02-10927','S456-7','eE', 'SL')
('SL22517-2022-11-01-10852','S453-4','vJoBkEWMxWTaKqq', 'LB')
('SL12058-2022-11-01-10797','S450-21','BQDjpWUbUJNA', 'MB')
('AC12058-2022-11-01-11042','A614-8','S', 'LB')
('SL04652-2022-11-02-11019','S460-3','MAfPHcZDuRMXW', 'UB')
('SL04652-2022-11-01-10991','S458-23','IsIRyXYULoHp', 'SL')
('SL12058-2022-11-01-10865','S453-17','BRGNBj', 'LB')
('AC22517-2022-11-02-11068','A615-16','wfkcCicGsvQ', 'UB')
('SL04652-2022-11-01-10993','S459-1','FplwI', 'LB')
('AC22517-2022-11-01-11101','A617-13','psNwFx', 'LB')
('AC04652-2022-11-01-11252','A626-2','xzkNFSiumKHD', 'LB')
('AC04652-2022-11-01-11253','A626-3','exKYaRhIez', 'UB')
('AC22517-2022-11-02-11076','A616-6','ltLSkzmEtjzA', 'SU')
('AC12058-2022-11-01-11114','A618-8','cVRXWfKfqgmQ', 'LB')
('AC22517-2022-11-01-11106','A617-18','LLRmEstEYd', 'SU')
('SL04652-2022-11-01-11002','S459-10','ShfEiSHhIzAPpD', 'MB')
('AC22517-2022-11-02-11107','A618-1','JsEMQopfaICIKQob', 'LB')
('AC04652-2022-11-01-11340','A630-18','IyEDHN', 'SU')
('AC04652-2022-11-02-11195','A622-17','GvxMNYaTTV', 'SL')
('SL22517-2022-11-01-10987','S458-19','UARdSzgzHlfiMxT', 'UB')
('AC04652-2022-11-02-11197','A623-1','YMugXHbBKwf', 'LB')
('AC04652-2022-11-01-11345','A631-5','cZBfrxvkQh', 'SL')
('SL22517-2022-11-02-11080','S462-16','iCieUrPRS', 'SU')
('AC04652-2022-11-02-11210','A623-14','N', 'LB')
('AC04652-2022-11-02-11211','A623-15','nsArGX', 'UB')
('SL04652-2022-11-01-11081','S462-17','AKNWviXs', 'LB')
('SL12058-2022-11-01-10984','S458-16','gIEWoAh', 'SU')
('SL12058-2022-11-01-10985','S458-17','WwOJMY', 'LB')
('SL22517-2022-11-02-11107','S463-19','EKHwlUGRdU', 'UB')
('SL04652-2022-11-02-11114','S464-2','njMU', 'MB')
('AC04652-2022-11-02-11225','A624-11','aWqsJNvmIRr', 'SL')
('AC04652-2022-11-01-11384','A633-8','JHACj', 'LB')
('AC12058-2022-11-01-11231','A624-17','VwEH', 'SL')
('SL04652-2022-11-01-11098','S463-10','SlO', 'MB')
('AC22517-2022-11-02-11184','A622-6','DKOpJzRMdNYuLp', 'SU')
('SL04652-2022-11-02-11127','S464-15','BtiVlgMc', 'SL')
('SL22517-2022-11-02-11155','S465-19','FkxgjWWPivQo', 'UB')
('SL22517-2022-11-02-11156','S465-20','jxgm', 'LB')
('SL04652-2022-11-02-11168','S466-8','bykGUspFlakDRz', 'SU')
('SL22517-2022-11-02-11163','S466-3','VfcqhEPhJswctvy', 'UB')
('SL04652-2022-11-02-11173','S466-13','dCsyuhWaB', 'MB')
('AC12058-2022-11-01-11292','A628-6','dmeIxERWXtzuZ', 'SU')
('AC12058-2022-11-01-11293','A628-7','QKZzteJbRcJp', 'LB')
('SL04652-2022-11-02-11176','S466-16','tI', 'SU')
('AC04652-2022-11-02-11292','A628-6','pirWgtl', 'SU')
('AC12058-2022-11-01-11297','A628-11','s', 'SL')
('SL04652-2022-11-02-11180','S466-20','dmJsWYcGqGGXMqNp', 'LB')
('SL04652-2022-11-01-11158','S465-22','PEJzCUQhwZaCTdE', 'UB')
('SL04652-2022-11-02-11182','S466-22','C', 'UB')
('SL04652-2022-11-02-11212','S468-4','XxcjPckiwDHP', 'LB')
('AC04652-2022-11-01-11489','A639-5','Z', 'SL')
('AC04652-2022-11-02-11337','A630-15','JxfFzXKeBCgcf', 'UB')
('AC04652-2022-11-02-11338','A630-16','Sq', 'UB')
('SL22517-2022-11-01-11135','S464-23','W', 'SL')
('AC04652-2022-11-01-11493','A639-9','wCiNMugpDqvGc', 'UB')
('AC22517-2022-11-01-11317','A629-13','eRCXpSREbuonZY', 'LB')
('AC04652-2022-11-01-11499','A639-15','eCtfpuiRi', 'UB')
('SL04652-2022-11-02-11222','S468-14','oMJfyrksguaAK', 'UB')
('SL22517-2022-11-02-11224','S468-16','IWtvkRSwU', 'SU')
('AC04652-2022-11-01-11500','A639-16','i', 'UB')
('SL22517-2022-11-01-11143','S465-7','UVyzxIqFF', 'SL')
('AC12058-2022-11-01-11350','A631-10','bVD', 'UB')
('SL04652-2022-11-02-11226','S468-18','Tey', 'MB')
('AC12058-2022-11-01-11351','A631-11','CseNhW', 'SL')
('AC22517-2022-11-02-11311','A629-7','yd', 'LB')
('SL04652-2022-11-01-11229','S468-21','aNnKHO', 'MB')
('SL12058-2022-11-01-11111','S463-23','nSKGMUfucdBOj', 'SL')
('AC04652-2022-11-02-11356','A631-16','UODUoZjGiAkreOW', 'UB')
('AC04652-2022-11-01-11561','A643-5','mAoewkMdQwZxNQgu', 'SL')
('AC22517-2022-11-01-11387','A633-11','YxorVLSGV', 'SL')
('AC22517-2022-11-01-11388','A633-12','PPVsNFg', 'SU')
('SL22517-2022-11-01-11209','S468-1','abdCGbbmqVPJF', 'LB')
('SL22517-2022-11-02-11284','S471-4','goGwwXL', 'LB')
('SL12058-2022-11-01-11153','S465-17','fPk', 'LB')
('AC04652-2022-11-02-11403','A634-9','p', 'UB')
('AC12058-2022-11-01-11397','A634-3','tLCHFFdZ', 'UB')
('AC04652-2022-11-01-11568','A643-12','uAJTNWoX', 'SU')
('AC22517-2022-11-01-11396','A634-2','QPWBCvmYi', 'LB')
('SL04652-2022-11-01-11312','S472-8','THgbOMgrnsqok', 'SU')
('SL04652-2022-11-02-11318','S472-14','sPXTsgjL', 'UB')
('SL04652-2022-11-02-11319','S472-15','YWNMcWr', 'SL')
('SL04652-2022-11-02-11320','S472-16','k', 'SU')
('SL22517-2022-11-02-11322','S472-18','lDutGtNLGXMpek', 'MB')
('SL12058-2022-11-01-11289','S471-9','NufhqHKTPdoKI', 'LB')
('AC12058-2022-11-01-11521','A641-1','FVcQKgnMTOqRnlJE', 'LB')
('SL12058-2022-11-01-11291','S471-11','E', 'UB')
('SL22517-2022-11-02-11411','S476-11','BVFNZqSYqrKn', 'UB')
('SL04652-2022-11-01-11454','S478-6','iyxrxbqsSLXY', 'UB')
('SL04652-2022-11-01-11455','S478-7','TvaRWUmnmx', 'SL')
('AC22517-2022-11-01-11576','A644-2','MxGoTQIiCTLW', 'LB')
('AC12058-2022-11-01-11578','A644-4','iDfB', 'UB')
('SL04652-2022-11-01-11463','S478-15','CihkvBk', 'SL')
('SL22517-2022-11-02-11463','S478-15','E', 'SL')
('SL04652-2022-11-02-11472','S478-24','vEOjfFOrEiKVIvly', 'SU')
('AC04652-2022-11-01-11756','A654-2','VbTVdX', 'LB')
('SL22517-2022-11-02-11472','S478-24','FbhBz', 'SU')
('AC22517-2022-11-02-11568','A643-12','kRSgzvrLaXqXhrg', 'SU')
('AC04652-2022-11-02-11643','A647-15','gJ', 'UB')
('AC22517-2022-11-02-11615','A646-5','EKRWqoAsT', 'SL')
('SL04652-2022-11-02-11531','S481-11','H', 'UB')
('AC04652-2022-11-01-11829','A658-3','NyeAegNxxH', 'UB')
('SL22517-2022-11-02-11552','S482-8','TAqU', 'SU')
('SL22517-2022-11-02-11553','S482-9','T', 'LB')
('AC04652-2022-11-01-11876','A660-14','TbpDzqGAhFUVTsC', 'LB')
('AC12058-2022-11-01-11687','A650-5','jugSecTxf', 'SL')
('SL22517-2022-11-01-11496','S479-24','HGgueVZcQ', 'SU')
('SL22517-2022-11-01-11497','S480-1','vNRm', 'LB')
('AC04652-2022-11-01-11883','A661-3','GtzML', 'UB')
('SL04652-2022-11-02-11690','S488-2','bDymHwylGbs', 'MB')
('SL04652-2022-11-02-11691','S488-3','HdxOBpxEeu', 'UB')
('AC04652-2022-11-02-11794','A656-4','JnsuFG', 'UB')
('SL04652-2022-11-01-11657','S486-17','BVBu', 'LB')
('AC04652-2022-11-02-11795','A656-5','mdWpAIajDbgw', 'SL')
('AC04652-2022-11-02-11796','A656-6','N', 'SU')
('SL22517-2022-11-02-11694','S488-6','OkxdVEsSkXCt', 'UB')
('SL22517-2022-11-02-11695','S488-7','TuU', 'SL')
('SL22517-2022-11-01-11609','S484-17','yebcFmeIHkT', 'LB')
('AC22517-2022-11-01-11788','A655-16','IszCKcS', 'UB')
('AC12058-2022-11-01-11785','A655-13','w', 'LB')
('AC12058-2022-11-01-11791','A656-1','Vy', 'LB')
('AC22517-2022-11-01-11793','A656-3','CmfKGAt', 'UB')
('AC04652-2022-11-01-12001','A667-13','CAnDX', 'LB')
('SL04652-2022-11-02-11713','S489-1','zEiJsCkyaWhfAwrk', 'LB')
('SL04652-2022-11-02-11714','S489-2','MfTtE', 'MB')
('SL04652-2022-11-02-11715','S489-3','ssJKrmtSlSPGdKZ', 'UB')
('SL04652-2022-11-02-11716','S489-4','zfU', 'LB')
('SL22517-2022-11-02-11713','S489-1','W', 'LB')
('SL04652-2022-11-01-11685','S487-21','gffztrkPcPEAUVPO', 'MB')
('SL04652-2022-11-01-11686','S487-22','yRv', 'UB')
('SL04652-2022-11-01-11687','S487-23','MDDONIRLZU', 'SL')
('AC12058-2022-11-01-11808','A656-18','hoQGsVJjJCoo', 'SU')
('SL12058-2022-11-01-11602','S484-10','AeFOQlC', 'MB')
('AC22517-2022-11-01-11832','A658-6','cFZnBqoYiWA', 'SU')
('AC04652-2022-11-02-11854','A659-10','yFmxWUGoGF', 'UB')
('AC04652-2022-11-01-12085','A672-7','e', 'LB')
('SL22517-2022-11-01-11704','S488-16','lf', 'SU')
('AC22517-2022-11-01-11880','A660-18','ZxcdZkAUhdRi', 'SU')
('AC22517-2022-11-02-11844','A658-18','OuulOYTGsIp', 'SU')
('SL22517-2022-11-02-11800','S492-16','IgJPdvuwWcsS', 'SU')
('AC04652-2022-11-01-12105','A673-9','NIYfn', 'UB')
('SL12058-2022-11-01-11685','S487-21','xNwkPf', 'MB')
('SL22517-2022-11-01-11729','S489-17','slB', 'LB')
('AC12058-2022-11-01-11895','A661-15','uMDMZ', 'UB')
('AC04652-2022-11-01-12109','A673-13','KEcjCK', 'LB')
('SL04652-2022-11-01-11776','S491-16','JmSUv', 'SU')
('AC12058-2022-11-01-11904','A662-6','tKfwWEosTnpSo', 'SU')
('AC22517-2022-11-02-11874','A660-12','XYZGieDLleOdm', 'SU')
('SL22517-2022-11-01-11741','S490-5','bOv', 'MB')
('AC04652-2022-11-01-12123','A674-9','tr', 'UB')
('SL22517-2022-11-01-11744','S490-8','DInUGZXOdIKIW', 'SU')
('SL22517-2022-11-01-11745','S490-9','pcfFxRiJSOOBNUx', 'LB')
('SL04652-2022-11-01-11784','S491-24','tBz', 'SU')
('SL04652-2022-11-01-11785','S492-1','j', 'LB')
('AC22517-2022-11-02-11879','A660-17','xqylBNCAmDmdeN', 'SL')
('AC22517-2022-11-02-11922','A663-6','GRFIzRtgtWI', 'SU')
('AC04652-2022-11-02-11977','A666-7','F', 'LB')
('SL22517-2022-11-02-11876','S495-20','KHKqvAjsmNVjj', 'LB')
('AC22517-2022-11-02-11933','A663-17','dkwuTIIFXJCuJC', 'SL')
('AC04652-2022-11-01-12173','A677-5','pAGTY', 'SL')
('SL12058-2022-11-01-11747','S490-11','FsEAjBo', 'UB')
('SL12058-2022-11-01-11748','S490-12','VzhFNPirVCFVyNG', 'LB')
('AC12058-2022-11-01-11969','A665-17','GueSXjLKeawdFFbd', 'SL')
('AC22517-2022-11-02-11974','A666-4','FWgyvxdYhLhZ', 'UB')
('AC04652-2022-11-01-12208','A679-4','qVGHhMkmfa', 'UB')
('SL04652-2022-11-02-11913','S497-9','nyoQMhJPkIz', 'LB')
('AC12058-2022-11-01-12006','A667-18','clntgQCCaFoPIL', 'SU')
('SL12058-2022-11-01-11787','S492-3','LuxhNlqEaBgn', 'UB')
('SL12058-2022-11-01-11791','S492-7','wQeLXJNIKDv', 'SL')
('AC04652-2022-11-02-12020','A668-14','ikZBbCLvdz', 'LB')
('SL22517-2022-11-02-11920','S497-16','IKcUjtVywi', 'SU')
('AC04652-2022-11-02-12024','A668-18','lsNRqHVTcXSKNRl', 'SU')
('AC04652-2022-11-02-12025','A669-1','eFvNDSM', 'LB')
('SL04652-2022-11-01-11878','S495-22','ZWThV', 'UB')
('AC04652-2022-11-01-12217','A679-13','McpXtTAbcnSO', 'LB')
('AC22517-2022-11-01-12026','A669-2','RenUbWIPjHk', 'LB')
('AC22517-2022-11-02-11987','A666-17','SOGHhTeGxF', 'SL')
('AC04652-2022-11-02-12027','A669-3','UumtQm', 'UB')
('SL04652-2022-11-01-11893','S496-13','wRBonayLhHn', 'MB')
('AC22517-2022-11-02-12009','A668-3','cGarMECBwke', 'UB')
('SL22517-2022-11-02-11943','S498-15','Hraz', 'SL')
('SL04652-2022-11-02-11938','S498-10','lsVnJcXyJcWHkuUT', 'MB')
('AC04652-2022-11-02-12055','A670-13','KdJSPkG', 'LB')
('SL22517-2022-11-01-11880','S495-24','YPZeiURcPBRxdLju', 'SU')
('SL22517-2022-11-01-11891','S496-11','ahh', 'UB')
('SL04652-2022-11-02-11955','S499-3','k', 'UB')
('SL04652-2022-11-02-11956','S499-4','feflCukcbPTXYAd', 'LB')
('SL22517-2022-11-01-11896','S496-16','yx', 'SU')
('SL22517-2022-11-01-11898','S496-18','DKtAEzXeHgX', 'MB')
('SL12058-2022-11-01-11833','S494-1','Lu', 'LB')
('AC04652-2022-11-01-12253','A681-13','RAiE', 'LB')
('AC22517-2022-11-02-12086','A672-8','QSLToR', 'LB')
('AC12058-2022-11-01-12119','A674-5','Srqc', 'SL')
('AC04652-2022-11-01-12306','A684-12','SspPlyk', 'SU')
('SL22517-2022-11-01-11936','S498-8','jsPzTTqBp', 'SU')
('SL22517-2022-11-02-12025','S502-1','qbFjoQbAudi', 'LB')
('AC04652-2022-11-01-12309','A684-15','VvpCUQ', 'UB')
('AC04652-2022-11-02-12124','A674-10','DppJJQJTwYDnYXU', 'UB')
('AC04652-2022-11-01-12312','A684-18','B', 'SU')
('AC04652-2022-11-02-12125','A674-11','wk', 'SL')
('SL22517-2022-11-02-12028','S502-4','lvxLPKKoaFIOC', 'LB')
('AC04652-2022-11-02-12126','A674-12','TrljBObRFHa', 'SU')
