('SL04652-2022-11-02-185','S8-17','EAEAYAHPd', 'LB')
('SL04652-2022-11-01-4310','S180-14','SwFLoCxeUxWczn', 'UB')
('SL04652-2022-11-01-4311','S180-15','fWhasyJMcmo', 'SL')
('SL04652-2022-11-01-4312','S180-16','rLd', 'SU')
('AC12058-2022-11-01-4386','A244-12','E', 'SU')
('SL04652-2022-11-01-4316','S180-20','CZGrYkmiDaJBjgWv', 'LB')
('AC22517-2022-11-02-4383','A244-9','DmHedQRgow', 'UB')
('SL04652-2022-11-01-4318','S180-22','AwEYGm', 'UB')
('AC22517-2022-11-01-4445','A247-17','Kyg', 'SL')
('AC12058-2022-11-01-4397','A245-5','Ra', 'SL')
('SL04652-2022-11-02-4365','S182-21','VyRNVqEb', 'MB')
('SL22517-2022-11-02-4291','S179-19','sYuP', 'UB')
('SL04652-2022-11-01-4324','S181-4','YiDE', 'LB')
('AC22517-2022-11-01-4448','A248-2','FBoMxhwqpPh', 'LB')
('AC04652-2022-11-02-4414','A246-4','DjdvVyikIGtv', 'UB')
('AC22517-2022-11-02-4393','A245-1','dIFg', 'LB')
('AC04652-2022-11-01-4559','A254-5','xGnbj', 'SL')
('AC22517-2022-11-01-4452','A248-6','bKplNoPLfEK', 'SU')
('AC04652-2022-11-01-4560','A254-6','hola', 'SU')
('SL22517-2022-11-02-4295','S179-23','LqxC', 'SL')
('SL22517-2022-11-01-4340','S181-20','tgAB', 'LB')
('AC22517-2022-11-01-4456','A248-10','jUDHnuqmMMfxJic', 'UB')
('AC22517-2022-11-02-4530','A252-12','bcjOKavgqLmxhuj', 'SU')
('SL12058-2022-11-01-4397','S184-5','oM', 'MB')
('AC22517-2022-11-01-4575','A255-3','DXVHv', 'UB')
('AC22517-2022-11-02-4534','A252-16','okPFEZLhDZ', 'UB')
('AC04652-2022-11-01-4698','A261-18','VoPbI', 'SU')
('SL12058-2022-11-01-4402','S184-10','qFuSyJxOeg', 'MB')
('SL22517-2022-11-02-4417','S185-1','ecHhfyG', 'LB')
('SL22517-2022-11-02-4418','S185-2','jwRYbZNarwBZBh', 'MB')
('SL22517-2022-11-02-4422','S185-6','DgqKJ', 'UB')
('AC12058-2022-11-01-4532','A252-14','nwDyvIUxX', 'LB')
('SL04652-2022-11-02-4504','S188-16','xmOkouEI', 'SU')
('AC04652-2022-11-02-4543','A253-7','HtYKcTWPeamK', 'LB')
('SL04652-2022-11-01-4460','S186-20','G', 'LB')
('AC22517-2022-11-01-4578','A255-6','BoEHVgJk', 'SU')
('SL22517-2022-11-02-4428','S185-12','XcrNngI', 'LB')
('AC22517-2022-11-02-4610','A257-2','XSflRlxqOWRCnv', 'LB')
('AC04652-2022-11-02-4597','A256-7','f', 'LB')
('SL04652-2022-11-02-4566','S191-6','WMXmYzfabvJgA', 'UB')
('AC12058-2022-11-01-4590','A255-18','eMjoRZ', 'SU')
('SL04652-2022-11-01-4517','S189-5','N', 'MB')
('AC22517-2022-11-02-4667','A260-5','RyKpYq', 'SL')
('AC22517-2022-11-01-4673','A260-11','LlsmHTLbMwfHi', 'SL')
('AC12058-2022-11-01-4635','A258-9','Ti', 'UB')
('SL22517-2022-11-01-4601','S192-17','aLKHjkI', 'LB')
('SL12058-2022-11-01-4569','S191-9','iTA', 'LB')
('AC22517-2022-11-02-4721','A263-5','qYGvSeGhmsGukO', 'SL')
('SL04652-2022-11-02-4653','S194-21','tWgGJAQNKd', 'MB')
('AC04652-2022-11-02-4687','A261-7','EzK', 'LB')
('AC12058-2022-11-01-4685','A261-5','Z', 'SL')
('SL12058-2022-11-01-4665','S195-9','UnneDRCKftYqfctc', 'LB')
('AC22517-2022-11-01-4802','A267-14','QjELyOMDETMPs', 'LB')
('SL04652-2022-11-02-4742','S198-14','XsLgRNaiYFut', 'UB')
('AC04652-2022-11-01-4990','A278-4','N', 'UB')
('AC04652-2022-11-02-4790','A267-2','gDAAjWChL', 'LB')
('AC04652-2022-11-02-4792','A267-4','YVrWX', 'UB')
('SL12058-2022-11-01-4684','S196-4','Z', 'LB')
('SL12058-2022-11-01-4690','S196-10','baug', 'MB')
('AC12058-2022-11-01-4815','A268-9','NJzDmidFpY', 'UB')
('AC22517-2022-11-01-4829','A269-5','esrB', 'SL')
('AC04652-2022-11-02-4811','A268-5','LrDrcFtDf', 'SL')
('AC22517-2022-11-01-4831','A269-7','ybwGnSzqvph', 'LB')
('AC22517-2022-11-02-4861','A271-1','GOWFkdQHWpu', 'LB')
('AC04652-2022-11-02-4817','A268-11','VMWnoB', 'SL')
('SL04652-2022-11-02-4781','S200-5','LoWZTxoYZFijWhx', 'MB')
('SL12058-2022-11-01-4714','S197-10','fnZNDqHg', 'MB')
('SL04652-2022-11-01-4768','S199-16','tnNgdbFVSrqWN', 'SU')
('SL22517-2022-11-01-4749','S198-21','xYHAySnejncYDO', 'MB')
('AC12058-2022-11-01-4847','A270-5','wqQbP', 'SL')
('SL12058-2022-11-01-4724','S197-20','xHtAqElcs', 'LB')
('AC04652-2022-11-01-5052','A281-12','QCBRiDEnUURRSmg', 'SU')
('AC04652-2022-11-01-5060','A282-2','mKvBBFklD', 'LB')
('SL22517-2022-11-01-4756','S199-4','D', 'LB')
('AC04652-2022-11-01-5063','A282-5','ZAebjYGXdzt', 'SL')
('SL22517-2022-11-01-4771','S199-19','wkvGneoQGgQsAaGt', 'UB')
('SL22517-2022-11-02-4756','S199-4','xrlFeKk', 'LB')
('SL22517-2022-11-01-4778','S200-2','ozhlscondERib', 'MB')
('SL12058-2022-11-01-4750','S198-22','SGu', 'UB')
('AC04652-2022-11-01-5082','A283-6','FSNdkjeC', 'SU')
('AC04652-2022-11-02-4873','A271-13','iy', 'LB')
('SL04652-2022-11-01-4860','S203-12','JXs', 'LB')
('AC12058-2022-11-01-4913','A273-17','lOTprU', 'SL')
('AC04652-2022-11-02-4930','A274-16','qVCiroTrUeLkUk', 'UB')
('SL04652-2022-11-02-4874','S204-2','sKYjdmFbmExnPH', 'MB')
('AC22517-2022-11-01-4929','A274-15','vqthtjIlHHeoleF', 'UB')
('SL22517-2022-11-01-4838','S202-14','gNBASUdpiXk', 'UB')
('AC22517-2022-11-02-4969','A277-1','Z', 'LB')
('AC04652-2022-11-02-4991','A278-5','qTrAjGHqnQR', 'SL')
('AC12058-2022-11-01-4966','A276-16','hGfELNXECKnt', 'UB')
('SL04652-2022-11-02-4920','S205-24','QLpnJNWRL', 'SU')
('SL12058-2022-11-01-4850','S203-2','gLiqGXhsDOrF', 'MB')
('SL22517-2022-11-02-4891','S204-19','jzzRt', 'UB')
('SL12058-2022-11-01-4858','S203-10','fsqyjDMmwE', 'MB')
('SL22517-2022-11-01-4888','S204-16','jHfHh', 'SU')
('SL12058-2022-11-01-4859','S203-11','pAie', 'UB')
('AC22517-2022-11-02-5039','A280-17','UVjDOlWgy', 'SL')
('SL04652-2022-11-02-4937','S206-17','zbJrTpAqpARkzf', 'LB')
('SL12058-2022-11-01-4861','S203-13','Lxrq', 'MB')
('AC22517-2022-11-01-5027','A280-5','BKIws', 'SL')
('SL04652-2022-11-02-4957','S207-13','RnxZFfg', 'MB')
('AC04652-2022-11-01-5240','A292-2','JuwvBnEYM', 'LB')
('SL22517-2022-11-01-4921','S206-1','ZNBKoUPevdwmYQ', 'LB')
('AC22517-2022-11-01-5033','A280-11','sShhLR', 'SL')
('SL04652-2022-11-01-4945','S207-1','NTB', 'LB')
('AC22517-2022-11-02-5079','A283-3','QRbwTjCIRiScu', 'UB')
('AC12058-2022-11-01-5016','A279-12','TShmzhSDJSsSq', 'SU')
('SL04652-2022-11-01-4950','S207-6','mJGJjZUCafHBAbxy', 'UB')
('AC04652-2022-11-01-5260','A293-4','NtPAVzpFnubYT', 'UB')
('AC22517-2022-11-01-5045','A281-5','VzXqiOxxKkH', 'SL')
('SL04652-2022-11-01-4955','S207-11','FbWutbVHB', 'UB')
('SL22517-2022-11-01-4936','S206-16','EQLz', 'SU')
('AC12058-2022-11-01-5022','A279-18','iROatO', 'SU')
('SL12058-2022-11-01-4903','S205-7','wiEkdxNMoBO', 'SL')
('AC12058-2022-11-01-5024','A280-2','kkTtrTJuZbaCz', 'LB')
('AC22517-2022-11-01-5053','A281-13','tFwS', 'LB')
('SL04652-2022-11-02-4993','S209-1','SSLefWBRCH', 'LB')
('SL22517-2022-11-02-4974','S208-6','XAdkMMdfkltXqUhs', 'UB')
('SL22517-2022-11-02-4975','S208-7','rPAHAasYmApduEzz', 'SL')
('AC04652-2022-11-02-5102','A284-8','AiLFrZ', 'LB')
('SL04652-2022-11-02-5013','S209-21','dOYJjoPNA', 'MB')
('SL22517-2022-11-02-5077','S212-13','tlNXZOHdlZQJQcaW', 'MB')
('SL04652-2022-11-02-5116','S214-4','VFoXmuvQRnhrvo', 'LB')
('SL12058-2022-11-01-5018','S210-2','eO', 'MB')
('SL12058-2022-11-01-5019','S210-3','ule', 'UB')
('SL04652-2022-11-01-5082','S212-18','WRVlq', 'MB')
('AC22517-2022-11-02-5221','A291-1','cquNGNCSIdXeghsJ', 'LB')
('AC04652-2022-11-02-5210','A290-8','hpUpA', 'LB')
('AC22517-2022-11-01-5182','A288-16','IidKI', 'UB')
('AC22517-2022-11-02-5227','A291-7','QsrlqOi', 'LB')
('SL22517-2022-11-01-5068','S212-4','ojT', 'LB')
('AC22517-2022-11-02-5229','A291-9','aqDTJuY', 'UB')
('SL22517-2022-11-02-5102','S213-14','FAAaZo', 'UB')
('SL12058-2022-11-01-5033','S210-17','XHBMB', 'LB')
('AC22517-2022-11-01-5186','A289-2','tmcZvxWNTQPxn', 'LB')
('SL12058-2022-11-01-5037','S210-21','rsCMROmjyT', 'MB')
('AC04652-2022-11-02-5223','A291-3','fmKoiqZSyAJMTkHu', 'UB')
('AC12058-2022-11-01-5172','A288-6','DtwELPsrTuhC', 'SU')
('AC12058-2022-11-01-5173','A288-7','CxtGQDowon', 'LB')
('AC22517-2022-11-01-5192','A289-8','fieOrwNIKaTUHSB', 'LB')
('AC12058-2022-11-01-5176','A288-10','oIqVIarG', 'UB')
('SL04652-2022-11-01-5114','S214-2','BLQwqmvj', 'MB')
('AC12058-2022-11-01-5209','A290-7','CDBr', 'LB')
('AC22517-2022-11-02-5260','A293-4','izHTPIdpoRWoSJh', 'UB')
('AC12058-2022-11-01-5211','A290-9','YlMkBkxe', 'UB')
('SL22517-2022-11-01-5130','S214-18','tqKnRgaCVgKYe', 'MB')
('AC04652-2022-11-02-5274','A293-18','SSpRtz', 'SU')
('AC04652-2022-11-01-5470','A304-16','JIUjfxKsC', 'UB')
('AC04652-2022-11-01-5473','A305-1','nKxSYW', 'LB')
('SL04652-2022-11-01-5165','S216-5','qlQEDtbK', 'MB')
('AC22517-2022-11-02-5291','A294-17','BxbYDZGXCqwC', 'SL')
('SL12058-2022-11-01-5108','S213-20','qJRlKfZFkjiNXb', 'LB')
('SL04652-2022-11-02-5215','S218-7','YL', 'SL')
('AC04652-2022-11-01-5482','A305-10','gEhdKmZ', 'UB')
('SL04652-2022-11-02-5246','S219-14','y', 'UB')
('SL22517-2022-11-02-5209','S218-1','wWJFm', 'LB')
('SL22517-2022-11-01-5180','S216-20','qLMrK', 'LB')
('AC04652-2022-11-02-5353','A298-7','XLoJtzVRsrlZ', 'LB')
('AC22517-2022-11-02-5358','A298-12','hOItrk', 'SU')
('SL12058-2022-11-01-5185','S217-1','VpiVqAfiop', 'LB')
('SL04652-2022-11-02-5295','S221-15','OzjktwPshpdYan', 'SL')
('SL12058-2022-11-01-5203','S217-19','aJSKCdzbMNvVMu', 'UB')
('SL04652-2022-11-02-5297','S221-17','ygbV', 'LB')
('AC04652-2022-11-02-5429','A302-11','aqAbiOiR', 'SL')
('AC12058-2022-11-01-5375','A299-11','XAABrTyRmYBII', 'SL')
('AC12058-2022-11-01-5377','A299-13','jtMIsJpArflSv', 'LB')
('SL22517-2022-11-02-5321','S222-17','yERTl', 'LB')
('AC04652-2022-11-02-5439','A303-3','KmSeRgH', 'UB')
('AC04652-2022-11-02-5448','A303-12','oJtwaCS', 'SU')
('AC22517-2022-11-01-5417','A301-17','xIscuwOa', 'SL')
('AC22517-2022-11-02-5448','A303-12','xnBmLlittnv', 'SU')
('AC12058-2022-11-01-5425','A302-7','sAZAp', 'LB')
('SL22517-2022-11-02-5373','S224-21','MksHoFilsmxOGN', 'MB')
('AC12058-2022-11-01-5444','A303-8','vuzoAZAFvUU', 'LB')
('AC04652-2022-11-01-5682','A316-12','JqpaqqhuYxc', 'SU')
('SL22517-2022-11-02-5388','S225-12','yDWcSft', 'LB')
('SL12058-2022-11-01-5328','S222-24','hb', 'SU')
('AC12058-2022-11-01-5459','A304-5','cRfBaHFfAbGyK', 'SL')
('AC22517-2022-11-01-5510','A307-2','ZhRj', 'LB')
('SL22517-2022-11-01-5400','S225-24','geDxAOEoQJYBRQfI', 'SU')
('AC22517-2022-11-02-5565','A310-3','KqXdV', 'UB')
('SL22517-2022-11-02-5450','S228-2','WqghpanMwhkHZM', 'MB')
('SL22517-2022-11-02-5451','S228-3','tZeiDgZMiiWaAM', 'UB')
('SL04652-2022-11-01-5424','S226-24','bawvzuOwsg', 'SU')
('SL22517-2022-11-01-5410','S226-10','UWsFu', 'MB')
('SL04652-2022-11-01-5427','S227-3','kEULeIPWg', 'UB')
('AC22517-2022-11-02-5573','A310-11','WgfbFL', 'SL')
('SL04652-2022-11-01-5429','S227-5','P', 'MB')
('AC04652-2022-11-02-5574','A310-12','QJBVZkRtuKhs', 'SU')
('AC22517-2022-11-01-5513','A307-5','RGg', 'SL')
('SL22517-2022-11-02-5457','S228-9','jQ', 'LB')
('SL04652-2022-11-02-5486','S229-14','JtPLlwbLJlHX', 'UB')
('SL12058-2022-11-01-5398','S225-22','aodsP', 'UB')
('SL22517-2022-11-02-5462','S228-14','K', 'UB')
('AC22517-2022-11-01-5525','A307-17','WaSFfRdWLqzTUqlr', 'SL')
('SL04652-2022-11-02-5495','S229-23','IxlZNA', 'SL')
('AC04652-2022-11-02-5586','A311-6','H', 'SU')
('AC04652-2022-11-02-5587','A311-7','WLeLkOyNHnXit', 'LB')
('AC04652-2022-11-01-5767','A321-7','IgDXYCf', 'LB')
('AC22517-2022-11-01-5537','A308-11','LhAxKSjnX', 'SL')
('AC22517-2022-11-01-5538','A308-12','pSGuouruBJ', 'SU')
('AC04652-2022-11-01-5777','A321-17','MDxnoBD', 'SL')
('AC12058-2022-11-01-5556','A309-12','dhSQzeVqGnvfM', 'SU')
('AC12058-2022-11-01-5557','A309-13','BgfgCFfNHIdg', 'LB')
('SL22517-2022-11-02-5477','S229-5','BhC', 'MB')
('AC22517-2022-11-02-5586','A311-6','d', 'SU')
('AC22517-2022-11-02-5587','A311-7','FmCcCGqevXMuXuV', 'LB')
('AC04652-2022-11-02-5596','A311-16','H', 'UB')
('SL04652-2022-11-01-5458','S228-10','prJrlNMMJEU', 'MB')
('AC12058-2022-11-01-5572','A310-10','BUSgjTrNrkmL', 'UB')
('SL22517-2022-11-02-5495','S229-23','fTiLIVUDYXi', 'SL')
('SL04652-2022-11-01-5471','S228-23','leIyafyT', 'SL')
('AC22517-2022-11-01-5567','A310-5','vLEyROpFCDSCsz', 'SL')
('AC04652-2022-11-02-5617','A313-1','JLW', 'LB')
('SL12058-2022-11-01-5433','S227-9','pXtwNFKypTUrzn', 'LB')
('SL04652-2022-11-02-5527','S231-7','NawtLVS', 'SL')
('SL22517-2022-11-02-5504','S230-8','NheBaQojFNViZT', 'SU')
('AC22517-2022-11-02-5605','A312-7','VkPcqKTptifJ', 'LB')
('AC04652-2022-11-02-5637','A314-3','MYy', 'UB')
('SL12058-2022-11-01-5455','S228-7','gnMTJToFRPIvWj', 'SL')
('SL22517-2022-11-02-5521','S231-1','wAWshttGF', 'LB')
('SL22517-2022-11-02-5534','S231-14','cY', 'UB')
('SL12058-2022-11-01-5472','S228-24','XnEJapT', 'SU')
('AC12058-2022-11-01-5622','A313-6','sdqMRCCsUgfn', 'SU')
('AC12058-2022-11-01-5623','A313-7','YnBbmgX', 'LB')
('AC04652-2022-11-02-5670','A315-18','UH', 'SU')
('SL22517-2022-11-02-5535','S231-15','ExfnxqyCx', 'SL')
('SL04652-2022-11-01-5513','S230-17','uCZjkKySYZAMwg', 'LB')
('AC12058-2022-11-01-5626','A313-10','tiSmtdAgkzZyqE', 'UB')
('SL22517-2022-11-02-5538','S231-18','vibAGoacQ', 'MB')
('SL12058-2022-11-01-5476','S229-4','iSsmnJyRlpt', 'LB')
('AC22517-2022-11-01-5626','A313-10','lLjw', 'UB')
('AC22517-2022-11-01-5627','A313-11','HIokqhMFWKzx', 'SL')
('SL04652-2022-11-01-5519','S230-23','FghNyHKV', 'SL')
('SL22517-2022-11-01-5492','S229-20','dnyMYFBInflcZm', 'LB')
('SL04652-2022-11-02-5575','S233-7','UOI', 'SL')
('SL04652-2022-11-02-5596','S234-4','npozdSwdOdAthiV', 'LB')
('SL22517-2022-11-02-5573','S233-5','MMuROEpg', 'MB')
('AC22517-2022-11-01-5686','A316-16','vTvdLvVAlgdC', 'UB')
('SL04652-2022-11-02-5625','S235-9','xsYBDYZGXb', 'LB')
('SL12058-2022-11-01-5536','S231-16','xFgeYScOeDiPPs', 'SU')
('AC04652-2022-11-01-5888','A328-2','qMjW', 'LB')
('AC04652-2022-11-02-5727','A319-3','VSlDwVWIRCy', 'UB')
('SL12058-2022-11-01-5542','S231-22','EsxAALOFhP', 'UB')
('SL22517-2022-11-01-5558','S232-14','LpCTOYzzjiXbAX', 'UB')
('AC04652-2022-11-01-5905','A329-1','z', 'LB')
('AC12058-2022-11-01-5700','A317-12','u', 'SU')
('SL22517-2022-11-01-5561','S232-17','walJ', 'LB')
('SL22517-2022-11-01-5562','S232-18','tCvOb', 'MB')
('SL04652-2022-11-01-5596','S234-4','jVwvLpZl', 'LB')
('AC12058-2022-11-01-5716','A318-10','RUPrRWI', 'UB')
('AC04652-2022-11-02-5752','A320-10','fZea', 'UB')
('SL12058-2022-11-01-5567','S232-23','e', 'SL')
('SL04652-2022-11-02-5667','S237-3','ZekcPNBwMHy', 'UB')
('SL12058-2022-11-01-5568','S232-24','QTjkaJHtbJSR', 'SU')
('SL22517-2022-11-01-5658','S236-18','YsdZpEzXgeJjcNmL', 'MB')
('SL04652-2022-11-02-5745','S240-9','sj', 'LB')
('SL04652-2022-11-02-5746','S240-10','xyJ', 'MB')
('SL04652-2022-11-01-5694','S238-6','EVxYHSktrJ', 'UB')
('SL22517-2022-11-01-5723','S239-11','A', 'UB')
('SL22517-2022-11-01-5724','S239-12','vwEpIkMkvMqad', 'LB')
('AC12058-2022-11-01-5841','A325-9','yNhfsiRfWLqkAzYM', 'UB')
('SL04652-2022-11-01-5753','S240-17','zgccId', 'LB')
('AC22517-2022-11-02-5861','A326-11','lPYwjCYeXtaoF', 'SL')
('SL12058-2022-11-01-5712','S238-24','dOnIgeFwwg', 'SU')
('SL04652-2022-11-01-5755','S240-19','N', 'UB')
('SL22517-2022-11-02-5807','S242-23','JIcZxOGVyuI', 'SL')
('AC04652-2022-11-02-5926','A330-4','aWnpslTauCq', 'UB')
('SL22517-2022-11-02-5829','S243-21','SxYMOiJvmlQp', 'MB')
('AC22517-2022-11-02-5884','A327-16','URLIolAa', 'UB')
('AC22517-2022-11-02-5885','A327-17','uux', 'SL')
('SL04652-2022-11-02-5837','S244-5','zeAjRmvwFPERErQ', 'MB')
('AC12058-2022-11-01-5863','A326-13','RhtKNO', 'LB')
('SL22517-2022-11-02-5833','S244-1','qaGGJWyVL', 'LB')
('AC22517-2022-11-01-5929','A330-7','SPmw', 'LB')
('SL22517-2022-11-02-5901','S246-21','rLaEYRcrDXSwh', 'MB')
('SL04652-2022-11-01-5833','S244-1','RJkNGe', 'LB')
('SL04652-2022-11-02-5935','S248-7','LeGmI', 'SL')
('AC22517-2022-11-01-5973','A332-15','KjcYjKnu', 'UB')
('SL04652-2022-11-01-5855','S244-23','XQXqFkBMtuW', 'SL')
('SL04652-2022-11-02-5942','S248-14','qeWxJNmhF', 'UB')
('SL22517-2022-11-02-5975','S249-23','FRvTS', 'SL')
('SL04652-2022-11-02-5986','S250-10','q', 'MB')
('AC22517-2022-11-02-6017','A335-5','JEbuVkNWCJTHgJ', 'SL')
('AC22517-2022-11-01-6016','A335-4','xEMtKdFwqHSIsDQS', 'UB')
('SL04652-2022-11-01-5904','S246-24','ZxOGTr', 'SU')
('AC22517-2022-11-02-6056','A337-8','aCjWTtnocva', 'LB')
('SL12058-2022-11-01-5872','S245-16','aMYTxDMHFrxT', 'SU')
('AC04652-2022-11-02-6100','A339-16','fJdDDMSdrOqaSZ', 'UB')
('AC22517-2022-11-01-6053','A337-5','JE', 'SL')
('AC12058-2022-11-01-6056','A337-8','DwnDabiHUgCtI', 'LB')
('SL04652-2022-11-02-6022','S251-22','wpLrWobAshXJYNX', 'UB')
('AC12058-2022-11-01-6059','A337-11','acyMYjfZtgRb', 'SL')
('AC22517-2022-11-02-6062','A337-14','HsjRkORBQcEEYIL', 'LB')
('SL04652-2022-11-02-6026','S252-2','ltnMizPIrmjHuF', 'MB')
('AC22517-2022-11-01-6065','A337-17','drKSi', 'SL')
('SL04652-2022-11-02-6034','S252-10','UajUNDSCmfqleFd', 'MB')
('SL04652-2022-11-01-5948','S248-20','PmXQNhZXDzyuyaM', 'LB')
('AC22517-2022-11-01-6069','A338-3','RFgyiPCVaoSSMj', 'UB')
('SL12058-2022-11-01-5898','S246-18','HjsJluZqVeF', 'MB')
('AC04652-2022-11-01-6346','A353-10','uuhR', 'UB')
('AC22517-2022-11-02-6137','A341-17','XKNaJKEDpUoJT', 'SL')
('SL12058-2022-11-01-5955','S249-3','xSM', 'UB')
('SL04652-2022-11-02-6092','S254-20','IYjaFwgkKc', 'LB')
('AC22517-2022-11-02-6146','A342-8','oj', 'LB')
('SL12058-2022-11-01-5958','S249-6','pxsJMLBFi', 'UB')
('SL04652-2022-11-02-6094','S254-22','qYNnImpnzJUPN', 'UB')
('AC22517-2022-11-02-6150','A342-12','Mxtn', 'SU')
('AC04652-2022-11-01-6406','A356-16','swzdhW', 'UB')
('AC22517-2022-11-01-6218','A346-8','ItHlkEltPTr', 'LB')
('AC12058-2022-11-01-6208','A345-16','vfuLxb', 'UB')
('SL12058-2022-11-01-6016','S251-16','XpQbelHfCz', 'SU')
('SL12058-2022-11-01-6017','S251-17','DmSPabCLePfbs', 'LB')
('SL22517-2022-11-02-6168','S257-24','AnwOCuyIFNoMbQ', 'SU')
('SL22517-2022-11-02-6169','S258-1','OYVHlHwaqR', 'LB')
('AC12058-2022-11-01-6210','A345-18','kdetI', 'SU')
('SL22517-2022-11-02-6171','S258-3','JZmVQINxBrkbP', 'UB')
('SL04652-2022-11-02-6166','S257-22','GNYHMKazU', 'UB')
('AC22517-2022-11-01-6226','A346-16','XdZGyOGSWepogMV', 'UB')
('SL22517-2022-11-02-6175','S258-7','lvpcqfr', 'SL')
('SL22517-2022-11-01-6099','S255-3','DtA', 'UB')
('AC04652-2022-11-01-6475','A360-13','ooQzjkRYYKccMF', 'LB')
('SL22517-2022-11-01-6100','S255-4','LGfhwlzqHM', 'LB')
('AC12058-2022-11-01-6214','A346-4','cG', 'UB')
('AC22517-2022-11-02-6231','A347-3','BjjHZIxtpH', 'UB')
('AC04652-2022-11-02-6248','A348-2','HiPKqNonwof', 'LB')
('AC04652-2022-11-02-6249','A348-3','JzeOFCNBqHWFt', 'UB')
('SL22517-2022-11-01-6107','S255-11','vpPAMFLAE', 'UB')
('SL04652-2022-11-01-6100','S255-4','MjqS', 'LB')
('AC12058-2022-11-01-6219','A346-9','faCy', 'UB')
('AC22517-2022-11-01-6310','A351-10','OYKzf', 'UB')
('AC04652-2022-11-01-6597','A367-9','swMCXisYypH', 'UB')
('SL04652-2022-11-01-6211','S259-19','GxknWbccyU', 'UB')
('SL12058-2022-11-01-6140','S256-20','dHpNg', 'LB')
('SL22517-2022-11-02-6302','S263-14','HbrMKVpVs', 'UB')
('AC04652-2022-11-01-6617','A368-11','U', 'SL')
('SL12058-2022-11-01-6145','S257-1','PjmfRVFcI', 'LB')
('AC12058-2022-11-01-6344','A353-8','MAtH', 'LB')
('SL04652-2022-11-01-6221','S260-5','mRr', 'MB')
('AC22517-2022-11-01-6355','A354-1','iJXiqRolUfFuyxt', 'LB')
('AC04652-2022-11-01-6621','A368-15','uTTyNgJBGW', 'UB')
('AC22517-2022-11-02-6349','A353-13','XEJu', 'LB')
('SL22517-2022-11-01-6231','S260-15','Blvpx', 'SL')
('SL04652-2022-11-01-6227','S260-11','Fin', 'UB')
('SL22517-2022-11-01-6239','S260-23','gEVCOhcyKEg', 'SL')
('AC04652-2022-11-01-6628','A369-4','jF', 'UB')
('AC12058-2022-11-01-6358','A354-4','hagqeRqd', 'UB')
('SL04652-2022-11-02-6306','S263-18','RLbucfXJZmNrwm', 'MB')
('SL22517-2022-11-01-6292','S263-4','dx', 'LB')
('AC22517-2022-11-02-6408','A356-18','KkcM', 'SU')
('SL04652-2022-11-02-6365','S266-5','ioDCLeU', 'MB')
('SL22517-2022-11-01-6307','S263-19','vFL', 'UB')
('AC04652-2022-11-02-6448','A359-4','zhYeH', 'UB')
('AC04652-2022-11-01-6705','A373-9','PraaelE', 'UB')
('SL12058-2022-11-01-6271','S262-7','WDR', 'SL')
('AC04652-2022-11-02-6485','A361-5','MlgOkZvwbRA', 'SL')
('AC22517-2022-11-02-6470','A360-8','cAEKT', 'LB')
('SL12058-2022-11-01-6274','S262-10','dNHZzssnBcTkTW', 'MB')
('SL12058-2022-11-01-6275','S262-11','RZMQ', 'UB')
('AC12058-2022-11-01-6485','A361-5','jykeKtHNiFkQTnG', 'SL')
('SL12058-2022-11-01-6300','S263-12','gNW', 'LB')
('AC22517-2022-11-02-6487','A361-7','IpSJNX', 'LB')
('AC12058-2022-11-01-6487','A361-7','z', 'LB')
('SL12058-2022-11-01-6308','S263-20','ZxfugoaWFhnYN', 'LB')
('AC22517-2022-11-02-6501','A362-3','rNkDHhhj', 'UB')
('SL04652-2022-11-01-6401','S267-17','mUcbuxowCDIkz', 'LB')
('AC22517-2022-11-01-6507','A362-9','bSp', 'UB')
('AC22517-2022-11-02-6504','A362-6','gIGigNh', 'SU')
('AC22517-2022-11-02-6505','A362-7','rsDGFDN', 'LB')
('AC22517-2022-11-02-6509','A362-11','vrBIQsat', 'SL')
('SL12058-2022-11-01-6320','S264-8','ioQer', 'SU')
('SL04652-2022-11-01-6415','S268-7','kcnakkVDh', 'SL')
('SL04652-2022-11-02-6478','S270-22','sCzLDbitqN', 'UB')
('SL12058-2022-11-01-6331','S264-19','BDqdPsIXjqBMMRJO', 'UB')
('AC04652-2022-11-02-6532','A363-16','wxDaGoJWGNj', 'UB')
('AC04652-2022-11-02-6533','A363-17','YKr', 'SL')
('AC22517-2022-11-01-6524','A363-8','MMyvXHRkU', 'LB')
('SL22517-2022-11-02-6477','S270-21','DqDeEpWWAUa', 'MB')
('AC22517-2022-11-02-6528','A363-12','nJDMWVEdjoJUKa', 'SU')
('SL22517-2022-11-01-6422','S268-14','EGNpPR', 'UB')
('SL22517-2022-11-02-6481','S271-1','AWvToHaNtLyjVRjL', 'LB')
('AC04652-2022-11-02-6539','A364-5','diTDGRybLqZCH', 'SL')
('AC04652-2022-11-02-6542','A364-8','BX', 'LB')
('SL12058-2022-11-01-6340','S265-4','z', 'LB')
('AC22517-2022-11-02-6537','A364-3','tHylX', 'UB')
('SL22517-2022-11-01-6447','S269-15','VtWgqn', 'SL')
('AC22517-2022-11-02-6550','A364-16','euZpD', 'UB')
('SL22517-2022-11-01-6449','S269-17','Ey', 'LB')
('SL22517-2022-11-02-6535','S273-7','WgBypbLBJ', 'SL')
