('SL04652-2022-11-01-21','S1-21','GtEvZjaNCKnIUat', 'MB')
('SL12058-2022-11-01-10420','S435-4','ixjepWUV', 'LB')
('AC22517-2022-11-01-10285','A572-7','LjQ', 'LB')
('SL22517-2022-11-01-10369','S433-1','Oxzg', 'LB')
('SL12058-2022-11-01-10425','S435-9','zCHHl', 'LB')
('SL12058-2022-11-01-10426','S435-10','VGeIRN', 'MB')
('AC12058-2022-11-01-10423','A580-1','sbs', 'LB')
('SL22517-2022-11-01-10374','S433-6','BvRLKmDdftGgP', 'UB')
('AC22517-2022-11-01-10290','A572-12','FqSMseKlhYswXFf', 'SU')
('AC22517-2022-11-02-10538','A586-8','U', 'LB')
('SL04652-2022-11-01-10395','S434-3','CAzNHXxXVo', 'UB')
('AC04652-2022-11-02-10374','A577-6','FIXtbSgCQAi', 'SU')
('AC22517-2022-11-01-10293','A572-15','zUAqedkAqvkjyvW', 'UB')
('AC22517-2022-11-02-10539','A586-9','fuNbDxETSw', 'UB')
('AC22517-2022-11-02-10542','A586-12','GIjts', 'SU')
('AC04652-2022-11-02-10377','A577-9','iBz', 'UB')
('SL04652-2022-11-01-10397','S434-5','Bx', 'MB')
('SL22517-2022-11-01-10382','S433-14','lHIKeTKTQHaa', 'UB')
('SL04652-2022-11-01-10399','S434-7','kxdeJP', 'SL')
('AC04652-2022-11-01-10464','A582-6','Bu', 'SU')
('AC22517-2022-11-01-10297','A573-1','PBx', 'LB')
('SL12058-2022-11-01-10437','S435-21','jyLrdEj', 'MB')
('SL04652-2022-11-01-10404','S434-12','jKcwhsaqmV', 'LB')
('SL04652-2022-11-01-10405','S434-13','VjhOjkujcfRHRR', 'MB')
('SL22517-2022-11-01-10389','S433-21','lG', 'MB')
('SL22517-2022-11-02-10398','S434-6','G', 'UB')
('SL04652-2022-11-02-10467','S437-3','zTUlXNkgUz', 'UB')
('AC22517-2022-11-02-10553','A587-5','OJSQKdKB', 'SL')
('SL12058-2022-11-01-10443','S436-3','OMjqOs', 'UB')
('SL04652-2022-11-01-10409','S434-17','qviJtFHZmdwwV', 'LB')
('SL12058-2022-11-01-10444','S436-4','KWLX', 'LB')
('AC04652-2022-11-02-10385','A577-17','IRNlXjuFNqN', 'SL')
('AC22517-2022-11-02-10558','A587-10','dFfH', 'UB')
('AC12058-2022-11-01-10445','A581-5','wZsRkbi', 'SL')
('AC12058-2022-11-01-10446','A581-6','xBAEdVBFtA', 'SU')
('AC04652-2022-11-01-10472','A582-14','ERzPOdEsxyuLX', 'LB')
('AC22517-2022-11-01-10305','A573-9','baZZEMtZ', 'UB')
('SL22517-2022-11-01-10391','S433-23','anqqCgVMftaiPSg', 'SL')
('SL22517-2022-11-02-10404','S434-12','XHTa', 'LB')
('SL04652-2022-11-01-10415','S434-23','GcphGdlarfatmtZn', 'SL')
('AC22517-2022-11-02-10562','A587-14','dTPFJ', 'LB')
('SL12058-2022-11-01-10448','S436-8','StdIlGAgpaJrrF', 'SU')
('SL04652-2022-11-01-10418','S435-2','wkIkDJVbrKJpuJ', 'MB')
('SL22517-2022-11-01-10395','S434-3','hcYVOrUDrDZwX', 'UB')
('AC12058-2022-11-01-10449','A581-9','UVdUKiVKcvB', 'UB')
('AC04652-2022-11-02-10391','A578-5','mCKzXUiTodmgeoNF', 'SL')
('SL04652-2022-11-01-10424','S435-8','qJRMDREdyvPraG', 'SU')
('SL12058-2022-11-01-10450','S436-10','rcdzYNs', 'MB')
('AC22517-2022-11-02-10567','A588-1','qSGFGpSmGNdeKgMS', 'LB')
('SL22517-2022-11-02-10411','S434-19','irZJNgICUWFuwhZ', 'UB')
('AC04652-2022-11-01-10482','A583-6','Ra', 'SU')
('AC12058-2022-11-01-10457','A581-17','VpEpYoWTJGzGAac', 'SL')
('SL04652-2022-11-01-10428','S435-12','hxavMEvSvWQXZ', 'LB')
('AC04652-2022-11-02-10396','A578-10','yhiFCqQfQdLhZECz', 'UB')
('SL22517-2022-11-01-10402','S434-10','FcLaVcaoBwyjyZ', 'MB')
('AC12058-2022-11-01-10459','A582-1','UKzeMPQraJvhqu', 'LB')
('SL22517-2022-11-01-10403','S434-11','fULhsfmhNui', 'UB')
('AC12058-2022-11-01-10460','A582-2','pEPneYgHzEN', 'LB')
('AC04652-2022-11-01-10485','A583-9','mnOUmjQAUTZCN', 'UB')
('AC12058-2022-11-01-10461','A582-3','ME', 'UB')
('AC22517-2022-11-01-10318','A574-4','OBOm', 'UB')
('SL12058-2022-11-01-10456','S436-16','ZBFUTAJiIP', 'SU')
('SL04652-2022-11-02-10478','S437-14','DxRqvHtoTSxV', 'UB')
('AC22517-2022-11-01-10320','A574-6','cjClsdvANNF', 'SU')
('AC22517-2022-11-02-10573','A588-7','zaMgxNbqSHx', 'LB')
('AC04652-2022-11-01-10489','A583-13','MLVol', 'LB')
('AC22517-2022-11-02-10575','A588-9','AmzHu', 'UB')
('SL12058-2022-11-01-10460','S436-20','eJDUcs', 'LB')
('SL12058-2022-11-01-10461','S436-21','GN', 'MB')
('SL12058-2022-11-01-10462','S436-22','KvSIYM', 'UB')
('SL22517-2022-11-01-10406','S434-14','rGWhcqMkoSXj', 'UB')
('AC22517-2022-11-02-10578','A588-12','eon', 'SU')
('AC22517-2022-11-01-10327','A574-13','vMiwSIjiz', 'LB')
('AC12058-2022-11-01-10468','A582-10','J', 'UB')
('SL22517-2022-11-01-10410','S434-18','usKaVlGUClIG', 'MB')
('AC04652-2022-11-02-10405','A579-1','pgKy', 'LB')
('SL04652-2022-11-02-10483','S437-19','tNIHsj', 'UB')
('AC22517-2022-11-01-10329','A574-15','d', 'UB')
('SL22517-2022-11-02-10422','S435-6','FXRbshWizK', 'UB')
('AC22517-2022-11-01-10331','A574-17','OKUPb', 'SL')
('SL12058-2022-11-01-10466','S437-2','l', 'MB')
('AC22517-2022-11-02-10585','A589-1','EijiAMRTdmwsRa', 'LB')
('SL22517-2022-11-01-10412','S434-20','THiJiYeNdsxB', 'LB')
('SL04652-2022-11-01-10443','S436-3','CtjHOXjqE', 'UB')
('AC04652-2022-11-01-10495','A584-1','TszMQrbCxQa', 'LB')
('AC04652-2022-11-01-10496','A584-2','wpgIifGYpFMU', 'LB')
('AC12058-2022-11-01-10476','A582-18','vSyAJcqlz', 'SU')
('SL04652-2022-11-01-10445','S436-5','XlWAyMBUdgVW', 'MB')
('AC22517-2022-11-02-10591','A589-7','m', 'LB')
('AC04652-2022-11-01-10498','A584-4','qwksjePxBq', 'UB')
('SL22517-2022-11-01-10415','S434-23','wHqO', 'SL')
('SL12058-2022-11-01-10475','S437-11','DicWpVciSNZ', 'UB')
('SL12058-2022-11-01-10476','S437-12','lCXuSdLo', 'LB')
('AC04652-2022-11-01-10501','A584-7','q', 'LB')
('SL22517-2022-11-02-10430','S435-14','no', 'UB')
('SL12058-2022-11-01-10479','S437-15','FXnPJJWJRtLuUoE', 'SL')
('SL04652-2022-11-02-10493','S438-5','ynBnQuqEkk', 'MB')
('AC04652-2022-11-01-10502','A584-8','NNHoqCqKdjAozBW', 'LB')
('AC22517-2022-11-02-10594','A589-10','vIO', 'UB')
('SL22517-2022-11-01-10420','S435-4','WsyLPvMWmaKtC', 'LB')
('SL12058-2022-11-01-10481','S437-17','wIyJk', 'LB')
('SL22517-2022-11-02-10433','S435-17','LVOUeEqTRU', 'LB')
('AC04652-2022-11-02-10413','A579-9','dNqOAPIwpQVIwq', 'UB')
('SL22517-2022-11-02-10434','S435-18','mpQClZRlIUtphzXp', 'MB')
('SL22517-2022-11-02-10435','S435-19','rJ', 'UB')
('SL22517-2022-11-02-10436','S435-20','J', 'LB')
('AC04652-2022-11-01-10507','A584-13','UzmmEhQLMVKNF', 'LB')
('AC04652-2022-11-01-10508','A584-14','ARJfPLIZFRVaV', 'LB')
('SL04652-2022-11-01-10452','S436-12','I', 'LB')
('AC22517-2022-11-01-10338','A575-6','R', 'SU')
('SL04652-2022-11-02-10497','S438-9','dMmGxXurdL', 'LB')
('SL22517-2022-11-01-10425','S435-9','zMsCTKutF', 'LB')
('SL12058-2022-11-01-10486','S437-22','AF', 'UB')
('AC04652-2022-11-02-10418','A579-14','APghWyC', 'LB')
('SL22517-2022-11-02-10439','S435-23','hiPI', 'SL')
('AC04652-2022-11-01-10516','A585-4','UVoVJTDgzt', 'UB')
('SL22517-2022-11-01-10428','S435-12','lDpCKnnAhy', 'LB')
('AC22517-2022-11-02-10599','A589-15','RyByeqe', 'UB')
('AC04652-2022-11-01-10518','A585-6','iensXwczZmFYPV', 'SU')
('SL12058-2022-11-01-10490','S438-2','UVmFBnOnjzY', 'MB')
('AC12058-2022-11-01-10491','A583-15','MwtdqNBRhMr', 'UB')
('AC04652-2022-11-01-10519','A585-7','MuJJmikUuHF', 'LB')
('SL04652-2022-11-01-10459','S436-19','BjwXuYnx', 'UB')
('AC22517-2022-11-02-10604','A590-2','ZgNNfEI', 'LB')
('SL22517-2022-11-02-10442','S436-2','ImWeIAPcuwuJ', 'MB')
('AC22517-2022-11-01-10347','A575-15','NePLATITA', 'UB')
('SL04652-2022-11-01-10460','S436-20','zqGgs', 'LB')
('AC22517-2022-11-02-10607','A590-5','nctrbpT', 'SL')
('SL22517-2022-11-01-10435','S435-19','ZgylcChhcCCPrg', 'UB')
('AC12058-2022-11-01-10493','A583-17','OIORBpOHxcAlFX', 'SL')
('AC04652-2022-11-01-10524','A585-12','jTJ', 'SU')
('SL04652-2022-11-01-10462','S436-22','xMUnX', 'UB')
('SL04652-2022-11-01-10463','S436-23','iHbpsYBh', 'SL')
('SL22517-2022-11-01-10437','S435-21','PHjbpICFYxXTOK', 'MB')
('AC04652-2022-11-02-10427','A580-5','wZAPYmeFhuuI', 'SL')
('SL12058-2022-11-01-10500','S438-12','CVpzfOPJD', 'LB')
('SL22517-2022-11-01-10439','S435-23','CSi', 'SL')
('AC22517-2022-11-01-10350','A575-18','LBBExVScYIrQ', 'SU')
('SL22517-2022-11-01-10440','S435-24','UZifk', 'SU')
('AC04652-2022-11-01-10529','A585-17','YlekoACmnRveglA', 'SL')
('SL12058-2022-11-01-10503','S438-15','rxYZprSFGxu', 'SL')
('AC22517-2022-11-02-10611','A590-9','sNyqSI', 'UB')
('SL04652-2022-11-01-10470','S437-6','e', 'UB')
('SL22517-2022-11-01-10444','S436-4','elq', 'LB')
('SL22517-2022-11-01-10445','S436-5','qCUJ', 'MB')
('AC04652-2022-11-02-10431','A580-9','wSjKkwuCPoQSbf', 'UB')
('AC12058-2022-11-01-10503','A584-9','K', 'UB')
('SL04652-2022-11-02-10510','S438-22','otqzZbGFFdl', 'UB')
('SL22517-2022-11-01-10449','S436-9','rGyS', 'LB')
('SL22517-2022-11-01-10450','S436-10','BSnrvVUSfUvd', 'MB')
('SL04652-2022-11-02-10512','S438-24','KcAFbz', 'SU')
('AC22517-2022-11-01-10358','A576-8','KZbgUxcvXrU', 'LB')
('AC12058-2022-11-01-10506','A584-12','lfIFGqfjsemKI', 'SU')
('AC22517-2022-11-02-10616','A590-14','sF', 'LB')
('AC04652-2022-11-01-10535','A586-5','sligEK', 'SL')
('SL04652-2022-11-01-10479','S437-15','miOQkuzpkRHgOuYz', 'SL')
('AC04652-2022-11-02-10438','A580-16','BbWNhEqAILP', 'UB')
('AC04652-2022-11-02-10439','A580-17','QTLLwFtpiRt', 'SL')
('AC22517-2022-11-02-10621','A591-1','anuWedNeGEKqom', 'LB')
('AC04652-2022-11-01-10539','A586-9','GsQSXHEKW', 'UB')
('SL22517-2022-11-01-10454','S436-14','HpRtPnLbAPBJWTWP', 'UB')
('AC22517-2022-11-02-10625','A591-5','NwHACRDuCCYg', 'SL')
('AC12058-2022-11-01-10511','A584-17','nU', 'SL')
('SL22517-2022-11-02-10461','S436-21','JRBSJyaGIZOFR', 'MB')
('AC22517-2022-11-01-10366','A576-16','YdBzZIKC', 'UB')
('SL04652-2022-11-01-10485','S437-21','FwtfMlPdSauYbnG', 'MB')
('SL04652-2022-11-02-10520','S439-8','sMrdOGDez', 'SU')
('SL04652-2022-11-01-10487','S437-23','AhiQlcqXWIuR', 'SL')
('SL22517-2022-11-02-10465','S437-1','Xv', 'LB')
('AC22517-2022-11-01-10369','A577-1','WCzqoFFTqBlqhRna', 'LB')
('SL12058-2022-11-01-10512','S438-24','PDpMuVradNyD', 'SU')
('AC04652-2022-11-01-10545','A586-15','ql', 'UB')
('AC04652-2022-11-01-10546','A586-16','RESzf', 'UB')
('SL22517-2022-11-02-10469','S437-5','PpBlzlhAqtyxa', 'MB')
('AC22517-2022-11-01-10373','A577-5','W', 'SL')
('AC12058-2022-11-01-10516','A585-4','KuMf', 'UB')
('SL04652-2022-11-02-10522','S439-10','nqGG', 'MB')
('SL22517-2022-11-02-10472','S437-8','GsoBiE', 'SU')
('SL22517-2022-11-02-10473','S437-9','DLb', 'LB')
('AC04652-2022-11-02-10450','A581-10','i', 'UB')
('AC04652-2022-11-01-10548','A586-18','TG', 'SU')
('AC12058-2022-11-01-10521','A585-9','yYJuGDrKMun', 'UB')
('SL04652-2022-11-02-10526','S439-14','ALDdUMWwhiXo', 'UB')
('AC12058-2022-11-01-10522','A585-10','tyruFeaDArcAci', 'UB')
('SL22517-2022-11-02-10475','S437-11','Kp', 'UB')
('AC04652-2022-11-02-10453','A581-13','SxSSegYTjqc', 'LB')
('AC22517-2022-11-02-10631','A591-11','RMemKsHKkl', 'SL')
('SL04652-2022-11-02-10527','S439-15','PZcoTsgeqixe', 'SL')
('SL04652-2022-11-01-10497','S438-9','TAnpoXXdwLQkk', 'LB')
('AC12058-2022-11-01-10525','A585-13','yGsumDquucEUVk', 'LB')
('SL12058-2022-11-01-10520','S439-8','DpgwovqyK', 'SU')
('SL04652-2022-11-01-10498','S438-10','TpaNHnE', 'MB')
('SL12058-2022-11-01-10521','S439-9','oYEOZeF', 'LB')
('AC04652-2022-11-02-10458','A581-18','PVfLMqxI', 'SU')
('SL04652-2022-11-02-10530','S439-18','oGdm', 'MB')
('AC04652-2022-11-02-10459','A582-1','RONOchBEQFzPrBQI', 'LB')
('SL12058-2022-11-01-10523','S439-11','b', 'UB')
('AC04652-2022-11-02-10461','A582-3','HSU', 'UB')
('AC22517-2022-11-02-10639','A592-1','HNs', 'LB')
('AC04652-2022-11-01-10558','A587-10','ujqrPgYtZYZQc', 'UB')
('SL22517-2022-11-02-10477','S437-13','nicfIYxvByOc', 'MB')
('AC22517-2022-11-02-10643','A592-5','PNxodVaZzQfuDR', 'SL')
('AC12058-2022-11-01-10530','A585-18','hUdXLyyswbvCPvK', 'SU')
('SL22517-2022-11-02-10480','S437-16','aMyFAedU', 'SU')
('SL22517-2022-11-02-10484','S437-20','KyMvnHUHNFuin', 'LB')
('AC22517-2022-11-02-10646','A592-8','SzlxwAd', 'LB')
('SL22517-2022-11-01-10473','S437-9','Erw', 'LB')
('AC04652-2022-11-02-10466','A582-8','Mkd', 'LB')
('SL04652-2022-11-01-10507','S438-19','eGxqystfgz', 'UB')
('SL22517-2022-11-02-10486','S437-22','PFFkPsfDMHhrGXv', 'UB')
('AC22517-2022-11-02-10650','A592-12','MCnIUis', 'SU')
('AC04652-2022-11-01-10564','A587-16','yaohz', 'UB')
('AC04652-2022-11-01-10565','A587-17','oOF', 'SL')
('AC04652-2022-11-01-10566','A587-18','UFhS', 'SU')
('SL22517-2022-11-02-10488','S437-24','YinvBIkjtUdBj', 'SU')
('SL04652-2022-11-02-10536','S439-24','YJVPP', 'SU')
('SL12058-2022-11-01-10532','S439-20','c', 'LB')
('AC22517-2022-11-01-10395','A578-9','F', 'UB')
('AC04652-2022-11-01-10571','A588-5','yMQnmXHWamJPHQ', 'SL')
('SL22517-2022-11-02-10492','S438-4','beJCzhRCchOt', 'LB')
('AC04652-2022-11-02-10472','A582-14','FSahbSB', 'LB')
('SL22517-2022-11-01-10481','S437-17','yn', 'LB')
('AC12058-2022-11-01-10539','A586-9','zm', 'UB')
('SL22517-2022-11-01-10482','S437-18','gEjNISeRAjRO', 'MB')
('SL12058-2022-11-01-10534','S439-22','osJJLhF', 'UB')
('AC04652-2022-11-02-10476','A582-18','JSDVoZZVSgC', 'SU')
('AC22517-2022-11-02-10660','A593-4','N', 'UB')
('AC04652-2022-11-01-10576','A588-10','KQaUOu', 'UB')
('SL22517-2022-11-01-10484','S437-20','lo', 'LB')
('AC04652-2022-11-01-10577','A588-11','Vsu', 'SL')
('AC12058-2022-11-01-10541','A586-11','jeaF', 'SL')
('SL04652-2022-11-01-10522','S439-10','Q', 'MB')
('SL22517-2022-11-01-10487','S437-23','Kg', 'SL')
('SL04652-2022-11-02-10549','S440-13','OKupRXmetNT', 'MB')
('SL22517-2022-11-01-10488','S437-24','kOBjXBDbVIgKJLE', 'SU')
('AC04652-2022-11-01-10578','A588-12','gZPetvHgIDEFEpnm', 'SU')
('AC22517-2022-11-01-10405','A579-1','L', 'LB')
('AC04652-2022-11-02-10483','A583-7','d', 'LB')
('AC12058-2022-11-01-10546','A586-16','tZIu', 'UB')
('SL22517-2022-11-02-10498','S438-10','ajgELOeC', 'MB')
('AC22517-2022-11-02-10667','A593-11','qAVAdqbc', 'SL')
('AC12058-2022-11-01-10548','A586-18','MAgWuhbYybumLh', 'SU')
('SL04652-2022-11-01-10528','S439-16','oPF', 'SU')
('SL22517-2022-11-01-10490','S438-2','XEkJCZUyA', 'MB')
('SL04652-2022-11-01-10530','S439-18','AXdIlQfdI', 'MB')
('SL04652-2022-11-02-10555','S440-19','VleCjcYMcWTnh', 'UB')
('SL04652-2022-11-02-10556','S440-20','UkvKs', 'LB')
('AC04652-2022-11-01-10584','A588-18','x', 'SU')
('AC04652-2022-11-02-10486','A583-10','FcqHITJTIBgEyj', 'UB')
('AC04652-2022-11-01-10585','A589-1','domwIjlhfnb', 'LB')
('AC04652-2022-11-02-10487','A583-11','eH', 'SL')
('SL12058-2022-11-01-10545','S440-9','NWgGwopFfvsfhdkX', 'LB')
('AC22517-2022-11-01-10415','A579-11','npgnfAyVIOALob', 'SL')
('AC22517-2022-11-02-10673','A593-17','hTdHaFgQUnh', 'SL')
('AC22517-2022-11-01-10417','A579-13','BqcgVUx', 'LB')
('AC22517-2022-11-01-10419','A579-15','h', 'UB')
('SL04652-2022-11-01-10535','S439-23','cDZCA', 'SL')
('AC22517-2022-11-01-10421','A579-17','ZyqYYdZOoz', 'SL')
('AC04652-2022-11-02-10491','A583-15','mKhKJbo', 'UB')
('SL12058-2022-11-01-10549','S440-13','dpiyc', 'MB')
('AC22517-2022-11-01-10423','A580-1','eedWJwdZrgj', 'LB')
('AC22517-2022-11-02-10678','A594-4','PdWHcgVuuzlvP', 'UB')
('SL04652-2022-11-02-10567','S441-7','Acr', 'SL')
('AC22517-2022-11-01-10425','A580-3','cuVOnaVfEaPYDQxL', 'UB')
('SL22517-2022-11-01-10498','S438-10','NluD', 'MB')
('SL22517-2022-11-01-10499','S438-11','XGHuWHpKrXbCD', 'UB')
('AC12058-2022-11-01-10565','A587-17','XLBDGZKYXPEj', 'SL')
('AC22517-2022-11-01-10428','A580-6','PKbyFWo', 'SU')
('AC22517-2022-11-02-10686','A594-12','lWOdKunCnJ', 'SU')
('SL04652-2022-11-02-10570','S441-10','Yxtb', 'MB')
('AC22517-2022-11-01-10430','A580-8','jVlZ', 'LB')
('SL22517-2022-11-02-10515','S439-3','GmQQCwuWvep', 'UB')
('AC22517-2022-11-01-10432','A580-10','XUVZT', 'UB')
('SL22517-2022-11-01-10503','S438-15','NhqVoslXemN', 'SL')
('SL04652-2022-11-02-10572','S441-12','melUVI', 'LB')
('AC04652-2022-11-01-10602','A589-18','fQYX', 'SU')
('SL04652-2022-11-01-10547','S440-11','DgFsaUIqyk', 'UB')
('SL22517-2022-11-02-10516','S439-4','ZmiriNtUluciYQIu', 'LB')
('AC04652-2022-11-01-10604','A590-2','ocCScamUyXqskFb', 'LB')
('AC12058-2022-11-01-10570','A588-4','WaVeefGuP', 'UB')
('AC04652-2022-11-02-10501','A584-7','cyvmHtNIxARR', 'LB')
('AC04652-2022-11-01-10605','A590-3','kfwSQlPTUwcTvGN', 'UB')
('SL04652-2022-11-01-10549','S440-13','rXXLLprWwTy', 'MB')
('SL12058-2022-11-01-10553','S440-17','gnEDVRrkKFjryjS', 'LB')
('AC04652-2022-11-02-10504','A584-10','Rlzr', 'UB')
('SL04652-2022-11-01-10552','S440-16','DHTyxHqv', 'SU')
('AC04652-2022-11-01-10607','A590-5','AzDBeUWmqxsnA', 'SL')
('AC22517-2022-11-02-10689','A594-15','GaOPUy', 'UB')
('AC04652-2022-11-02-10507','A584-13','efDqszoukIurzu', 'LB')
('AC04652-2022-11-01-10609','A590-7','mOGUniMzuESZP', 'LB')
('AC04652-2022-11-02-10509','A584-15','CFHGVfxBjerEv', 'UB')
('AC22517-2022-11-02-10691','A594-17','MHWERbRpWZVY', 'SL')
('AC12058-2022-11-01-10577','A588-11','KeaovvYwErJ', 'SL')
('SL04652-2022-11-01-10559','S440-23','tuOEy', 'SL')
('SL04652-2022-11-01-10561','S441-1','CevOPapt', 'LB')
('SL12058-2022-11-01-10557','S440-21','SxbsKH', 'MB')
('AC22517-2022-11-01-10440','A580-18','AGxkoNfpbyvxH', 'SU')
('AC22517-2022-11-01-10441','A581-1','VnJDuUmnLGFHgFn', 'LB')
('SL22517-2022-11-02-10525','S439-13','NPeFtRMSZCmwxaDG', 'MB')
('SL22517-2022-11-01-10514','S439-2','a', 'MB')
('SL22517-2022-11-01-10515','S439-3','Yvkti', 'UB')
('SL04652-2022-11-02-10584','S441-24','XRs', 'SU')
('SL04652-2022-11-02-10588','S442-4','GAQgDnw', 'LB')
('AC04652-2022-11-02-10513','A585-1','goNidOz', 'LB')
('AC04652-2022-11-02-10514','A585-2','iwpbIuzB', 'LB')
('AC12058-2022-11-01-10586','A589-2','vNNtWRdDREotL', 'LB')
('AC04652-2022-11-01-10616','A590-14','Ds', 'LB')
('AC12058-2022-11-01-10589','A589-5','wXT', 'SL')
('AC04652-2022-11-01-10618','A590-16','NcBEZbnGgu', 'UB')
('AC04652-2022-11-02-10518','A585-6','LeBrMouf', 'SU')
('AC12058-2022-11-01-10592','A589-8','kCsEZIlHRopl', 'LB')
('AC22517-2022-11-01-10450','A581-10','UwbOTZVev', 'UB')
('AC04652-2022-11-02-10520','A585-8','pgOoUrsFxXYcpKVo', 'LB')
('AC22517-2022-11-01-10451','A581-11','bNAHEorePa', 'SL')
('AC04652-2022-11-01-10623','A591-3','FtVLJGcGgAH', 'UB')
('SL12058-2022-11-01-10564','S441-4','yknEjhoHmklOZgn', 'LB')
('AC12058-2022-11-01-10594','A589-10','MBKLhyWtktmLv', 'UB')
('AC04652-2022-11-02-10524','A585-12','byXTvU', 'SU')
('SL04652-2022-11-01-10568','S441-8','quOLEoHOksCnkF', 'SU')
('AC22517-2022-11-01-10456','A581-16','UhOwlcgWqENNjxV', 'UB')
('SL12058-2022-11-01-10567','S441-7','x', 'SL')
('SL22517-2022-11-01-10530','S439-18','rrOqAHCqi', 'MB')
('AC12058-2022-11-01-10596','A589-12','pRBQd', 'SU')
('SL04652-2022-11-02-10593','S442-9','MynHoHxFHHwpWf', 'LB')
('SL22517-2022-11-02-10542','S440-6','kInWnvsDgLYXmkC', 'UB')
('SL04652-2022-11-02-10596','S442-12','nPosFySLUwT', 'LB')
('AC04652-2022-11-01-10631','A591-11','njXeC', 'SL')
('SL04652-2022-11-01-10572','S441-12','Tt', 'LB')
('SL04652-2022-11-01-10573','S441-13','VgqCKvuJmzyv', 'MB')
('AC22517-2022-11-01-10459','A582-1','AeyAQqlLxqFysC', 'LB')
('AC22517-2022-11-02-10720','A596-10','OlRfyOI', 'UB')
('SL04652-2022-11-02-10599','S442-15','qGnzgkRnT', 'SL')
('AC04652-2022-11-01-10633','A591-13','TyfbXjwL', 'LB')
('SL22517-2022-11-02-10545','S440-9','JQzpFI', 'LB')
('SL12058-2022-11-01-10575','S441-15','UkxDZWEJVg', 'SL')
('AC22517-2022-11-02-10722','A596-12','qVGlOBYiyirOsmd', 'SU')
('AC22517-2022-11-02-10723','A596-13','btNpJdVOrfZUd', 'LB')
('AC04652-2022-11-02-10534','A586-4','Bqk', 'UB')
('SL22517-2022-11-02-10548','S440-12','wUFGeGJbezWAzu', 'LB')
('SL12058-2022-11-01-10576','S441-16','cSOJKouzpMH', 'SU')
('AC22517-2022-11-01-10466','A582-8','rlgLfWdJZD', 'LB')
('SL12058-2022-11-01-10577','S441-17','ixvBEgNMoaDJ', 'LB')
('AC12058-2022-11-01-10605','A590-3','PTCsm', 'UB')
('SL12058-2022-11-01-10579','S441-19','hNeG', 'UB')
('AC04652-2022-11-01-10638','A591-18','HBDzyDrVPI', 'SU')
('SL22517-2022-11-01-10536','S439-24','FGuCyMXuEfX', 'SU')
('SL22517-2022-11-01-10537','S440-1','yURopK', 'LB')
('SL04652-2022-11-02-10608','S442-24','zfGfUqclS', 'SU')
('AC04652-2022-11-01-10640','A592-2','zDqbyhHHKhmeen', 'LB')
('AC12058-2022-11-01-10607','A590-5','t', 'SL')
('AC22517-2022-11-02-10733','A597-5','CaEqwVLrvrT', 'SL')
('SL12058-2022-11-01-10584','S441-24','jlnjwQhw', 'SU')
('AC04652-2022-11-01-10641','A592-3','f', 'UB')
('AC12058-2022-11-01-10611','A590-9','A', 'UB')
('AC12058-2022-11-01-10613','A590-11','slZyPslOdHSvYuMy', 'SL')
('AC22517-2022-11-02-10735','A597-7','PlrsqteqVy', 'LB')
('AC04652-2022-11-01-10642','A592-4','aYSPrIinB', 'UB')
('SL22517-2022-11-01-10541','S440-5','E', 'MB')
('AC22517-2022-11-02-10736','A597-8','hnPnMquYMQixu', 'LB')
('AC04652-2022-11-02-10546','A586-16','HzKTnYFZOcxkOIdk', 'UB')
('SL22517-2022-11-02-10554','S440-18','aPOhfOKJLPh', 'MB')
('SL04652-2022-11-02-10613','S443-5','zNHEdzdxUSFBy', 'MB')
('AC12058-2022-11-01-10618','A590-16','YLnqXGGsHf', 'UB')
('AC04652-2022-11-01-10646','A592-8','aVZOxNdmPLKVjHZT', 'LB')
('SL22517-2022-11-01-10542','S440-6','lYS', 'UB')
('AC04652-2022-11-02-10550','A587-2','kVctFST', 'LB')
('AC04652-2022-11-02-10551','A587-3','ANUPsXOkCWx', 'UB')
('AC22517-2022-11-01-10475','A582-17','joFfDmegZIWikYZi', 'SL')
('SL04652-2022-11-02-10617','S443-9','uCIzjNhuqZdAf', 'LB')
('AC04652-2022-11-02-10555','A587-7','yOpvfkrUVYGJpcGz', 'LB')
('SL04652-2022-11-02-10618','S443-10','YOE', 'MB')
('SL04652-2022-11-01-10590','S442-6','BicdvWIZzRnpyQp', 'UB')
('SL22517-2022-11-01-10543','S440-7','opOhddAPPMN', 'SL')
('AC22517-2022-11-02-10741','A597-13','RgzbTYupjJl', 'LB')
('AC22517-2022-11-02-10742','A597-14','t', 'LB')
('SL22517-2022-11-02-10558','S440-22','VswW', 'UB')
('AC04652-2022-11-02-10558','A587-10','ZzdviE', 'UB')
('SL22517-2022-11-01-10546','S440-10','rGufXXfbG', 'MB')
('SL04652-2022-11-01-10593','S442-9','xLa', 'LB')
('SL04652-2022-11-02-10622','S443-14','PRnRLTDHA', 'UB')
('AC22517-2022-11-01-10480','A583-4','DwfuFGWCFkfdsrAU', 'UB')
('SL04652-2022-11-01-10594','S442-10','WFolqn', 'MB')
('SL22517-2022-11-01-10548','S440-12','gGEzYW', 'LB')
('SL22517-2022-11-02-10560','S440-24','NyGfXQWvBaKHhNsW', 'SU')
('AC04652-2022-11-01-10652','A592-14','XwDATsDjxbJ', 'LB')
('SL04652-2022-11-02-10626','S443-18','tvLUZoMvFcyULg', 'MB')
