('SL12058-2022-11-01-3005','S126-5','NFLCryEWjL', 'MB')
('SL22517-2022-11-02-10017','S418-9','prAioC', 'LB')
('SL04652-2022-11-01-9969','S416-9','Ytt', 'LB')
('SL04652-2022-11-02-10004','S417-20','gGIdKWlDNSsMnhJA', 'LB')
('SL22517-2022-11-02-10020','S418-12','eOiHMGsQyxpYaZJ', 'LB')
('SL22517-2022-11-02-10021','S418-13','NzxT', 'MB')
('SL04652-2022-11-01-9975','S416-15','wpv', 'SL')
('SL04652-2022-11-02-10012','S418-4','PlIQwQMCxHthZLc', 'LB')
('SL22517-2022-11-01-9909','S413-21','xiwyZrndxXBwbXe', 'MB')
('AC12058-2022-11-01-10141','A564-7','ZqwZnFXkThuYGHW', 'LB')
('AC22517-2022-11-01-10121','A563-5','phSWMIkMjpGCVHdQ', 'SL')
('AC04652-2022-11-02-10144','A564-10','UyXCEzE', 'UB')
('AC04652-2022-11-01-10339','A575-7','mYqeOhM', 'LB')
('SL04652-2022-11-01-10012','S418-4','COiBsWU', 'LB')
('AC12058-2022-11-01-10148','A564-14','FvKhuFipvgRgmakZ', 'LB')
('AC12058-2022-11-01-10149','A564-15','uFekSBbvKfv', 'UB')
('SL12058-2022-11-01-9940','S415-4','iAISK', 'LB')
('AC04652-2022-11-01-10397','A578-11','c', 'SL')
('SL04652-2022-11-01-10069','S420-13','DWeMCYtwVel', 'MB')
('AC12058-2022-11-01-10263','A571-3','MDNPLD', 'UB')
('AC04652-2022-11-02-10270','A571-10','tabHW', 'UB')
('AC12058-2022-11-01-10265','A571-5','CgHCZR', 'SL')
('AC22517-2022-11-02-10268','A571-8','eJBpRWbLqp', 'LB')
('AC04652-2022-11-02-10272','A571-12','VL', 'SU')
('AC04652-2022-11-02-10273','A571-13','LzgGKvxOA', 'LB')
('SL22517-2022-11-01-10064','S420-8','EuoOSqDlpZgr', 'SU')
('AC04652-2022-11-01-10466','A582-8','jCPCBP', 'LB')
('AC04652-2022-11-01-10528','A585-16','aykZBmYKMC', 'UB')
('SL04652-2022-11-01-10202','S426-2','q', 'MB')
('SL12058-2022-11-01-10069','S420-13','JRKrZ', 'MB')
('SL22517-2022-11-01-10123','S422-19','Zl', 'UB')
('SL22517-2022-11-01-10124','S422-20','TN', 'LB')
('AC12058-2022-11-01-10332','A574-18','AnNJWiXV', 'SU')
('SL04652-2022-11-02-10245','S427-21','Am', 'MB')
('AC22517-2022-11-02-10335','A575-3','QYTbUdZMdNnEIa', 'UB')
('SL22517-2022-11-02-10267','S428-19','MfAZChQIptzx', 'UB')
('SL04652-2022-11-02-10291','S429-19','BLFSNXU', 'UB')
('AC22517-2022-11-01-10364','A576-14','C', 'LB')
('SL04652-2022-11-02-10292','S429-20','QlOvYY', 'LB')
('AC22517-2022-11-01-10365','A576-15','scqUndYiFV', 'UB')
('SL04652-2022-11-02-10294','S429-22','hWniynkLaU', 'UB')
('SL22517-2022-11-01-10188','S425-12','pDvtdwxWFLHYg', 'LB')
('SL12058-2022-11-01-10125','S422-21','fiXdDMaxjZ', 'MB')
('AC22517-2022-11-02-10353','A576-3','SNyUSZxlADeNQkz', 'UB')
('AC22517-2022-11-02-10354','A576-4','tH', 'UB')
('SL22517-2022-11-02-10286','S429-14','RVYizZPsmUxHR', 'UB')
('AC04652-2022-11-02-10387','A578-1','yaIA', 'LB')
('SL22517-2022-11-02-10364','S432-20','DZXDGE', 'LB')
('SL04652-2022-11-01-10336','S431-16','ACFARSK', 'SU')
('SL22517-2022-11-02-10369','S433-1','nSTcHMkqzcTLthUL', 'LB')
('SL04652-2022-11-02-10361','S432-17','ZpQbmysvHscY', 'LB')
('SL12058-2022-11-01-10205','S426-5','jjWuAM', 'MB')
('SL04652-2022-11-01-10339','S431-19','awvNkUax', 'UB')
('AC22517-2022-11-01-10433','A580-11','npFdsxQ', 'SL')
('SL04652-2022-11-02-10366','S432-22','pUGnGysPIyJhob', 'UB')
('SL22517-2022-11-01-10268','S428-20','E', 'LB')
('SL12058-2022-11-01-10212','S426-12','VgsXjX', 'LB')
('SL04652-2022-11-01-10348','S432-4','tLfQawCkV', 'LB')
('SL12058-2022-11-01-10215','S426-15','OiACtWQUmEqYRhN', 'SL')
('SL04652-2022-11-01-10351','S432-7','sLBz', 'SL')
('SL22517-2022-11-01-10284','S429-12','PdZPMLZjMxyy', 'LB')
('AC12058-2022-11-01-10474','A582-16','LjPp', 'UB')
('SL12058-2022-11-01-10218','S426-18','fRt', 'MB')
('AC04652-2022-11-01-10672','A593-16','rSSsPyNKjuv', 'UB')
('AC04652-2022-11-02-10477','A583-1','bKdrUyToP', 'LB')
('SL22517-2022-11-02-10393','S434-1','ucWZtZ', 'LB')
('SL22517-2022-11-01-10289','S429-17','szDB', 'LB')
('SL04652-2022-11-02-10385','S433-17','nSUH', 'LB')
('AC22517-2022-11-01-10536','A586-6','KvwPfDoDOEHU', 'SU')
('AC04652-2022-11-02-10563','A587-15','hBkOQ', 'UB')
('AC12058-2022-11-01-10553','A587-5','FHC', 'SL')
('SL12058-2022-11-01-10308','S430-12','e', 'LB')
('SL22517-2022-11-02-10484','S437-20','gXFJRBzCMb', 'LB')
('AC12058-2022-11-01-10555','A587-7','Y', 'LB')
('SL22517-2022-11-02-10485','S437-21','XuQm', 'MB')
('AC04652-2022-11-02-10568','A588-2','fmRfpCMYFFfhNZ', 'LB')
('AC22517-2022-11-02-10573','A588-7','EY', 'LB')
('AC22517-2022-11-01-10544','A586-14','TQSBiFcbfdN', 'LB')
('SL04652-2022-11-01-10437','S435-21','tAxNnAlORAOkANw', 'MB')
('AC04652-2022-11-02-10570','A588-4','nzwMszqKTs', 'UB')
('SL12058-2022-11-01-10359','S432-15','bVwV', 'SL')
('AC04652-2022-11-02-10610','A590-8','BDcbikkFUxHr', 'LB')
('AC12058-2022-11-01-10601','A589-17','oOkKdH', 'SL')
('AC04652-2022-11-02-10616','A590-14','RxAdpIhHt', 'LB')
('AC04652-2022-11-01-10795','A600-13','GAmk', 'LB')
('SL22517-2022-11-01-10433','S435-17','DmSBObODWE', 'LB')
('AC04652-2022-11-01-10808','A601-8','viHcUcaPwE', 'LB')
('AC04652-2022-11-02-10635','A591-15','FVZfHShQhhlYcr', 'UB')
('SL04652-2022-11-02-10550','S440-14','ogsXqtKgX', 'UB')
('SL04652-2022-11-02-10551','S440-15','CJLWcEFKWXEvWba', 'SL')
('SL22517-2022-11-01-10441','S436-1','dQoJobqjgInUsZ', 'LB')
('AC12058-2022-11-01-10627','A591-7','fsldKLNOhKbgg', 'LB')
('SL04652-2022-11-01-10517','S439-5','XjPbsBRhuuKLGO', 'MB')
('AC04652-2022-11-01-10815','A601-15','DzrzjdpzwRqqxZX', 'UB')
('SL04652-2022-11-01-10521','S439-9','kynqWAFFQWv', 'LB')
('SL04652-2022-11-02-10553','S440-17','tYnhJqWv', 'LB')
('SL22517-2022-11-01-10450','S436-10','EA', 'MB')
('SL22517-2022-11-02-10558','S440-22','KhFwyEmOoBsM', 'UB')
('SL04652-2022-11-02-10561','S441-1','YbZQHRjYREfDQ', 'LB')
('SL22517-2022-11-01-10462','S436-22','al', 'UB')
('AC22517-2022-11-02-10666','A593-10','bvd', 'UB')
('SL04652-2022-11-01-10538','S440-2','rFMq', 'MB')
('SL22517-2022-11-01-10478','S437-14','rfzrhtyNYQedX', 'UB')
('AC04652-2022-11-02-10663','A593-7','FFiUQHzteHY', 'LB')
('SL04652-2022-11-01-10542','S440-6','RCXgKczKJ', 'UB')
('SL12058-2022-11-01-10426','S435-10','JSd', 'MB')
('AC22517-2022-11-02-10687','A594-13','mTPGm', 'LB')
('SL04652-2022-11-01-10554','S440-18','n', 'MB')
('SL12058-2022-11-01-10440','S435-24','nuLGd', 'SU')
('SL12058-2022-11-01-10441','S436-1','xrKAISA', 'LB')
('AC04652-2022-11-02-10679','A594-5','fEOjEuyBm', 'SL')
('AC12058-2022-11-01-10722','A596-12','Zva', 'SU')
('SL12058-2022-11-01-10480','S437-16','P', 'SU')
('SL22517-2022-11-02-10644','S444-12','MvBBTkAMsKFMod', 'LB')
('AC22517-2022-11-02-10737','A597-9','sA', 'UB')
('AC12058-2022-11-01-10726','A596-16','zlqPmueTFDm', 'UB')
('AC04652-2022-11-02-10733','A597-5','j', 'SL')
('SL04652-2022-11-02-10646','S444-14','FYRIlfN', 'UB')
('SL22517-2022-11-02-10659','S445-3','UdBddfPuqlnffD', 'UB')
('AC12058-2022-11-01-10753','A598-7','thbXExdIjNhUMD', 'LB')
('SL12058-2022-11-01-10513','S439-1','sAdUygc', 'LB')
('AC04652-2022-11-02-10755','A598-9','HFMOvPiA', 'UB')
('AC04652-2022-11-01-10927','A608-1','yi', 'LB')
('SL22517-2022-11-01-10578','S441-18','NK', 'MB')
('SL22517-2022-11-01-10582','S441-22','z', 'UB')
('AC04652-2022-11-02-10763','A598-17','tdquvUjsafRNo', 'SL')
('AC22517-2022-11-01-10765','A599-1','xohtmvBtcFmSl', 'LB')
('AC04652-2022-11-02-10788','A600-6','dgYzbFjWVoBL', 'SU')
('AC04652-2022-11-02-10789','A600-7','aRpgfBAC', 'LB')
('SL22517-2022-11-02-10702','S446-22','chAZLoXekKbCyLVn', 'UB')
('SL22517-2022-11-01-10604','S442-20','NeCtsBocOvRwKT', 'LB')
('SL04652-2022-11-01-10688','S446-8','rMYXRplKnUSDzue', 'SU')
('SL22517-2022-11-02-10708','S447-4','ffBLfKfUjtABv', 'LB')
('SL22517-2022-11-02-10709','S447-5','zUWwPAuHi', 'MB')
('SL22517-2022-11-01-10617','S443-9','lZgm', 'LB')
('AC04652-2022-11-02-10855','A604-1','RD', 'LB')
('AC22517-2022-11-02-10872','A604-18','dhKasjofCMoE', 'SU')
('SL04652-2022-11-02-10765','S449-13','RkrJfYMhSYfOSc', 'MB')
('SL22517-2022-11-02-10756','S449-4','tHqREOXXGcczI', 'LB')
('AC12058-2022-11-01-10852','A603-16','PkiGgYiVSjTaQE', 'UB')
('AC04652-2022-11-02-10865','A604-11','LGHVnbiJlvqW', 'SL')
('AC12058-2022-11-01-10856','A604-2','VIOiAC', 'LB')
('SL04652-2022-11-02-10776','S449-24','vnGL', 'SU')
('SL04652-2022-11-02-10777','S450-1','WiArqooPD', 'LB')
('SL22517-2022-11-02-10764','S449-12','yRFaWbmZqxqoEkv', 'LB')
('SL22517-2022-11-02-10767','S449-15','yEwlVoAQqzmHSsQ', 'SL')
('AC22517-2022-11-02-10890','A605-18','VGzDvL', 'SU')
('AC12058-2022-11-01-10866','A604-12','yYZn', 'SU')
('AC22517-2022-11-01-10871','A604-17','AbspP', 'SL')
('SL12058-2022-11-01-10644','S444-12','AVWoJeDJxcUUTfR', 'LB')
('SL22517-2022-11-01-10690','S446-10','C', 'MB')
('AC22517-2022-11-02-10911','A607-3','MKmW', 'UB')
('AC04652-2022-11-01-11053','A615-1','NQeUugyBJBoVr', 'LB')
('SL04652-2022-11-01-10775','S449-23','ItYuu', 'SL')
('AC12058-2022-11-01-10897','A606-7','PQ', 'LB')
('SL04652-2022-11-01-10776','S449-24','ttjNfZFjfuJQKRW', 'SU')
('AC04652-2022-11-01-11055','A615-3','uZ', 'UB')
('AC04652-2022-11-01-11056','A615-4','ElITIa', 'UB')
('SL04652-2022-11-02-10818','S451-18','gb', 'MB')
('AC12058-2022-11-01-10899','A606-9','ergyeZjcjuly', 'UB')
('SL22517-2022-11-02-10801','S451-1','gzQVBwxJRfE', 'LB')
('SL22517-2022-11-02-10802','S451-2','ooFMo', 'MB')
('SL22517-2022-11-02-10803','S451-3','YopOV', 'UB')
('AC12058-2022-11-01-10902','A606-12','BbUrvDCUZOdmo', 'SU')
('SL22517-2022-11-01-10706','S447-2','UALP', 'MB')
('AC04652-2022-11-01-11061','A615-9','lwRbY', 'UB')
('AC22517-2022-11-01-10934','A608-8','QV', 'LB')
('AC04652-2022-11-01-11087','A616-17','DqDlODfDVVOyTggx', 'SL')
('SL12058-2022-11-01-10702','S446-22','jxojiKXC', 'UB')
('SL22517-2022-11-02-10839','S452-15','oRDWIHV', 'SL')
('SL04652-2022-11-02-10859','S453-11','ApGa', 'UB')
('AC22517-2022-11-02-10952','A609-8','OqmkNYzmrRgkmm', 'LB')
('SL22517-2022-11-01-10747','S448-19','nGTjfCkY', 'UB')
('SL04652-2022-11-02-10863','S453-15','GrRtYmhSuAlR', 'SL')
('SL22517-2022-11-02-10848','S452-24','aSqfXvlDl', 'SU')
('AC04652-2022-11-02-10960','A609-16','wjwVTzYckM', 'UB')
('AC12058-2022-11-01-10947','A609-3','usJkr', 'UB')
('AC04652-2022-11-01-11153','A620-11','vjviZGJAd', 'SL')
('AC22517-2022-11-01-11000','A612-2','UsVBWFoSMulyulDr', 'LB')
('AC12058-2022-11-01-11006','A612-8','iTBB', 'LB')
('SL04652-2022-11-01-10894','S454-22','vTyRcXmPspCDEMQt', 'UB')
('AC12058-2022-11-01-11032','A613-16','jK', 'UB')
('SL04652-2022-11-01-10915','S455-19','tEFtWwDd', 'UB')
('AC04652-2022-11-02-11046','A614-12','YZiQGqMfgfQeTKv', 'SU')
('SL04652-2022-11-01-10922','S456-2','VZdAauCtqoopsdmx', 'MB')
('SL22517-2022-11-01-10868','S453-20','VDZHPr', 'LB')
('SL04652-2022-11-02-10971','S458-3','vgjguEEuqKl', 'UB')
('AC22517-2022-11-01-11076','A616-6','TrZZzWuE', 'SU')
('AC04652-2022-11-01-11230','A624-16','MaEVfkfQaaiYtS', 'UB')
('SL22517-2022-11-02-11001','S459-9','gi', 'LB')
('SL04652-2022-11-01-11003','S459-11','b', 'UB')
('AC04652-2022-11-02-11109','A618-3','YQqm', 'UB')
('AC22517-2022-11-02-11086','A616-16','lwewUUKepCm', 'UB')
('AC22517-2022-11-01-11112','A618-6','a', 'SU')
('AC04652-2022-11-01-11268','A626-18','mdkpdXU', 'SU')
('SL12058-2022-11-01-10880','S454-8','tlo', 'SU')
('SL22517-2022-11-02-11007','S459-15','rGEqbIE', 'SL')
('SL04652-2022-11-01-11022','S460-6','sTEGq', 'UB')
('SL04652-2022-11-01-11023','S460-7','RMeNuSygEzJ', 'SL')
('SL22517-2022-11-02-11027','S460-11','mVmyxREDB', 'UB')
('AC12058-2022-11-01-11154','A620-12','dF', 'SU')
('SL22517-2022-11-02-11035','S460-19','ibghKhoyLoC', 'UB')
('SL04652-2022-11-01-11037','S460-21','WXkMApfnCS', 'MB')
('SL22517-2022-11-02-11048','S461-8','ZJXyDLrBvpdFo', 'SU')
('SL22517-2022-11-01-10955','S457-11','VeiVlmEKH', 'UB')
('AC04652-2022-11-02-11161','A621-1','RlaAEtrjWXo', 'LB')
('AC22517-2022-11-01-11148','A620-6','XcGyM', 'SU')
('SL22517-2022-11-02-11049','S461-9','iAGCB', 'LB')
('AC22517-2022-11-01-11150','A620-8','zcdWrKXetseNz', 'LB')
('SL04652-2022-11-02-11061','S461-21','kdDiMLcNGKOdItUd', 'MB')
('AC04652-2022-11-02-11196','A622-18','YyssBEVzilGwRgLR', 'SU')
('SL22517-2022-11-01-10988','S458-20','QnTpYITZWr', 'LB')
('AC22517-2022-11-02-11155','A620-13','YEIDXWDURrp', 'LB')
('SL22517-2022-11-02-11099','S463-11','j', 'UB')
('SL04652-2022-11-02-11098','S463-10','xQEjBsCMlcpX', 'MB')
('SL04652-2022-11-01-11090','S463-2','zwmdvrAJds', 'MB')
('SL22517-2022-11-02-11111','S463-23','RgauhVvhTuuqhtM', 'SL')
('AC22517-2022-11-02-11177','A621-17','VEOgN', 'SL')
('SL04652-2022-11-02-11120','S464-8','COE', 'SU')
('AC04652-2022-11-02-11239','A625-7','XxudKQdyxBb', 'LB')
('SL04652-2022-11-01-11105','S463-17','JpYQKoUrmnHR', 'LB')
('AC22517-2022-11-01-11212','A623-16','WcPaOEdHLK', 'UB')
('AC22517-2022-11-01-11213','A623-17','xTzqwPwe', 'SL')
('AC22517-2022-11-01-11214','A623-18','iEVKTiCd', 'SU')
('SL22517-2022-11-01-11037','S460-21','FDt', 'MB')
('SL22517-2022-11-01-11038','S460-22','BRhlkKqnAlRE', 'UB')
('SL12058-2022-11-01-11005','S459-13','cXNqNgllnjBU', 'MB')
('AC12058-2022-11-01-11247','A625-15','hOKySh', 'UB')
('SL04652-2022-11-02-11136','S464-24','YyTPWbBQOkuebVvg', 'SU')
('AC04652-2022-11-01-11404','A634-10','CajQhO', 'UB')
('AC22517-2022-11-02-11201','A623-5','Pnuf', 'SL')
('AC22517-2022-11-02-11216','A624-2','qziYQCSmWpN', 'LB')
('AC04652-2022-11-02-11301','A628-15','YEOYSyyqaNmMEPUR', 'UB')
('AC22517-2022-11-02-11255','A626-5','IduUoyM', 'SL')
('AC04652-2022-11-01-11455','A637-7','xmDUk', 'LB')
('AC22517-2022-11-02-11266','A626-16','GrgzXeCrXLGur', 'UB')
('AC12058-2022-11-01-11391','A633-15','kzvgSGYxTG', 'UB')
('AC22517-2022-11-02-11359','A632-1','eWhGtqzXZbXL', 'LB')
('AC04652-2022-11-02-11397','A634-3','bwZsBWfGv', 'UB')
('AC04652-2022-11-01-11560','A643-4','YZjtupcJUx', 'UB')
('SL12058-2022-11-01-11165','S466-5','PMVeLrgeKERsesSK', 'MB')
('AC04652-2022-11-02-11410','A634-16','ixpVSLZ', 'UB')
('SL04652-2022-11-01-11288','S471-8','kAwCTemeVXitJG', 'SU')
('SL22517-2022-11-02-11296','S471-16','LRKh', 'SU')
('AC22517-2022-11-02-11387','A633-11','PresKAM', 'SL')
('SL04652-2022-11-02-11365','S474-13','cklcjK', 'MB')
('AC12058-2022-11-01-11479','A638-13','XzfSobYHna', 'LB')
('AC04652-2022-11-02-11479','A638-13','BznzUyHgKcPvEQ', 'LB')
('SL22517-2022-11-01-11317','S472-13','nuVJ', 'MB')
('SL04652-2022-11-02-11399','S475-23','nDXTB', 'SL')
('AC22517-2022-11-01-11510','A640-8','wWEfxYUVPqoq', 'LB')
('SL22517-2022-11-01-11326','S472-22','LnuSVhgMfKWE', 'UB')
('AC12058-2022-11-01-11516','A640-14','raBtcH', 'LB')
('AC12058-2022-11-01-11517','A640-15','tcRfZodITcKON', 'UB')
('AC04652-2022-11-01-11691','A650-9','aEaA', 'UB')
('SL12058-2022-11-01-11338','S473-10','vlHBxevp', 'MB')
('AC04652-2022-11-01-11741','A653-5','WDHELacMbgt', 'SL')
('AC12058-2022-11-01-11582','A644-8','VEOvlyYpyt', 'LB')
('SL22517-2022-11-02-11466','S478-18','eq', 'MB')
('AC22517-2022-11-01-11582','A644-8','o', 'LB')
('SL12058-2022-11-01-11350','S473-22','PsLPyRxS', 'UB')
('AC22517-2022-11-01-11585','A644-11','rZ', 'SL')
('AC22517-2022-11-01-11590','A644-16','JpaZ', 'UB')
('AC22517-2022-11-01-11591','A644-17','KYYkzBXI', 'SL')
('SL22517-2022-11-01-11383','S475-7','XDlrNANWPPn', 'SL')
('SL04652-2022-11-02-11494','S479-22','MLBKuIcYOZvxKe', 'UB')
('SL22517-2022-11-02-11489','S479-17','eN', 'LB')
('AC12058-2022-11-01-11598','A645-6','lnJNMZEECrxbfG', 'SU')
('SL22517-2022-11-01-11398','S475-22','iUl', 'UB')
('SL04652-2022-11-01-11474','S479-2','Gxek', 'MB')
('SL22517-2022-11-02-11494','S479-22','xQ', 'UB')
('AC12058-2022-11-01-11601','A645-9','owGt', 'UB')
('SL04652-2022-11-02-11505','S480-9','aABecgFSvNWcmZ', 'LB')
('AC04652-2022-11-01-11817','A657-9','ZLRInS', 'UB')
('AC04652-2022-11-01-11864','A660-2','rsnieRxfKJlZicP', 'LB')
('SL04652-2022-11-02-11580','S483-12','ahDnaRGSl', 'LB')
('AC04652-2022-11-01-11874','A660-12','o', 'SU')
('SL12058-2022-11-01-11471','S478-23','hTTtrwaPMEu', 'SL')
('AC22517-2022-11-01-11682','A649-18','bbKNRee', 'SU')
('AC22517-2022-11-01-11683','A650-1','kBJKTfvvRmidH', 'LB')
('AC04652-2022-11-02-11706','A651-6','vvDSjJkILsg', 'SU')
('AC04652-2022-11-01-11881','A661-1','spQQwaobkkhWyKzA', 'LB')
('AC04652-2022-11-02-11708','A651-8','ZaQLe', 'LB')
('AC22517-2022-11-01-11690','A650-8','BvZ', 'LB')
('SL04652-2022-11-01-11564','S482-20','EQzLMZIIHhL', 'LB')
('SL04652-2022-11-02-11599','S484-7','prMIOMIFDmQoo', 'SL')
('AC04652-2022-11-02-11713','A651-13','mqOH', 'LB')
('AC22517-2022-11-02-11674','A649-10','fP', 'UB')
('SL22517-2022-11-01-11519','S480-23','CRydmaNEPyLEJk', 'SL')
('AC22517-2022-11-02-11676','A649-12','WRyfito', 'SU')
('AC22517-2022-11-01-11712','A651-12','ZeQrHUVjH', 'SU')
('SL04652-2022-11-02-11619','S485-3','bRbQF', 'UB')
('AC22517-2022-11-01-11724','A652-6','krLmBsQpOijNHq', 'SU')
('SL04652-2022-11-02-11636','S485-20','KlkVBoNsM', 'LB')
('AC04652-2022-11-01-11929','A663-13','wDzgkPldRTto', 'LB')
('SL12058-2022-11-01-11511','S480-15','UzNgzfJjZBtoGZMN', 'SL')
('AC22517-2022-11-01-11727','A652-9','pYrVszop', 'UB')
('AC22517-2022-11-02-11691','A650-9','fscuU', 'UB')
('SL22517-2022-11-01-11545','S482-1','dIFlqLWreeypZ', 'LB')
('SL12058-2022-11-01-11518','S480-22','NKXWksCKoaOJTo', 'UB')
('AC22517-2022-11-01-11734','A652-16','UwMw', 'UB')
('SL12058-2022-11-01-11520','S480-24','LBhlexsqZCrh', 'SU')
('AC22517-2022-11-02-11698','A650-16','CXpCKmkZpscRfTE', 'UB')
('AC04652-2022-11-01-11936','A664-2','F', 'LB')
('AC04652-2022-11-02-11758','A654-4','uTcWDNhZtZahk', 'UB')
('AC22517-2022-11-02-11702','A651-2','aB', 'LB')
('AC04652-2022-11-02-11759','A654-5','QOgZEiUErg', 'SL')
('AC22517-2022-11-02-11704','A651-4','qUjXqHKdLw', 'UB')
('AC04652-2022-11-01-11943','A664-9','wbzeyYnJW', 'UB')
('AC04652-2022-11-01-11947','A664-13','XNDFbIGwFOYvXrr', 'LB')
('AC04652-2022-11-01-11957','A665-5','XFcdm', 'SL')
('SL04652-2022-11-01-11630','S485-14','qscsiGFYZfKYhcLz', 'UB')
('AC12058-2022-11-01-11755','A654-1','FXVICfO', 'LB')
('SL04652-2022-11-02-11665','S487-1','PazRbejy', 'LB')
('SL12058-2022-11-01-11538','S481-18','icHjulUVX', 'MB')
('SL22517-2022-11-02-11667','S487-3','pKqwmyruzoB', 'UB')
('AC04652-2022-11-02-11781','A655-9','TBOrFT', 'UB')
('AC12058-2022-11-01-11759','A654-5','GIituUmUU', 'SL')
('AC22517-2022-11-02-11724','A652-6','BmI', 'SU')
('SL22517-2022-11-01-11583','S483-15','fWFcTooGvyyP', 'SL')
('AC04652-2022-11-02-11785','A655-13','WZGXWQUfYnQc', 'LB')
('SL04652-2022-11-02-11705','S488-17','Jm', 'LB')
('SL12058-2022-11-01-11576','S483-8','FVLs', 'SU')
('SL22517-2022-11-02-11700','S488-12','daHqgYqYJXfgjKCR', 'LB')
('SL12058-2022-11-01-11578','S483-10','fADKr', 'MB')
('AC04652-2022-11-02-11810','A657-2','BZGygpfQKlm', 'LB')
('AC22517-2022-11-02-11757','A654-3','HccXaa', 'UB')
('SL12058-2022-11-01-11586','S483-18','WmCDWwBWQW', 'MB')
('AC22517-2022-11-01-11803','A656-13','DyxLxd', 'LB')
('AC12058-2022-11-01-11804','A656-14','jMafKPPAOvtric', 'LB')
('SL22517-2022-11-02-11714','S489-2','jXAqMRZGArmc', 'MB')
('SL04652-2022-11-01-11682','S487-18','SVYa', 'MB')
('SL22517-2022-11-02-11739','S490-3','I', 'UB')
('AC04652-2022-11-02-11846','A659-2','bbwaP', 'LB')
('AC22517-2022-11-01-11827','A658-1','KTiV', 'LB')
('AC22517-2022-11-01-11829','A658-3','HxlaMJgsSLcbbJU', 'UB')
('AC22517-2022-11-01-11847','A659-3','UWA', 'UB')
('SL12058-2022-11-01-11634','S485-18','Anhg', 'MB')
('AC04652-2022-11-01-12054','A670-12','tde', 'SU')
('AC22517-2022-11-01-11858','A659-14','aosuNSUnJ', 'LB')
('AC04652-2022-11-01-12066','A671-6','gxPUGOR', 'SU')
('SL22517-2022-11-02-11772','S491-12','kMXYCc', 'LB')
('AC22517-2022-11-02-11817','A657-9','GbQoyFv', 'UB')
('SL04652-2022-11-01-11731','S489-19','u', 'UB')
('AC22517-2022-11-02-11819','A657-11','X', 'SL')
('SL12058-2022-11-01-11643','S486-3','deFw', 'UB')
('AC04652-2022-11-01-12070','A671-10','aDJ', 'UB')
('AC04652-2022-11-02-11880','A660-18','mGiA', 'SU')
('SL04652-2022-11-02-11783','S491-23','lOoGgNmepdzO', 'SL')
('AC12058-2022-11-01-11858','A659-14','Blb', 'LB')
('SL04652-2022-11-02-11786','S492-2','tpQWpRCnNEuX', 'MB')
('AC22517-2022-11-01-11863','A660-1','uWBfmEJfvGnx', 'LB')
('AC12058-2022-11-01-11860','A659-16','yQKKUDFE', 'UB')
('AC04652-2022-11-02-11888','A661-8','wZyddJHar', 'LB')
('AC22517-2022-11-01-11867','A660-5','lXcIVbXBCjGUJ', 'SL')
('SL04652-2022-11-01-11747','S490-11','qtrb', 'UB')
('SL22517-2022-11-01-11710','S488-22','qardaqaXbBnhIpeQ', 'UB')
('SL04652-2022-11-01-11759','S490-23','ahdtna', 'SL')
('AC04652-2022-11-02-11902','A662-4','uEAiGeGinG', 'UB')
('SL22517-2022-11-01-11714','S489-2','qWWYjbOuw', 'MB')
('AC12058-2022-11-01-11884','A661-4','EbgvCsyweojy', 'UB')
('AC04652-2022-11-01-12101','A673-5','NHQuyordFeCLTyET', 'SL')
('AC04652-2022-11-01-12102','A673-6','RIKmYyBt', 'SU')
('SL04652-2022-11-02-11823','S493-15','WQNsYtlknz', 'SL')
('AC12058-2022-11-01-11892','A661-12','iOzidMpVLUf', 'SU')
('SL04652-2022-11-02-11826','S493-18','kEP', 'MB')
('SL04652-2022-11-01-11771','S491-11','TkjrYQrK', 'UB')
('SL04652-2022-11-01-11772','S491-12','rhE', 'LB')
('SL22517-2022-11-02-11816','S493-8','nqZOLttmkDPFQ', 'SU')
('SL22517-2022-11-02-11821','S493-13','VQAfyNOsVj', 'MB')
('AC04652-2022-11-02-11938','A664-4','TgFo', 'UB')
('AC22517-2022-11-01-11919','A663-3','AwXcx', 'UB')
('AC04652-2022-11-01-12128','A674-14','gxFdehrFGm', 'LB')
('AC12058-2022-11-01-11914','A662-16','KnicS', 'UB')
('AC04652-2022-11-01-12129','A674-15','qVXXcqEKm', 'UB')
('SL22517-2022-11-02-11830','S493-22','QvssRs', 'UB')
('AC12058-2022-11-01-11918','A663-2','VmgakReihhXu', 'LB')
('AC22517-2022-11-02-11891','A661-11','oKf', 'SL')
('SL22517-2022-11-01-11755','S490-19','aZUKBBQmyp', 'UB')
('AC12058-2022-11-01-11950','A664-16','pBUrQmuZjVihlgAY', 'UB')
('AC22517-2022-11-02-11912','A662-14','NV', 'LB')
('SL22517-2022-11-02-11860','S495-4','prGamZh', 'LB')
('SL04652-2022-11-02-11865','S495-9','DFIGJGhIDzNP', 'LB')
('SL22517-2022-11-01-11789','S492-5','qDEIOgswKpT', 'MB')
('SL04652-2022-11-01-11818','S493-10','GMVYw', 'MB')
('AC22517-2022-11-01-11955','A665-3','CUnZG', 'UB')
('AC12058-2022-11-01-11957','A665-5','pw', 'SL')
('AC22517-2022-11-01-11961','A665-9','ryeVx', 'UB')
('SL22517-2022-11-01-11806','S492-22','ztEQtypIiSw', 'UB')
('AC22517-2022-11-02-11940','A664-6','hpLNXJdqlp', 'SU')
