('SL12058-2022-11-01-9','S1-9','xNtE', 'LB')
('SL22517-2022-11-02-8716','S364-4','MgvYvk', 'LB')
('AC22517-2022-11-02-8847','A492-9','JIuIlNM', 'UB')
('AC12058-2022-11-01-8741','A486-11','FbNgXOtlYo', 'SL')
('SL22517-2022-11-01-8647','S361-7','xNUqvckQftEGY', 'SL')
('AC22517-2022-11-01-8646','A481-6','piRfcq', 'SU')
('AC12058-2022-11-01-8747','A486-17','yVRaHCcWumHhp', 'SL')
('AC22517-2022-11-01-8647','A481-7','xI', 'LB')
('AC22517-2022-11-01-8648','A481-8','jQRL', 'LB')
('SL12058-2022-11-01-8697','S363-9','vLKNQmtPaXQou', 'LB')
('AC22517-2022-11-01-8650','A481-10','CKojdPzUx', 'UB')
('SL04652-2022-11-02-8746','S365-10','ZpmyGSHPaIzISi', 'MB')
('SL22517-2022-11-02-8735','S364-23','GFoczqPgIb', 'SL')
('SL04652-2022-11-01-8654','S361-14','G', 'UB')
('SL04652-2022-11-02-8750','S365-14','QolgfspyWeKcA', 'UB')
('AC12058-2022-11-01-8752','A487-4','zygNKt', 'UB')
('AC04652-2022-11-02-8654','A481-14','vift', 'LB')
('SL04652-2022-11-01-8658','S361-18','fiCIt', 'MB')
('SL22517-2022-11-02-8742','S365-6','xS', 'UB')
('AC04652-2022-11-02-8656','A481-16','qOZEwiKyXskZl', 'UB')
('AC12058-2022-11-01-8756','A487-8','DyNFuJwefO', 'LB')
('AC22517-2022-11-02-8866','A493-10','cJzgGDq', 'UB')
('AC04652-2022-11-02-8660','A482-2','vl', 'LB')
('AC22517-2022-11-02-8870','A493-14','Zf', 'LB')
('AC22517-2022-11-02-8871','A493-15','LrhTewZ', 'UB')
('SL04652-2022-11-02-8766','S366-6','pBCRbmHTTSOxO', 'UB')
('AC22517-2022-11-02-8876','A494-2','FIURAiv', 'LB')
('AC12058-2022-11-01-8761','A487-13','TZHAbLsCwnqgyh', 'LB')
('AC12058-2022-11-01-8762','A487-14','ExM', 'LB')
('SL04652-2022-11-01-8669','S362-5','pUXT', 'MB')
('SL04652-2022-11-02-8771','S366-11','w', 'UB')
('SL22517-2022-11-01-8678','S362-14','tjtjtcwDxnJNNO', 'UB')
('SL12058-2022-11-01-8713','S364-1','U', 'LB')
('AC22517-2022-11-01-8669','A482-11','U', 'SL')
('SL22517-2022-11-02-8758','S365-22','IAOkAvX', 'UB')
('SL12058-2022-11-01-8719','S364-7','AbdqrcBGfrWzDR', 'SL')
('AC22517-2022-11-01-8672','A482-14','WPHTlsQiyDo', 'LB')
('SL22517-2022-11-02-8761','S366-1','Fk', 'LB')
('AC22517-2022-11-02-8889','A494-15','drezqGAtw', 'UB')
('SL12058-2022-11-01-8720','S364-8','PFfwvSVnCOw', 'SU')
('SL22517-2022-11-02-8764','S366-4','ihRZoqAMPVOLpY', 'LB')
('AC04652-2022-11-02-8671','A482-13','FykqTVoTDYXzDcFD', 'LB')
('AC04652-2022-11-02-8672','A482-14','LPz', 'LB')
('SL04652-2022-11-02-8781','S366-21','Lb', 'MB')
('SL22517-2022-11-02-8767','S366-7','tD', 'SL')
('AC22517-2022-11-01-8676','A482-18','IdJlBk', 'SU')
('SL22517-2022-11-01-8689','S363-1','rUzDngLcjXSLdHNf', 'LB')
('AC22517-2022-11-01-8678','A483-2','beiFSCV', 'LB')
('SL12058-2022-11-01-8729','S364-17','wUiRPQG', 'LB')
('AC04652-2022-11-02-8678','A483-2','WvcmnHHk', 'LB')
('AC22517-2022-11-01-8684','A483-8','dYkBPrLoTaCKYeUM', 'LB')
('SL04652-2022-11-01-8686','S362-22','EYNBZalYlKbNVyUF', 'UB')
('SL12058-2022-11-01-8736','S364-24','FlvqeeihdvjsQcg', 'SU')
('SL04652-2022-11-01-8691','S363-3','TwCzYeCBbkp', 'UB')
('SL22517-2022-11-02-8776','S366-16','oSznA', 'SU')
('AC04652-2022-11-01-8812','A490-10','TYAQKlYFEwq', 'UB')
('SL22517-2022-11-01-8698','S363-10','yXdgOFyW', 'MB')
('SL04652-2022-11-02-8789','S367-5','k', 'MB')
('SL04652-2022-11-01-8694','S363-6','jHgGhpTkzWB', 'UB')
('AC22517-2022-11-02-8908','A495-16','XLjCqsmAzKo', 'UB')
('AC04652-2022-11-01-8815','A490-13','qxNktrtyXtcqOR', 'LB')
('AC04652-2022-11-02-8685','A483-9','lzUUVljeoKiu', 'UB')
('AC22517-2022-11-01-8695','A484-1','XebOQTp', 'LB')
('AC22517-2022-11-01-8696','A484-2','DMCAdlWGxaoLGE', 'LB')
('AC04652-2022-11-01-8818','A490-16','q', 'UB')
('AC04652-2022-11-02-8689','A483-13','BlspFViLs', 'LB')
('SL04652-2022-11-02-8796','S367-12','hJhvXzqkaG', 'LB')
('SL04652-2022-11-02-8797','S367-13','rNtqpLoBjmX', 'MB')
('AC12058-2022-11-01-8785','A489-1','zNEyAMrW', 'LB')
('SL22517-2022-11-01-8706','S363-18','xrjYYVxJTsyU', 'MB')
('AC12058-2022-11-01-8787','A489-3','KuiFWrtDUiLkIG', 'UB')
('SL04652-2022-11-02-8801','S367-17','TZSIByoO', 'LB')
('SL22517-2022-11-02-8789','S367-5','tM', 'MB')
('SL22517-2022-11-02-8790','S367-6','qVjjSFSvKuvfc', 'UB')
('AC12058-2022-11-01-8790','A489-6','rhSSLtNoNqbnDIX', 'SU')
('SL12058-2022-11-01-8753','S365-17','UphdaFLOQWsUms', 'LB')
('AC04652-2022-11-02-8695','A484-1','YKamSTZDrNpFPznZ', 'LB')
('AC12058-2022-11-01-8792','A489-8','SgtlzSdGvwpUfo', 'LB')
('SL12058-2022-11-01-8754','S365-18','KwkMdCLiRbQ', 'MB')
('SL22517-2022-11-02-8794','S367-10','igN', 'MB')
('SL04652-2022-11-02-8810','S368-2','yp', 'MB')
('SL04652-2022-11-01-8710','S363-22','mSFRzmIQGn', 'UB')
('SL22517-2022-11-01-8712','S363-24','OgOh', 'SU')
('SL04652-2022-11-02-8814','S368-6','gwUl', 'UB')
('AC04652-2022-11-01-8834','A491-14','SXsTwWP', 'LB')
('AC12058-2022-11-01-8799','A489-15','wyEllOvbdvJBfn', 'UB')
('SL12058-2022-11-01-8757','S365-21','unx', 'MB')
('AC04652-2022-11-01-8842','A492-4','QWWDVls', 'UB')
('SL04652-2022-11-02-8825','S368-17','THVBkvdY', 'LB')
('SL04652-2022-11-02-8828','S368-20','bdNge', 'LB')
('AC04652-2022-11-02-8707','A484-13','lXf', 'LB')
('AC22517-2022-11-01-8719','A485-7','XJlVhWbWXAy', 'LB')
('SL04652-2022-11-02-8831','S368-23','gyiBwKTOP', 'SL')
('SL22517-2022-11-01-8724','S364-12','wtUxzCQVP', 'LB')
('SL22517-2022-11-02-8808','S367-24','EycvVZGy', 'SU')
('SL04652-2022-11-01-8727','S364-15','GlHapPQREqLy', 'SL')
('SL04652-2022-11-02-8835','S369-3','wcfAkvQZHQw', 'UB')
('AC12058-2022-11-01-8811','A490-9','GIk', 'UB')
('SL04652-2022-11-01-8729','S364-17','ITKJSXXW', 'LB')
('AC04652-2022-11-02-8715','A485-3','cRFlkwdoTRU', 'UB')
('AC12058-2022-11-01-8815','A490-13','uvfx', 'LB')
('AC22517-2022-11-01-8727','A485-15','NYApChzV', 'UB')
('AC04652-2022-11-01-8856','A492-18','hYAZ', 'SU')
('SL04652-2022-11-01-8736','S364-24','jvIprk', 'SU')
('AC12058-2022-11-01-8816','A490-14','frHZ', 'LB')
('SL22517-2022-11-02-8817','S368-9','tF', 'LB')
('SL04652-2022-11-02-8843','S369-11','DjnWDrIqwcao', 'UB')
('SL12058-2022-11-01-8772','S366-12','ddhmpiNMZZAdUq', 'LB')
('AC04652-2022-11-02-8721','A485-9','ZfBNXTzl', 'UB')
('SL22517-2022-11-01-8737','S365-1','rgWSROBrT', 'LB')
('AC04652-2022-11-01-8858','A493-2','aCgTYtVUAxjTZpS', 'LB')
('SL04652-2022-11-02-8846','S369-14','XmKmFzSpapOI', 'UB')
('SL04652-2022-11-02-8847','S369-15','ywyTnze', 'SL')
('SL22517-2022-11-02-8826','S368-18','uF', 'MB')
('SL22517-2022-11-02-8827','S368-19','YVYUvrqLhvcFW', 'UB')
('SL12058-2022-11-01-8778','S366-18','UkcHYbwmNLUI', 'MB')
('SL22517-2022-11-01-8743','S365-7','rnOtI', 'SL')
('AC22517-2022-11-01-8735','A486-5','cBSCICjClgMO', 'SL')
('AC22517-2022-11-02-8958','A498-12','DX', 'SU')
('AC04652-2022-11-02-8731','A486-1','EoYBHEgK', 'LB')
('AC04652-2022-11-02-8732','A486-2','JXmODtzlsfw', 'LB')
('AC12058-2022-11-01-8827','A491-7','PhXX', 'LB')
('SL04652-2022-11-01-8752','S365-16','ZuuMWSOY', 'SU')
('SL04652-2022-11-01-8753','S365-17','BGZMKrnE', 'LB')
('SL04652-2022-11-02-8862','S370-6','lHTwm', 'UB')
('AC04652-2022-11-01-8873','A493-17','dnZBiHtf', 'SL')
('SL22517-2022-11-02-8836','S369-4','ThmI', 'LB')
('SL12058-2022-11-01-8795','S367-11','TeFIPeYnhpmTXRW', 'UB')
('SL04652-2022-11-01-8758','S365-22','SEAjEPZaoY', 'UB')
('AC12058-2022-11-01-8833','A491-13','AN', 'LB')
('AC12058-2022-11-01-8834','A491-14','fGiOcfg', 'LB')
('SL22517-2022-11-02-8839','S369-7','xHlRdWxDWMf', 'SL')
('SL12058-2022-11-01-8797','S367-13','jmwTrGloxbxmrp', 'MB')
('AC04652-2022-11-02-8743','A486-13','TAmbCAfOFdU', 'LB')
('AC22517-2022-11-02-8975','A499-11','vvpimAoBMAGYIS', 'SL')
('AC22517-2022-11-01-8746','A486-16','YnqiWEbNqqWYZa', 'UB')
('AC12058-2022-11-01-8839','A492-1','zuwoT', 'LB')
('AC04652-2022-11-01-8879','A494-5','PpafBOYoVgwIO', 'SL')
('AC22517-2022-11-01-8748','A486-18','YW', 'SU')
('SL22517-2022-11-02-8844','S369-12','QTFk', 'LB')
('SL04652-2022-11-01-8768','S366-8','spNxeDxi', 'SU')
('AC04652-2022-11-01-8881','A494-7','VD', 'LB')
('SL22517-2022-11-01-8756','S365-20','GAkZtg', 'LB')
('SL04652-2022-11-02-8877','S370-21','c', 'MB')
('AC22517-2022-11-01-8752','A487-4','PxUxUwkHn', 'UB')
('SL04652-2022-11-01-8777','S366-17','ZiBDkseBnawg', 'LB')
('AC04652-2022-11-02-8750','A487-2','W', 'LB')
('AC12058-2022-11-01-8846','A492-8','wNIyajoIA', 'LB')
('AC04652-2022-11-02-8752','A487-4','SfaZThpVegmIG', 'UB')
('AC04652-2022-11-01-8889','A494-15','qovIWY', 'UB')
('SL04652-2022-11-01-8780','S366-20','MGqtDMmfj', 'LB')
('AC22517-2022-11-01-8757','A487-9','nCFwWJ', 'UB')
('AC04652-2022-11-02-8753','A487-5','nc', 'SL')
('AC12058-2022-11-01-8851','A492-13','xjslfVKdBs', 'LB')
('SL22517-2022-11-02-8860','S370-4','sQfAzUPIdkqe', 'LB')
('AC04652-2022-11-01-8897','A495-5','uGg', 'SL')
('AC22517-2022-11-01-8761','A487-13','obDJIikaq', 'LB')
('SL22517-2022-11-01-8776','S366-16','RfF', 'SU')
('AC22517-2022-11-01-8763','A487-15','zFLWDIASuq', 'UB')
('AC04652-2022-11-01-8899','A495-7','gj', 'LB')
('AC22517-2022-11-02-8995','A500-13','ZhmKpjScfBZ', 'LB')
('AC04652-2022-11-02-8763','A487-15','nhhFlnv', 'UB')
('SL04652-2022-11-01-8788','S367-4','xtfRjsBUDvgkvbd', 'LB')
('SL12058-2022-11-01-8825','S368-17','fEQUCGYTnqqOWa', 'LB')
('SL22517-2022-11-02-8872','S370-16','qoXbAbG', 'SU')
('AC22517-2022-11-02-9003','A501-3','qyBYhOGQtAggzfGb', 'UB')
('AC04652-2022-11-02-8766','A487-18','F', 'SU')
('AC22517-2022-11-02-9005','A501-5','fYhWINYB', 'SL')
('AC22517-2022-11-02-9006','A501-6','BlTukDNzMlRt', 'SU')
('AC12058-2022-11-01-8866','A493-10','j', 'UB')
('AC22517-2022-11-01-8775','A488-9','EYAmgQYMoN', 'UB')
('SL04652-2022-11-02-8905','S372-1','Q', 'LB')
('SL04652-2022-11-01-8794','S367-10','xwl', 'MB')
('AC22517-2022-11-01-8776','A488-10','BlqsowWe', 'UB')
('AC22517-2022-11-01-8777','A488-11','EpORSWgADjMO', 'SL')
('AC22517-2022-11-01-8778','A488-12','iPevFCAtEFNHIHyN', 'SU')
('SL22517-2022-11-01-8796','S367-12','UEsOGxnBuS', 'LB')
('SL04652-2022-11-01-8799','S367-15','bCwFlMNjSOyHfuqP', 'SL')
('SL04652-2022-11-02-8910','S372-6','keSGASrtCtTDKMg', 'UB')
('AC22517-2022-11-02-9014','A501-14','udPkGyIUOdvr', 'LB')
('AC22517-2022-11-02-9015','A501-15','eqnzFEEvMpJT', 'UB')
('SL04652-2022-11-01-8804','S367-20','qnLRbeGQYLaHVGV', 'LB')
('SL22517-2022-11-02-8883','S371-3','DhDNiitpnssUo', 'UB')
('AC22517-2022-11-01-8789','A489-5','HEnomawJT', 'SL')
('SL12058-2022-11-01-8847','S369-15','SZdWhkBamEazjxkj', 'SL')
('SL22517-2022-11-02-8891','S371-11','rXTloEMhvYamrKK', 'UB')
('AC22517-2022-11-02-9029','A502-11','VZzqtoSoWbQcUn', 'SL')
('AC04652-2022-11-02-8779','A488-13','HhPJYnGngRvCm', 'LB')
('SL22517-2022-11-02-8896','S371-16','tjxYb', 'SU')
('SL04652-2022-11-01-8814','S368-6','lsDGnDyjicJ', 'UB')
('AC12058-2022-11-01-8886','A494-12','oYKyGxv', 'SU')
('AC12058-2022-11-01-8887','A494-13','YeOtaYuMN', 'LB')
('SL22517-2022-11-01-8810','S368-2','aOuHjVSTEb', 'MB')
('AC04652-2022-11-02-8784','A488-18','LTYBwmIj', 'SU')
('AC22517-2022-11-02-9041','A503-5','hDbUCMfxYb', 'SL')
('SL04652-2022-11-01-8820','S368-12','Iso', 'LB')
('SL12058-2022-11-01-8858','S370-2','f', 'MB')
('SL22517-2022-11-02-8905','S372-1','MGjzy', 'LB')
('SL22517-2022-11-02-8906','S372-2','OmiTEIIoF', 'MB')
('SL12058-2022-11-01-8861','S370-5','qfJtIUHNwlbif', 'MB')
('AC12058-2022-11-01-8891','A494-17','PFMJaOpjJ', 'SL')
('SL04652-2022-11-02-8929','S373-1','kqtPbLKYaUp', 'LB')
('SL22517-2022-11-01-8821','S368-13','lQZIgyxrZD', 'MB')
('SL12058-2022-11-01-8862','S370-6','igFe', 'UB')
('SL22517-2022-11-02-8909','S372-5','UUMUonLwXkb', 'MB')
('AC12058-2022-11-01-8902','A495-10','QsoMKZL', 'UB')
('SL04652-2022-11-01-8831','S368-23','c', 'SL')
('AC12058-2022-11-01-8903','A495-11','wSVcvvwdAHqXiT', 'SL')
('AC22517-2022-11-01-8815','A490-13','DuQH', 'LB')
('AC04652-2022-11-01-8951','A498-5','qXVL', 'SL')
('AC12058-2022-11-01-8905','A495-13','C', 'LB')
('AC04652-2022-11-01-8953','A498-7','rvaYXfiHYM', 'LB')
('SL22517-2022-11-02-8921','S372-17','oMZRlGjgnRw', 'LB')
('SL04652-2022-11-01-8837','S369-5','iz', 'MB')
('SL22517-2022-11-02-8927','S372-23','dSJ', 'SL')
('SL22517-2022-11-02-8928','S372-24','oMD', 'SU')
('SL22517-2022-11-02-8931','S373-3','xfZbzm', 'UB')
('SL04652-2022-11-02-8948','S373-20','N', 'LB')
('SL04652-2022-11-02-8949','S373-21','ChcjvmKtHsOsVJ', 'MB')
('AC04652-2022-11-02-8812','A490-10','gGBOsa', 'UB')
('SL04652-2022-11-01-8846','S369-14','Qd', 'UB')
('SL22517-2022-11-02-8936','S373-8','AVVXUUZjWHmjV', 'SU')
('SL04652-2022-11-02-8954','S374-2','Hv', 'MB')
('SL12058-2022-11-01-8886','S371-6','NvDRjdnoRTzE', 'UB')
('SL04652-2022-11-02-8956','S374-4','eMZDHaZagZTwH', 'LB')
('SL12058-2022-11-01-8890','S371-10','g', 'MB')
('AC22517-2022-11-01-8832','A491-12','auFW', 'SU')
('SL04652-2022-11-01-8855','S369-23','NQqUCkpcAPbLyd', 'SL')
('SL12058-2022-11-01-8894','S371-14','DRdrWUDdlFr', 'UB')
('AC12058-2022-11-01-8926','A496-16','yv', 'UB')
('AC04652-2022-11-01-8979','A499-15','lvqhuhnBzxOXwai', 'UB')
('AC12058-2022-11-01-8928','A496-18','APhNAVMBaT', 'SU')
('SL22517-2022-11-01-8860','S370-4','pxk', 'LB')
('SL22517-2022-11-01-8861','S370-5','sJgIuSFd', 'MB')
('AC04652-2022-11-01-8981','A499-17','GgqjEaBql', 'SL')
('AC22517-2022-11-02-9085','A505-13','LskP', 'LB')
('AC04652-2022-11-01-8984','A500-2','PodyIPbeURGv', 'LB')
('SL04652-2022-11-02-8973','S374-21','DawixPNzrYS', 'MB')
('AC12058-2022-11-01-8931','A497-3','jeboxHVgHkKZA', 'UB')
('AC22517-2022-11-01-8845','A492-7','kCcl', 'LB')
('SL04652-2022-11-01-8867','S370-11','h', 'UB')
('AC22517-2022-11-01-8850','A492-12','fL', 'SU')
('AC12058-2022-11-01-8935','A497-7','Tbo', 'LB')
('AC04652-2022-11-02-8833','A491-13','ZCrWXTQOSXTVL', 'LB')
('AC04652-2022-11-02-8834','A491-14','wQsehHj', 'LB')
('AC12058-2022-11-01-8936','A497-8','ruBwrGV', 'LB')
('AC04652-2022-11-02-8836','A491-16','fZvWmQRqfDSeapEa', 'UB')
('AC04652-2022-11-02-8837','A491-17','BGhJxfygGwGH', 'SL')
('AC04652-2022-11-02-8838','A491-18','bq', 'SU')
('SL04652-2022-11-01-8876','S370-20','RYTGfI', 'LB')
('SL04652-2022-11-02-8980','S375-4','ktzEtwT', 'LB')
('AC04652-2022-11-02-8840','A492-2','yqa', 'LB')
('AC22517-2022-11-02-9097','A506-7','EHzonzfTjrfX', 'LB')
('AC04652-2022-11-01-8998','A500-16','PtwCxHxSkltxTX', 'UB')
('SL04652-2022-11-02-8983','S375-7','VcmMTzFrfoJQhuO', 'SL')
('AC04652-2022-11-02-8843','A492-5','PN', 'SL')
('SL22517-2022-11-01-8876','S370-20','dITahQr', 'LB')
('AC04652-2022-11-02-8847','A492-9','FvdeL', 'UB')
('SL12058-2022-11-01-8922','S372-18','mJKCgPzm', 'MB')
('AC12058-2022-11-01-8951','A498-5','FaWSPnweauzOM', 'SL')
('SL12058-2022-11-01-8926','S372-22','np', 'UB')
('SL12058-2022-11-01-8927','S372-23','vpKNFhkfQrxNt', 'SL')
('AC22517-2022-11-02-9108','A506-18','YX', 'SU')
('SL12058-2022-11-01-8932','S373-4','raWOjvTC', 'LB')
('AC04652-2022-11-01-9008','A501-8','EUrFF', 'LB')
('AC22517-2022-11-01-8872','A493-16','SrwDaKmrNakZgm', 'UB')
('AC12058-2022-11-01-8955','A498-9','SDKWthikLpuDVNNN', 'UB')
('AC04652-2022-11-02-8855','A492-17','QHOSJ', 'SL')
('SL04652-2022-11-01-8908','S372-4','YTNGEfyJfXrm', 'LB')
('AC22517-2022-11-01-8875','A494-1','SmpApnKDoAv', 'LB')
('SL22517-2022-11-02-8997','S375-21','J', 'MB')
('AC04652-2022-11-01-9016','A501-16','ovEEpYDMQcK', 'UB')
('SL22517-2022-11-01-8889','S371-9','flxPXfTLOQE', 'LB')
('SL12058-2022-11-01-8948','S373-20','JsrYuxpyQHkZ', 'LB')
('SL12058-2022-11-01-8949','S373-21','vJhW', 'MB')
('AC04652-2022-11-02-8863','A493-7','z', 'LB')
('SL22517-2022-11-01-8895','S371-15','phuwcwQWn', 'SL')
('SL04652-2022-11-02-8999','S375-23','OQQRRWNDgF', 'SL')
('SL04652-2022-11-01-8916','S372-12','yoQSRpNQGbxlS', 'LB')
('AC04652-2022-11-02-8870','A493-14','jAKOWHvJVKv', 'LB')
('SL04652-2022-11-02-9001','S376-1','hFXfPbFaDl', 'LB')
('AC12058-2022-11-01-8966','A499-2','kf', 'LB')
('SL12058-2022-11-01-8961','S374-9','VbCJLAXaym', 'LB')
('AC22517-2022-11-01-8880','A494-6','dnPuHcTMPi', 'SU')
('AC22517-2022-11-01-8883','A494-9','ftEzKpFGc', 'UB')
('AC04652-2022-11-02-8878','A494-4','gwwS', 'UB')
('SL22517-2022-11-02-9010','S376-10','XPm', 'MB')
('SL04652-2022-11-01-8924','S372-20','JKz', 'LB')
('AC22517-2022-11-01-8887','A494-13','awMTTqUyNh', 'LB')
('SL22517-2022-11-01-8912','S372-8','ogN', 'SU')
('AC22517-2022-11-01-8889','A494-15','BQpdNTnwlBFpiNtG', 'UB')
('AC04652-2022-11-01-9037','A503-1','J', 'LB')
('AC22517-2022-11-02-9129','A508-3','MfahCSObSbfD', 'UB')
('AC12058-2022-11-01-8976','A499-12','oEKoLMByv', 'SU')
('SL04652-2022-11-02-9015','S376-15','seWWepwXkKSx', 'SL')
('AC04652-2022-11-02-8892','A494-18','sku', 'SU')
('AC22517-2022-11-01-8896','A495-4','zCTztDFcRkx', 'UB')
('AC22517-2022-11-02-9138','A508-12','XlEP', 'SU')
('SL12058-2022-11-01-8982','S375-6','UKGzymYBvTS', 'UB')
('SL22517-2022-11-01-8925','S372-21','IQoFAlmNndlGImx', 'MB')
('AC04652-2022-11-01-9047','A503-11','DSdX', 'SL')
('AC22517-2022-11-01-8902','A495-10','AXgA', 'UB')
('SL22517-2022-11-01-8927','S372-23','bwQpF', 'SL')
('AC12058-2022-11-01-8988','A500-6','HFaLeTdmtvSwS', 'SU')
('SL22517-2022-11-02-9033','S377-9','qzLIoIWAWe', 'LB')
('AC12058-2022-11-01-8990','A500-8','ciNNzPUTzzJMqh', 'LB')
('AC04652-2022-11-01-9051','A503-15','kptVwtW', 'UB')
('SL04652-2022-11-01-8936','S373-8','inrb', 'SU')
('SL22517-2022-11-01-8931','S373-3','xbSRX', 'UB')
('AC22517-2022-11-02-9148','A509-4','gWPFMPwagsZ', 'UB')
('AC12058-2022-11-01-8997','A500-15','YktnIpyh', 'UB')
('AC22517-2022-11-01-8908','A495-16','uPVsTbDTRA', 'UB')
('AC22517-2022-11-01-8909','A495-17','WSsY', 'SL')
('AC12058-2022-11-01-9000','A500-18','UVALkv', 'SU')
('AC04652-2022-11-01-9054','A503-18','FIGtT', 'SU')
('SL22517-2022-11-02-9039','S377-15','s', 'SL')
('SL22517-2022-11-01-8937','S373-9','LDAIpnUSzAJaKFL', 'LB')
('SL12058-2022-11-01-8998','S375-22','jSEnrfJ', 'UB')
('SL04652-2022-11-01-8940','S373-12','fzAZvOl', 'LB')
('AC12058-2022-11-01-9005','A501-5','XAgWB', 'SL')
('SL04652-2022-11-02-9034','S377-10','t', 'MB')
('SL12058-2022-11-01-9003','S376-3','jVoMXZrvUokmGhcx', 'UB')
('SL04652-2022-11-01-8944','S373-16','mThN', 'SU')
('SL22517-2022-11-01-8943','S373-15','dcraLruSedZWYoDs', 'SL')
('AC22517-2022-11-01-8918','A496-8','gTPzTKUpXaaXwdQ', 'LB')
('SL04652-2022-11-02-9038','S377-14','CvojLlfOYD', 'UB')
('SL22517-2022-11-02-9051','S378-3','PhNKLF', 'UB')
('SL22517-2022-11-01-8951','S373-23','jqDwLqmISv', 'SL')
('AC04652-2022-11-02-8923','A496-13','CNBNorKHGRajThY', 'LB')
('AC22517-2022-11-01-8927','A496-17','QtTwWvPomy', 'SL')
('SL04652-2022-11-02-9044','S377-20','fZGMqxLPmcqgZ', 'LB')
('SL12058-2022-11-01-9014','S376-14','pDTPGJkrmrm', 'UB')
('AC12058-2022-11-01-9022','A502-4','UdenBjIEiDHheO', 'UB')
('SL04652-2022-11-01-8954','S374-2','BAbtsxZ', 'MB')
('SL12058-2022-11-01-9016','S376-16','Zr', 'SU')
('AC04652-2022-11-01-9070','A504-16','emmAvn', 'UB')
('AC04652-2022-11-01-9071','A504-17','Iluvp', 'SL')
('SL22517-2022-11-01-8964','S374-12','ZopdEjZzbIFoLJ', 'LB')
('AC04652-2022-11-02-8936','A497-8','VUmrg', 'LB')
('SL04652-2022-11-02-9050','S378-2','HNuqSa', 'MB')
('SL22517-2022-11-01-8969','S374-17','shCqOezaRXX', 'LB')
('SL04652-2022-11-02-9054','S378-6','VqpsDoarXbrElvrK', 'UB')
('AC22517-2022-11-01-8936','A497-8','GAZ', 'LB')
('AC12058-2022-11-01-9036','A502-18','MrMqaMpS', 'SU')
('AC22517-2022-11-02-9181','A511-1','eBKVxfqxqUFfD', 'LB')
('AC04652-2022-11-01-9082','A505-10','wDtNSB', 'UB')
('SL04652-2022-11-01-8965','S374-13','VqVl', 'MB')
('AC12058-2022-11-01-9038','A503-2','CMWTpiiPyysOMs', 'LB')
('AC22517-2022-11-02-9185','A511-5','WlhcLrNRhcZ', 'SL')
('AC04652-2022-11-01-9084','A505-12','ebbX', 'SU')
('AC04652-2022-11-02-8957','A498-11','dRtNcEfb', 'SL')
('AC12058-2022-11-01-9045','A503-9','OSledsFSffn', 'UB')
('SL12058-2022-11-01-9047','S377-23','OMhmAVLaB', 'SL')
('AC22517-2022-11-02-9197','A511-17','DEWHWePlN', 'SL')
('AC04652-2022-11-02-8958','A498-12','kQWm', 'SU')
('SL22517-2022-11-01-8986','S375-10','aDnhoqv', 'MB')
('SL04652-2022-11-02-9069','S378-21','tzPrwKDrpGn', 'MB')
('SL04652-2022-11-01-8981','S375-5','keo', 'MB')
('SL12058-2022-11-01-9053','S378-5','ebkaXghKsG', 'MB')
('SL04652-2022-11-02-9072','S378-24','GNSzbaV', 'SU')
('AC22517-2022-11-01-8956','A498-10','YVuYQnxBeNUlPzF', 'UB')
('SL12058-2022-11-01-9058','S378-10','YVmJl', 'MB')
('SL04652-2022-11-02-9076','S379-4','xqHj', 'LB')
('SL12058-2022-11-01-9059','S378-11','JoOvHKyxH', 'UB')
('SL12058-2022-11-01-9060','S378-12','JnqrEet', 'LB')
('AC04652-2022-11-02-8968','A499-4','HkAgZ', 'UB')
('SL22517-2022-11-02-9087','S379-15','WDyZqoPXFezw', 'SL')
('SL04652-2022-11-01-8994','S375-18','HBvlWWC', 'MB')
('AC12058-2022-11-01-9061','A504-7','le', 'LB')
('AC12058-2022-11-01-9062','A504-8','jqxsNsf', 'LB')
('AC04652-2022-11-01-9109','A507-1','xNSwdiufL', 'LB')
('AC22517-2022-11-01-8963','A498-17','CKThpqvQ', 'SL')
('AC04652-2022-11-01-9115','A507-7','DndEGPketFeMHuX', 'LB')
('AC04652-2022-11-01-9116','A507-8','EhqC', 'LB')
('SL04652-2022-11-01-8998','S375-22','GECxvycZMPagji', 'UB')
('SL04652-2022-11-01-8999','S375-23','gwJaeFWKmFckDL', 'SL')
('AC22517-2022-11-02-9214','A512-16','OuZuCwdeBQ', 'UB')
('AC04652-2022-11-01-9119','A507-11','hgrU', 'SL')
('SL04652-2022-11-01-9002','S376-2','KCNcCy', 'MB')
('AC22517-2022-11-01-8971','A499-7','rxNRAiH', 'LB')
('AC12058-2022-11-01-9075','A505-3','cquNIAgYSZ', 'UB')
('SL22517-2022-11-02-9098','S380-2','WGCWwDnrDiXHrZ', 'MB')
('SL22517-2022-11-02-9099','S380-3','lrIP', 'UB')
('AC22517-2022-11-01-8974','A499-10','TurqqPhHew', 'UB')
('SL22517-2022-11-02-9101','S380-5','EzIKhXmdpaPwhD', 'MB')
('AC04652-2022-11-01-9126','A507-18','ROBeYF', 'SU')
('SL04652-2022-11-01-9006','S376-6','rcstfidYSSp', 'UB')
('AC04652-2022-11-02-8980','A499-16','dAmshhepQDo', 'UB')
('AC22517-2022-11-01-8977','A499-13','E', 'LB')
('SL22517-2022-11-02-9109','S380-13','KfwtJ', 'MB')
