('AC12058-2022-11-01-9672','A538-6','IVQyAsy', 'SU')
('SL22517-2022-11-01-11332','S473-4','voyvudV', 'LB')
('AC22517-2022-11-01-11304','A628-18','RDUT', 'SU')
('AC22517-2022-11-02-11428','A635-16','zal', 'UB')
('AC04652-2022-11-02-11430','A635-18','OauJZO', 'SU')
('AC04652-2022-11-02-11431','A636-1','JTcFxQsXVJb', 'LB')
('AC12058-2022-11-01-11270','A627-2','dl', 'LB')
('AC22517-2022-11-02-11430','A635-18','A', 'SU')
('SL22517-2022-11-02-11432','S477-8','wWL', 'SU')
('SL22517-2022-11-02-11433','S477-9','uOUeBJeAbmoB', 'LB')
('AC04652-2022-11-01-11432','A636-2','tQ', 'LB')
('SL22517-2022-11-01-11336','S473-8','hVgZrCXVbLgY', 'SU')
('SL22517-2022-11-01-11337','S473-9','RgovjX', 'LB')
('AC04652-2022-11-02-11434','A636-4','mlaJNUndHe', 'UB')
('SL22517-2022-11-02-11437','S477-13','KzpkHX', 'MB')
('AC22517-2022-11-02-11434','A636-4','JxAJQ', 'UB')
('AC22517-2022-11-02-11435','A636-5','eKOgMxEqeAjynfAV', 'SL')
('AC04652-2022-11-02-11436','A636-6','vbUy', 'SU')
('SL04652-2022-11-01-11480','S479-8','sYBGMXZbK', 'SU')
('SL12058-2022-11-01-11290','S471-10','yGU', 'MB')
('SL04652-2022-11-01-11482','S479-10','RAMjwYC', 'MB')
('AC22517-2022-11-02-11436','A636-6','EjRnRCna', 'SU')
('AC22517-2022-11-02-11437','A636-7','xUbNbh', 'LB')
('SL04652-2022-11-01-11484','S479-12','PmKrJkwobQDAxEog', 'LB')
('AC22517-2022-11-02-11444','A636-14','MldBYkKQqQtPwZOM', 'LB')
('SL04652-2022-11-01-11488','S479-16','kyrTnlCpZ', 'SU')
('SL22517-2022-11-01-11343','S473-15','hStTT', 'SL')
('AC04652-2022-11-01-11445','A636-15','W', 'UB')
('AC12058-2022-11-01-11278','A627-10','aHhKCEtR', 'UB')
('SL12058-2022-11-01-11302','S471-22','PzddjDAPWWpqo', 'UB')
('AC04652-2022-11-02-11442','A636-12','zlfLjwU', 'SU')
('SL04652-2022-11-02-11332','S473-4','c', 'LB')
('SL22517-2022-11-02-11447','S477-23','VCIzhLDnUhxQJI', 'SL')
('SL04652-2022-11-01-11493','S479-21','r', 'MB')
('AC04652-2022-11-02-11443','A636-13','vaKy', 'LB')
('AC12058-2022-11-01-11284','A627-16','zDL', 'UB')
('AC04652-2022-11-02-11445','A636-15','muNhxKOzl', 'UB')
('SL22517-2022-11-02-11451','S478-3','QOBQCcyQbl', 'UB')
('SL12058-2022-11-01-11306','S472-2','AQrHtSIuyNwEvh', 'MB')
('AC22517-2022-11-01-11323','A630-1','GbrABfaelj', 'LB')
('AC22517-2022-11-01-11324','A630-2','TUtyTlfFLpgFv', 'LB')
('AC22517-2022-11-02-11452','A637-4','urwGtvvKIbQTuZ', 'UB')
('SL04652-2022-11-01-11497','S480-1','JuCSsWQz', 'LB')
('SL04652-2022-11-02-11336','S473-8','EhESf', 'SU')
('AC22517-2022-11-02-11453','A637-5','axyex', 'SL')
('AC12058-2022-11-01-11289','A628-3','vTXJamiPISeUev', 'UB')
('AC12058-2022-11-01-11290','A628-4','RIfruDXEgV', 'UB')
('SL22517-2022-11-02-11454','S478-6','FnZqskzqEIAJLXHG', 'UB')
('AC22517-2022-11-02-11456','A637-8','sXgY', 'LB')
('SL22517-2022-11-02-11457','S478-9','S', 'LB')
('SL04652-2022-11-01-11501','S480-5','ovbGtokQm', 'MB')
('AC04652-2022-11-02-11450','A637-2','yhUwO', 'LB')
('SL04652-2022-11-02-11341','S473-13','KwZDktSb', 'MB')
('SL22517-2022-11-01-11356','S474-4','vaOAMhlS', 'LB')
('SL04652-2022-11-02-11342','S473-14','AkjWcAOvhZ', 'UB')
('AC04652-2022-11-02-11451','A637-3','jw', 'UB')
('AC04652-2022-11-02-11452','A637-4','ceduzQfQgQQTC', 'UB')
('SL04652-2022-11-02-11345','S473-17','zymsRiBqIYFzedE', 'LB')
('SL12058-2022-11-01-11312','S472-8','xvwXeVX', 'SU')
('AC04652-2022-11-02-11453','A637-5','ctFeFblmGS', 'SL')
('AC04652-2022-11-02-11454','A637-6','AVyZzMRq', 'SU')
('SL04652-2022-11-02-11349','S473-21','pzRQyMftu', 'MB')
('SL04652-2022-11-02-11350','S473-22','UZsEh', 'UB')
('SL04652-2022-11-01-11505','S480-9','GMSMLSnsht', 'LB')
('AC12058-2022-11-01-11300','A628-14','vKucNdctDsV', 'LB')
('SL22517-2022-11-01-11358','S474-6','AsxDKLbV', 'UB')
('AC12058-2022-11-01-11302','A628-16','wemLCwvEUwsGOrGL', 'UB')
('SL04652-2022-11-02-11355','S474-3','JptUsKYN', 'UB')
('AC04652-2022-11-01-11458','A637-10','XzktMuIa', 'UB')
('AC12058-2022-11-01-11304','A628-18','OkLXN', 'SU')
('AC04652-2022-11-02-11458','A637-10','B', 'UB')
('SL22517-2022-11-01-11364','S474-12','x', 'LB')
('AC04652-2022-11-01-11460','A637-12','HSlH', 'SU')
('SL04652-2022-11-01-11507','S480-11','YlraiawGD', 'UB')
('AC04652-2022-11-01-11461','A637-13','CEnjjk', 'LB')
('SL12058-2022-11-01-11321','S472-17','SvwOHhGUzve', 'LB')
('SL22517-2022-11-02-11471','S478-23','tLHDCGvha', 'SL')
('SL04652-2022-11-02-11359','S474-7','plsHs', 'SL')
('SL22517-2022-11-01-11367','S474-15','RdgzD', 'SL')
('SL04652-2022-11-02-11360','S474-8','fPpcURWPNl', 'SU')
('AC04652-2022-11-01-11462','A637-14','A', 'LB')
('AC22517-2022-11-02-11466','A637-18','qJVOp', 'SU')
('SL04652-2022-11-01-11508','S480-12','GqTYCv', 'LB')
('SL04652-2022-11-01-11509','S480-13','DzQfFk', 'MB')
('AC22517-2022-11-02-11469','A638-3','t', 'UB')
('SL22517-2022-11-02-11475','S479-3','LssnEbWFJGraLBa', 'UB')
('AC04652-2022-11-01-11464','A637-16','NyX', 'UB')
('SL04652-2022-11-01-11513','S480-17','av', 'LB')
('AC22517-2022-11-01-11335','A630-13','gFfU', 'LB')
('AC12058-2022-11-01-11309','A629-5','hMAlI', 'SL')
('SL12058-2022-11-01-11322','S472-18','jfKctuQkIGUzSls', 'MB')
('SL04652-2022-11-01-11515','S480-19','UhQLcSmops', 'UB')
('SL12058-2022-11-01-11326','S472-22','icbVeIbuLcocMYVk', 'UB')
('SL12058-2022-11-01-11330','S473-2','bZ', 'MB')
('SL04652-2022-11-01-11519','S480-23','pvZmhopdeSDFxNp', 'SL')
('SL04652-2022-11-02-11364','S474-12','suSMIQKaFZAD', 'LB')
('SL22517-2022-11-01-11371','S474-19','czfxKTDjzr', 'UB')
('AC22517-2022-11-02-11475','A638-9','bBm', 'UB')
('AC22517-2022-11-01-11342','A631-2','eGQXSizDVc', 'LB')
('SL04652-2022-11-01-11522','S481-2','KCAxMUFABpnaMqCY', 'MB')
('AC04652-2022-11-02-11469','A638-3','GeeRWdH', 'UB')
('SL04652-2022-11-02-11370','S474-18','yWJSAXw', 'MB')
('SL04652-2022-11-02-11371','S474-19','tVhxAWNwGGd', 'UB')
('SL04652-2022-11-01-11523','S481-3','avWgQQNgH', 'UB')
('SL22517-2022-11-01-11377','S475-1','TCHfO', 'LB')
('SL04652-2022-11-02-11375','S474-23','ZNNnGxLH', 'SL')
('SL22517-2022-11-01-11378','S475-2','KhatUlHKmR', 'MB')
('AC22517-2022-11-02-11478','A638-12','kQeOLFAOuNJmCe', 'SU')
('SL12058-2022-11-01-11335','S473-7','fSGuRnlWkKqTAoiv', 'SL')
('SL04652-2022-11-02-11378','S475-2','lzkLoMtruTqc', 'MB')
('SL04652-2022-11-02-11379','S475-3','Bql', 'UB')
('SL22517-2022-11-01-11380','S475-4','xxHw', 'LB')
('SL04652-2022-11-02-11381','S475-5','UKhTl', 'MB')
('AC04652-2022-11-01-11477','A638-11','YMqqzcXyr', 'SL')
('AC22517-2022-11-02-11484','A638-18','JOcdyK', 'SU')
('AC04652-2022-11-01-11479','A638-13','mHFtRhtfBauFiI', 'LB')
('SL22517-2022-11-01-11384','S475-8','FxscxJt', 'SU')
('AC12058-2022-11-01-11321','A629-17','GQVzltrL', 'SL')
('SL04652-2022-11-02-11385','S475-9','HFBaxs', 'LB')
('SL22517-2022-11-01-11386','S475-10','bAIDTPdohblRI', 'MB')
('SL22517-2022-11-02-11494','S479-22','Gu', 'UB')
('AC22517-2022-11-02-11487','A639-3','zAdop', 'UB')
('SL04652-2022-11-02-11387','S475-11','gKSbMdIfEYgzvld', 'UB')
('AC22517-2022-11-02-11488','A639-4','dINuYXzaQi', 'UB')
('SL12058-2022-11-01-11344','S473-16','vcEEQhOxBVkl', 'SU')
('AC04652-2022-11-01-11481','A638-15','NHcZEmblSBX', 'UB')
('AC22517-2022-11-01-11353','A631-13','C', 'LB')
('SL04652-2022-11-01-11536','S481-16','GnYevQHpyqgAC', 'SU')
('SL12058-2022-11-01-11346','S473-18','hQGSaIu', 'MB')
('SL12058-2022-11-01-11347','S473-19','EWHTRFHORXfIYE', 'UB')
('AC22517-2022-11-02-11492','A639-8','vaFKqcSLd', 'LB')
('SL12058-2022-11-01-11349','S473-21','RvccKk', 'MB')
('SL04652-2022-11-02-11391','S475-15','VFzTiDJzhIERyQI', 'SL')
('AC04652-2022-11-02-11486','A639-2','KyDrhSTncN', 'LB')
('AC04652-2022-11-01-11486','A639-2','gxIGTPuM', 'LB')
('AC04652-2022-11-02-11487','A639-3','D', 'UB')
('AC22517-2022-11-02-11495','A639-11','FuTzcr', 'SL')
('AC04652-2022-11-01-11488','A639-4','WOCCKJeWtblgy', 'UB')
('AC22517-2022-11-01-11358','A631-18','zwXccLfTWo', 'SU')
('SL04652-2022-11-01-11540','S481-20','NmYtIhMURmkgRHze', 'LB')
('AC12058-2022-11-01-11329','A630-7','koAficZiRGxXCp', 'LB')
('SL04652-2022-11-02-11395','S475-19','eGSftvupp', 'UB')
('AC12058-2022-11-01-11330','A630-8','oVlM', 'LB')
('SL22517-2022-11-01-11396','S475-20','yfDOyioUvLXaM', 'LB')
('SL22517-2022-11-02-11504','S480-8','QNPIvDCQL', 'SU')
('SL22517-2022-11-02-11505','S480-9','CzGVCvYgObsfDGv', 'LB')
('AC04652-2022-11-02-11492','A639-8','gPNDdXOZnyRRA', 'LB')
('SL12058-2022-11-01-11356','S474-4','VDaiRzUgNZGNb', 'LB')
('SL04652-2022-11-01-11544','S481-24','dOLaIfAYT', 'SU')
('AC04652-2022-11-01-11493','A639-9','AlDStBo', 'UB')
('SL12058-2022-11-01-11358','S474-6','zcqguVGzsFoFMb', 'UB')
('AC22517-2022-11-01-11361','A632-3','UGadmIQCoFHk', 'UB')
('SL22517-2022-11-02-11508','S480-12','Uxs', 'LB')
('SL12058-2022-11-01-11360','S474-8','Bz', 'SU')
('SL22517-2022-11-02-11509','S480-13','EnyuDrHPsfvCj', 'MB')
('SL04652-2022-11-01-11546','S482-2','oVdvpWUn', 'MB')
('SL04652-2022-11-01-11547','S482-3','FQoFO', 'UB')
('SL04652-2022-11-01-11548','S482-4','EeNhmtyG', 'LB')
('SL04652-2022-11-01-11549','S482-5','ZXBtRtqSKKodxQ', 'MB')
('AC22517-2022-11-02-11503','A640-1','WYfu', 'LB')
('SL22517-2022-11-02-11512','S480-16','mPMqDZaHySCRYE', 'SU')
('SL22517-2022-11-02-11513','S480-17','d', 'LB')
('AC04652-2022-11-01-11500','A639-16','pjsP', 'UB')
('AC04652-2022-11-02-11499','A639-15','LPBcFMgyOx', 'UB')
('AC04652-2022-11-01-11501','A639-17','ZOlVrLjCAu', 'SL')
('AC04652-2022-11-02-11500','A639-16','GBJOFYYsqF', 'UB')
('SL22517-2022-11-02-11517','S480-21','j', 'MB')
('AC04652-2022-11-02-11502','A639-18','qLvg', 'SU')
('SL22517-2022-11-02-11519','S480-23','WObVwcNBnwO', 'SL')
('AC04652-2022-11-02-11504','A640-2','ULDlwQiodiWuRVRs', 'LB')
('SL22517-2022-11-02-11521','S481-1','vbNhhMMq', 'LB')
('SL04652-2022-11-01-11553','S482-9','EaboUpThJJiyyKu', 'LB')
('SL22517-2022-11-02-11522','S481-2','VZ', 'MB')
('AC04652-2022-11-02-11507','A640-5','GgfHfiSKodxunTj', 'SL')
('SL22517-2022-11-02-11524','S481-4','luDkVblLvkv', 'LB')
('AC04652-2022-11-01-11506','A640-4','RoQQRvywqUtfqWsL', 'UB')
('SL04652-2022-11-02-11403','S476-3','gJJH', 'UB')
('SL22517-2022-11-01-11406','S476-6','nRbezXnkgxB', 'UB')
('SL22517-2022-11-01-11407','S476-7','UAmssLjCc', 'SL')
('AC04652-2022-11-02-11513','A640-11','mIvLLtnjkZ', 'SL')
('SL22517-2022-11-02-11527','S481-7','ihlQqFmDMbp', 'SL')
('AC12058-2022-11-01-11340','A630-18','t', 'SU')
('AC04652-2022-11-02-11515','A640-13','VkGC', 'LB')
('SL22517-2022-11-02-11528','S481-8','nKHX', 'SU')
('AC22517-2022-11-02-11510','A640-8','gLGnYYaGtZsSNIT', 'LB')
('SL22517-2022-11-01-11410','S476-10','C', 'MB')
('AC12058-2022-11-01-11341','A631-1','GGQvxVwKf', 'LB')
('AC22517-2022-11-01-11365','A632-7','EOsraRqTUsFfVQ', 'LB')
('AC12058-2022-11-01-11342','A631-2','amKvkLhesA', 'LB')
('AC22517-2022-11-01-11366','A632-8','wDevx', 'LB')
('AC04652-2022-11-02-11521','A641-1','wwTLofU', 'LB')
('AC04652-2022-11-02-11522','A641-2','dObeEdHOOOWILFRF', 'LB')
('AC04652-2022-11-01-11513','A640-11','GPNuADApV', 'SL')
('SL22517-2022-11-02-11531','S481-11','LMt', 'UB')
('AC04652-2022-11-02-11523','A641-3','aMI', 'UB')
('AC12058-2022-11-01-11345','A631-5','aXDDVSYHWk', 'SL')
('SL22517-2022-11-02-11532','S481-12','XFG', 'LB')
('AC22517-2022-11-01-11369','A632-11','orOdlVy', 'SL')
('SL22517-2022-11-01-11415','S476-15','qydYo', 'SL')
('SL04652-2022-11-01-11566','S482-22','bL', 'UB')
('AC22517-2022-11-02-11517','A640-15','kbRHkXmBcG', 'UB')
('SL22517-2022-11-02-11534','S481-14','KMRZ', 'UB')
('AC04652-2022-11-01-11519','A640-17','CHVn', 'SL')
('SL04652-2022-11-01-11570','S483-2','qhSaJNBQRlSTBZi', 'MB')
('AC04652-2022-11-02-11530','A641-10','xXCIrkuvVIfvwcB', 'UB')
('SL22517-2022-11-01-11417','S476-17','MPDmhcfmM', 'LB')
('SL04652-2022-11-01-11571','S483-3','RkyOdcqUvvVstan', 'UB')
('SL22517-2022-11-02-11540','S481-20','O', 'LB')
('SL22517-2022-11-02-11541','S481-21','flPwUbHcOLojcJUv', 'MB')
('AC22517-2022-11-01-11378','A633-2','hddFHsJSUNvtiH', 'LB')
('SL12058-2022-11-01-11378','S475-2','qUEKU', 'MB')
('SL22517-2022-11-02-11543','S481-23','xgW', 'SL')
('AC22517-2022-11-01-11381','A633-5','kHUOxdqPoSk', 'SL')
('AC22517-2022-11-02-11522','A641-2','jZznkgq', 'LB')
('AC04652-2022-11-01-11526','A641-6','A', 'SU')
('AC04652-2022-11-02-11535','A641-15','RPKUmpDKkKc', 'UB')
('AC12058-2022-11-01-11358','A631-18','ELhHWPtFnrGRa', 'SU')
('AC04652-2022-11-01-11528','A641-8','Q', 'LB')
('AC22517-2022-11-01-11386','A633-10','DDgCRHELuxvC', 'UB')
('AC12058-2022-11-01-11359','A632-1','KJVSMyuuXcbxylZ', 'LB')
('AC22517-2022-11-01-11387','A633-11','smVyUfVfSaW', 'SL')
('SL22517-2022-11-01-11422','S476-22','tAbdVuWf', 'UB')
('AC04652-2022-11-02-11539','A642-1','edRp', 'LB')
('SL22517-2022-11-01-11423','S476-23','EhaVGxIgNfAD', 'SL')
('SL12058-2022-11-01-11389','S475-13','htdxeZyckYnplQD', 'MB')
('AC04652-2022-11-02-11542','A642-4','IBEfJlZTfNV', 'UB')
('SL12058-2022-11-01-11392','S475-16','TNRIjxjutvo', 'SU')
('SL04652-2022-11-02-11432','S477-8','WpwfgmgsTV', 'SU')
('SL04652-2022-11-02-11433','S477-9','hXHoN', 'LB')
('AC12058-2022-11-01-11362','A632-4','OVcthMtJbeWZlz', 'UB')
('SL04652-2022-11-01-11583','S483-15','ebTb', 'SL')
('AC22517-2022-11-01-11391','A633-15','okQsnn', 'UB')
('SL22517-2022-11-01-11432','S477-8','bgK', 'SU')
('AC22517-2022-11-01-11394','A633-18','jixvhEZPFjDpm', 'SU')
('SL04652-2022-11-01-11587','S483-19','GbvcRkkVymXY', 'UB')
('SL22517-2022-11-02-11553','S482-9','ENbCClVh', 'LB')
('SL22517-2022-11-02-11554','S482-10','UTvmBqMYQC', 'MB')
('SL04652-2022-11-02-11438','S477-14','WdDCyecoSQCAdql', 'UB')
('SL12058-2022-11-01-11399','S475-23','jGUVPHLbckfVn', 'SL')
('AC04652-2022-11-01-11534','A641-14','RZae', 'LB')
('SL22517-2022-11-02-11560','S482-16','xyF', 'SU')
('AC04652-2022-11-02-11553','A642-15','W', 'UB')
('AC12058-2022-11-01-11369','A632-11','VXtBEVPKcFIBaD', 'SL')
('AC22517-2022-11-02-11530','A641-10','A', 'UB')
('AC04652-2022-11-01-11539','A642-1','AbwCss', 'LB')
('AC22517-2022-11-02-11533','A641-13','XA', 'LB')
('AC04652-2022-11-01-11540','A642-2','CgLnQWEMa', 'LB')
('SL04652-2022-11-02-11444','S477-20','iWMGvyvlyuky', 'LB')
('AC12058-2022-11-01-11373','A632-15','UG', 'UB')
('AC22517-2022-11-02-11539','A642-1','XOcpKYqjlgA', 'LB')
('AC22517-2022-11-01-11400','A634-6','qsxCGWK', 'SU')
('SL22517-2022-11-01-11445','S477-21','uTzpENdx', 'MB')
('SL04652-2022-11-02-11449','S478-1','B', 'LB')
('AC12058-2022-11-01-11375','A632-17','kRkh', 'SL')
('AC22517-2022-11-01-11403','A634-9','uqABvenk', 'UB')
('SL04652-2022-11-02-11451','S478-3','fwjJEucYzunes', 'UB')
('AC04652-2022-11-01-11544','A642-6','W', 'SU')
('AC04652-2022-11-02-11560','A643-4','KysXifdIfcCdUwJ', 'UB')
('AC22517-2022-11-01-11404','A634-10','hXGffW', 'UB')
('AC04652-2022-11-02-11562','A643-6','DalEwxXHbUEuqh', 'SU')
('AC04652-2022-11-01-11546','A642-8','dirfRngPCxj', 'LB')
('AC04652-2022-11-01-11547','A642-9','EurEtBprkLWejrH', 'UB')
('SL12058-2022-11-01-11411','S476-11','zocHpbWtbYzuLQn', 'UB')
('AC04652-2022-11-02-11564','A643-8','bdcgFEbyQAO', 'LB')
('AC22517-2022-11-02-11550','A642-12','qsYQWKDgoGPslDOS', 'SU')
('AC22517-2022-11-01-11406','A634-12','OlSYcbMwvHTrh', 'SU')
('AC04652-2022-11-02-11566','A643-10','fVBhPvjZRPF', 'UB')
('AC22517-2022-11-01-11409','A634-15','e', 'UB')
('SL04652-2022-11-02-11457','S478-9','FGrlkpw', 'LB')
('AC22517-2022-11-02-11553','A642-15','yKqDcrPBaMN', 'UB')
('AC22517-2022-11-01-11410','A634-16','qiRRbM', 'UB')
('AC12058-2022-11-01-11383','A633-7','YDYAAT', 'LB')
('SL22517-2022-11-01-11455','S478-7','bxerwbB', 'SL')
('SL22517-2022-11-01-11456','S478-8','Hk', 'SU')
('AC04652-2022-11-01-11554','A642-16','gGSAIPKTZYiJZ', 'UB')
('SL04652-2022-11-01-11605','S484-13','iPE', 'MB')
('SL22517-2022-11-02-11578','S483-10','Fe', 'MB')
('SL22517-2022-11-01-11458','S478-10','xcKnbWFTxNYlMYe', 'MB')
('SL22517-2022-11-02-11580','S483-12','ZBPu', 'LB')
('AC04652-2022-11-02-11573','A643-17','gDfrsQXEWQ', 'SL')
('SL04652-2022-11-01-11609','S484-17','xBEP', 'LB')
('AC12058-2022-11-01-11391','A633-15','dZESBPhGKuZwn', 'UB')
('AC22517-2022-11-01-11414','A635-2','jnyXoh', 'LB')
('SL22517-2022-11-02-11583','S483-15','sFYdxyrYhFZk', 'SL')
('SL04652-2022-11-01-11611','S484-19','jnLJUTreLZGEWI', 'UB')
('SL22517-2022-11-02-11584','S483-16','LrK', 'SU')
('AC04652-2022-11-02-11577','A644-3','vF', 'UB')
('SL22517-2022-11-01-11464','S478-16','YNVMbRy', 'SU')
('AC22517-2022-11-02-11555','A642-17','JegYYgqTilgnm', 'SL')
('AC12058-2022-11-01-11394','A633-18','DyuLlFKiHqil', 'SU')
('AC22517-2022-11-01-11417','A635-5','wQzpeTbPuuAek', 'SL')
('SL22517-2022-11-02-11588','S483-20','SzFVRd', 'LB')
('SL12058-2022-11-01-11417','S476-17','YYuOhM', 'LB')
('SL12058-2022-11-01-11418','S476-18','BQNl', 'MB')
('AC22517-2022-11-02-11558','A643-2','j', 'LB')
('AC12058-2022-11-01-11399','A634-5','OxPeXWci', 'SL')
('AC12058-2022-11-01-11400','A634-6','IloBI', 'SU')
('SL12058-2022-11-01-11422','S476-22','G', 'UB')
('AC12058-2022-11-01-11402','A634-8','v', 'LB')
('SL04652-2022-11-01-11619','S485-3','fLiYWXIe', 'UB')
('SL04652-2022-11-01-11620','S485-4','MCrcqyERFB', 'LB')
('SL12058-2022-11-01-11424','S476-24','BqwoJ', 'SU')
('AC04652-2022-11-01-11566','A643-10','mAouQZEVGbUh', 'UB')
('SL04652-2022-11-01-11622','S485-6','lAJRguKcnLRYH', 'UB')
('AC22517-2022-11-01-11420','A635-8','QAzjFNbfcVvJublG', 'LB')
('AC04652-2022-11-02-11579','A644-5','ggkGsxemDZqyWUq', 'SL')
('SL22517-2022-11-01-11469','S478-21','uYszEcPCqBEBRr', 'MB')
('SL04652-2022-11-02-11473','S479-1','gSPojTcLKKpGoaJn', 'LB')
('AC12058-2022-11-01-11406','A634-12','pdouPuvF', 'SU')
('SL22517-2022-11-01-11473','S479-1','zMIHnhQ', 'LB')
('SL12058-2022-11-01-11429','S477-5','RCyZq', 'MB')
('SL22517-2022-11-01-11475','S479-3','QLGloNEgyV', 'UB')
('SL12058-2022-11-01-11430','S477-6','LsLjRAxDsqlH', 'UB')
('AC22517-2022-11-01-11424','A635-12','mxczQfc', 'SU')
('AC04652-2022-11-02-11585','A644-11','mMEXsitO', 'SL')
('SL04652-2022-11-02-11479','S479-7','Ojl', 'SL')
('SL04652-2022-11-01-11626','S485-10','vmXfFxnJDPQqzMLE', 'MB')
('AC22517-2022-11-01-11425','A635-13','VtA', 'LB')
('AC12058-2022-11-01-11412','A634-18','QiKNLBRh', 'SU')
('SL22517-2022-11-01-11482','S479-10','JPLFRSyp', 'MB')
('AC04652-2022-11-01-11572','A643-16','eYVwn', 'UB')
('AC22517-2022-11-02-11568','A643-12','QhZVLmqTrVAqyvM', 'SU')
('SL04652-2022-11-01-11627','S485-11','OEtXXYJDFa', 'UB')
('SL12058-2022-11-01-11438','S477-14','CTrbfVeex', 'UB')
('AC12058-2022-11-01-11414','A635-2','xySJXFdregHSM', 'LB')
('SL04652-2022-11-02-11482','S479-10','uDRDB', 'MB')
('AC22517-2022-11-02-11571','A643-15','qqbBtMvov', 'UB')
('AC04652-2022-11-01-11575','A644-1','kzSeTpTKDxeEUcIV', 'LB')
('AC22517-2022-11-02-11573','A643-17','T', 'SL')
('AC12058-2022-11-01-11416','A635-4','EVLNtKDJDNQRcJn', 'UB')
('AC12058-2022-11-01-11417','A635-5','GeJyjUQDHIoRC', 'SL')
('AC12058-2022-11-01-11418','A635-6','rnP', 'SU')
('SL12058-2022-11-01-11442','S477-18','id', 'MB')
('AC22517-2022-11-02-11576','A644-2','AnGDv', 'LB')
('SL12058-2022-11-01-11445','S477-21','STlIwvnXDw', 'MB')
('AC12058-2022-11-01-11421','A635-9','kbGPyCnafTApVmH', 'UB')
('SL22517-2022-11-01-11495','S479-23','KivPAJkLLbFkC', 'SL')
('AC04652-2022-11-01-11577','A644-3','tPZlYnHlouN', 'UB')
('AC04652-2022-11-01-11578','A644-4','gbxZ', 'UB')
('AC22517-2022-11-01-11432','A636-2','zMiwOzBWJVoxsntI', 'LB')
('AC12058-2022-11-01-11428','A635-16','nsqQNhmq', 'UB')
('SL04652-2022-11-02-11488','S479-16','aJ', 'SU')
('SL12058-2022-11-01-11446','S477-22','igRAmziYDdrWiBIS', 'UB')
('SL04652-2022-11-02-11489','S479-17','sQpMYs', 'LB')
('SL22517-2022-11-02-11609','S484-17','WHklB', 'LB')
('AC22517-2022-11-01-11433','A636-3','EHTwkQNZqt', 'UB')
('SL22517-2022-11-01-11502','S480-6','GPRnEPmmI', 'UB')
('SL12058-2022-11-01-11449','S478-1','raVXvhkwosXmJjos', 'LB')
('SL04652-2022-11-02-11492','S479-20','rg', 'LB')
('AC22517-2022-11-01-11435','A636-5','q', 'SL')
('SL04652-2022-11-01-11635','S485-19','QLzGzJLGtNjpJov', 'UB')
('SL04652-2022-11-01-11636','S485-20','AXZBbuZQW', 'LB')
('SL04652-2022-11-01-11637','S485-21','LmAb', 'MB')
('AC04652-2022-11-02-11601','A645-9','sJHfmdpd', 'UB')
('AC22517-2022-11-01-11442','A636-12','HpEJqeDLclsGZF', 'SU')
('SL04652-2022-11-01-11640','S485-24','DKnYbLXwiwvYt', 'SU')
('SL04652-2022-11-01-11642','S486-2','pMxdOXPFaMY', 'MB')
('SL04652-2022-11-02-11496','S479-24','iZrQDZQg', 'SU')
('SL04652-2022-11-02-11497','S480-1','RTKvT', 'LB')
('AC12058-2022-11-01-11434','A636-4','PPM', 'UB')
('AC12058-2022-11-01-11435','A636-5','T', 'SL')
('SL22517-2022-11-02-11624','S485-8','COWH', 'SU')
('SL04652-2022-11-02-11504','S480-8','DOmESKio', 'SU')
('SL04652-2022-11-02-11505','S480-9','k', 'LB')
('AC22517-2022-11-02-11591','A644-17','uMygiPRXfjfcATyl', 'SL')
('SL22517-2022-11-02-11628','S485-12','WalCNLsWZh', 'LB')
('AC04652-2022-11-01-11595','A645-3','CXPGRidhZ', 'UB')
('SL12058-2022-11-01-11467','S478-19','XaiSzWHonMjmjTm', 'UB')
('SL22517-2022-11-01-11512','S480-16','EraOMIu', 'SU')
('AC04652-2022-11-02-11609','A645-17','BPEZCGGVNAsGMiY', 'SL')
('AC04652-2022-11-01-11596','A645-4','ftzhny', 'UB')
('SL22517-2022-11-02-11630','S485-14','gSn', 'UB')
('AC22517-2022-11-02-11597','A645-5','guTqtherFrOVMQJb', 'SL')
('AC04652-2022-11-01-11597','A645-5','PhfcizXF', 'SL')
('AC04652-2022-11-02-11610','A645-18','jvWCpQELnF', 'SU')
('SL04652-2022-11-02-11509','S480-13','pQSeIHJQt', 'MB')
('SL04652-2022-11-02-11510','S480-14','TjrVd', 'UB')
('AC22517-2022-11-01-11454','A637-6','YOMrzus', 'SU')
('AC04652-2022-11-02-11614','A646-4','fkCKXAZvLZKGNyTN', 'UB')
('AC12058-2022-11-01-11449','A637-1','EfMYmfuoGtHLDFQ', 'LB')
('SL12058-2022-11-01-11474','S479-2','UTSrTTf', 'MB')
('AC12058-2022-11-01-11450','A637-2','qQ', 'LB')
('SL22517-2022-11-02-11637','S485-21','mY', 'MB')
('AC04652-2022-11-02-11616','A646-6','mDaMlOVHHfyhzS', 'SU')
('AC04652-2022-11-02-11617','A646-7','T', 'LB')
('SL04652-2022-11-01-11652','S486-12','MRoJnQfXfc', 'LB')
('SL22517-2022-11-01-11518','S480-22','oPPkevnP', 'UB')
('SL04652-2022-11-02-11517','S480-21','EdqcPfOW', 'MB')
('SL04652-2022-11-01-11654','S486-14','SbiEfQFvAVmScNUF', 'UB')
