('AC12058-2022-11-01-1234','A69-10','gk', 'UB')
('SL22517-2022-11-01-5988','S250-12','IkfhWAblOa', 'LB')
('SL12058-2022-11-01-5939','S248-11','EOVbAOmlR', 'UB')
('SL22517-2022-11-01-5989','S250-13','Z', 'MB')
('AC22517-2022-11-01-6122','A341-2','o', 'LB')
('AC22517-2022-11-02-6140','A342-2','mATcSXjo', 'LB')
('SL22517-2022-11-01-6007','S251-7','EfMQwFUQDbGSb', 'SL')
('AC04652-2022-11-02-6175','A344-1','bQfc', 'LB')
('SL22517-2022-11-01-6022','S251-22','tbWWoGM', 'UB')
('AC04652-2022-11-02-6188','A344-14','VBprFTvHiPyomF', 'LB')
('SL12058-2022-11-01-5985','S250-9','IZOMxTiXuSazfNOX', 'LB')
('AC22517-2022-11-01-6185','A344-11','OervvV', 'SL')
('AC22517-2022-11-01-6198','A345-6','ehfxziPGwh', 'SU')
('AC22517-2022-11-01-6206','A345-14','c', 'LB')
('AC22517-2022-11-01-6207','A345-15','Oq', 'UB')
('SL04652-2022-11-01-6084','S254-12','mdLHkTXz', 'LB')
('SL04652-2022-11-02-6177','S258-9','QSjkxpflbAKf', 'LB')
('AC22517-2022-11-02-6243','A347-15','hZypxDhzxHSomX', 'UB')
('AC22517-2022-11-01-6247','A348-1','EueroiY', 'LB')
('AC04652-2022-11-02-6263','A348-17','CazKDV', 'SL')
('SL04652-2022-11-02-6180','S258-12','qnzoZcYpWQno', 'LB')
('AC22517-2022-11-01-6263','A348-17','CuVdDMXI', 'SL')
('AC12058-2022-11-01-6253','A348-7','WNGHBsnngLmFzB', 'LB')
('SL22517-2022-11-01-6137','S256-17','ohlCqrksXFic', 'LB')
('SL22517-2022-11-01-6138','S256-18','CSWCr', 'MB')
('AC12058-2022-11-01-6256','A348-10','GDmRQtSbTM', 'UB')
('SL12058-2022-11-01-6057','S253-9','ctYOIIozlA', 'LB')
('SL22517-2022-11-01-6140','S256-20','oFoDEokEL', 'LB')
('SL22517-2022-11-02-6224','S260-8','jcrGtyMIFaM', 'SU')
('AC12058-2022-11-01-6262','A348-16','np', 'UB')
('SL04652-2022-11-02-6231','S260-15','bZaofsSSVhXhM', 'SL')
('SL22517-2022-11-02-6253','S261-13','KfLAafJuYR', 'MB')
('SL12058-2022-11-01-6085','S254-13','vfNADArVF', 'MB')
('SL04652-2022-11-01-6165','S257-21','qSh', 'MB')
('AC22517-2022-11-01-6311','A351-11','QT', 'SL')
('AC12058-2022-11-01-6302','A351-2','MbmpXWSHaQF', 'LB')
('SL04652-2022-11-01-6173','S258-5','SiqyLAEiNigavl', 'MB')
('SL04652-2022-11-01-6174','S258-6','huQVJub', 'UB')
('AC22517-2022-11-01-6314','A351-14','AjIoFQudlK', 'LB')
('AC04652-2022-11-01-6570','A365-18','Zli', 'SU')
('SL04652-2022-11-02-6257','S261-17','fzfvDLFWZEgNy', 'LB')
('AC12058-2022-11-01-6321','A352-3','EThpjWQPKA', 'UB')
('SL22517-2022-11-01-6199','S259-7','SjKNFk', 'SL')
('SL22517-2022-11-01-6200','S259-8','vAPejTWuKDrif', 'SU')
('AC22517-2022-11-01-6345','A353-9','QNzbRjmjkR', 'UB')
('SL12058-2022-11-01-6127','S256-7','ah', 'SL')
('AC12058-2022-11-01-6328','A352-10','mXZSB', 'UB')
('SL04652-2022-11-02-6276','S262-12','AorcYXLpY', 'LB')
('AC22517-2022-11-02-6334','A352-16','ombrHXEak', 'UB')
('SL04652-2022-11-01-6208','S259-16','ASwMPfTJjp', 'SU')
('AC12058-2022-11-01-6334','A352-16','sgkyMTpzdN', 'UB')
('AC22517-2022-11-02-6338','A353-2','gXqBKOjtLw', 'LB')
('SL22517-2022-11-02-6307','S263-19','VVyWOcoLVoPIo', 'UB')
('AC22517-2022-11-01-6356','A354-2','scNtw', 'LB')
('AC22517-2022-11-02-6350','A353-14','QpTBrlagGJDjjik', 'LB')
('AC22517-2022-11-01-6358','A354-4','jhAMowYuObtpY', 'UB')
('AC22517-2022-11-02-6352','A353-16','unPKdo', 'UB')
('SL22517-2022-11-01-6237','S260-21','Wirm', 'MB')
('SL22517-2022-11-02-6319','S264-7','xPKaiAN', 'SL')
('SL22517-2022-11-01-6240','S260-24','lrrEndUyXBNTHQ', 'SU')
('SL04652-2022-11-02-6304','S263-16','zN', 'SU')
('SL12058-2022-11-01-6163','S257-19','iUnGuZPFYPdT', 'UB')
('AC12058-2022-11-01-6360','A354-6','JrFDrcM', 'SU')
('SL12058-2022-11-01-6165','S257-21','dFQTZKXzblZZ', 'MB')
('SL04652-2022-11-01-6243','S261-3','FQlW', 'UB')
('SL22517-2022-11-01-6254','S261-14','bF', 'UB')
('AC04652-2022-11-01-6647','A370-5','FaOBqKTOUO', 'SL')
('AC12058-2022-11-01-6381','A355-9','bcnobaNeC', 'UB')
('AC12058-2022-11-01-6382','A355-10','j', 'UB')
('SL22517-2022-11-01-6268','S262-4','zKLRDvKoLY', 'LB')
('AC12058-2022-11-01-6388','A355-16','UikHPpBrdYEQ', 'UB')
('AC12058-2022-11-01-6422','A357-14','Nhd', 'LB')
('AC04652-2022-11-01-6701','A373-5','jqsFDhf', 'SL')
('AC12058-2022-11-01-6429','A358-3','emLaVA', 'UB')
('AC22517-2022-11-01-6441','A358-15','SBPyNEPX', 'UB')
('AC04652-2022-11-02-6455','A359-11','xOZE', 'SL')
('AC22517-2022-11-02-6432','A358-6','t', 'SU')
('AC12058-2022-11-01-6460','A359-16','QbcfIoYJgvpXR', 'UB')
('AC12058-2022-11-01-6461','A359-17','jZLeyPWKcFzVxHVq', 'SL')
('AC12058-2022-11-01-6462','A359-18','pxT', 'SU')
('SL04652-2022-11-02-6422','S268-14','yOhvRRJyEVjzfHa', 'UB')
('SL22517-2022-11-02-6433','S269-1','uiubq', 'LB')
('SL12058-2022-11-01-6282','S262-18','xy', 'MB')
('SL12058-2022-11-01-6283','S262-19','PaemjwtTCwAg', 'UB')
('AC04652-2022-11-02-6495','A361-15','kRWegQSkKUmWUee', 'UB')
('SL12058-2022-11-01-6285','S262-21','GOVNmoRpmP', 'MB')
('SL22517-2022-11-01-6378','S266-18','kvLjvZttsvF', 'MB')
('AC04652-2022-11-02-6498','A361-18','dlynYjje', 'SU')
('AC22517-2022-11-01-6478','A360-16','nJLaiN', 'UB')
('SL22517-2022-11-02-6465','S270-9','WOErVGTFR', 'LB')
('AC12058-2022-11-01-6515','A362-17','JpwbLOMx', 'SL')
('SL04652-2022-11-01-6414','S268-6','swPANWSOumyOhDgM', 'UB')
('AC12058-2022-11-01-6518','A363-2','RTWdEjiqLIO', 'LB')
('SL22517-2022-11-02-6551','S273-23','yLmUtIcDBB', 'SL')
('SL22517-2022-11-01-6486','S271-6','zBmXnCBJCPnqn', 'UB')
('SL04652-2022-11-01-6490','S271-10','UW', 'MB')
('AC22517-2022-11-01-6600','A367-12','b', 'SU')
('AC22517-2022-11-01-6605','A367-17','sciuwzzweYfvz', 'SL')
('AC04652-2022-11-01-6870','A382-12','wPArUNf', 'SU')
('AC04652-2022-11-01-6900','A384-6','FtrfSgwyeeNVCPr', 'SU')
('AC22517-2022-11-02-6622','A368-16','FmCJqGzmA', 'UB')
('SL22517-2022-11-02-6593','S275-17','Q', 'LB')
('AC04652-2022-11-02-6627','A369-3','xslTAqKMNNcsvp', 'UB')
('SL22517-2022-11-01-6507','S272-3','JRxHNPy', 'UB')
('SL12058-2022-11-01-6430','S268-22','AFyuPQtIEdgSbee', 'UB')
('AC22517-2022-11-02-6625','A369-1','aeesQAKAxAHEuFa', 'LB')
('SL04652-2022-11-02-6586','S275-10','eoQDHtA', 'MB')
('SL12058-2022-11-01-6441','S269-9','NbYIVZS', 'LB')
('AC22517-2022-11-01-6638','A369-14','PUjDyNHJDzCon', 'LB')
('SL22517-2022-11-02-6606','S276-6','PpFEEC', 'UB')
('SL04652-2022-11-02-6595','S275-19','xHyuGGrmx', 'UB')
('AC22517-2022-11-02-6642','A369-18','WYIfBOAr', 'SU')
('AC04652-2022-11-02-6644','A370-2','ljB', 'LB')
('SL12058-2022-11-01-6453','S269-21','rvNX', 'MB')
('AC12058-2022-11-01-6639','A369-15','qiSn', 'UB')
('AC22517-2022-11-01-6650','A370-8','LZmgPe', 'LB')
('SL22517-2022-11-02-6613','S276-13','pjWOX', 'MB')
('AC22517-2022-11-01-6653','A370-11','z', 'SL')
('AC12058-2022-11-01-6641','A369-17','DELl', 'SL')
('AC22517-2022-11-02-6648','A370-6','gnz', 'SU')
('AC22517-2022-11-01-6654','A370-12','lULwvQFlkMP', 'SU')
('AC04652-2022-11-02-6649','A370-7','SCEM', 'LB')
('AC12058-2022-11-01-6644','A370-2','uCrPbTIqcD', 'LB')
('AC12058-2022-11-01-6645','A370-3','HiefUk', 'UB')
('SL22517-2022-11-02-6616','S276-16','B', 'SU')
('SL22517-2022-11-02-6617','S276-17','GxOC', 'LB')
('AC22517-2022-11-02-6650','A370-8','BvNCHRYA', 'LB')
('SL04652-2022-11-01-6545','S273-17','oxT', 'LB')
('AC04652-2022-11-02-6653','A370-11','aDiSPnK', 'SL')
('SL22517-2022-11-01-6531','S273-3','jW', 'UB')
('SL22517-2022-11-01-6532','S273-4','PNNqgVHUzlMgI', 'LB')
('SL22517-2022-11-02-6619','S276-19','krDPZkhZYXDE', 'UB')
('AC22517-2022-11-01-6658','A370-16','FPOwErVbTnMSp', 'UB')
('AC04652-2022-11-02-6659','A370-17','vlAb', 'SL')
('AC22517-2022-11-01-6659','A370-17','Ge', 'SL')
('AC22517-2022-11-01-6662','A371-2','qzQOjoVLpFRV', 'LB')
('SL04652-2022-11-02-6614','S276-14','BCIZrJn', 'UB')
('SL04652-2022-11-02-6630','S277-6','OQbIERkAYJsgywOu', 'UB')
('SL22517-2022-11-02-6636','S277-12','Uzm', 'LB')
('AC22517-2022-11-02-6742','A375-10','PyoXARxWVFsSH', 'UB')
('SL12058-2022-11-01-6535','S273-7','W', 'SL')
('AC22517-2022-11-01-6729','A374-15','tVBvShh', 'UB')
('AC12058-2022-11-01-6743','A375-11','pavoLyzSbilOHd', 'SL')
('AC12058-2022-11-01-6746','A375-14','zgwflNUXxUrgtk', 'LB')
('AC04652-2022-11-01-7002','A389-18','nFbCuMwniSmrVtg', 'SU')
('SL04652-2022-11-01-6647','S277-23','Xfve', 'SL')
('SL04652-2022-11-02-6706','S280-10','zTLiDYCOef', 'MB')
('AC04652-2022-11-01-7007','A390-5','OnrvosZhbDKQIKc', 'SL')
('SL22517-2022-11-01-6607','S276-7','HhGhfdu', 'SL')
('AC12058-2022-11-01-6818','A379-14','PkPAnXBxoFopBdtT', 'LB')
('SL12058-2022-11-01-6632','S277-8','nawUMUCZUOKIW', 'SU')
('AC04652-2022-11-02-6825','A380-3','giQSV', 'UB')
('AC04652-2022-11-01-7113','A396-3','pRjdu', 'UB')
('AC04652-2022-11-01-7232','A402-14','fPtbiIAM', 'LB')
('SL22517-2022-11-01-6842','S286-2','HYYVXhfgZHExXrYp', 'MB')
('AC22517-2022-11-02-6990','A389-6','ftFg', 'SU')
('AC22517-2022-11-01-6966','A387-18','opjhfzQYpdI', 'SU')
('SL12058-2022-11-01-6802','S284-10','wvKdfRZDHLNESu', 'MB')
('SL22517-2022-11-02-6953','S290-17','PpWmD', 'LB')
('SL04652-2022-11-01-6942','S290-6','KWDUBaRiHJy', 'UB')
('SL12058-2022-11-01-6805','S284-13','WyOgFRo', 'MB')
('SL12058-2022-11-01-6806','S284-14','EbVxfRicnrXyz', 'UB')
('AC12058-2022-11-01-7033','A391-13','UMtWg', 'LB')
('SL12058-2022-11-01-6831','S285-15','TLKBkVHAced', 'SL')
('SL04652-2022-11-02-6994','S292-10','AMdOBMPrE', 'MB')
('AC22517-2022-11-01-7015','A390-13','UiMOFYSsNVpRcaZl', 'LB')
('SL04652-2022-11-02-6998','S292-14','pPeTFYsQDtEyEG', 'UB')
('AC04652-2022-11-01-7294','A406-4','aBonTkcLBfuF', 'UB')
('AC22517-2022-11-01-7019','A390-17','WrnnRc', 'SL')
('AC22517-2022-11-01-7124','A396-14','FEJmdxkmuddxZg', 'LB')
('SL22517-2022-11-01-6984','S291-24','wrfkktmxlNFoXmK', 'SU')
('AC04652-2022-11-02-7147','A398-1','aFWSjOzxV', 'LB')
('AC22517-2022-11-02-7180','A399-16','GZPPFmLFIPgd', 'UB')
('AC22517-2022-11-01-7168','A399-4','qsptnBoqjV', 'UB')
('AC04652-2022-11-02-7171','A399-7','RYHDNWYOCCayroVy', 'LB')
('AC22517-2022-11-01-7187','A400-5','FJuIMLPcUMex', 'SL')
('SL12058-2022-11-01-6998','S292-14','HnodqTZAmnLpQ', 'UB')
('AC04652-2022-11-01-7496','A417-8','SkBx', 'LB')
('SL04652-2022-11-02-7182','S300-6','fFOuy', 'UB')
('AC04652-2022-11-02-7214','A401-14','K', 'LB')
('SL04652-2022-11-01-7158','S299-6','dbGAiTYjNSqTd', 'UB')
('AC04652-2022-11-01-7516','A418-10','JmZqNpttjNYNwv', 'UB')
('SL22517-2022-11-01-7094','S296-14','qWmVsfcU', 'UB')
('SL22517-2022-11-02-7179','S300-3','MZTgBTTEJNmxiMRU', 'UB')
('AC22517-2022-11-02-7270','A404-16','VjSU', 'UB')
('SL22517-2022-11-02-7183','S300-7','QpZbUv', 'SL')
('AC12058-2022-11-01-7235','A402-17','qLwisUOQrJTlr', 'SL')
('AC22517-2022-11-02-7275','A405-3','QIHnHvnPs', 'UB')
('AC12058-2022-11-01-7239','A403-3','QgyQLCqbnQqy', 'UB')
('AC04652-2022-11-02-7231','A402-13','tQENEdugqwfInjHe', 'LB')
('AC04652-2022-11-02-7233','A402-15','pwBDdnfnptymBaOD', 'UB')
('AC22517-2022-11-02-7289','A405-17','SLCdvlYmYrgi', 'SL')
('SL22517-2022-11-02-7204','S301-4','eXHnvhZpWtb', 'LB')
('AC04652-2022-11-02-7243','A403-7','WfzcP', 'LB')
('SL12058-2022-11-01-7063','S295-7','biqF', 'SL')
('SL22517-2022-11-02-7244','S302-20','TajATLJy', 'LB')
('SL04652-2022-11-01-7224','S301-24','kWb', 'SU')
('SL22517-2022-11-01-7161','S299-9','XLZlctjZhFSigS', 'LB')
('SL04652-2022-11-02-7257','S303-9','QuR', 'LB')
('AC22517-2022-11-01-7311','A407-3','sZ', 'UB')
('SL04652-2022-11-01-7227','S302-3','Uh', 'UB')
('AC12058-2022-11-01-7305','A406-15','juy', 'UB')
('SL22517-2022-11-02-7250','S303-2','ghUtEQ', 'MB')
('SL04652-2022-11-01-7229','S302-5','uUpOTMMNpE', 'MB')
('SL12058-2022-11-01-7098','S296-18','VcIGuKGFjF', 'MB')
('SL04652-2022-11-01-7232','S302-8','vAcWivYHosEUz', 'SU')
('SL22517-2022-11-02-7255','S303-7','GJcSeLjTZKgpkGll', 'SL')
('AC04652-2022-11-02-7282','A405-10','wSPyKgfR', 'UB')
('AC04652-2022-11-02-7283','A405-11','guAqkZ', 'SL')
('SL22517-2022-11-02-7260','S303-12','rje', 'LB')
('AC04652-2022-11-01-7592','A422-14','SaX', 'LB')
('AC12058-2022-11-01-7328','A408-2','AnCwxvhS', 'LB')
('SL22517-2022-11-02-7271','S303-23','AJetoa', 'SL')
('AC22517-2022-11-01-7335','A408-9','ozeiwZfCNg', 'UB')
('SL22517-2022-11-02-7274','S304-2','AS', 'MB')
('SL12058-2022-11-01-7123','S297-19','CQ', 'UB')
('SL04652-2022-11-01-7255','S303-7','lmXF', 'SL')
('SL22517-2022-11-01-7185','S300-9','tbFIG', 'LB')
('AC22517-2022-11-02-7402','A412-4','bis', 'UB')
('AC22517-2022-11-01-7390','A411-10','HYYjlqaBmfbPfJaj', 'UB')
('AC22517-2022-11-01-7393','A411-13','hyzH', 'LB')
('AC04652-2022-11-01-7671','A427-3','enoCWEJBHrKr', 'UB')
('SL22517-2022-11-02-7352','S307-8','drWbCwm', 'SU')
('SL04652-2022-11-01-7336','S306-16','HzE', 'SU')
('SL12058-2022-11-01-7197','S300-21','zXNPtx', 'MB')
('AC04652-2022-11-01-7673','A427-5','kQtViKYoHT', 'SL')
('AC04652-2022-11-02-7390','A411-10','CsZDykxfPMfMlpk', 'UB')
('SL22517-2022-11-01-7261','S303-13','vZAejtEbau', 'MB')
('SL04652-2022-11-02-7403','S309-11','hBfKFdRizjW', 'UB')
('AC22517-2022-11-02-7526','A419-2','bJ', 'LB')
('AC22517-2022-11-01-7457','A415-5','ebv', 'SL')
('SL22517-2022-11-02-7435','S310-19','Trb', 'UB')
('SL12058-2022-11-01-7270','S303-22','ATiJdFb', 'UB')
('AC22517-2022-11-01-7476','A416-6','rnYiLdgQgD', 'SU')
('SL04652-2022-11-02-7430','S310-14','LxHTqyMqy', 'UB')
('AC22517-2022-11-02-7543','A420-1','iOqzdx', 'LB')
('SL22517-2022-11-01-7368','S307-24','fPKUumiSHjv', 'SU')
('AC04652-2022-11-01-7812','A434-18','oiGfpiTynde', 'SU')
('AC04652-2022-11-01-7813','A435-1','TrEDTpolMf', 'LB')
('SL12058-2022-11-01-7351','S307-7','AFFUr', 'SL')
('AC22517-2022-11-01-7569','A421-9','IFyleSajzKEsaSzZ', 'UB')
('AC04652-2022-11-02-7577','A421-17','YiTkBCvUEpbrZy', 'SL')
('SL22517-2022-11-01-7454','S311-14','sSVxzypoWFYr', 'UB')
('SL22517-2022-11-02-7566','S316-6','ijwL', 'UB')
('AC04652-2022-11-01-7870','A438-4','cLNFfslVDlUUN', 'UB')
('SL04652-2022-11-01-7564','S316-4','ilNXkJmIt', 'LB')
('SL12058-2022-11-01-7441','S311-1','tkoFFyWBlmQ', 'LB')
('AC04652-2022-11-01-7913','A440-11','WFQCuFrzeVfn', 'SL')
('SL04652-2022-11-02-7608','S317-24','TyZwpP', 'SU')
('AC04652-2022-11-02-7681','A427-13','MHXxKooAtAxgC', 'LB')
('AC22517-2022-11-02-7734','A430-12','Bytpgi', 'SU')
('AC04652-2022-11-02-7683','A427-15','aidTTXmUZnewlbk', 'UB')
('AC22517-2022-11-02-7856','A437-8','bylx', 'LB')
('SL12058-2022-11-01-7556','S315-20','XgZtyuDaEZ', 'LB')
('AC22517-2022-11-02-7864','A437-16','VQXKsrHePmCd', 'UB')
('AC22517-2022-11-01-7801','A434-7','VumNtPsBUl', 'LB')
('SL04652-2022-11-01-7712','S322-8','nUF', 'SU')
('SL22517-2022-11-02-7735','S323-7','ZTLZrdMx', 'SL')
('SL22517-2022-11-02-7739','S323-11','RP', 'UB')
('AC22517-2022-11-02-7874','A438-8','FHaEPQYGyvEL', 'LB')
('SL12058-2022-11-01-7580','S316-20','ikBr', 'LB')
('SL22517-2022-11-01-7651','S319-19','J', 'UB')
('AC22517-2022-11-02-7882','A438-16','BafdqMUpdPE', 'UB')
('AC22517-2022-11-01-7820','A435-8','RikWZUqNezLbvuQ', 'LB')
('AC12058-2022-11-01-7793','A433-17','jsfu', 'SL')
('SL22517-2022-11-01-7657','S320-1','GtvDJXuZUD', 'LB')
('SL12058-2022-11-01-7587','S317-3','EqBtxYKLHwGYF', 'UB')
('AC22517-2022-11-02-7890','A439-6','JuUJfMvRRM', 'SU')
('AC12058-2022-11-01-7800','A434-6','dYlMSnnReAxpX', 'SU')
('AC22517-2022-11-02-7941','A442-3','xBcooipkAN', 'UB')
('SL04652-2022-11-02-7812','S326-12','izvSgO', 'LB')
('SL04652-2022-11-02-7826','S327-2','ZrAODBxxuUkswcX', 'MB')
('AC04652-2022-11-02-7929','A441-9','geUY', 'UB')
('AC04652-2022-11-01-8187','A455-15','FeFoy', 'UB')
('SL04652-2022-11-01-7883','S329-11','CVEM', 'UB')
('AC04652-2022-11-01-8246','A459-2','HSd', 'LB')
('AC22517-2022-11-02-8050','A448-4','EafkQyJsTzcICQ', 'UB')
('SL12058-2022-11-01-7756','S324-4','o', 'LB')
('AC04652-2022-11-01-8249','A459-5','ycPYvGvlQqX', 'SL')
('AC22517-2022-11-02-8051','A448-5','DIRvvFhKTIy', 'SL')
('SL22517-2022-11-02-7921','S331-1','sXCvSRngSU', 'LB')
('SL22517-2022-11-02-7922','S331-2','KEIALJdCflzAocox', 'MB')
('AC04652-2022-11-02-8006','A445-14','Fwr', 'LB')
('SL12058-2022-11-01-7760','S324-8','wf', 'SU')
('AC22517-2022-11-02-8054','A448-8','YCFaw', 'LB')
('AC12058-2022-11-01-7996','A445-4','UMMzeAtUZcOt', 'UB')
('SL22517-2022-11-01-7837','S327-13','yZCA', 'MB')
('AC22517-2022-11-01-7983','A444-9','kXgfLBTTEGvqN', 'UB')
('SL22517-2022-11-02-7976','S333-8','ObBDN', 'SU')
('SL22517-2022-11-01-7885','S329-13','ZsIXrSJYTQoWEO', 'MB')
('AC04652-2022-11-01-8300','A462-2','TAzF', 'LB')
('SL22517-2022-11-01-7888','S329-16','mKmOSediIg', 'SU')
('AC04652-2022-11-01-8301','A462-3','LQOvHZacrgQ', 'UB')
('SL12058-2022-11-01-7814','S326-14','cRGgYsvqm', 'UB')
('AC22517-2022-11-02-8101','A451-1','seCrgtqbTFQvfaFw', 'LB')
('AC04652-2022-11-02-8065','A449-1','bpdeAVw', 'LB')
('SL12058-2022-11-01-7816','S326-16','wljq', 'SU')
('SL22517-2022-11-02-7988','S333-20','YoUGVjzaYj', 'LB')
('SL04652-2022-11-02-7989','S333-21','vqURnQDVmKv', 'MB')
('SL22517-2022-11-01-7899','S330-3','Xi', 'UB')
('SL04652-2022-11-01-7993','S334-1','nHYhKnGUwaKjAQw', 'LB')
('AC04652-2022-11-01-8370','A465-18','RGLfSQEaEsenZaQ', 'SU')
('AC04652-2022-11-01-8371','A466-1','CyBBJvPQGjL', 'LB')
('SL12058-2022-11-01-7900','S330-4','iNLdnLBkS', 'LB')
('SL04652-2022-11-02-8052','S336-12','LVowy', 'LB')
('AC22517-2022-11-01-8114','A451-14','JjWWzLcJxVz', 'LB')
('SL22517-2022-11-01-7979','S333-11','DjrMWxUmDkyyP', 'UB')
('AC22517-2022-11-02-8190','A455-18','LWY', 'SU')
('SL04652-2022-11-02-8083','S337-19','rREjmFktEas', 'UB')
('AC04652-2022-11-01-8422','A468-16','GqDqwJtbBTOtHm', 'UB')
('AC12058-2022-11-01-8167','A454-13','XTVZpT', 'LB')
('SL22517-2022-11-01-8002','S334-10','BZkcMTXsPuOp', 'MB')
('SL22517-2022-11-01-8007','S334-15','HGRHb', 'SL')
('SL04652-2022-11-02-8123','S339-11','knHDHrfoFKW', 'UB')
('SL22517-2022-11-01-8043','S336-3','cNUQIVEwjZuInZo', 'UB')
('AC22517-2022-11-02-8247','A459-3','lPhl', 'UB')
('AC22517-2022-11-01-8180','A455-8','JcMXngtZdf', 'LB')
('SL22517-2022-11-01-8052','S336-12','Rrum', 'LB')
('AC04652-2022-11-01-8470','A471-10','RsTWlYeWFtOTBi', 'UB')
('AC04652-2022-11-01-8471','A471-11','srswSlJmGZFjTBU', 'SL')
('AC22517-2022-11-01-8201','A456-11','MhFMlLEaR', 'SL')
('AC12058-2022-11-01-8214','A457-6','mDb', 'SU')
('SL22517-2022-11-01-8078','S337-14','smVogE', 'UB')
('SL22517-2022-11-02-8166','S341-6','JZEGzkaMOUrqfHs', 'UB')
('AC04652-2022-11-02-8263','A460-1','MliiQbAN', 'LB')
('AC22517-2022-11-02-8286','A461-6','DITqfmOL', 'SU')
('SL22517-2022-11-01-8087','S337-23','dXUXPt', 'SL')
('AC04652-2022-11-01-8500','A473-4','rQUWnzaYR', 'UB')
('AC22517-2022-11-01-8221','A457-13','zsm', 'LB')
('SL22517-2022-11-01-8090','S338-2','vQtAiYgSAFK', 'MB')
('SL12058-2022-11-01-8030','S335-14','UoNQLaP', 'UB')
('SL22517-2022-11-01-8093','S338-5','w', 'MB')
('AC04652-2022-11-01-8504','A473-8','oFRlNhDJFMxds', 'LB')
('AC22517-2022-11-02-8299','A462-1','XYRNnUeKFjNnOp', 'LB')
('AC22517-2022-11-01-8232','A458-6','rudYh', 'SU')
('AC12058-2022-11-01-8248','A459-4','VRZDPcddHPZNgqm', 'UB')
('AC22517-2022-11-02-8304','A462-6','UhfXYRpto', 'SU')
('SL22517-2022-11-02-8193','S342-9','QxDoAacBp', 'LB')
('AC22517-2022-11-02-8309','A462-11','xVlUboSNO', 'SL')
('AC22517-2022-11-02-8313','A462-15','VKK', 'UB')
('AC12058-2022-11-01-8265','A460-3','ygsHlceCNOVF', 'UB')
('AC12058-2022-11-01-8269','A460-7','dmtAZUgEbAekFh', 'LB')
('AC22517-2022-11-02-8328','A463-12','FzCpj', 'SU')
('AC22517-2022-11-01-8253','A459-9','E', 'UB')
('SL04652-2022-11-02-8196','S342-12','ZYdce', 'LB')
('AC12058-2022-11-01-8273','A460-11','ifwoK', 'SL')
('AC12058-2022-11-01-8274','A460-12','APSm', 'SU')
('SL04652-2022-11-01-8229','S343-21','rzXvouugugpwGi', 'MB')
('AC12058-2022-11-01-8284','A461-4','ERsHxz', 'UB')
('AC22517-2022-11-02-8350','A464-16','ZzxlyJKlCLSwyPZ', 'UB')
('AC22517-2022-11-01-8270','A460-8','zkduIqGM', 'LB')
('SL22517-2022-11-02-8234','S344-2','PtgPSHAVDX', 'MB')
('AC22517-2022-11-01-8274','A460-12','eTNJLjPvUCZQ', 'SU')
('SL12058-2022-11-01-8082','S337-18','pCHbQdVE', 'MB')
('AC22517-2022-11-02-8356','A465-4','x', 'UB')
('SL04652-2022-11-02-8243','S344-11','Ja', 'UB')
('SL12058-2022-11-01-8107','S338-19','v', 'UB')
('AC04652-2022-11-01-8588','A478-2','yXbW', 'LB')
('AC04652-2022-11-02-8368','A465-16','DDHRrUwU', 'UB')
('SL12058-2022-11-01-8112','S338-24','IoEKztKmuLQShKFM', 'SU')
('AC22517-2022-11-01-8316','A462-18','nwdfwzghk', 'SU')
('SL22517-2022-11-02-8279','S345-23','CFJrc', 'SL')
('AC04652-2022-11-01-8602','A478-16','iNWivnoa', 'UB')
('SL22517-2022-11-01-8212','S343-4','yImPxeqXzIHE', 'LB')
('SL22517-2022-11-01-8216','S343-8','gyVNiJbnEtbRL', 'SU')
('SL12058-2022-11-01-8126','S339-14','yQvmfkcNMu', 'UB')
('AC12058-2022-11-01-8349','A464-15','HWRqWcHNiA', 'UB')
('SL04652-2022-11-02-8281','S346-1','JTKypb', 'LB')
('SL22517-2022-11-01-8226','S343-18','ZczQ', 'MB')
('SL04652-2022-11-02-8291','S346-11','ZZrPOTolOuGRH', 'UB')
('SL12058-2022-11-01-8146','S340-10','DBwpniuVpFY', 'MB')
('SL12058-2022-11-01-8160','S340-24','BTfOhDYTwsdk', 'SU')
('SL12058-2022-11-01-8162','S341-2','UcDEojIIqPP', 'MB')
('SL04652-2022-11-02-8317','S347-13','yCOabivaAChBcqLd', 'MB')
('AC22517-2022-11-01-8370','A465-18','PntckfjuvLltAgQa', 'SU')
('AC22517-2022-11-02-8469','A471-9','DfEBEbBhUUykt', 'UB')
('SL22517-2022-11-02-8330','S348-2','dGoKEgUUXTjJjjkW', 'MB')
('AC22517-2022-11-01-8379','A466-9','ZEobropAjv', 'UB')
('AC22517-2022-11-01-8380','A466-10','hzYMqu', 'UB')
('SL04652-2022-11-02-8333','S348-5','SKN', 'MB')
('SL22517-2022-11-01-8268','S345-12','IhJNUeYRDGTxknWR', 'LB')
('AC22517-2022-11-02-8509','A473-13','jdpPFOtwDVHR', 'LB')
('SL22517-2022-11-02-8355','S349-3','ZoYJJDHRVkRSp', 'UB')
('AC04652-2022-11-01-8685','A483-9','JDsfKjdiCZ', 'UB')
('AC04652-2022-11-02-8475','A471-15','USllckXJgzO', 'UB')
('AC12058-2022-11-01-8416','A468-10','GnbVchIg', 'UB')
