('SL12058-2022-11-01-187','S8-19','axVq', 'UB')
('AC04652-2022-11-02-3716','A207-8','xk', 'LB')
('AC04652-2022-11-01-3878','A216-8','rtV', 'LB')
('AC04652-2022-11-01-3885','A216-15','EaDELEASPvXU', 'UB')
('AC04652-2022-11-02-3744','A208-18','AXHWdOSDnzV', 'SU')
('SL12058-2022-11-01-3652','S153-4','aMnGB', 'LB')
('SL22517-2022-11-01-3741','S156-21','hUyDnEjouu', 'MB')
('SL22517-2022-11-01-3744','S156-24','zGxgSkXCvYcualvO', 'SU')
('AC04652-2022-11-01-3893','A217-5','cDeoKNgvg', 'SL')
('AC22517-2022-11-01-3829','A213-13','J', 'LB')
('SL04652-2022-11-01-3716','S155-20','YUjLtQXpHbAHV', 'LB')
('SL22517-2022-11-01-3754','S157-10','JZtTgQp', 'MB')
('AC04652-2022-11-01-3989','A222-11','GZJ', 'SL')
('SL22517-2022-11-01-3835','S160-19','YijzrF', 'UB')
('AC04652-2022-11-02-3857','A215-5','UZi', 'SL')
('SL12058-2022-11-01-3725','S156-5','Nc', 'MB')
('AC04652-2022-11-02-3866','A215-14','gQTFj', 'LB')
('SL12058-2022-11-01-3738','S156-18','BPSQQQJDWDQIVyRT', 'MB')
('AC22517-2022-11-01-3932','A219-8','PAePaWvHhFd', 'LB')
('SL22517-2022-11-02-3771','S158-3','YQlqgmaLFXMKlr', 'UB')
('AC12058-2022-11-01-3856','A215-4','oWMwRfS', 'UB')
('SL22517-2022-11-01-3848','S161-8','KnAkyAXAyNDym', 'SU')
('SL04652-2022-11-01-3822','S160-6','OBLDqWXihUCFWhZu', 'UB')
('SL22517-2022-11-01-3849','S161-9','NYxfNqEfbNzr', 'LB')
('AC12058-2022-11-01-3859','A215-7','PnVAOLPMvsdloS', 'LB')
('SL22517-2022-11-02-3777','S158-9','FMu', 'LB')
('AC04652-2022-11-02-3879','A216-9','LXLWNORfWn', 'UB')
('AC04652-2022-11-01-4030','A224-16','idbnBhMFOxWPZ', 'UB')
('SL22517-2022-11-02-3787','S158-19','sGOn', 'UB')
('SL22517-2022-11-01-3868','S162-4','pKwx', 'LB')
('AC04652-2022-11-02-3886','A216-16','gx', 'UB')
('AC22517-2022-11-01-3956','A220-14','lAxKL', 'LB')
('AC22517-2022-11-01-3963','A221-3','WHhq', 'UB')
('SL04652-2022-11-01-3845','S161-5','FWpmzcWYuQXQm', 'MB')
('SL12058-2022-11-01-3767','S157-23','rWPgKuonWR', 'SL')
('SL22517-2022-11-02-3794','S159-2','SdDque', 'MB')
('AC22517-2022-11-01-3965','A221-5','stpSWXWCIId', 'SL')
('SL22517-2022-11-02-3795','S159-3','HeJrdAh', 'UB')
('SL22517-2022-11-02-3796','S159-4','GsOsdKXPhSu', 'LB')
('SL04652-2022-11-02-3912','S163-24','bmdkbowXgs', 'SU')
('SL12058-2022-11-01-3782','S158-14','KZ', 'UB')
('SL04652-2022-11-01-3855','S161-15','tVf', 'SL')
('SL04652-2022-11-02-3927','S164-15','qxBfAOpqNnozj', 'SL')
('SL22517-2022-11-01-3889','S163-1','uUMHb', 'LB')
('SL22517-2022-11-02-3808','S159-16','QiSMktRbovkNFEv', 'SU')
('SL22517-2022-11-02-3809','S159-17','eUFW', 'LB')
('AC04652-2022-11-02-3904','A217-16','FoZjv', 'UB')
('SL22517-2022-11-01-3890','S163-2','vKLHBTt', 'MB')
('SL22517-2022-11-02-3812','S159-20','bNkj', 'LB')
('AC12058-2022-11-01-3904','A217-16','GlvAFlpkVNj', 'UB')
('AC04652-2022-11-02-3916','A218-10','TrMYFndfKhWnGX', 'UB')
('SL22517-2022-11-01-3905','S163-17','vBUfQNiWWghWQg', 'LB')
('SL22517-2022-11-02-3826','S160-10','ipGwIHKo', 'MB')
('AC12058-2022-11-01-3929','A219-5','NWPKLSqy', 'SL')
('AC22517-2022-11-01-4007','A223-11','cLdJXFuN', 'SL')
('SL04652-2022-11-01-3882','S162-18','mUlQrmOjJWyPj', 'MB')
('AC12058-2022-11-01-3933','A219-9','KkOhNqXPecYC', 'UB')
('AC04652-2022-11-02-3941','A219-17','IjxrJ', 'SL')
('SL22517-2022-11-02-3834','S160-18','usyIlCSeK', 'MB')
('SL22517-2022-11-02-3835','S160-19','zJhHz', 'UB')
('SL04652-2022-11-01-3888','S162-24','XaPiZKYOc', 'SU')
('AC04652-2022-11-01-4092','A228-6','M', 'SU')
('AC12058-2022-11-01-3939','A219-15','CaEkqnDKXZMvla', 'UB')
('AC04652-2022-11-01-4165','A232-7','SNG', 'LB')
('AC22517-2022-11-01-4070','A227-2','hyXeNArqj', 'LB')
('AC12058-2022-11-01-4009','A223-13','eyfE', 'LB')
('SL22517-2022-11-02-3918','S164-6','RFXexV', 'UB')
('AC22517-2022-11-02-4004','A223-8','DFfpHBpfIL', 'LB')
('SL22517-2022-11-02-3920','S164-8','QozlizTyUTelkC', 'SU')
('AC22517-2022-11-01-4080','A227-12','nWmXUuRlvwpXVfrB', 'SU')
('AC04652-2022-11-01-4176','A232-18','r', 'SU')
('AC04652-2022-11-02-4023','A224-9','jhcyTIYxU', 'UB')
('SL22517-2022-11-01-3993','S167-9','Vpyu', 'LB')
('SL22517-2022-11-02-3931','S164-19','ig', 'UB')
('AC04652-2022-11-02-4037','A225-5','VVeDEnoxemJgXiJ', 'SL')
('AC22517-2022-11-02-4024','A224-10','S', 'UB')
('SL04652-2022-11-02-4053','S169-21','kkZcRyfi', 'MB')
('AC22517-2022-11-02-4025','A224-11','Vkz', 'SL')
('AC04652-2022-11-02-4072','A227-4','pJXq', 'UB')
('AC22517-2022-11-01-4136','A230-14','Zbbz', 'LB')
('AC04652-2022-11-01-4237','A236-7','Oi', 'LB')
('AC22517-2022-11-02-4057','A226-7','b', 'LB')
('SL12058-2022-11-01-3945','S165-9','wp', 'LB')
('SL04652-2022-11-01-4009','S168-1','KqgFHgosz', 'LB')
('SL22517-2022-11-01-4047','S169-15','JcPOQZ', 'SL')
('SL22517-2022-11-01-4048','S169-16','UJM', 'SU')
('AC12058-2022-11-01-4075','A227-7','grqBDXlEFja', 'LB')
('SL04652-2022-11-01-4013','S168-5','W', 'MB')
('SL04652-2022-11-01-4014','S168-6','SVmreYk', 'UB')
('AC04652-2022-11-02-4112','A229-8','htGwJesbjbgDwF', 'LB')
('SL12058-2022-11-01-3973','S166-13','ZKU', 'MB')
('AC22517-2022-11-02-4084','A227-16','vF', 'UB')
('SL04652-2022-11-01-4046','S169-14','LWlrgwjCVnr', 'UB')
('SL22517-2022-11-01-4082','S171-2','O', 'MB')
('AC22517-2022-11-01-4187','A233-11','WjODn', 'SL')
('AC22517-2022-11-02-4102','A228-16','cZBtKyqFqlTfPbq', 'UB')
('SL12058-2022-11-01-3990','S167-6','YOFclwniO', 'UB')
('AC22517-2022-11-01-4192','A233-16','K', 'UB')
('SL12058-2022-11-01-3992','S167-8','zHRhryki', 'SU')
('AC22517-2022-11-01-4197','A234-3','xFYpZCsDMOoH', 'UB')
('SL04652-2022-11-02-4129','S173-1','qH', 'LB')
('SL12058-2022-11-01-3998','S167-14','Gphvenmdo', 'UB')
('SL12058-2022-11-01-4005','S167-21','jbBEIJGAClNCrv', 'MB')
('AC22517-2022-11-02-4116','A229-12','HhklQStO', 'SU')
('AC04652-2022-11-02-4152','A231-12','tKBIjWkHbgLkNt', 'SU')
('AC22517-2022-11-02-4123','A230-1','aFVhJnCXqYFj', 'LB')
('AC22517-2022-11-01-4211','A234-17','KbPGsIosSILS', 'SL')
('SL12058-2022-11-01-4018','S168-10','HY', 'MB')
('SL22517-2022-11-02-4054','S169-22','ixUOY', 'UB')
('AC04652-2022-11-01-4308','A240-6','ikkE', 'SU')
('AC22517-2022-11-02-4229','A235-17','sTSAdcRZ', 'SL')
('AC12058-2022-11-01-4245','A236-15','hrEPbEudJeBhiXd', 'UB')
('AC22517-2022-11-01-4303','A240-1','QPVUa', 'LB')
('SL04652-2022-11-01-4178','S175-2','RLaqlXWyEG', 'MB')
('SL22517-2022-11-02-4159','S174-7','WQXGkjakUlIWQcnj', 'SL')
('AC04652-2022-11-01-4423','A246-13','qdziVfEzVq', 'LB')
('AC04652-2022-11-02-4263','A237-15','GfvnnkTwavM', 'UB')
('SL12058-2022-11-01-4128','S172-24','WAvweV', 'SU')
('AC04652-2022-11-02-4272','A238-6','KjZ', 'SU')
('SL12058-2022-11-01-4135','S173-7','NOnJHLPK', 'SL')
('AC22517-2022-11-02-4252','A237-4','xsWmUtdgo', 'UB')
('SL22517-2022-11-01-4220','S176-20','snxOgdiG', 'LB')
('SL22517-2022-11-01-4221','S176-21','jOHzbNDfZrHXb', 'MB')
('AC22517-2022-11-02-4262','A237-14','lmORjgT', 'LB')
('SL04652-2022-11-01-4205','S176-5','kxu', 'MB')
('SL22517-2022-11-01-4225','S177-1','mhFoeOcoCG', 'LB')
('AC04652-2022-11-01-4448','A248-2','hKsYyA', 'LB')
('SL22517-2022-11-01-4226','S177-2','xsoxePneGZvPjMgV', 'MB')
('AC04652-2022-11-01-4450','A248-4','URzKMPbJ', 'UB')
('AC04652-2022-11-02-4284','A238-18','VsNERu', 'SU')
('SL22517-2022-11-01-4230','S177-6','gAuSdhcVVpdKNU', 'UB')
('SL22517-2022-11-01-4231','S177-7','bQNmmrxTMeaSOk', 'SL')
('AC04652-2022-11-01-4467','A249-3','PUyAEucAxwL', 'UB')
('AC04652-2022-11-02-4306','A240-4','jdYUZeqa', 'UB')
('SL04652-2022-11-02-4285','S179-13','oXjb', 'MB')
('AC12058-2022-11-01-4300','A239-16','jwzlWFv', 'UB')
('AC12058-2022-11-01-4301','A239-17','F', 'SL')
('AC22517-2022-11-02-4287','A239-3','AjChpudwfKtUoL', 'UB')
('AC22517-2022-11-02-4288','A239-4','tocTyGJnKvWrC', 'UB')
('SL22517-2022-11-01-4251','S178-3','vaPazVuMlVixuaZc', 'UB')
('SL22517-2022-11-02-4202','S176-2','cTPrHxehQwXEGF', 'MB')
('SL04652-2022-11-01-4229','S177-5','nBISrUEgKBz', 'MB')
('SL12058-2022-11-01-4175','S174-23','zcTHhFeeqq', 'SL')
('SL04652-2022-11-01-4231','S177-7','bKV', 'SL')
('AC12058-2022-11-01-4324','A241-4','hBwsUUJpL', 'UB')
('AC22517-2022-11-02-4306','A240-4','Kivw', 'UB')
('AC12058-2022-11-01-4327','A241-7','wzFuxbGUFE', 'LB')
('SL12058-2022-11-01-4222','S176-22','CAEUvRSsPcfjwmV', 'UB')
('AC12058-2022-11-01-4360','A243-4','dvr', 'UB')
('SL04652-2022-11-01-4281','S179-9','MKKkryFHzRARoQrq', 'LB')
('AC22517-2022-11-02-4355','A242-17','ywIfMaLuQV', 'SL')
('SL12058-2022-11-01-4235','S177-11','dIvFuwV', 'UB')
('AC04652-2022-11-01-4527','A252-9','WhOZ', 'UB')
('AC04652-2022-11-02-4443','A247-15','TpAroXSt', 'UB')
('AC12058-2022-11-01-4460','A248-14','ZVIhCnizH', 'LB')
('SL12058-2022-11-01-4336','S181-16','zfDZADfGgtCtpp', 'SU')
('AC22517-2022-11-02-4467','A249-3','erCsovxJFkThb', 'UB')
('AC22517-2022-11-02-4468','A249-4','pSXmUtNocHidia', 'UB')
('AC04652-2022-11-02-4479','A249-15','oubZgtpwu', 'UB')
('SL22517-2022-11-02-4360','S182-16','Ubmqn', 'SU')
('SL22517-2022-11-01-4406','S184-14','uZYrpwbwRM', 'UB')
('SL22517-2022-11-01-4407','S184-15','DKm', 'SL')
('SL04652-2022-11-01-4388','S183-20','qawCeaEI', 'LB')
('AC22517-2022-11-02-4524','A252-6','yzIYevsSxnkRsAm', 'SU')
('SL22517-2022-11-01-4447','S186-7','QLgegpNlN', 'SL')
('SL04652-2022-11-01-4449','S186-9','GKllfCyl', 'LB')
('AC04652-2022-11-01-4697','A261-17','hnhgR', 'SL')
('AC22517-2022-11-01-4576','A255-4','PpmdNCSk', 'UB')
('SL22517-2022-11-02-4415','S184-23','WMY', 'SL')
('AC22517-2022-11-02-4591','A256-1','GcJiwKPSeRsGbT', 'LB')
('SL12058-2022-11-01-4472','S187-8','EgH', 'SU')
('AC22517-2022-11-02-4624','A257-16','bQNJuzm', 'UB')
('SL04652-2022-11-02-4577','S191-17','IjIOr', 'LB')
('AC12058-2022-11-01-4604','A256-14','cRasFsUeLZkhYGm', 'LB')
('AC12058-2022-11-01-4605','A256-15','gliBrAKKTc', 'UB')
('SL12058-2022-11-01-4486','S187-22','DzCJhmOLFB', 'UB')
('AC22517-2022-11-01-4639','A258-13','vqJ', 'LB')
('AC22517-2022-11-02-4636','A258-10','gQV', 'UB')
('SL22517-2022-11-02-4497','S188-9','NSXlokTLALDFc', 'LB')
('AC22517-2022-11-02-4678','A260-16','vynMLudWMc', 'UB')
('SL12058-2022-11-01-4530','S189-18','YwLgb', 'MB')
('SL04652-2022-11-02-4624','S193-16','CUzAPsmZL', 'SU')
('AC22517-2022-11-02-4693','A261-13','DPzGGpTbhkZoi', 'LB')
('SL22517-2022-11-02-4548','S190-12','eIilQycluDzY', 'LB')
('AC22517-2022-11-02-4696','A261-16','C', 'UB')
('SL04652-2022-11-02-4634','S194-2','TJHb', 'MB')
('AC12058-2022-11-01-4660','A259-16','bpxkwkAemm', 'UB')
('AC22517-2022-11-02-4712','A262-14','J', 'LB')
('AC22517-2022-11-01-4699','A262-1','miGKVk', 'LB')
('AC04652-2022-11-01-4862','A271-2','eHEtnvCYbcASNmm', 'LB')
('AC04652-2022-11-02-4679','A260-17','gXYokzNbelWfLI', 'SL')
('AC22517-2022-11-02-4717','A263-1','kcd', 'LB')
('SL04652-2022-11-01-4607','S192-23','luDqKQAUIhJkm', 'SL')
('AC04652-2022-11-01-4869','A271-9','moaJVQjAC', 'UB')
('AC22517-2022-11-02-4719','A263-3','eorEj', 'UB')
('SL04652-2022-11-02-4651','S194-19','pDFNBrceQ', 'UB')
('SL12058-2022-11-01-4572','S191-12','pvDoTIW', 'LB')
('AC04652-2022-11-02-4686','A261-6','PIXhsACqmo', 'SU')
('AC22517-2022-11-02-4724','A263-8','DFTpgnmXBvquMz', 'LB')
('SL04652-2022-11-02-4671','S195-15','ZzLUYkstLjUW', 'SL')
('SL22517-2022-11-02-4603','S192-19','DJdjYEabWvg', 'UB')
('AC04652-2022-11-02-4710','A262-12','u', 'SU')
('AC22517-2022-11-01-4720','A263-4','qQK', 'UB')
('SL22517-2022-11-02-4606','S192-22','GDUwVGEyMriRF', 'UB')
('AC12058-2022-11-01-4706','A262-8','k', 'LB')
('SL04652-2022-11-02-4677','S195-21','LhaEeljVvNcWIRHi', 'MB')
('AC12058-2022-11-01-4708','A262-10','MZsBqPYMuViIezM', 'UB')
('SL22517-2022-11-01-4627','S193-19','TtQwcSmBNjK', 'UB')
('SL22517-2022-11-01-4629','S193-21','KcDW', 'MB')
('AC22517-2022-11-01-4724','A263-8','pvfXulhRED', 'LB')
('SL04652-2022-11-02-4682','S196-2','VNzhVJeEjJcuRG', 'MB')
('AC04652-2022-11-02-4721','A263-5','Mr', 'SL')
('SL04652-2022-11-01-4635','S194-3','qvNfETL', 'UB')
('AC04652-2022-11-01-4912','A273-16','pyVkIRoQU', 'UB')
('AC04652-2022-11-02-4723','A263-7','EiALGrpNFDMYf', 'LB')
('SL22517-2022-11-02-4611','S193-3','SONwHhhOrYHFj', 'UB')
('AC22517-2022-11-02-4764','A265-12','nfB', 'SU')
('SL22517-2022-11-01-4635','S194-3','DkznXnwHTUw', 'UB')
('SL22517-2022-11-01-4636','S194-4','jX', 'LB')
('SL22517-2022-11-02-4616','S193-8','yujzhDjWrCgMy', 'SU')
('AC12058-2022-11-01-4719','A263-3','RnQpSpbaSOSlxS', 'UB')
('AC22517-2022-11-02-4794','A267-6','UBFYAhe', 'SU')
('AC12058-2022-11-01-4751','A264-17','wbOyRDHhEOQWIXQ', 'SL')
('AC22517-2022-11-01-4763','A265-11','rr', 'SL')
('AC22517-2022-11-01-4767','A265-15','kthsLxTQZg', 'UB')
('AC04652-2022-11-01-4954','A276-4','IeSLTZ', 'UB')
('SL22517-2022-11-01-4672','S195-16','ANepTh', 'SU')
('AC12058-2022-11-01-4760','A265-8','jtsixcpZc', 'LB')
('SL04652-2022-11-01-4688','S196-8','GaW', 'SU')
('AC04652-2022-11-01-4964','A276-14','whZawwO', 'LB')
('AC22517-2022-11-01-4782','A266-12','bFbltlV', 'SU')
('SL04652-2022-11-01-4697','S196-17','Gv', 'LB')
('AC04652-2022-11-02-4770','A265-18','FDmUhYROoJZ', 'SU')
('AC04652-2022-11-02-4771','A266-1','YA', 'LB')
('AC22517-2022-11-02-4858','A270-16','vbgTy', 'UB')
('AC12058-2022-11-01-4824','A268-18','LhtQBhxCkDGCzw', 'SU')
('AC22517-2022-11-02-4864','A271-4','tlLhrim', 'UB')
('SL22517-2022-11-01-4727','S197-23','oQhaGLaPKplIo', 'SL')
('SL04652-2022-11-01-4795','S200-19','epc', 'UB')
('AC22517-2022-11-01-4872','A271-12','QCEcjUv', 'SU')
('SL12058-2022-11-01-4742','S198-14','iPqcnXWEMZzkap', 'UB')
('AC22517-2022-11-01-4874','A271-14','PUcqkJMggh', 'LB')
('SL22517-2022-11-02-4754','S199-2','hiFRVG', 'MB')
('AC04652-2022-11-02-4867','A271-7','oQgSIjiTDoQnW', 'LB')
('AC22517-2022-11-01-4878','A271-18','XLIKuSvZpkDLlerX', 'SU')
('AC12058-2022-11-01-4869','A271-9','DNaNtBrueo', 'UB')
('SL04652-2022-11-01-4802','S201-2','MPa', 'MB')
('SL12058-2022-11-01-4748','S198-20','fB', 'LB')
('AC04652-2022-11-02-4872','A271-12','IvV', 'SU')
('SL12058-2022-11-01-4753','S199-1','BzpVIix', 'LB')
('SL12058-2022-11-01-4754','S199-2','HmrMT', 'MB')
('SL04652-2022-11-02-4827','S202-3','lcuvqhFTFcqhpa', 'UB')
('SL22517-2022-11-02-4774','S199-22','zxILlUw', 'UB')
('SL22517-2022-11-01-4791','S200-15','LCC', 'SL')
('AC12058-2022-11-01-4874','A271-14','DSkPeCAGEaEMiHb', 'LB')
('AC12058-2022-11-01-4875','A271-15','BlOhjezf', 'UB')
('SL12058-2022-11-01-4763','S199-11','TsOBTqIxUdSY', 'UB')
('AC04652-2022-11-01-5101','A284-7','pzgLJRWxUgYDr', 'LB')
('SL22517-2022-11-02-4780','S200-4','xvuDsx', 'LB')
('SL04652-2022-11-01-4820','S201-20','xwh', 'LB')
('AC04652-2022-11-01-5108','A284-14','OEyMBf', 'LB')
('AC22517-2022-11-01-4897','A273-1','lbmkwOraT', 'LB')
('AC22517-2022-11-02-4974','A277-6','DYzYerLdOPfVo', 'SU')
('AC22517-2022-11-01-4942','A275-10','ZWZdhYQVkxhm', 'UB')
('SL04652-2022-11-02-4886','S204-14','nOCzAmlVBnDGGUnD', 'UB')
('SL04652-2022-11-01-4891','S204-19','RomFbxValGsEzFJx', 'UB')
('AC22517-2022-11-02-5004','A278-18','kAKWUdjjlkQgcff', 'SU')
('AC12058-2022-11-01-4950','A275-18','ARSzXm', 'SU')
('AC22517-2022-11-01-4969','A277-1','dBAWJeuufIRoWSjG', 'LB')
('SL22517-2022-11-02-4955','S207-11','xdTdnhYKB', 'UB')
('AC12058-2022-11-01-5050','A281-10','IIJWgBCnlBvYLmRI', 'UB')
('SL22517-2022-11-02-4984','S208-16','uWMFzaYnbkAAVqzI', 'SU')
('AC04652-2022-11-01-5290','A294-16','ayq', 'UB')
('SL12058-2022-11-01-4929','S206-9','WEQrhP', 'LB')
('SL04652-2022-11-02-5019','S210-3','VYQ', 'UB')
('AC04652-2022-11-02-5111','A284-17','MHmOwSTZdMYrLjQ', 'SL')
('AC12058-2022-11-01-5053','A281-13','QsvVymNGcSp', 'LB')
('SL04652-2022-11-02-5023','S210-7','Bunb', 'SL')
('SL22517-2022-11-01-4979','S208-11','twAmzrJKXpdehHb', 'UB')
('SL04652-2022-11-02-5039','S210-23','TERprMklIcymemg', 'SL')
('AC04652-2022-11-01-5311','A296-1','hsM', 'LB')
('SL12058-2022-11-01-4952','S207-8','lLLg', 'SU')
('SL22517-2022-11-01-5012','S209-20','HiXTBNrAIhqPIRk', 'LB')
('AC22517-2022-11-02-5182','A288-16','XvlsKsIznUvNT', 'UB')
('AC12058-2022-11-01-5108','A284-14','VefcDGacWS', 'LB')
('SL22517-2022-11-02-5039','S210-23','pfdByCS', 'SL')
('AC22517-2022-11-02-5194','A289-10','ziZLftZPDqvp', 'UB')
('AC04652-2022-11-01-5354','A298-8','hCDNMpQUzA', 'LB')
('SL22517-2022-11-01-5028','S210-12','OKlf', 'LB')
('AC22517-2022-11-01-5154','A287-6','kZ', 'SU')
('SL04652-2022-11-02-5094','S213-6','eALoj', 'UB')
('SL04652-2022-11-01-5059','S211-19','O', 'UB')
('SL04652-2022-11-01-5070','S212-6','ZKu', 'UB')
('SL04652-2022-11-02-5108','S213-20','dHEoKRyNjaGlC', 'LB')
('AC12058-2022-11-01-5135','A286-5','TkwJZyqkjj', 'SL')
('SL22517-2022-11-02-5072','S212-8','Z', 'SU')
('AC22517-2022-11-02-5212','A290-10','uVUjnFtPLGgCKeLv', 'UB')
('SL22517-2022-11-02-5079','S212-15','vtERhGhRUDbkFwXe', 'SL')
('SL12058-2022-11-01-5014','S209-22','TG', 'UB')
('SL04652-2022-11-02-5129','S214-17','BCNZlpGthaCqOX', 'LB')
('SL22517-2022-11-01-5069','S212-5','qzX', 'MB')
('AC04652-2022-11-02-5217','A290-15','YTqnXy', 'UB')
('AC22517-2022-11-02-5233','A291-13','tkkuffyk', 'LB')
('AC04652-2022-11-01-5401','A301-1','igNZ', 'LB')
('SL04652-2022-11-01-5103','S213-15','TOyPGJqaRjFYI', 'SL')
('SL04652-2022-11-02-5175','S216-15','nXHs', 'SL')
('SL22517-2022-11-02-5141','S215-5','kRv', 'MB')
('AC12058-2022-11-01-5213','A290-11','mh', 'SL')
('SL12058-2022-11-01-5077','S212-13','FZbT', 'MB')
('AC04652-2022-11-02-5255','A292-17','sqANYIClg', 'SL')
('AC12058-2022-11-01-5220','A290-18','ih', 'SU')
('SL04652-2022-11-02-5217','S218-9','YVCAnpGJ', 'LB')
('AC12058-2022-11-01-5254','A292-16','ybT', 'UB')
('SL22517-2022-11-01-5149','S215-13','i', 'MB')
('AC04652-2022-11-02-5300','A295-8','gyJJr', 'LB')
('SL22517-2022-11-01-5151','S215-15','sMsnBVtNzUkgmmzA', 'SL')
('AC04652-2022-11-02-5302','A295-10','NYKPdHiMFaeq', 'UB')
('AC22517-2022-11-02-5304','A295-12','kgUpOXVHISmPw', 'SU')
('SL12058-2022-11-01-5123','S214-11','l', 'UB')
('SL12058-2022-11-01-5127','S214-15','qPMQfpj', 'SL')
('SL22517-2022-11-02-5195','S217-11','CQG', 'UB')
('AC12058-2022-11-01-5276','A294-2','ouI', 'LB')
('AC04652-2022-11-02-5314','A296-4','gXNALLJkWs', 'UB')
('AC04652-2022-11-01-5504','A306-14','oFbsbvd', 'LB')
('SL04652-2022-11-01-5189','S217-5','OpxAshrWwxxTnQ', 'MB')
('SL12058-2022-11-01-5141','S215-5','tMZEeqOgS', 'MB')
('AC22517-2022-11-02-5319','A296-9','vhrAflgEnwPsYGz', 'UB')
('AC12058-2022-11-01-5281','A294-7','jWkYtYpCiAmr', 'LB')
('AC04652-2022-11-02-5320','A296-10','muCfcCBx', 'UB')
('SL04652-2022-11-02-5277','S220-21','KBTuYFQdO', 'MB')
('AC22517-2022-11-01-5328','A296-18','n', 'SU')
('SL22517-2022-11-01-5206','S217-22','BiKauLYvEVbKUBR', 'UB')
('AC04652-2022-11-01-5544','A308-18','GmEYJzKFwIhQU', 'SU')
('AC12058-2022-11-01-5370','A299-6','UWUmP', 'SU')
('AC12058-2022-11-01-5378','A299-14','kWuA', 'LB')
('SL22517-2022-11-02-5324','S222-20','rikvDRsjpK', 'LB')
('AC04652-2022-11-02-5442','A303-6','hzgaovNcRf', 'SU')
('SL04652-2022-11-02-5354','S224-2','Oi', 'MB')
('AC12058-2022-11-01-5394','A300-12','KxVdiSqHmFcO', 'SU')
('SL12058-2022-11-01-5281','S221-1','VIPIC', 'LB')
('AC12058-2022-11-01-5400','A300-18','HG', 'SU')
('SL12058-2022-11-01-5286','S221-6','HVBotp', 'UB')
('AC12058-2022-11-01-5427','A302-9','NHfEYndFsy', 'UB')
('SL22517-2022-11-01-5316','S222-12','TxWMgjZPYNkLH', 'LB')
('SL04652-2022-11-02-5404','S226-4','c', 'LB')
('SL22517-2022-11-01-5342','S223-14','mna', 'UB')
('AC12058-2022-11-01-5453','A303-17','tTcl', 'SL')
('SL22517-2022-11-02-5386','S225-10','CDvsUdSlEwQTp', 'MB')
('AC04652-2022-11-02-5501','A306-11','fh', 'SL')
('SL04652-2022-11-01-5362','S224-10','v', 'MB')
('AC22517-2022-11-02-5508','A306-18','apqILxGmdHFTuuw', 'SU')
('AC04652-2022-11-02-5502','A306-12','KUkOcyiIau', 'SU')
('AC22517-2022-11-02-5510','A307-2','tauQJJFGRCn', 'LB')
('AC22517-2022-11-02-5511','A307-3','tpMWJrcYGQ', 'UB')
('SL12058-2022-11-01-5329','S223-1','t', 'LB')
('SL22517-2022-11-01-5351','S223-23','KGZr', 'SL')
('SL04652-2022-11-02-5436','S227-12','dfrgcEiS', 'LB')
('SL12058-2022-11-01-5350','S223-22','r', 'UB')
('AC04652-2022-11-01-5712','A318-6','jJeOU', 'SU')
('AC22517-2022-11-01-5500','A306-10','zGaew', 'UB')
('SL22517-2022-11-02-5407','S226-7','VusmesjnkYVVMf', 'SL')
('SL22517-2022-11-01-5367','S224-15','FuIqoMnrd', 'SL')
('AC04652-2022-11-01-5728','A319-4','WxmrIlIVkJRqK', 'UB')
('SL12058-2022-11-01-5421','S226-21','ErNRQvytXvVndmk', 'MB')
('AC04652-2022-11-01-5788','A322-10','ERDxC', 'UB')
('AC12058-2022-11-01-5573','A310-11','FOZDZBYlQYQa', 'SL')
('AC22517-2022-11-02-5598','A311-18','RJum', 'SU')
('SL22517-2022-11-02-5498','S230-2','SoT', 'MB')
('SL22517-2022-11-01-5456','S228-8','wA', 'SU')
('SL04652-2022-11-02-5538','S231-18','mFhdzN', 'MB')
('AC04652-2022-11-01-5829','A324-15','mm', 'UB')
('AC22517-2022-11-02-5632','A313-16','vTfi', 'UB')
('SL04652-2022-11-02-5565','S232-21','pyLGRySB', 'MB')
('AC22517-2022-11-01-5621','A313-5','nw', 'SL')
('SL04652-2022-11-02-5584','S233-16','GCtDZxTzXrNPXl', 'SU')
('SL22517-2022-11-02-5556','S232-12','BKbOC', 'LB')
('AC04652-2022-11-01-5848','A325-16','sPKcPJy', 'UB')
('SL22517-2022-11-01-5510','S230-14','LiCgpZxzthu', 'UB')
('AC22517-2022-11-02-5663','A315-11','h', 'SL')
('AC22517-2022-11-02-5664','A315-12','BHUiOv', 'SU')
('SL04652-2022-11-02-5591','S233-23','eFujdEsGFT', 'SL')
('SL22517-2022-11-02-5566','S232-22','qEnehA', 'UB')
('SL22517-2022-11-01-5519','S230-23','pocplJv', 'SL')
('SL04652-2022-11-02-5617','S235-1','zzmmuFvWvfTMMSqW', 'LB')
('SL22517-2022-11-01-5549','S232-5','aB', 'MB')
('SL04652-2022-11-01-5589','S233-21','RL', 'MB')
('AC22517-2022-11-01-5704','A317-16','HWR', 'UB')
('SL04652-2022-11-01-5591','S233-23','wfguKNfL', 'SL')
('AC04652-2022-11-01-5907','A329-3','tP', 'UB')
('SL12058-2022-11-01-5552','S232-8','fiPpkbJSMd', 'SU')
('SL22517-2022-11-02-5626','S235-10','Ky', 'MB')
('AC04652-2022-11-02-5741','A319-17','jXMp', 'SL')
