('SL04652-2022-11-01-13','S1-13','kWJbDh', 'MB')
('SL22517-2022-11-01-8953','S374-1','TpsRqoeUnvpZSs', 'LB')
('AC04652-2022-11-01-9065','A504-11','H', 'SL')
('AC12058-2022-11-01-9019','A502-1','Hy', 'LB')
('AC22517-2022-11-02-9169','A510-7','GIOgMgn', 'LB')
('AC22517-2022-11-01-8928','A496-18','stBhEPoSDrDJrp', 'SU')
('AC04652-2022-11-02-8932','A497-4','PmcSjKFuZSAaGD', 'UB')
('AC22517-2022-11-01-8931','A497-3','hy', 'UB')
('SL22517-2022-11-01-8962','S374-10','fMizxanlMGEiJwV', 'MB')
('SL22517-2022-11-01-8963','S374-11','cEsUFU', 'UB')
('SL04652-2022-11-01-8957','S374-5','cYnRBEKX', 'MB')
('AC04652-2022-11-02-8941','A497-13','UqykTpSHP', 'LB')
('SL22517-2022-11-02-9066','S378-18','LrZHDOZQaW', 'MB')
('SL22517-2022-11-01-8972','S374-20','GzOR', 'LB')
('AC04652-2022-11-01-9083','A505-11','uiNalHHRCJBGFgib', 'SL')
('SL12058-2022-11-01-9031','S377-7','eT', 'SL')
('SL04652-2022-11-02-9057','S378-9','lU', 'LB')
('AC04652-2022-11-01-9085','A505-13','NtoXBHFe', 'LB')
('SL12058-2022-11-01-9035','S377-11','U', 'UB')
('SL22517-2022-11-01-8977','S375-1','oeeGPtftpw', 'LB')
('SL12058-2022-11-01-9037','S377-13','K', 'MB')
('SL22517-2022-11-02-9074','S379-2','OrGaGKSEMRROqV', 'MB')
('AC22517-2022-11-02-9193','A511-13','ohzXhRCSxeLrTd', 'LB')
('SL04652-2022-11-02-9064','S378-16','fEFfZVaIysu', 'SU')
('SL12058-2022-11-01-9046','S377-22','rXPIDHOVEEvZNjrw', 'UB')
('AC04652-2022-11-01-9095','A506-5','BmkSvZ', 'SL')
('AC04652-2022-11-02-8959','A498-13','lOWrnfjJNyMKvg', 'LB')
('SL04652-2022-11-02-9068','S378-20','rlexroaMOO', 'LB')
('AC22517-2022-11-02-9199','A512-1','uWNdgNmVeE', 'LB')
('AC12058-2022-11-01-9047','A503-11','BxRwpuBrrRQTbMV', 'SL')
('AC04652-2022-11-02-8962','A498-16','mFMnOHDcbuvkGJK', 'UB')
('SL22517-2022-11-02-9079','S379-7','BqKJ', 'SL')
('SL12058-2022-11-01-9054','S378-6','clvqQcvtSX', 'UB')
('SL04652-2022-11-01-8987','S375-11','lfEtIgXevqZvWUG', 'UB')
('SL22517-2022-11-01-8990','S375-14','ZrFoAUIMwKlRZH', 'UB')
('AC04652-2022-11-01-9100','A506-10','Is', 'UB')
('AC22517-2022-11-02-9203','A512-5','RXAUdNqW', 'SL')
('AC22517-2022-11-02-9204','A512-6','GAZMtPLfbWhS', 'SU')
('AC22517-2022-11-01-8958','A498-12','mBWQQgsjcfPAj', 'SU')
('AC22517-2022-11-01-8960','A498-14','SFOc', 'LB')
('AC22517-2022-11-02-9209','A512-11','aKUSxTJcyaywq', 'SL')
('AC12058-2022-11-01-9064','A504-10','dMeMHPVK', 'UB')
('AC04652-2022-11-01-9112','A507-4','GdEqJYIc', 'UB')
('AC22517-2022-11-01-8967','A499-3','u', 'UB')
('AC12058-2022-11-01-9068','A504-14','jUReUL', 'LB')
('AC12058-2022-11-01-9069','A504-15','RozRdHKtRXVo', 'UB')
('AC22517-2022-11-01-8969','A499-5','EWtDwxWTFhRacw', 'SL')
('SL04652-2022-11-01-9001','S376-1','gbT', 'LB')
('AC22517-2022-11-01-8970','A499-6','TvuPYSVD', 'SU')
('SL22517-2022-11-02-9100','S380-4','kLHuWqPtjPZIQv', 'LB')
('SL22517-2022-11-02-9103','S380-7','sbgCJUyxvake', 'SL')
('SL22517-2022-11-02-9108','S380-12','PGTrI', 'LB')
('SL04652-2022-11-02-9098','S380-2','XQRgnTNZyrBodC', 'MB')
('SL04652-2022-11-01-9008','S376-8','YcQiA', 'SU')
('SL22517-2022-11-02-9111','S380-15','IoEzyrRHdHBhDM', 'SL')
('SL12058-2022-11-01-9082','S379-10','kxnb', 'MB')
('SL04652-2022-11-01-9010','S376-10','rxFvGoCT', 'MB')
('AC22517-2022-11-02-9224','A513-8','fefnjJwbowUJJ', 'LB')
('AC04652-2022-11-02-8988','A500-6','wTQzCaurjtbnhbs', 'SU')
('SL22517-2022-11-02-9118','S380-22','YumLuXAvrhjupBHl', 'UB')
('SL04652-2022-11-02-9105','S380-9','oHGdxzaYClPTrkL', 'LB')
('SL12058-2022-11-01-9086','S379-14','IDGYhHoFhJNBtun', 'UB')
('AC22517-2022-11-02-9225','A513-9','YD', 'UB')
('SL12058-2022-11-01-9098','S380-2','BnF', 'MB')
('SL22517-2022-11-02-9132','S381-12','oPcckkSMj', 'LB')
('SL12058-2022-11-01-9101','S380-5','HIkb', 'MB')
('SL04652-2022-11-01-9020','S376-20','cBWkIBNkaTR', 'LB')
('SL04652-2022-11-01-9021','S376-21','gNbOgAe', 'MB')
('SL04652-2022-11-01-9022','S376-22','CBNy', 'UB')
('SL04652-2022-11-01-9025','S377-1','riITpyBNrqGMx', 'LB')
('AC04652-2022-11-02-9000','A500-18','OdznddZy', 'SU')
('SL22517-2022-11-02-9139','S381-19','b', 'UB')
('SL22517-2022-11-02-9140','S381-20','TNjtYzbnfRFn', 'LB')
('SL22517-2022-11-01-9026','S377-2','iaYeswyO', 'MB')
('AC22517-2022-11-01-8995','A500-13','EqmIMBpOrWGpu', 'LB')
('AC22517-2022-11-02-9243','A514-9','HBtRgNKcAM', 'UB')
('SL22517-2022-11-01-9030','S377-6','p', 'UB')
('SL12058-2022-11-01-9112','S380-16','WGmaEzbFcYf', 'SU')
('AC22517-2022-11-01-8998','A500-16','UHawfljbgyrZQX', 'UB')
('SL04652-2022-11-02-9131','S381-11','oUs', 'UB')
('SL04652-2022-11-01-9034','S377-10','PNuPUKvVlaIACY', 'MB')
('AC12058-2022-11-01-9110','A507-2','Ex', 'LB')
('SL04652-2022-11-01-9037','S377-13','neYrmiYJKSlDVuok', 'MB')
('AC22517-2022-11-02-9254','A515-2','zGdc', 'LB')
('SL22517-2022-11-01-9039','S377-15','GoXuzizK', 'SL')
('SL04652-2022-11-01-9043','S377-19','V', 'UB')
('AC12058-2022-11-01-9119','A507-11','omsayxidmgndTpPp', 'SL')
('SL22517-2022-11-01-9044','S377-20','UGuWxtMi', 'LB')
('SL12058-2022-11-01-9126','S381-6','bW', 'UB')
('SL12058-2022-11-01-9127','S381-7','ndUs', 'SL')
('SL04652-2022-11-01-9048','S377-24','dvfSdMcpB', 'SU')
('SL04652-2022-11-01-9049','S378-1','HqC', 'LB')
('AC12058-2022-11-01-9121','A507-13','ft', 'LB')
('SL22517-2022-11-01-9057','S378-9','YBNzCaySO', 'LB')
('AC22517-2022-11-02-9269','A515-17','wIBPXHKg', 'SL')
('SL22517-2022-11-02-9168','S382-24','dYAeqgu', 'SU')
('SL12058-2022-11-01-9151','S382-7','LVwvJXq', 'SL')
('SL04652-2022-11-01-9069','S378-21','p', 'MB')
('SL22517-2022-11-01-9070','S378-22','sbhASybAxRO', 'UB')
('AC22517-2022-11-02-9281','A516-11','ZIvjQyZAmx', 'SL')
('AC04652-2022-11-02-9037','A503-1','tfCF', 'LB')
('AC04652-2022-11-01-9189','A511-9','UDuXSTViVZjf', 'UB')
('SL04652-2022-11-01-9073','S379-1','FpMbQsjcmlQdQ', 'LB')
('SL04652-2022-11-01-9074','S379-2','fDsr', 'MB')
('AC12058-2022-11-01-9142','A508-16','sJaGFEQSV', 'UB')
('SL22517-2022-11-02-9180','S383-12','CGmRvi', 'LB')
('SL12058-2022-11-01-9156','S382-12','kttdOXxSHlb', 'LB')
('AC12058-2022-11-01-9146','A509-2','xcoNLtBETKCzQjtm', 'LB')
('SL04652-2022-11-02-9161','S382-17','BoCguRgIRdYBr', 'LB')
('AC22517-2022-11-02-9289','A517-1','lbufHgI', 'LB')
('SL12058-2022-11-01-9163','S382-19','T', 'UB')
('SL22517-2022-11-01-9088','S379-16','SmTEBCtCTtCoQxr', 'SU')
('SL12058-2022-11-01-9167','S382-23','DHzhLnqg', 'SL')
('SL22517-2022-11-01-9091','S379-19','TaZoBeYPXaX', 'UB')
('AC04652-2022-11-02-9049','A503-13','KmwjaVo', 'LB')
('AC12058-2022-11-01-9154','A509-10','KBzirLNcQ', 'UB')
('SL22517-2022-11-01-9094','S379-22','ptTiaHXd', 'UB')
('AC22517-2022-11-02-9302','A517-14','OddCrLQWZdBETO', 'LB')
('SL12058-2022-11-01-9171','S383-3','RCtSineTzkxcfWl', 'UB')
('SL12058-2022-11-01-9172','S383-4','HumdDTVLONoyqXhQ', 'LB')
('SL22517-2022-11-01-9099','S380-3','uvlFqcjI', 'UB')
('SL22517-2022-11-01-9100','S380-4','NDEi', 'LB')
('AC22517-2022-11-01-9043','A503-7','HizaSakTjnW', 'LB')
('AC04652-2022-11-02-9053','A503-17','yKciQmmgZqmPUC', 'SL')
('AC04652-2022-11-02-9054','A503-18','NcN', 'SU')
('SL04652-2022-11-01-9093','S379-21','GXyHUoxwFI', 'MB')
('SL04652-2022-11-01-9097','S380-1','ylHA', 'LB')
('SL22517-2022-11-02-9189','S383-21','m', 'MB')
('AC12058-2022-11-01-9161','A509-17','JfVOjbg', 'SL')
('AC04652-2022-11-01-9204','A512-6','cQ', 'SU')
('AC12058-2022-11-01-9162','A509-18','pFRzgiC', 'SU')
('SL22517-2022-11-02-9191','S383-23','CkYqstucUWPIs', 'SL')
('AC12058-2022-11-01-9167','A510-5','RwBSkfKLl', 'SL')
('SL12058-2022-11-01-9181','S383-13','fwrK', 'MB')
('AC12058-2022-11-01-9170','A510-8','ukzLSsSIFMwF', 'LB')
('AC04652-2022-11-02-9061','A504-7','q', 'LB')
('SL04652-2022-11-02-9183','S383-15','A', 'SL')
('SL22517-2022-11-02-9197','S384-5','RHYxMDSvkpLKdZg', 'MB')
('AC12058-2022-11-01-9173','A510-11','r', 'SL')
('AC04652-2022-11-01-9214','A512-16','QrBgyreoBNf', 'UB')
('SL22517-2022-11-01-9114','S380-18','edyIwLyM', 'MB')
('AC04652-2022-11-02-9066','A504-12','OTRAySMIkyG', 'SU')
('SL22517-2022-11-01-9119','S380-23','DYvZVHzpLpaiwT', 'SL')
('SL12058-2022-11-01-9190','S383-22','lHnhJqIHfUCS', 'UB')
('AC04652-2022-11-01-9220','A513-4','WcmNGHaisjdD', 'UB')
('AC12058-2022-11-01-9176','A510-14','rJbQfdVsJfb', 'LB')
('AC04652-2022-11-02-9073','A505-1','oXxlzKvOLapfdv', 'LB')
('SL22517-2022-11-01-9125','S381-5','mQvUuC', 'MB')
('AC22517-2022-11-02-9330','A519-6','dWXpGCz', 'SU')
('AC22517-2022-11-01-9071','A504-17','yHBIAERAieGvdJMp', 'SL')
('SL22517-2022-11-02-9207','S384-15','RkDsrgpJE', 'SL')
('AC22517-2022-11-02-9331','A519-7','c', 'LB')
('SL22517-2022-11-01-9133','S381-13','lh', 'MB')
('SL22517-2022-11-02-9211','S384-19','iDCsSYnlBpiQl', 'UB')
('AC22517-2022-11-02-9337','A519-13','R', 'LB')
('SL12058-2022-11-01-9204','S384-12','olWV', 'LB')
('AC04652-2022-11-01-9234','A513-18','jaDT', 'SU')
('AC22517-2022-11-01-9076','A505-4','D', 'UB')
('AC12058-2022-11-01-9190','A511-10','oArumzhCAv', 'UB')
('AC12058-2022-11-01-9191','A511-11','JqGxTsgN', 'SL')
('AC12058-2022-11-01-9192','A511-12','QkPKNTSjRY', 'SU')
('AC04652-2022-11-01-9237','A514-3','nU', 'UB')
('AC04652-2022-11-01-9238','A514-4','TqQbniZGZ', 'UB')
('AC04652-2022-11-01-9239','A514-5','l', 'SL')
('SL12058-2022-11-01-9208','S384-16','FogNksTqEuJhFQD', 'SU')
('AC12058-2022-11-01-9199','A512-1','cTIabFgKulk', 'LB')
('AC04652-2022-11-02-9092','A506-2','RrvXwSJwcVP', 'LB')
('SL22517-2022-11-02-9223','S385-7','DXXwandnPVsMA', 'SL')
('AC12058-2022-11-01-9202','A512-4','FX', 'UB')
('SL22517-2022-11-02-9224','S385-8','PxjFPadRC', 'SU')
('AC22517-2022-11-02-9344','A520-2','smkoIjjJmWjrL', 'LB')
('SL12058-2022-11-01-9213','S384-21','nWKShedSz', 'MB')
('AC04652-2022-11-01-9246','A514-12','YsEqRQKOAbW', 'SU')
('SL04652-2022-11-01-9131','S381-11','IzNeGSlcv', 'UB')
('SL12058-2022-11-01-9215','S384-23','ltIHPdwjoaNWBJ', 'SL')
('AC04652-2022-11-01-9272','A516-2','wNmotLDXup', 'LB')
('SL22517-2022-11-01-9163','S382-19','oCrGgZzLrB', 'UB')
('SL22517-2022-11-01-9164','S382-20','yqbVgjWqdMAzeUgS', 'LB')
('AC04652-2022-11-01-9274','A516-4','W', 'UB')
('AC04652-2022-11-02-9121','A507-13','KhFSFVelTWbUIC', 'LB')
('SL04652-2022-11-02-9242','S386-2','A', 'MB')
('SL22517-2022-11-01-9167','S382-23','MGTWlGHtlWHW', 'SL')
('AC22517-2022-11-02-9377','A521-17','itTPKlFTCUde', 'SL')
('AC04652-2022-11-02-9123','A507-15','MKDSDWawzDb', 'UB')
('SL04652-2022-11-01-9157','S382-13','gf', 'MB')
('SL22517-2022-11-01-9168','S382-24','PDNsdXmT', 'SU')
('SL22517-2022-11-01-9169','S383-1','qWsF', 'LB')
('AC22517-2022-11-01-9115','A507-7','gcQagWlkyipXEW', 'LB')
('SL12058-2022-11-01-9243','S386-3','oijTh', 'UB')
('AC22517-2022-11-02-9384','A522-6','vUwIMRtPRTcmsh', 'SU')
('SL22517-2022-11-02-9258','S386-18','oKxTvoue', 'MB')
('AC04652-2022-11-02-9132','A508-6','HR', 'SU')
('SL04652-2022-11-02-9261','S386-21','vo', 'MB')
('SL04652-2022-11-01-9170','S383-2','dWgyltYajJvlt', 'MB')
('AC22517-2022-11-02-9386','A522-8','eCEx', 'LB')
('AC04652-2022-11-01-9294','A517-6','MvIJWkK', 'SU')
('AC22517-2022-11-01-9125','A507-17','tLc', 'SL')
('AC22517-2022-11-02-9389','A522-11','qfpnvAehkWw', 'SL')
('AC12058-2022-11-01-9255','A515-3','BWnBEJiFJhJr', 'UB')
('AC12058-2022-11-01-9256','A515-4','UCiw', 'UB')
('SL22517-2022-11-01-9183','S383-15','FXjF', 'SL')
('AC22517-2022-11-02-9394','A522-16','vBlcKWpbvv', 'UB')
('SL04652-2022-11-01-9177','S383-9','IiVJikrDlK', 'LB')
('AC22517-2022-11-02-9395','A522-17','SWn', 'SL')
('SL22517-2022-11-01-9186','S383-18','azAfIFKc', 'MB')
('SL04652-2022-11-01-9179','S383-11','FouEbLvKTpn', 'UB')
('AC22517-2022-11-02-9396','A522-18','dKfSAa', 'SU')
('AC12058-2022-11-01-9266','A515-14','BdkoDiNQWbHt', 'LB')
('SL04652-2022-11-02-9273','S387-9','HeIzBIOSopCTT', 'LB')
('AC04652-2022-11-01-9308','A518-2','Q', 'LB')
('SL04652-2022-11-02-9276','S387-12','vaDKWjndQVolvuoJ', 'LB')
('SL22517-2022-11-02-9280','S387-16','lfIFywimbQRAo', 'SU')
('AC22517-2022-11-02-9412','A523-16','yZlTIHoaXAkvrJO', 'UB')
('AC04652-2022-11-02-9150','A509-6','obTyCX', 'SU')
('SL22517-2022-11-01-9199','S384-7','nhFJTFKkluPPY', 'SL')
('AC22517-2022-11-02-9416','A524-2','CqBDUmBdFBs', 'LB')
('AC22517-2022-11-01-9145','A509-1','rRBVt', 'LB')
('SL12058-2022-11-01-9265','S387-1','MPThQMCt', 'LB')
('SL12058-2022-11-01-9266','S387-2','P', 'MB')
('AC12058-2022-11-01-9277','A516-7','y', 'LB')
('SL22517-2022-11-02-9287','S387-23','Gmvqnl', 'SL')
('AC04652-2022-11-01-9316','A518-10','FHYQngxnOvPOzlN', 'UB')
('AC22517-2022-11-01-9151','A509-7','NHZpMXDRAcxSwsGe', 'LB')
('SL04652-2022-11-01-9196','S384-4','P', 'LB')
('SL04652-2022-11-01-9197','S384-5','txxxs', 'MB')
('SL22517-2022-11-02-9291','S388-3','rapeKv', 'UB')
('SL04652-2022-11-01-9200','S384-8','gzsqhgOQlRshrsf', 'SU')
('AC12058-2022-11-01-9287','A516-17','DCMDsIN', 'SL')
('AC12058-2022-11-01-9288','A516-18','HhzTAJE', 'SU')
('AC04652-2022-11-02-9158','A509-14','uc', 'LB')
('SL22517-2022-11-02-9295','S388-7','AWRth', 'SL')
('AC04652-2022-11-02-9160','A509-16','iAbNJBaBqBMQ', 'UB')
('AC04652-2022-11-01-9323','A518-17','PAsmEPRlBFPYMo', 'SL')
('SL04652-2022-11-02-9293','S388-5','hYDiQLCHyaz', 'MB')
('AC22517-2022-11-02-9434','A525-2','vSxvojbRKlB', 'LB')
('SL12058-2022-11-01-9292','S388-4','UOxC', 'LB')
('AC12058-2022-11-01-9295','A517-7','dAUcbftn', 'LB')
('SL22517-2022-11-01-9230','S385-14','JI', 'UB')
('AC22517-2022-11-02-9438','A525-6','YMzI', 'SU')
('SL22517-2022-11-02-9305','S388-17','uNdjZ', 'LB')
('SL04652-2022-11-01-9210','S384-18','lybd', 'MB')
('SL04652-2022-11-01-9211','S384-19','lRlkaqSrQv', 'UB')
('AC04652-2022-11-01-9335','A519-11','vltiKy', 'SL')
('AC12058-2022-11-01-9307','A518-1','AlcbBM', 'LB')
('SL12058-2022-11-01-9296','S388-8','PrEn', 'SU')
('AC12058-2022-11-01-9309','A518-3','kfKQ', 'UB')
('SL22517-2022-11-02-9310','S388-22','REDQzu', 'UB')
('AC04652-2022-11-02-9177','A510-15','IVfzoAOhhdvUegYm', 'UB')
('AC22517-2022-11-01-9175','A510-13','cxQPWcItfhX', 'LB')
('SL04652-2022-11-02-9317','S389-5','TuBkJZQr', 'MB')
('SL12058-2022-11-01-9303','S388-15','Atoaq', 'SL')
('SL12058-2022-11-01-9304','S388-16','oFc', 'SU')
('SL04652-2022-11-02-9320','S389-8','BrDZVwxfPUrs', 'SU')
('SL04652-2022-11-01-9222','S385-6','uAOoxvnQeeb', 'UB')
('SL04652-2022-11-01-9223','S385-7','uhGqJvEbN', 'SL')
('AC12058-2022-11-01-9313','A518-7','VeUHFgzM', 'LB')
('AC22517-2022-11-01-9180','A510-18','PMIhTNYAlF', 'SU')
('AC22517-2022-11-01-9181','A511-1','vjAYbKwgonVYdFr', 'LB')
('AC04652-2022-11-01-9345','A520-3','zfNOwmbuxM', 'UB')
('AC22517-2022-11-01-9186','A511-6','vBmqSPRPwDTSRUrZ', 'SU')
('SL04652-2022-11-01-9232','S385-16','qfflHrRRnP', 'SU')
('SL22517-2022-11-02-9316','S389-4','jcAeMSKGWSUloWgB', 'LB')
('AC04652-2022-11-02-9191','A511-11','pGaRZIVi', 'SL')
('SL04652-2022-11-01-9237','S385-21','nZ', 'MB')
('AC22517-2022-11-01-9189','A511-9','blMqn', 'UB')
('SL04652-2022-11-01-9239','S385-23','GdG', 'SL')
('AC12058-2022-11-01-9326','A519-2','GAUuQhrUAuCl', 'LB')
('AC12058-2022-11-01-9327','A519-3','cegEoYcYQiHpdWxB', 'UB')
('SL04652-2022-11-02-9334','S389-22','SAZaX', 'UB')
('AC22517-2022-11-01-9202','A512-4','HyfcovcdwIEWcd', 'UB')
('AC12058-2022-11-01-9340','A519-16','SQwvDAPbI', 'UB')
('AC22517-2022-11-02-9477','A527-9','X', 'UB')
('SL04652-2022-11-02-9355','S390-19','E', 'UB')
('SL04652-2022-11-01-9262','S386-22','VgKMnVxQu', 'UB')
('SL04652-2022-11-02-9359','S390-23','mmqIhaBWTknIVSm', 'SL')
('AC22517-2022-11-02-9482','A527-14','jXXqg', 'LB')
('AC04652-2022-11-02-9216','A512-18','WZqPbURsRGIebb', 'SU')
('AC04652-2022-11-01-9373','A521-13','nQzPQMIbq', 'LB')
('AC04652-2022-11-01-9374','A521-14','fZiywJvK', 'LB')
('AC04652-2022-11-01-9375','A521-15','svvBC', 'UB')
('SL22517-2022-11-02-9347','S390-11','NihsEaMsoSiyfpBO', 'UB')
('SL22517-2022-11-01-9279','S387-15','ukfZv', 'SL')
('AC22517-2022-11-02-9483','A527-15','aGCjIAmCY', 'UB')
('AC22517-2022-11-01-9217','A513-1','SXSsoGUcaitl', 'LB')
('AC22517-2022-11-02-9484','A527-16','iJgiHP', 'UB')
('AC04652-2022-11-02-9229','A513-13','btwPFXNk', 'LB')
('AC22517-2022-11-02-9494','A528-8','kEuVQUl', 'LB')
('AC22517-2022-11-02-9495','A528-9','B', 'UB')
('AC22517-2022-11-02-9496','A528-10','TYkAMt', 'UB')
('SL12058-2022-11-01-9349','S390-13','YdiWQJxBwbt', 'MB')
('AC04652-2022-11-01-9384','A522-6','KeURfXnvThNLPmCv', 'SU')
('SL22517-2022-11-02-9364','S391-4','ynd', 'LB')
('SL04652-2022-11-01-9290','S388-2','DjgnfuXntJK', 'MB')
('SL12058-2022-11-01-9354','S390-18','zhpKPXzfFD', 'MB')
('AC12058-2022-11-01-9368','A521-8','y', 'LB')
('AC12058-2022-11-01-9369','A521-9','lNtBmSsqaHgf', 'UB')
('AC04652-2022-11-01-9389','A522-11','r', 'SL')
('AC22517-2022-11-02-9501','A528-15','AY', 'UB')
('SL22517-2022-11-02-9369','S391-9','ZlENwtLafSXD', 'LB')
('AC04652-2022-11-02-9245','A514-11','ANLYgObQcXWUwd', 'SL')
('SL22517-2022-11-01-9305','S388-17','UIgdqeIwVEAYyt', 'LB')
('AC22517-2022-11-02-9503','A528-17','LtLQFpegCv', 'SL')
('AC12058-2022-11-01-9374','A521-14','bJnUqC', 'LB')
('AC22517-2022-11-02-9505','A529-1','O', 'LB')
('SL04652-2022-11-02-9382','S391-22','H', 'UB')
('AC22517-2022-11-01-9241','A514-7','SPwKL', 'LB')
('SL22517-2022-11-02-9373','S391-13','vmRfixX', 'MB')
('SL22517-2022-11-02-9377','S391-17','UmXseQoEccvFrO', 'LB')
('SL12058-2022-11-01-9368','S391-8','lybNhugWlhA', 'SU')
('AC22517-2022-11-01-9247','A514-13','D', 'LB')
('AC22517-2022-11-02-9512','A529-8','RVBnzzWjx', 'LB')
('SL12058-2022-11-01-9370','S391-10','pmjlpFXbBbIshXD', 'MB')
('SL04652-2022-11-02-9388','S392-4','CTrDreBaxiP', 'LB')
('SL22517-2022-11-02-9381','S391-21','awux', 'MB')
('SL04652-2022-11-01-9313','S389-1','Pq', 'LB')
('SL12058-2022-11-01-9377','S391-17','IYLcSp', 'LB')
('AC12058-2022-11-01-9384','A522-6','PFJIYzd', 'SU')
('AC22517-2022-11-02-9521','A529-17','RnXShfzlzxZWQI', 'SL')
('SL04652-2022-11-02-9391','S392-7','UfV', 'SL')
('AC22517-2022-11-01-9256','A515-4','KLVMGbLgLAfTa', 'UB')
('SL12058-2022-11-01-9380','S391-20','RDx', 'LB')
('AC22517-2022-11-02-9525','A530-3','aBYhcAExxVL', 'UB')
('SL04652-2022-11-02-9393','S392-9','UaLxcOQfiLGYyrn', 'LB')
('SL12058-2022-11-01-9382','S391-22','RuQGATH', 'UB')
('AC04652-2022-11-01-9409','A523-13','dbp', 'LB')
('SL04652-2022-11-02-9396','S392-12','urJVnZLlWd', 'LB')
('AC04652-2022-11-01-9410','A523-14','cbs', 'LB')
('AC22517-2022-11-01-9270','A515-18','asKVaSPToFwFxl', 'SU')
('AC12058-2022-11-01-9395','A522-17','i', 'SL')
('SL04652-2022-11-01-9341','S390-5','opl', 'MB')
('AC04652-2022-11-02-9278','A516-8','YbkaZ', 'LB')
('SL22517-2022-11-01-9325','S389-13','uevhvfYIIYEww', 'MB')
('SL04652-2022-11-02-9407','S392-23','DIbIyXtjZQgAv', 'SL')
('AC04652-2022-11-01-9422','A524-8','VKCRWISUoVkn', 'LB')
('SL22517-2022-11-02-9397','S392-13','XuwSfkuV', 'MB')
('AC22517-2022-11-01-9277','A516-7','YmpW', 'LB')
('AC22517-2022-11-01-9280','A516-10','X', 'UB')
('AC12058-2022-11-01-9405','A523-9','eDfQXrYkO', 'UB')
('AC12058-2022-11-01-9406','A523-10','DnyQtIrQ', 'UB')
('AC22517-2022-11-01-9282','A516-12','pDXGlqrqwBDUFc', 'SU')
('AC04652-2022-11-02-9282','A516-12','ECrTFRZPHbLLbz', 'SU')
('SL22517-2022-11-02-9400','S392-16','GpcruUvjLXKlVox', 'SU')
('AC04652-2022-11-02-9284','A516-14','gBcElAdEbU', 'LB')
('AC22517-2022-11-02-9544','A531-4','norBQ', 'UB')
('SL04652-2022-11-02-9418','S393-10','PAW', 'MB')
('SL12058-2022-11-01-9406','S392-22','QZrslw', 'UB')
('SL22517-2022-11-02-9403','S392-19','ognYUnnxSsWKMkh', 'UB')
('AC22517-2022-11-01-9286','A516-16','BwKPJzzMDbIl', 'UB')
('AC04652-2022-11-01-9431','A524-17','ipOjE', 'SL')
('SL04652-2022-11-01-9362','S391-2','tyzCJoDhDihPE', 'MB')
('AC22517-2022-11-01-9287','A516-17','xOSb', 'SL')
('SL12058-2022-11-01-9414','S393-6','AEgUUVr', 'UB')
('SL04652-2022-11-01-9365','S391-5','XgjAXaMf', 'MB')
('SL22517-2022-11-02-9408','S392-24','BziRhVdTMHl', 'SU')
('AC12058-2022-11-01-9419','A524-5','hjddjNkgyqf', 'SL')
('AC04652-2022-11-01-9440','A525-8','d', 'LB')
('SL04652-2022-11-02-9430','S393-22','qCZOhAb', 'UB')
('SL12058-2022-11-01-9419','S393-11','OycY', 'UB')
('AC22517-2022-11-01-9293','A517-5','PjfGdOYMpSA', 'SL')
('SL22517-2022-11-01-9352','S390-16','KSstN', 'SU')
('AC04652-2022-11-01-9446','A525-14','BYn', 'LB')
('AC04652-2022-11-02-9299','A517-11','MJpqdsZuMKJ', 'SL')
('AC22517-2022-11-01-9296','A517-8','HXMVD', 'LB')
('SL04652-2022-11-02-9440','S394-8','DWVgQtMkst', 'SU')
('AC04652-2022-11-02-9303','A517-15','cbrLBVUzPaGirI', 'UB')
('SL04652-2022-11-02-9443','S394-11','woHIiEXqSxVaYjc', 'UB')
('AC04652-2022-11-01-9456','A526-6','thTi', 'SU')
('SL22517-2022-11-01-9365','S391-5','s', 'MB')
('SL04652-2022-11-01-9378','S391-18','WAs', 'MB')
('AC04652-2022-11-02-9308','A518-2','IIXTZtViJRgPBVf', 'LB')
('AC04652-2022-11-02-9309','A518-3','mFlteeXdlBFzFhDo', 'UB')
('AC12058-2022-11-01-9429','A524-15','kxGSvF', 'UB')
('AC04652-2022-11-02-9311','A518-5','q', 'SL')
('SL22517-2022-11-02-9425','S393-17','RLCZidruKTrRjlR', 'LB')
('AC12058-2022-11-01-9432','A524-18','YB', 'SU')
('AC22517-2022-11-01-9312','A518-6','PQzxShhbbEeZ', 'SU')
('AC12058-2022-11-01-9436','A525-4','lYA', 'UB')
('SL04652-2022-11-02-9453','S394-21','VfxGNexBVIFEgQ', 'MB')
('AC22517-2022-11-02-9574','A532-16','mDroNUdisWmGtiHm', 'UB')
('AC04652-2022-11-01-9468','A526-18','evahzOCf', 'SU')
('AC22517-2022-11-02-9575','A532-17','gBu', 'SL')
('AC04652-2022-11-02-9324','A518-18','usTLntknAD', 'SU')
('AC04652-2022-11-02-9325','A519-1','n', 'LB')
('AC12058-2022-11-01-9445','A525-13','EJP', 'LB')
('SL22517-2022-11-02-9437','S394-5','TF', 'MB')
('AC22517-2022-11-02-9579','A533-3','bOcWnS', 'UB')
('SL12058-2022-11-01-9449','S394-17','QYDdFosMS', 'LB')
('AC04652-2022-11-01-9477','A527-9','znto', 'UB')
('SL22517-2022-11-01-9380','S391-20','vxJBpKZmLm', 'LB')
('AC12058-2022-11-01-9450','A525-18','JIxewSnpyAGuF', 'SU')
