('SL22517-2022-11-02-5334','S223-6','fqDqjsdTVICcbuS', 'UB')
('SL22517-2022-11-01-12093','S504-21','gd', 'MB')
('AC12058-2022-11-01-12288','A683-12','YmguAUlf', 'SU')
('AC04652-2022-11-01-12468','A693-12','PybqOSEA', 'SU')
('AC22517-2022-11-01-12288','A683-12','WCXsdS', 'SU')
('AC04652-2022-11-01-12470','A693-14','tZhbBABueqYClI', 'LB')
('AC22517-2022-11-02-12268','A682-10','BiK', 'UB')
('SL04652-2022-11-02-12236','S510-20','DvKC', 'LB')
('AC04652-2022-11-02-12323','A685-11','wDBYCUr', 'SL')
('AC04652-2022-11-01-12527','A696-17','ddbfECsXshFcg', 'SL')
('AC04652-2022-11-02-12326','A685-14','BCJWiZvWYm', 'LB')
('SL22517-2022-11-02-12233','S510-17','PMYLtUS', 'LB')
('SL12058-2022-11-01-12186','S508-18','LvuOsG', 'MB')
('AC04652-2022-11-01-12644','A703-8','aqRVEi', 'LB')
('SL22517-2022-11-02-12331','S514-19','H', 'UB')
('SL04652-2022-11-01-12353','S515-17','CJqajpHG', 'LB')
('AC22517-2022-11-02-12457','A693-1','zZjbDpZvnnGnO', 'LB')
('SL12058-2022-11-01-12227','S510-11','ApYasEIbIBvpDPc', 'UB')
('AC04652-2022-11-02-12504','A695-12','I', 'SU')
('SL04652-2022-11-02-12406','S517-22','ugwPFNXLBu', 'UB')
('AC12058-2022-11-01-12518','A696-8','HpBt', 'LB')
('SL04652-2022-11-01-12381','S516-21','jFWfVhwvYeZEO', 'MB')
('AC22517-2022-11-02-12468','A693-12','NgSBJybsAXpqtny', 'SU')
('SL22517-2022-11-02-12423','S518-15','ncsivqIRl', 'SL')
('SL22517-2022-11-01-12344','S515-8','WNY', 'SU')
('AC22517-2022-11-02-12498','A695-6','MeDeTRGAnZlv', 'SU')
('AC22517-2022-11-02-12499','A695-7','mDKknyBrQcAEbJqo', 'LB')
('AC22517-2022-11-01-12609','A701-9','iGOJyd', 'UB')
('SL22517-2022-11-01-12415','S518-7','BWqNLaLUcpceDI', 'SL')
('SL22517-2022-11-01-12416','S518-8','zeQYaEvub', 'SU')
('AC04652-2022-11-02-12617','A701-17','uxqG', 'SL')
('AC12058-2022-11-01-12624','A702-6','GzHMQdDZ', 'SU')
('SL04652-2022-11-01-12484','S521-4','M', 'LB')
('SL22517-2022-11-01-12427','S518-19','LncM', 'UB')
('SL22517-2022-11-02-12507','S522-3','lCYeTh', 'UB')
('AC04652-2022-11-02-12634','A702-16','azdweqEtTwQkOfQN', 'UB')
('SL22517-2022-11-01-12475','S520-19','QvNQKSeM', 'UB')
('AC04652-2022-11-01-12853','A715-1','WNViKAOkENOvptX', 'LB')
('SL04652-2022-11-02-12568','S524-16','aeUSjbshmT', 'SU')
('SL22517-2022-11-02-12555','S524-3','Mzkuozq', 'UB')
('AC12058-2022-11-01-12688','A705-16','PXM', 'UB')
('AC04652-2022-11-01-12869','A715-17','YsjGJRdewaZ', 'SL')
('AC12058-2022-11-01-12690','A705-18','idtLfbyIz', 'SU')
('SL04652-2022-11-01-12548','S523-20','bVXyHejXSGgPBh', 'LB')
('AC22517-2022-11-01-12709','A707-1','IEhseZaeU', 'LB')
('SL22517-2022-11-02-12565','S524-13','snXHsKRtms', 'MB')
('SL04652-2022-11-01-12561','S524-9','wDVRCRODXiP', 'LB')
('SL12058-2022-11-01-12427','S518-19','Uu', 'UB')
('SL12058-2022-11-01-12428','S518-20','bEpNpmbVuTQOs', 'LB')
('AC12058-2022-11-01-12703','A706-13','bZADNWmL', 'LB')
('SL12058-2022-11-01-12430','S518-22','OKfEQkARJHDrz', 'UB')
('AC22517-2022-11-01-12717','A707-9','OSfC', 'UB')
('SL04652-2022-11-02-12596','S525-20','pwKTd', 'LB')
('SL22517-2022-11-01-12514','S522-10','ZMXIXiK', 'MB')
('SL04652-2022-11-01-12584','S525-8','E', 'SU')
('AC22517-2022-11-02-12686','A705-14','kqTILcbBMMvH', 'LB')
('AC22517-2022-11-01-12746','A709-2','ySvXDkS', 'LB')
('SL22517-2022-11-01-12534','S523-6','ocqZLqaHhWrtoKl', 'UB')
('SL22517-2022-11-02-12592','S525-16','v', 'SU')
('AC22517-2022-11-02-12694','A706-4','a', 'UB')
('AC22517-2022-11-02-12695','A706-5','hktGjevFogP', 'SL')
('SL04652-2022-11-01-12602','S526-2','BmJAuYEaZD', 'MB')
('AC04652-2022-11-01-12908','A718-2','pQsX', 'LB')
('AC04652-2022-11-02-12722','A707-14','zvVj', 'LB')
('AC04652-2022-11-01-12911','A718-5','JPpbMbgCENIWrigq', 'SL')
('SL22517-2022-11-02-12596','S525-20','hcnYEfOUI', 'LB')
('SL22517-2022-11-01-12541','S523-13','S', 'MB')
('AC04652-2022-11-02-12724','A707-16','fhGCvyHPf', 'UB')
('AC04652-2022-11-01-12916','A718-10','DjvavNZkYDzqgqmi', 'UB')
('AC04652-2022-11-01-12921','A718-15','NKvpHwjTFmuJwkRZ', 'UB')
('SL22517-2022-11-02-12605','S526-5','VhEa', 'MB')
('AC22517-2022-11-02-12711','A707-3','ZVwl', 'UB')
('SL22517-2022-11-01-12553','S524-1','S', 'LB')
('AC04652-2022-11-01-12936','A719-12','pFpv', 'SU')
('SL04652-2022-11-01-12631','S527-7','hl', 'SL')
('AC12058-2022-11-01-12768','A710-6','Goubbts', 'SU')
('AC04652-2022-11-02-12764','A710-2','xtzTHXziwR', 'LB')
('AC22517-2022-11-02-12742','A708-16','gdxDujGu', 'UB')
('AC22517-2022-11-02-12743','A708-17','fMtxHjjTLU', 'SL')
('SL04652-2022-11-01-12646','S527-22','TJpCAcfJCIACiBQ', 'UB')
('SL22517-2022-11-01-12581','S525-5','hoqHmGxKYa', 'MB')
('AC22517-2022-11-02-12751','A709-7','sbuWbMhMUIPFuy', 'LB')
('AC22517-2022-11-01-12806','A712-8','lXrCfltXpuExsqZy', 'LB')
('AC22517-2022-11-01-12807','A712-9','szjIxwIcjd', 'UB')
('AC04652-2022-11-01-12956','A720-14','PuRnNJzIC', 'LB')
('AC04652-2022-11-02-12779','A710-17','bfsPjvNTpHQ', 'SL')
('AC22517-2022-11-02-12755','A709-11','h', 'SL')
('SL22517-2022-11-01-12584','S525-8','sO', 'SU')
('AC04652-2022-11-01-12963','A721-3','MtuedngfOQ', 'UB')
('SL04652-2022-11-02-12687','S529-15','kaNrqCuavdfsJDtf', 'SL')
('SL04652-2022-11-01-12654','S528-6','FDbHcbeAqgzVmEgk', 'UB')
('AC22517-2022-11-02-12763','A710-1','edWGQZvIkDb', 'LB')
('AC22517-2022-11-01-12817','A713-1','eOqh', 'LB')
('SL12058-2022-11-01-12519','S522-15','DN', 'SL')
('SL22517-2022-11-01-12597','S525-21','FRoxDPi', 'MB')
('SL22517-2022-11-02-12659','S528-11','DaDqDQyb', 'UB')
('SL04652-2022-11-01-12663','S528-15','HLbXEVaXL', 'SL')
('AC04652-2022-11-02-12795','A711-15','FRhsrmi', 'UB')
('SL04652-2022-11-01-12665','S528-17','zvRAAXGEMF', 'LB')
('SL04652-2022-11-01-12666','S528-18','H', 'MB')
('AC22517-2022-11-02-12773','A710-11','SXFxpbBvPW', 'SL')
('AC04652-2022-11-01-12978','A721-18','JKevfWOnsGtT', 'SU')
('AC12058-2022-11-01-12817','A713-1','jTyBpJlwAQlt', 'LB')
('AC22517-2022-11-01-12848','A714-14','UrgQBFXYE', 'LB')
('AC12058-2022-11-01-12849','A714-15','xfnOqOyYjOymH', 'UB')
('AC22517-2022-11-02-12811','A712-13','syROdWYymWM', 'LB')
('AC12058-2022-11-01-12851','A714-17','vUyE', 'SL')
('SL22517-2022-11-01-12635','S527-11','lEYrWBuo', 'UB')
('AC04652-2022-11-02-12834','A713-18','obCRgOocQhBXF', 'SU')
('AC04652-2022-11-01-13006','A723-10','vaVeVgL', 'UB')
('SL04652-2022-11-01-12707','S530-11','AVVDtUWIXtqLtsg', 'UB')
('AC04652-2022-11-01-13007','A723-11','boOnuW', 'SL')
('AC04652-2022-11-02-12837','A714-3','g', 'UB')
('AC04652-2022-11-01-13009','A723-13','kJiCOCDFVLB', 'LB')
('SL04652-2022-11-01-12709','S530-13','YffF', 'MB')
('SL22517-2022-11-01-12642','S527-18','HCeCsQz', 'MB')
('AC04652-2022-11-01-13010','A723-14','OdGSGyXrHABhyzZG', 'LB')
('SL22517-2022-11-02-12705','S530-9','ARzQmSJcMYWP', 'LB')
('AC22517-2022-11-01-12877','A716-7','tND', 'LB')
('SL04652-2022-11-02-12740','S531-20','dtZjtHbDi', 'LB')
('AC04652-2022-11-02-12850','A714-16','xIGESPDyFAgD', 'UB')
('SL12058-2022-11-01-12578','S525-2','WKHAqNRXPT', 'MB')
('AC22517-2022-11-02-12843','A714-9','BOpWXFWsMLCuuFnE', 'UB')
('SL22517-2022-11-01-12667','S528-19','xwUTcBkuqbdlGTn', 'UB')
('AC04652-2022-11-02-12864','A715-12','AkYvLvsNF', 'SU')
('AC22517-2022-11-02-12849','A714-15','EaEj', 'UB')
('SL22517-2022-11-02-12729','S531-9','RpNzSy', 'LB')
('SL12058-2022-11-01-12589','S525-13','CjQKy', 'MB')
('AC12058-2022-11-01-12881','A716-11','UtYQOStTJAMIN', 'SL')
('SL04652-2022-11-02-12761','S532-17','OlU', 'LB')
('SL22517-2022-11-02-12736','S531-16','FIcBoKWxEXB', 'SU')
('SL22517-2022-11-02-12737','S531-17','yCltchLwA', 'LB')
('SL04652-2022-11-01-12747','S532-3','XHkRh', 'UB')
('AC22517-2022-11-02-12860','A715-8','IsI', 'LB')
('AC04652-2022-11-02-12883','A716-13','UuehkhYzp', 'LB')
('AC12058-2022-11-01-12895','A717-7','KGBAwAwqAgewukP', 'LB')
('SL04652-2022-11-02-12782','S533-14','etz', 'UB')
('SL22517-2022-11-02-12750','S532-6','bzCRqBRXirXrRPV', 'UB')
('AC04652-2022-11-01-13070','A727-2','jqLFKQCCqbVwOi', 'LB')
('SL04652-2022-11-02-12787','S533-19','rrSWWImxrAyTvS', 'UB')
('SL12058-2022-11-01-12619','S526-19','HkAEUGg', 'UB')
('SL12058-2022-11-01-12627','S527-3','vQqFJIxjtHxJ', 'UB')
('SL04652-2022-11-01-12775','S533-7','Hib', 'SL')
('AC04652-2022-11-02-12925','A719-1','LnCX', 'LB')
('SL12058-2022-11-01-12639','S527-15','pJcElYiA', 'SL')
('AC04652-2022-11-01-13101','A728-15','vuBTxSNL', 'UB')
('SL04652-2022-11-01-12788','S533-20','laQSPZFsb', 'LB')
('SL12058-2022-11-01-12642','S527-18','SLPho', 'MB')
('SL04652-2022-11-02-12806','S534-14','GCgSAIESPdPej', 'UB')
('SL12058-2022-11-01-12646','S527-22','L', 'UB')
('SL04652-2022-11-02-12810','S534-18','xMEOUNFhasGhIu', 'MB')
('AC04652-2022-11-02-12939','A719-15','yMIiw', 'UB')
('SL22517-2022-11-01-12730','S531-10','rvSt', 'MB')
('AC22517-2022-11-02-12897','A717-9','aRikhDQ', 'UB')
('SL04652-2022-11-01-12796','S534-4','ML', 'LB')
('AC04652-2022-11-02-12950','A720-8','hY', 'LB')
('SL22517-2022-11-02-12790','S533-22','QIyoLKsrGH', 'UB')
('SL04652-2022-11-01-12801','S534-9','v', 'LB')
('AC04652-2022-11-01-13122','A729-18','aCgOPfZmD', 'SU')
('AC22517-2022-11-02-12909','A718-3','jLAyLuNOIrWJN', 'UB')
('AC04652-2022-11-01-13130','A730-8','dDZkIsdMqEY', 'LB')
('SL04652-2022-11-02-12839','S535-23','Hv', 'SL')
('SL22517-2022-11-01-12752','S532-8','bikG', 'SU')
('SL04652-2022-11-01-12814','S534-22','KMINnArRxbAcH', 'UB')
('SL04652-2022-11-02-12846','S536-6','EpAwCax', 'UB')
('SL12058-2022-11-01-12680','S529-8','NVW', 'SU')
('SL22517-2022-11-02-12830','S535-14','QTgRzlrDfBiec', 'UB')
('AC22517-2022-11-01-13004','A723-8','PdaOpTTaiXzZzKSW', 'LB')
('SL04652-2022-11-02-12872','S537-8','exYVtDnD', 'SU')
('SL22517-2022-11-02-12845','S536-5','zkiGtlgcnHGe', 'MB')
('SL04652-2022-11-02-12883','S537-19','YyxuvVjx', 'UB')
('SL22517-2022-11-02-12850','S536-10','sRWfY', 'MB')
('SL22517-2022-11-02-12852','S536-12','Xsi', 'LB')
('AC04652-2022-11-02-13008','A723-12','Qbcs', 'SU')
('SL22517-2022-11-02-12857','S536-17','FMowWLojbIShD', 'LB')
('AC12058-2022-11-01-12999','A723-3','ynz', 'UB')
('AC04652-2022-11-02-13023','A724-9','pUYmZOsa', 'UB')
('SL12058-2022-11-01-12735','S531-15','pCHnHgM', 'SL')
('AC04652-2022-11-01-13190','A733-14','I', 'LB')
('AC12058-2022-11-01-13005','A723-9','Zy', 'UB')
('AC04652-2022-11-01-13197','A734-3','UTYohOlIoHPfLi', 'UB')
('SL12058-2022-11-01-12743','S531-23','rtwBhmBcRoAjr', 'SL')
('AC04652-2022-11-02-13031','A724-17','ZrWdSgZe', 'SL')
('SL04652-2022-11-01-12874','S537-10','lYjXhQ', 'MB')
('AC04652-2022-11-02-13042','A725-10','osQvjShUlbvZkI', 'UB')
('AC22517-2022-11-01-13054','A726-4','reWXMJteS', 'UB')
('SL12058-2022-11-01-12756','S532-12','jNKKkFReJkHxtggE', 'LB')
('SL04652-2022-11-02-12915','S539-3','DMdeHnR', 'UB')
('SL22517-2022-11-01-12818','S535-2','ePfvAuDCXpZRP', 'MB')
('AC22517-2022-11-02-13001','A723-5','nenypMOhMlA', 'SL')
('AC04652-2022-11-02-13054','A726-4','vLMRRQ', 'UB')
('SL04652-2022-11-01-12899','S538-11','GYIQuE', 'UB')
('SL22517-2022-11-02-12904','S538-16','OsxylaeBTHOW', 'SU')
('SL04652-2022-11-02-12927','S539-15','CrbfTTyA', 'SL')
('AC22517-2022-11-01-13072','A727-4','hcxaruQhKeO', 'UB')
('AC12058-2022-11-01-13041','A725-9','aG', 'UB')
('AC04652-2022-11-02-13057','A726-7','dDWotILsuaTjhr', 'LB')
('SL04652-2022-11-01-12905','S538-17','roWsn', 'LB')
('SL22517-2022-11-01-12842','S536-2','NoIvY', 'MB')
('SL22517-2022-11-02-12908','S538-20','LnwYFwNgm', 'LB')
('SL22517-2022-11-02-12909','S538-21','kDgoXa', 'MB')
('SL12058-2022-11-01-12782','S533-14','yp', 'UB')
('AC04652-2022-11-02-13076','A727-8','WsaFWR', 'LB')
('SL12058-2022-11-01-12799','S534-7','BXtL', 'SL')
('SL22517-2022-11-01-12857','S536-17','rNeooFconemHMrZ', 'LB')
('AC22517-2022-11-01-13091','A728-5','G', 'SL')
('AC04652-2022-11-01-13248','A736-18','eats', 'SU')
('AC04652-2022-11-02-13080','A727-12','OGbu', 'SU')
('SL22517-2022-11-02-12929','S539-17','Q', 'LB')
('SL04652-2022-11-01-12928','S539-16','NbrGqzaeQeWWD', 'SU')
('AC12058-2022-11-01-13059','A726-9','rcQNaKOueohvYog', 'UB')
('SL04652-2022-11-01-12930','S539-18','cDMYXQNQJO', 'MB')
('AC22517-2022-11-01-13094','A728-8','J', 'LB')
('SL22517-2022-11-01-12868','S537-4','cfNhwiGPJlum', 'LB')
('SL12058-2022-11-01-12805','S534-13','laZng', 'MB')
('SL04652-2022-11-01-12935','S539-23','fjctrEHpnm', 'SL')
('SL22517-2022-11-02-12931','S539-19','cRYXMhQrAco', 'UB')
('AC22517-2022-11-02-13031','A724-17','fV', 'SL')
('AC12058-2022-11-01-13062','A726-12','SKOrAjiPRRR', 'SU')
('SL22517-2022-11-01-12872','S537-8','XfZFlBEk', 'SU')
('AC04652-2022-11-01-13274','A738-8','CowKTOTjxOTRHMMq', 'LB')
('AC04652-2022-11-02-13120','A729-16','aHGmz', 'UB')
('AC22517-2022-11-02-13051','A726-1','gZpGB', 'LB')
('SL22517-2022-11-02-12965','S541-5','gISzUrTgGsq', 'MB')
('AC04652-2022-11-01-13279','A738-13','OJLf', 'LB')
('SL22517-2022-11-02-12966','S541-6','jUlSRpaacvTE', 'UB')
('AC22517-2022-11-02-13056','A726-6','NXABVWZl', 'SU')
('AC04652-2022-11-02-13126','A730-4','KFQUXtVXgOnJ', 'UB')
('SL04652-2022-11-01-12976','S541-16','CUspBOjiDVbEH', 'SU')
('SL04652-2022-11-01-12977','S541-17','juqwsJeRWHlR', 'LB')
('AC04652-2022-11-02-13146','A731-6','FyZVVRKokUr', 'SU')
('SL22517-2022-11-02-13035','S544-3','QJbhsJrKuHLzlDG', 'UB')
('AC04652-2022-11-01-13363','A743-7','jRLonOnsuCFA', 'LB')
('SL22517-2022-11-02-13043','S544-11','OvhNwYnGbLfNlPeX', 'UB')
('SL12058-2022-11-01-12892','S538-4','E', 'LB')
('AC22517-2022-11-01-13205','A734-11','iuCNqWakpKBzxT', 'SL')
('AC12058-2022-11-01-13187','A733-11','ZsGzgnVybniuhWrg', 'SL')
('SL04652-2022-11-01-13130','S548-2','IVEO', 'MB')
('AC22517-2022-11-01-13290','A739-6','UCHKgrmeZNmJAMxt', 'SU')
('SL22517-2022-11-01-13043','S544-11','pnxUMdJ', 'UB')
('SL04652-2022-11-02-13126','S547-22','MmwIVKYVOueGSHE', 'UB')
('SL04652-2022-11-01-13131','S548-3','uUDjFYQcHx', 'UB')
('SL22517-2022-11-01-13048','S544-16','yIXJzjSrAyLNbk', 'SU')
('AC22517-2022-11-02-13221','A735-9','QdLHQVN', 'UB')
('AC22517-2022-11-02-13224','A735-12','sWdfxtNSTeUZBhyD', 'SU')
('AC22517-2022-11-02-13225','A735-13','kpargWiEeyqf', 'LB')
('SL12058-2022-11-01-12954','S540-18','Wqij', 'MB')
('SL04652-2022-11-01-13137','S548-9','ATiSviOgHwZBR', 'LB')
('AC22517-2022-11-02-13232','A736-2','sHMbSCBZWjsuKllp', 'LB')
('AC12058-2022-11-01-13253','A737-5','gGLs', 'SL')
('AC04652-2022-11-02-13285','A739-1','sxv', 'LB')
('SL12058-2022-11-01-12967','S541-7','qwxosrZ', 'SL')
('SL22517-2022-11-01-13065','S545-9','PIzn', 'LB')
('AC22517-2022-11-02-13239','A736-9','Mml', 'UB')
('AC04652-2022-11-02-13304','A740-2','MZaK', 'LB')
('AC12058-2022-11-01-13272','A738-6','JYGBqZZBDgVxbxiE', 'SU')
('SL22517-2022-11-02-13166','S549-14','WXyiAnh', 'UB')
('AC22517-2022-11-02-13264','A737-16','BrhUudO', 'UB')
('SL04652-2022-11-02-13174','S549-22','QyBV', 'UB')
('SL04652-2022-11-02-13175','S549-23','hjSxQT', 'SL')
('AC22517-2022-11-02-13266','A737-18','Kvqa', 'SU')
('SL04652-2022-11-02-13176','S549-24','GknbECFjF', 'SU')
('AC12058-2022-11-01-13283','A738-17','FtSjGz', 'SL')
('AC22517-2022-11-02-13271','A738-5','eaaoFja', 'SL')
('AC12058-2022-11-01-13285','A739-1','dZAshBZA', 'LB')
('SL22517-2022-11-01-13094','S546-14','TOMPot', 'UB')
('SL12058-2022-11-01-13009','S543-1','PVGC', 'LB')
('AC04652-2022-11-02-13336','A741-16','ibMoSTT', 'UB')
('AC22517-2022-11-01-13369','A743-13','nXGPI', 'LB')
('SL12058-2022-11-01-13013','S543-5','jL', 'MB')
('SL12058-2022-11-01-13015','S543-7','Z', 'SL')
('SL12058-2022-11-01-13020','S543-12','GsahCLwIiwMRANB', 'LB')
('SL22517-2022-11-02-13208','S551-8','EVdcQ', 'SU')
('SL22517-2022-11-02-13221','S551-21','cUO
