('SL22517-2022-11-02-1231','S52-7','KhETARuWtySMXFyh', 'SL')
('SL04652-2022-11-02-3817','S160-1','h', 'LB')
('SL04652-2022-11-01-3987','S167-3','UkVLNuuCKyLcG', 'UB')
('SL22517-2022-11-02-3999','S167-15','tEhp', 'SL')
('AC22517-2022-11-02-3988','A222-10','UyPzrPHnKKEQsj', 'UB')
('AC22517-2022-11-02-3991','A222-13','PSUyZu', 'LB')
('AC04652-2022-11-02-3980','A222-2','GSC', 'LB')
('AC22517-2022-11-01-3926','A219-2','LeLXlBj', 'LB')
('AC04652-2022-11-01-3907','A218-1','cbfhzj', 'LB')
('SL12058-2022-11-01-3920','S164-8','eePkC', 'SU')
('SL04652-2022-11-01-3993','S167-9','KlUxle', 'LB')
('AC12058-2022-11-01-3950','A220-8','pfyAx', 'LB')
('SL12058-2022-11-01-3924','S164-12','bEStYqsB', 'LB')
('SL12058-2022-11-01-3925','S164-13','pGAjuXslaR', 'MB')
('SL04652-2022-11-02-3823','S160-7','hpFFKmLuoPJUcec', 'SL')
('SL04652-2022-11-02-3824','S160-8','Z', 'SU')
('SL22517-2022-11-02-4006','S167-22','eBGxAMQiXAX', 'UB')
('AC04652-2022-11-01-3911','A218-5','l', 'SL')
('AC22517-2022-11-02-3996','A222-18','YrnNQxlzax', 'SU')
('AC22517-2022-11-02-3997','A223-1','UqDgIJ', 'LB')
('AC04652-2022-11-01-3912','A218-6','ZuloJuUN', 'SU')
('AC22517-2022-11-02-3999','A223-3','SlGNgAlAJ', 'UB')
('AC12058-2022-11-01-3955','A220-13','PcCivuhuJcWcb', 'LB')
('AC22517-2022-11-02-4000','A223-4','Qsbr', 'UB')
('SL22517-2022-11-01-3894','S163-6','eADksemiJeK', 'UB')
('AC04652-2022-11-01-3914','A218-8','GkSduqgv', 'LB')
('SL22517-2022-11-02-4008','S167-24','LPvBzYqzWADb', 'SU')
('SL22517-2022-11-01-3896','S163-8','OGKyHt', 'SU')
('SL04652-2022-11-01-3999','S167-15','blJXYiQypOMN', 'SL')
('AC04652-2022-11-01-3917','A218-11','mqJxGHgQW', 'SL')
('AC22517-2022-11-01-3936','A219-12','Gxx', 'SU')
('AC22517-2022-11-01-3937','A219-13','jAmczZazBhQk', 'LB')
('AC12058-2022-11-01-3960','A220-18','MzXNUg', 'SU')
('SL22517-2022-11-01-3899','S163-11','nCoyTVcSrO', 'UB')
('SL04652-2022-11-02-3829','S160-13','PiQQeEi', 'MB')
('SL12058-2022-11-01-3933','S164-21','zgSuCxQN', 'MB')
('AC22517-2022-11-01-3940','A219-16','JoZ', 'UB')
('AC04652-2022-11-02-3988','A222-10','SgJpukvdum', 'UB')
('AC04652-2022-11-02-3989','A222-11','LXqyCjMEJtSIka', 'SL')
('SL04652-2022-11-02-3830','S160-14','CpxZshRmaSGVhdL', 'UB')
('SL04652-2022-11-01-4006','S167-22','uxFxpFWjDzLYsv', 'UB')
('SL04652-2022-11-01-4007','S167-23','ItTH', 'SL')
('SL22517-2022-11-01-3903','S163-15','wxmQehFidmjAE', 'SL')
('SL04652-2022-11-02-3833','S160-17','vK', 'LB')
('SL04652-2022-11-01-4008','S167-24','uZm', 'SU')
('SL22517-2022-11-02-4014','S168-6','cBLkhZOVWywGCRy', 'UB')
('SL22517-2022-11-01-3904','S163-16','Jwh', 'SU')
('SL22517-2022-11-02-4015','S168-7','gnSCwe', 'SL')
('SL04652-2022-11-01-4011','S168-3','iXxphbwSY', 'UB')
('SL22517-2022-11-01-3907','S163-19','YAbgwngWrb', 'UB')
('AC22517-2022-11-02-4013','A223-17','lUUxlxlW', 'SL')
('AC22517-2022-11-02-4014','A223-18','UaWrl', 'SU')
('AC22517-2022-11-01-3948','A220-6','Z', 'SU')
('SL04652-2022-11-02-3837','S160-21','bI', 'MB')
('SL22517-2022-11-02-4021','S168-13','WDGtQGIbJs', 'MB')
('SL12058-2022-11-01-3938','S165-2','zADZWjFel', 'MB')
('AC22517-2022-11-02-4018','A224-4','laFQOiNQTEwBMWja', 'UB')
('AC04652-2022-11-02-3997','A223-1','ZWDQTGaPX', 'LB')
('AC04652-2022-11-02-3998','A223-2','zqnnzZzPb', 'LB')
('SL04652-2022-11-02-3840','S160-24','wAQIOfBCjJfPWqL', 'SU')
('AC04652-2022-11-02-4000','A223-4','i', 'UB')
('SL22517-2022-11-02-4024','S168-16','xYOjmRlCWcfmC', 'SU')
('AC04652-2022-11-01-3930','A219-6','YIdNPaYaN', 'SU')
('SL04652-2022-11-01-4020','S168-12','TMQZYrr', 'LB')
('SL22517-2022-11-01-3913','S164-1','dTq', 'LB')
('SL04652-2022-11-01-4022','S168-14','yChyn', 'UB')
('AC22517-2022-11-01-3951','A220-9','EYYakeD', 'UB')
('AC04652-2022-11-02-4005','A223-9','wujHSEODlas', 'UB')
('SL12058-2022-11-01-3940','S165-4','bzrJ', 'LB')
('SL04652-2022-11-02-3847','S161-7','BC', 'SL')
('AC12058-2022-11-01-3973','A221-13','PDNnIf', 'LB')
('AC22517-2022-11-02-4024','A224-10','pkO', 'UB')
('SL12058-2022-11-01-3942','S165-6','bQLdknMPswZ', 'UB')
('AC22517-2022-11-02-4026','A224-12','TKp', 'SU')
('SL12058-2022-11-01-3944','S165-8','FSQVLOrVwQOSgH', 'SU')
('AC12058-2022-11-01-3978','A221-18','fP', 'SU')
('AC12058-2022-11-01-3979','A222-1','dzhq', 'LB')
('AC04652-2022-11-02-4010','A223-14','xHxZXq', 'LB')
('AC22517-2022-11-02-4030','A224-16','HXOkhlMDAM', 'UB')
('AC22517-2022-11-02-4031','A224-17','IZaExrErownWaO', 'SL')
('SL22517-2022-11-02-4028','S168-20','fozLSxgzjeNgpLao', 'LB')
('SL12058-2022-11-01-3946','S165-10','P', 'MB')
('SL22517-2022-11-01-3918','S164-6','cfUJEmEfTx', 'UB')
('AC12058-2022-11-01-3984','A222-6','bveD', 'SU')
('SL12058-2022-11-01-3949','S165-13','VUCZzUTvifN', 'MB')
('AC04652-2022-11-01-3938','A219-14','bWVRCCkqqmIoIuB', 'LB')
('SL04652-2022-11-01-4028','S168-20','GxhcPt', 'LB')
('AC12058-2022-11-01-3987','A222-9','jGLUbnQrIZCrQor', 'UB')
('AC04652-2022-11-01-3940','A219-16','k', 'UB')
('SL04652-2022-11-01-4030','S168-22','yOfC', 'UB')
('SL04652-2022-11-01-4031','S168-23','TVHHGsRKhZDgN', 'SL')
('AC04652-2022-11-02-4018','A224-4','nsupHZrYyc', 'UB')
('AC04652-2022-11-01-3942','A219-18','yzADMx', 'SU')
('SL12058-2022-11-01-3953','S165-17','tdfofm', 'LB')
('AC22517-2022-11-01-3961','A221-1','xeyDyL', 'LB')
('AC12058-2022-11-01-3989','A222-11','wdNHfBljddIpMK', 'SL')
('SL04652-2022-11-02-3865','S162-1','RDwXHxNcKHMXvUqL', 'LB')
('SL22517-2022-11-02-4033','S169-1','SxDFqBqBn', 'LB')
('AC04652-2022-11-02-4022','A224-8','RtFxzCnQKRkmp', 'LB')
('AC12058-2022-11-01-3992','A222-14','WEeugQqfVAri', 'LB')
('AC22517-2022-11-02-4042','A225-10','LHLA', 'UB')
('SL22517-2022-11-01-3924','S164-12','XuaEPVLE', 'LB')
('AC12058-2022-11-01-3994','A222-16','TklSHBXhYCxmoTBF', 'UB')
('SL04652-2022-11-02-3868','S162-4','vgOTzO', 'LB')
('AC22517-2022-11-02-4044','A225-12','hWgfjDDzreUAkYK', 'SU')
('SL22517-2022-11-02-4038','S169-6','bAEPoXIgEdak', 'UB')
('SL22517-2022-11-01-3926','S164-14','RU', 'UB')
('SL04652-2022-11-02-3871','S162-7','kbOmjqAig', 'SL')
('SL22517-2022-11-02-4039','S169-7','JrrFZnUEPcTNKNVA', 'SL')
('SL22517-2022-11-01-3927','S164-15','XcnlGA', 'SL')
('SL22517-2022-11-01-3928','S164-16','kpNBJ', 'SU')
('AC04652-2022-11-02-4025','A224-11','xoqPZ', 'SL')
('SL04652-2022-11-02-3874','S162-10','iracBqlub', 'MB')
('AC04652-2022-11-01-3950','A220-8','cH', 'LB')
('SL22517-2022-11-02-4044','S169-12','YxfpzgGSXeiG', 'LB')
('AC04652-2022-11-02-4026','A224-12','iTqEZgZPegSZzI', 'SU')
('AC22517-2022-11-01-3969','A221-9','FUQw', 'UB')
('AC22517-2022-11-02-4049','A225-17','vQlGNdTBZb', 'SL')
('AC22517-2022-11-01-3970','A221-10','RNbDAyUol', 'UB')
('SL04652-2022-11-02-3878','S162-14','boxuDMTevhRcZKlE', 'UB')
('SL22517-2022-11-01-3937','S165-1','ojWidAXFtqeGs', 'LB')
('AC22517-2022-11-02-4051','A226-1','T', 'LB')
('SL22517-2022-11-01-3938','S165-2','yaGiPP', 'MB')
('SL22517-2022-11-01-3939','S165-3','KGzPKRBnXJR', 'UB')
('SL22517-2022-11-02-4045','S169-13','wimAKM', 'MB')
('AC12058-2022-11-01-4005','A223-9','cnjBdSbhpbd', 'UB')
('AC22517-2022-11-01-3978','A221-18','udlHvXeIEOvQqW', 'SU')
('AC12058-2022-11-01-4007','A223-11','SgABkIpOmKcD', 'SL')
('AC04652-2022-11-01-3956','A220-14','hTqRClWeDG', 'LB')
('SL04652-2022-11-02-3883','S162-19','AACDkeOZXyrcNVy', 'UB')
('AC22517-2022-11-01-3980','A222-2','Da', 'LB')
('AC04652-2022-11-01-3958','A220-16','cA', 'UB')
('SL04652-2022-11-01-4048','S169-16','a', 'SU')
('AC04652-2022-11-01-3959','A220-17','KAdwiyDmQiWW', 'SL')
('AC04652-2022-11-01-3960','A220-18','GSlLrRQwcekCiPX', 'SU')
('SL22517-2022-11-01-3945','S165-9','pOOpzu', 'LB')
('SL22517-2022-11-01-3946','S165-10','ymJ', 'MB')
('SL04652-2022-11-02-3885','S162-21','jW', 'MB')
('AC04652-2022-11-01-3966','A221-6','LkLUqlk', 'SU')
('SL12058-2022-11-01-3975','S166-15','blGkfzMIWX', 'SL')
('AC22517-2022-11-01-3986','A222-8','adNtnqgDF', 'LB')
('AC22517-2022-11-01-3987','A222-9','yQyoWG', 'UB')
('SL12058-2022-11-01-3976','S166-16','szWtraGPVRrOGy', 'SU')
('SL04652-2022-11-01-4056','S169-24','irEaKJRyasHdbZlD', 'SU')
('SL04652-2022-11-02-3891','S163-3','JgfqxBuWYPdbhPms', 'UB')
('AC22517-2022-11-01-3989','A222-11','dBRfdxUrV', 'SL')
('AC22517-2022-11-01-3990','A222-12','Mh', 'SU')
('AC22517-2022-11-02-4065','A226-15','bAkdKsZaXI', 'UB')
('AC22517-2022-11-01-3991','A222-13','RjTDFLB', 'LB')
('AC22517-2022-11-02-4067','A226-17','uMggpGxfofTYfrZ', 'SL')
('AC22517-2022-11-01-3992','A222-14','znFjHqts', 'LB')
('AC22517-2022-11-01-3993','A222-15','mfVLyznqbEIglmM', 'UB')
('SL04652-2022-11-02-3893','S163-5','Ii', 'MB')
('SL12058-2022-11-01-3981','S166-21','vMXbtswlVzjaA', 'MB')
('SL22517-2022-11-01-3954','S165-18','SavitcuNAMu', 'MB')
('SL22517-2022-11-02-4057','S170-1','ZEuFovsMeofip', 'LB')
('SL04652-2022-11-01-4062','S170-6','emz', 'UB')
('SL12058-2022-11-01-3982','S166-22','gCFMX', 'UB')
('SL22517-2022-11-01-3956','S165-20','zlYGuqjvyboim', 'LB')
('AC22517-2022-11-02-4072','A227-4','o', 'UB')
('SL22517-2022-11-01-3958','S165-22','AXpy', 'UB')
('AC04652-2022-11-01-3979','A222-1','xHrFvafx', 'LB')
('SL04652-2022-11-01-4065','S170-9','KHUSYSrhNLXyCNYl', 'LB')
('SL04652-2022-11-02-3898','S163-10','zpSRbnfRJMOmKED', 'MB')
('AC22517-2022-11-01-3997','A223-1','cQSnLpnQsuzu', 'LB')
('SL22517-2022-11-02-4063','S170-7','ExuXDDvqhDk', 'SL')
('SL12058-2022-11-01-3984','S166-24','gi', 'SU')
('SL04652-2022-11-02-3901','S163-13','QdfdVwCIxxc', 'MB')
('AC12058-2022-11-01-4022','A224-8','PPVjZdPlekbf', 'LB')
('SL22517-2022-11-01-3960','S165-24','TNRM', 'SU')
('SL22517-2022-11-02-4064','S170-8','LTVjadGgqGQ', 'SU')
('SL04652-2022-11-02-3908','S163-20','JKDqWYY', 'LB')
('AC22517-2022-11-01-4001','A223-5','OhvOlJjdpycJ', 'SL')
('AC22517-2022-11-01-4002','A223-6','pOhkWRuAZTmFeTl', 'SU')
('AC12058-2022-11-01-4025','A224-11','BaExnKeJbabMNG', 'SL')
('SL04652-2022-11-01-4071','S170-15','GDSXplvOT', 'SL')
('AC12058-2022-11-01-4026','A224-12','jUhMgJAqwqT', 'SU')
('AC22517-2022-11-01-4005','A223-9','tFezzMfKMlmQ', 'UB')
('SL22517-2022-11-01-3964','S166-4','ZDLlIlZ', 'LB')
('SL04652-2022-11-01-4072','S170-16','hznUdDsjXnMVK', 'SU')
('AC22517-2022-11-02-4075','A227-7','AwWxddWKumqwh', 'LB')
('AC22517-2022-11-01-4007','A223-11','tVZhIdPQFJFbwKjQ', 'SL')
('AC04652-2022-11-01-3986','A222-8','xLynvkuI', 'LB')
('SL04652-2022-11-01-4077','S170-21','ChExSxt', 'MB')
('AC22517-2022-11-02-4078','A227-10','it', 'UB')
('AC04652-2022-11-01-3988','A222-10','UdVogdiQ', 'UB')
('AC04652-2022-11-02-4053','A226-3','uqgvlNQGeAmACY', 'UB')
('SL04652-2022-11-02-3913','S164-1','HeItjo', 'LB')
('AC22517-2022-11-02-4081','A227-13','kjS', 'LB')
('SL04652-2022-11-02-3915','S164-3','mSjuwxJgE', 'UB')
('AC04652-2022-11-02-4055','A226-5','FinDaLIxckuOvg', 'SL')
('AC04652-2022-11-02-4059','A226-9','KZ', 'UB')
('AC04652-2022-11-01-3994','A222-16','UukbZtBZSY', 'UB')
('AC12058-2022-11-01-4030','A224-16','t', 'UB')
('AC22517-2022-11-02-4086','A227-18','TGap', 'SU')
('AC22517-2022-11-02-4087','A228-1','Zh', 'LB')
('SL22517-2022-11-02-4080','S170-24','qSQlhhBCWTvVZrdU', 'SU')
('SL12058-2022-11-01-3998','S167-14','NcBmrgDhvvIy', 'UB')
('SL04652-2022-11-02-3919','S164-7','jonceuI', 'SL')
('AC04652-2022-11-02-4063','A226-13','qfNKqcEHiSnswE', 'LB')
('SL04652-2022-11-01-4084','S171-4','zlMvmOdSqYDRoN', 'LB')
('SL22517-2022-11-01-3979','S166-19','V', 'UB')
('SL12058-2022-11-01-3999','S167-15','HRymBi', 'SL')
('AC22517-2022-11-02-4090','A228-4','XchlytAxVQ', 'UB')
('AC04652-2022-11-02-4066','A226-16','IPJMpsqil', 'UB')
('SL22517-2022-11-02-4086','S171-6','AOuoQqKyjNU', 'UB')
('AC04652-2022-11-01-3999','A223-3','RkU', 'UB')
('AC12058-2022-11-01-4038','A225-6','ioJwqngpfKQ', 'SU')
('AC12058-2022-11-01-4039','A225-7','SPQzPozUE', 'LB')
('AC12058-2022-11-01-4041','A225-9','yByLAWzEMdUo', 'UB')
('SL04652-2022-11-02-3922','S164-10','umiqGW', 'MB')
('SL22517-2022-11-01-3986','S167-2','OtepXzpUjQSZdYp', 'MB')
('SL04652-2022-11-02-3925','S164-13','Ix', 'MB')
('SL22517-2022-11-01-3987','S167-3','ipqKbIIxgipgxCC', 'UB')
('SL12058-2022-11-01-4008','S167-24','IsxoKT', 'SU')
('SL22517-2022-11-01-3989','S167-5','xCXdrNrGikJo', 'MB')
('AC04652-2022-11-01-4004','A223-8','TAWiE', 'LB')
('SL04652-2022-11-01-4092','S171-12','Obcq', 'LB')
('AC04652-2022-11-01-4005','A223-9','WVvJb', 'UB')
('SL22517-2022-11-02-4090','S171-10','fAsnFsa', 'MB')
('SL22517-2022-11-01-3991','S167-7','ejOazPKjKPM', 'SL')
('AC12058-2022-11-01-4045','A225-13','ErYqGpKTKi', 'LB')
('AC22517-2022-11-01-4018','A224-4','B', 'UB')
('SL04652-2022-11-01-4098','S171-18','BdbSEET', 'MB')
('AC12058-2022-11-01-4046','A225-14','kAqU', 'LB')
('AC04652-2022-11-01-4007','A223-11','KVzhpV', 'SL')
('AC04652-2022-11-01-4008','A223-12','FhpVWq', 'SU')
('SL22517-2022-11-02-4093','S171-13','qG', 'MB')
('SL04652-2022-11-01-4100','S171-20','XVmpUDOKPIP', 'LB')
('SL22517-2022-11-01-3994','S167-10','sZVqBCS', 'MB')
('SL04652-2022-11-02-3934','S164-22','oC', 'UB')
('AC22517-2022-11-01-4020','A224-6','OAKGTSjwfovYCf', 'SU')
('AC04652-2022-11-01-4012','A223-16','PSBiaJuTlc', 'UB')
('SL04652-2022-11-02-3935','S164-23','GOvzSAUf', 'SL')
('AC04652-2022-11-02-4082','A227-14','EQGIxQWSFaiiBo', 'LB')
('AC22517-2022-11-02-4108','A229-4','DtcS', 'UB')
('SL04652-2022-11-01-4102','S171-22','NDGefFBJeYP', 'UB')
('AC04652-2022-11-02-4084','A227-16','sTlAMhjzZHMZsYLA', 'UB')
('SL12058-2022-11-01-4019','S168-11','UKILKZdQaNBdUQPF', 'UB')
('SL12058-2022-11-01-4021','S168-13','jVBxMRM', 'MB')
('SL04652-2022-11-02-3938','S165-2','iJkBXeQ', 'MB')
('AC04652-2022-11-02-4086','A227-18','pLVVPZvs', 'SU')
('SL12058-2022-11-01-4022','S168-14','eBBYwVaZLdALveLz', 'UB')
('SL22517-2022-11-01-3999','S167-15','sJGhGa', 'SL')
('AC22517-2022-11-02-4115','A229-11','uFOXKpF', 'SL')
('SL22517-2022-11-02-4098','S171-18','hqExwuZDcPEe', 'MB')
('AC22517-2022-11-02-4116','A229-12','XpbUty', 'SU')
('SL12058-2022-11-01-4025','S168-17','RMJrtyZ', 'LB')
('SL04652-2022-11-01-4105','S172-1','zmQZBSkjYXb', 'LB')
('AC04652-2022-11-02-4089','A228-3','fRHQfnSrpxyzN', 'UB')
('SL04652-2022-11-01-4106','S172-2','NL', 'MB')
('AC22517-2022-11-01-4027','A224-13','dwCaqplbqm', 'LB')
('SL12058-2022-11-01-4028','S168-20','BhYhZUnlZ', 'LB')
('AC22517-2022-11-01-4029','A224-15','hpsIDJGNw', 'UB')
('AC22517-2022-11-02-4119','A229-15','sP', 'UB')
('SL22517-2022-11-01-4006','S167-22','EOmIhFqhXvUCSG', 'UB')
('AC22517-2022-11-01-4031','A224-17','VmpOiTRZuDVuQjwf', 'SL')
('AC22517-2022-11-01-4033','A225-1','Ph', 'LB')
('SL22517-2022-11-02-4102','S171-22','AGSQS', 'UB')
('AC12058-2022-11-01-4054','A226-4','jAIDIEdJZFpGdKW', 'UB')
('AC22517-2022-11-01-4034','A225-2','t', 'LB')
('AC22517-2022-11-01-4035','A225-3','ZvpZPvyHVcRBC', 'UB')
('SL12058-2022-11-01-4037','S169-5','PuSAF', 'MB')
('SL22517-2022-11-02-4103','S171-23','hMXyktuVvR', 'SL')
('SL04652-2022-11-02-3948','S165-12','R', 'LB')
('AC04652-2022-11-01-4026','A224-12','MeVoOd', 'SU')
('AC04652-2022-11-01-4027','A224-13','amlRWsLF', 'LB')
('SL04652-2022-11-02-3950','S165-14','zrvq', 'UB')
('SL22517-2022-11-01-4014','S168-6','PVZUfQpRODWl', 'UB')
('AC12058-2022-11-01-4057','A226-7','WZpRxDJEus', 'LB')
('SL22517-2022-11-02-4105','S172-1','J', 'LB')
('SL04652-2022-11-02-3951','S165-15','dQnEOmagbIavZrBt', 'SL')
('SL12058-2022-11-01-4042','S169-10','lMszefewn', 'MB')
('AC04652-2022-11-01-4030','A224-16','hxcdJYWbDWYQqdT', 'UB')
('AC04652-2022-11-01-4031','A224-17','AoOEs', 'SL')
('SL04652-2022-11-01-4118','S172-14','ddnxVI', 'UB')
('SL04652-2022-11-01-4119','S172-15','yoiNMwPplsS', 'SL')
('AC12058-2022-11-01-4059','A226-9','VIfMiwmYtU', 'UB')
('SL22517-2022-11-01-4019','S168-11','l', 'UB')
('SL22517-2022-11-02-4110','S172-6','g', 'UB')
('SL22517-2022-11-01-4020','S168-12','bcSZqV', 'LB')
('SL22517-2022-11-01-4021','S168-13','QMdhTVGJ', 'MB')
('AC12058-2022-11-01-4061','A226-11','vADhpejEZqkETWlw', 'SL')
('SL22517-2022-11-01-4023','S168-15','EnLYabitzZNOnVcE', 'SL')
('SL22517-2022-11-02-4112','S172-8','U', 'SU')
('SL04652-2022-11-02-3954','S165-18','dONrDgZbhnV', 'MB')
('AC12058-2022-11-01-4064','A226-14','bkUnJmxUnJlfkEK', 'LB')
('SL04652-2022-11-01-4122','S172-18','vmWVFsMUfpDOKFy', 'MB')
('AC22517-2022-11-02-4133','A230-11','G', 'SL')
('AC04652-2022-11-02-4110','A229-6','umhUTptzEwAZfzpI', 'SU')
('AC12058-2022-11-01-4066','A226-16','iqHvcuTco', 'UB')
('SL22517-2022-11-02-4118','S172-14','SsgWZHfDDUc', 'UB')
('SL04652-2022-11-01-4123','S172-19','DDYA', 'UB')
('AC04652-2022-11-01-4042','A225-10','VQHpFwCpvjr', 'UB')
('SL22517-2022-11-02-4120','S172-16','zAOTkoRDpWRaWRq', 'SU')
('SL04652-2022-11-01-4125','S172-21','VPICZLXbeDcI', 'MB')
('AC22517-2022-11-02-4135','A230-13','cgjZCwSaFXPe', 'LB')
('AC12058-2022-11-01-4069','A227-1','JGtVqDRPPeETE', 'LB')
('SL22517-2022-11-02-4121','S172-17','Ptcqi', 'LB')
('AC12058-2022-11-01-4070','A227-2','YOAe', 'LB')
('AC12058-2022-11-01-4071','A227-3','fjVq', 'UB')
('AC04652-2022-11-01-4045','A225-13','HAhcNkYXGgSFfIFm', 'LB')
('AC04652-2022-11-01-4046','A225-14','VqrrMoUDHAj', 'LB')
('AC22517-2022-11-02-4136','A230-14','VtBNQbtZJ', 'LB')
('SL04652-2022-11-02-3962','S166-2','HbFGwKz', 'MB')
('SL04652-2022-11-01-4134','S173-6','had', 'UB')
('SL22517-2022-11-02-4125','S172-21','tBZUJR', 'MB')
('SL12058-2022-11-01-4058','S170-2','hamRLIBoGCcYE', 'MB')
('SL22517-2022-11-02-4127','S172-23','mLrIKRxX', 'SL')
('AC22517-2022-11-02-4140','A230-18','eMbphhHLK', 'SU')
('AC22517-2022-11-01-4055','A226-5','oLHhMvMYcg', 'SL')
('AC12058-2022-11-01-4078','A227-10','bYxuFhJs', 'UB')
('SL04652-2022-11-02-3968','S166-8','yfqINyoZMYmCA', 'SU')
('AC04652-2022-11-02-4117','A229-13','olVoZkGrbpngxxN', 'LB')
('SL12058-2022-11-01-4059','S170-3','hluXNRiO', 'UB')
('SL22517-2022-11-01-4034','S169-2','NYKSLSwHqfV', 'MB')
('SL22517-2022-11-02-4134','S173-6','bpPhceMuuI', 'UB')
('AC12058-2022-11-01-4082','A227-14','DZBWfSf', 'LB')
('AC04652-2022-11-01-4050','A225-18','lDaMiEz', 'SU')
('SL04652-2022-11-01-4138','S173-10','VjywP', 'MB')
('SL12058-2022-11-01-4061','S170-5','OrwpOzsy', 'MB')
('SL22517-2022-11-01-4037','S169-5','v', 'MB')
('AC04652-2022-11-01-4051','A226-1','vOcA', 'LB')
('AC22517-2022-11-01-4058','A226-8','xyajuRfVB', 'LB')
('SL22517-2022-11-01-4039','S169-7','RlbK', 'SL')
('AC22517-2022-11-01-4059','A226-9','ZBXyNtyMDDYIB', 'UB')
('AC04652-2022-11-02-4121','A229-17','mwaEiHPJIlr', 'SL')
('AC04652-2022-11-01-4056','A226-6','OPAMaZMHN', 'SU')
('AC22517-2022-11-01-4064','A226-14','WfNDAHWXCOjH', 'LB')
('SL04652-2022-11-02-3976','S166-16','B', 'SU')
('AC22517-2022-11-01-4065','A226-15','M', 'UB')
('SL04652-2022-11-01-4145','S173-17','ZDIrjxn', 'LB')
('SL12058-2022-11-01-4067','S170-11','Y', 'UB')
('SL22517-2022-11-01-4049','S169-17','dWSTgxEskp', 'LB')
('AC12058-2022-11-01-4089','A228-3','AT', 'UB')
('SL04652-2022-11-02-3979','S166-19','vlXgJymhXyi', 'UB')
('AC04652-2022-11-02-4128','A230-6','NVakMfeimWAfI', 'SU')
('AC04652-2022-11-02-4129','A230-7','S', 'LB')
('SL04652-2022-11-02-3980','S166-20','xvjNoXPcKMQYIsG', 'LB')
('SL22517-2022-11-02-4139','S173-11','TblFFAJlpb', 'UB')
('SL22517-2022-11-01-4053','S169-21','LXCcEXOrCbV', 'MB')
('AC04652-2022-11-01-4064','A226-14','ueeT', 'LB')
('AC04652-2022-11-02-4133','A230-11','xIZnHb', 'SL')
('AC04652-2022-11-01-4065','A226-15','roGCSSOfaadImk', 'UB')
('AC22517-2022-11-01-4070','A227-2','yDJPctd', 'LB')
('AC22517-2022-11-02-4154','A231-14','IyH', 'LB')
('AC12058-2022-11-01-4095','A228-9','JVwRTrkAsNl', 'UB')
('SL04652-2022-11-01-4154','S174-2','FXLhaiOv', 'MB')
('SL22517-2022-11-01-4057','S170-1','MNyVnNlF', 'LB')
('SL22517-2022-11-01-4058','S170-2','rnfdnTvRaWMekSKF', 'MB')
('SL22517-2022-11-01-4062','S170-6','GezHcNB', 'UB')
('SL04652-2022-11-02-3989','S167-5','BYzaK', 'MB')
('SL22517-2022-11-02-4146','S173-18','bLnHIxeIt', 'MB')
('SL12058-2022-11-01-4078','S170-22','qcrBe', 'UB')
('SL22517-2022-11-02-4147','S173-19','wlLoCth', 'UB')
('SL04652-2022-11-01-4156','S174-4','voXhfz', 'LB')
('SL04652-2022-11-01-4157','S174-5','ZJZqwvDAsJprxmue', 'MB')
('AC04652-2022-11-01-4077','A227-9','k', 'UB')
('SL12058-2022-11-01-4079','S170-23','NvhspRpdh', 'SL')
('SL04652-2022-11-02-3993','S167-9','UXRUJJDkKM', 'LB')
('AC04652-2022-11-02-4144','A231-4','qDaX', 'UB')
('AC04652-2022-11-02-4145','A231-5','C', 'SL')
('AC22517-2022-11-01-4076','A227-8','EQkqBDxYOEKkWGPI', 'LB')
('AC22517-2022-11-01-4077','A227-9','YMVvzrjGoS', 'UB')
('SL12058-2022-11-01-4081','S171-1','SVPMSlgzzYS', 'LB')
('AC22517-2022-11-02-4164','A232-6','ae', 'SU')
('SL12058-2022-11-01-4083','S171-3','xCOMhb', 'UB')
('AC22517-2022-11-02-4165','A232-7','RmOD', 'LB')
('AC22517-2022-11-01-4079','A227-11','XhBvFw', 'SL')
('AC04652-2022-11-02-4149','A231-9','ySKvIIIvZwgnm', 'UB')
('SL12058-2022-11-01-4086','S171-6','taJqyE', 'UB')
('AC12058-2022-11-01-4106','A229-2','XAZHO', 'LB')
('SL04652-2022-11-01-4166','S174-14','SZknGIpgvfjIHzY', 'UB')
('SL22517-2022-11-02-4158','S174-6','lggjCMbqAuBGXz', 'UB')
('SL22517-2022-11-02-4159','S174-7','oqcgPTrYy', 'SL')
('AC04652-2022-11-02-4151','A231-11','So', 'SL')
('SL04652-2022-11-01-4167','S174-15','qjCHazwyCPodek', 'SL')
('AC04652-2022-11-02-4153','A231-13','wTpEqzGEkPFsDjEQ', 'LB')
('SL12058-2022-11-01-4087','S171-7','YIgFHI', 'SL')
('AC12058-2022-11-01-4108','A229-4','RuDNmMDZ', 'UB')
('SL22517-2022-11-01-4075','S170-19','LyVzUzX', 'UB')
('AC12058-2022-11-01-4110','A229-6','VfbwefL', 'SU')
('AC22517-2022-11-01-4083','A227-15','ALUmxeXEfaDemYNo', 'UB')
('SL22517-2022-11-02-4167','S174-15','WODuMDmLqVsWM', 'SL')
('SL04652-2022-11-01-4171','S174-19','kmIWiegGJRVNLGhA', 'UB')
('AC22517-2022-11-02-4169','A232-11','MVWBcyv', 'SL')
('AC22517-2022-11-01-4084','A227-16','vVRiiWRYbMPYf', 'UB')
