('AC04652-2022-11-02-3668','A204-14','gmg', 'LB')
('AC04652-2022-11-01-10413','A579-9','IVJeAqGwdjgM', 'UB')
('SL04652-2022-11-01-10087','S421-7','yVwdseRbjf', 'SL')
('SL22517-2022-11-02-10117','S422-13','CKyEVcp', 'MB')
('SL04652-2022-11-01-10091','S421-11','ywA', 'UB')
('AC12058-2022-11-01-10222','A568-16','bl', 'UB')
('AC22517-2022-11-02-10224','A568-18','NuwGzCQCaqfDAZA', 'SU')
('SL04652-2022-11-02-10128','S422-24','iDMbsR', 'SU')
('SL22517-2022-11-01-10010','S418-2','COnS', 'MB')
('AC04652-2022-11-02-10236','A569-12','thPGKkfkleHW', 'SU')
('AC04652-2022-11-02-10237','A569-13','PfPzECAtctOcG', 'LB')
('SL04652-2022-11-01-10095','S421-15','ihcMwjjXkV', 'SL')
('AC22517-2022-11-02-10228','A569-4','nGL', 'UB')
('SL22517-2022-11-01-10015','S418-7','mRxKiVfnxHzm', 'SL')
('AC22517-2022-11-02-10235','A569-11','hmQjHbBUptOQoOa', 'SL')
('AC22517-2022-11-01-10218','A568-12','sPASWIBPFttBXl', 'SU')
('AC04652-2022-11-02-10246','A570-4','YECENOKsxeDvPa', 'UB')
('SL04652-2022-11-02-10145','S423-17','RjHKmLILY', 'LB')
('SL22517-2022-11-01-10027','S418-19','vLqAAngPEkvrSCZ', 'UB')
('SL12058-2022-11-01-9983','S416-23','DNXNOJygCWqxNbW', 'SL')
('SL04652-2022-11-02-10152','S423-24','xKytSeOTCnNyp', 'SU')
('SL22517-2022-11-02-10140','S423-12','W', 'LB')
('SL22517-2022-11-02-10141','S423-13','PIdPwKWI', 'MB')
('SL12058-2022-11-01-9990','S417-6','Ph', 'UB')
('AC22517-2022-11-01-10229','A569-5','KlrINPDnFVQ', 'SL')
('SL12058-2022-11-01-9992','S417-8','hdAXFttJedrXoYQ', 'SU')
('SL04652-2022-11-02-10159','S424-7','YvbYsgzcUun', 'SL')
('AC04652-2022-11-01-10449','A581-9','RxSIqVwGlpPV', 'UB')
('SL12058-2022-11-01-9995','S417-11','GbpLa', 'UB')
('SL22517-2022-11-01-10045','S419-13','jzr', 'MB')
('SL04652-2022-11-02-10162','S424-10','j', 'MB')
('AC22517-2022-11-02-10259','A570-17','wAgbbACfcNTrTPG', 'SL')
('SL22517-2022-11-01-10048','S419-16','nGsbyqzvnzgK', 'SU')
('SL04652-2022-11-02-10164','S424-12','uK', 'LB')
('SL04652-2022-11-01-10133','S423-5','mVMLAOaDgvlLMz', 'MB')
('SL04652-2022-11-02-10167','S424-15','pj', 'SL')
('AC22517-2022-11-01-10243','A570-1','TQTkYkpAWyy', 'LB')
('SL04652-2022-11-01-10139','S423-11','MuCXgy', 'UB')
('SL22517-2022-11-02-10157','S424-5','Ir', 'MB')
('AC04652-2022-11-02-10269','A571-9','ovLH', 'UB')
('AC22517-2022-11-02-10265','A571-5','DeYFEAKPioWJERg', 'SL')
('AC12058-2022-11-01-10268','A571-8','i', 'LB')
('SL22517-2022-11-01-10061','S420-5','MJePnLLeIZgcf', 'MB')
('SL22517-2022-11-02-10218','S426-18','psWdslGwxUBsac', 'MB')
('SL12058-2022-11-01-10077','S420-21','AUKnY', 'MB')
('SL22517-2022-11-02-10256','S428-8','VTYxCXqulTygy', 'SU')
('SL12058-2022-11-01-10106','S422-2','thh', 'MB')
('AC22517-2022-11-02-10477','A583-1','zSFI', 'LB')
('AC22517-2022-11-01-10458','A581-18','zWrYejRbNAd', 'SU')
('AC04652-2022-11-02-10483','A583-7','sGVjCVvHBCnnEbe', 'LB')
('AC04652-2022-11-02-10484','A583-8','Sjm', 'LB')
('AC04652-2022-11-01-10676','A594-2','ZVsfNLxHulxJf', 'LB')
('SL04652-2022-11-02-10394','S434-2','SWchauNeTLMZU', 'MB')
('AC04652-2022-11-01-10677','A594-3','GFVftWoIjYLvE', 'UB')
('SL22517-2022-11-02-10403','S434-11','xSBGlSTw', 'UB')
('SL04652-2022-11-02-10397','S434-5','iSwMoL', 'MB')
('AC12058-2022-11-01-10486','A583-10','hesyQHjVLpUItWJk', 'UB')
('SL22517-2022-11-01-10301','S430-5','NhRojDG', 'MB')
('AC04652-2022-11-01-10682','A594-8','cB', 'LB')
('SL22517-2022-11-02-10458','S436-18','LKOoDWggwwfPbpvk', 'MB')
('SL04652-2022-11-01-10416','S434-24','gVWvzcWwSMUpd', 'SU')
('SL04652-2022-11-02-10573','S441-13','hJgVaq', 'MB')
('SL04652-2022-11-01-10537','S440-1','EFRL', 'LB')
('AC22517-2022-11-02-10672','A593-16','JnRVVCqKyz', 'UB')
('AC12058-2022-11-01-10675','A594-1','TFAjc', 'LB')
('SL22517-2022-11-02-10606','S442-22','oA', 'UB')
('AC04652-2022-11-02-10693','A595-1','CMKLXq', 'LB')
('AC04652-2022-11-02-10695','A595-3','rFwdTvgvA', 'UB')
('AC22517-2022-11-01-10671','A593-15','VObsWktIDJ', 'UB')
('SL22517-2022-11-02-10613','S443-5','p', 'MB')
('SL22517-2022-11-02-10614','S443-6','BXClsTb', 'UB')
('AC12058-2022-11-01-10716','A596-6','DmbHSunCPl', 'SU')
('SL12058-2022-11-01-10476','S437-12','KYvGsY', 'LB')
('SL04652-2022-11-02-10639','S444-7','qaf', 'SL')
('SL22517-2022-11-01-10534','S439-22','iXCD', 'UB')
('SL22517-2022-11-02-10642','S444-10','lpkUqjI', 'MB')
('AC12058-2022-11-01-10758','A598-12','vRQvQxYPlj', 'SU')
('SL04652-2022-11-02-10674','S445-18','uOSqgXgbhZ', 'MB')
('AC22517-2022-11-01-10741','A597-13','RkVL', 'LB')
('SL12058-2022-11-01-10519','S439-7','NF', 'SL')
('SL22517-2022-11-01-10580','S441-20','sPOHIDc', 'LB')
('SL04652-2022-11-02-10682','S446-2','xGoOCUg', 'MB')
('SL04652-2022-11-02-10683','S446-3','dFnIW', 'UB')
('SL04652-2022-11-01-10645','S444-13','ZLZv', 'MB')
('SL22517-2022-11-02-10681','S446-1','pR', 'LB')
('SL12058-2022-11-01-10525','S439-13','CFv', 'MB')
('SL04652-2022-11-02-10687','S446-7','JFjDLumtIsWNQ', 'SL')
('AC22517-2022-11-01-10750','A598-4','wznrrQiPTbeKczq', 'UB')
('SL22517-2022-11-01-10591','S442-7','PDSDrKFYsOIj', 'SL')
('AC22517-2022-11-02-10782','A599-18','nm', 'SU')
('SL04652-2022-11-02-10693','S446-13','zVsbj', 'MB')
('AC22517-2022-11-01-10764','A598-18','i', 'SU')
('AC22517-2022-11-01-10768','A599-4','dDGPAqJmLx', 'UB')
('AC04652-2022-11-01-10952','A609-8','rvlqdXnST', 'LB')
('AC04652-2022-11-02-10809','A601-9','CnWFRefhml', 'UB')
('AC12058-2022-11-01-10816','A601-16','cKDWbrlFgxGWlILH', 'UB')
('SL04652-2022-11-01-10705','S447-1','XeWQti', 'LB')
('SL12058-2022-11-01-10580','S441-20','UNC', 'LB')
('AC22517-2022-11-02-10836','A602-18','bNA', 'SU')
('AC04652-2022-11-02-10822','A602-4','YtMWXvYIG', 'UB')
('AC04652-2022-11-01-11023','A613-7','xvlcmstDNl', 'LB')
('SL12058-2022-11-01-10623','S443-15','XMfQLHjwPbJYBwt', 'SL')
('AC12058-2022-11-01-10860','A604-6','HFQlrFdVc', 'SU')
('SL22517-2022-11-01-10675','S445-19','qA', 'UB')
('SL04652-2022-11-02-10783','S450-7','cSJMOVhWPkTbeYx', 'SL')
('AC04652-2022-11-01-11028','A613-12','NcJvFf', 'SU')
('SL12058-2022-11-01-10629','S443-21','IHUbBruADhWUzNP', 'MB')
('AC04652-2022-11-01-11029','A613-13','hRYjzWwvbzFKj', 'LB')
('SL22517-2022-11-01-10679','S445-23','xHpAYCfO', 'SL')
('SL12058-2022-11-01-10632','S443-24','HgWYacZCHHEejz', 'SU')
('AC04652-2022-11-02-10886','A605-14','hjLJMLyhwclhRQjI', 'LB')
('AC22517-2022-11-01-10921','A607-13','eFvyLp', 'LB')
('AC04652-2022-11-02-10928','A608-2','HRTvYyhe', 'LB')
('SL22517-2022-11-01-10720','S447-16','xzTBdLFfXwPqJDOz', 'SU')
('SL22517-2022-11-02-10826','S452-2','PntBxCAZWMGHWO', 'MB')
('AC04652-2022-11-02-10932','A608-6','RWctBrFPudW', 'SU')
('SL22517-2022-11-01-10737','S448-9','oXFDqL', 'LB')
('SL04652-2022-11-01-10815','S451-15','KfgSEebnSDFk', 'SL')
('SL12058-2022-11-01-10697','S446-17','a', 'LB')
('SL22517-2022-11-01-10739','S448-11','Ic', 'UB')
('AC04652-2022-11-01-11089','A617-1','q', 'LB')
('SL22517-2022-11-02-10842','S452-18','AiUhxm', 'MB')
('AC04652-2022-11-02-10955','A609-11','rhjLcKFBmR', 'SL')
('AC04652-2022-11-01-11099','A617-11','nrUQahayBvuQPbF', 'SL')
('SL04652-2022-11-02-10862','S453-14','Z', 'UB')
('AC04652-2022-11-01-11101','A617-13','fRNLZBtIJqhORVX', 'LB')
('AC12058-2022-11-01-10944','A608-18','SDcgFFTcyM', 'SU')
('AC22517-2022-11-01-10948','A609-4','SCvVcQZPAH', 'UB')
('SL22517-2022-11-01-10856','S453-8','qJp', 'SU')
('SL04652-2022-11-02-10962','S457-18','WQhvzzmppBMa', 'MB')
('AC22517-2022-11-02-11032','A613-16','NhwFVdMNv', 'UB')
('AC22517-2022-11-01-11068','A615-16','KgPLYDCz', 'UB')
('SL22517-2022-11-02-10968','S457-24','hOfcl', 'SU')
('AC04652-2022-11-01-11221','A624-7','yxyklpvWrS', 'LB')
('SL22517-2022-11-02-10994','S459-2','voLTAmfVHahxIwU', 'MB')
('AC04652-2022-11-01-11250','A625-18','bzKAzO', 'SU')
('SL04652-2022-11-01-10994','S459-2','LxtqJihCGnsaQOyl', 'MB')
('SL04652-2022-11-01-10995','S459-3','zKYOajhvLtdGv', 'UB')
('SL04652-2022-11-01-10996','S459-4','prrWtdckZuUWLFA', 'LB')
('AC12058-2022-11-01-11111','A618-5','ewmcKpBBdgL', 'SL')
('AC12058-2022-11-01-11112','A618-6','ZGBIiYvoTv', 'SU')
('AC04652-2022-11-01-11256','A626-6','sWtT', 'SU')
('SL22517-2022-11-02-10999','S459-7','eGwZnEACI', 'SL')
('SL04652-2022-11-02-11025','S460-9','VJMfPz', 'LB')
('AC12058-2022-11-01-11116','A618-10','phYiAtUbbcqDM', 'UB')
('AC22517-2022-11-02-11082','A616-12','hLr', 'SU')
('AC22517-2022-11-02-11083','A616-13','y', 'LB')
('SL04652-2022-11-01-11004','S459-12','wNVs', 'LB')
('AC22517-2022-11-01-11109','A618-3','Sji', 'UB')
('AC04652-2022-11-01-11265','A626-15','VuBUqYpfUDAWB', 'UB')
('SL04652-2022-11-02-11030','S460-14','mHtxDiekMEs', 'UB')
('AC12058-2022-11-01-11119','A618-13','kgkhssVAKYpBsX', 'LB')
('SL22517-2022-11-02-11004','S459-12','YlRnb', 'LB')
('SL12058-2022-11-01-10879','S454-7','edCLUqvTo', 'SL')
('AC22517-2022-11-02-11091','A617-3','kF', 'UB')
('SL22517-2022-11-01-10920','S455-24','korhnzOjGECP', 'SU')
('AC04652-2022-11-02-11114','A618-8','qXP', 'LB')
('AC22517-2022-11-02-11092','A617-4','hAqnKEpPXpokls', 'UB')
('AC22517-2022-11-01-11120','A618-14','XZdrjfdcK', 'LB')
('AC12058-2022-11-01-11125','A619-1','TjC', 'LB')
('SL04652-2022-11-01-11011','S459-19','Kvh', 'UB')
('SL04652-2022-11-01-11012','S459-20','InyjxQVkMW', 'LB')
('SL04652-2022-11-02-11038','S460-22','vkEWspymWGQ', 'UB')
('SL22517-2022-11-01-10922','S456-2','PvbFtPGRHtPjasu', 'MB')
('SL22517-2022-11-02-11014','S459-22','KqAi', 'UB')
('SL22517-2022-11-01-10924','S456-4','N', 'LB')
('SL22517-2022-11-01-10925','S456-5','SDifl', 'MB')
('AC12058-2022-11-01-11138','A619-14','ezMl', 'LB')
('AC04652-2022-11-01-11287','A628-1','oHop', 'LB')
('SL22517-2022-11-01-10941','S456-21','cnRcROUoWk', 'MB')
('SL04652-2022-11-01-11033','S460-17','aVDciJBFXXrBnjj', 'LB')
('AC12058-2022-11-01-11151','A620-9','neDcuDPXeLBdQE', 'UB')
('SL12058-2022-11-01-10922','S456-2','xsktSDTddcFu', 'MB')
('AC04652-2022-11-01-11314','A629-10','wlxYDkCs', 'UB')
('SL12058-2022-11-01-10924','S456-4','OPipsiBTzaZDKksO', 'LB')
('AC04652-2022-11-01-11317','A629-13','hTkykff', 'LB')
('SL22517-2022-11-01-10958','S457-14','XZY', 'UB')
('AC04652-2022-11-02-11167','A621-7','vNWU', 'LB')
('SL22517-2022-11-02-11055','S461-15','BNJQvzBbuDSOo', 'SL')
('AC04652-2022-11-01-11319','A629-15','SEC', 'UB')
('AC04652-2022-11-01-11320','A629-16','BI', 'UB')
('AC04652-2022-11-02-11171','A621-11','tUBUOaxoXmYlYx', 'SL')
('SL22517-2022-11-02-11058','S461-18','TMamGrDvpoPd', 'MB')
('AC04652-2022-11-01-11328','A630-6','EAiImdI', 'SU')
('AC22517-2022-11-02-11131','A619-7','qPKnjwHX', 'LB')
('SL22517-2022-11-02-11067','S462-3','BNoKt', 'UB')
('AC12058-2022-11-01-11179','A622-1','EqyktdMkERi', 'LB')
('AC22517-2022-11-02-11134','A619-10','AUyHkmqyQ', 'UB')
('SL12058-2022-11-01-10945','S457-1','cpTC', 'LB')
('SL22517-2022-11-01-10979','S458-11','nR', 'UB')
('AC04652-2022-11-01-11342','A631-2','myhvzflnjLirsILT', 'LB')
('AC22517-2022-11-01-11173','A621-13','SDzRcPh', 'LB')
('SL04652-2022-11-02-11090','S463-2','uEowvAeBP', 'MB')
('AC12058-2022-11-01-11214','A623-18','hpHuMSnsRVveE', 'SU')
('AC22517-2022-11-02-11168','A621-8','BmYvhVcdpdBucBJO', 'LB')
('AC04652-2022-11-02-11219','A624-5','Mi', 'SL')
('AC22517-2022-11-02-11172','A621-12','UgXxvOiMmXlou', 'SU')
('AC04652-2022-11-02-11256','A626-6','MksnPzvN', 'SU')
('AC22517-2022-11-02-11203','A623-7','ZvGJRyHjxa', 'LB')
('SL04652-2022-11-01-11119','S464-7','j', 'SL')
('AC22517-2022-11-01-11225','A624-11','bskxJoIJVzu', 'SL')
('SL04652-2022-11-01-11121','S464-9','luU', 'LB')
('AC22517-2022-11-02-11207','A623-11','GOwvwwc', 'SL')
('SL12058-2022-11-01-11013','S459-21','LnRJhHTxrxAoYqm', 'MB')
('SL04652-2022-11-01-11124','S464-12','UEoxZPtfIWoMkPX', 'LB')
('AC22517-2022-11-02-11214','A623-18','SWkrZZDDMCE', 'SU')
('SL22517-2022-11-02-11143','S465-7','KUlmkrGESHEazakh', 'SL')
('AC22517-2022-11-02-11218','A624-4','LnOdIv', 'UB')
('SL22517-2022-11-02-11157','S465-21','kKhslTjzVBWwb', 'MB')
('AC04652-2022-11-01-11433','A636-3','qCfCWAOHmqd', 'UB')
('SL12058-2022-11-01-11038','S460-22','uZRAMG', 'UB')
('SL22517-2022-11-02-11176','S466-16','qtmIMvmVCeEDGz', 'SU')
('AC22517-2022-11-01-11270','A627-2','hWfuch', 'LB')
('AC12058-2022-11-01-11309','A629-5','K', 'SL')
('SL22517-2022-11-02-11186','S467-2','bvQHXMhqgVLrgWd', 'MB')
('AC22517-2022-11-02-11269','A627-1','ukjgrH', 'LB')
('SL04652-2022-11-01-11175','S466-15','tTn', 'SL')
('AC12058-2022-11-01-11321','A629-17','JPLYQ', 'SL')
('AC04652-2022-11-01-11471','A638-5','AADXwHnxpF', 'SL')
('AC04652-2022-11-02-11317','A629-13','ZC', 'LB')
('SL22517-2022-11-01-11126','S464-14','BLYWF', 'UB')
('AC22517-2022-11-01-11302','A628-16','sTQXaGvk', 'UB')
('AC04652-2022-11-01-11485','A639-1','BUnTFxhgNdHs', 'LB')
('SL22517-2022-11-02-11212','S468-4','fEVgxr', 'LB')
('AC22517-2022-11-02-11294','A628-8','qehEtBzPamRnBVic', 'LB')
('SL22517-2022-11-01-11131','S464-19','eTGC', 'UB')
('SL22517-2022-11-02-11217','S468-9','gMyCcUGMvoZ', 'LB')
('SL12058-2022-11-01-11087','S462-23','sJ', 'SL')
('SL04652-2022-11-01-11200','S467-16','CTgLbmuYR', 'SU')
('SL22517-2022-11-02-11221','S468-13','ezjTPIFSMGCNmti', 'MB')
('AC12058-2022-11-01-11344','A631-4','KDDLor', 'UB')
('SL04652-2022-11-01-11204','S467-20','YsDzRjA', 'LB')
('SL04652-2022-11-01-11205','S467-21','EtflsblY', 'MB')
('SL22517-2022-11-01-11139','S465-3','RKdUJtSFTy', 'UB')
('AC22517-2022-11-01-11318','A629-14','Bzi', 'LB')
('SL22517-2022-11-01-11142','S465-6','V', 'UB')
('SL04652-2022-11-01-11209','S468-1','COumUvksBjgYyw', 'LB')
('SL04652-2022-11-01-11215','S468-7','DhqkkY', 'SL')
('SL22517-2022-11-02-11228','S468-20','HU', 'LB')
('SL04652-2022-11-02-11230','S468-22','QdAUzVGa', 'UB')
('AC04652-2022-11-01-11507','A640-5','ZWMdtVLLpalIXrYM', 'SL')
('AC12058-2022-11-01-11354','A631-14','odwqoHkziPw', 'LB')
('SL22517-2022-11-01-11152','S465-16','fwwQzvVjYxXVLZ', 'SU')
('SL12058-2022-11-01-11102','S463-14','HLJmeohEnaRgjs', 'UB')
('SL22517-2022-11-02-11234','S469-2','BEy', 'MB')
('SL22517-2022-11-02-11238','S469-6','O', 'UB')
('SL12058-2022-11-01-11105','S463-17','QFjjcQddUN', 'LB')
('AC04652-2022-11-01-11513','A640-11','IihJCq', 'SL')
('AC04652-2022-11-02-11353','A631-13','ay', 'LB')
('SL22517-2022-11-02-11240','S469-8','ILYFVGHP', 'SU')
('AC04652-2022-11-01-11517','A640-15','fjhFchHYGhFfPX', 'UB')
('AC22517-2022-11-02-11367','A632-9','VutYDpFrNWQHCU', 'UB')
('AC04652-2022-11-01-11566','A643-10','vXwZbApbGEyPA', 'UB')
('SL04652-2022-11-02-11283','S471-3','ubzouYBOiZcmv', 'UB')
('SL22517-2022-11-02-11287','S471-7','ijJbd', 'SL')
('SL22517-2022-11-01-11210','S468-2','ogehJtApm', 'MB')
('AC04652-2022-11-02-11404','A634-10','KpMzqUkS', 'UB')
('AC22517-2022-11-01-11418','A635-6','S', 'SU')
('SL12058-2022-11-01-11180','S466-20','hEcmd', 'LB')
('AC22517-2022-11-01-11420','A635-8','tEVYfbEjXEBqLjyV', 'LB')
('AC22517-2022-11-02-11404','A634-10','GLF', 'UB')
('AC22517-2022-11-02-11405','A634-11','goyHWfCQyewYL', 'SL')
('SL22517-2022-11-02-11314','S472-10','r', 'MB')
('AC04652-2022-11-01-11595','A645-3','JHNmgUNEpcaQ', 'UB')
('SL04652-2022-11-02-11312','S472-8','pbVoUWCuYHs', 'SU')
('AC22517-2022-11-01-11425','A635-13','wiBtoN', 'LB')
('AC22517-2022-11-02-11411','A634-17','MawUBdlCTaW', 'SL')
('SL04652-2022-11-02-11313','S472-9','LgsNEbcWq', 'LB')
('SL12058-2022-11-01-11191','S467-7','mnHaCqF', 'SL')
('AC22517-2022-11-01-11432','A636-2','oCSeMLkahH', 'LB')
('AC04652-2022-11-02-11436','A636-6','XCIDQRHnNy', 'SU')
('SL22517-2022-11-02-11332','S473-4','XubLAyARpAOGd', 'LB')
('SL04652-2022-11-01-11327','S472-23','dReJxIQOByX', 'SL')
('SL04652-2022-11-02-11338','S473-10','mlZxdUhBNtGOHvv', 'MB')
('AC04652-2022-11-01-11615','A646-5','gNupDUnAkFoCs', 'SL')
('AC04652-2022-11-02-11452','A637-4','VcGzaKpOLb', 'UB')
('AC22517-2022-11-01-11450','A637-2','S', 'LB')
('SL12058-2022-11-01-11217','S468-9','rqwsKAkVGeck', 'LB')
('AC12058-2022-11-01-11471','A638-5','sTKLKeyIFKscxP', 'SL')
('AC04652-2022-11-02-11470','A638-4','XhxwWyDNoyOV', 'UB')
('AC04652-2022-11-02-11477','A638-11','ATAEHxVrLNjFYbA', 'SL')
('SL04652-2022-11-01-11358','S474-6','WHMqiA', 'UB')
('SL22517-2022-11-01-11309','S472-5','GpzBu', 'MB')
('SL22517-2022-11-02-11386','S475-10','bbFmifDAHj', 'MB')
('AC04652-2022-11-01-11659','A648-13','FwFWM', 'LB')
('AC22517-2022-11-02-11482','A638-16','FwfUMcnDPudWLe', 'UB')
('AC22517-2022-11-02-11483','A638-17','QorGIVtPw', 'SL')
('SL04652-2022-11-01-11381','S475-5','cPIp', 'MB')
('AC04652-2022-11-01-11666','A649-2','ztKKyzslrPkqAC', 'LB')
('AC12058-2022-11-01-11503','A640-1','WbYDwVlLu', 'LB')
('SL04652-2022-11-01-11398','S475-22','WzvPQf', 'UB')
('AC04652-2022-11-01-11681','A649-17','ZvrUrLelwWC', 'SL')
('AC04652-2022-11-01-11682','A649-18','NUHXdaGrpZZ', 'SU')
('SL22517-2022-11-01-11327','S472-23','yxcPIJjXApN', 'SL')
('SL22517-2022-11-02-11408','S476-8','tGTyJSmnlDKNRx', 'SU')
('AC04652-2022-11-01-11685','A650-3','roQohrgpFDTfOcqb', 'UB')
('SL04652-2022-11-02-11415','S476-15','FBbJ', 'SL')
('AC04652-2022-11-01-11692','A650-10','MUkqQIrDONh', 'UB')
('AC04652-2022-11-01-11693','A650-11','JNia', 'SL')
('AC22517-2022-11-02-11514','A640-12','FDq', 'SU')
('SL22517-2022-11-01-11340','S473-12','ZQimIQlrLG', 'LB')
('AC22517-2022-11-01-11523','A641-3','qy', 'UB')
('AC22517-2022-11-01-11524','A641-4','YdFsnFBN', 'UB')
('AC12058-2022-11-01-11538','A641-18','eM', 'SU')
('SL04652-2022-11-02-11429','S477-5','PkCnfZdSsPks', 'MB')
('AC22517-2022-11-02-11553','A642-15','LrvgAcsaEnejz', 'UB')
('AC04652-2022-11-01-11743','A653-7','SLbkDUjGBYNLm', 'LB')
('AC22517-2022-11-01-11577','A644-3','gBWtI', 'UB')
('SL22517-2022-11-02-11529','S481-9','bBCCmgOkbLhGBeox', 'LB')
('AC04652-2022-11-02-11645','A647-17','Y', 'SL')
('AC22517-2022-11-01-11639','A647-11','WySSBMEIGLY', 'SL')
('SL04652-2022-11-01-11506','S480-10','PSOfQcgJNQ', 'MB')
('SL04652-2022-11-01-11508','S480-12','gTdRoWpY', 'LB')
('SL22517-2022-11-02-11536','S481-16','EhnxKXJeJiOS', 'SU')
('SL04652-2022-11-02-11535','S481-15','gCq', 'SL')
('AC22517-2022-11-02-11622','A646-12','WKXldedXWfMJye', 'SU')
('AC04652-2022-11-02-11654','A648-8','qizkEor', 'LB')
('SL22517-2022-11-01-11443','S477-19','KRWfugncL', 'UB')
('AC22517-2022-11-02-11625','A646-15','pwBlu', 'UB')
('SL04652-2022-11-02-11538','S481-18','tDpfKSjXlYNT', 'MB')
('SL22517-2022-11-01-11445','S477-21','LtApyU', 'MB')
('AC12058-2022-11-01-11649','A648-3','uHLcuXu', 'UB')
('SL04652-2022-11-01-11517','S480-21','azXhNnbOUXW', 'MB')
('SL22517-2022-11-02-11544','S481-24','afmmJJkdYvf', 'SU')
('AC04652-2022-11-02-11671','A649-7','AzY', 'LB')
('AC12058-2022-11-01-11663','A648-17','LBXenfLX', 'SL')
('AC04652-2022-11-01-11836','A658-10','lFLcFqGyLjhZvF', 'UB')
('AC22517-2022-11-01-11663','A648-17','r', 'SL')
('AC04652-2022-11-01-11838','A658-12','xpzMyOQuJZo', 'SU')
('AC04652-2022-11-01-11839','A658-13','dYDJfmltEg', 'LB')
('AC04652-2022-11-02-11686','A650-4','WdFBZrAwfjNBM', 'UB')
('SL04652-2022-11-02-11565','S482-21','sIdAcoEGBGU', 'MB')
('AC22517-2022-11-01-11670','A649-6','JMlFhkGJWWJiR', 'SU')
('SL22517-2022-11-02-11572','S483-4','YkJnE', 'LB')
('AC04652-2022-11-01-11851','A659-7','dFUDnGwAOnctVWP', 'LB')
('AC22517-2022-11-01-11672','A649-8','yIctCgBDmYoHAJDQ', 'LB')
('AC04652-2022-11-01-11855','A659-11','spZrTTkivKzRfIC', 'SL')
('SL04652-2022-11-02-11571','S483-3','SrIYmWOr', 'UB')
('SL22517-2022-11-01-11483','S479-11','SdUVQdLDUGDgXHxo', 'UB')
('SL22517-2022-11-02-11580','S483-12','kpsNDUrRfZMtV', 'LB')
('AC04652-2022-11-02-11698','A650-16','hknei', 'UB')
('SL22517-2022-11-01-11486','S479-14','rqzokMzZ', 'UB')
('AC22517-2022-11-02-11646','A647-18','rbaIvhYtkufIf', 'SU')
('SL04652-2022-11-01-11554','S482-10','hfGMCE', 'MB')
('AC04652-2022-11-01-11872','A660-10','vuQcRmozmgJuFWVD', 'UB')
('AC04652-2022-11-01-11873','A660-11','DTVtiSzP', 'SL')
('AC12058-2022-11-01-11686','A650-4','ENZUXOVazBCWjlj', 'UB')
('AC12058-2022-11-01-11688','A650-6','oLlxlOLfMYljzql', 'SU')
('AC12058-2022-11-01-11695','A650-13','sZvkivF', 'LB')
('SL22517-2022-11-02-11593','S484-1','ACpA', 'LB')
('SL22517-2022-11-02-11594','S484-2','vjjtnAxalFDg', 'MB')
('AC22517-2022-11-02-11660','A648-14','vwI', 'LB')
('SL04652-2022-11-02-11603','S484-11','NL', 'UB')
('AC04652-2022-11-02-11714','A651-14','N', 'LB')
('SL04652-2022-11-02-11609','S484-17','wEhMkQi', 'LB')
('AC22517-2022-11-02-11666','A649-2','Almb', 'LB')
('SL22517-2022-11-01-11511','S480-15','xyTaSERPNTD', 'SL')
('SL22517-2022-11-01-11512','S480-16','rHjjeHU', 'SU')
('AC12058-2022-11-01-11725','A652-7','JFzhvMCe', 'LB')
('SL22517-2022-11-01-11527','S481-7','NZSOXffeHv', 'SL')
('SL04652-2022-11-02-11628','S485-12','XvxBUiw', 'LB')
('SL12058-2022-11-01-11501','S480-5','GOxOjtZdJmiL', 'MB')
('SL04652-2022-11-01-11597','S484-5','QPZhwRFbXVOErkDr', 'MB')
('SL22517-2022-11-01-11538','S481-18','HchBAzTHKjTUFLcW', 'MB')
('SL22517-2022-11-02-11640','S485-24','sRyGDCbQ', 'SU')
('AC04652-2022-11-02-11756','A654-2','MQXdAYSpwxJvCLPO', 'LB')
('SL04652-2022-11-01-11613','S484-21','YugSiFUVsnAvf', 'MB')
('SL04652-2022-11-02-11649','S486-9','lUzXi', 'LB')
('AC22517-2022-11-02-11703','A651-3','zngeLmQTa', 'UB')
('AC04652-2022-11-01-11944','A664-10','XuxICHGnEzJXkMzK', 'UB')
('SL04652-2022-11-01-11619','S485-3','CbpxJUk', 'UB')
('AC12058-2022-11-01-11777','A655-5','RJFnNtRUGISxGKBd', 'SL')
('AC22517-2022-11-02-11760','A654-6','UoCBSEvV', 'SU')
('SL22517-2022-11-01-11634','S485-18','ZNqSCInJ', 'MB')
('AC22517-2022-11-01-11807','A656-17','TVHIYNPUvEYN', 'SL')
('SL04652-2022-11-02-11734','S489-22','miMsTPrmmAvqxV', 'UB')
('SL12058-2022-11-01-11608','S484-16','g', 'SU')
('SL04652-2022-11-02-11741','S490-5','umCagEDQTorCFToy', 'MB')
('SL04652-2022-11-01-11705','S488-17','IIKdLdvtcN', 'LB')
('AC04652-2022-11-01-12036','A669-12','idxBUXYic', 'SU')
('AC04652-2022-11-01-12077','A671-17','uZaueLB', 'SL')
('SL12058-2022-11-01-11656','S486-16','WdzzivWJREgvZ', 'SU')
('AC22517-2022-11-01-11870','A660-8','YqjI', 'LB')
('SL04652-2022-11-01-11740','S490-4','qLLdHf', 'LB')
('SL22517-2022-11-02-11869','S495-13','blVyWHBsJyMLET', 'MB')
