('AC04652-2022-11-02-10','A1-10','yCMMMPySpqVv', 'UB')
('SL22517-2022-11-01-10266','S428-18','dCnFxc', 'MB')
('SL22517-2022-11-01-10267','S428-19','TbQvxeTCy', 'UB')
('AC22517-2022-11-01-10206','A567-18','IySEjVROWyXbqqDR', 'SU')
('SL04652-2022-11-01-10295','S429-23','DMplKXrKrDvyVQ', 'SL')
('AC04652-2022-11-02-10267','A571-7','ePsHx', 'LB')
('AC22517-2022-11-02-10444','A581-4','nbBFcowDDBmJSFU', 'UB')
('SL22517-2022-11-02-10291','S429-19','phvrBNeJgEEWfFj', 'UB')
('AC22517-2022-11-01-10208','A568-2','aaxtD', 'LB')
('AC22517-2022-11-02-10448','A581-8','xYwZBECQoGIRke', 'LB')
('AC04652-2022-11-01-10362','A576-12','CG', 'SU')
('AC22517-2022-11-02-10450','A581-10','QGdbjUTuCCmOHPz', 'UB')
('SL04652-2022-11-02-10375','S433-7','vxFHTRgODHtwtVzV', 'SL')
('SL12058-2022-11-01-10325','S431-5','LZkevQyZ', 'MB')
('AC12058-2022-11-01-10333','A575-1','JsqxLFxamETVsxEp', 'LB')
('AC12058-2022-11-01-10334','A575-2','Fch', 'LB')
('SL22517-2022-11-02-10296','S429-24','YKiaMl', 'SU')
('SL04652-2022-11-01-10303','S430-7','TbgliXFx', 'SL')
('SL22517-2022-11-02-10298','S430-2','yIeJl', 'MB')
('AC12058-2022-11-01-10338','A575-6','QWeHDzshSCsea', 'SU')
('SL12058-2022-11-01-10329','S431-9','jIUosC', 'LB')
('AC22517-2022-11-01-10213','A568-7','CingnxdC', 'LB')
('AC04652-2022-11-01-10367','A576-17','uACdLMXDPsnQd', 'SL')
('SL04652-2022-11-02-10381','S433-13','lSoJNMj', 'MB')
('AC04652-2022-11-01-10368','A576-18','QKyluBJXyaBhQmgI', 'SU')
('SL22517-2022-11-01-10275','S429-3','bcTvVtgulhFAfUy', 'UB')
('AC04652-2022-11-02-10281','A572-3','BAEHCAYFqXPlr', 'UB')
('AC04652-2022-11-01-10370','A577-2','AocxVmkhZO', 'LB')
('SL12058-2022-11-01-10340','S431-20','gNGLNFk', 'LB')
('SL22517-2022-11-01-10280','S429-8','xUXMobUtP', 'SU')
('AC22517-2022-11-02-10465','A582-7','dlncrafuUcSraDg', 'LB')
('AC22517-2022-11-02-10467','A582-9','xJCBazTZ', 'UB')
('AC04652-2022-11-02-10285','A572-7','eThBbqcJNjr', 'LB')
('SL22517-2022-11-02-10312','S430-16','U', 'SU')
('AC04652-2022-11-02-10287','A572-9','JzX', 'UB')
('SL22517-2022-11-02-10313','S430-17','elMPQmiVneBjlR', 'LB')
('AC04652-2022-11-02-10291','A572-13','XBhaSeIrfdICLTwc', 'LB')
('AC04652-2022-11-01-10379','A577-11','UpojzL', 'SL')
('SL22517-2022-11-01-10286','S429-14','oxESozWujAgurNBz', 'UB')
('AC22517-2022-11-02-10470','A582-12','SGUuStoemVQPfp', 'SU')
('AC04652-2022-11-01-10382','A577-14','X', 'LB')
('AC04652-2022-11-02-10294','A572-16','CQwsCwLPkxFxR', 'UB')
('AC12058-2022-11-01-10358','A576-8','DLxrdPaK', 'LB')
('AC22517-2022-11-01-10226','A569-2','pSkGZt', 'LB')
('SL22517-2022-11-01-10292','S429-20','cpgjp', 'LB')
('SL04652-2022-11-01-10329','S431-9','yUGZC', 'LB')
('AC04652-2022-11-01-10388','A578-2','BrRnyKJRKjAV', 'LB')
('AC04652-2022-11-01-10389','A578-3','YzBHFKUhFdko', 'UB')
('AC22517-2022-11-01-10229','A569-5','RPoMjROLtucz', 'SL')
('SL22517-2022-11-02-10324','S431-4','lEijwT', 'LB')
('SL04652-2022-11-01-10331','S431-11','nlH', 'UB')
('SL22517-2022-11-01-10295','S429-23','rkf', 'SL')
('AC04652-2022-11-02-10305','A573-9','GlcZ', 'UB')
('SL04652-2022-11-02-10400','S434-8','znNqoGKGcbM', 'SU')
('AC12058-2022-11-01-10362','A576-12','MZbRyqa', 'SU')
('SL22517-2022-11-01-10299','S430-3','U', 'UB')
('SL04652-2022-11-01-10338','S431-18','RmgMQuMsbUMgtgg', 'MB')
('AC22517-2022-11-01-10237','A569-13','UiGREHwneqjDo', 'LB')
('SL04652-2022-11-02-10401','S434-9','eJFRNxvWExzzpZ', 'LB')
('SL12058-2022-11-01-10360','S432-16','Qco', 'SU')
('SL22517-2022-11-02-10332','S431-12','q', 'LB')
('SL12058-2022-11-01-10361','S432-17','zMkNxpdvMZX', 'LB')
('AC04652-2022-11-01-10400','A578-14','EtlDFzaBYdVcc', 'LB')
('AC04652-2022-11-02-10311','A573-15','OXDpwsrYjl', 'UB')
('AC22517-2022-11-01-10246','A570-4','yIwNrL', 'UB')
('AC04652-2022-11-02-10314','A573-18','vSN', 'SU')
('SL12058-2022-11-01-10366','S432-22','SUVJoUGQVq', 'UB')
('AC04652-2022-11-01-10403','A578-17','GtwrK', 'SL')
('SL04652-2022-11-02-10403','S434-11','gJgjwai', 'UB')
('SL22517-2022-11-01-10304','S430-8','ZAUTPnUNzu', 'SU')
('AC04652-2022-11-02-10316','A574-2','QkbUwlF', 'LB')
('SL04652-2022-11-02-10404','S434-12','FaJdYJZm', 'LB')
('AC22517-2022-11-02-10487','A583-11','VfkpnG', 'SL')
('SL04652-2022-11-02-10405','S434-13','emVk', 'MB')
('AC04652-2022-11-02-10318','A574-4','ozIKxbYsEdQk', 'UB')
('AC22517-2022-11-02-10490','A583-14','mKQC', 'LB')
('AC04652-2022-11-02-10321','A574-7','ibdTkbxpZi', 'LB')
('AC04652-2022-11-01-10405','A579-1','shQdfpcvBGYs', 'LB')
('SL22517-2022-11-02-10339','S431-19','yIkIeFDwOWSTKZz', 'UB')
('SL04652-2022-11-02-10407','S434-15','QotQOTyFhjjhgu', 'SL')
('SL04652-2022-11-02-10409','S434-17','ltKgfKKV', 'LB')
('SL22517-2022-11-01-10316','S430-20','FdcYY', 'LB')
('AC04652-2022-11-01-10409','A579-5','FiaWygMdNC', 'SL')
('AC04652-2022-11-02-10327','A574-13','QsYzlckUasKgEe', 'LB')
('AC22517-2022-11-02-10498','A584-4','nXcokQppyAeFn', 'UB')
('SL04652-2022-11-01-10355','S432-11','CbShRqWsuPIwHPC', 'UB')
('SL04652-2022-11-02-10412','S434-20','AUEXpOQQNuAtr', 'LB')
('AC04652-2022-11-02-10329','A574-15','sZbgwANkw', 'UB')
('SL04652-2022-11-01-10358','S432-14','VQDX', 'UB')
('AC22517-2022-11-02-10501','A584-7','qgFbhQkTQonYJHoL', 'LB')
('AC04652-2022-11-02-10332','A574-18','GmtzpzAKwEqsYwdU', 'SU')
('AC22517-2022-11-01-10257','A570-15','bsNizPUIxHBusy', 'UB')
('SL12058-2022-11-01-10382','S433-14','TG', 'UB')
('AC04652-2022-11-02-10334','A575-2','SH', 'LB')
('SL22517-2022-11-01-10326','S431-6','L', 'UB')
('AC12058-2022-11-01-10379','A577-11','nqmvvi', 'SL')
('AC12058-2022-11-01-10385','A577-17','EgRDW', 'SL')
('AC04652-2022-11-01-10414','A579-10','rRRTfydulAi', 'UB')
('SL22517-2022-11-02-10355','S432-11','eQPwMyYScnjjOhI', 'UB')
('SL22517-2022-11-02-10356','S432-12','NqlCr', 'LB')
('SL12058-2022-11-01-10386','S433-18','ztQo', 'MB')
('AC12058-2022-11-01-10389','A578-3','RGAVSSoftgAt', 'UB')
('SL22517-2022-11-01-10339','S431-19','qdbMpzDipxVqNULl', 'UB')
('SL22517-2022-11-02-10361','S432-17','kNh', 'LB')
('SL22517-2022-11-02-10362','S432-18','UsvFUfCKVQV', 'MB')
('AC04652-2022-11-02-10341','A575-9','tsbBQVMTQEN', 'UB')
('AC12058-2022-11-01-10394','A578-8','OjlJkBuDU', 'LB')
('AC04652-2022-11-02-10345','A575-13','NaQKYfCI', 'LB')
('SL04652-2022-11-01-10370','S433-2','FozaRDXsyW', 'MB')
('AC04652-2022-11-02-10347','A575-15','FDY', 'UB')
('SL04652-2022-11-01-10372','S433-4','ct', 'LB')
('SL04652-2022-11-02-10430','S435-14','XkNNXxTXiSrpy', 'UB')
('SL22517-2022-11-02-10366','S432-22','UWs', 'UB')
('AC22517-2022-11-02-10518','A585-6','pmhuixJLqlG', 'SU')
('SL22517-2022-11-02-10368','S432-24','xHnjZjZuliqb', 'SU')
('SL22517-2022-11-02-10369','S433-1','cvfQTYyREgVrDbeK', 'LB')
('SL22517-2022-11-01-10347','S432-3','WhsAdwTcTOCrpdIs', 'UB')
('AC22517-2022-11-02-10520','A585-8','IjJnSEjEn', 'LB')
('AC12058-2022-11-01-10399','A578-13','tRz', 'LB')
('AC22517-2022-11-01-10275','A571-15','CgNFnAUCIKbWIg', 'UB')
('SL12058-2022-11-01-10397','S434-5','JtdYkPmiNpbBxbEh', 'MB')
('SL22517-2022-11-02-10371','S433-3','Bmgslm', 'UB')
('AC04652-2022-11-02-10357','A576-7','hCWOZJFfNe', 'LB')
('AC22517-2022-11-02-10523','A585-11','RwWxmgP', 'SL')
('SL12058-2022-11-01-10398','S434-6','yxiGVV', 'UB')
('SL22517-2022-11-02-10375','S433-7','Nyf', 'SL')
('AC22517-2022-11-02-10525','A585-13','wJOBNLvXyYl', 'LB')
('SL12058-2022-11-01-10401','S434-9','UiUny', 'LB')
('AC12058-2022-11-01-10405','A579-1','yWXqpbV', 'LB')
('SL22517-2022-11-01-10357','S432-13','WHyOAu', 'MB')
('SL12058-2022-11-01-10405','S434-13','M', 'MB')
('AC04652-2022-11-01-10438','A580-16','YJCRyAEBiKoeCZJ', 'UB')
('SL12058-2022-11-01-10408','S434-16','MzffLEoICy', 'SU')
('SL04652-2022-11-02-10441','S436-1','a', 'LB')
('AC04652-2022-11-01-10441','A581-1','zjAOEl', 'LB')
('AC12058-2022-11-01-10412','A579-8','SgtQSyAkfSBZxm', 'LB')
('AC04652-2022-11-02-10364','A576-14','eQYZVfiDJ', 'LB')
('AC22517-2022-11-02-10532','A586-2','QlwmjWF', 'LB')
('AC22517-2022-11-01-10281','A572-3','kZPdnqKcpW', 'UB')
('SL22517-2022-11-01-10366','S432-22','veGPWHdJib', 'UB')
('AC04652-2022-11-01-10449','A581-9','YxeVUcVMET', 'UB')
('SL12058-2022-11-01-10416','S434-24','ahtzebkmNS', 'SU')
('AC04652-2022-11-02-10367','A576-17','yYbsBOAdbxI', 'SL')
('AC04652-2022-11-01-10452','A581-12','fCJcQbZkiRrBbs', 'SU')
('AC22517-2022-11-01-10282','A572-4','VV', 'UB')
('AC12058-2022-11-01-10419','A579-15','s', 'UB')
('SL12058-2022-11-01-10421','S435-5','iWVSJwtF', 'MB')
('AC22517-2022-11-01-10286','A572-8','BTdbWuZAuYKlcZi', 'LB')
('SL12058-2022-11-01-10423','S435-7','aqtDdYc', 'SL')
('SL12058-2022-11-01-10424','S435-8','NkKdE', 'SU')
('AC22517-2022-11-01-10288','A572-10','KQ', 'UB')
('AC04652-2022-11-01-10459','A582-1','fGADSLzrYQ', 'LB')
('SL04652-2022-11-02-10450','S436-10','bltYvDnVwtsQ', 'MB')
('AC12058-2022-11-01-10424','A580-2','DKlrOhVGHI', 'LB')
('AC12058-2022-11-01-10425','A580-3','EAyXyhmWsNXT', 'UB')
('SL22517-2022-11-01-10376','S433-8','YtRCSfl', 'SU')
('SL04652-2022-11-02-10459','S436-19','XmfRVxxSYL', 'UB')
('SL12058-2022-11-01-10432','S435-16','zivoKXf', 'SU')
('AC04652-2022-11-02-10376','A577-8','JMqNpjvHi', 'LB')
('AC12058-2022-11-01-10431','A580-9','s', 'UB')
('SL04652-2022-11-01-10398','S434-6','DBjQniXBcadr', 'UB')
('AC12058-2022-11-01-10433','A580-11','Cl', 'SL')
('SL12058-2022-11-01-10435','S435-19','id', 'UB')
('AC12058-2022-11-01-10436','A580-14','fQHAKw', 'LB')
('SL22517-2022-11-02-10390','S433-22','yeCmBXLkGtINMV', 'UB')
('SL12058-2022-11-01-10436','S435-20','WFUkzR', 'LB')
('SL04652-2022-11-01-10403','S434-11','hcKc', 'UB')
('AC04652-2022-11-01-10465','A582-7','CKEgOvNWc', 'LB')
('AC22517-2022-11-01-10298','A573-2','aBqGr', 'LB')
('AC22517-2022-11-01-10299','A573-3','NBn', 'UB')
('SL22517-2022-11-02-10393','S434-1','S', 'LB')
('AC22517-2022-11-01-10300','A573-4','ATxrA', 'UB')
('AC22517-2022-11-02-10551','A587-3','SPMsqnRCL', 'UB')
('SL12058-2022-11-01-10440','S435-24','xLlbvKbSVcImJiR', 'SU')
('SL22517-2022-11-02-10399','S434-7','LzusSvEwmBzhfguc', 'SL')
('AC22517-2022-11-02-10559','A587-11','CmFbNTxeEFknfRD', 'SL')
('AC04652-2022-11-02-10387','A578-1','uJV', 'LB')
('SL04652-2022-11-01-10411','S434-19','WYDgJgjUnYMmUjIt', 'UB')
('SL12058-2022-11-01-10446','S436-6','Ti', 'UB')
('AC04652-2022-11-01-10473','A582-15','GogUT', 'UB')
('AC22517-2022-11-01-10306','A573-10','FeGeEAjKm', 'UB')
('AC22517-2022-11-01-10308','A573-12','v', 'SU')
('SL04652-2022-11-01-10419','S435-3','Iz', 'UB')
('SL04652-2022-11-02-10470','S437-6','IrEYM', 'UB')
('AC12058-2022-11-01-10450','A581-10','ldkkGLLVpxL', 'UB')
('SL22517-2022-11-02-10408','S434-16','bYUmwI', 'SU')
('SL04652-2022-11-01-10423','S435-7','Fbbu', 'SL')
('AC04652-2022-11-01-10477','A583-1','fzKIU', 'LB')
('SL22517-2022-11-01-10397','S434-5','sSsKTWJWEJTcH', 'MB')
('AC12058-2022-11-01-10454','A581-14','WfrRkLAERV', 'LB')
('AC12058-2022-11-01-10455','A581-15','OTHfBxGfSlnwLadE', 'UB')
('AC22517-2022-11-01-10312','A573-16','jEtnlXpKnySjO', 'UB')
('AC04652-2022-11-01-10480','A583-4','EgOdsiu', 'UB')
('SL04652-2022-11-01-10426','S435-10','E', 'MB')
('AC04652-2022-11-02-10395','A578-9','sagjpxJv', 'UB')
('SL04652-2022-11-02-10475','S437-11','dbAKgmKYJFEM', 'UB')
('AC12058-2022-11-01-10458','A581-18','kiCVdZDfJbZCEGA', 'SU')
('SL22517-2022-11-02-10413','S434-21','b', 'MB')
('AC04652-2022-11-01-10484','A583-8','pfdkcq', 'LB')
('SL04652-2022-11-01-10432','S435-16','EvCJERptmzQm', 'SU')
('AC22517-2022-11-01-10317','A574-3','RckKEujQmYB', 'UB')
('AC22517-2022-11-02-10570','A588-4','JLJTDV', 'UB')
('AC04652-2022-11-01-10486','A583-10','v', 'UB')
('AC22517-2022-11-02-10571','A588-5','cwvNb', 'SL')
('AC22517-2022-11-02-10572','A588-6','NQWxnJbhAczZao', 'SU')
('SL04652-2022-11-01-10433','S435-17','SwrFWOiSxUbKjcB', 'LB')
('SL12058-2022-11-01-10457','S436-17','ePTPdIQmwMk', 'LB')
('AC22517-2022-11-02-10574','A588-8','QfzmpJgFMdnnDEdu', 'LB')
('AC22517-2022-11-01-10321','A574-7','xnsza', 'LB')
('SL04652-2022-11-02-10479','S437-15','xCgZBAhj', 'SL')
('AC04652-2022-11-02-10400','A578-14','aYT', 'LB')
('AC22517-2022-11-01-10324','A574-10','NVgNOBVPOtq', 'UB')
('AC22517-2022-11-01-10325','A574-11','yspiIgFNtvrxHBf', 'SL')
('SL22517-2022-11-02-10418','S435-2','qDrbxPXQqCghWa', 'MB')
('AC04652-2022-11-02-10404','A578-18','qswE', 'SU')
('SL04652-2022-11-01-10437','S435-21','fljCYAnZfJFa', 'MB')
('AC22517-2022-11-02-10580','A588-14','cdeRMNYtCwCFc', 'LB')
('SL22517-2022-11-02-10421','S435-5','MhULvzHCBqbpDCK', 'MB')
('AC22517-2022-11-02-10581','A588-15','uzVAhoRPskjBXOp', 'UB')
('AC22517-2022-11-02-10584','A588-18','xSbJuzwLJ', 'SU')
('SL22517-2022-11-02-10424','S435-8','sZmmcXKcj', 'SU')
('SL04652-2022-11-02-10484','S437-20','lyIpgePEz', 'LB')
('AC12058-2022-11-01-10472','A582-14','ZtBuyfEmiWh', 'LB')
('SL04652-2022-11-01-10442','S436-2','HcuHIjbthPzlMoEr', 'MB')
('SL12058-2022-11-01-10470','S437-6','t', 'UB')
('SL04652-2022-11-02-10487','S437-23','yZggOFiybokjfw', 'SL')
('AC22517-2022-11-02-10589','A589-5','NivzGHa', 'SL')
('SL12058-2022-11-01-10474','S437-10','qoXrZBaA', 'MB')
('SL04652-2022-11-01-10446','S436-6','PSxn', 'UB')
('SL22517-2022-11-01-10416','S434-24','C', 'SU')
('SL04652-2022-11-01-10447','S436-7','yq', 'SL')
('SL04652-2022-11-01-10448','S436-8','ssXPNzGvKji', 'SU')
('SL04652-2022-11-02-10490','S438-2','KqelhIMBfjOtZb', 'MB')
('AC04652-2022-11-02-10411','A579-7','ccCUHcoVnzT', 'LB')
('AC22517-2022-11-02-10592','A589-8','hkNoYjAxcFskWZkj', 'LB')
('SL22517-2022-11-02-10431','S435-15','AkfjwvyJZDEwiV', 'SL')
('AC12058-2022-11-01-10486','A583-10','OiJwoXTMRK', 'UB')
('AC22517-2022-11-02-10595','A589-11','TYqLEPGTLO', 'SL')
('SL22517-2022-11-01-10423','S435-7','JN', 'SL')
('AC22517-2022-11-02-10596','A589-12','HKJ', 'SU')
('AC22517-2022-11-02-10597','A589-13','EIbTxJo', 'LB')
('AC22517-2022-11-01-10337','A575-5','ggO', 'SL')
('SL04652-2022-11-02-10496','S438-8','TPKzsfZz', 'SU')
('AC04652-2022-11-02-10416','A579-12','ZIrqRTcxWs', 'SU')
('AC22517-2022-11-02-10598','A589-14','faVCkVm', 'LB')
('SL22517-2022-11-02-10438','S435-22','zaCcTL', 'UB')
('SL04652-2022-11-02-10498','S438-10','dFtBOxsDmKO', 'MB')
('SL12058-2022-11-01-10488','S437-24','xjhRr', 'SU')
('AC22517-2022-11-01-10341','A575-9','dwWoUjEpc', 'UB')
('AC22517-2022-11-01-10342','A575-10','zDtTSBiSPBp', 'UB')
('AC12058-2022-11-01-10489','A583-13','zkgvqssdJjLOeK', 'LB')
('SL12058-2022-11-01-10489','S438-1','C', 'LB')
('AC22517-2022-11-01-10344','A575-12','pHYqvNhzfeyQGU', 'SU')
('AC12058-2022-11-01-10490','A583-14','rX', 'LB')
('SL12058-2022-11-01-10491','S438-3','ybrXOhLDNILLtf', 'UB')
('SL04652-2022-11-02-10501','S438-13','ukZannYOajHLr', 'MB')
('AC22517-2022-11-02-10605','A590-3','IWrtCSRHyEOSBC', 'UB')
('AC04652-2022-11-01-10521','A585-9','GyghhjV', 'UB')
('SL22517-2022-11-01-10434','S435-18','uaMuBv', 'MB')
('AC04652-2022-11-01-10523','A585-11','wq', 'SL')
('AC22517-2022-11-02-10608','A590-6','twhtbMCigPkBgaKj', 'SU')
('AC04652-2022-11-02-10424','A580-2','DtbxGbyFk', 'LB')
('SL22517-2022-11-02-10445','S436-5','XGpUSUpgbyYeC', 'MB')
('AC04652-2022-11-02-10425','A580-3','QJlt', 'UB')
('SL22517-2022-11-01-10436','S435-20','oSiG', 'LB')
('SL04652-2022-11-01-10464','S436-24','ABhfpCmIzS', 'SU')
('AC12058-2022-11-01-10496','A584-2','LwtKjiOPsfNOxA', 'LB')
('SL12058-2022-11-01-10501','S438-13','WnooZXIJZE', 'MB')
('SL22517-2022-11-02-10449','S436-9','PcTpeqmYzN', 'LB')
('SL12058-2022-11-01-10502','S438-14','FYCcbBB', 'UB')
('SL04652-2022-11-02-10507','S438-19','vE', 'UB')
('SL22517-2022-11-01-10443','S436-3','iOqQcZoj', 'UB')
('AC04652-2022-11-02-10430','A580-8','HMdPnrNarlve', 'LB')
('SL22517-2022-11-02-10450','S436-10','GOmx', 'MB')
('AC04652-2022-11-01-10530','A585-18','FBUuITMxL', 'SU')
('SL22517-2022-11-01-10446','S436-6','qPbKy', 'UB')
('AC22517-2022-11-01-10354','A576-4','enZjehVVNJzxJn', 'UB')
('AC12058-2022-11-01-10502','A584-8','TjEddzxiCEDwzo', 'LB')
('AC04652-2022-11-02-10433','A580-11','fOIbc', 'SL')
('SL12058-2022-11-01-10507','S438-19','DeqoFy', 'UB')
('SL04652-2022-11-02-10511','S438-23','EKmlb', 'SL')
('AC04652-2022-11-01-10532','A586-2','jEYhGVH', 'LB')
('AC12058-2022-11-01-10504','A584-10','FHvKPdsAciF', 'UB')
('AC04652-2022-11-02-10434','A580-12','eaSttWfYiKmEdhR', 'SU')
('AC12058-2022-11-01-10505','A584-11','cOqLNAthIabw', 'SL')
('SL22517-2022-11-01-10452','S436-12','npzgzvoUj', 'LB')
('AC12058-2022-11-01-10507','A584-13','UYRALL', 'LB')
('AC04652-2022-11-01-10536','A586-6','VgnVTRIjqA', 'SU')
('AC22517-2022-11-01-10361','A576-11','zFNTZCS', 'SL')
('SL04652-2022-11-01-10480','S437-16','SQVqUaaai', 'SU')
('SL04652-2022-11-02-10516','S439-4','QViQaXsox', 'LB')
('AC12058-2022-11-01-10510','A584-16','HCWxUS', 'UB')
('SL22517-2022-11-02-10458','S436-18','eNPRhFsCvkqSc', 'MB')
('AC04652-2022-11-02-10440','A580-18','nIeMGqy', 'SU')
('AC22517-2022-11-01-10362','A576-12','IEkwtOxHCPf', 'SU')
('AC22517-2022-11-01-10364','A576-14','bOVMaHGJft', 'LB')
('AC04652-2022-11-02-10442','A581-2','mgr', 'LB')
('SL04652-2022-11-01-10484','S437-20','CMCwNx', 'LB')
('SL22517-2022-11-02-10462','S436-22','tHlHGnu', 'UB')
('AC04652-2022-11-01-10543','A586-13','KghUVKJRF', 'LB')
('SL04652-2022-11-01-10486','S437-22','dwGUGNGxTohciNtf', 'UB')
('AC22517-2022-11-01-10368','A576-18','vlCluaXbiMwXb', 'SU')
('SL22517-2022-11-01-10459','S436-19','gSTiZxMN', 'UB')
('AC12058-2022-11-01-10515','A585-3','jkgWxQcHt', 'UB')
('AC22517-2022-11-01-10370','A577-2','nv', 'LB')
('SL04652-2022-11-01-10493','S438-5','VA', 'MB')
('AC04652-2022-11-02-10447','A581-7','ccJfoAFdrSKd', 'LB')
('SL04652-2022-11-01-10495','S438-7','VcJbLgtJ', 'SL')
('SL12058-2022-11-01-10513','S439-1','hjXukVJMSmrh', 'LB')
('SL04652-2022-11-01-10496','S438-8','haejUTIJqvMN', 'SU')
('SL04652-2022-11-02-10524','S439-12','BzyGF', 'LB')
('AC12058-2022-11-01-10520','A585-8','ymcYjI', 'LB')
('AC22517-2022-11-01-10375','A577-7','HV', 'LB')
('SL12058-2022-11-01-10514','S439-2','VWgWVoO', 'MB')
('SL22517-2022-11-01-10466','S437-2','yhp', 'MB')
('AC22517-2022-11-02-10629','A591-9','ClmjXbhuEow', 'UB')
('SL12058-2022-11-01-10518','S439-6','MkViC', 'UB')
('AC04652-2022-11-02-10454','A581-14','nMEpttGmkrc', 'LB')
('AC04652-2022-11-01-10552','A587-4','ys', 'UB')
('SL12058-2022-11-01-10519','S439-7','nIuceGsqt', 'SL')
('SL04652-2022-11-02-10528','S439-16','roz', 'SU')
('SL04652-2022-11-02-10529','S439-17','RhiUDdnFM', 'LB')
('AC22517-2022-11-01-10379','A577-11','CEXZR', 'SL')
('AC22517-2022-11-02-10637','A591-17','FDuCyXkZiestGWqV', 'SL')
('AC22517-2022-11-02-10638','A591-18','dpRARZMoB', 'SU')
('AC04652-2022-11-01-10557','A587-9','vOozgjDMr', 'UB')
('AC04652-2022-11-02-10462','A582-4','hxBOvjzT', 'UB')
('AC12058-2022-11-01-10529','A585-17','fG', 'SL')
('SL04652-2022-11-01-10502','S438-14','fRnqAJEK', 'UB')
('AC04652-2022-11-01-10560','A587-12','bMoM', 'SU')
('AC22517-2022-11-01-10381','A577-13','EXCWLXpZU', 'LB')
('AC22517-2022-11-01-10383','A577-15','rLXFynSWWZWKeWu', 'UB')
('SL22517-2022-11-02-10481','S437-17','gezESCcGYeavSzxY', 'LB')
('AC22517-2022-11-01-10384','A577-16','VUp', 'UB')
('AC12058-2022-11-01-10533','A586-3','Sp', 'UB')
('AC22517-2022-11-02-10645','A592-7','hKJbOhNbAoQX', 'LB')
('AC04652-2022-11-01-10561','A587-13','colvzDUn', 'LB')
('AC04652-2022-11-01-10562','A587-14','fupICedgxNWa', 'LB')
('AC04652-2022-11-01-10563','A587-15','GwBA', 'UB')
('SL12058-2022-11-01-10528','S439-16','Bxh', 'SU')
('SL22517-2022-11-01-10475','S437-11','VaNWzTxtIOXfy', 'UB')
('SL04652-2022-11-02-10535','S439-23','KW', 'SL')
('AC22517-2022-11-01-10386','A577-18','bAbnp', 'SU')
('SL12058-2022-11-01-10529','S439-17','cVquwkssmDxW', 'LB')
('SL12058-2022-11-01-10530','S439-18','Lzb', 'MB')
('AC12058-2022-11-01-10536','A586-6','ImVTtYGIUpwnuR', 'SU')
('SL12058-2022-11-01-10531','S439-19','MzAoABxcNI', 'UB')
('SL22517-2022-11-02-10490','S438-2','GpcfHsAFSWuzU', 'MB')
('AC04652-2022-11-02-10469','A582-11','jClr', 'SL')
('AC22517-2022-11-01-10390','A578-4','yBHFkavr', 'UB')
('AC04652-2022-11-02-10470','A582-12','pbgxwy', 'SU')
('SL04652-2022-11-02-10539','S440-3','ARRpuAfbd', 'UB')
('AC22517-2022-11-01-10393','A578-7','TLCUqwHJuxjUiy', 'LB')
('SL04652-2022-11-02-10540','S440-4','lmwJfepFX', 'LB')
('SL22517-2022-11-01-10480','S437-16','IaVjna', 'SU')
('SL04652-2022-11-02-10541','S440-5','KBVmDNOGpdHDr', 'MB')
('SL04652-2022-11-01-10515','S439-3','cnuW', 'UB')
('AC22517-2022-11-01-10398','A578-12','xFVJ', 'SU')
('AC04652-2022-11-01-10573','A588-7','QVwNlGlxx', 'LB')
('SL04652-2022-11-02-10543','S440-7','PhXgeDoHcbeL', 'SL')
('SL04652-2022-11-02-10544','S440-8','WSXfrbTl', 'SU')
('AC04652-2022-11-02-10474','A582-16','DMPmL', 'UB')
('AC12058-2022-11-01-10540','A586-10','mEfIdDF', 'UB')
('AC22517-2022-11-01-10401','A578-15','zIfwWOG', 'UB')
('AC22517-2022-11-02-10661','A593-5','dTbanJhTWyel', 'SL')
('AC22517-2022-11-02-10662','A593-6','Ea', 'SU')
('SL22517-2022-11-01-10485','S437-21','lxqHzFfpJ', 'MB')
('AC04652-2022-11-02-10478','A583-2','b', 'LB')
('AC22517-2022-11-01-10403','A578-17','cHGwCG', 'SL')
('AC04652-2022-11-02-10480','A583-4','OnEehf', 'UB')
('AC22517-2022-11-02-10665','A593-9','MOPaOTQSf', 'UB')
('SL04652-2022-11-02-10550','S440-14','OCvUXm', 'UB')
('SL22517-2022-11-02-10495','S438-7','LxEAEeOV', 'SL')
('AC22517-2022-11-01-10406','A579-2','PPCuqZ', 'LB')
('SL22517-2022-11-02-10499','S438-11','ogKJiyKInDtZm', 'UB')
('AC22517-2022-11-02-10668','A593-12','dyf', 'SU')
('AC04652-2022-11-01-10579','A588-13','E', 'LB')
('AC22517-2022-11-01-10407','A579-3','EFom', 'UB')
('SL22517-2022-11-02-10501','S438-13','Zmng', 'MB')
('AC04652-2022-11-01-10581','A588-15','uR', 'UB')
('AC12058-2022-11-01-10549','A587-1','qhaoIYBReQdfyhSz', 'LB')
('SL22517-2022-11-02-10502','S438-14','ASNsypOTqbZlj', 'UB')
('SL22517-2022-11-01-10491','S438-3','flGcBndlYbI', 'UB')
('AC22517-2022-11-01-10410','A579-6','wpyeAkHFFhGsGsv', 'SU')
('AC12058-2022-11-01-10552','A587-4','IZZbyKe', 'UB')
('AC22517-2022-11-01-10411','A579-7','HmRimJewEgaNC', 'LB')
('AC22517-2022-11-02-10671','A593-15','P', 'UB')
