('AC04652-2022-11-02-4','A1-4','hTodfFfgmRzbVt', 'UB')
('SL04652-2022-11-02-3424','S143-16','FoHQZEDxMjVQd', 'SU')
('SL04652-2022-11-02-3426','S143-18','ykdC', 'MB')
('SL22517-2022-11-01-3488','S146-8','zOLdeHwdvhAnbH', 'SU')
('SL12058-2022-11-01-3449','S144-17','hi', 'LB')
('SL12058-2022-11-01-3450','S144-18','jFdwZQgBnW', 'MB')
('AC04652-2022-11-01-3553','A198-7','oWyefBIIv', 'LB')
('SL12058-2022-11-01-3498','S146-18','vHDlA', 'MB')
('AC22517-2022-11-01-3379','A188-13','dxKubignBVGr', 'LB')
('AC04652-2022-11-02-3474','A193-18','exUfsqmlzlSfF', 'SU')
('SL22517-2022-11-02-3623','S151-23','SpQD', 'SL')
('AC04652-2022-11-02-3476','A194-2','nCknpm', 'LB')
('SL04652-2022-11-02-3482','S146-2','sgXnljIsvFIOs', 'MB')
('AC12058-2022-11-01-3565','A199-1','kwxWSwG', 'LB')
('AC04652-2022-11-02-3481','A194-7','QMU', 'LB')
('SL22517-2022-11-02-3644','S152-20','wO', 'LB')
('AC12058-2022-11-01-3591','A200-9','EguxOLT', 'UB')
('AC12058-2022-11-01-3593','A200-11','awoHBFBVc', 'SL')
('AC04652-2022-11-01-3590','A200-8','IOHJBagqliwA', 'LB')
('SL22517-2022-11-01-3585','S150-9','LhiISilWrhUTF', 'LB')
('SL12058-2022-11-01-3546','S148-18','dek', 'MB')
('AC04652-2022-11-02-3512','A196-2','qsy', 'LB')
('SL22517-2022-11-01-3587','S150-11','sh', 'UB')
('AC22517-2022-11-01-3428','A191-8','Yrxz', 'LB')
('AC22517-2022-11-02-3649','A203-13','xl', 'LB')
('SL22517-2022-11-01-3596','S150-20','CYWgehAkMKcRmEg', 'LB')
('AC04652-2022-11-01-3606','A201-6','oxYWhsWAoOu', 'SU')
('SL12058-2022-11-01-3560','S149-8','ysWHmfTroDeuR', 'SU')
('SL04652-2022-11-01-3611','S151-11','oGpRWRINqHkO', 'UB')
('SL04652-2022-11-01-3612','S151-12','MyVhgv', 'LB')
('AC22517-2022-11-01-3440','A192-2','h', 'LB')
('SL04652-2022-11-01-3614','S151-14','k', 'UB')
('AC12058-2022-11-01-3623','A202-5','beaA', 'SL')
('SL04652-2022-11-02-3531','S148-3','ASUrbeZPiF', 'UB')
('AC22517-2022-11-02-3698','A206-8','PN', 'LB')
('AC22517-2022-11-01-3483','A194-9','NuyJZImmZxve', 'UB')
('SL22517-2022-11-01-3636','S152-12','vBATsMJWyw', 'LB')
('AC22517-2022-11-02-3704','A206-14','NnNyq', 'LB')
('SL12058-2022-11-01-3613','S151-13','ObpbCktJwdyGYTs', 'MB')
('SL04652-2022-11-02-3619','S151-19','OuYqOeVAf', 'UB')
('AC12058-2022-11-01-3708','A206-18','IIJ', 'SU')
('SL12058-2022-11-01-3659','S153-11','xxxniTkySu', 'UB')
('SL22517-2022-11-01-3681','S154-9','pGAJkHAne', 'LB')
('AC12058-2022-11-01-3710','A207-2','TW', 'LB')
('SL04652-2022-11-02-3626','S152-2','jalUWGTb', 'MB')
('AC04652-2022-11-01-3685','A205-13','WkoujubsdAir', 'LB')
('SL22517-2022-11-02-3761','S157-17','deiFJSelVQver', 'LB')
('SL22517-2022-11-01-3688','S154-16','dqtrkUfRbEUGpab', 'SU')
('AC04652-2022-11-01-3688','A205-16','rKmXKkRKbsRZ', 'UB')
('AC04652-2022-11-02-3621','A202-3','vPqbwjdnM', 'UB')
('AC04652-2022-11-01-3690','A205-18','VjEJIVAiIYGwarE', 'SU')
('AC22517-2022-11-02-3772','A210-10','fLpJbBDNQa', 'UB')
('SL22517-2022-11-02-3769','S158-1','DcSX', 'LB')
('AC22517-2022-11-01-3549','A198-3','ZJAKb', 'UB')
('SL22517-2022-11-01-3693','S154-21','lGWbPya', 'MB')
('SL04652-2022-11-02-3645','S152-21','A', 'MB')
('AC22517-2022-11-02-3783','A211-3','BVm', 'UB')
('SL04652-2022-11-01-3721','S156-1','SUMETrkJBucoQlGo', 'LB')
('AC04652-2022-11-01-3703','A206-13','iGQcjGz', 'LB')
('AC04652-2022-11-01-3704','A206-14','PMJkLWjHVfnBHKFC', 'LB')
('SL04652-2022-11-02-3657','S153-9','DZkXmJB', 'LB')
('SL22517-2022-11-02-3782','S158-14','SL', 'UB')
('AC22517-2022-11-01-3564','A198-18','lHywNogixAIRd', 'SU')
('AC04652-2022-11-01-3721','A207-13','PPInHTmgOqNW', 'LB')
('AC22517-2022-11-02-3799','A212-1','iwifCsBYnEYsI', 'LB')
('AC22517-2022-11-01-3570','A199-6','zxGDOiYwFSE', 'SU')
('AC04652-2022-11-02-3650','A203-14','gg', 'LB')
('SL04652-2022-11-01-3741','S156-21','PNuHblaPtUyy', 'MB')
('SL04652-2022-11-02-3666','S153-18','GfqjOkGglcJy', 'MB')
('SL04652-2022-11-02-3667','S153-19','wyuzWZp', 'UB')
('AC22517-2022-11-01-3572','A199-8','OG', 'LB')
('SL22517-2022-11-02-3789','S158-21','JFnqjoarLjk', 'MB')
('SL22517-2022-11-02-3791','S158-23','yG', 'SL')
('SL22517-2022-11-01-3724','S156-4','wOIwFTWGPrUIgA', 'LB')
('AC12058-2022-11-01-3753','A209-9','ElfIWuzJYwLCIjHn', 'UB')
('SL12058-2022-11-01-3699','S155-3','zWzeD', 'UB')
('SL04652-2022-11-01-3753','S157-9','VmxQkQdnPnuhYb', 'LB')
('AC04652-2022-11-01-3740','A208-14','l', 'LB')
('SL22517-2022-11-02-3802','S159-10','jHOEcZrCy', 'MB')
('SL04652-2022-11-01-3759','S157-15','EOZQH', 'SL')
('AC22517-2022-11-02-3826','A213-10','GazNmu', 'UB')
('SL22517-2022-11-01-3736','S156-16','dGeiatBchy', 'SU')
('AC04652-2022-11-01-3749','A209-5','QIHhClZ', 'SL')
('AC22517-2022-11-02-3833','A213-17','tUvNz', 'SL')
('SL04652-2022-11-02-3689','S154-17','fxHEITtZhJ', 'LB')
('SL04652-2022-11-01-3770','S158-2','TrFxbWGzuf', 'MB')
('SL04652-2022-11-01-3771','S158-3','WVAqkQykCs', 'UB')
('AC22517-2022-11-01-3599','A200-17','KaOFEoBF', 'SL')
('AC22517-2022-11-02-3839','A214-5','lZeSwOkcKG', 'SL')
('SL04652-2022-11-01-3777','S158-9','ipYgJf', 'LB')
('AC12058-2022-11-01-3764','A210-2','PNXa', 'LB')
('AC04652-2022-11-02-3684','A205-12','UXePt', 'SU')
('AC22517-2022-11-02-3845','A214-11','sNplRIFqcpAaaew', 'SL')
('AC04652-2022-11-02-3692','A206-2','aDtqaGeMakI', 'LB')
('SL22517-2022-11-01-3753','S157-9','I', 'LB')
('AC04652-2022-11-01-3771','A210-9','UcsgEcVnEw', 'UB')
('SL22517-2022-11-02-3825','S160-9','GexAV', 'LB')
('SL04652-2022-11-01-3796','S159-4','rNLLdqzmtTufXDwJ', 'LB')
('SL04652-2022-11-01-3797','S159-5','uFyCGWr', 'MB')
('SL22517-2022-11-01-3757','S157-13','QeYTMKezFw', 'MB')
('SL12058-2022-11-01-3733','S156-13','bUvhfdwcmcek', 'MB')
('AC22517-2022-11-02-3859','A215-7','PGZWyuV', 'LB')
('SL22517-2022-11-01-3759','S157-15','vqHnAE', 'SL')
('SL22517-2022-11-01-3762','S157-18','qdKWXuBzpouKkpT', 'MB')
('AC04652-2022-11-01-3784','A211-4','dymueFatQDQt', 'UB')
('AC22517-2022-11-01-3625','A202-7','G', 'LB')
('SL22517-2022-11-02-3839','S160-23','iGlSaVLhRwZMckk', 'SL')
('AC04652-2022-11-02-3704','A206-14','MWVwRhbrguuCGA', 'LB')
('AC22517-2022-11-01-3627','A202-9','xXvAiQdUgmSXQyVw', 'UB')
('AC04652-2022-11-02-3708','A206-18','bmgCFwxfQkTCAxRu', 'SU')
('AC04652-2022-11-01-3799','A212-1','mbSgwkemIdxYnYss', 'LB')
('AC04652-2022-11-02-3741','A208-15','hFMSoONHPgaKCw', 'UB')
('SL04652-2022-11-02-3770','S158-2','Vm', 'MB')
('AC04652-2022-11-01-3863','A215-11','cDl', 'SL')
('AC04652-2022-11-01-3866','A215-14','epWDGgNdsVjfEID', 'LB')
('AC04652-2022-11-01-3867','A215-15','dtjJU', 'UB')
('SL04652-2022-11-01-3848','S161-8','rDVtceZoxHpOSyw', 'SU')
('AC04652-2022-11-02-3770','A210-8','Suvra', 'LB')
('AC04652-2022-11-01-3869','A215-17','l', 'SL')
('SL22517-2022-11-01-3833','S160-17','F', 'LB')
('SL12058-2022-11-01-3800','S159-8','LWvTniHeJQh', 'SU')
('SL04652-2022-11-02-3781','S158-13','YhGtZORF', 'MB')
('SL04652-2022-11-02-3784','S158-16','eAItLpbHJtAzWpQ', 'SU')
('SL04652-2022-11-01-3854','S161-14','upWzZAdPAkR', 'UB')
('SL04652-2022-11-01-3855','S161-15','wRH', 'SL')
('SL12058-2022-11-01-3835','S160-19','JmDAcUyhRewYas', 'UB')
('SL04652-2022-11-02-3816','S159-24','YADyoZfz', 'SU')
('AC04652-2022-11-02-3815','A212-17','TsvTdEIyndK', 'SL')
('SL04652-2022-11-02-3819','S160-3','xmVRMtYmCgOjTfp', 'UB')
('AC22517-2022-11-02-3961','A221-1','eJOhXPGPPhT', 'LB')
('AC22517-2022-11-02-3962','A221-2','XDtHoTzBz', 'LB')
('SL12058-2022-11-01-3846','S161-6','XLmTelKxYPJzl', 'UB')
('SL12058-2022-11-01-3847','S161-7','TlJoZzw', 'SL')
('SL12058-2022-11-01-3848','S161-8','SPlZAqYV', 'SU')
('AC22517-2022-11-02-3969','A221-9','ODISRthPoPloVi', 'UB')
('AC04652-2022-11-01-3922','A218-16','pifwgoyeEazv', 'UB')
('SL22517-2022-11-02-3966','S166-6','VgVBLjWt', 'UB')
('AC04652-2022-11-02-3829','A213-13','iuFrnrWWny', 'LB')
('AC04652-2022-11-02-3830','A213-14','KZyAv', 'LB')
('SL04652-2022-11-02-3829','S160-13','iiitv', 'MB')
('AC04652-2022-11-02-3832','A213-16','NHXcYydJUOl', 'UB')
('AC12058-2022-11-01-3910','A218-4','DF', 'UB')
('AC04652-2022-11-01-3975','A221-15','xGjwHw', 'UB')
('SL12058-2022-11-01-3897','S163-9','NStWSHrEgebi', 'LB')
('AC22517-2022-11-01-3770','A210-8','WzCm', 'LB')
('AC12058-2022-11-01-3949','A220-7','EbJk', 'LB')
('SL04652-2022-11-02-3869','S162-5','cvbBOZo', 'MB')
('SL22517-2022-11-01-3992','S167-8','awbCcRSKrvs', 'SU')
('SL04652-2022-11-01-3988','S167-4','nDHqrfKJCwyrndU', 'LB')
('SL04652-2022-11-02-3903','S163-15','L', 'SL')
('SL04652-2022-11-02-3904','S163-16','jGmeweUkJtDEgL', 'SU')
('SL04652-2022-11-02-3905','S163-17','ZhRR', 'LB')
('SL22517-2022-11-02-4061','S170-5','xtgFfrQ', 'MB')
('SL04652-2022-11-02-3906','S163-18','MYICHcUe', 'MB')
('SL12058-2022-11-01-3936','S164-24','mzLszPTUrAafxSH', 'SU')
('AC22517-2022-11-02-4065','A226-15','fssBviYDdkEKvf', 'UB')
('AC22517-2022-11-02-4066','A226-16','KFogexDdDD', 'UB')
('AC04652-2022-11-02-3959','A220-17','jzGazhTIpVuPOX', 'SL')
('SL04652-2022-11-02-3942','S165-6','ZwHxy', 'UB')
('SL12058-2022-11-01-3990','S167-6','N', 'UB')
('SL12058-2022-11-01-3991','S167-7','lvzqQumsnsuQSwh', 'SL')
('AC04652-2022-11-01-4059','A226-9','mkqmIT', 'UB')
('AC12058-2022-11-01-4029','A224-15','DBifZjEodTU', 'UB')
('SL12058-2022-11-01-3995','S167-11','JG', 'UB')
('AC04652-2022-11-01-4063','A226-13','kTnD', 'LB')
('AC22517-2022-11-01-3865','A215-13','jqpizSNUGgZUjOW', 'LB')
('AC12058-2022-11-01-4034','A225-2','FirU', 'LB')
('SL22517-2022-11-01-4040','S169-8','S', 'SU')
('SL04652-2022-11-01-4032','S168-24','YWzgSoMfpfg', 'SU')
('SL04652-2022-11-01-4038','S169-6','UETdpzInguhLNwic', 'UB')
('AC04652-2022-11-01-4071','A227-3','AYLk', 'UB')
('AC22517-2022-11-01-3872','A216-2','qVf', 'LB')
('SL04652-2022-11-01-4040','S169-8','EPYA', 'SU')
('SL12058-2022-11-01-4007','S167-23','aRHAyjcXGkL', 'SL')
('AC04652-2022-11-01-4074','A227-6','nOGLFBx', 'SU')
('AC22517-2022-11-01-3877','A216-7','WXGcFGaBHvbzHEb', 'LB')
('SL04652-2022-11-02-3965','S166-5','JR', 'MB')
('SL22517-2022-11-01-4048','S169-16','NvDgNStoG', 'SU')
('SL04652-2022-11-01-4047','S169-15','YeBJZAzXGuCOhra', 'SL')
('SL04652-2022-11-02-3969','S166-9','WCyLpxdympMQ', 'LB')
('AC22517-2022-11-02-4137','A230-15','WvDkwupdRiDLv', 'UB')
('SL22517-2022-11-02-4123','S172-19','DuuWjLU', 'UB')
('AC04652-2022-11-01-4083','A227-15','UFtMdwWAeAI', 'UB')
('AC12058-2022-11-01-4046','A225-14','MipiO', 'LB')
('AC04652-2022-11-01-4085','A227-17','FICCaftZhfKSv', 'SL')
('AC04652-2022-11-02-3987','A222-9','WuCtZKTwE', 'UB')
('AC22517-2022-11-02-4140','A230-18','Gg', 'SU')
('SL22517-2022-11-01-4053','S169-21','yARN', 'MB')
('AC04652-2022-11-01-4087','A228-1','tIzonbcKlcOX', 'LB')
('AC22517-2022-11-01-3888','A216-18','UttV', 'SU')
('AC12058-2022-11-01-4050','A225-18','WDfS', 'SU')
('SL22517-2022-11-02-4128','S172-24','QCPRFGDH', 'SU')
('SL04652-2022-11-02-3976','S166-16','dpkMNRK', 'SU')
('AC04652-2022-11-01-4089','A228-3','IUyEWRKFmj', 'UB')
('AC04652-2022-11-01-4090','A228-4','llMoKXdKkgeKNV', 'UB')
('AC22517-2022-11-01-3892','A217-4','kwQCkX', 'UB')
('AC22517-2022-11-01-3893','A217-5','ySWAS', 'SL')
('SL12058-2022-11-01-4024','S168-16','ZGpAjURfYgW', 'SU')
('AC12058-2022-11-01-4051','A226-1','JhteS', 'LB')
('SL22517-2022-11-01-4062','S170-6','gCqtXqbl', 'UB')
('AC04652-2022-11-01-4092','A228-6','bgXnzyVpdTFgYw', 'SU')
('SL22517-2022-11-02-4133','S173-5','WcQFHadhtSv', 'MB')
('SL22517-2022-11-02-4134','S173-6','pBqqdUB', 'UB')
('AC04652-2022-11-01-4094','A228-8','ybKiRdetzi', 'LB')
('AC04652-2022-11-01-4095','A228-9','nYmKaI', 'UB')
('SL04652-2022-11-01-4059','S170-3','pVFHndESIdWRM', 'UB')
('SL04652-2022-11-02-3982','S166-22','WqpJhpHqd', 'UB')
('AC04652-2022-11-01-4098','A228-12','t', 'SU')
('AC12058-2022-11-01-4055','A226-5','xdB', 'SL')
('SL04652-2022-11-01-4063','S170-7','MDFLpooeJnUw', 'SL')
('AC04652-2022-11-01-4099','A228-13','D', 'LB')
('SL22517-2022-11-02-4143','S173-15','I', 'SL')
('SL22517-2022-11-02-4144','S173-16','zQ', 'SU')
('AC22517-2022-11-02-4153','A231-13','cwpcodiF', 'LB')
('SL04652-2022-11-01-4068','S170-12','bnHgv', 'LB')
('AC22517-2022-11-01-3899','A217-11','tjdTmMldtvUkz', 'SL')
('SL22517-2022-11-01-4073','S170-17','UqofkUlnWz', 'LB')
('SL12058-2022-11-01-4035','S169-3','UvyNZLEL', 'UB')
('SL22517-2022-11-01-4076','S170-20','qgVhoh', 'LB')
('SL04652-2022-11-02-3986','S167-2','MUqPWBUPfv', 'MB')
('AC22517-2022-11-02-4156','A231-16','yYgq', 'UB')
('AC04652-2022-11-02-4002','A223-6','ATjBPUo', 'SU')
('AC12058-2022-11-01-4060','A226-10','EBVHN', 'UB')
('SL22517-2022-11-01-4078','S170-22','zJXphfpgVKeu', 'UB')
('SL04652-2022-11-01-4077','S170-21','CxvZWdLARramKeCV', 'MB')
('SL04652-2022-11-01-4078','S170-22','MSsusmQGzux', 'UB')
('SL12058-2022-11-01-4039','S169-7','x', 'SL')
('AC04652-2022-11-02-4006','A223-10','PTnUQWMFwyb', 'UB')
('SL12058-2022-11-01-4041','S169-9','fvvKeFxTsbupiEx', 'LB')
('SL12058-2022-11-01-4042','S169-10','zRhJxnYzPwSHyH', 'MB')
('SL04652-2022-11-02-3993','S167-9','IKxZbF', 'LB')
('AC04652-2022-11-02-4010','A223-14','u', 'LB')
('SL12058-2022-11-01-4044','S169-12','JmSY', 'LB')
('SL22517-2022-11-02-4158','S174-6','nc', 'UB')
('SL04652-2022-11-01-4085','S171-5','lOBZSatGiROlwR', 'MB')
('SL12058-2022-11-01-4047','S169-15','i', 'SL')
('SL04652-2022-11-02-3998','S167-14','lxLSRcfsSM', 'UB')
('AC22517-2022-11-01-3911','A218-5','p', 'SL')
('SL22517-2022-11-02-4164','S174-12','xzBXcmrWtjLBj', 'LB')
('AC22517-2022-11-01-3915','A218-9','ZgizsyOnrL', 'UB')
('AC22517-2022-11-02-4176','A232-18','RyrsSTftTLtA', 'SU')
('AC04652-2022-11-01-4135','A230-13','kjSrQLtA', 'LB')
('AC22517-2022-11-02-4181','A233-5','FGnYBvxmD', 'SL')
('SL22517-2022-11-01-4108','S172-4','vNqrA', 'LB')
('AC04652-2022-11-01-4161','A232-3','bhlfBGbspZvXXG', 'UB')
('AC04652-2022-11-01-4162','A232-4','h', 'UB')
('AC04652-2022-11-01-4163','A232-5','optwmsJw', 'SL')
('SL12058-2022-11-01-4084','S171-4','oLokkIPb', 'LB')
('AC12058-2022-11-01-4107','A229-3','rIh', 'UB')
('SL04652-2022-11-02-4035','S169-3','gzBCto', 'UB')
('AC04652-2022-11-01-4169','A232-11','RijB', 'SL')
('AC04652-2022-11-02-4071','A227-3','NWrlaY', 'UB')
('SL04652-2022-11-02-4038','S169-6','zhHrabwMsbnVdZ', 'UB')
('SL22517-2022-11-02-4200','S175-24','SONqan', 'SU')
('SL22517-2022-11-01-4131','S173-3','E', 'UB')
('SL22517-2022-11-02-4202','S176-2','P', 'MB')
('AC12058-2022-11-01-4112','A229-8','AH', 'LB')
('SL22517-2022-11-01-4132','S173-4','HkVBbhfxkKqA', 'LB')
('AC04652-2022-11-01-4177','A233-1','pmlQYAsTTh', 'LB')
('AC12058-2022-11-01-4118','A229-14','W', 'LB')
('AC12058-2022-11-01-4119','A229-15','OPGYfHMkeVVxWlzU', 'UB')
('SL22517-2022-11-01-4133','S173-5','rbwD', 'MB')
('AC12058-2022-11-01-4168','A232-10','UaCaBvhu', 'UB')
('AC22517-2022-11-02-4256','A237-8','M', 'LB')
('AC04652-2022-11-02-4102','A228-16','Q', 'UB')
('AC22517-2022-11-01-3995','A222-17','GnZagdObC', 'SL')
('SL22517-2022-11-01-4167','S174-15','kkNMUZS', 'SL')
('SL22517-2022-11-02-4244','S177-20','va', 'LB')
('SL22517-2022-11-01-4174','S174-22','AcCBzsGgKpDsvEE', 'UB')
('AC04652-2022-11-02-4108','A229-4','fCK', 'UB')
('SL22517-2022-11-01-4179','S175-3','nUmRObYFP', 'UB')
('AC22517-2022-11-02-4261','A237-13','NaPtL', 'LB')
('SL04652-2022-11-01-4187','S175-11','YmbTxBNrgZgGj', 'UB')
('SL04652-2022-11-02-4089','S171-9','ccwSVNrTX', 'LB')
('SL04652-2022-11-02-4090','S171-10','weHTSLeECfXJH', 'MB')
('SL22517-2022-11-01-4189','S175-13','rYYYRaSRKW', 'MB')
('AC12058-2022-11-01-4189','A233-13','DhtFQ', 'LB')
('AC22517-2022-11-02-4272','A238-6','SAtTXMWVltf', 'SU')
('AC22517-2022-11-01-4013','A223-17','iruzKqotGvJRvt', 'SL')
('SL04652-2022-11-02-4095','S171-15','OjzktLV', 'SL')
('AC22517-2022-11-01-4019','A224-5','rt', 'SL')
('SL12058-2022-11-01-4179','S175-3','rP', 'UB')
('SL22517-2022-11-02-4275','S179-3','Zz', 'UB')
('SL22517-2022-11-02-4276','S179-4','HQOlLFySL', 'LB')
('SL04652-2022-11-01-4209','S176-9','iLcsNLNB', 'LB')
('AC04652-2022-11-01-4251','A237-3','gbqWvMSeeNXgBCiO', 'UB')
('AC04652-2022-11-01-4252','A237-4','KwQsbUPY', 'UB')
('SL04652-2022-11-02-4110','S172-6','qFmFXwEbvk', 'UB')
('SL04652-2022-11-01-4212','S176-12','KIJ', 'LB')
('SL04652-2022-11-01-4213','S176-13','yIJ', 'MB')
('AC22517-2022-11-02-4285','A239-1','crFnRMqKiU', 'LB')
('SL22517-2022-11-02-4286','S179-14','qGQyGpmrtzJQ', 'UB')
('AC04652-2022-11-01-4260','A237-12','jgTLBjEk', 'SU')
('SL04652-2022-11-01-4231','S177-7','qKtwQLOmXpcbxyk', 'SL')
('SL04652-2022-11-02-4122','S172-18','a', 'MB')
('SL04652-2022-11-01-4233','S177-9','xebSsRPMCHGtodB', 'LB')
('AC22517-2022-11-02-4301','A239-17','pjlsxMHLuqcN', 'SL')
('SL04652-2022-11-01-4235','S177-11','QtaRproNHvDbPz', 'UB')
('AC04652-2022-11-01-4267','A238-1','Kuu', 'LB')
('SL22517-2022-11-02-4297','S180-1','WauJQqgv', 'LB')
('SL22517-2022-11-01-4223','S176-23','rtexNQmFdxICM', 'SL')
('AC04652-2022-11-01-4269','A238-3','OUCbbYwAgbOBSRu', 'UB')
('AC04652-2022-11-02-4170','A232-12','d', 'SU')
('SL22517-2022-11-01-4236','S177-12','fmCqRfOr', 'LB')
('AC22517-2022-11-01-4059','A226-9','cBNqCMP', 'UB')
('SL04652-2022-11-02-4141','S173-13','w', 'MB')
('AC22517-2022-11-01-4062','A226-12','PC', 'SU')
('AC04652-2022-11-02-4175','A232-17','FLpiEFfQHUUp', 'SL')
('AC22517-2022-11-01-4066','A226-16','hfBhWc', 'UB')
('AC12058-2022-11-01-4241','A236-11','IqX', 'SL')
('AC22517-2022-11-01-4072','A227-4','KxqKLvfdaPJiDKq', 'UB')
('SL04652-2022-11-02-4155','S174-3','YuhqTylIjQ', 'UB')
('SL22517-2022-11-02-4326','S181-6','pegcCcAmadS', 'UB')
('AC04652-2022-11-01-4280','A238-14','KEilyWQRRWG', 'LB')
('AC04652-2022-11-02-4188','A233-12','RpuOWFchoDY', 'SU')
('SL22517-2022-11-01-4250','S178-2','jzxsKSVdll', 'MB')
('SL04652-2022-11-02-4162','S174-10','vKBDryTZJquMZyC', 'MB')
('SL04652-2022-11-02-4163','S174-11','uhn', 'UB')
('AC04652-2022-11-01-4283','A238-17','QUeVroC', 'SL')
('AC04652-2022-11-01-4285','A239-1','SZvQUAEMuSqtF', 'LB')
('SL04652-2022-11-01-4268','S178-20','zOcTOoaKyALTeDiC', 'LB')
('AC12058-2022-11-01-4250','A237-2','mvjAbau', 'LB')
('AC22517-2022-11-01-4085','A227-17','IhAuLQSwv', 'SL')
('AC12058-2022-11-01-4253','A237-5','FHmRVGzGtCDWgss', 'SL')
('AC04652-2022-11-02-4201','A234-7','gwrifKfZimCh', 'LB')
('AC22517-2022-11-01-4091','A228-5','mOqOH', 'SL')
('AC22517-2022-11-01-4105','A229-1','WSMdUGY', 'LB')
('SL22517-2022-11-01-4275','S179-3','tMMyqOiHbSEM', 'UB')
('AC22517-2022-11-01-4107','A229-3','FjxdbldrtWnsqxBN', 'UB')
('AC22517-2022-11-01-4108','A229-4','LtmtNrzOcWMowB', 'UB')
('AC12058-2022-11-01-4272','A238-6','gcCQGk', 'SU')
('AC04652-2022-11-02-4215','A235-3','nuChCRCSHUchFa', 'UB')
('AC22517-2022-11-01-4117','A229-13','wZyVJLbEzZIImzDK', 'LB')
('SL12058-2022-11-01-4268','S178-20','YxbWhwWDQxooojS', 'LB')
('AC22517-2022-11-01-4122','A229-18','kcnPHBTFb', 'SU')
('AC04652-2022-11-01-4319','A240-17','JpiASENwOvjIYz', 'SL')
('SL22517-2022-11-02-4357','S182-13','gXbMJFVBadJIymc', 'MB')
('AC22517-2022-11-01-4124','A230-2','zYyPp', 'LB')
('SL12058-2022-11-01-4277','S179-5','AXsR', 'MB')
('SL22517-2022-11-02-4365','S182-21','BsZrsLFuP', 'MB')
('AC22517-2022-11-01-4129','A230-7','XuyCBPbTqCww', 'LB')
('SL12058-2022-11-01-4281','S179-9','cKGFXZHHHqdGxW', 'LB')
('AC22517-2022-11-02-4361','A243-5','PjSXxGkGAPL', 'SL')
('SL12058-2022-11-01-4288','S179-16','bRkAC', 'SU')
('SL04652-2022-11-01-4298','S180-2','urZfjpCKVlh', 'MB')
('AC22517-2022-11-01-4135','A230-13','suWmaapc', 'LB')
('SL12058-2022-11-01-4291','S179-19','zxPbxVP', 'UB')
('SL22517-2022-11-01-4311','S180-15','cvnFybJRIFGU', 'SL')
('AC04652-2022-11-02-4244','A236-14','gRj', 'LB')
('AC04652-2022-11-02-4245','A236-15','ucagGjaKdNYa', 'UB')
('SL04652-2022-11-02-4220','S176-20','LqMmCAHwvNJZHzra', 'LB')
('AC22517-2022-11-02-4374','A243-18','a', 'SU')
('AC04652-2022-11-02-4252','A237-4','ReBhfuU', 'UB')
('AC22517-2022-11-02-4379','A244-5','HDxcpeNq', 'SL')
('SL12058-2022-11-01-4304','S180-8','uekhTm', 'SU')
('SL22517-2022-11-01-4324','S181-4','hYnQg', 'LB')
('AC04652-2022-11-02-4256','A237-8','sElVDO', 'LB')
('AC04652-2022-11-02-4257','A237-9','m', 'UB')
('SL12058-2022-11-01-4306','S180-10','UPVgnHMsuANMt', 'MB')
('AC22517-2022-11-01-4157','A231-17','zcHqkpfteVnwCte', 'SL')
('AC04652-2022-11-01-4351','A242-13','NfRPIKwtvhaN', 'LB')
('SL04652-2022-11-01-4326','S181-6','HUPhhfHfFEKcc', 'UB')
('AC04652-2022-11-02-4263','A237-15','svHgTNRAJrkPdlw', 'UB')
('SL04652-2022-11-02-4236','S177-12','Fot', 'LB')
('AC22517-2022-11-02-4391','A244-17','lFwdUkXwwoLrdQj', 'SL')
('SL22517-2022-11-02-4408','S184-16','VNngTqHOt', 'SU')
('AC22517-2022-11-02-4393','A245-1','ZAVP', 'LB')
('AC22517-2022-11-02-4394','A245-2','AcoZEls', 'LB')
('AC04652-2022-11-01-4358','A243-2','HrSGyKRjUqLW', 'LB')
('AC04652-2022-11-02-4271','A238-5','xcnezxjikcTN', 'SL')
('AC04652-2022-11-02-4272','A238-6','cLb', 'SU')
('AC22517-2022-11-02-4402','A245-10','CGMWJs', 'UB')
('SL04652-2022-11-02-4254','S178-6','GcwuxuTpyIP', 'UB')
('SL22517-2022-11-02-4420','S185-4','SAwoDlejKCvPNKt', 'LB')
('AC04652-2022-11-01-4372','A243-16','SsruSUtckEhCSZQ', 'UB')
('AC22517-2022-11-01-4179','A233-3','ylZlRecRAuq', 'UB')
('SL04652-2022-11-02-4260','S178-12','fsVVHIsdCGVSIb', 'LB')
('AC22517-2022-11-02-4407','A245-15','uEQXmA', 'UB')
('SL04652-2022-11-02-4264','S178-16','YpQBkECDfTf', 'SU')
('SL04652-2022-11-01-4341','S181-21','pP', 'MB')
('SL04652-2022-11-01-4345','S182-1','KCUXWXNnNjFeh', 'LB')
('AC04652-2022-11-01-4384','A244-10','XI', 'UB')
('AC04652-2022-11-02-4289','A239-5','CJHGissOpDN', 'SL')
('AC04652-2022-11-01-4387','A244-13','jISWSaEqxUowAc', 'LB')
('AC22517-2022-11-02-4418','A246-8','INDCDeVYNd', 'LB')
('SL04652-2022-11-01-4354','S182-10','abwvGzNu', 'MB')
('SL12058-2022-11-01-4347','S182-3','j', 'UB')
('AC22517-2022-11-02-4424','A246-14','WCcGAyOiGCd', 'LB')
('SL04652-2022-11-02-4277','S179-5','cFxBgJ', 'MB')
