('SL22517-2022-11-01-1417','S60-1','KvraX', 'LB')
('AC22517-2022-11-02-6784','A377-16','gG', 'UB')
('SL04652-2022-11-02-6733','S281-13','HrGdNQzS', 'MB')
('AC22517-2022-11-02-6793','A378-7','ExoJGcjsC', 'LB')
('AC22517-2022-11-01-6777','A377-9','QWEhRNUgMKO', 'UB')
('AC22517-2022-11-01-6778','A377-10','toMqHgf', 'UB')
('AC04652-2022-11-01-7043','A392-5','QFRTtAGUVKL', 'SL')
('AC12058-2022-11-01-6795','A378-9','v', 'UB')
('AC04652-2022-11-01-7052','A392-14','MfKia', 'LB')
('AC22517-2022-11-02-6856','A381-16','pEoNJJS', 'UB')
('AC22517-2022-11-01-6843','A381-3','BwnuTbWOaOmeVxs', 'UB')
('AC04652-2022-11-02-6829','A380-7','dLZeatv', 'LB')
('SL04652-2022-11-01-6779','S283-11','FWxoQbC', 'UB')
('AC12058-2022-11-01-6875','A382-17','KiZKm', 'SL')
('SL04652-2022-11-01-6782','S283-14','XYwlGCNmfhDEb', 'UB')
('AC22517-2022-11-02-6872','A382-14','RfaNSHsoi', 'LB')
('SL04652-2022-11-02-6817','S285-1','SLdyMOxxO', 'LB')
('SL22517-2022-11-02-6826','S285-10','nAvzIifMCzn', 'MB')
('SL22517-2022-11-01-6710','S280-14','oYv', 'UB')
('SL04652-2022-11-01-6787','S283-19','BUG', 'UB')
('AC22517-2022-11-01-6856','A381-16','PVGcAyPKUBIGWl', 'UB')
('SL22517-2022-11-01-6713','S280-17','UjMkFo', 'LB')
('AC04652-2022-11-02-6865','A382-7','rvz', 'LB')
('AC22517-2022-11-01-6900','A384-6','zrEbaqUpVq', 'SU')
('AC22517-2022-11-01-6902','A384-8','wFGeAmBtlBNXGNCt', 'LB')
('SL12058-2022-11-01-6711','S280-15','cbIHMBALCDTBW', 'SL')
('SL22517-2022-11-01-6765','S282-21','Pb', 'MB')
('AC04652-2022-11-01-7155','A398-9','GiSfsBMMv', 'UB')
('SL12058-2022-11-01-6725','S281-5','oTCPIyMYwzmZKz', 'MB')
('SL22517-2022-11-02-6882','S287-18','EaOBz', 'MB')
('SL04652-2022-11-01-6884','S287-20','eRa', 'LB')
('SL22517-2022-11-02-6898','S288-10','mFLnVlX', 'MB')
('SL12058-2022-11-01-6751','S282-7','nu', 'SL')
('SL04652-2022-11-01-6887','S287-23','OJMoz', 'SL')
('AC04652-2022-11-01-7222','A402-4','sCqaZRu', 'UB')
('AC22517-2022-11-01-6957','A387-9','oKHOsTrjhABRGb', 'UB')
('AC04652-2022-11-01-7234','A402-16','pnQkzIRad', 'UB')
('AC04652-2022-11-02-6963','A387-15','vbPrEIJpvxUkTw', 'UB')
('AC12058-2022-11-01-6980','A388-14','eNJEfWtvVvig', 'LB')
('SL12058-2022-11-01-6781','S283-13','SbAOpCVLwnTGqgsv', 'MB')
('AC12058-2022-11-01-6985','A389-1','KIikVkAlDxl', 'LB')
('SL22517-2022-11-01-6876','S287-12','MbjoaHorhICuj', 'LB')
('AC12058-2022-11-01-7039','A392-1','BFCVgolQrsA', 'LB')
('AC22517-2022-11-01-7032','A391-12','ahlqZemmjGQjIX', 'SU')
('SL22517-2022-11-02-7005','S292-21','imXaX', 'MB')
('SL22517-2022-11-02-7078','S295-22','jYmJiVmShhEQq', 'UB')
('AC04652-2022-11-01-7406','A412-8','lirLrFQW', 'LB')
('AC12058-2022-11-01-7145','A397-17','LLm', 'SL')
('SL22517-2022-11-02-7084','S296-4','dQtzwtBoMmw', 'LB')
('SL22517-2022-11-01-6999','S292-15','hxZNaZO', 'SL')
('SL04652-2022-11-01-7072','S295-16','Znp', 'SU')
('SL04652-2022-11-02-7106','S297-2','PeW', 'MB')
('AC22517-2022-11-02-7177','A399-13','y', 'LB')
('AC04652-2022-11-01-7436','A414-2','Vz', 'LB')
('SL04652-2022-11-02-7125','S297-21','DQRbcnVmAOFwgoj', 'MB')
('SL22517-2022-11-02-7114','S297-10','rBqEeNnWgzagqhVt', 'MB')
('SL04652-2022-11-02-7127','S297-23','Y', 'SL')
('AC12058-2022-11-01-7201','A401-1','dxrG', 'LB')
('SL04652-2022-11-02-7152','S298-24','rdtSPQIFcYD', 'SU')
('AC04652-2022-11-02-7188','A400-6','TvXZZlVvzpuTtqc', 'SU')
('SL22517-2022-11-02-7145','S298-17','IUOLps', 'LB')
('SL12058-2022-11-01-7011','S293-3','wvyIWMcoWg', 'UB')
('AC12058-2022-11-01-7204','A401-4','iNCEubllAoz', 'UB')
('AC04652-2022-11-02-7192','A400-10','abyoAsvvEi', 'UB')
('SL22517-2022-11-01-7068','S295-12','CauiwLYCFnwqx', 'LB')
('AC22517-2022-11-02-7238','A403-2','LuFUOHNPdtnvGXn', 'LB')
('SL12058-2022-11-01-7037','S294-5','bMkdVjraBGrq', 'MB')
('SL12058-2022-11-01-7039','S294-7','EGIcAZTNmUYtGVGp', 'SL')
('SL22517-2022-11-02-7213','S301-13','agQPC', 'MB')
('SL22517-2022-11-02-7214','S301-14','FGGceeRFwoTIymA', 'UB')
('AC22517-2022-11-02-7308','A406-18','CXpzmy', 'SU')
('AC22517-2022-11-02-7310','A407-2','cFYvoRESpzh', 'LB')
('SL12058-2022-11-01-7076','S295-20','vAHiRsOaHBBZp', 'LB')
('SL04652-2022-11-02-7228','S302-4','FsUvZuvL', 'LB')
('SL04652-2022-11-02-7229','S302-5','HdiPPennHIwRe', 'MB')
('SL22517-2022-11-01-7141','S298-13','vrGFFarcu', 'MB')
('AC12058-2022-11-01-7283','A405-11','nJomEqDjzLAcF', 'SL')
('AC22517-2022-11-01-7293','A406-3','VK', 'UB')
('SL12058-2022-11-01-7082','S296-2','rLCAQPDkRdSO', 'MB')
('AC12058-2022-11-01-7287','A405-15','kAtBnYmsuv', 'UB')
('AC12058-2022-11-01-7288','A405-16','SgRutMDlMgB', 'UB')
('AC04652-2022-11-01-7566','A421-6','wsrXTyMaPgdKL', 'SU')
('SL04652-2022-11-02-7235','S302-11','LzvVxiuxsYa', 'UB')
('AC04652-2022-11-02-7263','A404-9','znXkdxNLNqvNdMMJ', 'UB')
('AC04652-2022-11-01-7569','A421-9','XJZ', 'UB')
('AC12058-2022-11-01-7291','A406-1','wUBcfGo', 'LB')
('AC12058-2022-11-01-7294','A406-4','gsqCUtWTO', 'UB')
('AC04652-2022-11-01-7571','A421-11','Gh', 'SL')
('AC04652-2022-11-02-7270','A404-16','cvpOoPt', 'UB')
('SL12058-2022-11-01-7104','S296-24','DJGhhcOegmdEAePX', 'SU')
('AC22517-2022-11-01-7355','A409-11','aF', 'SL')
('SL04652-2022-11-01-7279','S304-7','GCNkpe', 'SL')
('SL04652-2022-11-01-7280','S304-8','tLADdsfifs', 'SU')
('SL22517-2022-11-02-7302','S305-6','umflJbnlgCV', 'UB')
('SL22517-2022-11-02-7307','S305-11','oMSn', 'UB')
('AC04652-2022-11-01-7634','A425-2','sRHxBDZThLYxOo', 'LB')
('AC22517-2022-11-01-7385','A411-5','qeBHfqOIJ', 'SL')
('SL04652-2022-11-02-7351','S307-7','dTZSmwElMnT', 'SL')
('AC12058-2022-11-01-7413','A412-15','MuMEOVuwNP', 'UB')
('SL22517-2022-11-02-7370','S308-2','UEGaGJqOR', 'MB')
('AC12058-2022-11-01-7414','A412-16','XoJeemnhCip', 'UB')
('AC22517-2022-11-01-7417','A413-1','ZUqzNNeoAu', 'LB')
('AC12058-2022-11-01-7418','A413-2','kxgKQV', 'LB')
('SL12058-2022-11-01-7215','S301-15','BSUeYfbFjr', 'SL')
('AC04652-2022-11-02-7425','A413-9','XFQAxkBEEg', 'UB')
('SL04652-2022-11-02-7378','S308-10','vtFn', 'MB')
('SL12058-2022-11-01-7242','S302-18','gc', 'MB')
('SL04652-2022-11-02-7397','S309-5','zLuaLMZDpuZ', 'MB')
('AC22517-2022-11-02-7519','A418-13','RfqPupXgDFV', 'LB')
('AC22517-2022-11-02-7520','A418-14','IpoFwvZvD', 'LB')
('SL22517-2022-11-01-7327','S306-7','jgcQcqouEAPUYKnG', 'SL')
('SL22517-2022-11-01-7329','S306-9','pzRDQzhibhtQFVPB', 'LB')
('SL04652-2022-11-02-7443','S311-3','feTN', 'UB')
('AC04652-2022-11-02-7496','A417-8','nS', 'LB')
('AC22517-2022-11-01-7493','A417-5','yAmVUrdZTqH', 'SL')
('AC22517-2022-11-01-7494','A417-6','gjQDKHhAcfs', 'SU')
('AC22517-2022-11-01-7495','A417-7','ocwYtA', 'LB')
('SL04652-2022-11-01-7434','S310-18','NEcZTIGkSJ', 'MB')
('AC12058-2022-11-01-7500','A417-12','KUdHZJ', 'SU')
('SL04652-2022-11-01-7436','S310-20','cfDwng', 'LB')
('AC12058-2022-11-01-7501','A417-13','CTn', 'LB')
('AC22517-2022-11-01-7499','A417-11','fRNTWOT', 'SL')
('AC12058-2022-11-01-7503','A417-15','ewYnnFP', 'UB')
('SL12058-2022-11-01-7295','S304-23','TUgrtkPzBlPIbH', 'SL')
('SL12058-2022-11-01-7310','S305-14','GsXn', 'UB')
('AC04652-2022-11-02-7517','A418-11','cmkvItfQpt', 'SL')
('AC22517-2022-11-01-7515','A418-9','WEGALtjEl', 'UB')
('SL04652-2022-11-01-7455','S311-15','PnhnttAiZp', 'SL')
('AC22517-2022-11-01-7516','A418-10','pnyphNzPME', 'UB')
('AC12058-2022-11-01-7520','A418-14','URESLDEWiYJXz', 'LB')
('AC22517-2022-11-02-7588','A422-10','UTWYAnayDxPkQ', 'UB')
('AC12058-2022-11-01-7522','A418-16','DahbFedJfnjKVeIp', 'UB')
('AC12058-2022-11-01-7555','A420-13','uZf', 'LB')
('AC04652-2022-11-02-7557','A420-15','lwr', 'UB')
('AC04652-2022-11-01-7820','A435-8','UfHjiTrFYew', 'LB')
('SL22517-2022-11-01-7411','S309-19','mvXtbVnKN', 'UB')
('SL12058-2022-11-01-7357','S307-13','IUzQliT', 'MB')
('SL04652-2022-11-01-7490','S313-2','OMKcft', 'MB')
('SL12058-2022-11-01-7359','S307-15','ohx', 'SL')
('SL12058-2022-11-01-7360','S307-16','vJumuMiUYGPSdI', 'SU')
('AC04652-2022-11-02-7567','A421-7','KSmVmzVAASZYPqWI', 'LB')
('AC04652-2022-11-01-7829','A435-17','qOTy', 'SL')
('AC22517-2022-11-02-7636','A425-4','RIrWcOblLo', 'UB')
('SL04652-2022-11-02-7552','S315-16','YJVrQ', 'SU')
('SL12058-2022-11-01-7424','S310-8','fbZqOL', 'SU')
('SL22517-2022-11-02-7674','S320-18','PQc', 'MB')
('AC22517-2022-11-01-7793','A433-17','KrzjlrFfgufv', 'SL')
('AC12058-2022-11-01-7782','A433-6','rRIxhDcRE', 'SU')
('SL22517-2022-11-02-7730','S323-2','Mkne', 'MB')
('AC22517-2022-11-01-7800','A434-6','lloHbLfNzvEGxnKj', 'SU')
('AC22517-2022-11-02-7884','A438-18','yphWCjK', 'SU')
('SL04652-2022-11-01-7729','S323-1','ZaD', 'LB')
('SL04652-2022-11-02-7750','S323-22','PYnWA', 'UB')
('SL04652-2022-11-01-7733','S323-5','rL', 'MB')
('AC04652-2022-11-01-8066','A449-2','ErQjbzSbrrPYND', 'LB')
('SL04652-2022-11-01-7737','S323-9','HDGtwnEzG', 'LB')
('AC12058-2022-11-01-7801','A434-7','lODTxIL', 'LB')
('SL22517-2022-11-01-7666','S320-10','aShvgtTYswW', 'MB')
('AC22517-2022-11-02-7926','A441-6','lhwwSpR', 'SU')
('SL12058-2022-11-01-7628','S318-20','DynKWqCInqw', 'LB')
('AC04652-2022-11-02-7879','A438-13','GrbjbOMoUWmdk', 'LB')
('SL04652-2022-11-01-7807','S326-7','UymcNwroxukZ', 'SL')
('AC04652-2022-11-02-7894','A439-10','qZaDz', 'UB')
('SL04652-2022-11-01-7809','S326-9','pqA', 'LB')
('AC04652-2022-11-01-8133','A452-15','yFtrtoNdb', 'UB')
('AC12058-2022-11-01-7867','A438-1','FMRaJBefCgF', 'LB')
('SL22517-2022-11-01-7731','S323-3','ALcS', 'UB')
('AC04652-2022-11-01-8138','A453-2','rxhrUNv', 'LB')
('AC12058-2022-11-01-7871','A438-5','dXnvAeQo', 'SL')
('AC04652-2022-11-01-8140','A453-4','ldW', 'UB')
('SL04652-2022-11-01-7816','S326-16','Vc', 'SU')
('SL22517-2022-11-01-7738','S323-10','BOtNiSab', 'MB')
('SL12058-2022-11-01-7674','S320-18','YyyInKqbBA', 'MB')
('SL22517-2022-11-01-7765','S324-13','cWFzTO', 'MB')
('SL04652-2022-11-02-7844','S327-20','GcfQbD', 'LB')
('AC04652-2022-11-01-8179','A455-7','KrcSESBazuDlC', 'LB')
('SL22517-2022-11-02-7896','S329-24','AGlEoVhlClUpxQ', 'SU')
('SL22517-2022-11-01-7817','S326-17','wvzzqvJgujG', 'LB')
('AC12058-2022-11-01-7963','A443-7','xkRIpKre', 'LB')
('SL12058-2022-11-01-7735','S323-7','LUK', 'SL')
('SL04652-2022-11-02-7907','S330-11','eeExm', 'UB')
('AC04652-2022-11-01-8235','A458-9','MfhTeiWnlzBNy', 'UB')
('AC04652-2022-11-02-7994','A445-2','rzH', 'LB')
('AC22517-2022-11-02-8043','A447-15','vciRNZGkKHzd', 'UB')
('AC22517-2022-11-02-8044','A447-16','LRXmTkWOMpNU', 'UB')
('AC22517-2022-11-01-7974','A443-18','fdfRbxcno', 'SU')
('SL22517-2022-11-01-7834','S327-10','C', 'MB')
('SL12058-2022-11-01-7759','S324-7','bYZkCID', 'SL')
('SL12058-2022-11-01-7764','S324-12','He', 'LB')
('SL04652-2022-11-01-7936','S331-16','rbKqArKjvs', 'SU')
('AC22517-2022-11-01-8007','A445-15','cATEdM', 'UB')
('AC22517-2022-11-01-8012','A446-2','oJtyvGskRjBXAGb', 'LB')
('AC04652-2022-11-02-8139','A453-3','zbvNDTUUOXrdVv', 'UB')
('SL22517-2022-11-01-7957','S332-13','CABOaRHIqA', 'MB')
('AC12058-2022-11-01-8145','A453-9','pjiaRwiPHNB', 'UB')
('AC04652-2022-11-01-8427','A469-3','xtKEawV', 'UB')
('AC04652-2022-11-01-8428','A469-4','TSnshhEuN', 'UB')
('SL12058-2022-11-01-7959','S332-15','rEpYqnzBRGCwT', 'SL')
('AC22517-2022-11-01-8153','A453-17','Z', 'SL')
('AC12058-2022-11-01-8174','A455-2','iDXKhN', 'LB')
('SL22517-2022-11-02-8108','S338-20','oyUcuh', 'LB')
('SL22517-2022-11-01-8019','S335-3','rpXmKDtIMuFHObhF', 'UB')
('SL04652-2022-11-01-8138','S340-2','yFrlw', 'MB')
('AC22517-2022-11-01-8169','A454-15','VdaDTjk', 'UB')
('SL12058-2022-11-01-7982','S333-14','U', 'UB')
('AC04652-2022-11-02-8215','A457-7','C', 'LB')
('SL22517-2022-11-01-8038','S335-22','DEIQLxHbCf', 'UB')
('SL22517-2022-11-01-8053','S336-13','EPwod', 'MB')
('AC04652-2022-11-02-8231','A458-5','A', 'SL')
('SL22517-2022-11-02-8144','S340-8','EbGiIQmwJiV', 'SU')
('SL22517-2022-11-01-8063','S336-23','cKlWop', 'SL')
('AC22517-2022-11-01-8198','A456-8','nWlwwxvlBAsBhXr', 'LB')
('SL22517-2022-11-02-8153','S340-17','rp', 'LB')
('SL12058-2022-11-01-8045','S336-5','zNqDZUg', 'MB')
('SL04652-2022-11-02-8172','S341-12','spvyXHCjMHgHmATV', 'LB')
('AC04652-2022-11-01-8516','A474-2','RQxPNZBRlmXVdw', 'LB')
('SL22517-2022-11-02-8198','S342-14','HPOliXqeWLBh', 'UB')
('AC22517-2022-11-01-8243','A458-17','SRcA', 'SL')
('SL12058-2022-11-01-8050','S336-10','RgCkq', 'MB')
('SL22517-2022-11-02-8199','S342-15','edreRffAfp', 'SL')
('AC12058-2022-11-01-8295','A461-15','OBQyTVPrMbD', 'UB')
('AC22517-2022-11-01-8277','A460-15','qsqKnQIWY', 'UB')
('SL04652-2022-11-01-8244','S344-12','aQCWNCxziU', 'LB')
('AC12058-2022-11-01-8299','A462-1','mtB', 'LB')
('AC22517-2022-11-01-8281','A461-1','ogrkiTsYIXgy', 'LB')
('AC04652-2022-11-01-8558','A476-8','ftLxwhiWD', 'LB')
('AC04652-2022-11-01-8592','A478-6','X', 'SU')
('SL22517-2022-11-02-8271','S345-15','vHMTlFigVtLDViWg', 'SL')
('SL04652-2022-11-02-8294','S346-14','kfJDo', 'UB')
('SL12058-2022-11-01-8147','S340-11','et', 'UB')
('SL04652-2022-11-01-8317','S347-13','HsAbruadKEre', 'MB')
('SL04652-2022-11-01-8318','S347-14','JwTazAxmzqngFJ', 'UB')
('SL04652-2022-11-01-8319','S347-15','LDxycLQN', 'SL')
('SL22517-2022-11-02-8307','S347-3','mFwgLInIauXRdogH', 'UB')
('SL22517-2022-11-01-8243','S344-11','U', 'UB')
('SL22517-2022-11-02-8333','S348-5','G', 'MB')
('SL04652-2022-11-01-8345','S348-17','vPhgDSxjTnHFHp', 'LB')
('SL12058-2022-11-01-8189','S342-5','GLSzmb', 'MB')
('SL04652-2022-11-02-8356','S349-4','iXnBGWPbFvhk', 'LB')
('SL12058-2022-11-01-8206','S342-22','mKB', 'UB')
('SL22517-2022-11-01-8298','S346-18','NawotzgfulPrdcHb', 'MB')
('SL12058-2022-11-01-8208','S342-24','LyuKDz', 'SU')
('AC22517-2022-11-01-8422','A468-16','ira', 'UB')
('SL22517-2022-11-01-8308','S347-4','e', 'LB')
('AC12058-2022-11-01-8418','A468-12','ipTjZute', 'SU')
('SL04652-2022-11-02-8372','S349-20','KYqvULETNTvflLF', 'LB')
('SL04652-2022-11-02-8373','S349-21','lKc', 'MB')
('SL12058-2022-11-01-8223','S343-15','q', 'SL')
('SL12058-2022-11-01-8231','S343-23','mnZ', 'SL')
('SL04652-2022-11-01-8398','S350-22','YBza', 'UB')
('AC12058-2022-11-01-8432','A469-8','WJQMsQMTuxmXJCsm', 'LB')
('SL22517-2022-11-01-8319','S347-15','c', 'SL')
('SL22517-2022-11-01-8320','S347-16','pe', 'SU')
('SL22517-2022-11-01-8321','S347-17','OZlpQKqnQYQIoK', 'LB')
('SL04652-2022-11-02-8391','S350-15','CcEXo', 'SL')
('SL04652-2022-11-01-8404','S351-4','YUDsoSmdDB', 'LB')
('SL04652-2022-11-02-8393','S350-17','wfhqYxzrFiYfyH', 'LB')
('AC22517-2022-11-01-8499','A473-3','n', 'UB')
('SL22517-2022-11-01-8385','S350-9','vdTDZFV', 'LB')
('SL04652-2022-11-02-8443','S352-19','pMYIPTCXvMXPL', 'UB')
('SL22517-2022-11-02-8428','S352-4','slJYdw', 'LB')
('AC22517-2022-11-02-8598','A478-12','GIenZvSHPIaxLf', 'SU')
('SL12058-2022-11-01-8300','S346-20','mfdrKZXJj', 'LB')
('AC04652-2022-11-02-8566','A476-16','CwYFuqyzjlrlmfH', 'UB')
('SL12058-2022-11-01-8304','S346-24','LAu', 'SU')
('SL22517-2022-11-01-8394','S350-18','nxFAj', 'MB')
('SL04652-2022-11-01-8475','S354-3','mNUNiLVezLBVGNFm', 'UB')
('AC22517-2022-11-01-8513','A473-17','rR', 'SL')
('AC22517-2022-11-01-8547','A475-15','sNVdvNxZCsJlDOGb', 'UB')
('SL22517-2022-11-02-8476','S354-4','TAUrwLVTbZl', 'LB')
('SL04652-2022-11-02-8485','S354-13','xVBztrtvz', 'MB')
('SL12058-2022-11-01-8335','S348-7','zpaJEAeDRVy', 'SL')
('AC04652-2022-11-02-8634','A480-12','mmR', 'SU')
('SL04652-2022-11-02-8518','S355-22','IOTpCyubqOACk', 'UB')
('AC22517-2022-11-02-8674','A482-16','pEmKPgJTkcaKPSH', 'UB')
('AC22517-2022-11-02-8675','A482-17','PJDYuuFtna', 'SL')
('AC22517-2022-11-01-8594','A478-8','B', 'LB')
('SL12058-2022-11-01-8381','S350-5','KoRfoBfUOhdyTleb', 'MB')
('SL22517-2022-11-01-8482','S354-10','DjmVwpM', 'MB')
('SL04652-2022-11-02-8540','S356-20','UcwFtEZKMiCFa', 'LB')
('AC22517-2022-11-01-8656','A481-16','IPduSZrMxFz', 'UB')
('SL12058-2022-11-01-8440','S352-16','ajMKVEE', 'SU')
('AC22517-2022-11-01-8658','A481-18','wBPQMMX', 'SU')
('SL22517-2022-11-02-8566','S357-22','BPXjy', 'UB')
('SL12058-2022-11-01-8452','S353-4','Zy', 'LB')
('AC04652-2022-11-02-8724','A485-12','AIT', 'SU')
('SL04652-2022-11-02-8617','S360-1','KTabIHbcdb', 'LB')
('AC12058-2022-11-01-8684','A483-8','f', 'LB')
('AC22517-2022-11-02-8761','A487-13','sQT', 'LB')
('AC04652-2022-11-01-8959','A498-13','KSQOG', 'LB')
('AC04652-2022-11-01-8960','A498-14','jLCBCTpDFkl', 'LB')
('AC22517-2022-11-02-8768','A488-2','kXBjE', 'LB')
('SL04652-2022-11-01-8624','S360-8','XyCrjMVnyOrP', 'SU')
('SL22517-2022-11-01-8580','S358-12','TDhFEzKewNpnpyUm', 'LB')
('SL04652-2022-11-01-8629','S360-13','ZluYldYLRy', 'MB')
('SL04652-2022-11-02-8633','S360-17','g', 'LB')
('AC22517-2022-11-02-8776','A488-10','EaODJHjjvjTfk', 'UB')
('AC22517-2022-11-01-8707','A484-13','OhknZPS', 'LB')
('SL12058-2022-11-01-8485','S354-13','fdcWzpokcQeDU', 'MB')
('AC22517-2022-11-01-8710','A484-16','mELezU', 'UB')
('SL22517-2022-11-02-8609','S359-17','RoIRr', 'LB')
('AC22517-2022-11-02-8787','A489-3','ALjCeKrr', 'UB')
('SL12058-2022-11-01-8493','S354-21','Cm', 'MB')
('AC12058-2022-11-01-8712','A484-18','BV', 'SU')
('SL04652-2022-11-02-8680','S362-16','iFyhnnZu', 'SU')
('AC22517-2022-11-01-8758','A487-10','DYEkE', 'UB')
('AC12058-2022-11-01-8746','A486-16','Y', 'UB')
('AC12058-2022-11-01-8751','A487-3','XoSOydhEH', 'UB')
('AC04652-2022-11-02-8830','A491-10','UeRTuuCpUvfV', 'UB')
('AC22517-2022-11-01-8776','A488-10','dFTlvUvTUGn', 'UB')
('AC04652-2022-11-01-9051','A503-15','pRvffJyHaCCMcl', 'UB')
('SL22517-2022-11-01-8670','S362-6','GOfNRHbQtMXBF', 'UB')
('AC12058-2022-11-01-8770','A488-4','XB', 'UB')
('SL22517-2022-11-01-8674','S362-10','AfIrSzaIaOWhJEhq', 'MB')
('SL22517-2022-11-01-8690','S363-2','nZmkyMoQ', 'MB')
('AC04652-2022-11-01-9100','A506-10','RlZRKHD', 'UB')
('AC04652-2022-11-01-9101','A506-11','slcEhHLyVyEpzUs', 'SL')
('AC22517-2022-11-01-8817','A490-15','PWvNgcWnkWrpxmfm', 'UB')
('SL04652-2022-11-02-8772','S366-12','zShxQKXxrX', 'LB')
('SL12058-2022-11-01-8607','S359-15','FiERwTAWNgq', 'SL')
('SL22517-2022-11-02-8745','S365-9','bjKLJVxgCsNQov', 'LB')
('AC12058-2022-11-01-8867','A493-11','HXoSCGeW', 'SL')
('SL04652-2022-11-02-8857','S370-1','iMprianWmcZGqJqo', 'LB')
('AC22517-2022-11-02-8968','A499-4','NUPwBwBPPxMZ', 'UB')
('SL04652-2022-11-02-8861','S370-5','LTv', 'MB')
('SL12058-2022-11-01-8702','S363-14','KvDxlme', 'UB')
('AC12058-2022-11-01-8909','A495-17','lQwxY', 'SL')
('AC22517-2022-11-02-8979','A499-15','IuZQBpAlrZcT', 'UB')
('SL04652-2022-11-01-8893','S371-13','Esrj', 'MB')
('AC04652-2022-11-02-9009','A501-9','y', 'UB')
('AC04652-2022-11-02-9023','A502-5','YOeK', 'SL')
('SL12058-2022-11-01-8793','S367-9','xbUMvKvcNxe', 'LB')
('SL22517-2022-11-02-8933','S373-5','DBMwAF', 'MB')
('SL22517-2022-11-01-8911','S372-7','utdTPohFgfBQl', 'SL')
('SL22517-2022-11-02-8940','S373-12','Kng', 'LB')
('SL12058-2022-11-01-8807','S367-23','kgdgnhH', 'SL')
('AC04652-2022-11-01-9294','A517-6','TlTaUQ', 'SU')
('SL04652-2022-11-01-8959','S374-7','wbNme', 'SL')
('AC12058-2022-11-01-9016','A501-16','jrAkYwLtEbOhU', 'UB')
('AC12058-2022-11-01-9017','A501-17','SmSOzRGlMHdyDm', 'SL')
('SL04652-2022-11-02-8964','S374-12','UJbV', 'LB')
('SL04652-2022-11-01-8962','S374-10','eNjabTSc', 'MB')
('AC22517-2022-11-01-9036','A502-18','taUKLKD', 'SU')
('SL22517-2022-11-01-8948','S373-20','CMj', 'LB')
('AC22517-2022-11-01-9038','A503-2','pNOMd', 'LB')
('SL22517-2022-11-02-8986','S375-10','hZiXvPsn', 'MB')
('AC04652-2022-11-02-9103','A506-13','jQqOfqXfRtCLET', 'LB')
('SL22517-2022-11-02-8988','S375-12','zMk', 'LB')
('SL12058-2022-11-01-8885','S371-5','LrrXAP', 'MB')
('AC04652-2022-11-01-9358','A520-16','guQZXtgSqNpnS', 'UB')
('SL22517-2022-11-02-9008','S376-8','TWecMKDum', 'SU')
('SL12058-2022-11-01-8895','S371-15','HrI', 'SL')
('SL12058-2022-11-01-8897','S371-17','dwx', 'LB')
('AC12058-2022-11-01-9078','A505-6','orAMQ', 'SU')
('AC04652-2022-11-02-9140','A508-14','V', 'LB')
('SL22517-2022-11-02-9021','S376-21','ZIJJx', 'MB')
('SL22517-2022-11-02-9022','S376-22','gRkCnZsFsZz', 'UB')
('AC12058-2022-11-01-9082','A505-10','WCDMdUx', 'UB')
('AC12058-2022-11-01-9083','A505-11','ZaxxkGyXar', 'SL')
('AC04652-2022-11-02-9145','A509-1','RNtxMsMNr', 'LB')
('AC22517-2022-11-02-9155','A509-11','rsovHUBf', 'SL')
('AC22517-2022-11-02-9156','A509-12','QOvFMsczbPvR', 'SU')
('SL12058-2022-11-01-8903','S371-23','rCdAWpepUUnSaz', 'SL')
('SL04652-2022-11-01-9042','S377-18','rxEXkVNRnuy', 'MB')
('AC04652-2022-11-01-9378','A521-18','m', 'SU')
('SL04652-2022-11-01-9047','S377-23','hznPn', 'SL')
('AC22517-2022-11-02-9164','A510-2','ObQZFYgkKUgL', 'LB')
('AC04652-2022-11-02-9157','A509-13','gwd', 'LB')
('AC04652-2022-11-02-9158','A509-14','jpsRSoUEMNurpn', 'LB')
('AC22517-2022-11-02-9176','A510-14','lKFVR', 'LB')
('SL04652-2022-11-01-9055','S378-7','bDIIQJlbwFy', 'SL')
('SL22517-2022-11-01-8993','S375-17','fPTW', 'LB')
('SL04652-2022-11-01-9056','S378-8','nnEXSjLcsucB', 'SU')
('SL12058-2022-11-01-8920','S372-16','rkEYSdJCLH', 'SU')
('AC22517-2022-11-01-9099','A506-9','vfE', 'UB')
('SL22517-2022-11-02-9047','S377-23','TlC', 'SL')
('AC04652-2022-11-01-9398','A523-2','gc', 'LB')
('AC22517-2022-11-01-9210','A512-12','oZQLEYRrRwvzpN', 'SU')
('SL22517-2022-11-02-9129','S381-9','kZ', 'LB')
('SL22517-2022-11-01-9088','S379-16','gG', 'SU')
('SL04652-2022-11-02-9146','S382-2','X', 'MB')
('AC22517-2022-11-02-9268','A515-16','wyZcpj', 'UB')
('AC04652-2022-11-02-9245','A514-11','eAfTjFYvfqMDi', 'SL')
('SL04652-2022-11-01-9132','S381-12','VyvsE', 'LB')
('AC22517-2022-11-02-9269','A515-17','PqqkFxhTXfZ', 'SL')
('SL22517-2022-11-01-9096','S379-24','qFGkrrFNB', 'SU')
('AC04652-2022-11-02-9252','A514-18','EXvkrHCcFx', 'SU')
('SL12058-2022-11-01-9030','S377-6','JnOKMs', 'UB')
('SL22517-2022-11-02-9147','S382-3','FBIMltkJxnYrYl', 'UB')
('SL22517-2022-11-02-9148','S382-4','y', 'LB')
