('AC04652-2022-11-01-3641','A203-5','WqyglCDmMWeUI', 'SL')
('AC04652-2022-11-02-9833','A547-5','ImyxHeZCegJyrjQ', 'SL')
('AC04652-2022-11-02-9858','A548-12','USmaVBP', 'SU')
('AC22517-2022-11-02-9883','A550-1','xdgwv', 'LB')
('SL22517-2022-11-01-9679','S404-7','vdudmRWAwlUWI', 'SL')
('SL04652-2022-11-02-9751','S407-7','AwhkYAF', 'SL')
('SL04652-2022-11-02-9752','S407-8','dZmbOTGWgog', 'SU')
('AC12058-2022-11-01-9866','A549-2','H', 'LB')
('SL12058-2022-11-01-9607','S401-7','V', 'SL')
('AC22517-2022-11-02-9888','A550-6','TRyTi', 'SU')
('AC04652-2022-11-01-10093','A561-13','UTAScklCjC', 'LB')
('SL04652-2022-11-02-9758','S407-14','JKuRJkZdpVXJcF', 'UB')
('SL12058-2022-11-01-9610','S401-10','PcOqFPEmoslvtIj', 'MB')
('SL12058-2022-11-01-9613','S401-13','pvIBCqgIlB', 'MB')
('AC04652-2022-11-02-9874','A549-10','mXvrYuByXmT', 'UB')
('AC22517-2022-11-02-9892','A550-10','rOtgWzIuixaAfCfX', 'UB')
('AC22517-2022-11-02-9893','A550-11','kLJxgo', 'SL')
('AC12058-2022-11-01-9874','A549-10','WasUPs', 'UB')
('SL22517-2022-11-02-9791','S408-23','Mf', 'SL')
('SL22517-2022-11-02-9792','S408-24','rxsprjNhRQc', 'SU')
('SL12058-2022-11-01-9619','S401-19','bSQZfuS', 'UB')
('SL22517-2022-11-02-9798','S409-6','x', 'UB')
('AC22517-2022-11-01-9874','A549-10','oSuUlwBzLD', 'UB')
('SL12058-2022-11-01-9628','S402-4','LQFssL', 'LB')
('SL12058-2022-11-01-9630','S402-6','IzKHTaxKiQaPs', 'UB')
('SL04652-2022-11-02-9774','S408-6','TdThJJ', 'UB')
('AC22517-2022-11-01-9888','A550-6','NLHc', 'SU')
('AC04652-2022-11-02-9899','A550-17','FRJCxtmNRBoO', 'SL')
('AC22517-2022-11-01-9891','A550-9','QtA', 'UB')
('SL22517-2022-11-01-9715','S405-19','buYgNvBkOvBJlz', 'UB')
('AC04652-2022-11-02-9902','A551-2','Y', 'LB')
('AC04652-2022-11-01-10125','A563-9','SkonQujAuNNUz', 'UB')
('AC12058-2022-11-01-9898','A550-16','mM', 'UB')
('AC04652-2022-11-01-10128','A563-12','oWPKSq', 'SU')
('AC12058-2022-11-01-9899','A550-17','vzndMlGmfYcHoBq', 'SL')
('SL22517-2022-11-02-9827','S410-11','IGTNkZvGB', 'UB')
('AC22517-2022-11-01-9898','A550-16','IyswluaHmGcAhH', 'UB')
('AC04652-2022-11-02-9923','A552-5','Q', 'SL')
('AC22517-2022-11-01-9911','A551-11','TGCIIGKjSaSWqS', 'SL')
('AC22517-2022-11-01-9912','A551-12','aP', 'SU')
('AC04652-2022-11-02-9930','A552-12','DLaGaiRsiiTq', 'SU')
('SL12058-2022-11-01-9668','S403-20','oaLidcCZ', 'LB')
('SL12058-2022-11-01-9674','S404-2','bZOnLcEOFj', 'MB')
('AC22517-2022-11-01-9922','A552-4','SzC', 'UB')
('SL22517-2022-11-01-9748','S407-4','xYBr', 'LB')
('AC04652-2022-11-02-9939','A553-3','mkIrxq', 'UB')
('AC04652-2022-11-02-9943','A553-7','vqVMZGzYDksLKvVK', 'LB')
('AC04652-2022-11-02-9945','A553-9','s', 'UB')
('SL22517-2022-11-01-9753','S407-9','itr', 'LB')
('AC12058-2022-11-01-9924','A552-6','mJvvSYaLJDAKbN', 'SU')
('SL22517-2022-11-01-9755','S407-11','BJUTbWQpDUsTcM', 'UB')
('AC04652-2022-11-01-10156','A565-4','ENQQLlGrVsKWAkpr', 'UB')
('SL04652-2022-11-01-9823','S410-7','QQVBKNwiVXM', 'SL')
('AC22517-2022-11-02-9956','A554-2','EkSQTlSA', 'LB')
('SL12058-2022-11-01-9679','S404-7','S', 'SL')
('AC12058-2022-11-01-9927','A552-9','vQTPzhYdRWm', 'UB')
('SL22517-2022-11-02-9862','S411-22','GS', 'UB')
('AC04652-2022-11-02-9949','A553-13','qwwshYdsbbY', 'LB')
('SL12058-2022-11-01-9683','S404-11','DN', 'UB')
('SL22517-2022-11-02-9865','S412-1','xKBvGpGVhoGXVeAd', 'LB')
('AC04652-2022-11-02-9952','A553-16','MzS', 'UB')
('SL12058-2022-11-01-9687','S404-15','GaTSi', 'SL')
('AC22517-2022-11-01-9934','A552-16','GqL', 'UB')
('AC22517-2022-11-02-9961','A554-7','Io', 'LB')
('AC22517-2022-11-02-9962','A554-8','u', 'LB')
('SL04652-2022-11-02-9839','S410-23','ILFaUvcbxAX', 'SL')
('AC12058-2022-11-01-9939','A553-3','WkRgA', 'UB')
('AC12058-2022-11-01-9940','A553-4','yFYRyTfCscWfrD', 'UB')
('AC22517-2022-11-01-9939','A553-3','GFsmTLsfEmFBqo', 'UB')
('AC22517-2022-11-02-9969','A554-15','eyVRjPVAxS', 'UB')
('SL22517-2022-11-02-9876','S412-12','jv', 'LB')
('SL22517-2022-11-01-9776','S408-8','GgReZJRLfDVnLev', 'SU')
('SL04652-2022-11-02-9845','S411-5','VmY', 'MB')
('AC04652-2022-11-02-9963','A554-9','RNcbMbgOfBnheU', 'UB')
('AC12058-2022-11-01-9950','A553-14','nUTn', 'LB')
('AC22517-2022-11-02-9977','A555-5','KzNqMk', 'SL')
('AC04652-2022-11-01-10172','A566-2','EvYF', 'LB')
('SL22517-2022-11-01-9784','S408-16','iic', 'SU')
('AC04652-2022-11-02-9973','A555-1','RbgIocoBNljM', 'LB')
('SL12058-2022-11-01-9706','S405-10','oZGuURddajBaEv', 'MB')
('SL22517-2022-11-02-9892','S413-4','JcMUJlgTFt', 'LB')
('AC04652-2022-11-02-9979','A555-7','I', 'LB')
('AC04652-2022-11-02-9998','A556-8','VAnU', 'LB')
('AC22517-2022-11-01-9977','A555-5','JjOtEGEpVo', 'SL')
('SL22517-2022-11-02-9909','S413-21','qPurO', 'MB')
('SL12058-2022-11-01-9737','S406-17','WutBNNWDUPhoeSrJ', 'LB')
('AC22517-2022-11-02-10008','A556-18','nW', 'SU')
('SL12058-2022-11-01-9739','S406-19','cPpmshpjd', 'UB')
('SL12058-2022-11-01-9740','S406-20','BuKiMhLgeSQQCqet', 'LB')
('SL04652-2022-11-02-9889','S413-1','PfWKo', 'LB')
('AC22517-2022-11-02-10011','A557-3','hC', 'UB')
('AC22517-2022-11-02-10012','A557-4','SbrgjUPFpqgtXW', 'UB')
('AC22517-2022-11-02-10013','A557-5','ZshjfSq', 'SL')
('SL12058-2022-11-01-9750','S407-6','buATMGmQR', 'UB')
('AC22517-2022-11-02-10023','A557-15','KLRvkrNzuXOmTo', 'UB')
('AC12058-2022-11-01-9999','A556-9','ibLcflwWbhSB', 'UB')
('AC04652-2022-11-02-10052','A559-8','lWMvlphajkwEuvvh', 'LB')
('SL04652-2022-11-02-9941','S415-5','Gyotw', 'MB')
('SL22517-2022-11-02-9956','S415-20','FnLs', 'LB')
('AC22517-2022-11-01-10030','A558-4','aXojLBaqR', 'UB')
('AC12058-2022-11-01-10071','A560-9','RTKRF', 'UB')
('AC22517-2022-11-02-10099','A562-1','YgWxAMRLcEam', 'LB')
('SL12058-2022-11-01-9838','S410-22','IOf', 'UB')
('SL22517-2022-11-02-9994','S417-10','V', 'MB')
('AC12058-2022-11-01-10081','A561-1','YWpSMa', 'LB')
('AC04652-2022-11-02-10088','A561-8','BNl', 'LB')
('AC04652-2022-11-02-10093','A561-13','QLCZ', 'LB')
('AC12058-2022-11-01-10096','A561-16','RLxPSN', 'UB')
('SL04652-2022-11-01-9976','S416-16','CBmXeqSHPnFd', 'SU')
('AC04652-2022-11-02-10123','A563-7','FABmrhr', 'LB')
('AC22517-2022-11-02-10149','A564-15','Wfkn', 'UB')
('SL22517-2022-11-01-9922','S414-10','FuiRDxXRq', 'MB')
('AC04652-2022-11-02-10134','A563-18','VOcptmFSl', 'SU')
('SL12058-2022-11-01-9868','S412-4','axNgoGRiTW', 'LB')
('SL04652-2022-11-01-9994','S417-10','HxeRzjeelkPvdpAm', 'MB')
('SL22517-2022-11-02-10030','S418-22','fUwQihXGkaN', 'UB')
('SL04652-2022-11-02-10028','S418-20','irKjweM', 'LB')
('AC22517-2022-11-01-10120','A563-4','atycz', 'UB')
('SL04652-2022-11-01-9999','S417-15','KMlBEVkfOHxPnLC', 'SL')
('SL12058-2022-11-01-9889','S413-1','kzWqbMDkx', 'LB')
('SL04652-2022-11-01-10018','S418-10','AYDJUyB', 'MB')
('AC22517-2022-11-01-10129','A563-13','hoxnlZTJMzUJdh', 'LB')
('SL04652-2022-11-02-10053','S419-21','mJ', 'MB')
('AC22517-2022-11-01-10130','A563-14','GADUtzxhHv', 'LB')
('SL22517-2022-11-02-10050','S419-18','FqEoYjVlfNsHJFtt', 'MB')
('AC04652-2022-11-02-10157','A565-5','Byiux', 'SL')
('SL22517-2022-11-02-10054','S419-22','mxTPhrX', 'UB')
('AC22517-2022-11-02-10175','A566-5','RazMjcrk', 'SL')
('SL12058-2022-11-01-9895','S413-7','zQAuGAfrFmbXeoIC', 'SL')
('AC22517-2022-11-01-10141','A564-7','qOhnON', 'LB')
('SL12058-2022-11-01-9898','S413-10','aAfqM', 'MB')
('SL22517-2022-11-01-9950','S415-14','zLqYgBJPSfRw', 'UB')
('SL12058-2022-11-01-9901','S413-13','ya', 'MB')
('SL22517-2022-11-02-10059','S420-3','gXERqPj', 'UB')
('SL04652-2022-11-01-10026','S418-18','iyvKudZPCMUDDza', 'MB')
('SL12058-2022-11-01-9902','S413-14','UUUOI', 'UB')
('SL12058-2022-11-01-9907','S413-19','mameVFtGBFDCkIf', 'UB')
('SL22517-2022-11-01-9960','S415-24','LHOuFlIOLYbsyeap', 'SU')
('AC12058-2022-11-01-10173','A566-3','JfOkbcbHjbm', 'UB')
('SL12058-2022-11-01-9913','S414-1','SEfSJGAHXKOcGk', 'LB')
('AC22517-2022-11-02-10193','A567-5','lB', 'SL')
('AC12058-2022-11-01-10177','A566-7','HPlaEJS', 'LB')
('SL04652-2022-11-01-10046','S419-14','kGQ', 'UB')
('AC12058-2022-11-01-10218','A568-12','KFJDUPXyJW', 'SU')
('AC04652-2022-11-02-10229','A569-5','ynP', 'SL')
('SL12058-2022-11-01-9956','S415-20','I', 'LB')
('SL22517-2022-11-01-10007','S417-23','ByofPyYItq', 'SL')
('SL12058-2022-11-01-9961','S416-1','iTUzlxXEnevfnOLU', 'LB')
('SL04652-2022-11-02-10130','S423-2','fTvsDVabJJsl', 'MB')
('SL04652-2022-11-01-10094','S421-14','KdBNTr', 'UB')
('SL22517-2022-11-01-10012','S418-4','DYMuZ', 'LB')
('AC22517-2022-11-01-10208','A568-2','XHbSyCJDYFRvbkWC', 'LB')
('SL22517-2022-11-01-10017','S418-9','sOyVXLkgOCCUgy', 'LB')
('SL04652-2022-11-02-10143','S423-15','oPCnUll', 'SL')
('SL22517-2022-11-01-10023','S418-15','JsnsnhbLRDy', 'SL')
('AC04652-2022-11-01-10433','A580-11','FEgzHKeIHfTkH', 'SL')
('SL04652-2022-11-02-10146','S423-18','r', 'MB')
('AC12058-2022-11-01-10240','A569-16','vA', 'UB')
('AC22517-2022-11-02-10243','A570-1','wsUehQbc', 'LB')
('AC04652-2022-11-02-10251','A570-9','ZDRpwGMzDOqG', 'UB')
('AC04652-2022-11-02-10252','A570-10','TywSWYjLKLEvBhJ', 'UB')
('AC12058-2022-11-01-10243','A570-1','aisChqeylBHu', 'LB')
('SL22517-2022-11-02-10142','S423-14','dKXXDz', 'UB')
('SL04652-2022-11-01-10116','S422-12','srzshXiEg', 'LB')
('AC04652-2022-11-02-10257','A570-15','qLiL', 'UB')
('AC22517-2022-11-02-10252','A570-10','RBURLwXwdhGt', 'UB')
('SL12058-2022-11-01-9991','S417-7','EICoiPjkGVIqehX', 'SL')
('AC22517-2022-11-02-10254','A570-12','DkPqtI', 'SU')
('SL04652-2022-11-01-10124','S422-20','taxaGeWAFl', 'LB')
('AC22517-2022-11-01-10234','A569-10','LqxmZbJmLoUwnfTe', 'UB')
('AC04652-2022-11-01-10451','A581-11','zZOBKuNKpSdHWM', 'SL')
('SL04652-2022-11-02-10163','S424-11','T', 'UB')
('SL22517-2022-11-01-10047','S419-15','mXjxPrfmhhWeG', 'SL')
('SL04652-2022-11-01-10132','S423-4','PzHl', 'LB')
('SL04652-2022-11-02-10166','S424-14','rNGLdbv', 'UB')
('SL12058-2022-11-01-9999','S417-15','CRwdVWtMkBkcVeSw', 'SL')
('SL22517-2022-11-01-10051','S419-19','DDRTASVhhgmzSWY', 'UB')
('SL12058-2022-11-01-10000','S417-16','GNHFYNjUN', 'SU')
('SL22517-2022-11-01-10052','S419-20','fpsiptjpkrEOtcw', 'LB')
('SL04652-2022-11-01-10136','S423-8','TPttrKDyhWv', 'SU')
('SL04652-2022-11-02-10170','S424-18','Klvn', 'MB')
('SL22517-2022-11-01-10054','S419-22','dtSocG', 'UB')
('AC04652-2022-11-02-10268','A571-8','dLbyDrADQ', 'LB')
('SL22517-2022-11-02-10159','S424-7','pKEw', 'SL')
('SL22517-2022-11-01-10057','S420-1','MoYUTyuFw', 'LB')
('SL22517-2022-11-01-10058','S420-2','Rrnq', 'MB')
('SL22517-2022-11-02-10208','S426-8','uY', 'SU')
('AC22517-2022-11-01-10313','A573-17','xRj', 'SL')
('SL22517-2022-11-01-10125','S422-21','tazncpGpImp', 'MB')
('SL12058-2022-11-01-10070','S420-14','jYupau', 'UB')
('SL04652-2022-11-01-10203','S426-3','E', 'UB')
('SL22517-2022-11-02-10212','S426-12','jtjAAKveHxgB', 'LB')
('SL04652-2022-11-02-10247','S427-23','PgKTbGKCfM', 'SL')
('SL22517-2022-11-02-10214','S426-14','xtkq', 'UB')
('SL04652-2022-11-01-10207','S426-7','OATUYMa', 'SL')
('AC22517-2022-11-02-10336','A575-4','lsptHdW', 'UB')
('SL22517-2022-11-02-10268','S428-20','cvKKWqQzGSDZ', 'LB')
('AC22517-2022-11-01-10355','A576-5','xbYFUXuhvPaWRru', 'SL')
('AC22517-2022-11-01-10356','A576-6','En', 'SU')
('AC04652-2022-11-02-10375','A577-7','LwRdYsx', 'LB')
('AC22517-2022-11-02-10342','A575-10','krFWvrWS', 'UB')
('SL22517-2022-11-02-10271','S428-23','BQkB', 'SL')
('AC12058-2022-11-01-10368','A576-18','SRpUAFE', 'SU')
('SL12058-2022-11-01-10114','S422-10','IbkhR', 'MB')
('SL04652-2022-11-01-10252','S428-4','yvttzie', 'LB')
('SL12058-2022-11-01-10116','S422-12','GDlfLWKA', 'LB')
('AC12058-2022-11-01-10372','A577-4','Pfzr', 'UB')
('SL22517-2022-11-01-10182','S425-6','XzZontxdbiCw', 'UB')
('AC22517-2022-11-02-10343','A575-11','bBobWmzUHQY', 'SL')
('SL04652-2022-11-02-10287','S429-15','UUvRuDATaUHl', 'SL')
('AC22517-2022-11-02-10344','A575-12','YQqnfNJbdECLKK', 'SU')
('SL04652-2022-11-02-10288','S429-16','Fv', 'SU')
('SL22517-2022-11-01-10184','S425-8','aNpfLG', 'SU')
('SL12058-2022-11-01-10122','S422-18','p', 'MB')
('AC04652-2022-11-02-10382','A577-14','GC', 'LB')
('AC12058-2022-11-01-10379','A577-11','AkIPPHobEPDY', 'SL')
('AC04652-2022-11-02-10385','A577-17','pEzWHg', 'SL')
('SL22517-2022-11-02-10289','S429-17','vppeC', 'LB')
('AC04652-2022-11-01-10589','A589-5','rfqvgUhlWc', 'SL')
('SL04652-2022-11-01-10264','S428-16','rlY', 'SU')
('AC22517-2022-11-02-10364','A576-14','CfGIqyaneHzOtXaG', 'LB')
('SL12058-2022-11-01-10134','S423-6','xU', 'UB')
('SL22517-2022-11-02-10296','S429-24','bLbZqTa', 'SU')
('AC04652-2022-11-02-10391','A578-5','zrHYduo', 'SL')
('SL04652-2022-11-01-10265','S428-17','ulFXyf', 'LB')
('AC22517-2022-11-02-10372','A577-4','svbFYAPRpHfQW', 'UB')
('AC22517-2022-11-01-10374','A577-6','u', 'SU')
('AC04652-2022-11-01-10596','A589-12','JEVRbmYxjodzeiIl', 'SU')
('SL12058-2022-11-01-10142','S423-14','lbnis', 'UB')
('SL22517-2022-11-01-10207','S426-7','wcexaKwesNSwf', 'SL')
('SL04652-2022-11-02-10309','S430-13','AHJaDNKeBBEWNrQN', 'MB')
('AC04652-2022-11-01-10601','A589-17','MCZCvI', 'SL')
('AC04652-2022-11-01-10602','A589-18','MbNgIAwYSTxuEnD', 'SU')
('SL12058-2022-11-01-10154','S424-2','fiMtxmGcPEBtpzO', 'MB')
('AC04652-2022-11-02-10412','A579-8','Dz', 'LB')
('SL22517-2022-11-01-10273','S429-1','YfxgCTLldbHA', 'LB')
('AC22517-2022-11-01-10439','A580-17','wmXXUeeTvrmYhWH', 'SL')
('AC22517-2022-11-01-10440','A580-18','zC', 'SU')
('SL22517-2022-11-02-10377','S433-9','WJdRIVv', 'LB')
('AC04652-2022-11-01-10663','A593-7','yURbFpgIg', 'LB')
('SL22517-2022-11-01-10278','S429-6','DpoXKDDlzurc', 'UB')
('AC12058-2022-11-01-10464','A582-6','PYnrPWieCwqfU', 'SU')
('SL22517-2022-11-02-10382','S433-14','QRIbiQNiDeqWfap', 'UB')
('SL04652-2022-11-02-10373','S433-5','OinEgUNSUrAzmj', 'MB')
('AC04652-2022-11-02-10469','A582-11','wmCupt', 'SL')
('SL22517-2022-11-01-10280','S429-8','Xfuedxf', 'SU')
('AC22517-2022-11-02-10509','A584-15','pGPkMcxnLXIqO', 'UB')
('AC22517-2022-11-01-10555','A587-7','rXs', 'LB')
('SL04652-2022-11-01-10449','S436-9','GCIhyMCdciC', 'LB')
('SL12058-2022-11-01-10322','S431-2','dajECEFuPRucJ', 'MB')
('AC04652-2022-11-02-10579','A588-13','z', 'LB')
('AC12058-2022-11-01-10567','A588-1','hZIJAebwIPP', 'LB')
('SL22517-2022-11-01-10394','S434-2','ugGCXq', 'MB')
('AC04652-2022-11-02-10584','A588-18','gf', 'SU')
('SL22517-2022-11-01-10396','S434-4','ldc', 'LB')
('SL04652-2022-11-01-10453','S436-13','gbkuMJdRgSmsCQK', 'MB')
('SL12058-2022-11-01-10331','S431-11','uOMeBqjnpkwd', 'UB')
('SL12058-2022-11-01-10332','S431-12','BumVLhvBoOabCQS', 'LB')
('AC04652-2022-11-02-10588','A589-4','ukuUcYfoTAdtvQ', 'UB')
('AC22517-2022-11-02-10593','A589-9','JsZelnHsCCDEC', 'UB')
('AC12058-2022-11-01-10574','A588-8','X', 'LB')
('AC22517-2022-11-02-10596','A589-12','bejVpyPdQr', 'SU')
('AC04652-2022-11-01-10760','A598-14','crqH', 'LB')
('SL04652-2022-11-02-10501','S438-13','gDiYK', 'MB')
('SL04652-2022-11-02-10502','S438-14','ly', 'UB')
('AC04652-2022-11-02-10602','A589-18','zNgDKwwIsYe', 'SU')
('AC22517-2022-11-02-10605','A590-3','xmzmzClP', 'UB')
('SL12058-2022-11-01-10346','S432-2','T', 'MB')
('AC22517-2022-11-01-10578','A588-12','ziLFamGtHPzEfn', 'SU')
('SL04652-2022-11-01-10469','S437-5','DSi', 'MB')
('AC22517-2022-11-01-10580','A588-14','aMvbzbdoaNY', 'LB')
('SL22517-2022-11-01-10411','S434-19','AglxAJkaPM', 'UB')
('AC04652-2022-11-01-10773','A599-9','nWosVbBB', 'UB')
('AC04652-2022-11-01-10774','A599-10','wid', 'UB')
('AC04652-2022-11-01-10778','A599-14','VBsaPajdTb', 'LB')
('SL04652-2022-11-01-10484','S437-20','YuPsyWIoWcT', 'LB')
('AC22517-2022-11-02-10616','A590-14','NUft', 'LB')
('AC12058-2022-11-01-10602','A589-18','gMrHPthJQ', 'SU')
('SL12058-2022-11-01-10366','S432-22','ylZMcBhAHFXsgc', 'UB')
('AC22517-2022-11-02-10708','A595-16','ko', 'UB')
('AC04652-2022-11-01-10873','A605-1','pRNJyZ', 'LB')
('SL12058-2022-11-01-10464','S436-24','WOdGDx', 'SU')
('AC12058-2022-11-01-10698','A595-6','dxhG', 'SU')
('AC04652-2022-11-01-10885','A605-13','Tnb', 'LB')
('AC12058-2022-11-01-10702','A595-10','KCP', 'UB')
('AC12058-2022-11-01-10704','A595-12','slXaEoaI', 'SU')
('AC22517-2022-11-02-10724','A596-14','xVIV', 'LB')
('SL04652-2022-11-02-10630','S443-22','r', 'UB')
('SL12058-2022-11-01-10497','S438-9','laLAPlBfpfpLv', 'LB')
('SL12058-2022-11-01-10498','S438-10','cjPIHHdeffHwxIAt', 'MB')
('SL12058-2022-11-01-10499','S438-11','jVQOkdkqbjuIDT', 'UB')
('AC04652-2022-11-01-10913','A607-5','czWiMUpqfISKlI', 'SL')
('SL04652-2022-11-02-10657','S445-1','qaoqajmLXU', 'LB')
('SL04652-2022-11-02-10658','S445-2','UhL', 'MB')
('SL22517-2022-11-01-10556','S440-20','rqZMpwa', 'LB')
('SL22517-2022-11-02-10684','S446-4','WnKSVHwnDZiZYfxB', 'LB')
('SL04652-2022-11-01-10654','S444-22','ZyBZTPRvxPAUSSB', 'UB')
('AC04652-2022-11-02-10785','A600-3','eww', 'UB')
('SL04652-2022-11-02-10715','S447-11','vvYOsDyzgc', 'UB')
('SL22517-2022-11-01-10612','S443-4','dcdoCprtTuGKqK', 'LB')
('SL22517-2022-11-01-10613','S443-5','ysVXJahBlq', 'MB')
('AC04652-2022-11-01-10966','A610-4','RjctJEC', 'UB')
('AC22517-2022-11-01-10800','A600-18','DrzTHepnUwJQbYit', 'SU')
('SL22517-2022-11-01-10626','S443-18','kEVCpfUrR', 'MB')
('SL12058-2022-11-01-10567','S441-7','GYoRYNlsEGk', 'SL')
('AC22517-2022-11-01-10806','A601-6','L', 'SU')
('AC04652-2022-11-01-10987','A611-7','NvwmSL', 'LB')
('SL04652-2022-11-02-10732','S448-4','HThez', 'LB')
('AC22517-2022-11-01-10814','A601-14','r', 'LB')
('SL04652-2022-11-02-10741','S448-13','tQjlQifDIywxoV', 'MB')
('AC22517-2022-11-02-10842','A603-6','khdVYSatXgsDHi', 'SU')
('AC04652-2022-11-02-10827','A602-9','wouyFYo', 'UB')
('SL04652-2022-11-01-10737','S448-9','uzCUVXZUsNYJ', 'LB')
('SL04652-2022-11-01-10738','S448-10','XkpBXbvprDU', 'MB')
('AC04652-2022-11-02-10862','A604-8','aHqQwhXGuMaZh', 'LB')
('AC12058-2022-11-01-10870','A604-16','arqJJxZJasV', 'UB')
('SL22517-2022-11-01-10680','S445-24','gCXAk', 'SU')
('SL04652-2022-11-02-10793','S450-17','sKSGKOpLXDrE', 'LB')
('AC04652-2022-11-01-11041','A614-7','V', 'LB')
('SL04652-2022-11-01-10759','S449-7','JGJTUoOcbC', 'SL')
('AC04652-2022-11-02-10888','A605-16','A', 'UB')
('AC04652-2022-11-02-10889','A605-17','P', 'SL')
('AC22517-2022-11-01-10882','A605-10','sMqpEkZFnWu', 'UB')
('AC22517-2022-11-01-10883','A605-11','rDaTcacBbJWe', 'SL')
('SL12058-2022-11-01-10663','S445-7','hpkabcYPzIpt', 'SL')
('AC22517-2022-11-01-10895','A606-5','PHcwzafmjbZN', 'SL')
('SL04652-2022-11-02-10817','S451-17','tLmUOs', 'LB')
('SL22517-2022-11-02-10800','S450-24','IgbBWUJst', 'SU')
('AC04652-2022-11-01-11057','A615-5','OfHUzCKaWVPMZ', 'SL')
('AC12058-2022-11-01-10901','A606-11','yIJdC', 'SL')
('AC04652-2022-11-01-11059','A615-7','XMzQnhx', 'LB')
('AC04652-2022-11-01-11060','A615-8','Nzazjpyo', 'LB')
('AC22517-2022-11-01-10900','A606-10','bqtezUW', 'UB')
('SL22517-2022-11-02-10807','S451-7','HqzjlDOSHEj', 'SL')
('SL04652-2022-11-01-10784','S450-8','PCgbNl', 'SU')
('AC22517-2022-11-01-10915','A607-7','x', 'LB')
('SL12058-2022-11-01-10680','S445-24','IKPeDvdloiOyI', 'SU')
('AC22517-2022-11-02-10925','A607-17','zBx', 'SL')
('AC04652-2022-11-02-10945','A609-1','Mk', 'LB')
('SL12058-2022-11-01-10700','S446-20','YVCnhutIbrKaDvr', 'LB')
('SL22517-2022-11-01-10749','S448-21','BEyQLFPykslINn', 'MB')
('AC22517-2022-11-01-10949','A609-5','VpeP', 'SL')
('SL04652-2022-11-01-10832','S452-8','orLB', 'SU')
('SL04652-2022-11-02-10891','S454-19','KlklrUBCVjCL', 'UB')
('AC22517-2022-11-02-10976','A610-14','nJyKVogvoO', 'LB')
('SL04652-2022-11-02-10892','S454-20','A', 'LB')
('AC22517-2022-11-02-10977','A610-15','WnDRQsB', 'UB')
('AC12058-2022-11-01-10974','A610-12','SDYGIxqUAxYsQDqi', 'SU')
('AC04652-2022-11-01-11130','A619-6','JCBBQttrCThTD', 'SU')
('SL04652-2022-11-02-10897','S455-1','f', 'LB')
('AC22517-2022-11-01-10975','A610-13','ImwfqmJrrYHGLgGq', 'LB')
('SL22517-2022-11-01-10826','S452-2','fiWMXtGzAGpIFo', 'MB')
('SL04652-2022-11-02-10931','S456-11','JcctqmmTquMYBZN', 'UB')
('SL04652-2022-11-01-10941','S456-21','EZkTpbwglMLTp', 'MB')
('SL04652-2022-11-01-10942','S456-22','wWGvXoPSL', 'UB')
('AC04652-2022-11-02-11059','A615-7','ZlTI', 'LB')
('SL22517-2022-11-02-10940','S456-20','zKkstlJL', 'LB')
('AC04652-2022-11-02-11060','A615-8','QdRVneznrbf', 'LB')
('SL22517-2022-11-01-10859','S453-11','iGjvByvqD', 'UB')
('AC22517-2022-11-02-11034','A613-18','DmhFTJPdPR', 'SU')
('SL04652-2022-11-02-10966','S457-22','jQh', 'UB')
('SL22517-2022-11-01-10864','S453-16','JpfrKay', 'SU')
('AC12058-2022-11-01-11061','A615-9','rjutaWYVuwzQmsu', 'UB')
('AC12058-2022-11-01-11062','A615-10','g', 'UB')
('SL04652-2022-11-01-10955','S457-11','YbeRcTVgPbQ', 'UB')
('AC04652-2022-11-01-11207','A623-11','WYT', 'SL')
('AC22517-2022-11-01-11057','A615-5','pqmBpleg', 'SL')
('SL04652-2022-11-02-10983','S458-15','seHbmXlaaFOMBGq', 'SL')
('AC22517-2022-11-01-11124','A618-18','TlWKnAOjxBMC', 'SU')
('SL04652-2022-11-01-11028','S460-12','sTRMhBdc', 'LB')
('SL04652-2022-11-01-11029','S460-13','ZXc', 'MB')
('SL22517-2022-11-01-10942','S456-22','vdt', 'UB')
('SL22517-2022-11-02-11034','S460-18','Ffljaj', 'MB')
('SL22517-2022-11-01-10945','S457-1','GjGsxpToPmYusv', 'LB')
('AC22517-2022-11-02-11108','A618-2','xZoRTegDEdhyrwCm', 'LB')
('AC22517-2022-11-01-11138','A619-14','dkIkzPhaqPxG', 'LB')
('SL12058-2022-11-01-10926','S456-6','YnplQqDfGW', 'UB')
('SL04652-2022-11-02-11064','S461-24','PqTnbxBCHI', 'SU')
('SL22517-2022-11-01-10959','S457-15','cFAMiovUVMUnWYfq', 'SL')
('SL22517-2022-11-02-11054','S461-14','LNqXZzfSS', 'UB')
('AC12058-2022-11-01-11172','A621-12','HlEWIrvEKRVMwQ', 'SU')
('AC22517-2022-11-02-11122','A618-16','BP', 'UB')
('AC04652-2022-11-01-11330','A630-8','ZkNsSuccwsUoHv', 'LB')
('SL22517-2022-11-02-11068','S462-4','DWnMt', 'LB')
('SL22517-2022-11-01-10977','S458-9','SiQqHjnESyHu', 'LB')
('SL22517-2022-11-02-11070','S462-6','WPNI', 'UB')
('AC22517-2022-11-01-11165','A621-5','ROjFxTtDK', 'SL')
('AC12058-2022-11-01-11186','A622-8','B', 'LB')
