('SL04652-2022-11-01-9','S1-9','yi', 'LB')
('AC22517-2022-11-02-3463','A193-7','dy', 'LB')
('SL04652-2022-11-01-3429','S143-21','gUIA', 'MB')
('AC22517-2022-11-02-3466','A193-10','W', 'UB')
('AC22517-2022-11-02-3467','A193-11','qWFsQMBYqPYP', 'SL')
('SL22517-2022-11-01-3404','S142-20','rKCHV', 'LB')
('SL12058-2022-11-01-3352','S140-16','xChlomGwZI', 'SU')
('SL22517-2022-11-02-3455','S144-23','NQU', 'SL')
('AC22517-2022-11-02-3471','A193-15','nslGOVMa', 'UB')
('AC04652-2022-11-02-3363','A187-15','dzthyQBamBTfa', 'UB')
('SL22517-2022-11-02-3458','S145-2','ZkenixR', 'MB')
('AC04652-2022-11-02-3364','A187-16','xRVstRshxJovA', 'UB')
('AC22517-2022-11-01-3262','A182-4','HgtmbpeJaQYd', 'UB')
('AC22517-2022-11-02-3479','A194-5','ODuwNkvOenjf', 'SL')
('AC04652-2022-11-01-3417','A190-15','qZdMXQGIL', 'UB')
('SL04652-2022-11-02-3357','S140-21','qGKYucmrG', 'MB')
('SL04652-2022-11-02-3358','S140-22','ABBNzCf', 'UB')
('AC12058-2022-11-01-3424','A191-4','YcUiFd', 'UB')
('AC12058-2022-11-01-3429','A191-9','gEYcdRauxztFf', 'UB')
('AC04652-2022-11-02-3374','A188-8','BNbCZzVDTCYCCYLe', 'LB')
('AC04652-2022-11-02-3375','A188-9','fZpCIJXqovgl', 'UB')
('AC04652-2022-11-01-3441','A192-3','XTMARyQvm', 'UB')
('AC04652-2022-11-01-3442','A192-4','Z', 'UB')
('SL04652-2022-11-01-3463','S145-7','wyfXSf', 'SL')
('AC22517-2022-11-01-3287','A183-11','iUZkfRFTxy', 'SL')
('SL22517-2022-11-02-3530','S148-2','yYgOIJaGMHfo', 'MB')
('SL22517-2022-11-01-3467','S145-11','GBsvfQVu', 'UB')
('SL04652-2022-11-02-3411','S143-3','LsrPfm', 'UB')
('SL22517-2022-11-02-3536','S148-8','Z', 'SU')
('SL04652-2022-11-02-3414','S143-6','zqcVrHCqbSNDTk', 'UB')
('AC04652-2022-11-02-3438','A191-18','DONAqoYVfUtc', 'SU')
('AC22517-2022-11-01-3344','A186-14','ZDKg', 'LB')
('AC22517-2022-11-01-3389','A189-5','aCkTaTNWoyTG', 'SL')
('SL12058-2022-11-01-3533','S148-5','eQMjYWAejEodnQJh', 'MB')
('SL04652-2022-11-01-3599','S150-23','UQEiZohDrmGGMnX', 'SL')
('SL22517-2022-11-02-3643','S152-19','iobSLrEvFfEteWV', 'UB')
('SL12058-2022-11-01-3544','S148-16','VSDcyHF', 'SU')
('AC12058-2022-11-01-3600','A200-18','NSs', 'SU')
('AC04652-2022-11-02-3516','A196-6','QklFHvxHvwfq', 'SU')
('AC22517-2022-11-01-3431','A191-11','XXJnpqFJVWiH', 'SL')
('AC22517-2022-11-02-3651','A203-15','EK', 'UB')
('AC22517-2022-11-02-3653','A203-17','YYDNsSOcb', 'SL')
('AC12058-2022-11-01-3610','A201-10','LJBisjAlCMVJx', 'UB')
('AC22517-2022-11-01-3453','A192-15','OyPkySaDYurLKsC', 'UB')
('AC22517-2022-11-01-3454','A192-16','MbjpqcmxlLvxekD', 'UB')
('SL22517-2022-11-01-3618','S151-18','tW', 'MB')
('AC04652-2022-11-02-3552','A198-6','RdLhinIwXuCxQ', 'SU')
('AC22517-2022-11-01-3457','A193-1','xSvhyElIorRiET', 'LB')
('SL04652-2022-11-01-3632','S152-8','gMY', 'SU')
('AC22517-2022-11-02-3686','A205-14','moYZhwJvPAyramD', 'LB')
('SL22517-2022-11-01-3624','S151-24','wgjbpw', 'SU')
('AC12058-2022-11-01-3643','A203-7','CwtTfIRJfysMJob', 'LB')
('AC12058-2022-11-01-3644','A203-8','TVyGwvwQ', 'LB')
('AC04652-2022-11-01-3626','A202-8','ahpuGMncZVuMLcOk', 'LB')
('AC12058-2022-11-01-3646','A203-10','mDL', 'UB')
('AC22517-2022-11-02-3694','A206-4','TDcGAmzRZtlSP', 'UB')
('SL12058-2022-11-01-3599','S150-23','EkZzIdQrk', 'SL')
('SL04652-2022-11-02-3564','S149-12','uIIpVy', 'LB')
('SL12058-2022-11-01-3602','S151-2','VtMIZsdSMNQjE', 'MB')
('SL04652-2022-11-01-3659','S153-11','SmJpauXI', 'UB')
('SL04652-2022-11-02-3579','S150-3','gm', 'UB')
('SL12058-2022-11-01-3622','S151-22','bXg', 'UB')
('SL22517-2022-11-01-3644','S152-20','mnuztWiFgyGmaZD', 'LB')
('SL04652-2022-11-01-3662','S153-14','lBY', 'UB')
('AC22517-2022-11-01-3511','A196-1','zZvo', 'LB')
('AC22517-2022-11-02-3726','A207-18','MwnvDSfA', 'SU')
('AC22517-2022-11-01-3512','A196-2','dgQSfcPOGwKYD', 'LB')
('SL04652-2022-11-02-3593','S150-17','BdKMjqBOfR', 'LB')
('SL04652-2022-11-01-3675','S154-3','GtIysliG', 'UB')
('SL04652-2022-11-02-3595','S150-19','NgVmISgjiaDFc', 'UB')
('AC04652-2022-11-02-3591','A200-9','iLlBELHxsIHmpqXA', 'UB')
('AC12058-2022-11-01-3685','A205-13','RpShxr', 'LB')
('AC22517-2022-11-01-3522','A196-12','kl', 'SU')
('AC22517-2022-11-02-3735','A208-9','RQacO', 'UB')
('AC12058-2022-11-01-3691','A206-1','wPRisc', 'LB')
('SL22517-2022-11-01-3665','S153-17','nHgUNmRtamo', 'LB')
('AC12058-2022-11-01-3693','A206-3','gYJC', 'UB')
('AC22517-2022-11-02-3744','A208-18','dFh', 'SU')
('SL22517-2022-11-01-3667','S153-19','jOZhkZa', 'UB')
('SL22517-2022-11-02-3745','S157-1','dZvOuQPnUUt', 'LB')
('SL22517-2022-11-01-3669','S153-21','oHoWaijVuPvVzc', 'MB')
('AC04652-2022-11-01-3675','A205-3','KU', 'UB')
('SL22517-2022-11-01-3672','S153-24','PwfAmADksxspul', 'SU')
('SL04652-2022-11-01-3699','S155-3','il', 'UB')
('SL04652-2022-11-02-3613','S151-13','ajvkF', 'MB')
('AC04652-2022-11-01-3728','A208-2','yMIotuv', 'LB')
('SL12058-2022-11-01-3690','S154-18','fJD', 'MB')
('SL12058-2022-11-01-3691','S154-19','JEcoYJPfSlhrfBi', 'UB')
('AC04652-2022-11-01-3737','A208-11','syzeVwqeppLjK', 'SL')
('SL22517-2022-11-01-3728','S156-8','rWlNFgsKJDje', 'SU')
('SL04652-2022-11-02-3676','S154-4','aBSuCKOdPbP', 'LB')
('SL04652-2022-11-02-3677','S154-5','Iksivn', 'MB')
('SL22517-2022-11-02-3809','S159-17','sfwKd', 'LB')
('SL04652-2022-11-01-3769','S158-1','byVyksevMOj', 'LB')
('SL22517-2022-11-02-3816','S159-24','KrqEas', 'SU')
('SL12058-2022-11-01-3717','S155-21','dBqBXqvQIW', 'MB')
('AC04652-2022-11-02-3678','A205-6','fNGazcKMy', 'SU')
('AC22517-2022-11-02-3840','A214-6','LGtAvZFowHq', 'SU')
('SL22517-2022-11-02-3819','S160-3','TNOOAbW', 'UB')
('AC04652-2022-11-02-3683','A205-11','lHr', 'SL')
('AC22517-2022-11-02-3843','A214-9','tymZFqt', 'UB')
('SL22517-2022-11-01-3746','S157-2','DhISMJSUtHsvX', 'MB')
('AC04652-2022-11-01-3766','A210-4','L', 'UB')
('AC04652-2022-11-01-3767','A210-5','ydSbQClGRsn', 'SL')
('AC04652-2022-11-01-3768','A210-6','RGpfkGaPyd', 'SU')
('AC04652-2022-11-01-3769','A210-7','mkNyXFXuwIJoVpmT', 'LB')
('AC04652-2022-11-01-3772','A210-10','yMwKSFTp', 'UB')
('AC12058-2022-11-01-3774','A210-12','Dd', 'SU')
('SL22517-2022-11-01-3755','S157-11','YTa', 'UB')
('SL22517-2022-11-02-3828','S160-12','rOhzpvnx', 'LB')
('AC04652-2022-11-01-3776','A210-14','lMfxqPsx', 'LB')
('AC04652-2022-11-01-3779','A210-17','lkiXmqYNqlXIOX', 'SL')
('SL22517-2022-11-02-3832','S160-16','AArCLaJHlhTiVV', 'SU')
('AC22517-2022-11-02-3861','A215-9','nBqrnRNKCEQvfM', 'UB')
('SL22517-2022-11-02-3835','S160-19','lVlWOYDlzkqfPxn', 'UB')
('SL22517-2022-11-02-3836','S160-20','IMPUqtxJiUW', 'LB')
('SL22517-2022-11-01-3764','S157-20','SNhrg', 'LB')
('SL22517-2022-11-01-3765','S157-21','bTyGOA', 'MB')
('AC22517-2022-11-02-3865','A215-13','YYelS', 'LB')
('SL04652-2022-11-01-3808','S159-16','sIsELrjetPZ', 'SU')
('AC22517-2022-11-02-3866','A215-14','YrypH', 'LB')
('AC04652-2022-11-01-3798','A211-18','yMxx', 'SU')
('SL22517-2022-11-02-3846','S161-6','ozXLvJJp', 'UB')
('AC12058-2022-11-01-3784','A211-4','UvOJiSeptr', 'UB')
('SL04652-2022-11-02-3724','S156-4','Zdg', 'LB')
('SL04652-2022-11-02-3725','S156-5','MkZOgcRHreC', 'MB')
('AC12058-2022-11-01-3787','A211-7','iVXIPUMfJDp', 'LB')
('AC22517-2022-11-02-3875','A216-5','nKxtk', 'SL')
('AC22517-2022-11-01-3638','A203-2','fRQNzKIWXPcaVUx', 'LB')
('SL04652-2022-11-02-3731','S156-11','GgDzFXq', 'UB')
('AC04652-2022-11-01-3809','A212-11','jfdn', 'SL')
('AC04652-2022-11-02-3722','A207-14','uNTAlXFkjEid', 'LB')
('SL22517-2022-11-01-3784','S158-16','fuCgGFOHVTDusb', 'SU')
('AC12058-2022-11-01-3791','A211-11','WTBTIm', 'SL')
('AC22517-2022-11-01-3640','A203-4','dqIObH', 'UB')
('AC04652-2022-11-02-3727','A208-1','JucCgwaOcznx', 'LB')
('AC04652-2022-11-01-3814','A212-16','ALoc', 'UB')
('SL12058-2022-11-01-3764','S157-20','KaqYQeR', 'LB')
('AC12058-2022-11-01-3796','A211-16','P', 'UB')
('AC12058-2022-11-01-3797','A211-17','JVhkzaxcJFgvadA', 'SL')
('AC04652-2022-11-02-3733','A208-7','FruXgbMIYHoEAsR', 'LB')
('AC22517-2022-11-01-3644','A203-8','CGy', 'LB')
('SL04652-2022-11-01-3828','S160-12','fBy', 'LB')
('AC12058-2022-11-01-3801','A212-3','IMMxG', 'UB')
('AC04652-2022-11-01-3821','A213-5','gHj', 'SL')
('AC04652-2022-11-01-3823','A213-7','ynVhyQwAsmoak', 'LB')
('AC22517-2022-11-02-3886','A216-16','XSXGJprevT', 'UB')
('SL22517-2022-11-02-3861','S161-21','BgsczIWG', 'MB')
('SL22517-2022-11-02-3872','S162-8','AD', 'SU')
('SL22517-2022-11-02-3875','S162-11','quEdBEN', 'UB')
('AC22517-2022-11-01-3662','A204-8','z', 'LB')
('AC22517-2022-11-02-3900','A217-12','IltWllD', 'SU')
('SL04652-2022-11-01-3838','S160-22','VNVfSjp', 'UB')
('SL04652-2022-11-02-3751','S157-7','EDsWigOlThlNLDHk', 'SL')
('SL04652-2022-11-02-3753','S157-9','OXl', 'LB')
('SL22517-2022-11-01-3811','S159-19','j', 'UB')
('SL12058-2022-11-01-3786','S158-18','VTsQNIcsooAmNz', 'MB')
('SL22517-2022-11-01-3812','S159-20','mymYYURGJdq', 'LB')
('AC22517-2022-11-01-3670','A204-16','sqOAAidbt', 'UB')
('SL04652-2022-11-01-3841','S161-1','W', 'LB')
('SL22517-2022-11-01-3819','S160-3','iiSsdVKKZz', 'UB')
('AC12058-2022-11-01-3831','A213-15','skMlMh', 'UB')
('SL22517-2022-11-02-3891','S163-3','iIMqpQC', 'UB')
('AC22517-2022-11-02-3920','A218-14','tS', 'LB')
('AC12058-2022-11-01-3845','A214-11','ZVUJBeynBvjho', 'SL')
('AC22517-2022-11-02-3922','A218-16','WSo', 'UB')
('SL22517-2022-11-01-3836','S160-20','gpfRjcCOgkiGcgms', 'LB')
('SL22517-2022-11-01-3842','S161-2','HLuMrgRRJJyRfPic', 'MB')
('AC04652-2022-11-01-3881','A216-11','EX', 'SL')
('SL12058-2022-11-01-3809','S159-17','JSKQgCwxMlQ', 'LB')
('SL22517-2022-11-01-3844','S161-4','doOt', 'LB')
('SL04652-2022-11-01-3859','S161-19','fVZnyxdkduojPrzC', 'UB')
('AC22517-2022-11-02-3933','A219-9','nsHglPF', 'UB')
('SL04652-2022-11-02-3795','S159-3','wLNhOSgxZDzwuM', 'UB')
('AC22517-2022-11-01-3695','A206-5','tbatBQmBJBlgDRFB', 'SL')
('SL04652-2022-11-01-3866','S162-2','PuroAmW', 'MB')
('AC22517-2022-11-01-3696','A206-6','vFKBQCr', 'SU')
('AC12058-2022-11-01-3865','A215-13','UKEx', 'LB')
('SL12058-2022-11-01-3820','S160-4','lJvl', 'LB')
('SL04652-2022-11-01-3870','S162-6','oddG', 'UB')
('AC04652-2022-11-02-3792','A211-12','ETBWvzl', 'SU')
('AC04652-2022-11-01-3896','A217-8','dhjkTOkaTxSvMAXI', 'LB')
('SL22517-2022-11-01-3855','S161-15','mXSh', 'SL')
('SL22517-2022-11-02-3933','S164-21','kRiRCGa', 'MB')
('SL22517-2022-11-01-3864','S161-24','sNvarRfaxRN', 'SU')
('AC22517-2022-11-01-3708','A206-18','bPgbDQdbepGrset', 'SU')
('SL04652-2022-11-01-3875','S162-11','UG', 'UB')
('SL04652-2022-11-02-3803','S159-11','MeQxznnKVtWr', 'UB')
('AC22517-2022-11-02-3952','A220-10','qAe', 'UB')
('AC12058-2022-11-01-3876','A216-6','FKkHq', 'SU')
('AC12058-2022-11-01-3877','A216-7','SWp', 'LB')
('AC22517-2022-11-01-3711','A207-3','vbRPxRlmEBG', 'UB')
('SL04652-2022-11-01-3879','S162-15','xdsh', 'SL')
('AC22517-2022-11-01-3715','A207-7','BBFpM', 'LB')
('AC12058-2022-11-01-3887','A216-17','PIkkgCtovcYXX', 'SL')
('SL22517-2022-11-02-3945','S165-9','ibdaUtyaG', 'LB')
('SL04652-2022-11-02-3815','S159-23','qZsgWzAj', 'SL')
('AC04652-2022-11-01-3911','A218-5','POmJqubWTyx', 'SL')
('SL12058-2022-11-01-3836','S160-20','i', 'LB')
('AC04652-2022-11-01-3916','A218-10','DOJMtF', 'UB')
('SL04652-2022-11-01-3894','S163-6','mqpatMMRvXlvYh', 'UB')
('AC04652-2022-11-02-3817','A213-1','zAJqTxoD', 'LB')
('AC12058-2022-11-01-3895','A217-7','FB', 'LB')
('SL04652-2022-11-02-3820','S160-4','YyiLEWFiqqxp', 'LB')
('AC12058-2022-11-01-3897','A217-9','OkSIEpylSGS', 'UB')
('AC04652-2022-11-01-3988','A222-10','kFeYcxAD', 'UB')
('SL04652-2022-11-01-3963','S166-3','uVvzFyJkMuDv', 'UB')
('AC04652-2022-11-02-3892','A217-4','cfsNZuRgjWhnuvv', 'UB')
('AC12058-2022-11-01-3965','A221-5','dwlAIkJ', 'SL')
('AC12058-2022-11-01-3966','A221-6','hmFVwk', 'SU')
('SL22517-2022-11-01-3961','S166-1','faBUH', 'LB')
('SL22517-2022-11-01-3974','S166-14','Zx', 'UB')
('AC22517-2022-11-01-3839','A214-5','IqEChAzgzzkKWpQ', 'SL')
('SL04652-2022-11-02-3935','S164-23','DBjhFAwKY', 'SL')
('AC04652-2022-11-01-4048','A225-16','kqctZLzTYV', 'UB')
('AC04652-2022-11-02-3955','A220-13','of', 'LB')
('AC22517-2022-11-01-3852','A214-18','eQSwcyfRWmrc', 'SU')
('AC12058-2022-11-01-4021','A224-7','rt', 'LB')
('AC22517-2022-11-01-3853','A215-1','HxDTafClCUaTCZx', 'LB')
('AC04652-2022-11-02-3960','A220-18','jZmbGOQsnwhniilz', 'SU')
('AC04652-2022-11-01-4058','A226-8','eBRmdXR', 'LB')
('AC22517-2022-11-01-3862','A215-10','yZkVbZwlvZgQ', 'UB')
('AC12058-2022-11-01-4030','A224-16','wRLfh', 'UB')
('SL22517-2022-11-02-4108','S172-4','lBLZ', 'LB')
('SL04652-2022-11-02-3950','S165-14','aRGlCjFlS', 'UB')
('AC12058-2022-11-01-4033','A225-1','qeuIhKwjZ', 'LB')
('AC22517-2022-11-01-3867','A215-15','aEesOiwxuWOj', 'UB')
('AC04652-2022-11-01-4065','A226-15','AEoRdOX', 'UB')
('AC22517-2022-11-01-3868','A215-16','XRyTrqmvsOB', 'UB')
('AC22517-2022-11-02-4122','A229-18','Xv', 'SU')
('SL04652-2022-11-01-4035','S169-3','eLrWaibPsHPQZc', 'UB')
('AC22517-2022-11-02-4123','A230-1','adNcekEwdvhmNshX', 'LB')
('AC12058-2022-11-01-4036','A225-4','CKJJY', 'UB')
('AC04652-2022-11-01-4070','A227-2','OesigrUY', 'LB')
('SL04652-2022-11-02-3964','S166-4','XBuHMhsephXiWpm', 'LB')
('SL04652-2022-11-01-4045','S169-13','ilDXJUsuScwTFuv', 'MB')
('AC04652-2022-11-01-4188','A233-12','bFaWiNLCiPdlgxtz', 'SU')
('AC22517-2022-11-02-4225','A235-13','BqipsnZhxMOAzXZh', 'LB')
('AC22517-2022-11-02-4226','A235-14','tfwv', 'LB')
('SL04652-2022-11-01-4140','S173-12','VknVtPfzSpHoPAE', 'LB')
('SL12058-2022-11-01-4155','S174-3','SyoCeUVpa', 'UB')
('SL22517-2022-11-01-4182','S175-6','GXBglmsl', 'UB')
('SL04652-2022-11-01-4189','S175-13','lYDVjcJDmxzwjZFI', 'MB')
('AC04652-2022-11-01-4237','A236-7','wMkzb', 'LB')
('AC04652-2022-11-01-4238','A236-8','rUihutuZM', 'LB')
('AC04652-2022-11-02-4122','A229-18','wpRb', 'SU')
('AC04652-2022-11-02-4124','A230-2','QYWMndcPhA', 'LB')
('SL12058-2022-11-01-4186','S175-10','lEQWMfDqmSSTKVE', 'MB')
('AC22517-2022-11-02-4291','A239-7','xKgv', 'LB')
('SL04652-2022-11-01-4227','S177-3','KnEUtvuliYTKIHL', 'UB')
('AC22517-2022-11-01-4141','A231-1','YAksQ', 'LB')
('AC12058-2022-11-01-4303','A240-1','PIlE', 'LB')
('AC22517-2022-11-02-4373','A243-17','RQevrKOZy', 'SL')
('AC22517-2022-11-01-4145','A231-5','bNhLwBIVROnaBynS', 'SL')
('SL12058-2022-11-01-4302','S180-6','ZbN', 'UB')
('AC12058-2022-11-01-4308','A240-6','AhPTNO', 'SU')
('AC22517-2022-11-02-4376','A244-2','AUK', 'LB')
('AC22517-2022-11-01-4151','A231-11','ezCMR', 'SL')
('SL22517-2022-11-02-4394','S184-2','dqXpjNyP', 'MB')
('SL22517-2022-11-02-4396','S184-4','G', 'LB')
('SL22517-2022-11-02-4397','S184-5','aIsuFf', 'MB')
('AC22517-2022-11-01-4154','A231-14','nDNhOmUOUEDRMn', 'LB')
('AC12058-2022-11-01-4315','A240-13','UJDAqUrGoOvxnnIs', 'LB')
('SL12058-2022-11-01-4308','S180-12','QEo', 'LB')
('SL22517-2022-11-02-4399','S184-7','aOXbTufPYoYv', 'SL')
('AC04652-2022-11-02-4261','A237-13','dhsnPJhFj', 'LB')
('SL04652-2022-11-01-4324','S181-4','xfZiDrh', 'LB')
('SL22517-2022-11-02-4402','S184-10','Iro', 'MB')
('SL22517-2022-11-02-4403','S184-11','fQ', 'UB')
('AC12058-2022-11-01-4325','A241-5','HopAybbJSl', 'SL')
('SL04652-2022-11-01-4328','S181-8','LZiO', 'SU')
('SL04652-2022-11-02-4240','S177-16','kLVXZxyGzo', 'SU')
('AC12058-2022-11-01-4327','A241-7','KESKd', 'LB')
('SL22517-2022-11-01-4338','S181-18','UrNFHLFVfSNu', 'MB')
('SL12058-2022-11-01-4325','S181-5','TvppNFOshZKFZZI', 'MB')
('AC04652-2022-11-01-4367','A243-11','YWScuWgBZ', 'SL')
('AC12058-2022-11-01-4338','A241-18','rKHjdG', 'SU')
('SL22517-2022-11-02-4417','S185-1','srIQrIUutlBU', 'LB')
('AC04652-2022-11-01-4370','A243-14','Oir', 'LB')
('SL04652-2022-11-02-4259','S178-11','LSlAadogb', 'UB')
('SL22517-2022-11-02-4423','S185-7','sDvwtKpXnVzXi', 'SL')
('SL22517-2022-11-02-4424','S185-8','wkHmPNaKdPAC', 'SU')
('SL22517-2022-11-02-4433','S185-17','QrEOiYkNseJbaEI', 'LB')
('SL22517-2022-11-02-4438','S185-22','WBeCYNitL', 'UB')
('AC04652-2022-11-02-4297','A239-13','RCaKpDghsOCzWwy', 'LB')
('AC04652-2022-11-01-4393','A245-1','RU', 'LB')
('SL04652-2022-11-02-4272','S178-24','iPFopTbgvultmCjE', 'SU')
('SL04652-2022-11-02-4273','S179-1','gzdhTQ', 'LB')
('SL12058-2022-11-01-4350','S182-6','dluLsCR', 'UB')
('SL04652-2022-11-02-4276','S179-4','u', 'LB')
('SL04652-2022-11-01-4360','S182-16','eGpQ', 'SU')
('SL22517-2022-11-01-4371','S183-3','TOw', 'UB')
('AC04652-2022-11-01-4400','A245-8','fiyEwD', 'LB')
('AC12058-2022-11-01-4362','A243-6','A', 'SU')
('AC12058-2022-11-01-4363','A243-7','Uejoppctnh', 'LB')
('SL04652-2022-11-02-4282','S179-10','DHIKxzgYDMbUrvO', 'MB')
('SL22517-2022-11-01-4376','S183-8','DFsfl', 'SU')
('AC04652-2022-11-02-4310','A240-8','ddkKTv', 'LB')
('AC12058-2022-11-01-4365','A243-9','yUgQpyHl', 'UB')
('SL12058-2022-11-01-4357','S182-13','PovSqiokaW', 'MB')
('SL04652-2022-11-02-4288','S179-16','ruxLRDHgAeTj', 'SU')
('SL04652-2022-11-02-4289','S179-17','TeKgBmpxRII', 'LB')
('AC22517-2022-11-01-4205','A234-11','dolwHtgOA', 'SL')
('AC12058-2022-11-01-4369','A243-13','jhfZznRXFN', 'LB')
('AC04652-2022-11-02-4314','A240-12','QYmiTrAmF', 'SU')
('SL04652-2022-11-01-4370','S183-2','NeDP', 'MB')
('SL04652-2022-11-01-4371','S183-3','hOmkaSeHYn', 'UB')
('AC04652-2022-11-01-4416','A246-6','KZoc', 'SU')
('AC12058-2022-11-01-4372','A243-16','hh', 'UB')
('SL22517-2022-11-02-4504','S188-16','w', 'SU')
('SL12058-2022-11-01-4410','S184-18','AvmWzsO', 'MB')
('SL22517-2022-11-01-4422','S185-6','epnBlzlDyix', 'UB')
('AC04652-2022-11-01-4461','A248-15','jiRwuwUde', 'UB')
('AC04652-2022-11-02-4366','A243-10','iIBDiHyrhovlx', 'UB')
('AC22517-2022-11-01-4251','A237-3','txZyoOdUOhwWH', 'UB')
('AC04652-2022-11-01-4470','A249-6','IwM', 'SU')
('AC22517-2022-11-02-4490','A250-8','JjoupLZM', 'LB')
('SL04652-2022-11-02-4350','S182-6','Q', 'UB')
('SL04652-2022-11-02-4351','S182-7','qSdZQKKXRC', 'SL')
('AC22517-2022-11-02-4492','A250-10','HRsepDGVbjdiz', 'UB')
('AC22517-2022-11-02-4493','A250-11','FzcEbvuuJLJsZB', 'SL')
('AC22517-2022-11-01-4263','A237-15','LpHuCdyibpQKWkfg', 'UB')
('AC04652-2022-11-02-4378','A244-4','mTQSPjLsacwy', 'UB')
('SL22517-2022-11-02-4524','S189-12','lXr', 'LB')
('SL12058-2022-11-01-4435','S185-19','nxJOmRxal', 'UB')
('AC12058-2022-11-01-4476','A249-12','dVlEDJlfXFRvCA', 'SU')
('SL12058-2022-11-01-4468','S187-4','WYsGjWglTChGtk', 'LB')
('AC22517-2022-11-01-4323','A241-3','OfmXx', 'UB')
('AC12058-2022-11-01-4483','A250-1','j', 'LB')
('SL22517-2022-11-02-4575','S191-15','IPnX', 'SL')
('SL04652-2022-11-01-4489','S188-1','wPfFmI', 'LB')
('SL04652-2022-11-01-4492','S188-4','DXQcSfVlYpn', 'LB')
('SL12058-2022-11-01-4487','S187-23','qZYMzWtRJgZ', 'SL')
('SL04652-2022-11-02-4427','S185-11','cMiZ', 'UB')
('AC22517-2022-11-02-4557','A254-3','azQYappHhtPhJ', 'UB')
('AC22517-2022-11-01-4347','A242-9','ulzJZReXRMYLKOm', 'UB')
('AC04652-2022-11-01-4561','A254-7','HwPdtGLUagwZRpRj', 'LB')
('SL22517-2022-11-02-4601','S192-17','qq', 'LB')
('SL12058-2022-11-01-4503','S188-15','izKJYCJqgJQDcot', 'SL')
('AC22517-2022-11-02-4569','A254-15','odNiPeDVKmkTeRq', 'UB')
('SL04652-2022-11-02-4447','S186-7','F', 'SL')
('SL22517-2022-11-01-4545','S190-9','TYXlbGVelJs', 'LB')
('AC12058-2022-11-01-4516','A251-16','o', 'UB')
('AC04652-2022-11-01-4576','A255-4','ZkLJPbgVPejDCshD', 'UB')
('SL04652-2022-11-01-4538','S190-2','yixrGVAJVMLFVbFK', 'MB')
('AC12058-2022-11-01-4527','A252-9','ndVVkdYZeTUxfknP', 'UB')
('AC22517-2022-11-02-4587','A255-15','nJPpr', 'UB')
('SL22517-2022-11-02-4625','S193-17','Or', 'LB')
('SL22517-2022-11-01-4562','S191-2','zNJuITQfoMxbsoi', 'MB')
('AC12058-2022-11-01-4536','A252-18','ZYKKbdwHBjF', 'SU')
('AC22517-2022-11-01-4385','A244-11','wSeQGgTqUfoIuv', 'SL')
('AC22517-2022-11-02-4590','A255-18','VjSeQggR', 'SU')
('AC04652-2022-11-02-4494','A250-12','PbFeg', 'SU')
('AC22517-2022-11-02-4597','A256-7','HBeIFLDgVRnpJp', 'LB')
('SL22517-2022-11-02-4643','S194-11','VFsdD', 'UB')
('SL12058-2022-11-01-4538','S190-2','pLfAOaEcgW', 'MB')
('SL04652-2022-11-01-4560','S190-24','OwsFCB', 'SU')
('AC04652-2022-11-01-4602','A256-12','zTwrTjtEpWnkvvZJ', 'SU')
('AC22517-2022-11-02-4601','A256-11','uWRi', 'SL')
('SL12058-2022-11-01-4541','S190-5','ZeMauQENBhlvV', 'MB')
('SL04652-2022-11-02-4484','S187-20','lAUdzlaviVMEYw', 'LB')
('AC04652-2022-11-02-4529','A252-11','QzB', 'SL')
('SL04652-2022-11-02-4508','S188-20','bDqMDEYutPdXptq', 'LB')
('SL04652-2022-11-01-4605','S192-21','QhhcJENXsTJpNItG', 'MB')
('AC04652-2022-11-02-4543','A253-7','ndj', 'LB')
('AC12058-2022-11-01-4603','A256-13','YgMLAgojtaAXzDes', 'LB')
('SL12058-2022-11-01-4581','S191-21','ErvojaVuFE', 'MB')
('SL04652-2022-11-01-4618','S193-10','ydlYXDfLiKVQ', 'MB')
('SL04652-2022-11-02-4540','S190-4','wo', 'LB')
('AC22517-2022-11-02-4659','A259-15','jBwGsYvvhU', 'UB')
('SL22517-2022-11-02-4684','S196-4','cDjj', 'LB')
('AC22517-2022-11-02-4662','A259-18','hkwqFxSrorZm', 'SU')
('SL22517-2022-11-01-4613','S193-5','dlELfhUDfIClQnxV', 'MB')
('AC22517-2022-11-01-4438','A247-10','JMAxYCKAAnI', 'UB')
('SL04652-2022-11-02-4553','S190-17','erLokzQSadHWLoq', 'LB')
('SL04652-2022-11-01-4626','S193-18','DOcyfMgeCEunQs', 'MB')
('AC04652-2022-11-02-4564','A254-10','TKFaRcxjVwEQwBo', 'UB')
('SL22517-2022-11-01-4622','S193-14','MsjaWDBJ', 'UB')
('AC12058-2022-11-01-4620','A257-12','k', 'SU')
('SL12058-2022-11-01-4602','S192-18','duqZTU', 'MB')
('AC04652-2022-11-02-4568','A254-14','bJlBPKcRnSAwAVB', 'LB')
('AC12058-2022-11-01-4623','A257-15','rgupU', 'UB')
('SL12058-2022-11-01-4609','S193-1','MlwFKEcY', 'LB')
('SL04652-2022-11-01-4632','S193-24','EktFZNQOJ', 'SU')
('SL04652-2022-11-01-4633','S194-1','NSXrpnRlGN', 'LB')
('SL22517-2022-11-01-4635','S194-3','yxiKZex', 'UB')
