('SL22517-2022-11-01-54','S3-6','QLiOgNepLHnRe', 'UB')
('SL22517-2022-11-01-2784','S116-24','PaXLVV', 'SU')
('AC22517-2022-11-02-2799','A156-9','nAPpi', 'UB')
('AC22517-2022-11-02-2800','A156-10','g', 'UB')
('AC12058-2022-11-01-2758','A154-4','RWMnkOa', 'UB')
('SL12058-2022-11-01-2736','S114-24','ykyeJCDlDXD', 'SU')
('AC22517-2022-11-01-2873','A160-11','kYtbUGjI', 'SL')
('AC22517-2022-11-01-2874','A160-12','tvAEDCzo', 'SU')
('AC22517-2022-11-02-2803','A156-13','rpCicY', 'LB')
('SL04652-2022-11-02-2817','S118-9','eBUVaUKRMQ', 'LB')
('AC04652-2022-11-02-2803','A156-13','GEFtOGgVcfcb', 'LB')
('SL22517-2022-11-01-2849','S119-17','syTy', 'LB')
('AC04652-2022-11-01-2946','A164-12','Xkdwu', 'SU')
('AC04652-2022-11-01-2949','A164-15','uXbNfPACMToa', 'UB')
('SL04652-2022-11-01-2824','S118-16','vV', 'SU')
('AC22517-2022-11-01-2912','A162-14','lOu', 'LB')
('SL12058-2022-11-01-2764','S116-4','ndDZXkciYLLCW', 'LB')
('AC04652-2022-11-02-2834','A158-8','OwiVdfQce', 'LB')
('AC22517-2022-11-02-2850','A159-6','fLdrbHsoy', 'SU')
('SL04652-2022-11-01-2935','S123-7','cxdGhlDBTUjqnto', 'SL')
('AC12058-2022-11-01-2902','A162-4','pV', 'UB')
('AC22517-2022-11-02-2939','A164-5','EICmRmad', 'SL')
('AC04652-2022-11-02-2942','A164-8','XBEukOBCnQ', 'LB')
('SL22517-2022-11-02-2935','S123-7','rLKSOsKYEBePUEyQ', 'SL')
('SL22517-2022-11-02-2937','S123-9','XHSBxaATdCWcG', 'LB')
('SL04652-2022-11-02-3012','S126-12','Dcjr', 'LB')
('AC04652-2022-11-02-2957','A165-5','bCZoCjqduQQszgH', 'SL')
('SL22517-2022-11-02-2944','S123-16','ywyjIrbjsWFAsxy', 'SU')
('AC22517-2022-11-01-3121','A174-7','xWevJOAeuNvmfV', 'LB')
('SL04652-2022-11-02-3103','S130-7','OEFLTROggVMvj', 'SL')
('SL22517-2022-11-01-3069','S128-21','NxUP', 'MB')
('SL22517-2022-11-02-3024','S126-24','GoU', 'SU')
('AC04652-2022-11-01-3191','A178-5','jKHhTUFnPGQpcf', 'SL')
('AC22517-2022-11-02-3095','A172-17','nMeDafhDQ', 'SL')
('SL22517-2022-11-01-3081','S129-9','L', 'LB')
('SL12058-2022-11-01-3007','S126-7','X', 'SL')
('AC04652-2022-11-01-3207','A179-3','fVbSnXHqMHFoGla', 'UB')
('SL04652-2022-11-01-3101','S130-5','FVuxynrUjwbSynNR', 'MB')
('AC04652-2022-11-01-3210','A179-6','PuJWLcJo', 'SU')
('AC22517-2022-11-02-3106','A173-10','TMBLUkw', 'UB')
('AC04652-2022-11-01-3212','A179-8','jllQtokfqfGwv', 'LB')
('SL22517-2022-11-02-3048','S127-24','PDW', 'SU')
('AC22517-2022-11-01-3152','A176-2','HBUJm', 'LB')
('SL04652-2022-11-01-3109','S130-13','RFlSuoFPFD', 'MB')
('AC12058-2022-11-01-3046','A170-4','OyxPvDnhU', 'UB')
('SL04652-2022-11-01-3118','S130-22','vcvluwyXasyCPI', 'UB')
('SL12058-2022-11-01-3028','S127-4','h', 'LB')
('AC04652-2022-11-01-3244','A181-4','LkCyxsbyloZPKM', 'UB')
('SL04652-2022-11-02-3169','S133-1','OIPHEwMXEYbNC', 'LB')
('SL04652-2022-11-02-3171','S133-3','WgfOJIkJRm', 'UB')
('SL12058-2022-11-01-3049','S128-1','rGFjtjqYYCR', 'LB')
('AC04652-2022-11-01-3247','A181-7','lccjgnuvjr', 'LB')
('AC22517-2022-11-01-3177','A177-9','gSYYGDIUaFlcPm', 'UB')
('AC04652-2022-11-02-3162','A176-12','wwzaehATmMhAP', 'SU')
('SL04652-2022-11-02-3218','S135-2','wpkJ', 'MB')
('SL04652-2022-11-02-3284','S137-20','rJq', 'LB')
('AC22517-2022-11-01-3271','A182-13','pCxLGmE', 'LB')
('SL22517-2022-11-02-3180','S133-12','sDCwPqzG', 'LB')
('AC22517-2022-11-02-3230','A180-8','YDbiaf', 'LB')
('SL22517-2022-11-02-3182','S133-14','XuE', 'UB')
('AC04652-2022-11-01-3344','A186-14','gqA', 'LB')
('AC04652-2022-11-01-3346','A186-16','UE', 'UB')
('SL22517-2022-11-01-3204','S134-12','WxLkx', 'LB')
('AC22517-2022-11-02-3236','A180-14','Kkajx', 'LB')
('SL12058-2022-11-01-3154','S132-10','YUGihAj', 'MB')
('AC22517-2022-11-01-3281','A183-5','vpCvPCKIl', 'SL')
('SL12058-2022-11-01-3156','S132-12','AGPCzvIfC', 'LB')
('AC12058-2022-11-01-3194','A178-8','aAlpTi', 'LB')
('SL12058-2022-11-01-3158','S132-14','ygg', 'UB')
('AC04652-2022-11-02-3234','A180-12','feRgEjQkDu', 'SU')
('AC22517-2022-11-01-3286','A183-10','YziKo', 'UB')
('AC04652-2022-11-02-3237','A180-15','xTsAFyM', 'UB')
('AC22517-2022-11-02-3240','A180-18','kj', 'SU')
('AC22517-2022-11-02-3241','A181-1','I', 'LB')
('AC22517-2022-11-02-3244','A181-4','DpqGOAsxozqwV', 'UB')
('AC04652-2022-11-02-3243','A181-3','wRulQPP', 'UB')
('SL22517-2022-11-02-3202','S134-10','Pk', 'MB')
('SL04652-2022-11-01-3234','S135-18','LAoWdw', 'MB')
('AC04652-2022-11-01-3385','A189-1','GGFbBBIMaK', 'LB')
('SL12058-2022-11-01-3187','S133-19','due', 'UB')
('AC12058-2022-11-01-3217','A179-13','Le', 'LB')
('AC22517-2022-11-01-3318','A185-6','iHe', 'SU')
('AC12058-2022-11-01-3223','A180-1','kAwhpIEqOBdRt', 'LB')
('SL12058-2022-11-01-3193','S134-1','lMlotQR', 'LB')
('AC04652-2022-11-01-3392','A189-8','ZwhJHZPQsdQLk', 'LB')
('AC22517-2022-11-02-3267','A182-9','zOnFT', 'UB')
('SL22517-2022-11-01-3242','S136-2','tRjyjjcOvKlf', 'MB')
('SL12058-2022-11-01-3196','S134-4','vhYKSyyXac', 'LB')
('AC22517-2022-11-02-3272','A182-14','aYBthhDmGG', 'LB')
('SL22517-2022-11-01-3252','S136-12','nrcldBFzpiseTHuc', 'LB')
('AC04652-2022-11-01-3467','A193-11','UPykVgpOOxvQCQxD', 'SL')
('SL12058-2022-11-01-3267','S137-3','xITdobqtrqhUg', 'UB')
('AC04652-2022-11-01-3469','A193-13','Xsz', 'LB')
('SL22517-2022-11-01-3321','S139-9','KqLfs', 'LB')
('AC12058-2022-11-01-3292','A183-16','OP', 'UB')
('SL12058-2022-11-01-3311','S138-23','mOmrmIxrbVeEd', 'SL')
('SL12058-2022-11-01-3312','S138-24','mQEegy', 'SU')
('AC04652-2022-11-02-3388','A189-4','iP', 'UB')
('SL04652-2022-11-01-3398','S142-14','FiQsLlxQBdc', 'UB')
('AC04652-2022-11-01-3578','A199-14','yenAWadTGuHRspR', 'LB')
('SL22517-2022-11-01-3423','S143-15','DrTPM', 'SL')
('AC04652-2022-11-01-3582','A199-18','H', 'SU')
('SL22517-2022-11-02-3398','S142-14','rZdrqONiOHYFY', 'UB')
('AC22517-2022-11-01-3521','A196-11','VqPWwHyvmDe', 'SL')
('AC12058-2022-11-01-3396','A189-12','xLnD', 'SU')
('SL12058-2022-11-01-3397','S142-13','K', 'MB')
('AC12058-2022-11-01-3437','A191-17','JZyYLvnHrnor', 'SL')
('SL22517-2022-11-02-3424','S143-16','lexWMPIVxa', 'SU')
('SL22517-2022-11-02-3425','S143-17','wuFUDmgeXRXKlM', 'LB')
('AC12058-2022-11-01-3444','A192-6','nLNtg', 'SU')
('AC12058-2022-11-01-3458','A193-2','y', 'LB')
('AC22517-2022-11-02-3514','A196-4','VUlIwJXbg', 'UB')
('SL22517-2022-11-01-3487','S146-7','AHos', 'SL')
('SL22517-2022-11-01-3488','S146-8','NlkXbFILuIl', 'SU')
('AC04652-2022-11-01-3644','A203-8','zDoOFUctNQlN', 'LB')
('SL12058-2022-11-01-3451','S144-19','YPJTagBszXLw', 'UB')
('SL04652-2022-11-01-3528','S147-24','QN', 'SU')
('AC22517-2022-11-02-3556','A198-10','VXIHIAHuxCVGkMp', 'UB')
('SL04652-2022-11-02-3598','S150-22','MnEaqfEiCTQSQDP', 'UB')
('SL22517-2022-11-01-3536','S148-8','HRiECtkZmbpmXlXj', 'SU')
('SL22517-2022-11-01-3539','S148-11','tcNuBW', 'UB')
('AC04652-2022-11-01-3679','A205-7','fAfldN', 'LB')
('SL04652-2022-11-02-3604','S151-4','Tdo', 'LB')
('AC12058-2022-11-01-3515','A196-5','JBRw', 'SL')
('AC22517-2022-11-02-3589','A200-7','FRnzyFNAsmx', 'LB')
('AC22517-2022-11-02-3590','A200-8','pdSqGDGIQzGESDkk', 'LB')
('SL12058-2022-11-01-3518','S147-14','Mfn', 'UB')
('AC22517-2022-11-01-3687','A205-15','MxrDZZvXeGt', 'UB')
('SL22517-2022-11-01-3618','S151-18','AqMMydYpIMsruY', 'MB')
('SL12058-2022-11-01-3524','S147-20','QKQVuvDvgVyFMCEs', 'LB')
('SL04652-2022-11-02-3673','S154-1','iIzISzzvyuasGFX', 'LB')
('AC12058-2022-11-01-3603','A201-3','miXciwzYmSeJKV', 'UB')
('SL04652-2022-11-01-3588','S150-12','tMOTOyZs', 'LB')
('SL12058-2022-11-01-3538','S148-10','QR', 'MB')
('SL22517-2022-11-01-3631','S152-7','dxMJVhVpLaZtpeO', 'SL')
('AC04652-2022-11-02-3625','A202-7','qQxNzf', 'LB')
('AC22517-2022-11-01-3706','A206-16','bFITdsvFLmlWNbzb', 'UB')
('AC04652-2022-11-01-3769','A210-7','tLLpuqPDYI', 'LB')
('AC12058-2022-11-01-3618','A201-18','MsXpKfuVwoDp', 'SU')
('SL04652-2022-11-02-3687','S154-15','hQnddr', 'SL')
('SL12058-2022-11-01-3549','S148-21','HXqTZxX', 'MB')
('SL22517-2022-11-02-3576','S149-24','xToVvJAmaiuzaeJ', 'SU')
('AC04652-2022-11-02-3644','A203-8','tLvks', 'LB')
('AC04652-2022-11-01-3779','A210-17','kRApMi', 'SL')
('AC12058-2022-11-01-3630','A202-12','xSUJOSi', 'SU')
('AC12058-2022-11-01-3670','A204-16','x', 'UB')
('SL04652-2022-11-01-3648','S152-24','WyzDtvLy', 'SU')
('AC04652-2022-11-01-3833','A213-17','HdzlTSSeTplju', 'SL')
('AC04652-2022-11-02-3691','A206-1','KVJMF', 'LB')
('SL22517-2022-11-01-3686','S154-14','aSpsVcJbBEhMhFk', 'UB')
('AC04652-2022-11-02-3692','A206-2','HGHU', 'LB')
('SL12058-2022-11-01-3596','S150-20','gY', 'LB')
('AC22517-2022-11-02-3721','A207-13','tUTS', 'LB')
('AC04652-2022-11-02-3701','A206-11','hzriCoKW', 'SL')
('SL12058-2022-11-01-3604','S151-4','sakzR', 'LB')
('SL12058-2022-11-01-3605','S151-5','AHVRxTzHnzv', 'MB')
('SL22517-2022-11-02-3625','S152-1','tFHrQgxuIeWi', 'LB')
('SL22517-2022-11-01-3699','S155-3','mi', 'UB')
('SL04652-2022-11-02-3757','S157-13','fEPCTKqAsPVgMG', 'MB')
('SL22517-2022-11-01-3700','S155-4','KHNMwCfxJVva', 'LB')
('AC04652-2022-11-01-3972','A221-12','VnIPzPOXHvculp', 'SU')
('SL22517-2022-11-02-3732','S156-12','kUSkoNYoirHhElHQ', 'LB')
('AC22517-2022-11-02-3844','A214-10','UwC', 'UB')
('AC22517-2022-11-02-3846','A214-12','YYQRrekxX', 'SU')
('AC04652-2022-11-02-3851','A214-17','HxQiKyMRJd', 'SL')
('AC22517-2022-11-01-3913','A218-7','cToVXhEMPpchk', 'LB')
('SL12058-2022-11-01-3724','S156-4','wiRHFSf', 'LB')
('AC22517-2022-11-02-3858','A215-6','JInyJizrEVNuAd', 'SU')
('SL04652-2022-11-01-3801','S159-9','bOFpdfhhm', 'LB')
('SL22517-2022-11-02-3814','S159-22','RDIcjBIlrNRPFD', 'UB')
('AC22517-2022-11-01-3985','A222-7','oeCm', 'LB')
('AC22517-2022-11-02-3909','A218-3','Cw', 'UB')
('AC12058-2022-11-01-3905','A217-17','YIcUNUI', 'SL')
('SL22517-2022-11-01-3892','S163-4','xmgAO', 'LB')
('AC22517-2022-11-02-3911','A218-5','uDjrtcMVgnZm', 'SL')
('SL22517-2022-11-01-3893','S163-5','zRfJCUUgKNjllEXP', 'MB')
('AC04652-2022-11-01-4179','A233-3','iCzbZZnb', 'UB')
('SL04652-2022-11-02-4041','S169-9','aFgZbtpS', 'LB')
('SL12058-2022-11-01-3889','S163-1','ZLnFlpueSBXHT', 'LB')
('SL04652-2022-11-02-4043','S169-11','E', 'UB')
('SL22517-2022-11-02-3933','S164-21','HiVBamCitokPRkyM', 'MB')
('AC12058-2022-11-01-4019','A224-5','g', 'SL')
('AC04652-2022-11-02-4032','A224-18','HUtUDJ', 'SU')
('AC04652-2022-11-02-4038','A225-6','cLSUivaVcffvBx', 'SU')
('AC04652-2022-11-01-4230','A235-18','Wnj', 'SU')
('SL22517-2022-11-02-3982','S166-22','vjtPcg', 'UB')
('SL22517-2022-11-01-4054','S169-22','apqlehWFXkZqDf', 'UB')
('AC04652-2022-11-01-4250','A237-2','csHH', 'LB')
('SL22517-2022-11-01-4056','S169-24','fbQNGdVwdlzR', 'SU')
('SL22517-2022-11-01-4058','S170-2','fBUl', 'MB')
('AC22517-2022-11-01-4149','A231-9','dM', 'UB')
('AC22517-2022-11-01-4150','A231-10','eRTuZz', 'UB')
('SL04652-2022-11-01-4024','S168-16','rQSGYVLGUmQmC', 'SU')
('AC12058-2022-11-01-4091','A228-5','uCpYUP', 'SL')
('SL22517-2022-11-02-3995','S167-11','Vghk', 'UB')
('SL12058-2022-11-01-3966','S166-6','AHMDsEB', 'UB')
('SL12058-2022-11-01-3967','S166-7','StUBa', 'SL')
('AC12058-2022-11-01-4101','A228-15','xhlEcleHW', 'UB')
('SL04652-2022-11-02-4106','S172-2','nbafNAjwbeUw', 'MB')
('AC12058-2022-11-01-4104','A228-18','YQoeMgQCNCKiKJV', 'SU')
('AC22517-2022-11-02-4086','A227-18','wJpFmxdBn', 'SU')
('AC22517-2022-11-02-4087','A228-1','msaFXVCqWoktBNH', 'LB')
('AC04652-2022-11-02-4155','A231-15','JgmQmGBVMjxGcox', 'UB')
('SL04652-2022-11-01-4070','S170-14','GrRBLtShnxHl', 'UB')
('AC22517-2022-11-02-4129','A230-7','sFAsqJAndVgObm', 'LB')
('AC22517-2022-11-01-4221','A235-9','foylZSRZVteT', 'UB')
('AC22517-2022-11-02-4144','A231-4','ScIgjLiQTTDJrAWa', 'UB')
('SL04652-2022-11-01-4095','S171-15','tMoz', 'SL')
('AC22517-2022-11-01-4288','A239-4','qnqYFamdnJxQo', 'UB')
('AC22517-2022-11-01-4317','A240-15','ksUsDH', 'UB')
('SL12058-2022-11-01-4125','S172-21','zuRaxzq', 'MB')
('AC22517-2022-11-02-4247','A236-17','VAbupZbr', 'SL')
('SL04652-2022-11-01-4195','S175-19','EgVpi', 'UB')
('SL12058-2022-11-01-4134','S173-6','ROmDETQTpqEC', 'UB')
('SL22517-2022-11-02-4178','S175-2','ZgEiwnuRag', 'MB')
('AC12058-2022-11-01-4276','A238-10','qQlsocvvCbGL', 'UB')
('AC22517-2022-11-02-4266','A237-18','pCNLZuJz', 'SU')
('SL04652-2022-11-01-4208','S176-8','qwM', 'SU')
('SL22517-2022-11-01-4229','S177-5','aeUC', 'MB')
('AC12058-2022-11-01-4278','A238-12','HoLbBInNwR', 'SU')
('SL04652-2022-11-02-4274','S179-2','gLtis', 'MB')
('AC22517-2022-11-02-4278','A238-12','iNYgJwl', 'SU')
('AC04652-2022-11-01-4464','A248-18','ipMurmqJ', 'SU')
('SL22517-2022-11-01-4242','S177-18','zNPdnocWFlIxua', 'MB')
('SL12058-2022-11-01-4165','S174-13','bZPQBJ', 'MB')
('AC22517-2022-11-01-4379','A244-5','mv', 'SL')
('SL22517-2022-11-01-4269','S178-21','XuEvUImwHhD', 'MB')
('SL12058-2022-11-01-4206','S176-6','z', 'UB')
('AC22517-2022-11-02-4327','A241-7','GLautLEpyBDeb', 'LB')
('SL04652-2022-11-01-4264','S178-16','UoBGoLT', 'SU')
('SL12058-2022-11-01-4209','S176-9','UH', 'LB')
('SL12058-2022-11-01-4210','S176-10','oEM', 'MB')
('AC04652-2022-11-02-4350','A242-12','MyR', 'SU')
('SL04652-2022-11-02-4325','S181-5','quOac', 'MB')
('AC12058-2022-11-01-4346','A242-8','gxAzwJSd', 'LB')
('AC22517-2022-11-01-4397','A245-5','hBGxp', 'SL')
('AC22517-2022-11-02-4335','A241-15','hSEEOJCopT', 'UB')
('AC22517-2022-11-01-4399','A245-7','LKdzXWUQoyNp', 'LB')
('SL22517-2022-11-01-4295','S179-23','ePkVLksVgfcvJ', 'SL')
('SL22517-2022-11-01-4296','S179-24','hUigEvmEE', 'SU')
('SL04652-2022-11-02-4329','S181-9','cVPrB', 'LB')
('AC12058-2022-11-01-4350','A242-12','faw', 'SU')
('AC04652-2022-11-02-4361','A243-5','xsfjAOPzyQabT', 'SL')
('AC04652-2022-11-01-4517','A251-17','jOBYGRMKaLADyC', 'SL')
('SL22517-2022-11-02-4251','S178-3','qkHrwGwHTThss', 'UB')
('SL12058-2022-11-01-4226','S177-2','MUgIeFMhMkWjdx', 'MB')
('SL04652-2022-11-01-4288','S179-16','PIeJvMxJjux', 'SU')
('AC22517-2022-11-01-4421','A246-11','Ji', 'SL')
('SL22517-2022-11-02-4260','S178-12','dVJFM', 'LB')
('SL12058-2022-11-01-4241','S177-17','gnkygn', 'LB')
('AC04652-2022-11-02-4373','A243-17','gQgHE', 'SL')
('AC22517-2022-11-01-4431','A247-3','leiqu', 'UB')
('AC04652-2022-11-01-4534','A252-16','rJOYufSEADY', 'UB')
('AC04652-2022-11-02-4377','A244-3','HHoezk', 'UB')
('AC04652-2022-11-02-4394','A245-2','nSHvK', 'LB')
('AC04652-2022-11-02-4395','A245-3','hZtSKqfJ', 'UB')
('SL04652-2022-11-01-4307','S180-11','SegX', 'UB')
('SL04652-2022-11-02-4354','S182-10','nbO', 'MB')
('AC12058-2022-11-01-4382','A244-8','aaWEjhfee', 'LB')
('SL12058-2022-11-01-4257','S178-9','pFcCTkYHDEWhB', 'LB')
('AC04652-2022-11-01-4546','A253-10','YJvD', 'UB')
('SL22517-2022-11-02-4280','S179-8','tHQQ', 'SU')
('AC22517-2022-11-02-4380','A244-6','TjRTMlZhhCD', 'SU')
('SL12058-2022-11-01-4259','S178-11','sUdcHpSd', 'UB')
('AC22517-2022-11-02-4382','A244-8','faqwVxXpHFuw', 'LB')
('SL04652-2022-11-02-4356','S182-12','shYpirnvFpv', 'LB')
('SL12058-2022-11-01-4262','S178-14','qaZLyAEoTRSROP', 'UB')
('SL04652-2022-11-02-4358','S182-14','hvEIvhXLBKHoveY', 'UB')
('AC12058-2022-11-01-4391','A244-17','SNWQAUzapJkgZqx', 'SL')
('SL22517-2022-11-02-4285','S179-13','EnEWzTsdgnxomnxs', 'MB')
('SL04652-2022-11-02-4362','S182-18','JKD', 'MB')
('AC04652-2022-11-01-4552','A253-16','DB', 'UB')
('AC04652-2022-11-01-4553','A253-17','PDuWrRj', 'SL')
('SL12058-2022-11-01-4265','S178-17','WeNgQbLLUueIn', 'LB')
('SL04652-2022-11-01-4322','S181-2','MvgfFSIIyoFZYnaZ', 'MB')
('AC22517-2022-11-02-4389','A244-15','HZmXPltdvrydtX', 'UB')
('SL22517-2022-11-02-4289','S179-17','JrcPkaw', 'LB')
('AC12058-2022-11-01-4401','A245-9','ZdqqRibeoPCibEN', 'UB')
('AC04652-2022-11-01-4555','A254-1','BOci', 'LB')
('AC22517-2022-11-02-4392','A244-18','wrHsoTIKTmSsyS', 'SU')
('AC04652-2022-11-02-4415','A246-5','sMFpJxcIldcN', 'SL')
('AC22517-2022-11-02-4396','A245-4','GORsxhwsryo', 'UB')
('SL22517-2022-11-02-4296','S179-24','FQ', 'SU')
('SL04652-2022-11-02-4373','S183-5','wRqOZShjTersnr', 'MB')
('AC22517-2022-11-02-4399','A245-7','yJEfcJLxEYedx', 'LB')
('AC04652-2022-11-02-4418','A246-8','u', 'LB')
('AC04652-2022-11-02-4419','A246-9','OXtNCOmxrG', 'UB')
('SL22517-2022-11-01-4341','S181-21','BPsfo', 'MB')
('SL04652-2022-11-02-4378','S183-10','losxfRkaqGdz', 'MB')
('SL22517-2022-11-02-4299','S180-3','nMABaRITXo', 'UB')
('SL12058-2022-11-01-4278','S179-6','HaNRk', 'UB')
('AC12058-2022-11-01-4410','A245-18','jU', 'SU')
('SL22517-2022-11-02-4304','S180-8','rHlMVaMdlJtCN', 'SU')
('SL12058-2022-11-01-4285','S179-13','dtyprwW', 'MB')
('SL04652-2022-11-02-4391','S183-23','TUcCUpdWpkvmblaf', 'SL')
('AC22517-2022-11-02-4426','A246-16','lnWAKOPZGMrRWL', 'UB')
('SL04652-2022-11-01-4351','S182-7','Cp', 'SL')
('AC04652-2022-11-02-4441','A247-13','VlBq', 'LB')
('SL12058-2022-11-01-4301','S180-5','kwlFZxgYNtLpVGIY', 'MB')
('AC22517-2022-11-01-4480','A249-16','PtURbdwyJhNPaVCl', 'UB')
('SL04652-2022-11-01-4355','S182-11','bby', 'UB')
('AC04652-2022-11-01-4620','A257-12','cZ', 'SU')
('AC22517-2022-11-02-4458','A248-12','UXf', 'SU')
('SL04652-2022-11-02-4432','S185-16','cWZqwOsos', 'SU')
('SL12058-2022-11-01-4343','S181-23','fCGAS', 'SL')
('AC12058-2022-11-01-4473','A249-9','JaCZXRPLHaYiqYnv', 'UB')
('AC12058-2022-11-01-4474','A249-10','LvkfoXizxQotA', 'UB')
('AC22517-2022-11-01-4525','A252-7','rONrdTx', 'LB')
('AC12058-2022-11-01-4479','A249-15','iAjiIaBjYhOy', 'UB')
('SL22517-2022-11-02-4372','S183-4','RGNPiDs', 'LB')
('AC22517-2022-11-01-4532','A252-14','GUagMzy', 'LB')
('SL04652-2022-11-02-4458','S186-18','JzrmsZPyzETGsPy', 'MB')
('AC22517-2022-11-02-4521','A252-3','vMmbvWNmeXWlgdg', 'UB')
('AC04652-2022-11-01-4686','A261-6','APuDLvfAvGASmYO', 'SU')
('AC22517-2022-11-01-4570','A254-16','wq', 'UB')
('AC22517-2022-11-01-4571','A254-17','icrFrjIAwvu', 'SL')
('SL04652-2022-11-02-4492','S188-4','RCiSZixycVGRYm', 'LB')
('SL22517-2022-11-02-4411','S184-19','kCr', 'UB')
('SL22517-2022-11-02-4412','S184-20','qZdreY', 'LB')
('SL22517-2022-11-01-4452','S186-12','zmYAU', 'LB')
('AC22517-2022-11-01-4573','A255-1','BhjQGdpDHrZYiAL', 'LB')
('SL04652-2022-11-02-4497','S188-9','KaAXVoVXDxSRrqv', 'LB')
('SL12058-2022-11-01-4399','S184-7','gxTGFs', 'SL')
('SL22517-2022-11-02-4414','S184-22','PpIec', 'UB')
('SL22517-2022-11-02-4416','S184-24','h', 'SU')
('AC22517-2022-11-02-4536','A252-18','KTygNyThWhJw', 'SU')
('SL04652-2022-11-01-4454','S186-14','oSJEzQszrswnaEqK', 'UB')
('SL22517-2022-11-02-4449','S186-9','gucPzJBAmB', 'LB')
('SL22517-2022-11-01-4491','S188-3','qCfxHhHO', 'UB')
('SL04652-2022-11-02-4539','S190-3','lrtYv', 'UB')
('SL22517-2022-11-01-4493','S188-5','ljjeiTiCGtKqct', 'MB')
('SL22517-2022-11-01-4494','S188-6','CjcMVTh', 'UB')
('SL22517-2022-11-02-4464','S186-24','ZaCgZXAejvbkRf', 'SU')
('AC12058-2022-11-01-4572','A254-18','UjYNqYTOudsM', 'SU')
('SL04652-2022-11-02-4551','S190-15','zUmHAI', 'SL')
('SL04652-2022-11-01-4503','S188-15','c', 'SL')
('AC04652-2022-11-02-4585','A255-13','RQxVHPfd', 'LB')
('AC04652-2022-11-01-4752','A264-18','T', 'SU')
('AC04652-2022-11-01-4753','A265-1','lPrLjYq', 'LB')
('SL22517-2022-11-01-4509','S188-21','apUF', 'MB')
('SL04652-2022-11-01-4508','S188-20','kReIvyPBQ', 'LB')
('SL12058-2022-11-01-4466','S187-2','ASoR', 'MB')
('AC12058-2022-11-01-4585','A255-13','laCtplEOR', 'LB')
('AC12058-2022-11-01-4586','A255-14','w', 'LB')
('AC04652-2022-11-02-4598','A256-8','jYRGbTUNcKv', 'LB')
('SL04652-2022-11-01-4515','S189-3','oDeBhSDgMvryvlM', 'UB')
('SL04652-2022-11-01-4516','S189-4','VPqUlBSNsqNFmgZ', 'LB')
('AC04652-2022-11-01-4768','A265-16','HhDANOOX', 'UB')
('SL22517-2022-11-02-4483','S187-19','KoPP', 'UB')
('SL04652-2022-11-02-4573','S191-13','iPdpYiadB', 'MB')
('SL12058-2022-11-01-4479','S187-15','xVfTCoI', 'SL')
('SL22517-2022-11-01-4525','S189-13','DQxLMIX', 'MB')
('AC04652-2022-11-02-4608','A256-18','ayPR', 'SU')
('SL22517-2022-11-02-4488','S187-24','fPyfNTI', 'SU')
('AC22517-2022-11-02-4650','A259-6','MWREPLA', 'SU')
('AC22517-2022-11-02-4662','A259-18','d', 'SU')
('SL22517-2022-11-01-4549','S190-13','yIbGvKYBIlaU', 'MB')
('AC04652-2022-11-01-4808','A268-2','xrCai', 'LB')
('SL04652-2022-11-01-4561','S191-1','gmrGmfLrEBReoGmD', 'LB')
('SL22517-2022-11-02-4526','S189-14','FQaWP', 'UB')
('SL12058-2022-11-01-4521','S189-9','CsGRAYiCwUCcrM', 'LB')
('AC22517-2022-11-01-4670','A260-8','H', 'LB')
('SL04652-2022-11-02-4619','S193-11','PSxfkHwnpUypU', 'UB')
('SL04652-2022-11-02-4622','S193-14','xtSaHIRrwckGd', 'UB')
('AC22517-2022-11-02-4683','A261-3','MGWu', 'UB')
('SL22517-2022-11-02-4544','S190-8','D', 'SU')
('AC04652-2022-11-01-4846','A270-4','gCYqIZ', 'UB')
('SL22517-2022-11-02-4553','S190-17','tFOPIeqT', 'LB')
('AC04652-2022-11-01-4849','A270-7','JFeOwZYtiZMJ', 'LB')
('AC04652-2022-11-02-4668','A260-6','NKLArF', 'SU')
('SL22517-2022-11-01-4583','S191-23','yTESiMmSNTlfYG', 'SL')
('SL04652-2022-11-01-4594','S192-10','ySvAoZxrpspeRL', 'MB')
('SL12058-2022-11-01-4557','S190-21','d', 'MB')
('SL22517-2022-11-02-4563','S191-3','VbFbaeyaUaOxJWI', 'UB')
('AC04652-2022-11-02-4671','A260-9','IZIX', 'UB')
('SL22517-2022-11-02-4572','S191-12','FHfvFWyb', 'LB')
('AC12058-2022-11-01-4674','A260-12','wKGKcdOBxsgQwQ', 'SU')
('AC04652-2022-11-01-4875','A271-15','kaabwmu', 'UB')
('AC04652-2022-11-02-4691','A261-11','HSwhORPTuWTpn', 'SL')
('AC04652-2022-11-01-4885','A272-7','bVKz', 'LB')
('AC22517-2022-11-02-4741','A264-7','OJoz', 'LB')
('SL04652-2022-11-02-4662','S195-6','ultYJRsiFMZF', 'UB')
('AC22517-2022-11-02-4743','A264-9','nqzmxmtyYXETMugB', 'UB')
('AC04652-2022-11-02-4698','A261-18','NzBxa', 'SU')
('SL04652-2022-11-01-4620','S193-12','TfrlRPPO', 'LB')
('AC22517-2022-11-01-4716','A262-18','jGwx', 'SU')
('AC04652-2022-11-02-4700','A262-2','EUsMXmKLP', 'LB')
('SL04652-2022-11-01-4622','S193-14','WTCFGGyNWW', 'UB')
