('SL22517-2022-11-01-2582','S108-14','zxiViaW', 'UB')
('AC12058-2022-11-01-9385','A522-7','yuEqxDnkrSb', 'LB')
('SL04652-2022-11-02-9324','S389-12','FQkO', 'LB')
('SL22517-2022-11-01-9274','S387-10','QQxCHZ', 'MB')
('AC12058-2022-11-01-9398','A523-2','EekdjLPtoUwPofC', 'LB')
('AC12058-2022-11-01-9399','A523-3','Hue', 'UB')
('SL04652-2022-11-02-9331','S389-19','HgKZVAdsDzi', 'UB')
('AC04652-2022-11-02-9449','A525-17','wrNxuucoaSuOFFFR', 'SL')
('AC22517-2022-11-01-9425','A524-11','P', 'SL')
('SL22517-2022-11-02-9331','S389-19','plrR', 'UB')
('AC04652-2022-11-02-9451','A526-1','ZQ', 'LB')
('SL12058-2022-11-01-9216','S384-24','Bypn', 'SU')
('SL22517-2022-11-01-9294','S388-6','ElEFoLYfmQGIMJxn', 'UB')
('SL12058-2022-11-01-9219','S385-3','NtZXJCtGior', 'UB')
('SL12058-2022-11-01-9242','S386-2','YOYxBrTvf', 'MB')
('SL12058-2022-11-01-9243','S386-3','JmjmsnPfrjY', 'UB')
('SL04652-2022-11-01-9363','S391-3','okaVevUrHUYa', 'UB')
('AC22517-2022-11-01-9469','A527-1','xiD', 'LB')
('SL22517-2022-11-01-9329','S389-17','ZZy', 'LB')
('SL22517-2022-11-01-9330','S389-18','cieVdvnPaegXdwtc', 'MB')
('AC04652-2022-11-02-9492','A528-6','MzYW', 'SU')
('AC22517-2022-11-02-9487','A528-1','mewHcu', 'LB')
('AC04652-2022-11-02-9501','A528-15','GXKwVqruthCSH', 'UB')
('AC22517-2022-11-01-9486','A527-18','Nc', 'SU')
('SL04652-2022-11-02-9393','S392-9','uIaTrpxFhz', 'LB')
('SL12058-2022-11-01-9276','S387-12','fCss', 'LB')
('AC22517-2022-11-02-9500','A528-14','tniWF', 'LB')
('SL22517-2022-11-01-9345','S390-9','OBsEnx', 'LB')
('SL12058-2022-11-01-9277','S387-13','lxxBtBXfh', 'MB')
('SL04652-2022-11-02-9396','S392-12','noOvlGUmtrzA', 'LB')
('AC12058-2022-11-01-9495','A528-9','HCdUlymuMZbps', 'UB')
('SL22517-2022-11-02-9414','S393-6','BEbIXhLTHFzblnL', 'UB')
('SL04652-2022-11-02-9418','S393-10','kdn', 'MB')
('SL22517-2022-11-01-9360','S390-24','SWvJVwFJBfU', 'SU')
('AC22517-2022-11-02-9522','A529-18','MyMPmfyIcDzppMph', 'SU')
('AC22517-2022-11-02-9530','A530-8','a', 'LB')
('AC12058-2022-11-01-9520','A529-16','SN', 'UB')
('SL22517-2022-11-01-9380','S391-20','wqHIePwWu', 'LB')
('AC04652-2022-11-01-9803','A545-11','sLt', 'SL')
('SL22517-2022-11-02-9447','S394-15','xgmJJJXwLErzgTX', 'SL')
('AC04652-2022-11-01-9808','A545-16','t', 'UB')
('AC04652-2022-11-02-9561','A532-3','NgIFMlefSobSO', 'UB')
('SL22517-2022-11-01-9392','S392-8','tf', 'SU')
('SL04652-2022-11-02-9471','S395-15','QueiEceNjr', 'SL')
('SL12058-2022-11-01-9339','S390-3','ydpJEfVEbmuX', 'UB')
('AC22517-2022-11-02-9574','A532-16','cszmpyfErkddsX', 'UB')
('SL22517-2022-11-01-9405','S392-21','dNNTTlGGpiCWN', 'MB')
('SL04652-2022-11-02-9473','S395-17','JoMbTqwleYu', 'LB')
('AC12058-2022-11-01-9554','A531-14','VwZq', 'LB')
('AC04652-2022-11-02-9578','A533-2','ZfGcAEoyZmNZgnl', 'LB')
('AC22517-2022-11-02-9582','A533-6','QKu', 'SU')
('AC12058-2022-11-01-9563','A532-5','ctXyhtVzF', 'SL')
('SL22517-2022-11-01-9418','S393-10','kinf', 'MB')
('AC04652-2022-11-02-9582','A533-6','ozUr', 'SU')
('AC12058-2022-11-01-9565','A532-7','wTBCtscxWj', 'LB')
('SL04652-2022-11-01-9461','S395-5','BneglrBJBvP', 'MB')
('AC12058-2022-11-01-9569','A532-11','DFbLUTh', 'SL')
('SL04652-2022-11-01-9463','S395-7','XuLeHoSZAyQMpkOj', 'SL')
('AC04652-2022-11-01-9869','A549-5','WJX', 'SL')
('SL04652-2022-11-02-9573','S399-21','divbqkZbkpE', 'MB')
('AC04652-2022-11-02-9674','A538-8','GKJseQU', 'LB')
('SL04652-2022-11-01-9562','S399-10','p', 'MB')
('AC22517-2022-11-01-9654','A537-6','kOickxm', 'SU')
('AC04652-2022-11-01-9935','A552-17','LzOTmjauITo', 'SL')
('AC22517-2022-11-01-9667','A538-1','kPZxIGylNyN', 'LB')
('SL22517-2022-11-02-9601','S401-1','jFOEYHwCPPxE', 'LB')
('SL04652-2022-11-02-9588','S400-12','ZfgObhNcUWscw', 'LB')
('SL22517-2022-11-01-9534','S398-6','oyMabg', 'UB')
('SL12058-2022-11-01-9462','S395-6','bqcPuf', 'UB')
('SL22517-2022-11-02-9606','S401-6','GzlhmVC', 'UB')
('SL04652-2022-11-01-9593','S400-17','fDuXtEVpJzpACsuT', 'LB')
('AC22517-2022-11-02-9737','A541-17','IXNADjhdBFss', 'SL')
('SL04652-2022-11-02-9614','S401-14','Bvb', 'UB')
('AC22517-2022-11-01-9702','A539-18','AZvoYvY', 'SU')
('AC04652-2022-11-02-9716','A540-14','mlrpkzrr', 'LB')
('AC22517-2022-11-01-9711','A540-9','eVCugybH', 'UB')
('SL22517-2022-11-01-9558','S399-6','eLuy', 'UB')
('AC04652-2022-11-02-9723','A541-3','VLkO', 'UB')
('AC12058-2022-11-01-9736','A541-16','rffP', 'UB')
('AC12058-2022-11-01-9737','A541-17','zRPUOHMdFwK', 'SL')
('AC22517-2022-11-01-9717','A540-15','VaxgLNG', 'UB')
('AC12058-2022-11-01-9739','A542-1','hvXEQyuqCk', 'LB')
('AC22517-2022-11-02-9758','A543-2','PnNIfQC', 'LB')
('AC22517-2022-11-01-9723','A541-3','g', 'UB')
('SL12058-2022-11-01-9494','S396-14','YCqvKUOCeowstBlc', 'UB')
('SL04652-2022-11-02-9634','S402-10','ptyX', 'MB')
('SL22517-2022-11-02-9659','S403-11','CA', 'UB')
('AC22517-2022-11-02-9769','A543-13','HPxBP', 'LB')
('AC04652-2022-11-01-9987','A555-15','oALsGxkpDeWZbupD', 'UB')
('SL22517-2022-11-01-9575','S399-23','hSzfb', 'SL')
('SL22517-2022-11-01-9576','S399-24','XHDkJIZ', 'SU')
('SL22517-2022-11-01-9577','S400-1','nVhqHKKggvmdX', 'LB')
('AC22517-2022-11-02-9772','A543-16','fdciktCoF', 'UB')
('AC22517-2022-11-02-9774','A543-18','lVjstgw', 'SU')
('SL12058-2022-11-01-9499','S396-19','QwNLQS', 'UB')
('AC22517-2022-11-02-9776','A544-2','PdKQ', 'LB')
('SL04652-2022-11-02-9645','S402-21','YBWkXnfJbnbmCDw', 'MB')
('AC22517-2022-11-02-9779','A544-5','qxabdEsEQaIZiNp', 'SL')
('AC22517-2022-11-02-9786','A544-12','wJiSxonckq', 'SU')
('AC04652-2022-11-01-10004','A556-14','Wp', 'LB')
('SL04652-2022-11-02-9657','S403-9','hIIg', 'LB')
('AC22517-2022-11-01-9747','A542-9','TVHwqWpbcEpL', 'UB')
('SL12058-2022-11-01-9523','S397-19','adPuzhP', 'UB')
('SL22517-2022-11-02-9772','S408-4','aKdTtNkCIe', 'LB')
('SL04652-2022-11-02-9745','S407-1','qIOqlhLLT', 'LB')
('SL04652-2022-11-01-9743','S406-23','Q', 'SL')
('SL12058-2022-11-01-9609','S401-9','cNNONHaJZYFYv', 'LB')
('AC22517-2022-11-01-9860','A548-14','SB', 'LB')
('AC04652-2022-11-02-9872','A549-8','rBgdYzRXlddrUulB', 'LB')
('SL04652-2022-11-01-9757','S407-13','RLboLlgmxifbQ', 'MB')
('AC04652-2022-11-02-9877','A549-13','lRMXZMtysE', 'LB')
('SL22517-2022-11-01-9694','S404-22','BIVGDSarB', 'UB')
('SL22517-2022-11-02-9793','S409-1','XZseeGvdSytkAKeF', 'LB')
('AC22517-2022-11-02-9897','A550-15','ZRqUgBkN', 'UB')
('AC22517-2022-11-02-9898','A550-16','ySowCoM', 'UB')
('AC12058-2022-11-01-9904','A551-4','iuMiNQZOlRljH', 'UB')
('AC12058-2022-11-01-9906','A551-6','vBhDcu', 'SU')
('AC22517-2022-11-02-9936','A552-18','CHpuvRcyU', 'SU')
('SL22517-2022-11-01-9738','S406-18','poCyMUiSKDKZ', 'MB')
('SL22517-2022-11-02-9842','S411-2','Gt', 'MB')
('AC04652-2022-11-01-10145','A564-11','Sg', 'SL')
('AC12058-2022-11-01-9913','A551-13','hnl', 'LB')
('SL04652-2022-11-01-9812','S409-20','Hh', 'LB')
('AC22517-2022-11-02-9951','A553-15','P', 'UB')
('AC22517-2022-11-02-9952','A553-16','PhkiKf', 'UB')
('SL04652-2022-11-02-9818','S410-2','yfK', 'MB')
('SL04652-2022-11-01-9818','S410-2','okLQIaGXfnHmwf', 'MB')
('SL12058-2022-11-01-9677','S404-5','yakCmYj', 'MB')
('SL04652-2022-11-02-9820','S410-4','dnCRs', 'LB')
('AC22517-2022-11-01-9923','A552-5','mFQFrNStkvFTbzPk', 'SL')
('AC22517-2022-11-01-9957','A554-3','KWKHRjx', 'UB')
('AC04652-2022-11-02-9987','A555-15','DQdXlISxaEQ', 'UB')
('AC12058-2022-11-01-9969','A554-15','veTwHXfTIz', 'UB')
('SL22517-2022-11-01-9793','S409-1','ygxKCzX', 'LB')
('AC04652-2022-11-02-10023','A557-15','owl', 'UB')
('SL04652-2022-11-01-9893','S413-5','vBlqneFLcS', 'MB')
('SL22517-2022-11-02-9932','S414-20','JzQc', 'LB')
('SL22517-2022-11-02-9933','S414-21','qWPXaOAJ', 'MB')
('SL22517-2022-11-02-9934','S414-22','uDXNkVmXBqVwvjr', 'UB')
('AC04652-2022-11-02-10055','A559-11','jx', 'SL')
('SL12058-2022-11-01-9799','S409-7','gQm', 'SL')
('AC22517-2022-11-01-10033','A558-7','tdEmEnBIjHdvaduf', 'LB')
('AC04652-2022-11-01-10265','A571-5','kDWAYhIaH', 'SL')
('AC12058-2022-11-01-10064','A560-2','nPwmfWjbByBWw', 'LB')
('AC22517-2022-11-02-10093','A561-13','OLDNt', 'LB')
('AC12058-2022-11-01-10094','A561-14','XQTR', 'LB')
('SL04652-2022-11-02-10020','S418-12','qeIRukXYlafXNQsj', 'LB')
('SL04652-2022-11-01-9988','S417-4','OjfznFsmMtl', 'LB')
('SL22517-2022-11-02-10028','S418-20','ACmPSYJxDuKcJB', 'LB')
('AC22517-2022-11-02-10153','A565-1','VxYLFUKaskNlukRp', 'LB')
('AC22517-2022-11-02-10154','A565-2','zydKiZsKy', 'LB')
('SL04652-2022-11-01-9995','S417-11','zFIzWiXApzT', 'UB')
('AC22517-2022-11-01-10118','A563-2','urVKLr', 'LB')
('AC22517-2022-11-01-10119','A563-3','b', 'UB')
('SL12058-2022-11-01-9870','S412-6','BImtxHZ', 'UB')
('SL04652-2022-11-02-10031','S418-23','SmVQ', 'SL')
('SL12058-2022-11-01-9871','S412-7','XgbWKhOtMShbSeO', 'SL')
('SL04652-2022-11-02-10033','S419-1','rS', 'LB')
('SL22517-2022-11-01-9943','S415-7','hnOpYTR', 'SL')
('AC04652-2022-11-01-10350','A575-18','is', 'SU')
('AC04652-2022-11-02-10165','A565-13','FDBjE', 'LB')
('AC22517-2022-11-02-10180','A566-10','UwtLF', 'UB')
('AC22517-2022-11-01-10144','A564-10','lh', 'UB')
('SL04652-2022-11-01-10027','S418-19','ONWlIDMGILAOIj', 'UB')
('AC22517-2022-11-02-10182','A566-12','jAJVTGdAu', 'SU')
('SL22517-2022-11-02-10061','S420-5','mzPgmHRJtMZDg', 'MB')
('AC04652-2022-11-02-10170','A565-18','LUWGdLHlDvFszJh', 'SU')
('SL12058-2022-11-01-9908','S413-20','F', 'LB')
('AC22517-2022-11-02-10188','A566-18','l', 'SU')
('SL12058-2022-11-01-9914','S414-2','cbGgKq', 'MB')
('SL04652-2022-11-02-10082','S421-2','grz', 'MB')
('AC22517-2022-11-01-10163','A565-11','h', 'SL')
('SL12058-2022-11-01-9923','S414-11','Hi', 'UB')
('SL04652-2022-11-01-10049','S419-17','Q', 'LB')
('SL22517-2022-11-02-10080','S420-24','etmNckVyg', 'SU')
('SL22517-2022-11-02-10082','S421-2','B', 'MB')
('AC04652-2022-11-01-10380','A577-12','l', 'SU')
('SL22517-2022-11-02-10084','S421-4','iVsbzvqD', 'LB')
('SL22517-2022-11-01-9976','S416-16','nIy', 'SU')
('AC12058-2022-11-01-10189','A567-1','WoyeZ', 'LB')
('AC04652-2022-11-01-10382','A577-14','hhifEspoPZFMM', 'LB')
('SL22517-2022-11-01-9978','S416-18','mKtbKymqGN', 'MB')
('AC22517-2022-11-01-10176','A566-6','yPGuvfBzSnlVx', 'SU')
('SL22517-2022-11-02-10089','S421-9','cwAalhKcpLqH', 'LB')
('AC04652-2022-11-01-10385','A577-17','xWIZGevvCy', 'SL')
('AC22517-2022-11-01-10177','A566-7','bFILpeR', 'LB')
('AC04652-2022-11-02-10202','A567-14','VJA', 'LB')
('SL12058-2022-11-01-9935','S414-23','DPWhW', 'SL')
('AC04652-2022-11-01-10388','A578-2','vxkQzOLkFsSL', 'LB')
('AC04652-2022-11-01-10390','A578-4','AlAkskvJutCeyPU', 'UB')
('AC04652-2022-11-02-10207','A568-1','HHE', 'LB')
('AC04652-2022-11-02-10212','A568-6','UzPjrhGFlX', 'SU')
('SL04652-2022-11-02-10114','S422-10','Awi', 'MB')
('AC22517-2022-11-02-10214','A568-8','hUNhj', 'LB')
('SL12058-2022-11-01-9945','S415-9','FakRILB', 'LB')
('SL04652-2022-11-01-10112','S422-8','dnNnRdkfTTK', 'SU')
('AC04652-2022-11-01-10436','A580-14','AWR', 'LB')
('SL04652-2022-11-02-10149','S423-21','xlFm', 'MB')
('AC04652-2022-11-01-10437','A580-15','iffOWaS', 'UB')
('AC22517-2022-11-01-10223','A568-17','yeTqYEuYvWJaxb', 'SL')
('AC22517-2022-11-02-10246','A570-4','kdfcGiR', 'UB')
('SL12058-2022-11-01-9984','S416-24','DzXjvJ', 'SU')
('AC12058-2022-11-01-10245','A570-3','sQRtZmqcEyHx', 'UB')
('AC04652-2022-11-01-10442','A581-2','AoOOoWVDaEwSahZL', 'LB')
('SL04652-2022-11-01-10118','S422-14','flsfkypBLsOfE', 'UB')
('SL04652-2022-11-02-10156','S424-4','BnLoJDu', 'LB')
('SL22517-2022-11-02-10143','S423-15','eNBIfZMpXifcb', 'SL')
('AC22517-2022-11-02-10255','A570-13','fZAT', 'LB')
('AC22517-2022-11-01-10231','A569-7','ZKmLjqFD', 'LB')
('SL22517-2022-11-01-10042','S419-10','KIMsrrl', 'MB')
('AC22517-2022-11-01-10233','A569-9','fQSI', 'UB')
('SL12058-2022-11-01-9994','S417-10','iN', 'MB')
('AC12058-2022-11-01-10250','A570-8','yFln', 'LB')
('AC22517-2022-11-01-10239','A569-15','bLrzWgx', 'UB')
('AC12058-2022-11-01-10260','A570-18','eROXpGgLNsxNOjj', 'SU')
('SL22517-2022-11-02-10155','S424-3','HyZikfLcJOubWVxm', 'UB')
('SL04652-2022-11-02-10168','S424-16','JyBUQRo', 'SU')
('AC04652-2022-11-02-10266','A571-6','wdIcozckoeLFGib', 'SU')
('AC04652-2022-11-01-10459','A582-1','KhBWgxSoa', 'LB')
('SL12058-2022-11-01-10003','S417-19','wgLscpjoejV', 'UB')
('SL12058-2022-11-01-10004','S417-20','NnOiOtjyniTdxp', 'LB')
('AC04652-2022-11-02-10271','A571-11','qfkKPkAMLtF', 'SL')
('AC22517-2022-11-02-10269','A571-9','MJVq', 'UB')
('SL22517-2022-11-02-10162','S424-10','dE', 'MB')
('SL04652-2022-11-01-10144','S423-16','vm', 'SU')
('AC22517-2022-11-02-10272','A571-12','y', 'SU')
('AC22517-2022-11-02-10274','A571-14','iGgfbsbEmWLFSvBs', 'LB')
('AC22517-2022-11-01-10251','A570-9','QsIkIJoTDRHbe', 'UB')
('SL04652-2022-11-01-10145','S423-17','Crqj', 'LB')
('SL12058-2022-11-01-10012','S418-4','EAICONNpkhdGYJ', 'LB')
('AC04652-2022-11-02-10283','A572-5','mqhGHdUZdgiQ', 'SL')
('SL04652-2022-11-02-10187','S425-11','VIyQXnOrW', 'UB')
('SL04652-2022-11-01-10152','S423-24','jOV', 'SU')
('AC04652-2022-11-01-10476','A582-18','aA', 'SU')
('SL22517-2022-11-01-10134','S423-6','vIUapIWmxIsZ', 'UB')
('SL12058-2022-11-01-10078','S420-22','nUBLeuHHCnyH', 'UB')
('SL22517-2022-11-02-10229','S427-5','E', 'MB')
('AC12058-2022-11-01-10345','A575-13','iSICMoccgqghhS', 'LB')
('SL22517-2022-11-01-10138','S423-10','oZmtJEmZ', 'MB')
('AC04652-2022-11-01-10540','A586-10','rHl', 'UB')
('SL12058-2022-11-01-10081','S421-1','bygVAeXHLxDZ', 'LB')
('AC04652-2022-11-02-10356','A576-6','pytuaQERgFvq', 'SU')
('AC04652-2022-11-01-10562','A587-14','uRLjjCTEONAFjk', 'LB')
('AC22517-2022-11-01-10338','A575-6','RDdVvFXTGhknzRi', 'SU')
('SL22517-2022-11-02-10251','S428-3','KsXQRQnajGJyJkf', 'UB')
('SL22517-2022-11-01-10169','S424-17','indZujyCqnrTD', 'LB')
('SL12058-2022-11-01-10101','S421-21','SuPbmusKP', 'MB')
('AC12058-2022-11-01-10362','A576-12','KOWVaVJl', 'SU')
('SL04652-2022-11-01-10239','S427-15','IdZpHiBlAo', 'SL')
('AC12058-2022-11-01-10363','A576-13','Tey', 'LB')
('AC22517-2022-11-01-10349','A575-17','aCP', 'SL')
('SL22517-2022-11-02-10261','S428-13','BsKthy', 'MB')
('SL04652-2022-11-01-10242','S427-18','GikYVwKh', 'MB')
('AC04652-2022-11-01-10572','A588-6','AzuLCuOFLYYMDiH', 'SU')
('AC22517-2022-11-02-10430','A580-8','ihtTIvbREEbHSz', 'LB')
('AC04652-2022-11-01-10629','A591-9','OrCwSpacULqIbMyR', 'UB')
('SL04652-2022-11-02-10342','S431-22','AnFIjuVv', 'UB')
('SL04652-2022-11-01-10320','S430-24','OSDSxOgIkndVa', 'SU')
('SL04652-2022-11-01-10321','S431-1','awFI', 'LB')
('SL12058-2022-11-01-10198','S425-22','A', 'UB')
('SL22517-2022-11-02-10362','S432-18','ombJcRrnKRA', 'MB')
('SL12058-2022-11-01-10200','S425-24','mBvWyrXoBc', 'SU')
('AC12058-2022-11-01-10453','A581-13','GIy', 'LB')
('SL22517-2022-11-02-10368','S432-24','BLnzT', 'SU')
('AC04652-2022-11-01-10651','A592-13','WTZaWrwd', 'LB')
('SL22517-2022-11-01-10266','S428-18','ypqWhaogO', 'MB')
('AC04652-2022-11-02-10462','A582-4','M', 'UB')
('AC12058-2022-11-01-10459','A582-1','AYTubcXsTYCHWiM', 'LB')
('SL04652-2022-11-02-10368','S432-24','HcKsGULNWDS', 'SU')
('AC04652-2022-11-01-10658','A593-2','wi', 'LB')
('AC22517-2022-11-01-10437','A580-15','iCSyvtDYXQwWC', 'UB')
('AC22517-2022-11-01-10447','A581-7','bmIJwofDn', 'LB')
('SL22517-2022-11-02-10384','S433-16','RgTcIvmZEDIcIF', 'SU')
('AC04652-2022-11-02-10472','A582-14','OYncEZaZbXPWK', 'LB')
('SL22517-2022-11-02-10386','S433-18','OavIUqTtuo', 'MB')
('SL04652-2022-11-01-10349','S432-5','LMESLvjoYkh', 'MB')
('SL12058-2022-11-01-10216','S426-16','onhwK', 'SU')
('AC04652-2022-11-01-10667','A593-11','SbRqMt', 'SL')
('AC04652-2022-11-02-10475','A582-17','a', 'SL')
('SL04652-2022-11-02-10381','S433-13','aOHxly', 'MB')
('AC12058-2022-11-01-10475','A582-17','JPJpoetxvLHQt', 'SL')
('SL22517-2022-11-02-10390','S433-22','zHnOUilUfRezvt', 'UB')
('SL04652-2022-11-01-10386','S433-18','KI', 'MB')
('AC04652-2022-11-01-10703','A595-11','jeaZxOdUUhNjTyar', 'SL')
('SL04652-2022-11-01-10388','S433-20','mtwDXaycXZADfQJ', 'LB')
('SL22517-2022-11-01-10326','S431-6','l', 'UB')
('SL22517-2022-11-02-10479','S437-15','si', 'SL')
('SL22517-2022-11-01-10370','S433-2','NHCgg', 'MB')
('SL04652-2022-11-01-10433','S435-17','xqgkzKKQFwxroDG', 'LB')
('AC22517-2022-11-01-10541','A586-11','iMvQwTntSrz', 'SL')
('AC22517-2022-11-01-10542','A586-12','qRhyQK', 'SU')
('AC12058-2022-11-01-10557','A587-9','JBNnnaoNkGuaaa', 'UB')
('AC04652-2022-11-01-10741','A597-13','jJHA', 'LB')
('SL12058-2022-11-01-10311','S430-15','zTEgRGiIJuSmA', 'SL')
('AC22517-2022-11-02-10574','A588-8','ighwejNYFpxdTDKo', 'LB')
('AC22517-2022-11-02-10575','A588-9','NjXjWofvFf', 'UB')
('AC12058-2022-11-01-10558','A587-10','L', 'UB')
('AC22517-2022-11-01-10546','A586-16','tR', 'UB')
('SL22517-2022-11-02-10509','S438-21','gjAKnyOc', 'MB')
('AC22517-2022-11-02-10613','A590-11','hX', 'SL')
('SL04652-2022-11-02-10520','S439-8','WmiARBZGHXrBF', 'SU')
('SL12058-2022-11-01-10360','S432-16','kHOyewmrTprozd', 'SU')
('SL12058-2022-11-01-10361','S432-17','dzZnvqIaivwMMQ', 'LB')
('AC22517-2022-11-01-10593','A589-9','OCUgqUq', 'UB')
('AC04652-2022-11-01-10788','A600-6','qt', 'SU')
('SL04652-2022-11-01-10505','S438-17','kPQfrEHWsQ', 'LB')
('AC04652-2022-11-01-10802','A601-2','YyvmYFQJfZi', 'LB')
('SL04652-2022-11-02-10545','S440-9','jVKnFHZIQmodo', 'LB')
('SL04652-2022-11-01-10513','S439-1','rLkyrv', 'LB')
('AC22517-2022-11-01-10621','A591-1','grvOlr', 'LB')
('SL04652-2022-11-02-10549','S440-13','VVjKHIaJCmwwAwMd', 'MB')
('SL04652-2022-11-01-10516','S439-4','qflZulanzxmaaQQ', 'LB')
('SL22517-2022-11-02-10548','S440-12','vopytBsVZxtoBE', 'LB')
('SL12058-2022-11-01-10394','S434-2','kqnkyCFxEFS', 'MB')
('SL22517-2022-11-01-10444','S436-4','GKxLOdMY', 'LB')
('SL04652-2022-11-01-10519','S439-7','I', 'SL')
('SL22517-2022-11-02-10552','S440-16','VwIbwXAPsS', 'SU')
('SL12058-2022-11-01-10397','S434-5','RBvP', 'MB')
('AC04652-2022-11-01-10848','A603-12','ejdxEeY', 'SU')
('AC22517-2022-11-02-10683','A594-9','HKayzNsoKy', 'UB')
('AC12058-2022-11-01-10719','A596-9','ifQGngthssRguaQ', 'UB')
('SL04652-2022-11-01-10615','S443-7','XJGEOn', 'SL')
('SL12058-2022-11-01-10505','S438-17','ckXMCnFCEVd', 'LB')
('SL22517-2022-11-02-10663','S445-7','k', 'SL')
('AC12058-2022-11-01-10748','A598-2','hWQBKOI', 'LB')
('SL22517-2022-11-02-10668','S445-12','vwegUHfqIsBWr', 'LB')
('SL22517-2022-11-02-10669','S445-13','torMACwRYPy', 'MB')
('SL04652-2022-11-01-10649','S444-17','oXBlN', 'LB')
('SL04652-2022-11-01-10650','S444-18','tIObbcThnJlOhL', 'MB')
('AC12058-2022-11-01-10773','A599-9','CgRELl', 'UB')
('AC04652-2022-11-02-10810','A601-10','yFc', 'UB')
('SL04652-2022-11-01-10701','S446-21','Ofuwne', 'MB')
('SL04652-2022-11-02-10734','S448-6','plyBEcFmerrvzLJy', 'UB')
('SL22517-2022-11-01-10638','S444-6','MKaRZjmMoBzJk', 'UB')
('AC12058-2022-11-01-10824','A602-6','TFSygKMhJF', 'SU')
('SL12058-2022-11-01-10589','S442-5','Dw', 'MB')
('AC22517-2022-11-01-10819','A602-1','eczmREwndDL', 'LB')
('AC12058-2022-11-01-10829','A602-11','HdS', 'SL')
('AC04652-2022-11-02-10831','A602-13','WSFaHNPGMf', 'LB')
('AC22517-2022-11-02-10848','A603-12','rNfiuyZOh', 'SU')
('AC04652-2022-11-01-11001','A612-3','JpguoP', 'UB')
('AC04652-2022-11-01-11002','A612-4','OWKZnLKvsUOmMClH', 'UB')
('SL22517-2022-11-01-10645','S444-13','fYMNgWBakTfd', 'MB')
('SL12058-2022-11-01-10676','S445-20','Go', 'LB')
('SL22517-2022-11-02-10811','S451-11','HGuYOgFBqyV', 'UB')
('AC22517-2022-11-01-10931','A608-5','MJgxiKoOILrMCzZo', 'SL')
('SL04652-2022-11-02-10868','S453-20','EuFmNKcPfz', 'LB')
('AC04652-2022-11-02-10966','A610-4','jKUABtPAjX', 'UB')
('SL04652-2022-11-01-10836','S452-12','azRxglSH', 'LB')
('SL12058-2022-11-01-10716','S447-12','dVATTDpEe', 'LB')
('SL22517-2022-11-01-10756','S449-4','zdrupTdFxfHfasHN', 'LB')
('SL22517-2022-11-01-10757','S449-5','UaFpkXRHNihtWsoK', 'MB')
('SL22517-2022-11-02-10856','S453-8','EZUsomouGOvLim', 'SU')
('SL04652-2022-11-02-10876','S454-4','OhpEIsLQMAOtQ', 'LB')
('AC04652-2022-11-01-11114','A618-8','WtYwownbum', 'LB')
('SL04652-2022-11-02-10879','S454-7','YigvrfcYon', 'SL')
('SL12058-2022-11-01-10719','S447-15','RdnOMYRtPLyzaNo', 'SL')
('SL22517-2022-11-01-10764','S449-12','YjcXghgh', 'LB')
('SL12058-2022-11-01-10723','S447-19','YeCohJjZouuQzya', 'UB')
('SL04652-2022-11-02-10881','S454-9','BjCUISPt', 'LB')
('AC12058-2022-11-01-10993','A611-13','B', 'LB')
('AC12058-2022-11-01-11001','A612-3','kphLoQCJMitqmPn', 'UB')
('AC22517-2022-11-01-10999','A612-1','rXhNjiVOX', 'LB')
('SL22517-2022-11-02-10904','S455-8','AHpqdEQ', 'SU')
('AC12058-2022-11-01-11008','A612-10','idTdvQZcVI', 'UB')
('AC04652-2022-11-02-11044','A614-10','p', 'UB')
('AC22517-2022-11-02-11014','A612-16','XQozmGqDjSURx', 'UB')
('SL04652-2022-11-02-10943','S456-23','U', 'SL')
('SL22517-2022-11-01-10843','S452-19','MrHcoXNcETtr', 'UB')
('SL04652-2022-11-02-10946','S457-2','rqGFlLWGfVZs', 'MB')
('SL22517-2022-11-01-10845','S452-21','dJBzYhMLyOkP', 'MB')
('AC04652-2022-11-01-11183','A622-5','YgjG', 'SL')
('SL22517-2022-11-02-10924','S456-4','XtYMW', 'LB')
('SL22517-2022-11-02-10925','S456-5','FJABUQQfQkCzMfeL', 'MB')
('SL04652-2022-11-02-10951','S457-7','pBxW', 'SL')
('SL22517-2022-11-01-10851','S453-3','lgFu', 'UB')
('SL22517-2022-11-02-10929','S456-9','Iloh', 'LB')
('AC04652-2022-11-02-11051','A614-17','kKgDg', 'SL')
('AC12058-2022-11-01-11044','A614-10','FLSLwdouqxiLqatv', 'UB')
('AC22517-2022-11-01-11038','A614-4','JtDZwPG', 'UB')
('SL22517-2022-11-02-10934','S456-14','VzO', 'UB')
('AC12058-2022-11-01-11048','A614-14','ZQIZyIm', 'LB')
('SL04652-2022-11-01-10944','S456-24','EDWPcnXJ', 'SU')
('AC22517-2022-11-02-11035','A614-1','YPZwNCINkRuk', 'LB')
('SL12058-2022-11-01-10813','S451-13','dYt', 'MB')
('SL04652-2022-11-02-10987','S458-19','XLWfIRNEPNCmkonE', 'UB')
('AC04652-2022-11-02-11081','A616-11','zywZzIZ', 'SL')
('AC22517-2022-11-01-11066','A615-14','ZYQLWMIwR', 'LB')
('SL04652-2022-11-02-10996','S459-4','uw', 'LB')
('AC04652-2022-11-01-11225','A624-11','vHT', 'SL')
