('SL22517-2022-11-02-7','S1-7','zWBZorP', 'SL')
('SL04652-2022-11-01-3577','S150-1','Br', 'LB')
('SL22517-2022-11-01-3551','S148-23','cjaXkSwNDK', 'SL')
('SL04652-2022-11-02-3486','S146-6','VlOMiVtOcKz', 'UB')
('AC12058-2022-11-01-3572','A199-8','IDVWIlfAJ', 'LB')
('AC04652-2022-11-01-3569','A199-5','vJdUr', 'SL')
('SL04652-2022-11-02-3488','S146-8','eQVVRStkAefx', 'SU')
('SL22517-2022-11-01-3557','S149-5','XPzmV', 'MB')
('SL22517-2022-11-02-3635','S152-11','ZDJVWB', 'UB')
('SL12058-2022-11-01-3521','S147-17','mCzzW', 'LB')
('AC04652-2022-11-02-3491','A194-17','Kul', 'SL')
('AC22517-2022-11-01-3403','A190-1','ifZjpQkwNiWrfnCq', 'LB')
('AC12058-2022-11-01-3605','A201-5','LtalLQcEodb', 'SL')
('AC04652-2022-11-02-3524','A196-14','H', 'LB')
('AC22517-2022-11-01-3471','A193-15','JfX', 'UB')
('AC22517-2022-11-01-3472','A193-16','Ajq', 'UB')
('AC22517-2022-11-01-3473','A193-17','Adhkz', 'SL')
('AC04652-2022-11-01-3631','A202-13','cpjHaqBJO', 'LB')
('SL04652-2022-11-02-3565','S149-13','cnuSWlXaf', 'MB')
('SL04652-2022-11-02-3566','S149-14','F', 'UB')
('SL22517-2022-11-02-3698','S155-2','jzIhILXrYzLIvVbP', 'MB')
('AC22517-2022-11-01-3479','A194-5','BM', 'SL')
('SL04652-2022-11-02-3569','S149-17','YZVBKnqRknRm', 'LB')
('SL04652-2022-11-01-3650','S153-2','lQbl', 'MB')
('AC22517-2022-11-01-3482','A194-8','a', 'LB')
('SL22517-2022-11-02-3708','S155-12','zhI', 'LB')
('AC04652-2022-11-02-3574','A199-10','baHpNJjFSV', 'UB')
('AC22517-2022-11-01-3487','A194-13','CuIdyOQy', 'LB')
('SL22517-2022-11-02-3709','S155-13','esIFfygBNUiVCNTn', 'MB')
('AC04652-2022-11-01-3646','A203-10','TfWvUCWcaZO', 'UB')
('AC12058-2022-11-01-3663','A204-9','bXDoGODiPeYC', 'UB')
('AC22517-2022-11-01-3492','A194-18','byCPNGp', 'SU')
('SL04652-2022-11-01-3656','S153-8','IiTPygmhK', 'SU')
('AC22517-2022-11-02-3715','A207-7','NYxMO', 'LB')
('AC22517-2022-11-01-3497','A195-5','WlGtPUQBRJ', 'SL')
('SL22517-2022-11-01-3642','S152-18','jQRMddQ', 'MB')
('SL12058-2022-11-01-3631','S152-7','XCeiNW', 'SL')
('SL12058-2022-11-01-3634','S152-10','rkDLdNwLCm', 'MB')
('AC22517-2022-11-01-3515','A196-5','ZZmGKYPZ', 'SL')
('SL04652-2022-11-02-3597','S150-21','u', 'MB')
('AC22517-2022-11-02-3730','A208-4','SOaxaFXY', 'UB')
('AC22517-2022-11-02-3731','A208-5','VPgfwSVwYzjbWdx', 'SL')
('AC22517-2022-11-01-3519','A196-9','Eq', 'UB')
('AC22517-2022-11-01-3520','A196-10','jBNb', 'UB')
('SL22517-2022-11-02-3737','S156-17','Tx', 'LB')
('SL12058-2022-11-01-3643','S152-19','r', 'UB')
('AC22517-2022-11-01-3524','A196-14','XcP', 'LB')
('AC22517-2022-11-02-3738','A208-12','QdXxT', 'SU')
('SL12058-2022-11-01-3649','S153-1','PdPJbLlzVRP', 'LB')
('SL04652-2022-11-02-3602','S151-2','Q', 'MB')
('AC22517-2022-11-02-3740','A208-14','MrTMz', 'LB')
('SL04652-2022-11-01-3689','S154-17','aGuRdajGrEfK', 'LB')
('AC22517-2022-11-01-3528','A196-18','RsDpGzKSblxQVUn', 'SU')
('SL04652-2022-11-02-3686','S154-14','FH', 'UB')
('AC04652-2022-11-01-3751','A209-7','ASaSKojdSQx', 'LB')
('SL22517-2022-11-02-3813','S159-21','hYUM', 'MB')
('AC22517-2022-11-01-3600','A200-18','uWjfQhluFQOzTKfq', 'SU')
('SL04652-2022-11-02-3693','S154-21','bLifJxI', 'MB')
('SL22517-2022-11-01-3743','S156-23','aqfvyCSE', 'SL')
('AC04652-2022-11-01-3756','A209-12','LzHZnrGcXxrrRZ', 'SU')
('SL12058-2022-11-01-3721','S156-1','NnPuh', 'LB')
('AC22517-2022-11-02-3844','A214-10','QELZcpYV', 'UB')
('AC22517-2022-11-01-3605','A201-5','KqcjeDa', 'SL')
('SL22517-2022-11-01-3748','S157-4','YX', 'LB')
('AC22517-2022-11-01-3615','A201-15','XuTEWVZ', 'UB')
('SL22517-2022-11-02-3827','S160-11','uFlrrBGzs', 'UB')
('SL12058-2022-11-01-3731','S156-11','ssisBH', 'UB')
('AC04652-2022-11-01-3780','A210-18','DVDFCt', 'SU')
('SL22517-2022-11-01-3760','S157-16','LIJwHrfv', 'SU')
('SL04652-2022-11-01-3802','S159-10','vIEfUcPAk', 'MB')
('AC22517-2022-11-01-3623','A202-5','ylwVpKCWFNXo', 'SL')
('AC12058-2022-11-01-3776','A210-14','INida', 'LB')
('AC12058-2022-11-01-3777','A210-15','lhtpaAFEmta', 'UB')
('SL04652-2022-11-01-3805','S159-13','spcjkuaHJF', 'MB')
('AC12058-2022-11-01-3780','A210-18','LMwWplORoDNLioG', 'SU')
('AC04652-2022-11-02-3705','A206-15','FniLnphpvSfU', 'UB')
('SL12058-2022-11-01-3772','S158-4','UcJjNtzKTEBuH', 'LB')
('AC04652-2022-11-02-3739','A208-13','OpuYpsAPDKzBPu', 'LB')
('SL22517-2022-11-01-3795','S159-3','aSVisZMIpzN', 'UB')
('SL22517-2022-11-01-3796','S159-4','i', 'LB')
('SL22517-2022-11-01-3800','S159-8','cKgLPZpfZJDLde', 'SU')
('SL04652-2022-11-02-3747','S157-3','xNdMAi', 'UB')
('SL04652-2022-11-02-3749','S157-5','CNHFLxL', 'MB')
('AC12058-2022-11-01-3818','A213-2','CAFbuvWUmraxXl', 'LB')
('AC22517-2022-11-02-3898','A217-10','zsOTtKhQMIHsNDuc', 'UB')
('AC04652-2022-11-01-3849','A214-15','ReiCv', 'UB')
('SL22517-2022-11-02-3887','S162-23','DANcYpaGDFbEL', 'SL')
('AC12058-2022-11-01-3828','A213-12','LHfAnYmQubFOGgl', 'SU')
('SL22517-2022-11-02-3888','S162-24','WzOFCZcvqSUJMx', 'SU')
('AC22517-2022-11-02-3945','A220-3','TJzYzXS', 'UB')
('AC22517-2022-11-01-3706','A206-16','GSglcVyyPztxmBD', 'UB')
('AC22517-2022-11-01-3707','A206-17','HtINZJfrbA', 'SL')
('AC04652-2022-11-01-3902','A217-14','WFjIoHMdeEd', 'LB')
('SL22517-2022-11-02-3960','S165-24','aGtoHcrIY', 'SU')
('SL04652-2022-11-02-3823','S160-7','IRhhqlluebPV', 'SL')
('AC22517-2022-11-01-3724','A207-16','xtvPNjzxeVYWn', 'UB')
('SL04652-2022-11-02-3824','S160-8','bWtzgapEmy', 'SU')
('AC04652-2022-11-01-3918','A218-12','xWV', 'SU')
('SL04652-2022-11-01-3901','S163-13','euUArpi', 'MB')
('AC22517-2022-11-01-3732','A208-6','LbrPuBtmzJSYZ', 'SU')
('AC04652-2022-11-02-3831','A213-15','kAuHFMiyUOUJGTy', 'UB')
('SL22517-2022-11-01-3936','S164-24','Wlnv', 'SU')
('AC04652-2022-11-01-3973','A221-13','YTDLfBWJh', 'LB')
('SL04652-2022-11-02-3867','S162-3','EmOjb', 'UB')
('SL22517-2022-11-02-4016','S168-8','bbqtDmxbOcphgjI', 'SU')
('SL22517-2022-11-02-4059','S170-3','uMLjyWHbAHDgmLAI', 'UB')
('AC22517-2022-11-01-3817','A213-1','YzEKOal', 'LB')
('AC22517-2022-11-02-4064','A226-14','fuwscWx', 'LB')
('SL22517-2022-11-02-4060','S170-4','DrQXTh', 'LB')
('SL04652-2022-11-01-3989','S167-5','tWz', 'MB')
('SL04652-2022-11-02-3907','S163-19','vGaNqzoXkVNAD', 'UB')
('SL04652-2022-11-01-3992','S167-8','uVuab', 'SU')
('SL04652-2022-11-01-3999','S167-15','brPGsxtqgRxaBZi', 'SL')
('SL22517-2022-11-02-4067','S170-11','AAhqfVflJ', 'UB')
('SL22517-2022-11-02-4068','S170-12','FUcqhPO', 'LB')
('AC12058-2022-11-01-3999','A223-3','USMp', 'UB')
('SL04652-2022-11-01-4005','S167-21','gsHeboS', 'MB')
('SL12058-2022-11-01-3953','S165-17','UkJdqK', 'LB')
('AC22517-2022-11-01-3828','A213-12','bGTPSNQqQN', 'SU')
('AC04652-2022-11-01-4032','A224-18','DrzkjRlLIjYGx', 'SU')
('SL04652-2022-11-02-3918','S164-6','HLJm', 'UB')
('SL22517-2022-11-02-4075','S170-19','sorMMQMxhdsUnmoZ', 'UB')
('SL22517-2022-11-02-4076','S170-20','jJVBPX', 'LB')
('AC22517-2022-11-01-3831','A213-15','DHzIWHWlHdpP', 'UB')
('SL22517-2022-11-01-4003','S167-19','cygA', 'UB')
('AC04652-2022-11-02-3936','A219-12','WfzCoyJRPSKtE', 'SU')
('AC04652-2022-11-02-3939','A219-15','kojc', 'UB')
('AC22517-2022-11-02-4090','A228-4','wXSWUIJTAre', 'UB')
('SL04652-2022-11-02-3929','S164-17','ejRowHISM', 'LB')
('AC22517-2022-11-01-3840','A214-6','MYPwBeQOZ', 'SU')
('SL04652-2022-11-01-4009','S168-1','xwWtv', 'LB')
('AC22517-2022-11-02-4097','A228-11','iJRElR', 'SL')
('SL04652-2022-11-01-4012','S168-4','ZbVoMHazup', 'LB')
('SL12058-2022-11-01-3972','S166-12','uHSvoZy', 'LB')
('AC04652-2022-11-02-4009','A223-13','lMiBIufIJoovEL', 'LB')
('AC22517-2022-11-02-4163','A232-5','ouyGQsfwM', 'SL')
('SL04652-2022-11-02-3995','S167-11','jO', 'UB')
('SL12058-2022-11-01-4048','S169-16','YZe', 'SU')
('SL04652-2022-11-02-3999','S167-15','SnIzq', 'SL')
('AC22517-2022-11-01-3913','A218-7','ZYPBK', 'LB')
('SL12058-2022-11-01-4058','S170-2','VOaSTVPdIUKEGlsa', 'MB')
('SL04652-2022-11-02-4005','S167-21','ll', 'MB')
('AC04652-2022-11-01-4129','A230-7','wlMBTDFAItJxLwq', 'LB')
('SL22517-2022-11-02-4170','S174-18','Nx', 'MB')
('SL04652-2022-11-01-4094','S171-14','vTAtgXzlTgOlQAu', 'UB')
('AC12058-2022-11-01-4082','A227-14','lXIEGfEFYzoDIBUA', 'LB')
('SL22517-2022-11-01-4101','S171-21','dYSYepV', 'MB')
('AC04652-2022-11-01-4133','A230-11','ZNAo', 'SL')
('AC22517-2022-11-01-3926','A219-2','lpMAkSbkRajutq', 'LB')
('SL22517-2022-11-01-4102','S171-22','bgNLiyZRjPyTCoIi', 'UB')
('SL22517-2022-11-02-4177','S175-1','Eg', 'LB')
('SL22517-2022-11-01-4106','S172-2','tFaKickvprmBIsbr', 'MB')
('SL22517-2022-11-01-4107','S172-3','uMDmwBRHIBSckNDY', 'UB')
('SL04652-2022-11-02-4016','S168-8','FpCpK', 'SU')
('SL12058-2022-11-01-4071','S170-15','GuO', 'SL')
('AC12058-2022-11-01-4087','A228-1','oTWCTMzXQEFLXAY', 'LB')
('AC22517-2022-11-01-3935','A219-11','Ceqqlle', 'SL')
('SL22517-2022-11-02-4179','S175-3','PASI', 'UB')
('AC04652-2022-11-01-4141','A231-1','uPOOpUncjCDbt', 'LB')
('AC12058-2022-11-01-4091','A228-5','lQp', 'SL')
('AC22517-2022-11-01-3938','A219-14','hPLFYqUPFk', 'LB')
('AC22517-2022-11-02-4188','A233-12','GnWHpYQeFerto', 'SU')
('AC04652-2022-11-01-4146','A231-6','gu', 'SU')
('SL22517-2022-11-01-4118','S172-14','jPphfxTb', 'UB')
('SL04652-2022-11-02-4019','S168-11','kDkQjcBV', 'UB')
('AC22517-2022-11-01-3943','A220-1','Pvv', 'LB')
('AC04652-2022-11-02-4049','A225-17','KvINdke', 'SL')
('SL22517-2022-11-02-4185','S175-9','xifpTWAvkSsxCUFj', 'LB')
('AC12058-2022-11-01-4101','A228-15','slPcgqzYwvbSnTQE', 'UB')
('SL04652-2022-11-01-4109','S172-5','yNrTlODgqmjQwLnx', 'MB')
('SL04652-2022-11-02-4031','S168-23','cFmpN', 'SL')
('AC04652-2022-11-02-4064','A226-14','aKKRp', 'LB')
('AC04652-2022-11-01-4170','A232-12','osDa', 'SU')
('SL22517-2022-11-02-4196','S175-20','BzXLYrUFXwLhRXbd', 'LB')
('SL04652-2022-11-02-4037','S169-5','SxX', 'MB')
('SL04652-2022-11-01-4124','S172-20','DpRF', 'LB')
('AC04652-2022-11-02-4073','A227-5','EiehnjxgHUVY', 'SL')
('SL04652-2022-11-02-4039','S169-7','kT', 'SL')
('AC22517-2022-11-02-4211','A234-17','bMnIUkmEpb', 'SL')
('SL22517-2022-11-02-4235','S177-11','oaJaBzZqfxp', 'UB')
('AC04652-2022-11-01-4214','A235-2','RDlszqEpXalPMzY', 'LB')
('SL04652-2022-11-01-4169','S174-17','utfgfa', 'LB')
('SL04652-2022-11-02-4072','S170-16','k', 'SU')
('AC12058-2022-11-01-4175','A232-17','AevuW', 'SL')
('SL04652-2022-11-01-4180','S175-4','kRjgmRXjZtFZ', 'LB')
('SL04652-2022-11-02-4084','S171-4','NSimYXMKQpOzZcGo', 'LB')
('AC04652-2022-11-01-4236','A236-6','vt', 'SU')
('AC22517-2022-11-01-4009','A223-13','GDBtXVicMppnN', 'LB')
('AC22517-2022-11-02-4273','A238-7','lFDJDmPkwHZD', 'LB')
('AC04652-2022-11-01-4241','A236-11','ckUTwUXUoS', 'SL')
('AC04652-2022-11-01-4242','A236-12','pVdeXKsz', 'SU')
('SL22517-2022-11-01-4199','S175-23','ULMAq', 'SL')
('SL22517-2022-11-02-4270','S178-22','KYZItlkPzeFUw', 'UB')
('SL22517-2022-11-01-4201','S176-1','ZbLK', 'LB')
('SL12058-2022-11-01-4175','S174-23','uSVmSJt', 'SL')
('SL12058-2022-11-01-4176','S174-24','blbHJtCklwV', 'SU')
('SL04652-2022-11-02-4103','S171-23','KkBWC', 'SL')
('SL12058-2022-11-01-4180','S175-4','pDxxpWyc', 'LB')
('AC22517-2022-11-01-4027','A224-13','MlkLaHnBLOLNzyu', 'LB')
('AC22517-2022-11-01-4030','A224-16','sfGrEQqFgawgdXU', 'UB')
('AC04652-2022-11-02-4138','A230-16','biSgTOnlZXsVKwj', 'UB')
('SL04652-2022-11-02-4113','S172-9','yQyG', 'LB')
('AC04652-2022-11-02-4149','A231-9','gOAbb', 'UB')
('SL04652-2022-11-02-4121','S172-17','clXeYZvtxf', 'LB')
('AC04652-2022-11-02-4151','A231-11','nZdukqOcHvZQ', 'SL')
('AC04652-2022-11-02-4152','A231-12','MzKlqnvUAtjNINq', 'SU')
('SL04652-2022-11-02-4125','S172-21','ULOnkSIS', 'MB')
('AC04652-2022-11-02-4164','A232-6','sYaPyBpf', 'SU')
('SL22517-2022-11-02-4305','S180-9','qAhKTlXlzkwhcDAw', 'LB')
('SL12058-2022-11-01-4207','S176-7','vOJgLZBb', 'SL')
('SL22517-2022-11-01-4232','S177-8','FvuSXTrExYKKe', 'SU')
('SL04652-2022-11-02-4138','S173-10','EljT', 'MB')
('SL22517-2022-11-01-4237','S177-13','wabXJhPxXuO', 'MB')
('SL12058-2022-11-01-4214','S176-14','UBjKwvcuz', 'UB')
('AC22517-2022-11-01-4074','A227-6','R', 'SU')
('SL04652-2022-11-01-4264','S178-16','ieCxhet', 'SU')
('AC22517-2022-11-02-4322','A241-2','cSn', 'LB')
('SL22517-2022-11-02-4332','S181-12','JGPQhaILQFO', 'LB')
('AC12058-2022-11-01-4249','A237-1','qzRIvLNGZo', 'LB')
('AC04652-2022-11-01-4284','A238-18','JvCRLHk', 'SU')
('AC22517-2022-11-02-4323','A241-3','eFOAVjEooqZNKnQ', 'UB')
('SL04652-2022-11-01-4269','S178-21','DBY', 'MB')
('SL22517-2022-11-02-4334','S181-14','kIDRhqq', 'UB')
('SL04652-2022-11-02-4168','S174-16','Q', 'SU')
('AC12058-2022-11-01-4255','A237-7','nka', 'LB')
('SL12058-2022-11-01-4253','S178-5','wlQRyaJj', 'MB')
('AC04652-2022-11-02-4214','A235-2','PsN', 'LB')
('SL12058-2022-11-01-4259','S178-11','b', 'UB')
('SL12058-2022-11-01-4261','S178-13','EHDTVjs', 'MB')
('AC04652-2022-11-02-4217','A235-5','qMdnvxR', 'SL')
('AC22517-2022-11-02-4342','A242-4','lowXtxG', 'UB')
('SL04652-2022-11-01-4284','S179-12','M', 'LB')
('AC04652-2022-11-01-4314','A240-12','alZ', 'SU')
('AC22517-2022-11-01-4119','A229-15','wwQOqUW', 'UB')
('AC04652-2022-11-02-4220','A235-8','c', 'LB')
('AC12058-2022-11-01-4279','A238-13','rJaEDC', 'LB')
('SL12058-2022-11-01-4271','S178-23','mZMmteQKCgUkco', 'SL')
('AC22517-2022-11-01-4125','A230-3','uVxySSJA', 'UB')
('AC22517-2022-11-01-4126','A230-4','bBiOHdpHMGA', 'UB')
('SL12058-2022-11-01-4280','S179-8','ahCpBkjQPCSs', 'SU')
('AC22517-2022-11-02-4360','A243-4','HyvKE', 'UB')
('SL22517-2022-11-02-4374','S183-6','NnBJHzqSSLY', 'UB')
('AC04652-2022-11-01-4328','A241-8','MvdFDMLwxmE', 'LB')
('SL04652-2022-11-01-4302','S180-6','pdbk', 'UB')
('SL12058-2022-11-01-4295','S179-23','NlyiEWqzOB', 'SL')
('AC04652-2022-11-01-4331','A241-11','KSu', 'SL')
('AC22517-2022-11-02-4368','A243-12','YBrBvYtoDdPToBW', 'SU')
('AC04652-2022-11-02-4246','A236-16','jpdsGPfkT', 'UB')
('AC12058-2022-11-01-4306','A240-4','mmz', 'UB')
('SL04652-2022-11-02-4230','S177-6','UmFmUghp', 'UB')
('SL22517-2022-11-01-4326','S181-6','QNUUJhY', 'UB')
('SL04652-2022-11-01-4318','S180-22','krjoGE', 'UB')
('SL12058-2022-11-01-4307','S180-11','u', 'UB')
('SL04652-2022-11-02-4232','S177-8','oZxr', 'SU')
('SL12058-2022-11-01-4309','S180-13','Q', 'MB')
('SL12058-2022-11-01-4314','S180-18','cYKTKJfGdBq', 'MB')
('AC22517-2022-11-01-4163','A232-5','UjyWbU', 'SL')
('SL04652-2022-11-02-4238','S177-14','hQqlIkwoDcPipI', 'UB')
('SL04652-2022-11-02-4239','S177-15','EGhAxhmfY', 'SL')
('AC12058-2022-11-01-4326','A241-6','k', 'SU')
('SL12058-2022-11-01-4320','S180-24','nzOuf', 'SU')
('SL12058-2022-11-01-4321','S181-1','CpsmkAqCuncLI', 'LB')
('SL12058-2022-11-01-4323','S181-3','X', 'UB')
('SL22517-2022-11-01-4343','S181-23','tyPuLCBvFgd', 'SL')
('AC12058-2022-11-01-4334','A241-14','Yev', 'LB')
('AC04652-2022-11-02-4277','A238-11','kBJ', 'SL')
('SL04652-2022-11-02-4255','S178-7','lYldGtWoyi', 'SL')
('AC22517-2022-11-02-4404','A245-12','Oqz', 'SU')
('SL04652-2022-11-01-4337','S181-17','iBaBPspqW', 'LB')
('AC22517-2022-11-01-4177','A233-1','m', 'LB')
('SL22517-2022-11-01-4351','S182-7','xlyAlNfNZmGwiWZb', 'SL')
('SL12058-2022-11-01-4333','S181-13','qnhUMu', 'MB')
('AC04652-2022-11-01-4381','A244-7','ilDwCxLPkpjrvs', 'LB')
('AC12058-2022-11-01-4347','A242-9','iEHeD', 'UB')
('AC04652-2022-11-01-4383','A244-9','sYa', 'UB')
('SL04652-2022-11-01-4346','S182-2','KQCYb', 'MB')
('SL04652-2022-11-02-4268','S178-20','WcxdCTorcdDgGsXk', 'LB')
('AC04652-2022-11-02-4291','A239-7','IdzZvtWaF', 'LB')
('SL22517-2022-11-01-4362','S182-18','CCJntBEjqMSlwz', 'MB')
('SL04652-2022-11-01-4353','S182-9','jTAtbwMjIuQeKD', 'LB')
('SL22517-2022-11-01-4364','S182-20','wVshYGOCPbgI', 'LB')
('SL04652-2022-11-01-4355','S182-11','asbuoWcKG', 'UB')
('SL04652-2022-11-01-4356','S182-12','ckdQ', 'LB')
('AC12058-2022-11-01-4356','A242-18','XxrEW', 'SU')
('AC04652-2022-11-02-4300','A239-16','fkZr', 'UB')
('AC22517-2022-11-02-4436','A247-8','FLpinXlewmBhBgv', 'LB')
('SL04652-2022-11-01-4366','S182-22','k', 'UB')
('AC04652-2022-11-01-4412','A246-2','J', 'LB')
('SL22517-2022-11-02-4461','S186-21','qpEWBwv', 'MB')
('SL12058-2022-11-01-4364','S182-20','l', 'LB')
('SL12058-2022-11-01-4409','S184-17','miZulpEnWddHygA', 'LB')
('AC04652-2022-11-01-4459','A248-13','bGsUxoOXXOyNzoK', 'LB')
('AC04652-2022-11-01-4460','A248-14','zXIjy', 'LB')
('SL22517-2022-11-01-4424','S185-8','a', 'SU')
('SL22517-2022-11-02-4507','S188-19','R', 'UB')
('AC04652-2022-11-02-4367','A243-11','IXDjMa', 'SL')
('AC22517-2022-11-02-4486','A250-4','zZjbgoUkR', 'UB')
('AC22517-2022-11-02-4487','A250-5','Yn', 'SL')
('SL22517-2022-11-02-4514','S189-2','DiMiHqF', 'MB')
('SL04652-2022-11-01-4421','S185-5','YIHUhMlWaSZmRj', 'MB')
('SL12058-2022-11-01-4420','S185-4','yrRcD', 'LB')
('SL12058-2022-11-01-4421','S185-5','xKHjBYXhPMdY', 'MB')
('SL22517-2022-11-01-4434','S185-18','tdXMqKoWTcDC', 'MB')
('SL04652-2022-11-02-4347','S182-3','ULrd', 'UB')
('SL04652-2022-11-01-4425','S185-9','UCaaDvsHKFaLubi', 'LB')
('AC12058-2022-11-01-4424','A246-14','IOMALQdWcbaLIup', 'LB')
('SL12058-2022-11-01-4427','S185-11','XvbyMnrsliX', 'UB')
('AC04652-2022-11-01-4480','A249-16','GZlewQ', 'UB')
('SL04652-2022-11-02-4357','S182-13','IBMCCTDEnEIyLYOC', 'MB')
('SL04652-2022-11-02-4358','S182-14','xRcoErAndKChzV', 'UB')
('SL22517-2022-11-02-4527','S189-15','ikUUugv', 'SL')
('AC04652-2022-11-01-4483','A250-1','b', 'LB')
('AC22517-2022-11-01-4284','A238-18','uZqZBSEbgoons', 'SU')
('AC22517-2022-11-01-4286','A239-2','GsgvWJlFBQWpjjH', 'LB')
('AC12058-2022-11-01-4447','A248-1','DhAJpjFXYMm', 'LB')
('AC22517-2022-11-01-4291','A239-7','GOwQqbxvPFPo', 'LB')
('SL12058-2022-11-01-4444','S186-4','rZFHRpbfokQPuGT', 'LB')
('SL12058-2022-11-01-4445','S186-5','VTZVgHMmnxgH', 'MB')
('SL22517-2022-11-02-4555','S190-19','tRDECsPj', 'UB')
('SL22517-2022-11-02-4556','S190-20','AGsX', 'LB')
('AC12058-2022-11-01-4454','A248-8','cGKRNzaemSx', 'LB')
('AC04652-2022-11-02-4411','A246-1','WSlrbkgf', 'LB')
('SL04652-2022-11-02-4389','S183-21','lFVSzBoJBmnnwD', 'MB')
('SL04652-2022-11-01-4459','S186-19','IuhJXH', 'UB')
('SL22517-2022-11-02-4560','S190-24','aAPXhWJtyqoZl', 'SU')
('AC22517-2022-11-02-4530','A252-12','pZRYeBX', 'SU')
('AC12058-2022-11-01-4460','A248-14','xedgRdMYwKNaZ', 'LB')
('AC22517-2022-11-01-4299','A239-15','cPFvrflCkZU', 'UB')
('SL12058-2022-11-01-4454','S186-14','RSsDQTIWoxpiS', 'UB')
('SL22517-2022-11-01-4488','S187-24','XCYxeRUNLGF', 'SU')
('SL04652-2022-11-01-4470','S187-6','mFWcnnEc', 'UB')
('AC04652-2022-11-01-4525','A252-7','qhAHZS', 'LB')
('AC22517-2022-11-01-4311','A240-9','GeGNYyOPMFdgRHmD', 'UB')
('SL04652-2022-11-02-4430','S185-14','hnIudscjhuXaDTf', 'UB')
('SL22517-2022-11-01-4528','S189-16','lVsFTURAg', 'SU')
('AC22517-2022-11-02-4591','A256-1','AsyuR', 'LB')
('SL04652-2022-11-02-4468','S187-4','rrMbSbEmsSX', 'LB')
('SL22517-2022-11-01-4568','S191-8','clecWlqBcGVNTMPa', 'SU')
('AC12058-2022-11-01-4541','A253-5','sbYKBwaG', 'SL')
('SL12058-2022-11-01-4532','S189-20','ohFWvZSxNoYVD', 'LB')
('SL12058-2022-11-01-4534','S189-22','Odffrj', 'UB')
('AC22517-2022-11-01-4394','A245-2','aHeHvzhdN', 'LB')
('AC12058-2022-11-01-4555','A254-1','wAvcSzk', 'LB')
('AC12058-2022-11-01-4558','A254-4','ItVEHSvzUT', 'UB')
('SL04652-2022-11-02-4494','S188-6','c', 'UB')
('AC22517-2022-11-01-4404','A245-12','yQJw', 'SU')
('AC12058-2022-11-01-4564','A254-10','RpiFvTHwMCKs', 'UB')
('SL04652-2022-11-02-4496','S188-8','uikAODbuCixEqA', 'SU')
('SL04652-2022-11-01-4575','S191-15','oGesalTFj', 'SL')
('SL04652-2022-11-01-4576','S191-16','ShxTJXqxfoEvj', 'SU')
('SL22517-2022-11-02-4658','S195-2','VuwekhxmqVZIEVY', 'MB')
('SL04652-2022-11-01-4585','S192-1','fJsQsw', 'LB')
('AC12058-2022-11-01-4576','A255-4','AigSUXVyROg', 'UB')
('AC04652-2022-11-01-4621','A257-13','dMGfdRPgQMSf', 'LB')
('SL04652-2022-11-01-4589','S192-5','aBwEBNkQpMXdtV', 'MB')
('SL04652-2022-11-01-4590','S192-6','bHLq', 'UB')
('AC04652-2022-11-01-4628','A258-2','cppvciuRghDU', 'LB')
('SL12058-2022-11-01-4559','S190-23','mzlNjXUrThCf', 'SL')
('SL12058-2022-11-01-4560','S190-24','PUCiBo', 'SU')
('AC22517-2022-11-02-4638','A258-12','KhkfABbFXbFgGqy', 'SU')
('SL22517-2022-11-02-4669','S195-13','iRkzEtYCHpR', 'MB')
('AC22517-2022-11-01-4419','A246-9','dNLDekvWAOMmYd', 'UB')
('AC04652-2022-11-02-4536','A252-18','ZjevFsJVOUcmWqV', 'SU')
('SL04652-2022-11-02-4521','S189-9','NPqblg', 'LB')
('AC04652-2022-11-01-4637','A258-11','ANPPd', 'SL')
('AC22517-2022-11-01-4427','A246-17','NV', 'SL')
('SL22517-2022-11-02-4674','S195-18','eJrLBeQ', 'MB')
('AC04652-2022-11-02-4542','A253-6','fdcQM', 'SU')
('SL04652-2022-11-02-4529','S189-17','VXUejb', 'LB')
('AC22517-2022-11-02-4651','A259-7','ZjnCgEOhYXQCMip', 'LB')
('AC22517-2022-11-02-4652','A259-8','ALLTcpf', 'LB')
('AC04652-2022-11-02-4548','A253-12','jNPFSilF', 'SU')
('AC22517-2022-11-02-4656','A259-12','UxJOUX', 'SU')
('SL04652-2022-11-02-4541','S190-5','CDgRmeUPW', 'MB')
('AC12058-2022-11-01-4607','A256-17','giZMuUlwzjwccCMZ', 'SL')
('AC12058-2022-11-01-4608','A256-18','wxvYz', 'SU')
('AC12058-2022-11-01-4609','A257-1','m', 'LB')
('SL22517-2022-11-01-4618','S193-10','sHYfakQVsD', 'MB')
('SL12058-2022-11-01-4592','S192-8','IkoMxRCR', 'SU')
('SL22517-2022-11-02-4695','S196-15','TBKrYUFo', 'SL')
('SL12058-2022-11-01-4596','S192-12','HqYL', 'LB')
('SL12058-2022-11-01-4597','S192-13','lKQayQyW', 'MB')
('AC04652-2022-11-01-4663','A260-1','lPAmWfL', 'LB')
('AC22517-2022-11-01-4448','A248-2','nvk', 'LB')
('AC22517-2022-11-01-4449','A248-3','wMLu', 'UB')
('AC22517-2022-11-02-4675','A260-13','RdBJNaEwu', 'LB')
('SL12058-2022-11-01-4612','S193-4','KpAyZOtrQCgTWxz', 'LB')
