('SL04652-2022-11-02-833','S35-17','rLpkXtJUyhB', 'LB')
('SL04652-2022-11-01-4967','S207-23','GDfmOr', 'SL')
('SL12058-2022-11-01-4909','S205-13','BPZHu', 'MB')
('SL12058-2022-11-01-4910','S205-14','jueVlcCOzpvL', 'UB')
('AC04652-2022-11-01-5292','A294-18','iRQPEAd', 'SU')
('SL22517-2022-11-02-5019','S210-3','DmuRE', 'UB')
('AC04652-2022-11-02-5156','A287-8','SrSMThl', 'LB')
('AC22517-2022-11-01-5123','A285-11','czrrAttP', 'SL')
('AC22517-2022-11-01-5124','A285-12','aqjRsVpxj', 'SU')
('SL22517-2022-11-02-5048','S211-8','CjoGt', 'SU')
('AC22517-2022-11-02-5190','A289-6','QWGKwnnsYHqUou', 'SU')
('AC12058-2022-11-01-5118','A285-6','IEio', 'SU')
('SL22517-2022-11-02-5092','S213-4','LrrNi', 'LB')
('AC22517-2022-11-01-5177','A288-11','dVDkxxnbJvH', 'SL')
('SL04652-2022-11-02-5128','S214-16','QCojDNi', 'SU')
('AC22517-2022-11-01-5180','A288-14','yMbSpEuOzVovr', 'LB')
('AC04652-2022-11-01-5393','A300-11','hAIn', 'SL')
('SL22517-2022-11-02-5136','S214-24','LrGKXUaFKJ', 'SU')
('SL22517-2022-11-01-5105','S213-17','WMVPDPsKtHTzz', 'LB')
('AC22517-2022-11-01-5243','A292-5','x', 'SL')
('AC22517-2022-11-01-5244','A292-6','jUpftXSc', 'SU')
('AC04652-2022-11-01-5463','A304-9','tJodVlMPYZNaTRVR', 'UB')
('SL04652-2022-11-02-5202','S217-18','KqIDUH', 'MB')
('SL12058-2022-11-01-5097','S213-9','zXHdxC', 'LB')
('AC12058-2022-11-01-5232','A291-12','XpMQFQyTPYQSEd', 'SU')
('AC12058-2022-11-01-5233','A291-13','WFjEzNOj', 'LB')
('AC04652-2022-11-02-5275','A294-1','T', 'LB')
('AC04652-2022-11-01-5468','A304-14','BmmwNRdgmhTEI', 'LB')
('SL22517-2022-11-01-5133','S214-21','CvYwG', 'MB')
('AC12058-2022-11-01-5236','A291-16','SYgsonzSAGEGc', 'UB')
('SL22517-2022-11-01-5134','S214-22','aQIbI', 'UB')
('SL04652-2022-11-01-5161','S216-1','i', 'LB')
('AC22517-2022-11-02-5288','A294-14','rnyyNJx', 'LB')
('SL04652-2022-11-01-5163','S216-3','go', 'UB')
('AC22517-2022-11-01-5256','A292-18','LMEPrcXXu', 'SU')
('AC22517-2022-11-01-5257','A293-1','bBF', 'LB')
('AC04652-2022-11-01-5476','A305-4','KgQOqguisI', 'UB')
('AC04652-2022-11-02-5284','A294-10','ixFeV', 'UB')
('SL12058-2022-11-01-5148','S215-12','pWXSBGvoBRSQ', 'LB')
('AC04652-2022-11-02-5322','A296-12','UpC', 'SU')
('AC04652-2022-11-01-5525','A307-17','QNWTUPzZpnpgJq', 'SL')
('AC04652-2022-11-02-5357','A298-11','GLhO', 'SL')
('SL04652-2022-11-01-5224','S218-16','kjRdRyDmAWb', 'SU')
('SL04652-2022-11-01-5225','S218-17','nCXkMBJa', 'LB')
('AC04652-2022-11-02-5360','A298-14','mP', 'LB')
('SL12058-2022-11-01-5191','S217-7','Pb', 'SL')
('SL12058-2022-11-01-5193','S217-9','JjmMOMPoLWAa', 'LB')
('SL22517-2022-11-02-5241','S219-9','ypmRoy', 'LB')
('AC04652-2022-11-01-5547','A309-3','bGwiUf', 'UB')
('AC04652-2022-11-01-5548','A309-4','TYhYWa', 'UB')
('SL22517-2022-11-02-5244','S219-12','sYUFPY', 'LB')
('SL22517-2022-11-01-5213','S218-5','EIipgRPlOtJF', 'MB')
('SL22517-2022-11-01-5218','S218-10','EKJd', 'MB')
('AC04652-2022-11-01-5556','A309-12','oL', 'SU')
('AC04652-2022-11-01-5557','A309-13','BmfGCtRkQykLe', 'LB')
('SL22517-2022-11-02-5257','S220-1','lWbTsAbNkVEDn', 'LB')
('AC04652-2022-11-02-5377','A299-13','IjDLow', 'LB')
('SL04652-2022-11-02-5302','S221-22','AyJbTdXpLTctpOx', 'UB')
('AC04652-2022-11-01-5563','A310-1','YJYtcFwriWibWX', 'LB')
('SL22517-2022-11-01-5229','S218-21','ROwt', 'MB')
('SL22517-2022-11-02-5338','S223-10','RzUVZfodcLlVT', 'MB')
('SL22517-2022-11-02-5339','S223-11','RMPM', 'UB')
('AC04652-2022-11-01-5649','A314-15','wUnanLaQjyQb', 'UB')
('SL22517-2022-11-01-5302','S221-22','JvkDCmtUKdXeQPH', 'UB')
('AC22517-2022-11-01-5434','A302-16','UjBWgVaqrxMQ', 'UB')
('SL04652-2022-11-02-5372','S224-20','ZwiVlenuLwGmjgK', 'LB')
('AC04652-2022-11-02-5461','A304-7','TRyfuiY', 'LB')
('AC04652-2022-11-01-5652','A314-18','QIKUCNeXybGZSbNc', 'SU')
('SL04652-2022-11-02-5377','S225-1','jrIyrVkMIgkTzojW', 'LB')
('AC12058-2022-11-01-5415','A301-15','tvZavYIgAKHhsrwj', 'UB')
('AC22517-2022-11-01-5441','A303-5','ENokDWyUfgjgHqcl', 'SL')
('AC12058-2022-11-01-5418','A301-18','SJQtp', 'SU')
('SL04652-2022-11-01-5343','S223-15','rtVFyjQpgeKFtRvc', 'SL')
('AC04652-2022-11-02-5490','A305-18','yI', 'SU')
('SL22517-2022-11-01-5325','S222-21','IcWBrxFAxnx', 'MB')
('AC04652-2022-11-01-5673','A316-3','IjnStOrGSZ', 'UB')
('AC04652-2022-11-01-5674','A316-4','yay', 'UB')
('SL22517-2022-11-01-5333','S223-5','YbnbWpz', 'MB')
('AC04652-2022-11-01-5687','A316-17','qRtXrCgzrWUfJ', 'SL')
('SL22517-2022-11-01-5343','S223-15','xNszCSGLInOLvc', 'SL')
('SL04652-2022-11-02-5441','S227-17','L', 'LB')
('SL04652-2022-11-01-5383','S225-7','LQNC', 'SL')
('SL12058-2022-11-01-5354','S224-2','F', 'MB')
('AC04652-2022-11-01-5717','A318-11','VXxIHrgkr', 'SL')
('SL12058-2022-11-01-5357','S224-5','qYceQrtB', 'MB')
('SL04652-2022-11-02-5448','S227-24','eZVDotcEFQvqP', 'SU')
('SL22517-2022-11-01-5373','S224-21','WynQKUk', 'MB')
('SL04652-2022-11-02-5450','S228-2','pBK', 'MB')
('AC12058-2022-11-01-5493','A306-3','VMymwbZBjO', 'UB')
('AC04652-2022-11-02-5545','A309-1','L', 'LB')
('AC22517-2022-11-01-5634','A313-18','VSmIuumILIrDj', 'SU')
('SL12058-2022-11-01-5483','S229-11','OtFgoVsBK', 'UB')
('AC04652-2022-11-01-5839','A325-7','B', 'LB')
('SL22517-2022-11-01-5494','S229-22','Hhka', 'UB')
('AC04652-2022-11-01-5851','A326-1','wZ', 'LB')
('AC22517-2022-11-01-5661','A315-9','xChIuNPoebCmgG', 'UB')
('SL22517-2022-11-02-5571','S233-3','GTnOBYeNLrvS', 'UB')
('AC22517-2022-11-01-5663','A315-11','N', 'SL')
('SL12058-2022-11-01-5510','S230-14','uMxP', 'UB')
('AC04652-2022-11-02-5702','A317-14','YbDJkjEW', 'LB')
('AC22517-2022-11-02-5670','A315-18','eDIEB', 'SU')
('SL12058-2022-11-01-5514','S230-18','hZpTbNluzHObmiUd', 'MB')
('AC22517-2022-11-01-5670','A315-18','FylUvQPnRx', 'SU')
('SL22517-2022-11-02-5687','S237-23','GHJipW', 'SL')
('SL22517-2022-11-02-5688','S237-24','sxEN', 'SU')
('AC04652-2022-11-01-5968','A332-10','NWEQiKRIpVo', 'UB')
('SL04652-2022-11-02-5715','S239-3','aGh', 'UB')
('SL04652-2022-11-02-5716','S239-4','gnhDKeKeCwyzogt', 'LB')
('AC22517-2022-11-01-5784','A322-6','ZXsrJuBv', 'SU')
('AC04652-2022-11-02-5811','A323-15','Yyeb', 'UB')
('AC04652-2022-11-02-5812','A323-16','ew', 'UB')
('AC04652-2022-11-01-5988','A333-12','aaVLihjhF', 'SU')
('AC22517-2022-11-02-5766','A321-6','pkeNEd', 'SU')
('AC22517-2022-11-02-5767','A321-7','ftQxnGadnhsja', 'LB')
('SL04652-2022-11-02-5720','S239-8','CzkBUJpApjXgHNtO', 'SU')
('SL22517-2022-11-01-5662','S236-22','sy', 'UB')
('AC04652-2022-11-02-5851','A326-1','XpthsshP', 'LB')
('AC22517-2022-11-01-5824','A324-10','yhBkDcooRpauBj', 'UB')
('AC22517-2022-11-01-5829','A324-15','XEomQnOUqeQVrfA', 'UB')
('AC04652-2022-11-02-5859','A326-9','GIjSJ', 'UB')
('SL22517-2022-11-02-5746','S240-10','xiN', 'MB')
('AC22517-2022-11-01-5836','A325-4','yw', 'UB')
('SL04652-2022-11-02-5769','S241-9','RtbGim', 'LB')
('SL22517-2022-11-02-5753','S240-17','hAOrYqZsE', 'LB')
('AC12058-2022-11-01-5807','A323-11','wnDSQhInrdhH', 'SL')
('AC12058-2022-11-01-5809','A323-13','QrzDyxpgoLRmPE', 'LB')
('SL04652-2022-11-01-5720','S239-8','G', 'SU')
('AC22517-2022-11-01-5840','A325-8','PmftAlZy', 'LB')
('SL12058-2022-11-01-5673','S237-9','TURsGXrnWBUi', 'LB')
('AC22517-2022-11-01-5841','A325-9','piUuKAYs', 'UB')
('AC04652-2022-11-02-5871','A327-3','dI', 'UB')
('SL04652-2022-11-02-5776','S241-16','PWMt', 'SU')
('SL04652-2022-11-02-5777','S241-17','yykn', 'LB')
('AC22517-2022-11-02-5829','A324-15','SPU', 'UB')
('AC22517-2022-11-02-5833','A325-1','Dfd', 'LB')
('AC22517-2022-11-01-5854','A326-4','uRaGMKpjMJJPT', 'UB')
('AC04652-2022-11-01-6108','A340-6','bMcSe', 'SU')
('AC22517-2022-11-02-5886','A327-18','NkEOOSzFGFhSdrF', 'SU')
('AC22517-2022-11-01-5888','A328-2','wEUgketjx', 'LB')
('SL04652-2022-11-01-5776','S241-16','eWEMzFxPR', 'SU')
('AC04652-2022-11-02-5930','A330-8','paBDiEOb', 'LB')
('AC04652-2022-11-01-6114','A340-12','thrTlaqVRA', 'SU')
('AC04652-2022-11-02-5943','A331-3','JrWPpwbYE', 'UB')
('SL22517-2022-11-02-5854','S244-22','UTg', 'UB')
('AC04652-2022-11-01-6136','A341-16','FeQXtaM', 'UB')
('AC22517-2022-11-01-5915','A329-11','GR', 'SL')
('SL12058-2022-11-01-5758','S240-22','ImFqs', 'UB')
('AC22517-2022-11-02-5940','A330-18','m', 'SU')
('SL12058-2022-11-01-5786','S242-2','xkstx', 'MB')
('SL12058-2022-11-01-5787','S242-3','CwqQ', 'UB')
('SL22517-2022-11-01-5828','S243-20','QOI', 'LB')
('SL22517-2022-11-01-5848','S244-16','lPxEZhtjcI', 'SU')
('AC22517-2022-11-02-5959','A332-1','hsGCIzGUgGB', 'LB')
('AC22517-2022-11-02-5960','A332-2','m', 'LB')
('SL04652-2022-11-01-5849','S244-17','vkyVFBI', 'LB')
('SL22517-2022-11-02-5926','S247-22','DO', 'UB')
('AC12058-2022-11-01-5966','A332-8','WCsaYnTu', 'LB')
('AC12058-2022-11-01-5968','A332-10','voCtNEQRWfZzMM', 'UB')
('AC04652-2022-11-01-6210','A345-18','rJGAeVeFTuYJC', 'SU')
('SL22517-2022-11-02-5935','S248-7','LASkOVgThTAAZwY', 'SL')
('SL22517-2022-11-01-5862','S245-6','ByTvpVnUnYMsdT', 'UB')
('SL12058-2022-11-01-5812','S243-4','sdVMSIAfu', 'LB')
('AC22517-2022-11-01-6002','A334-8','EYBchydGWZV', 'LB')
('SL04652-2022-11-02-5975','S249-23','BdYsRiAuRHSsfL', 'SL')
('AC04652-2022-11-02-6057','A337-9','oSTfApWFoQqBc', 'UB')
('SL22517-2022-11-02-5970','S249-18','KhXGRugpRPX', 'MB')
('AC12058-2022-11-01-6004','A334-10','RcgjcZihvdGselwg', 'UB')
('SL04652-2022-11-02-5980','S250-4','U', 'LB')
('SL04652-2022-11-01-5885','S246-5','uJJWvfus', 'MB')
('SL12058-2022-11-01-5839','S244-7','csXsW', 'SL')
('AC12058-2022-11-01-6008','A334-14','Jn', 'LB')
('AC04652-2022-11-01-6251','A348-5','lVIYtRoJYqoe', 'SL')
('AC22517-2022-11-01-6037','A336-7','aDDtJsAa', 'LB')
('SL04652-2022-11-01-5912','S247-8','sqZVgGjjQTa', 'SU')
('SL22517-2022-11-02-5997','S250-21','mx', 'MB')
('AC04652-2022-11-02-6091','A339-7','R', 'LB')
('SL04652-2022-11-02-6010','S251-10','Vmri', 'MB')
('SL04652-2022-11-02-6011','S251-11','jAkmzYQJR', 'UB')
('SL12058-2022-11-01-5870','S245-14','JoBIhgamknmfq', 'UB')
('AC22517-2022-11-01-6050','A337-2','yJgD', 'LB')
('SL22517-2022-11-01-5939','S248-11','EuMgWyLwHbKASM', 'UB')
('SL12058-2022-11-01-5871','S245-15','vNIAEbOQptg', 'SL')
('SL04652-2022-11-02-6019','S251-19','M', 'UB')
('SL22517-2022-11-02-6014','S251-14','CisJJmHc', 'UB')
('SL22517-2022-11-01-5940','S248-12','UiyKdRjiGthAy', 'LB')
('AC22517-2022-11-01-6054','A337-6','YEfMSwBrnuzPR', 'SU')
('SL12058-2022-11-01-5877','S245-21','TIvWuJflcZ', 'MB')
('AC22517-2022-11-02-6058','A337-10','xKQcrio', 'UB')
('AC22517-2022-11-01-6056','A337-8','EJFGCunNGn', 'LB')
('AC04652-2022-11-01-6297','A350-15','WZgDMyMimxKY', 'UB')
('AC04652-2022-11-01-6298','A350-16','hBoOdrheJjKiL', 'UB')
('AC22517-2022-11-01-6058','A337-10','ajI', 'UB')
('AC22517-2022-11-02-6063','A337-15','gFTFNQpapefFQreH', 'UB')
('AC04652-2022-11-02-6112','A340-10','RyAWKubfkH', 'UB')
('AC12058-2022-11-01-6063','A337-15','okYZxDXjKgLu', 'UB')
('AC04652-2022-11-02-6114','A340-12','Qeozpa', 'SU')
('SL12058-2022-11-01-5888','S246-8','ndiNQOIkmyg', 'SU')
('AC22517-2022-11-02-6067','A338-1','NheTXrTqw', 'LB')
('SL22517-2022-11-02-6020','S251-20','asPmGo', 'LB')
('SL22517-2022-11-01-5951','S248-23','Iwf', 'SL')
('SL22517-2022-11-02-6022','S251-22','Zmyi', 'UB')
('SL22517-2022-11-02-6023','S251-23','VtfJYhBw', 'SL')
('SL04652-2022-11-02-6038','S252-14','grQMpRp', 'UB')
('AC22517-2022-11-01-6100','A339-16','CUyAHxPsqDl', 'UB')
('SL12058-2022-11-01-5922','S247-18','nLMGmOAhyGm', 'MB')
('AC04652-2022-11-01-6349','A353-13','mTSdczy', 'LB')
('AC22517-2022-11-01-6106','A340-4','sBJQBEA', 'UB')
('SL12058-2022-11-01-5933','S248-5','sifNRQNuKGUTF', 'MB')
('AC04652-2022-11-02-6149','A342-11','NrwzHGOatzpVL', 'SL')
('AC04652-2022-11-01-6388','A355-16','FUNRhq', 'UB')
('AC22517-2022-11-01-6141','A342-3','TgeSD', 'UB')
('SL22517-2022-11-02-6095','S254-23','ebQgkygdaiYbWsg', 'SL')
('AC22517-2022-11-01-6144','A342-6','ikTGRqB', 'SU')
('AC04652-2022-11-02-6181','A344-7','lPoLlQNDikFzfL', 'LB')
('AC04652-2022-11-01-6408','A356-18','fMvWaJ', 'SU')
('AC22517-2022-11-02-6168','A343-12','hMCDu', 'SU')
('SL04652-2022-11-01-6070','S253-22','QGYVjyDRE', 'UB')
('AC04652-2022-11-01-6459','A359-15','tjGXAWbMr', 'UB')
('SL04652-2022-11-02-6161','S257-17','LgkXXMcCfQ', 'LB')
('AC22517-2022-11-02-6218','A346-8','yXscWTldkztDu', 'LB')
('SL22517-2022-11-02-6208','S259-16','FUDkPbXhyIehK', 'SU')
('AC12058-2022-11-01-6255','A348-9','XbzVUtwxDibvlzyM', 'UB')
('AC04652-2022-11-02-6294','A350-12','MdNvETvWyISaUBn', 'SU')
('AC22517-2022-11-01-6284','A350-2','bHxRcbuzPhsbYl', 'LB')
('AC12058-2022-11-01-6275','A349-11','b', 'SL')
('AC22517-2022-11-01-6287','A350-5','WHTPLMzjGhmUgYZ', 'SL')
('AC04652-2022-11-02-6303','A351-3','ZjVDa', 'UB')
('AC04652-2022-11-01-6545','A364-11','moAyREXAEhksHjlp', 'SL')
('AC22517-2022-11-02-6288','A350-6','PH', 'SU')
('SL04652-2022-11-01-6162','S257-18','FxnTKTWjoncF', 'MB')
('SL04652-2022-11-02-6233','S260-17','enCiPoxWhCl', 'LB')
('AC04652-2022-11-02-6310','A351-10','PceTHp', 'UB')
('AC12058-2022-11-01-6306','A351-6','rMVzFSFj', 'SU')
('SL04652-2022-11-02-6253','S261-13','issRgJDI', 'MB')
('SL04652-2022-11-01-6183','S258-15','tqJJwOFcw', 'SL')
('AC22517-2022-11-02-6310','A351-10','OKmOQHhnOsOglbbm', 'UB')
('SL04652-2022-11-02-6274','S262-10','QgtrKlOwNu', 'MB')
('SL04652-2022-11-01-6201','S259-9','FzUToCwHp', 'LB')
('SL04652-2022-11-01-6257','S261-17','WcMcsTqqeDlT', 'LB')
('AC22517-2022-11-01-6399','A356-9','nKeyUZhcOY', 'UB')
('AC04652-2022-11-01-6656','A370-14','XBeWSnlT', 'LB')
('SL04652-2022-11-02-6345','S265-9','fKXS', 'LB')
('SL04652-2022-11-01-6267','S262-3','IejeIvQb', 'UB')
('AC12058-2022-11-01-6390','A355-18','VcHyTiiaGSaqf', 'SU')
('AC04652-2022-11-01-6662','A371-2','HhwKTD', 'LB')
('AC22517-2022-11-02-6394','A356-4','UKtGiqfLMuyEIz', 'UB')
('AC04652-2022-11-02-6415','A357-7','AZYDvsYT', 'LB')
('SL22517-2022-11-02-6360','S265-24','RNUMbTpUFOh', 'SU')
('AC22517-2022-11-02-6396','A356-6','xNfuLb', 'SU')
('SL04652-2022-11-01-6273','S262-9','SG', 'LB')
('SL22517-2022-11-01-6281','S262-17','MhRwqyHDgJcr', 'LB')
('SL22517-2022-11-01-6291','S263-3','zVgPFdfpboQh', 'UB')
('SL22517-2022-11-01-6304','S263-16','dqSx', 'SU')
('SL04652-2022-11-02-6381','S266-21','HCinmDk', 'MB')
('AC12058-2022-11-01-6421','A357-13','L', 'LB')
('SL12058-2022-11-01-6229','S260-13','BXFOMsEZZJptYJ', 'MB')
('AC22517-2022-11-02-6428','A358-2','pbXHvHOLf', 'LB')
('AC04652-2022-11-02-6452','A359-8','RMow', 'LB')
('SL22517-2022-11-01-6313','S264-1','Q', 'LB')
('AC04652-2022-11-01-6708','A373-12','NywyahZxtwobC', 'SU')
('SL22517-2022-11-02-6400','S267-16','HMKZ', 'SU')
('AC04652-2022-11-02-6460','A359-16','unoMU', 'UB')
('SL04652-2022-11-01-6339','S265-3','zmdDDao', 'UB')
('SL04652-2022-11-01-6341','S265-5','tCuWGirhPW', 'MB')
('SL22517-2022-11-01-6339','S265-3','B', 'UB')
('AC22517-2022-11-02-6452','A359-8','v', 'LB')
('AC22517-2022-11-02-6453','A359-9','vaJAieBqxahtm', 'UB')
('SL22517-2022-11-01-6395','S267-11','JCDPmSORZjoLSF', 'UB')
('AC22517-2022-11-01-6498','A361-18','cgKIzlHNnX', 'SU')
('AC12058-2022-11-01-6495','A361-15','jJj', 'UB')
('AC22517-2022-11-01-6502','A362-4','RwnaIGycCYyPR', 'UB')
('SL22517-2022-11-01-6406','S267-22','EPwhkyOeXL', 'UB')
('AC22517-2022-11-02-6499','A362-1','er', 'LB')
('SL22517-2022-11-02-6466','S270-10','kcLfzIUASggBNLWT', 'MB')
('SL22517-2022-11-02-6474','S270-18','qgjuEmfdpM', 'MB')
('SL22517-2022-11-02-6482','S271-2','elZdvLXtKjcWWvU', 'MB')
('AC04652-2022-11-02-6543','A364-9','Ks', 'UB')
('SL12058-2022-11-01-6341','S265-5','apytDHyswTiGMbH', 'MB')
('SL12058-2022-11-01-6342','S265-6','cezWnNVK', 'UB')
('AC12058-2022-11-01-6538','A364-4','dNxdkXvxZF', 'UB')
('AC04652-2022-11-02-6560','A365-8','CC', 'LB')
('SL22517-2022-11-02-6518','S272-14','hALgFZDdbP', 'UB')
('AC22517-2022-11-01-6558','A365-6','kBElDGRfhKI', 'SU')
('AC04652-2022-11-01-6839','A380-17','KSqGFsrfNaypdjOe', 'SL')
('AC04652-2022-11-01-6840','A380-18','TuIZhvvScuWB', 'SU')
('SL22517-2022-11-01-6483','S271-3','YypcUNdgNTv', 'UB')
('SL12058-2022-11-01-6393','S267-9','PozwLO', 'LB')
('AC22517-2022-11-02-6586','A366-16','bFhCuqIYeh', 'UB')
('AC04652-2022-11-02-6641','A369-17','xGwXfS', 'SL')
('AC12058-2022-11-01-6636','A369-12','mQkifgEjGkCl', 'SU')
('AC04652-2022-11-02-6676','A371-16','gtYNFnqWaCvgk', 'UB')
('AC04652-2022-11-02-6677','A371-17','ITYPUkOSYQwcoUB', 'SL')
('SL04652-2022-11-01-6644','S277-20','JiLuYcO', 'LB')
('AC22517-2022-11-01-6733','A375-1','KyrfxTsDcve', 'LB')
('SL04652-2022-11-01-6652','S278-4','nDOdYQbI', 'LB')
('AC22517-2022-11-01-6748','A375-16','WXXB', 'UB')
('SL22517-2022-11-02-6719','S280-23','FHGfWlEwdftZUf', 'SL')
('SL12058-2022-11-01-6553','S274-1','rYmsSqp', 'LB')
('AC22517-2022-11-01-6752','A376-2','zqhcDQTwNpfJDFu', 'LB')
('AC04652-2022-11-02-6755','A376-5','zSbRPQEFHWROPN', 'SL')
('AC12058-2022-11-01-6768','A376-18','mLURouDls', 'SU')
('AC22517-2022-11-02-6778','A377-10','qsDvmJxDNFV', 'UB')
('AC04652-2022-11-02-6760','A376-10','bCnUBbzegYCE', 'UB')
('SL04652-2022-11-01-6666','S278-18','TKzT', 'MB')
('SL04652-2022-11-01-6667','S278-19','HrqFRLX', 'UB')
('SL22517-2022-11-02-6738','S281-18','g', 'MB')
('SL04652-2022-11-02-6734','S281-14','mfqOktAt', 'UB')
('SL04652-2022-11-01-6694','S279-22','NzQzNr', 'UB')
('SL12058-2022-11-01-6585','S275-9','WPYltsUPwURo', 'LB')
('SL04652-2022-11-02-6746','S282-2','BhDtqEyzxGqmRoy', 'MB')
('SL22517-2022-11-01-6642','S277-18','vWSc', 'MB')
('SL22517-2022-11-01-6643','S277-19','NZzDnYFri', 'UB')
('AC12058-2022-11-01-6797','A378-11','tEGbOY', 'SL')
('AC04652-2022-11-02-6779','A377-11','iMl', 'SL')
('AC04652-2022-11-01-7054','A392-16','I', 'UB')
('SL04652-2022-11-01-6707','S280-11','zTgyjMzNpKQeJGQM', 'UB')
('SL12058-2022-11-01-6593','S275-17','giaFLfTnmOJ', 'LB')
('SL22517-2022-11-02-6762','S282-18','MZCKlwJFFvcRq', 'MB')
('AC22517-2022-11-02-6819','A379-15','G', 'UB')
('SL22517-2022-11-02-6764','S282-20','faWEMQjfmv', 'LB')
('SL04652-2022-11-02-6767','S282-23','eAGVprJlAgzdN', 'SL')
('SL04652-2022-11-02-6768','S282-24','vrJWokLGEbKcwub', 'SU')
('SL04652-2022-11-01-6714','S280-18','OOnzu', 'MB')
('SL12058-2022-11-01-6601','S276-1','oLkEQWMlN', 'LB')
('AC04652-2022-11-02-6794','A378-8','PxFYNoAuJeuUKj', 'LB')
('SL04652-2022-11-01-6715','S280-19','eTnLZFYyjL', 'UB')
('SL22517-2022-11-02-6770','S283-2','PTebsoNltL', 'MB')
('AC12058-2022-11-01-6825','A380-3','ZA', 'UB')
('SL12058-2022-11-01-6606','S276-6','BDnPNe', 'UB')
('AC12058-2022-11-01-6827','A380-5','reCnzhCzQcoQCVog', 'SL')
('SL22517-2022-11-02-6773','S283-5','OlgVdrbYSEbMT', 'MB')
('SL22517-2022-11-02-6774','S283-6','Vt', 'UB')
('AC04652-2022-11-02-6799','A378-13','EJM', 'LB')
('AC12058-2022-11-01-6829','A380-7','INk', 'LB')
('SL22517-2022-11-02-6780','S283-12','gXapVyYGydYoDY', 'LB')
('SL04652-2022-11-01-6746','S282-2','hZURy', 'MB')
('AC04652-2022-11-01-7089','A394-15','Q', 'UB')
('SL12058-2022-11-01-6627','S277-3','Ulskd', 'UB')
('SL04652-2022-11-01-6799','S284-7','QdePkdvuWA', 'SL')
('SL04652-2022-11-01-6803','S284-11','ENSBzjqUu', 'UB')
('SL04652-2022-11-01-6804','S284-12','GtIpgVewVdcN', 'LB')
('AC04652-2022-11-02-6864','A382-6','HwNffqIeWWk', 'SU')
('SL12058-2022-11-01-6678','S279-6','sywZZoaXIkGSqz', 'UB')
('SL04652-2022-11-01-6813','S284-21','qhAnmjVLT', 'MB')
('SL04652-2022-11-02-6834','S285-18','BUPIvEKUaeIu', 'MB')
('AC22517-2022-11-02-6899','A384-5','WQ', 'SL')
('AC12058-2022-11-01-6899','A384-5','dvtgWUoiztWhZV', 'SL')
('AC12058-2022-11-01-6900','A384-6','QiGDcfeNNoMzZHlj', 'SU')
('SL22517-2022-11-01-6736','S281-16','v', 'SU')
('SL22517-2022-11-01-6737','S281-17','NYOsSGFAAdlMGUjC', 'LB')
('SL22517-2022-11-01-6738','S281-18','SwqHtoRbezZ', 'MB')
('SL12058-2022-11-01-6689','S279-17','ZiRtkKGXHinag', 'LB')
('AC12058-2022-11-01-6904','A384-10','DUGZxiNzi', 'UB')
('SL04652-2022-11-02-6844','S286-4','YN', 'LB')
('SL04652-2022-11-02-6845','S286-5','UxovcoyCBTyXk', 'MB')
('AC12058-2022-11-01-6906','A384-12','hjQQCfsTHdaDG', 'SU')
('AC22517-2022-11-02-6904','A384-10','XkTioDS', 'UB')
('AC22517-2022-11-01-6888','A383-12','ViAHieJdpQP', 'SU')
('SL04652-2022-11-01-6824','S285-8','quEfrvch', 'SU')
('AC12058-2022-11-01-6908','A384-14','saE', 'LB')
('SL22517-2022-11-01-6749','S282-5','wggfeB', 'MB')
('AC12058-2022-11-01-6909','A384-15','TrD', 'UB')
('AC04652-2022-11-02-6887','A383-11','OmWqyI', 'SL')
('SL12058-2022-11-01-6702','S280-6','SiVrmtSkFWSWNzsv', 'UB')
('AC04652-2022-11-01-7180','A399-16','ciyoUbvGiD', 'UB')
('SL04652-2022-11-02-6879','S287-15','SjHJnpdWP', 'SL')
('SL22517-2022-11-01-6787','S283-19','ElPCMiLIf', 'UB')
('AC04652-2022-11-01-7183','A400-1','XUAhPdepdxqRS', 'LB')
('SL04652-2022-11-01-6889','S288-1','x', 'LB')
('SL22517-2022-11-02-6901','S288-13','fZkOZqkmmakcX', 'MB')
('SL04652-2022-11-01-6922','S289-10','iMxDEeIwxMfoljO', 'MB')
('SL22517-2022-11-02-6933','S289-21','dnljRNhRTXQZY', 'MB')
('SL22517-2022-11-02-6934','S289-22','LJbgpSxC', 'UB')
('AC04652-2022-11-01-7291','A406-1','jjEheC', 'LB')
('SL22517-2022-11-02-6985','S292-1','RtRwcqe', 'LB')
('SL22517-2022-11-01-6895','S288-7','CSGDlmrrDOHGwgS', 'SL')
('AC12058-2022-11-01-7043','A392-5','XhOwcxvOsToT', 'SL')
('AC12058-2022-11-01-7044','A392-6','wraejJsYclKd', 'SU')
('AC22517-2022-11-01-7141','A397-13','itO', 'LB')
('SL22517-2022-11-01-7001','S292-17','XxbKpjMTIineM', 'LB')
('SL22517-2022-11-01-7002','S292-18','csXDUsdF', 'MB')
('AC22517-2022-11-02-7164','A398-18','UCx', 'SU')
('AC22517-2022-11-01-7144','A397-16','qxKMBGea', 'UB')
('SL12058-2022-11-01-6962','S291-2','yuQ', 'MB')
('AC04652-2022-11-01-7423','A413-7','LPf', 'LB')
('AC22517-2022-11-02-7178','A399-14','FAtpoluAlQ', 'LB')
('AC22517-2022-11-01-7158','A398-12','uw', 'SU')
('AC22517-2022-11-01-7210','A401-10','bdgietankJK', 'UB')
