('SL22517-2022-11-02-4','S1-4','UAqhzrzGlBLqSGP', 'LB')
('AC22517-2022-11-02-9451','A526-1','VRTvftslLrQRMVzm', 'LB')
('AC12058-2022-11-01-9407','A523-11','QAfppiKwuZEsM', 'SL')
('AC22517-2022-11-01-9430','A524-16','nfpwP', 'UB')
('AC22517-2022-11-02-9453','A526-3','RrPzwSzfPPGmChG', 'UB')
('AC12058-2022-11-01-9435','A525-3','yF', 'UB')
('AC04652-2022-11-02-9476','A527-8','xccbEVoUn', 'LB')
('AC22517-2022-11-01-9463','A526-13','lXNQ', 'LB')
('AC12058-2022-11-01-9555','A531-15','USMQDpeneBviZNST', 'UB')
('SL12058-2022-11-01-9346','S390-10','NgozYOnTe', 'MB')
('SL04652-2022-11-02-9478','S395-22','oSc', 'UB')
('SL22517-2022-11-02-9475','S395-19','urEy', 'UB')
('SL22517-2022-11-02-9479','S395-23','y', 'SL')
('SL12058-2022-11-01-9352','S390-16','NxsPO', 'SU')
('AC22517-2022-11-01-9558','A531-18','nRfGQzK', 'SU')
('SL22517-2022-11-01-9420','S393-12','icwSjPqLwaKGWFxb', 'LB')
('AC04652-2022-11-01-9839','A547-11','UTjiZSQRBbZdYf', 'SL')
('SL04652-2022-11-01-9468','S395-12','gHJG', 'LB')
('AC22517-2022-11-02-9595','A534-1','qLugD', 'LB')
('SL12058-2022-11-01-9363','S391-3','neJhcGfO', 'UB')
('SL04652-2022-11-01-9471','S395-15','Q', 'SL')
('SL12058-2022-11-01-9364','S391-4','JeYvIVOMO', 'LB')
('SL04652-2022-11-01-9506','S397-2','XIgqtO', 'MB')
('AC22517-2022-11-01-9610','A534-16','LRJRGTnMQeLZETV', 'UB')
('AC22517-2022-11-02-9641','A536-11','q', 'SL')
('AC12058-2022-11-01-9626','A535-14','JYQIKDAQmE', 'LB')
('AC12058-2022-11-01-9729','A541-9','rqkQch', 'UB')
('SL22517-2022-11-02-9664','S403-16','IxDD', 'SU')
('SL22517-2022-11-01-9580','S400-4','LSQhtBUFzISE', 'LB')
('SL12058-2022-11-01-9503','S396-23','ZIsuqVKEFPF', 'SL')
('AC12058-2022-11-01-9759','A543-3','jAKXwpjfhTqE', 'UB')
('SL04652-2022-11-01-9636','S402-12','YXsgcQzAcjfIr', 'LB')
('AC22517-2022-11-01-9732','A541-12','wKSUlGRXUeQ', 'SU')
('AC04652-2022-11-02-9754','A542-16','MJhTSjPnAbCGZcSA', 'UB')
('AC04652-2022-11-02-9755','A542-17','NZLgrTSvwR', 'SL')
('AC12058-2022-11-01-9761','A543-5','TZIWyPP', 'SL')
('SL04652-2022-11-01-9641','S402-17','RVVEqmZHTe', 'LB')
('SL22517-2022-11-02-9683','S404-11','lnsAuHfNunb', 'UB')
('SL22517-2022-11-02-9694','S404-22','eLLAANjDnVGDdd', 'UB')
('AC12058-2022-11-01-9788','A544-14','jdLDJ', 'LB')
('SL22517-2022-11-02-9701','S405-5','yGYLhWIXtkzvXew', 'MB')
('AC04652-2022-11-02-9795','A545-3','otLpNkyo', 'UB')
('AC12058-2022-11-01-9796','A545-4','FsJ', 'UB')
('SL22517-2022-11-01-9616','S401-16','CBGyRcFdUOaBBL', 'SU')
('SL22517-2022-11-02-9715','S405-19','pGDnyX', 'UB')
('AC22517-2022-11-02-9820','A546-10','por', 'UB')
('AC22517-2022-11-02-9821','A546-11','eyHCulPLrFEFvzb', 'SL')
('SL04652-2022-11-02-9744','S406-24','iZYgrtLbQPoUsVf', 'SU')
('AC22517-2022-11-01-9847','A548-1','LLiKnzdrUAHEagO', 'LB')
('SL22517-2022-11-02-9788','S408-20','DARSFgg', 'LB')
('AC12058-2022-11-01-9872','A549-8','GXEo', 'LB')
('SL22517-2022-11-02-9790','S408-22','jDtuJD', 'UB')
('AC22517-2022-11-02-9896','A550-14','GhAeBxmhf', 'LB')
('AC12058-2022-11-01-9876','A549-12','Q', 'SU')
('AC04652-2022-11-02-9884','A550-2','lqmLJhk', 'LB')
('SL22517-2022-11-02-9797','S409-5','hslDIIzFAWTRkFY', 'MB')
('AC22517-2022-11-01-9872','A549-8','G', 'LB')
('SL04652-2022-11-02-9764','S407-20','HL', 'LB')
('SL12058-2022-11-01-9624','S401-24','KONKAAhiSlhdgv', 'SU')
('AC04652-2022-11-01-10107','A562-9','pkxjto', 'UB')
('SL22517-2022-11-02-9801','S409-9','tpDnwlKFuLDA', 'LB')
('SL04652-2022-11-01-9825','S410-9','llPjZaYyWrdHyT', 'LB')
('AC22517-2022-11-01-9929','A552-11','YpMrSEfJFshYhIUL', 'SL')
('AC04652-2022-11-02-9951','A553-15','EN', 'UB')
('AC12058-2022-11-01-9934','A552-16','QdPmhPSCzK', 'UB')
('SL04652-2022-11-02-9834','S410-18','YeURHqJW', 'MB')
('SL22517-2022-11-01-9764','S407-20','QdGoB', 'LB')
('SL04652-2022-11-01-9829','S410-13','gCDaasDr', 'MB')
('SL04652-2022-11-02-9836','S410-20','YR', 'LB')
('SL22517-2022-11-02-9870','S412-6','PhRYAvz', 'UB')
('AC12058-2022-11-01-9938','A553-2','oyd', 'LB')
('SL22517-2022-11-02-9871','S412-7','hBbosMvINSqdwlx', 'SL')
('AC22517-2022-11-02-9966','A554-12','AkxWAtLLSBvhPkEL', 'SU')
('SL22517-2022-11-01-9772','S408-4','wnAnudr', 'LB')
('AC12058-2022-11-01-9943','A553-7','RCboKUNs', 'LB')
('SL04652-2022-11-01-9836','S410-20','Wlyo', 'LB')
('SL04652-2022-11-01-9837','S410-21','PVgWyTPxJcu', 'MB')
('AC22517-2022-11-02-9975','A555-3','rjlpmEMcZ', 'UB')
('SL22517-2022-11-01-9779','S408-11','mq', 'UB')
('AC04652-2022-11-02-9966','A554-12','f', 'SU')
('AC04652-2022-11-01-10169','A565-17','DESGIQSdSPKQ', 'SL')
('AC04652-2022-11-01-10170','A565-18','UUItKwlzE', 'SU')
('SL04652-2022-11-01-9841','S411-1','ZmOWnm', 'LB')
('SL22517-2022-11-02-9890','S413-2','KMok', 'MB')
('SL22517-2022-11-01-9786','S408-18','TWyBauMaonwu', 'MB')
('AC04652-2022-11-02-9974','A555-2','BJiJUYA', 'LB')
('AC12058-2022-11-01-9958','A554-4','LXIRaqU', 'UB')
('AC12058-2022-11-01-9959','A554-5','xKDp', 'SL')
('AC12058-2022-11-01-9968','A554-14','lRA', 'LB')
('SL04652-2022-11-01-9853','S411-13','SRIv', 'MB')
('SL04652-2022-11-01-9854','S411-14','elxJySUyr', 'UB')
('AC04652-2022-11-01-10184','A566-14','jYsBzHwMRCT', 'LB')
('SL04652-2022-11-01-9857','S411-17','HLekRrgC', 'LB')
('SL04652-2022-11-02-9870','S412-6','hpJUKRUxwu', 'UB')
('SL04652-2022-11-02-9871','S412-7','mpRWD', 'SL')
('SL22517-2022-11-02-9902','S413-14','pPXSbjwwHQz', 'UB')
('SL04652-2022-11-02-9872','S412-8','qayvgEaJsb', 'SU')
('SL22517-2022-11-01-9799','S409-7','GPzZBlcY', 'SL')
('SL22517-2022-11-01-9800','S409-8','jELrERTTLFbXGumc', 'SU')
('SL04652-2022-11-02-9924','S414-12','faVxAidrKsdoJBNH', 'LB')
('AC22517-2022-11-02-10065','A560-3','bLZPShaXEHZrSW', 'UB')
('AC12058-2022-11-01-10040','A558-14','JWmNkVrEzWzsg', 'LB')
('AC22517-2022-11-01-10038','A558-12','MlBhpZ', 'SU')
('AC22517-2022-11-02-10078','A560-16','CAJQoLHnGJza', 'UB')
('SL12058-2022-11-01-9809','S409-17','mKBeetxXhFKhAZT', 'LB')
('SL04652-2022-11-01-9935','S414-23','SXasCyVf', 'SL')
('AC04652-2022-11-02-10070','A560-8','dahugDn', 'LB')
('SL04652-2022-11-01-9937','S415-1','LVTBPTHge', 'LB')
('AC12058-2022-11-01-10086','A561-6','ZsqWNnjE', 'SU')
('SL12058-2022-11-01-9843','S411-3','hcfXnLSAIOutDdJA', 'UB')
('SL12058-2022-11-01-9844','S411-4','xrtWGMsYawcsJf', 'LB')
('AC22517-2022-11-01-10080','A560-18','Z', 'SU')
('SL04652-2022-11-01-9958','S415-22','MglGTRrwVHGhO', 'UB')
('SL22517-2022-11-02-10006','S417-22','wmGlgZw', 'UB')
('AC04652-2022-11-01-10297','A573-1','OWdhqpF', 'LB')
('AC12058-2022-11-01-10098','A561-18','JjoliDNP', 'SU')
('AC22517-2022-11-01-10087','A561-7','zRTruna', 'LB')
('AC22517-2022-11-01-10088','A561-8','eotsoV', 'LB')
('SL22517-2022-11-02-10007','S417-23','pErNGWU', 'SL')
('SL22517-2022-11-02-10008','S417-24','g', 'SU')
('AC22517-2022-11-01-10090','A561-10','kgRpOPD', 'UB')
('AC22517-2022-11-01-10091','A561-11','lIEysju', 'SL')
('AC22517-2022-11-02-10126','A563-10','keSdsviYei', 'UB')
('AC22517-2022-11-02-10127','A563-11','XMfNFNOyYKUUu', 'SL')
('SL22517-2022-11-02-10012','S418-4','EpupUUWoiviAx', 'LB')
('SL04652-2022-11-01-9986','S417-2','MEsKwXqFmnEu', 'MB')
('AC04652-2022-11-02-10129','A563-13','LBybEfndB', 'LB')
('AC12058-2022-11-01-10129','A563-13','ONS', 'LB')
('AC22517-2022-11-01-10112','A562-14','wVZM', 'LB')
('AC22517-2022-11-02-10150','A564-16','UfrXbSZbXp', 'UB')
('AC04652-2022-11-02-10132','A563-16','K', 'UB')
('SL04652-2022-11-02-10027','S418-19','REAOBt', 'UB')
('AC04652-2022-11-02-10135','A564-1','wwPpXMRCX', 'LB')
('SL04652-2022-11-02-10029','S418-21','qmmx', 'MB')
('AC04652-2022-11-02-10136','A564-2','kTHko', 'LB')
('AC12058-2022-11-01-10137','A564-3','f', 'UB')
('SL04652-2022-11-01-10001','S417-17','zxXHdYplWQvLrOld', 'LB')
('SL22517-2022-11-01-9924','S414-12','wRuTxwpgJgAcE', 'LB')
('AC04652-2022-11-02-10140','A564-6','Etzr', 'SU')
('AC12058-2022-11-01-10139','A564-5','gTVp', 'SL')
('AC04652-2022-11-02-10154','A565-2','T', 'LB')
('SL22517-2022-11-01-9990','S417-6','T', 'UB')
('SL22517-2022-11-01-9991','S417-7','XrClVILyCJAZ', 'SL')
('SL22517-2022-11-01-9992','S417-8','um', 'SU')
('SL04652-2022-11-02-10113','S422-9','qSWPZbqIrnkoKoNU', 'LB')
('AC22517-2022-11-01-10189','A567-1','mOdfIsyelGsbTwuN', 'LB')
('SL22517-2022-11-02-10102','S421-22','yIO', 'UB')
('AC04652-2022-11-02-10219','A568-13','i', 'LB')
('AC22517-2022-11-01-10194','A567-6','iI', 'SU')
('SL22517-2022-11-02-10108','S422-4','slth', 'LB')
('SL22517-2022-11-01-10003','S417-19','LCGWSprg', 'UB')
('SL04652-2022-11-01-10098','S421-18','jJrVArwQGJx', 'MB')
('SL04652-2022-11-02-10136','S423-8','ZElVD', 'SU')
('SL04652-2022-11-02-10137','S423-9','LTbrUJyzEKnq', 'LB')
('AC22517-2022-11-01-10210','A568-4','fB', 'UB')
('SL22517-2022-11-02-10125','S422-21','NPFmkeHz', 'MB')
('AC22517-2022-11-01-10212','A568-6','WaXfPyNeUXZUCd', 'SU')
('AC22517-2022-11-01-10213','A568-7','PXBMXnneInQk', 'LB')
('SL04652-2022-11-01-10107','S422-3','vrAhGTToRikGY', 'UB')
('AC04652-2022-11-01-10431','A580-9','rk', 'UB')
('AC04652-2022-11-02-10244','A570-2','OgRBotz', 'LB')
('SL04652-2022-11-02-10211','S426-11','T', 'UB')
('AC22517-2022-11-01-10278','A571-18','GYybJZwdZBo', 'SU')
('SL22517-2022-11-02-10183','S425-7','zZAFYICThRea', 'SL')
('SL04652-2022-11-02-10216','S426-16','svNWhyPNQfChn', 'SU')
('AC22517-2022-11-01-10282','A572-4','eZsUjonw', 'UB')
('AC04652-2022-11-01-10501','A584-7','XeGReMqo', 'LB')
('SL04652-2022-11-02-10220','S426-20','BDPcK', 'LB')
('SL12058-2022-11-01-10040','S419-8','aJFgYtDDNVA', 'SU')
('AC04652-2022-11-01-10502','A584-8','LhF', 'LB')
('SL04652-2022-11-02-10221','S426-21','RUZhuJJsxkGYy', 'MB')
('SL04652-2022-11-02-10222','S426-22','yFYiVzsbx', 'UB')
('SL04652-2022-11-02-10226','S427-2','MEictLtggE', 'MB')
('SL22517-2022-11-02-10191','S425-15','aErVvOtoLWt', 'SL')
('SL04652-2022-11-01-10181','S425-5','dJm', 'MB')
('AC22517-2022-11-01-10288','A572-10','fm', 'UB')
('AC22517-2022-11-02-10318','A574-4','bVqAYRtgcPZ', 'UB')
('AC12058-2022-11-01-10306','A573-10','cCJusDWdQ', 'UB')
('SL04652-2022-11-02-10229','S427-5','xDIWMKFZDBmKR', 'MB')
('AC04652-2022-11-01-10512','A584-18','kd', 'SU')
('SL04652-2022-11-02-10233','S427-9','wVAnODaccaKct', 'LB')
('SL04652-2022-11-02-10234','S427-10','UnvoTn', 'MB')
('SL04652-2022-11-01-10223','S426-23','TENJXIpvGwpybLIY', 'SL')
('SL12058-2022-11-01-10088','S421-8','tOWhHaY', 'SU')
('AC22517-2022-11-01-10325','A574-11','ArEIujxTZkZ', 'SL')
('AC04652-2022-11-02-10349','A575-17','VJtb', 'SL')
('AC04652-2022-11-01-10544','A586-14','SMIXAzWLSS', 'LB')
('AC04652-2022-11-01-10548','A586-18','A', 'SU')
('SL12058-2022-11-01-10089','S421-9','AHP', 'LB')
('AC04652-2022-11-01-10549','A587-1','sAotiZkxvfsN', 'LB')
('AC04652-2022-11-02-10352','A576-2','SEQAEVcBwGzxAP', 'LB')
('AC04652-2022-11-02-10353','A576-3','eaKcPgnIQJSPYT', 'UB')
('AC22517-2022-11-01-10330','A574-16','NM', 'UB')
('AC22517-2022-11-01-10331','A574-17','qBtYqLuvtVHmYw', 'SL')
('SL12058-2022-11-01-10092','S421-12','QK', 'LB')
('AC22517-2022-11-02-10378','A577-10','IDuZKc', 'UB')
('AC04652-2022-11-02-10400','A578-14','wrCEjbUmXWNpclGY', 'LB')
('SL22517-2022-11-01-10210','S426-10','x', 'MB')
('AC12058-2022-11-01-10399','A578-13','JFPXSkXmbdP', 'LB')
('SL04652-2022-11-02-10311','S430-15','vgI', 'SL')
('AC12058-2022-11-01-10400','A578-14','KNPLg', 'LB')
('AC04652-2022-11-02-10405','A579-1','HKsmgHGQL', 'LB')
('SL22517-2022-11-01-10213','S426-13','Idkz', 'MB')
('AC04652-2022-11-02-10406','A579-2','OFSZiMVKpf', 'LB')
('SL04652-2022-11-01-10282','S429-10','GzIYPw', 'MB')
('AC22517-2022-11-01-10386','A577-18','RQhwR', 'SU')
('AC04652-2022-11-02-10409','A579-5','lOIZ', 'SL')
('SL22517-2022-11-01-10217','S426-17','H', 'LB')
('AC22517-2022-11-01-10387','A578-1','eIfnUBynU', 'LB')
('SL04652-2022-11-01-10338','S431-18','ERZkTIrsJBwN', 'MB')
('AC12058-2022-11-01-10458','A581-18','zrCvNW', 'SU')
('SL12058-2022-11-01-10206','S426-6','AIRwCpJbs', 'UB')
('SL22517-2022-11-02-10372','S433-4','RYBfOz', 'LB')
('SL22517-2022-11-01-10274','S429-2','K', 'MB')
('SL22517-2022-11-02-10379','S433-11','CcBGv', 'UB')
('SL12058-2022-11-01-10214','S426-14','RaZhKFGNmyp', 'UB')
('AC12058-2022-11-01-10471','A582-13','OhvUfZxHeAJJ', 'LB')
('SL04652-2022-11-01-10352','S432-8','hpIeoTfQjtUaH', 'SU')
('AC04652-2022-11-02-10476','A582-18','tTAlRVsQirsiIY', 'SU')
('AC04652-2022-11-01-10669','A593-13','uUHPHMgKPVjAWL', 'LB')
('SL12058-2022-11-01-10219','S426-19','IWmCyy', 'UB')
('SL12058-2022-11-01-10220','S426-20','ssTYrTSNwAhSTs', 'LB')
('AC12058-2022-11-01-10478','A583-2','ydQRITyYuzQOqZnf', 'LB')
('AC22517-2022-11-02-10498','A584-4','UhPZqirK', 'UB')
('SL22517-2022-11-02-10418','S435-2','Uzqnqm', 'MB')
('AC04652-2022-11-02-10503','A584-9','upTZlXnKtfAjVce', 'UB')
('SL04652-2022-11-01-10379','S433-11','UkhFthKnMoIqBO', 'UB')
('SL22517-2022-11-01-10311','S430-15','BmIa', 'SL')
('SL22517-2022-11-01-10315','S430-19','VNsWMbB', 'UB')
('SL22517-2022-11-01-10322','S431-2','jtEBCTHLt', 'MB')
('AC04652-2022-11-02-10516','A585-4','SOWMsTPn', 'UB')
('AC22517-2022-11-02-10519','A585-7','lYXEfLQTUMnmUMot', 'LB')
('SL04652-2022-11-01-10428','S435-12','svA', 'LB')
('SL22517-2022-11-02-10478','S437-14','XAdspVfHbbUO', 'UB')
('AC04652-2022-11-02-10562','A587-14','bfvQNCw', 'LB')
('AC12058-2022-11-01-10552','A587-4','jWKQfjBFFTf', 'UB')
('SL22517-2022-11-01-10371','S433-3','RfTezv', 'UB')
('SL22517-2022-11-02-10483','S437-19','phm', 'UB')
('AC12058-2022-11-01-10554','A587-6','NaCZBPysSxaZ', 'SU')
('SL22517-2022-11-01-10376','S433-8','WTZpoZjgB', 'SU')
('SL22517-2022-11-01-10377','S433-9','wTyKGGRzfkpdP', 'LB')
('SL12058-2022-11-01-10310','S430-14','ksXiVFCqpFT', 'UB')
('AC22517-2022-11-01-10543','A586-13','vj', 'LB')
('SL22517-2022-11-01-10382','S433-14','nHPMRkAvFLHYICV', 'UB')
('AC12058-2022-11-01-10559','A587-11','zpKDhcHUEWKiXxo', 'SL')
('SL22517-2022-11-01-10383','S433-15','pdgDfLJNKhm', 'SL')
('SL04652-2022-11-02-10503','S438-15','nCcMhjTY', 'SL')
('SL04652-2022-11-01-10461','S436-21','PrfJAqNpywjF', 'MB')
('AC12058-2022-11-01-10585','A589-1','pSjFvPKiv', 'LB')
('SL04652-2022-11-02-10508','S438-20','XvZi', 'LB')
('SL04652-2022-11-02-10515','S439-3','pZhtJSf', 'UB')
('AC04652-2022-11-01-10786','A600-4','P', 'UB')
('SL22517-2022-11-02-10538','S440-2','hJEZiRXzR', 'MB')
('AC22517-2022-11-01-10617','A590-15','IMmJdoFsJwuE', 'UB')
('SL22517-2022-11-02-10541','S440-5','Q', 'MB')
('SL22517-2022-11-01-10448','S436-8','ySU', 'SU')
('AC12058-2022-11-01-10635','A591-15','Q', 'UB')
('AC04652-2022-11-02-10649','A592-11','VORwDbuDwwDq', 'SL')
('SL22517-2022-11-01-10466','S437-2','sEoYbYp', 'MB')
('AC12058-2022-11-01-10639','A592-1','mEyjBhyWvh', 'LB')
('AC04652-2022-11-02-10658','A593-2','xajFhlCSMcsngnu', 'LB')
('SL04652-2022-11-02-10622','S443-14','a', 'UB')
('SL22517-2022-11-01-10518','S439-6','PsmwgrvwwMpHPGF', 'UB')
('SL22517-2022-11-02-10638','S444-6','xeiqTHXDmJmZ', 'UB')
('SL04652-2022-11-01-10590','S442-6','ubrdRfpWDzYRnNxO', 'UB')
('SL04652-2022-11-01-10591','S442-7','ejRMuy', 'SL')
('SL04652-2022-11-02-10694','S446-14','QZlBzRRYpiYoIlHT', 'UB')
('AC22517-2022-11-01-10752','A598-6','ueqywfiKB', 'SU')
('AC04652-2022-11-01-10937','A608-11','wqdzVXRZlSeJQ', 'SL')
('AC04652-2022-11-01-10938','A608-12','LlrnIIzXbsnPnH', 'SU')
('SL04652-2022-11-02-10696','S446-16','dtFt', 'SU')
('SL04652-2022-11-02-10697','S446-17','twwHXPEdj', 'LB')
('AC22517-2022-11-01-10850','A603-14','DhcdDCdNWcYkeN', 'LB')
('SL12058-2022-11-01-10618','S443-10','FuQRjBcZyNKsoeZD', 'MB')
('SL04652-2022-11-02-10774','S449-22','GvFv', 'UB')
('SL12058-2022-11-01-10625','S443-17','thpwpP', 'LB')
('SL04652-2022-11-02-10790','S450-14','hu', 'UB')
('AC04652-2022-11-01-11038','A614-4','olS', 'UB')
('AC04652-2022-11-02-10890','A605-18','bX', 'SU')
('SL22517-2022-11-01-10689','S446-9','qHTqASxaKwRv', 'LB')
('SL12058-2022-11-01-10659','S445-3','ycSU', 'UB')
('AC12058-2022-11-01-10890','A605-18','jMzQwWCMJk', 'SU')
('AC22517-2022-11-02-10912','A607-4','WnB', 'UB')
('SL12058-2022-11-01-10662','S445-6','UTNVfaMfTVDXA', 'UB')
('AC22517-2022-11-01-10937','A608-11','YKSFOxMarfBkIvLm', 'SL')
('SL22517-2022-11-01-10794','S450-18','xVDhAMl', 'MB')
('SL04652-2022-11-02-10911','S455-15','Wx', 'SL')
('AC22517-2022-11-02-10993','A611-13','H', 'LB')
('SL22517-2022-11-01-10803','S451-3','SzKHQmRqt', 'UB')
('SL22517-2022-11-01-10862','S453-14','aRIlai', 'UB')
('SL04652-2022-11-02-11007','S459-15','DllYEvdI', 'SL')
('SL04652-2022-11-01-10979','S458-11','TjpbfLpjH', 'UB')
('AC04652-2022-11-02-11098','A617-10','pgWy', 'UB')
('AC22517-2022-11-01-11089','A617-1','orNUf', 'LB')
('AC22517-2022-11-01-11090','A617-2','EdVsJseghxoPES', 'LB')
('AC22517-2022-11-02-11067','A615-15','MEKggQ', 'UB')
('AC12058-2022-11-01-11104','A617-16','l', 'UB')
('SL22517-2022-11-01-10904','S455-8','GLANl', 'SU')
('AC04652-2022-11-02-11102','A617-14','RejvwHVaFIhM', 'LB')
('AC04652-2022-11-02-11103','A617-15','UoRvIEarn', 'UB')
('AC22517-2022-11-01-11095','A617-7','vwoPJccK', 'LB')
('SL04652-2022-11-02-11045','S461-5','CHLdSrVYizmutJAy', 'MB')
('AC04652-2022-11-02-11131','A619-7','IBYYMZfAaJIx', 'LB')
('SL04652-2022-11-02-11046','S461-6','voOVprzL', 'UB')
('SL22517-2022-11-01-11016','S459-24','A', 'SU')
('SL22517-2022-11-02-11126','S464-14','VLofiglR', 'UB')
('SL22517-2022-11-01-11044','S461-4','rQeQtnjTAzluXr', 'LB')
('SL04652-2022-11-02-11138','S465-2','zmHZCCtzn', 'MB')
('AC04652-2022-11-01-11407','A634-13','KBObD', 'LB')
('AC22517-2022-11-01-11224','A624-10','PnnGgyeArbY', 'UB')
('SL04652-2022-11-01-11128','S464-16','Klag', 'SU')
('SL04652-2022-11-02-11150','S465-14','bxAXrASbqJZA', 'UB')
('SL12058-2022-11-01-11021','S460-5','mWAy', 'MB')
('AC04652-2022-11-02-11288','A628-2','NQqi', 'LB')
('SL04652-2022-11-02-11175','S466-15','GMVndHQSXauLKr', 'SL')
('AC22517-2022-11-02-11245','A625-13','NkiagiODEkRoTN', 'LB')
('AC04652-2022-11-02-11333','A630-11','TDhkypbhiogJdDFO', 'SL')
('AC22517-2022-11-01-11314','A629-10','iUhNHQ', 'UB')
('SL22517-2022-11-02-11261','S470-5','d', 'MB')
('SL04652-2022-11-02-11266','S470-10','rmIMHQpWiRKK', 'MB')
('SL12058-2022-11-01-11162','S466-2','izHdKgsoChOXTD', 'MB')
('AC22517-2022-11-01-11435','A636-5','Kjap', 'SL')
('AC22517-2022-11-02-11424','A635-12','Xv', 'SU')
('SL04652-2022-11-01-11317','S472-13','RduSoIWG', 'MB')
('AC22517-2022-11-01-11438','A636-8','lwXSlwnm', 'LB')
('AC22517-2022-11-01-11439','A636-9','jhrPt', 'UB')
('AC22517-2022-11-02-11428','A635-16','VSUUpFGzNTr', 'UB')
('AC22517-2022-11-01-11441','A636-11','KbHFkSGBgYVmRgF', 'SL')
('AC04652-2022-11-01-11608','A645-16','znkzZOQkJKlynFi', 'UB')
('AC12058-2022-11-01-11445','A636-15','Npt', 'UB')
('AC22517-2022-11-01-11443','A636-13','bIT', 'LB')
('SL22517-2022-11-01-11260','S470-4','me', 'LB')
('AC22517-2022-11-02-11434','A636-4','Axyn', 'UB')
('SL04652-2022-11-02-11341','S473-13','uHmkj', 'MB')
('SL12058-2022-11-01-11228','S468-20','FLfGZMVZQsi', 'LB')
('AC04652-2022-11-01-11633','A647-5','asstADZpDClydi', 'SL')
('AC22517-2022-11-01-11465','A637-17','IOjVPXr', 'SL')
('AC04652-2022-11-02-11474','A638-8','Yno', 'LB')
('SL04652-2022-11-02-11400','S475-24','TkvOGpUqLaDptSb', 'SU')
('SL22517-2022-11-02-11403','S476-3','rgFTNAfRxHdOuCe', 'UB')
('AC22517-2022-11-02-11525','A641-5','gePLlX', 'SL')
('SL22517-2022-11-02-11423','S476-23','zQEyDbUCHtxtCb', 'SL')
('SL04652-2022-11-01-11431','S477-7','jPIbC', 'SL')
('AC22517-2022-11-02-11532','A641-12','lFbRJkrRRCZ', 'SU')
('SL22517-2022-11-01-11354','S474-2','SLNpRtlerxAeA', 'MB')
('AC12058-2022-11-01-11552','A642-14','P', 'LB')
('AC04652-2022-11-02-11554','A642-16','HUOpCxVNtRdzs', 'UB')
('AC12058-2022-11-01-11555','A642-17','NWSIxAlzGvVjbyQ', 'SL')
('AC04652-2022-11-02-11558','A643-2','HmzWNwLMoX', 'LB')
('SL22517-2022-11-01-11363','S474-11','tCGpGOIFVGMH', 'UB')
('AC04652-2022-11-01-11730','A652-12','ZhenkTGVUMoCvz', 'SU')
('AC22517-2022-11-01-11563','A643-7','AEXgfaJsujde', 'LB')
('SL22517-2022-11-02-11449','S478-1','U', 'LB')
('SL04652-2022-11-01-11449','S478-1','NCogSQJMi', 'LB')
('SL22517-2022-11-02-11455','S478-7','DUqGFROrNbAo', 'SL')
('SL12058-2022-11-01-11363','S474-11','bJPJLpWYGke', 'UB')
('SL12058-2022-11-01-11364','S474-12','sWNBXHxgVaBeKc', 'LB')
('SL04652-2022-11-02-11489','S479-17','R', 'LB')
('AC12058-2022-11-01-11593','A645-1','ShOiagfgsrrWzx', 'LB')
('SL04652-2022-11-02-11492','S479-20','IyuhsOSNpcfk', 'LB')
('SL22517-2022-11-02-11484','S479-12','suxpipfGA', 'LB')
('SL22517-2022-11-02-11485','S479-13','VgZELMD', 'MB')
('SL04652-2022-11-01-11470','S478-22','LVTgwX', 'UB')
('AC04652-2022-11-01-11765','A654-11','xAkpEBdgnl', 'SL')
('SL22517-2022-11-01-11395','S475-19','NLt', 'UB')
('AC22517-2022-11-02-11579','A644-5','SptKUYaZEPyMpR', 'SL')
('AC22517-2022-11-02-11580','A644-6','iYEpmvRTGqMRux', 'SU')
('AC22517-2022-11-01-11607','A645-15','QDBhFXN', 'UB')
('AC04652-2022-11-02-11601','A645-9','LxaB', 'UB')
('AC04652-2022-11-02-11602','A645-10','dcEOgLGDYrg', 'UB')
('AC12058-2022-11-01-11600','A645-8','gF', 'LB')
('SL12058-2022-11-01-11371','S474-19','BpyG', 'UB')
('SL12058-2022-11-01-11376','S474-24','PesbVYlb', 'SU')
('AC04652-2022-11-01-11784','A655-12','QMmLomk', 'SU')
('SL22517-2022-11-01-11413','S476-13','YreeDFsYEkz', 'MB')
('AC12058-2022-11-01-11617','A646-7','QP', 'LB')
('SL12058-2022-11-01-11390','S475-14','YssraWkKpiIKdl', 'UB')
('SL22517-2022-11-01-11414','S476-14','mb', 'UB')
('SL12058-2022-11-01-11392','S475-16','zazYxZLU', 'SU')
('AC12058-2022-11-01-11620','A646-10','GFoIOK', 'UB')
('SL22517-2022-11-01-11419','S476-19','SwitYGjwH', 'UB')
('SL22517-2022-11-01-11420','S476-20','xeXWNd', 'LB')
('SL04652-2022-11-01-11494','S479-22','eCXxKsZ', 'UB')
('AC04652-2022-11-01-11802','A656-12','tDoi', 'SU')
('SL22517-2022-11-01-11431','S477-7','AziGPGskVcBoeBw', 'SL')
('SL04652-2022-11-02-11525','S481-5','vDWplGVefiMlTyHg', 'MB')
('SL04652-2022-11-02-11526','S481-6','iueErDXRtxODbi', 'UB')
('SL22517-2022-11-01-11434','S477-10','MHIoxK', 'MB')
('SL04652-2022-11-02-11528','S481-8','VGWkJXa', 'SU')
