('SL04652-2022-11-01-11','S1-11','bdPIlrsePUx', 'UB')
('SL22517-2022-11-01-7749','S323-21','n', 'MB')
('AC04652-2022-11-01-7887','A439-3','Dlk', 'UB')
('SL22517-2022-11-02-7817','S326-17','BVpgbrxms', 'LB')
('SL12058-2022-11-01-7806','S326-6','EzTdjkdgvEudl', 'UB')
('SL22517-2022-11-02-7818','S326-18','vGbTTuYHAjuFCE', 'MB')
('AC04652-2022-11-01-7889','A439-5','pwHETtIbPBbuw', 'SL')
('SL22517-2022-11-01-7753','S324-1','mCh', 'LB')
('AC22517-2022-11-02-7961','A443-5','RUSjhGyPBr', 'SL')
('SL04652-2022-11-01-7773','S324-21','nIZTIO', 'MB')
('SL12058-2022-11-01-7814','S326-14','qVqTLweLgoAVn', 'UB')
('AC22517-2022-11-01-7790','A433-14','KTjws', 'LB')
('SL04652-2022-11-01-7776','S324-24','bUgwWrDTeSweldz', 'SU')
('SL04652-2022-11-02-7857','S328-9','KSSuMw', 'LB')
('AC04652-2022-11-01-7908','A440-6','yX', 'SU')
('AC12058-2022-11-01-7880','A438-14','PnIbX', 'LB')
('SL22517-2022-11-02-7845','S327-21','hAqWOFufKCDQD', 'MB')
('SL22517-2022-11-02-7846','S327-22','InfL', 'UB')
('AC22517-2022-11-01-7809','A434-15','NORlrFwNkdgwr', 'UB')
('SL04652-2022-11-02-7861','S328-13','cYOFxZpLJLIann', 'MB')
('AC04652-2022-11-01-7909','A440-7','qkq', 'LB')
('SL04652-2022-11-02-7866','S328-18','x', 'MB')
('AC22517-2022-11-01-7815','A435-3','PupgLvkeMmNYB', 'UB')
('AC22517-2022-11-02-7994','A445-2','pRnEAKRMYgxfie', 'LB')
('AC04652-2022-11-02-7797','A434-3','aWloezoilru', 'UB')
('AC22517-2022-11-01-7818','A435-6','Lmzih', 'SU')
('SL22517-2022-11-01-7780','S325-4','bGBiJWGjZDAtm', 'LB')
('AC22517-2022-11-01-7822','A435-10','eWTM', 'UB')
('SL12058-2022-11-01-7840','S327-16','ZhCSL', 'SU')
('AC04652-2022-11-01-7917','A440-15','WgFRliFHBfybbGZG', 'UB')
('SL22517-2022-11-02-7866','S328-18','JUUqSXXdzgry', 'MB')
('SL04652-2022-11-02-7875','S329-3','uJylVKoQxDhMSuR', 'UB')
('AC04652-2022-11-02-7807','A434-13','d', 'LB')
('AC12058-2022-11-01-7902','A439-18','dXWepUhAFpTZvU', 'SU')
('SL22517-2022-11-02-7871','S328-23','IkMErSUqfVca', 'SL')
('SL04652-2022-11-02-7879','S329-7','jzXKgtFbBp', 'SL')
('SL04652-2022-11-02-7880','S329-8','qIomDCrUjufdEhy', 'SU')
('AC22517-2022-11-01-7830','A435-18','I', 'SU')
('SL04652-2022-11-02-7884','S329-12','pGVIiDZSVuvCmco', 'LB')
('SL04652-2022-11-02-7886','S329-14','fMh', 'UB')
('SL12058-2022-11-01-7860','S328-12','tQ', 'LB')
('SL04652-2022-11-01-7826','S327-2','M', 'MB')
('AC22517-2022-11-01-7835','A436-5','oAueC', 'SL')
('AC22517-2022-11-01-7836','A436-6','RnlDCcTsihkMZak', 'SU')
('AC22517-2022-11-01-7837','A436-7','vntVyEepp', 'LB')
('SL22517-2022-11-02-7880','S329-8','S', 'SU')
('SL22517-2022-11-01-7808','S326-8','VevdXDEZ', 'SU')
('SL12058-2022-11-01-7868','S328-20','ysWTi', 'LB')
('AC12058-2022-11-01-7917','A440-15','sQHmgUl', 'UB')
('AC22517-2022-11-01-7839','A436-9','Xz', 'UB')
('AC04652-2022-11-02-7828','A435-16','LOLWIrPbQsGBDEQz', 'UB')
('AC22517-2022-11-02-8028','A446-18','vERROnDstEHAVVrm', 'SU')
('AC22517-2022-11-01-7845','A436-15','hux', 'UB')
('AC04652-2022-11-01-7944','A442-6','xxEhFVGh', 'SU')
('SL04652-2022-11-01-7843','S327-19','lAVbcEGxT', 'UB')
('SL22517-2022-11-01-7817','S326-17','r', 'LB')
('SL12058-2022-11-01-7878','S329-6','iYWqtWLAWJrw', 'UB')
('AC12058-2022-11-01-7934','A441-14','LHfuHJEIJUnAz', 'LB')
('SL04652-2022-11-01-7852','S328-4','vhOiibdLZHUv', 'LB')
('AC04652-2022-11-02-7844','A436-14','kBhlVGnyU', 'LB')
('AC04652-2022-11-01-7955','A442-17','ZMJfXqCGCgp', 'SL')
('SL04652-2022-11-01-7855','S328-7','SPVWtWoc', 'SL')
('SL04652-2022-11-02-7912','S330-16','ruDfJcBWibMC', 'SU')
('SL04652-2022-11-01-7857','S328-9','Tx', 'LB')
('SL22517-2022-11-02-7906','S330-10','NVvgYAfAWBbrhcP', 'MB')
('SL04652-2022-11-02-7916','S330-20','zTQpt', 'LB')
('AC04652-2022-11-01-7963','A443-7','rWORbza', 'LB')
('AC12058-2022-11-01-7939','A442-1','abEOCLoQgWKSl', 'LB')
('SL22517-2022-11-02-7910','S330-14','PaoeLXzNLdSkLOZ', 'UB')
('AC22517-2022-11-01-7865','A437-17','smPR', 'SL')
('SL04652-2022-11-01-7872','S328-24','ZkpHAecdskRXeC', 'SU')
('AC04652-2022-11-02-7860','A437-12','QFsRQiqf', 'SU')
('SL12058-2022-11-01-7906','S330-10','gDyXKUkyrsWtrY', 'MB')
('SL22517-2022-11-01-7842','S327-18','PqvFa', 'MB')
('SL12058-2022-11-01-7909','S330-13','LzwfNb', 'MB')
('SL22517-2022-11-02-7923','S331-3','UzyGc', 'UB')
('SL12058-2022-11-01-7910','S330-14','S', 'UB')
('AC12058-2022-11-01-7945','A442-7','UjCMXkIDYuZp', 'LB')
('AC22517-2022-11-02-8064','A448-18','JGtu', 'SU')
('AC04652-2022-11-02-7867','A438-1','LePh', 'LB')
('AC22517-2022-11-01-7878','A438-12','TRGIf', 'SU')
('AC12058-2022-11-01-7951','A442-13','HUUNIkabm', 'LB')
('AC22517-2022-11-01-7879','A438-13','Xyr', 'LB')
('SL22517-2022-11-01-7851','S328-3','tTUVaZXlofDFP', 'UB')
('SL04652-2022-11-02-7932','S331-12','XcAwyVHPFd', 'LB')
('SL22517-2022-11-02-7937','S331-17','IR', 'LB')
('AC12058-2022-11-01-7955','A442-17','xOcnSjPaJHECSty', 'SL')
('AC04652-2022-11-02-7879','A438-13','jmlroeHlbzPIiP', 'LB')
('SL04652-2022-11-01-7887','S329-15','UoxlWlXvfYCIdH', 'SL')
('SL04652-2022-11-01-7888','S329-16','tLNyQkrYfRrBUa', 'SU')
('AC04652-2022-11-02-7881','A438-15','bcgGXWjZfxNCGqHt', 'UB')
('AC22517-2022-11-01-7884','A438-18','CXieaPTRuqwzeYBk', 'SU')
('AC04652-2022-11-01-7991','A444-17','YXfHJEYAxOwFrnqU', 'SL')
('AC22517-2022-11-01-7886','A439-2','DSVk', 'LB')
('SL22517-2022-11-02-7956','S332-12','poRSnhE', 'LB')
('AC22517-2022-11-01-7894','A439-10','bxSILbrjqVEXQ', 'UB')
('SL22517-2022-11-01-7867','S328-19','mBfDYOWkyx', 'UB')
('SL04652-2022-11-02-7956','S332-12','ZwwaDLbhvrfsq', 'LB')
('AC04652-2022-11-02-7894','A439-10','tQsKloGo', 'UB')
('SL12058-2022-11-01-7926','S331-6','mVcsyPVWL', 'UB')
('SL22517-2022-11-01-7874','S329-2','ITkAvzkqxa', 'MB')
('SL12058-2022-11-01-7927','S331-7','YluNLIflED', 'SL')
('AC22517-2022-11-02-8101','A451-1','KEWFfzDcjdqRmN', 'LB')
('SL04652-2022-11-01-7903','S330-7','SbINn', 'SL')
('AC12058-2022-11-01-7977','A444-3','quoSmamMIAh', 'UB')
('AC22517-2022-11-02-8108','A451-8','fizLgvnIzgq', 'LB')
('AC12058-2022-11-01-7981','A444-7','YaMGvkAsdfJ', 'LB')
('AC04652-2022-11-01-8011','A446-1','jQTzSlRpsqeGMZtR', 'LB')
('AC04652-2022-11-02-7899','A439-15','roGEWpF', 'UB')
('SL22517-2022-11-01-7882','S329-10','JdblRvqr', 'MB')
('AC04652-2022-11-01-8012','A446-2','fVnnQE', 'LB')
('SL04652-2022-11-01-7911','S330-15','NqQJolAYmFKn', 'SL')
('AC04652-2022-11-02-7901','A439-17','ipRw', 'SL')
('AC04652-2022-11-01-8016','A446-6','C', 'SU')
('SL04652-2022-11-02-7966','S332-22','OLANnFkoJPcd', 'UB')
('SL22517-2022-11-01-7888','S329-16','z', 'SU')
('SL12058-2022-11-01-7946','S332-2','BVl', 'MB')
('AC04652-2022-11-02-7910','A440-8','IUPk', 'LB')
('AC12058-2022-11-01-7996','A445-4','UX', 'UB')
('SL04652-2022-11-01-7925','S331-5','abNHnY', 'MB')
('AC12058-2022-11-01-7998','A445-6','lFYOYsRoSaHMYbD', 'SU')
('AC22517-2022-11-02-8122','A452-4','o', 'UB')
('SL12058-2022-11-01-7955','S332-11','Qkdms', 'UB')
('SL12058-2022-11-01-7956','S332-12','ifdEPbgNxVQLvQeT', 'LB')
('SL22517-2022-11-02-7986','S333-18','PUlKMLl', 'MB')
('SL12058-2022-11-01-7957','S332-13','pAtGaiEZpfyWv', 'MB')
('AC22517-2022-11-01-7926','A441-6','FjdTwDsDWQZ', 'SU')
('AC04652-2022-11-02-7916','A440-14','ZmO', 'LB')
('AC12058-2022-11-01-8004','A445-12','kmNHCLzTQba', 'SU')
('AC04652-2022-11-02-7920','A440-18','ZqRqRCRM', 'SU')
('SL04652-2022-11-01-7934','S331-14','hTaLNCrvNaNOVU', 'UB')
('AC04652-2022-11-01-8039','A447-11','XA', 'SL')
('SL22517-2022-11-02-7992','S333-24','gtuerpvBqtonw', 'SU')
('SL04652-2022-11-02-7989','S333-21','AWbXWxDg', 'MB')
('SL04652-2022-11-01-7938','S331-18','EapSXbrHndK', 'MB')
('SL12058-2022-11-01-7968','S332-24','WYLrb', 'SU')
('SL22517-2022-11-02-7997','S334-5','wtyu', 'MB')
('AC12058-2022-11-01-8015','A446-5','Gnyj', 'SL')
('SL12058-2022-11-01-7971','S333-3','LEwOOJHfGYOa', 'UB')
('SL22517-2022-11-01-7907','S330-11','kn', 'UB')
('AC12058-2022-11-01-8019','A446-9','CuGXGLsiOHhbIxe', 'UB')
('AC04652-2022-11-02-7935','A441-15','RsctZYViRuIZi', 'UB')
('AC04652-2022-11-02-7936','A441-16','WSmVap', 'UB')
('AC04652-2022-11-01-8051','A448-5','QODxEBCtIBzlz', 'SL')
('AC22517-2022-11-01-7939','A442-1','cOwFsDeUEhy', 'LB')
('SL04652-2022-11-01-7943','S331-23','KpQZBWSfYgmuFx', 'SL')
('AC22517-2022-11-02-8133','A452-15','AlYpGBp', 'UB')
('AC04652-2022-11-02-7942','A442-4','mourIlKwFjVjbO', 'UB')
('AC22517-2022-11-01-7941','A442-3','vBsYAwvEkccy', 'UB')
('SL04652-2022-11-01-7944','S331-24','jlwoncRBmWM', 'SU')
('SL04652-2022-11-01-7945','S332-1','WSQkvLk', 'LB')
('AC04652-2022-11-01-8060','A448-14','SfIowBITDilu', 'LB')
('AC04652-2022-11-02-7948','A442-10','gmrofOvf', 'UB')
('AC12058-2022-11-01-8030','A447-2','AOfqFtqYLUQCXBCJ', 'LB')
('AC22517-2022-11-02-8143','A453-7','WllweQJjTaFPAjhH', 'LB')
('AC04652-2022-11-01-8062','A448-16','yRbwCNxOu', 'UB')
('AC04652-2022-11-01-8064','A448-18','wMAoayrvp', 'SU')
('SL12058-2022-11-01-7987','S333-19','qKOvHRT', 'UB')
('AC22517-2022-11-02-8151','A453-15','mirMaXlILwv', 'UB')
('AC22517-2022-11-02-8152','A453-16','qUfmSoDJLAmzB', 'UB')
('SL12058-2022-11-01-7993','S334-1','qeIRvgRaxlL', 'LB')
('AC04652-2022-11-02-7957','A443-1','vqcWAXyxPOR', 'LB')
('AC22517-2022-11-02-8155','A454-1','bYVLlIFxUaOtUg', 'LB')
('SL04652-2022-11-02-8009','S334-17','Gktv', 'LB')
('SL04652-2022-11-02-8010','S334-18','vkI', 'MB')
('AC04652-2022-11-01-8076','A449-12','NCcqXxGLAjpN', 'SU')
('AC22517-2022-11-01-7960','A443-4','VBSNEA', 'UB')
('AC04652-2022-11-01-8081','A449-17','jFmQ', 'SL')
('AC22517-2022-11-02-8164','A454-10','VcLIVLepHN', 'UB')
('SL22517-2022-11-02-8028','S335-12','yOqxWEB', 'LB')
('SL04652-2022-11-02-8018','S335-2','XbePDfLBzzNqE', 'MB')
('AC04652-2022-11-01-8084','A450-2','XZxuKcDodNZIVZ', 'LB')
('SL04652-2022-11-02-8020','S335-4','o', 'LB')
('AC22517-2022-11-02-8167','A454-13','VWlh', 'LB')
('AC12058-2022-11-01-8050','A448-4','BbkFuFMfVTwGDu', 'UB')
('SL12058-2022-11-01-8005','S334-13','HctxVE', 'MB')
('SL22517-2022-11-01-7944','S331-24','LNpsSNWidX', 'SU')
('AC12058-2022-11-01-8053','A448-7','zaJSU', 'LB')
('AC12058-2022-11-01-8054','A448-8','WMSZDgVSYBF', 'LB')
('AC22517-2022-11-01-7967','A443-11','TGovIyJqX', 'SL')
('AC22517-2022-11-02-8178','A455-6','HjtSxeYrbnH', 'SU')
('AC12058-2022-11-01-8058','A448-12','VyPkDrKhYGZ', 'SU')
('AC04652-2022-11-01-8093','A450-11','DjI', 'SL')
('AC12058-2022-11-01-8060','A448-14','pvmBJTlSViOukV', 'LB')
('SL04652-2022-11-01-7975','S333-7','fmAbkT', 'SL')
('AC22517-2022-11-01-7973','A443-17','e', 'SL')
('AC22517-2022-11-01-7976','A444-2','RWjCet', 'LB')
('SL04652-2022-11-02-8033','S335-17','hoDEPWNrD', 'LB')
('AC04652-2022-11-02-7982','A444-8','DKFemAI', 'LB')
('SL22517-2022-11-02-8059','S336-19','TbUqe', 'UB')
('AC22517-2022-11-02-8188','A455-16','BmrEilWU', 'UB')
('SL12058-2022-11-01-8026','S335-10','mfsEsZhIOP', 'MB')
('SL04652-2022-11-02-8038','S335-22','HYpbBuz', 'UB')
('SL04652-2022-11-02-8039','S335-23','yhJyKYVCrsxGYc', 'SL')
('AC04652-2022-11-01-8114','A451-14','CU', 'LB')
('SL22517-2022-11-01-7967','S332-23','obBvZ', 'SL')
('SL04652-2022-11-02-8050','S336-10','CpdWxEFy', 'MB')
('SL22517-2022-11-01-7976','S333-8','SLuEHWtN', 'SU')
('SL22517-2022-11-02-8068','S337-4','QLvccusv', 'LB')
('AC22517-2022-11-01-7998','A445-6','hDUXgiITqsa', 'SU')
('SL22517-2022-11-02-8071','S337-7','YpBEJZR', 'SL')
('AC04652-2022-11-01-8129','A452-11','OGL', 'SL')
('SL04652-2022-11-01-7996','S334-4','iakYlE', 'LB')
('SL22517-2022-11-01-7983','S333-15','rOCWdVBcrU', 'SL')
('AC22517-2022-11-01-8003','A445-11','pubZhUcUS', 'SL')
('SL22517-2022-11-02-8075','S337-11','urVhtj', 'UB')
('AC04652-2022-11-01-8133','A452-15','FexEchzAMNRuVG', 'UB')
('SL04652-2022-11-02-8060','S336-20','IxWCQFUxiEIBW', 'LB')
('AC04652-2022-11-02-7994','A445-2','PpbdycJzaCi', 'LB')
('SL04652-2022-11-02-8062','S336-22','KICREpEoOrSk', 'UB')
('SL04652-2022-11-01-7998','S334-6','dmcMAPdOIdvn', 'UB')
('AC22517-2022-11-02-8216','A457-8','jCNrQkOyoItilqI', 'LB')
('AC12058-2022-11-01-8100','A450-18','sQKap', 'SU')
('AC22517-2022-11-01-8008','A445-16','lyS', 'UB')
('SL04652-2022-11-01-8002','S334-10','CQWymRqCDqBE', 'MB')
('SL22517-2022-11-01-7992','S333-24','zRVJC', 'SU')
('SL12058-2022-11-01-8051','S336-11','xinREauusLiiRv', 'UB')
('SL04652-2022-11-01-8003','S334-11','I', 'UB')
('SL04652-2022-11-02-8076','S337-12','ADxTNm', 'LB')
('AC04652-2022-11-01-8146','A453-10','UtGUdbkpYss', 'UB')
('SL04652-2022-11-01-8007','S334-15','MDqfJhG', 'SL')
('AC04652-2022-11-01-8148','A453-12','ghSHByPQu', 'SU')
('SL22517-2022-11-02-8084','S337-20','I', 'LB')
('SL04652-2022-11-01-8010','S334-18','tCtFeoLgOmujLFLm', 'MB')
('AC04652-2022-11-01-8150','A453-14','q', 'LB')
('AC22517-2022-11-02-8234','A458-8','IAwLEI', 'LB')
('SL12058-2022-11-01-8055','S336-15','RvtFduGWXW', 'SL')
('SL22517-2022-11-02-8097','S338-9','qSfmhUXMMKvo', 'LB')
('SL22517-2022-11-01-8007','S334-15','fwgCkmvKH', 'SL')
('AC04652-2022-11-01-8159','A454-5','yjaEYB', 'SL')
('SL04652-2022-11-02-8096','S338-8','ozWrIEgyj', 'SU')
('SL22517-2022-11-02-8103','S338-15','GAYsTkAlfAebwp', 'SL')
('SL22517-2022-11-02-8104','S338-16','YUFCuzrwASpRJzil', 'SU')
('SL04652-2022-11-01-8030','S335-14','p', 'UB')
('SL22517-2022-11-02-8109','S338-21','s', 'MB')
('SL12058-2022-11-01-8065','S337-1','rEYfOAYlnUGrl', 'LB')
('AC04652-2022-11-02-8028','A446-18','mhLKBlcpOoL', 'SU')
('SL12058-2022-11-01-8067','S337-3','YolDzxcjC', 'UB')
('AC22517-2022-11-02-8243','A458-17','VHcSaSnEBWfXWC', 'SL')
('AC04652-2022-11-01-8166','A454-12','vGBbNGBAGaTwcr', 'SU')
('SL22517-2022-11-02-8114','S339-2','rPGRfTawLOjkJ', 'MB')
('AC22517-2022-11-02-8247','A459-3','qCBBkmKSSjWQVdyO', 'UB')
('SL12058-2022-11-01-8070','S337-6','hIDST', 'UB')
('SL22517-2022-11-02-8117','S339-5','lFF', 'MB')
('AC12058-2022-11-01-8128','A452-10','e', 'UB')
('SL04652-2022-11-01-8037','S335-21','fzQpbynYOG', 'MB')
('SL04652-2022-11-01-8039','S335-23','kzNU', 'SL')
('AC04652-2022-11-01-8171','A454-17','QTIzS', 'SL')
('SL04652-2022-11-01-8041','S336-1','SgHG', 'LB')
('AC22517-2022-11-01-8036','A447-8','sSfzDFTa', 'LB')
('SL04652-2022-11-01-8043','S336-3','uZxOSk', 'UB')
('SL04652-2022-11-02-8116','S339-4','Z', 'LB')
('AC22517-2022-11-01-8037','A447-9','HSoETewne', 'UB')
('SL04652-2022-11-01-8045','S336-5','mEXbv', 'MB')
('AC04652-2022-11-02-8041','A447-13','THpjRYhGmfuIsLE', 'LB')
('AC04652-2022-11-02-8043','A447-15','DtzW', 'UB')
('AC12058-2022-11-01-8135','A452-17','PTEQiQtkd', 'SL')
('AC12058-2022-11-01-8136','A452-18','TR', 'SU')
('AC04652-2022-11-01-8176','A455-4','t', 'UB')
('SL22517-2022-11-02-8129','S339-17','aAmy', 'LB')
('AC22517-2022-11-01-8044','A447-16','vVLwe', 'UB')
('SL22517-2022-11-01-8038','S335-22','jnoK', 'UB')
('AC04652-2022-11-01-8180','A455-8','xKCAXKcaPCt', 'LB')
('SL12058-2022-11-01-8088','S337-24','qs', 'SU')
('SL22517-2022-11-01-8042','S336-2','veObNFLthEj', 'MB')
('SL22517-2022-11-01-8043','S336-3','KkODRWoFWimukne', 'UB')
('SL22517-2022-11-02-8135','S339-23','ktOrcG', 'SL')
('AC22517-2022-11-01-8053','A448-7','UQetssgA', 'LB')
('SL22517-2022-11-01-8045','S336-5','MGdFYfpUgN', 'MB')
('AC04652-2022-11-02-8053','A448-7','DBbcXuHKfQBS', 'LB')
('AC04652-2022-11-02-8054','A448-8','etwpy', 'LB')
('AC22517-2022-11-02-8270','A460-8','MeKNNqbNuIRyfMb', 'LB')
('SL22517-2022-11-02-8141','S340-5','wruMsMRIGFW', 'MB')
('SL12058-2022-11-01-8099','S338-11','bTIpesMfsMJrk', 'UB')
('AC22517-2022-11-02-8273','A460-11','p', 'SL')
('SL04652-2022-11-02-8134','S339-22','yWEGwPOIOh', 'UB')
('AC22517-2022-11-02-8277','A460-15','ktkDtsTMq', 'UB')
('SL04652-2022-11-01-8065','S337-1','oMaBjYt', 'LB')
('SL22517-2022-11-02-8149','S340-13','qDvrjrCwmxrBMMt', 'MB')
('AC04652-2022-11-01-8195','A456-5','jhExvEv', 'SL')
('SL12058-2022-11-01-8106','S338-18','A', 'MB')
('SL04652-2022-11-02-8141','S340-5','puNKNo', 'MB')
('SL12058-2022-11-01-8110','S338-22','CqKA', 'UB')
('AC22517-2022-11-02-8282','A461-2','SJKy', 'LB')
('AC22517-2022-11-02-8283','A461-3','tE', 'UB')
('SL22517-2022-11-02-8157','S340-21','OOslMuYoDDU', 'MB')
('AC04652-2022-11-02-8068','A449-4','yCrrV', 'UB')
('AC22517-2022-11-01-8071','A449-7','WXC', 'LB')
('SL04652-2022-11-02-8151','S340-15','z', 'SL')
('AC04652-2022-11-02-8069','A449-5','WBRKQBU', 'SL')
('AC04652-2022-11-01-8206','A456-16','YyddW', 'UB')
('SL22517-2022-11-01-8068','S337-4','rKmyJyZVqHMJNgDS', 'LB')
('AC22517-2022-11-02-8293','A461-13','RorRxXDx', 'LB')
('SL22517-2022-11-01-8069','S337-5','tVhuz', 'MB')
('SL04652-2022-11-02-8156','S340-20','ZJbXBMfUUfrQOSsM', 'LB')
('SL04652-2022-11-02-8157','S340-21','IwgV', 'MB')
('AC22517-2022-11-02-8296','A461-16','VGxZRFQ', 'UB')
('SL12058-2022-11-01-8119','S339-7','mdXOwawOoYnfG', 'SL')
('SL22517-2022-11-01-8071','S337-7','s', 'SL')
('SL22517-2022-11-01-8072','S337-8','s', 'SU')
('AC04652-2022-11-01-8212','A457-4','cWmL', 'UB')
('AC22517-2022-11-01-8078','A449-14','Zhcwwx', 'LB')
('SL04652-2022-11-02-8167','S341-7','nCtFxW', 'SL')
('SL22517-2022-11-02-8166','S341-6','AejyH', 'UB')
('AC22517-2022-11-02-8303','A462-5','qgGLnccvCr', 'SL')
('AC22517-2022-11-01-8082','A449-18','lxPHaoN', 'SU')
('SL12058-2022-11-01-8127','S339-15','DGgosyli', 'SL')
('SL04652-2022-11-01-8094','S338-6','go', 'UB')
('SL04652-2022-11-01-8096','S338-8','FVFnsaelGsagzLJ', 'SU')
('AC22517-2022-11-02-8307','A462-9','OcAdPRlMhlpZ', 'UB')
('AC22517-2022-11-01-8090','A450-8','RtzzDaBmhtGyT', 'LB')
('SL22517-2022-11-02-8170','S341-10','ldQy', 'MB')
('SL04652-2022-11-02-8177','S341-17','td', 'LB')
('AC22517-2022-11-02-8311','A462-13','Z', 'LB')
('AC04652-2022-11-02-8083','A450-1','PqJRxffqrovtb', 'LB')
('AC22517-2022-11-01-8100','A450-18','rczcjhVgNpVf', 'SU')
('AC04652-2022-11-01-8234','A458-8','rAHrOlwMBo', 'LB')
('SL22517-2022-11-01-8091','S338-3','BFRVYhbP', 'UB')
('SL04652-2022-11-02-8187','S342-3','kzQoQ', 'UB')
('SL22517-2022-11-02-8182','S341-22','mjYpRk', 'UB')
('SL22517-2022-11-01-8094','S338-6','bizR', 'UB')
('SL04652-2022-11-01-8109','S338-21','iHRlmBT', 'MB')
('AC04652-2022-11-01-8240','A458-14','Ubzn', 'LB')
('AC04652-2022-11-01-8241','A458-15','knadIOEBTzMhszfv', 'UB')
('AC12058-2022-11-01-8189','A455-17','i', 'SL')
('SL12058-2022-11-01-8146','S340-10','VcntCW', 'MB')
('SL04652-2022-11-01-8110','S338-22','PAoOyJsBGoEwVmEx', 'UB')
('AC12058-2022-11-01-8192','A456-2','nPhE', 'LB')
('AC22517-2022-11-01-8107','A451-7','LoEBkWQt', 'LB')
('SL22517-2022-11-01-8103','S338-15','sLesELtyaEf', 'SL')
('AC04652-2022-11-02-8103','A451-3','zVPSTCveIOuTbW', 'UB')
('AC12058-2022-11-01-8201','A456-11','LwyVkbybQ', 'SL')
('AC12058-2022-11-01-8202','A456-12','Heu', 'SU')
('SL22517-2022-11-01-8115','S339-3','A', 'UB')
('SL22517-2022-11-01-8116','S339-4','ViwMxUDVMvmoMKw', 'LB')
('AC12058-2022-11-01-8212','A457-4','tTnHDwO', 'UB')
('SL22517-2022-11-02-8210','S343-2','vtekKSnIJNRpz', 'MB')
('SL04652-2022-11-01-8127','S339-15','RbuVTeB', 'SL')
('SL12058-2022-11-01-8164','S341-4','wEwRtZjrHDzkt', 'LB')
('AC12058-2022-11-01-8216','A457-8','mXySASeLKCGnCd', 'LB')
('SL22517-2022-11-02-8213','S343-5','DBPpk', 'MB')
('AC12058-2022-11-01-8217','A457-9','ILYJUSVEGoA', 'UB')
('SL04652-2022-11-02-8209','S343-1','IVnWfrskH', 'LB')
('SL22517-2022-11-02-8218','S343-10','IJJgLvCwnuFOqGe', 'MB')
('SL22517-2022-11-01-8125','S339-13','kudv', 'MB')
('SL12058-2022-11-01-8169','S341-9','NTUdVQ', 'LB')
('SL04652-2022-11-02-8212','S343-4','URiCKwFPQr', 'LB')
('AC22517-2022-11-01-8131','A452-13','rPyuN', 'LB')
('SL12058-2022-11-01-8170','S341-10','fjfIdJqT', 'MB')
('SL22517-2022-11-01-8129','S339-17','AsfgiTBK', 'LB')
('SL04652-2022-11-01-8135','S339-23','RdvzdlvTtna', 'SL')
('AC12058-2022-11-01-8225','A457-17','IlDJFnxOHEGmfO', 'SL')
('SL04652-2022-11-01-8136','S339-24','aM', 'SU')
('SL22517-2022-11-01-8132','S339-20','ogPYkcMFni', 'LB')
('AC04652-2022-11-01-8281','A461-1','kEqA', 'LB')
('AC04652-2022-11-02-8133','A452-15','ueVGOAetself', 'UB')
('SL22517-2022-11-01-8140','S340-4','vdtKMYmaERdUiXjS', 'LB')
('AC22517-2022-11-01-8142','A453-6','DJLHOrS', 'SU')
('AC22517-2022-11-01-8144','A453-8','FylwabdwrpB', 'LB')
('AC22517-2022-11-01-8145','A453-9','ZFOnkmndrnRxjM', 'UB')
('AC22517-2022-11-02-8348','A464-14','hZPeeiTkF', 'LB')
('SL12058-2022-11-01-8180','S341-20','p', 'LB')
('AC22517-2022-11-01-8148','A453-12','DcqCC', 'SU')
('SL22517-2022-11-01-8143','S340-7','wfZOe', 'SL')
('SL22517-2022-11-02-8230','S343-22','rWkmyfWMUuDqktW', 'UB')
('AC04652-2022-11-02-8141','A453-5','YHBPHjxlJl', 'SL')
('SL04652-2022-11-01-8148','S340-12','QiuoelyNylwdCj', 'LB')
('AC04652-2022-11-02-8167','A454-13','yAjmTHKKDXsSiUc', 'LB')
('SL04652-2022-11-02-8269','S345-13','PnYBb', 'MB')
('AC04652-2022-11-01-8323','A463-7','duZT', 'LB')
('SL12058-2022-11-01-8228','S343-20','MnQUtV', 'LB')
('AC12058-2022-11-01-8269','A460-7','dSwAZlCJ', 'LB')
('AC22517-2022-11-02-8390','A467-2','oZKnm', 'LB')
('SL04652-2022-11-02-8285','S346-5','tZtFnzbFjded', 'MB')
('AC22517-2022-11-01-8185','A455-13','yNloSXgZgtJnuzF', 'LB')
('SL22517-2022-11-01-8187','S342-3','wnppOgwbAl', 'UB')
('AC22517-2022-11-02-8396','A467-8','PdUbJEAiuCIEzJJ', 'LB')
('AC12058-2022-11-01-8273','A460-11','HZqx', 'SL')
('AC04652-2022-11-01-8336','A464-2','CAnCEsVob', 'LB')
('SL22517-2022-11-01-8194','S342-10','TamPqagRX', 'MB')
('AC04652-2022-11-01-8342','A464-8','dxdfrDKFZ', 'LB')
('SL04652-2022-11-02-8293','S346-13','tiSxXQeUciPIBIbA', 'MB')
('SL04652-2022-11-01-8188','S342-4','vQLNAK', 'LB')
('AC22517-2022-11-01-8199','A456-9','hFTcUL', 'UB')
('SL22517-2022-11-02-8269','S345-13','iJ', 'MB')
('SL22517-2022-11-01-8201','S342-17','ASiIop', 'LB')
('AC04652-2022-11-02-8192','A456-2','YPspOvfSfEs', 'LB')
('SL04652-2022-11-01-8191','S342-7','XRPyoUUFEHexfsD', 'SL')
