('SL22517-2022-11-02-4','S1-4','pAYqNDgtLvy', 'LB')
('SL12058-2022-11-01-3224','S135-8','IZQcLio', 'SU')
('AC22517-2022-11-01-3151','A176-1','nFk', 'LB')
('AC04652-2022-11-02-3247','A181-7','wOlRzE', 'LB')
('AC04652-2022-11-02-3248','A181-8','owWNBEpH', 'LB')
('SL12058-2022-11-01-3230','S135-14','NYluGnbv', 'UB')
('AC12058-2022-11-01-3288','A183-12','YLGHoqI', 'SU')
('AC22517-2022-11-02-3344','A186-14','h', 'LB')
('SL12058-2022-11-01-3233','S135-17','GGgCmDawPsqLztPr', 'LB')
('AC04652-2022-11-01-3287','A183-11','kb', 'SL')
('SL12058-2022-11-01-3235','S135-19','VeYcCZeQGVFAGIM', 'UB')
('SL04652-2022-11-01-3314','S139-2','bvbQcQmeXUzlshDi', 'MB')
('AC22517-2022-11-02-3362','A187-14','K', 'LB')
('SL22517-2022-11-02-3344','S140-8','zRyqNkx', 'SU')
('AC04652-2022-11-01-3300','A184-6','UIMJ', 'SU')
('AC22517-2022-11-01-3164','A176-14','N', 'LB')
('SL22517-2022-11-01-3307','S138-19','brNVtnyuLOetp', 'UB')
('AC04652-2022-11-01-3304','A184-10','vCbOoqJnrgpNE', 'UB')
('SL22517-2022-11-01-3309','S138-21','UTtICjwkLhVlc', 'MB')
('AC04652-2022-11-01-3308','A184-14','EconOxOhY', 'LB')
('SL04652-2022-11-02-3253','S136-13','yrlWccgAontzmG', 'MB')
('SL22517-2022-11-01-3311','S138-23','VFDe', 'SL')
('SL12058-2022-11-01-3256','S136-16','GJAItHoolOmW', 'SU')
('SL22517-2022-11-01-3313','S139-1','tcjClb', 'LB')
('SL22517-2022-11-01-3314','S139-2','XFZjQIbRvNf', 'MB')
('SL22517-2022-11-02-3355','S140-19','LqSHOco', 'UB')
('AC04652-2022-11-01-3316','A185-4','XDQUOLEi', 'UB')
('SL04652-2022-11-02-3264','S136-24','MFKJ', 'SU')
('AC12058-2022-11-01-3315','A185-3','fKidbNVTvH', 'UB')
('SL04652-2022-11-01-3335','S139-23','hwlSPdgzBT', 'SL')
('SL12058-2022-11-01-3266','S137-2','e', 'MB')
('AC22517-2022-11-02-3383','A188-17','KrFJ', 'SL')
('SL04652-2022-11-02-3271','S137-7','KXrsDEsj', 'SL')
('SL12058-2022-11-01-3268','S137-4','iULixjNlNOnCbCk', 'LB')
('SL22517-2022-11-02-3370','S141-10','dNTBULesdfx', 'MB')
('SL22517-2022-11-01-3323','S139-11','NvVZghqzNtO', 'UB')
('SL12058-2022-11-01-3270','S137-6','cI', 'UB')
('SL04652-2022-11-01-3347','S140-11','Cn', 'UB')
('AC12058-2022-11-01-3327','A185-15','ugjBCPwgnuVr', 'UB')
('SL22517-2022-11-01-3359','S140-23','aTqXxPmhDdYA', 'SL')
('AC22517-2022-11-02-3414','A190-12','ztzAZPGNowTyri', 'SU')
('SL04652-2022-11-01-3386','S142-2','AL', 'MB')
('AC22517-2022-11-01-3221','A179-17','ryDfQ', 'SL')
('AC22517-2022-11-02-3421','A191-1','upIjhFzj', 'LB')
('AC04652-2022-11-02-3322','A185-10','XJuLDUaVrhkw', 'UB')
('SL22517-2022-11-01-3365','S141-5','DCEztXxTEBTWjQay', 'MB')
('SL04652-2022-11-02-3305','S138-17','PLjAcqufblOvoQD', 'LB')
('SL12058-2022-11-01-3312','S138-24','XZrjpnNZhLfO', 'SU')
('SL22517-2022-11-02-3413','S143-5','ClVnTr', 'MB')
('SL12058-2022-11-01-3315','S139-3','aEes', 'UB')
('SL22517-2022-11-01-3373','S141-13','owuShUCPBdM', 'MB')
('SL04652-2022-11-02-3315','S139-3','nXP', 'UB')
('AC22517-2022-11-02-3475','A194-1','dnlRemBQj', 'LB')
('AC04652-2022-11-01-3414','A190-12','bq', 'SU')
('AC04652-2022-11-02-3366','A187-18','cAkvoKwJ', 'SU')
('SL12058-2022-11-01-3356','S140-20','Hcx', 'LB')
('SL12058-2022-11-01-3357','S140-21','PsCKt', 'MB')
('SL04652-2022-11-01-3442','S144-10','wFwsPYY', 'MB')
('SL12058-2022-11-01-3359','S140-23','oEXJLGZNneQX', 'SL')
('SL22517-2022-11-02-3469','S145-13','oqQtpe', 'MB')
('SL04652-2022-11-02-3366','S141-6','wYkyyOctclPAJ', 'UB')
('AC22517-2022-11-01-3268','A182-10','g', 'UB')
('AC22517-2022-11-01-3269','A182-11','vuVGMzDQKPMOrgxC', 'SL')
('AC12058-2022-11-01-3432','A191-12','wPpGGKcggyMY', 'SU')
('SL22517-2022-11-01-3447','S144-15','HWCY', 'SL')
('AC22517-2022-11-02-3522','A196-12','lBQfizeg', 'SU')
('SL22517-2022-11-01-3449','S144-17','Ynt', 'LB')
('AC04652-2022-11-01-3469','A193-13','HXfmbJXpazXaG', 'LB')
('SL22517-2022-11-02-3523','S147-19','ZMtrUjIR', 'UB')
('AC04652-2022-11-01-3475','A194-1','oJxdkaqVpUC', 'LB')
('AC12058-2022-11-01-3473','A193-17','OJcG', 'SL')
('SL12058-2022-11-01-3451','S144-19','xtXPkyPLK', 'UB')
('SL22517-2022-11-01-3492','S146-12','QxhlzIkktQbR', 'LB')
('AC22517-2022-11-01-3332','A186-2','nVu', 'LB')
('SL22517-2022-11-02-3567','S149-15','fexhzESideZLmhn', 'SL')
('AC22517-2022-11-02-3563','A198-17','DQN', 'SL')
('SL22517-2022-11-01-3531','S148-3','K', 'UB')
('AC22517-2022-11-01-3383','A188-17','tnSIFGbhkcUq', 'SL')
('AC04652-2022-11-01-3558','A198-12','vbnSR', 'SU')
('AC22517-2022-11-01-3385','A189-1','VwZTywzS', 'LB')
('SL12058-2022-11-01-3503','S146-23','otmkJR', 'SL')
('SL04652-2022-11-01-3570','S149-18','NoLEumJtyoeKy', 'MB')
('AC12058-2022-11-01-3561','A198-15','vFJcdjFZijtYazF', 'UB')
('AC22517-2022-11-01-3390','A189-6','jZAvvevCzOxza', 'SU')
('AC22517-2022-11-02-3611','A201-11','BGeAv', 'SL')
('AC12058-2022-11-01-3569','A199-5','rlKlIoXMjVAxhy', 'SL')
('SL22517-2022-11-02-3633','S152-9','Lnr', 'LB')
('SL04652-2022-11-02-3492','S146-12','LHXMfxYXYIWTWkm', 'LB')
('SL04652-2022-11-01-3585','S150-9','obghUde', 'LB')
('SL04652-2022-11-01-3586','S150-10','MLTNIkGRdzI', 'MB')
('SL04652-2022-11-01-3587','S150-11','IoeNHcvKFWTeOFEy', 'UB')
('AC22517-2022-11-02-3625','A202-7','uxEJPUHRPfHWJON', 'LB')
('SL22517-2022-11-02-3638','S152-14','uCdTcA', 'UB')
('AC04652-2022-11-02-3492','A194-18','BeMdCl', 'SU')
('SL22517-2022-11-01-3566','S149-14','cxueF', 'UB')
('AC22517-2022-11-01-3410','A190-8','TrEK', 'LB')
('SL04652-2022-11-01-3592','S150-16','S', 'SU')
('SL22517-2022-11-01-3571','S149-19','zWkDeDEch', 'UB')
('SL12058-2022-11-01-3530','S148-2','mQmZcRajKw', 'MB')
('AC22517-2022-11-02-3631','A202-13','XQtrGNBBxaFx', 'LB')
('SL04652-2022-11-01-3597','S150-21','MuhlrSm', 'MB')
('AC04652-2022-11-02-3502','A195-10','OcfJKmoXBqzmzWd', 'UB')
('AC04652-2022-11-01-3585','A200-3','XeqLADmVYoFE', 'UB')
('SL22517-2022-11-01-3594','S150-18','EmLkMxUOFpjZc', 'MB')
('SL22517-2022-11-02-3660','S153-12','TiLHxA', 'LB')
('SL22517-2022-11-02-3667','S153-19','JOWEpLUxSHHE', 'UB')
('AC04652-2022-11-02-3530','A197-2','Qs', 'LB')
('SL12058-2022-11-01-3604','S151-4','JyKi', 'LB')
('SL12058-2022-11-01-3609','S151-9','AJTPmmrRK', 'LB')
('AC12058-2022-11-01-3660','A204-6','TortWgNHCO', 'SU')
('AC04652-2022-11-01-3647','A203-11','fxuYwrYp', 'SL')
('AC04652-2022-11-02-3579','A199-15','kQEA', 'UB')
('AC04652-2022-11-02-3580','A199-16','Er', 'UB')
('SL04652-2022-11-02-3647','S152-23','MMQJuCWGTLq', 'SL')
('SL22517-2022-11-01-3698','S155-2','GfBcOpVQTorWZn', 'MB')
('AC22517-2022-11-02-3791','A211-11','C', 'SL')
('SL04652-2022-11-01-3730','S156-10','SEWB', 'MB')
('AC22517-2022-11-02-3795','A211-15','DGQpzNctBK', 'UB')
('AC04652-2022-11-01-3723','A207-15','ZTLDZgPHqJn', 'UB')
('SL22517-2022-11-02-3784','S158-16','VuXXVzf', 'SU')
('AC22517-2022-11-02-3803','A212-5','xEmvPPZQFHkpC', 'SL')
('SL22517-2022-11-01-3715','S155-19','GxuEICyDm', 'UB')
('AC12058-2022-11-01-3751','A209-7','MdIGXNPZBcATyV', 'LB')
('SL04652-2022-11-01-3750','S157-6','WwkmEmAM', 'UB')
('SL22517-2022-11-01-3726','S156-6','QqfmIYmoS', 'UB')
('AC04652-2022-11-02-3664','A204-10','u', 'UB')
('SL22517-2022-11-02-3798','S159-6','eIPASUTnnZms', 'UB')
('AC22517-2022-11-02-3823','A213-7','AHbCyAXNEpubtvK', 'LB')
('AC04652-2022-11-02-3667','A204-13','Lu', 'LB')
('SL04652-2022-11-02-3680','S154-8','M', 'SU')
('AC22517-2022-11-02-3830','A213-14','A', 'LB')
('SL22517-2022-11-02-3810','S159-18','cKzSN', 'MB')
('AC22517-2022-11-02-3832','A213-16','MKBvb', 'UB')
('AC04652-2022-11-02-3700','A206-10','EJsNLDtFT', 'UB')
('SL04652-2022-11-02-3704','S155-8','KyzVJRWwcC', 'SU')
('SL04652-2022-11-01-3801','S159-9','OMRa', 'LB')
('AC04652-2022-11-02-3703','A206-13','eZMUfGU', 'LB')
('AC04652-2022-11-01-3783','A211-3','mFfpglVLzfYxq', 'UB')
('AC22517-2022-11-01-3624','A202-6','W', 'SU')
('SL04652-2022-11-01-3804','S159-12','DTqDfQQccXqbytaR', 'LB')
('SL12058-2022-11-01-3741','S156-21','DYHj', 'MB')
('SL12058-2022-11-01-3742','S156-22','MdK', 'UB')
('AC22517-2022-11-02-3867','A215-15','PnTkbKvUvpfJ', 'UB')
('SL22517-2022-11-02-3842','S161-2','iVolTvGHxGfKU', 'MB')
('SL22517-2022-11-01-3770','S158-2','ndpJNnQJP', 'MB')
('SL12058-2022-11-01-3750','S157-6','jDrHJjbPjIFyvo', 'UB')
('SL04652-2022-11-02-3716','S155-20','jzQfGFgbMA', 'LB')
('SL22517-2022-11-01-3777','S158-9','JWHNntPJnjn', 'LB')
('AC04652-2022-11-01-3797','A211-17','surcwsf', 'SL')
('SL04652-2022-11-01-3817','S160-1','nvfYmIgzOIF', 'LB')
('SL12058-2022-11-01-3776','S158-8','rmjMYhaEqOf', 'SU')
('SL12058-2022-11-01-3777','S158-9','vtTPmdXEwicfEp', 'LB')
('AC04652-2022-11-01-3853','A215-1','CTawKJMxsfFLIyQB', 'LB')
('AC04652-2022-11-02-3762','A209-18','BzQANXodLJBKh', 'SU')
('SL04652-2022-11-01-3846','S161-6','IUmzEjfoceshViY', 'UB')
('SL12058-2022-11-01-3796','S159-4','ecz', 'LB')
('SL22517-2022-11-01-3828','S160-12','rQSqwJXEnnTHvNJc', 'LB')
('SL04652-2022-11-01-3847','S161-7','XcXh', 'SL')
('AC04652-2022-11-02-3769','A210-7','dyncOsD', 'LB')
('AC22517-2022-11-02-3953','A220-11','llnNMkSpDPKku', 'SL')
('SL22517-2022-11-02-3938','S165-2','zBXXYsNBPnD', 'MB')
('AC22517-2022-11-01-3712','A207-4','vrg', 'UB')
('SL04652-2022-11-02-3811','S159-19','xlppH', 'UB')
('SL22517-2022-11-01-3873','S162-9','K', 'LB')
('SL12058-2022-11-01-3832','S160-16','rOxCp', 'SU')
('AC04652-2022-11-02-3814','A212-16','OgqCUQzEs', 'UB')
('AC04652-2022-11-01-3914','A218-8','Wgu', 'LB')
('SL22517-2022-11-02-3949','S165-13','MbidKwJTvRROQub', 'MB')
('AC12058-2022-11-01-3896','A217-8','xJaJzSKjbZLuxD', 'LB')
('SL04652-2022-11-02-3821','S160-5','GPJ', 'MB')
('SL04652-2022-11-02-3822','S160-6','yQfBDj', 'UB')
('AC04652-2022-11-01-3923','A218-17','hEE', 'SL')
('SL22517-2022-11-02-3969','S166-9','BpPIMcTS', 'LB')
('AC04652-2022-11-01-3928','A219-4','RhSqVCkNkDppwqys', 'UB')
('AC22517-2022-11-01-3735','A208-9','fzeZBpELIK', 'UB')
('SL04652-2022-11-02-3826','S160-10','BrCnhpiC', 'MB')
('AC22517-2022-11-02-3973','A221-13','HBJSMlyIvxq', 'LB')
('SL22517-2022-11-01-3990','S167-6','qTiaAiEwEtEunU', 'UB')
('AC12058-2022-11-01-3987','A222-9','uCpv', 'UB')
('SL12058-2022-11-01-3933','S164-21','MwKDThTbbNCoIT', 'MB')
('SL04652-2022-11-01-3987','S167-3','UDvaufllDPmiB', 'UB')
('AC04652-2022-11-01-4020','A224-6','ujhMUzDGIbMD', 'SU')
('AC22517-2022-11-02-4063','A226-13','SuRNoxNRTD', 'LB')
('AC22517-2022-11-01-3818','A213-2','QizcPZBRqXjMp', 'LB')
('SL04652-2022-11-02-3910','S163-22','HREEWpvsqQ', 'UB')
('AC22517-2022-11-02-4072','A227-4','iYJkZesTwa', 'UB')
('SL22517-2022-11-02-4070','S170-14','L', 'UB')
('SL04652-2022-11-01-4003','S167-19','JFlmCreQCDqVaqzU', 'UB')
('AC12058-2022-11-01-3998','A223-2','H', 'LB')
('AC04652-2022-11-02-3930','A219-6','tQOhfBHLBw', 'SU')
('SL12058-2022-11-01-3956','S165-20','o', 'LB')
('SL22517-2022-11-01-4002','S167-18','RDclEQDIVMoTzF', 'MB')
('SL22517-2022-11-01-4011','S168-3','bwxxkbBwROoRCdl', 'UB')
('SL12058-2022-11-01-3964','S166-4','W', 'LB')
('SL04652-2022-11-01-4011','S168-3','nMz', 'UB')
('SL22517-2022-11-02-4089','S171-9','L', 'LB')
('AC04652-2022-11-01-4043','A225-11','joKMncYd', 'SL')
('AC22517-2022-11-02-4100','A228-14','VMIsbJ', 'LB')
('SL22517-2022-11-02-4091','S171-11','JImsDszGEyTDVpw', 'UB')
('AC04652-2022-11-02-3952','A220-10','JWK', 'UB')
('AC04652-2022-11-01-4047','A225-15','ZgDOqHqIzev', 'UB')
('AC04652-2022-11-02-3954','A220-12','rJkEBZQMK', 'SU')
('SL12058-2022-11-01-3977','S166-17','ZVELKVXtszR', 'LB')
('AC12058-2022-11-01-4017','A224-3','tkPHAD', 'UB')
('SL12058-2022-11-01-3981','S166-21','NvjYs', 'MB')
('AC22517-2022-11-02-4107','A229-3','OPHNqMgCBRjX', 'UB')
('SL12058-2022-11-01-3993','S167-9','dpDyaqFLOS', 'LB')
('AC04652-2022-11-01-4061','A226-11','XMBbrMFaZ', 'SL')
('SL04652-2022-11-02-3947','S165-11','pRvpgEsUjTUJ', 'UB')
('AC22517-2022-11-02-4117','A229-13','It', 'LB')
('AC22517-2022-11-01-3864','A215-12','wsiJopMvQrapFW', 'SU')
('SL04652-2022-11-02-3953','S165-17','Bwe', 'LB')
('AC04652-2022-11-02-3973','A221-13','nVDybULIj', 'LB')
('AC22517-2022-11-02-4126','A230-4','hqiOSmY', 'UB')
('AC04652-2022-11-02-3976','A221-16','ltOeH', 'UB')
('AC04652-2022-11-01-4073','A227-5','qHgvPK', 'SL')
('AC04652-2022-11-02-3978','A221-18','Zykv', 'SU')
('AC12058-2022-11-01-4038','A225-6','sh', 'SU')
('AC22517-2022-11-01-3876','A216-6','SYtEDsTJwP', 'SU')
('SL12058-2022-11-01-4009','S168-1','amOQjcUCujo', 'LB')
('AC04652-2022-11-01-4079','A227-11','dv', 'SL')
('AC04652-2022-11-02-3983','A222-5','aymHliECVcbxQTPz', 'SL')
('AC04652-2022-11-02-3984','A222-6','ZHeNLWXS', 'SU')
('SL12058-2022-11-01-4013','S168-5','LcBvJMgmmIUbWs', 'MB')
('AC04652-2022-11-01-4081','A227-13','KsJCQNXvvdf', 'LB')
('AC04652-2022-11-01-4082','A227-14','S', 'LB')
('SL22517-2022-11-01-4051','S169-19','qFa', 'UB')
('AC22517-2022-11-01-3887','A216-17','WlTaUFgBADOpdE', 'SL')
('SL04652-2022-11-02-3972','S166-12','PrsYWSgf', 'LB')
('SL12058-2022-11-01-4021','S168-13','tLyTTlIke', 'MB')
('AC04652-2022-11-01-4091','A228-5','RLGEudEpugrm', 'SL')
('SL22517-2022-11-01-4059','S170-3','yjg', 'UB')
('SL22517-2022-11-01-4060','S170-4','oKuBGzofDpiKXa', 'LB')
('AC22517-2022-11-02-4146','A231-6','NucBmrCVJlsmuC', 'SU')
('SL04652-2022-11-02-3979','S166-19','GSBPGvajNPz', 'UB')
('SL12058-2022-11-01-4025','S168-17','Hwjq', 'LB')
('SL12058-2022-11-01-4026','S168-18','nUautBgrVgfkZfof', 'MB')
('AC22517-2022-11-01-3894','A217-6','hQHrbSJ', 'SU')
('AC12058-2022-11-01-4054','A226-4','qiMukfuVjp', 'UB')
('SL04652-2022-11-02-3980','S166-20','DPDSoysx', 'LB')
('AC04652-2022-11-02-3990','A222-12','nnNMhclSdTaI', 'SU')
('AC04652-2022-11-01-4096','A228-10','fjMT', 'UB')
('AC22517-2022-11-02-4149','A231-9','GdcafZUyIhXRjrV', 'UB')
('AC04652-2022-11-01-4097','A228-11','vzozB', 'SL')
('SL04652-2022-11-01-4058','S170-2','WowmNqGAwUfQN', 'MB')
('AC04652-2022-11-02-3991','A222-13','RNfOVsjHungNk', 'LB')
('SL12058-2022-11-01-4030','S168-22','XfwMMmelJua', 'UB')
('SL04652-2022-11-01-4062','S170-6','sqeIGb', 'UB')
('SL22517-2022-11-02-4141','S173-13','bWeARyFAZfDJtlK', 'MB')
('SL22517-2022-11-02-4142','S173-14','ZKmZBoDG', 'UB')
('SL04652-2022-11-02-3985','S167-1','HeKMLfnp', 'LB')
('SL04652-2022-11-01-4066','S170-10','ty', 'MB')
('AC22517-2022-11-01-3897','A217-9','zwmO', 'UB')
('AC22517-2022-11-02-4154','A231-14','D', 'LB')
('SL12058-2022-11-01-4034','S169-2','rtuLmAzHftfldY', 'MB')
('AC04652-2022-11-01-4103','A228-17','vcDCXTiMoDbYYfs', 'SL')
('AC04652-2022-11-02-3998','A223-2','XJusPjpR', 'LB')
('SL04652-2022-11-02-3988','S167-4','YU', 'LB')
('AC22517-2022-11-02-4158','A231-18','HgHbPc', 'SU')
('SL04652-2022-11-01-4076','S170-20','ooOWqwdM', 'LB')
('SL22517-2022-11-01-4079','S170-23','IEBLK', 'SL')
('AC22517-2022-11-01-3902','A217-14','MxodMuURyKXmll', 'LB')
('AC04652-2022-11-02-4007','A223-11','vTnmfDWiBqYj', 'SL')
('AC22517-2022-11-02-4162','A232-4','BDAXWTSPRYVI', 'UB')
('SL22517-2022-11-02-4154','S174-2','E', 'MB')
('SL12058-2022-11-01-4046','S169-14','B', 'UB')
('AC04652-2022-11-02-4012','A223-16','nxcvnij', 'UB')
('SL22517-2022-11-01-4084','S171-4','kJ', 'LB')
('SL22517-2022-11-02-4159','S174-7','hLGanobiQFT', 'SL')
('AC04652-2022-11-02-4015','A224-1','aEFRufdsVDdpViUd', 'LB')
('AC04652-2022-11-01-4114','A229-10','ehK', 'UB')
('AC04652-2022-11-02-4017','A224-3','MvuQJOFwiFF', 'UB')
('AC04652-2022-11-01-4116','A229-12','i', 'SU')
('SL22517-2022-11-01-4092','S171-12','rLfs', 'LB')
('AC22517-2022-11-02-4169','A232-11','ozdySUslJOxD', 'SL')
('AC12058-2022-11-01-4074','A227-6','aLMYG', 'SU')
('AC04652-2022-11-01-4121','A229-17','LFZselEDYqMRg', 'SL')
('AC22517-2022-11-02-4172','A232-14','ABBfwb', 'LB')
('AC22517-2022-11-02-4173','A232-15','zioZF', 'UB')
('AC22517-2022-11-02-4175','A232-17','dQOV', 'SL')
('AC04652-2022-11-01-4127','A230-5','RUFV', 'SL')
('AC22517-2022-11-01-3920','A218-14','AHPBYgmZTsqnX', 'LB')
('SL22517-2022-11-02-4174','S174-22','AKl', 'UB')
('AC04652-2022-11-02-4031','A224-17','lYWKqF', 'SL')
('AC04652-2022-11-02-4032','A224-18','AwzzfXNhKl', 'SU')
('AC04652-2022-11-02-4033','A225-1','vwnkbmifGTn', 'LB')
('SL22517-2022-11-01-4104','S171-24','YdEizTAIj', 'SU')
('AC22517-2022-11-01-3931','A219-7','tJ', 'LB')
('SL04652-2022-11-02-4015','S168-7','vuI', 'SL')
('AC04652-2022-11-02-4036','A225-4','bYMMuJrUgaHdSOXB', 'UB')
('AC04652-2022-11-02-4037','A225-5','zNIcNiQyG', 'SL')
('AC04652-2022-11-01-4191','A233-15','xDrAulMLrPzZKa', 'UB')
('AC04652-2022-11-02-4083','A227-15','gI', 'UB')
('AC22517-2022-11-02-4228','A235-16','TPA', 'UB')
('SL04652-2022-11-01-4143','S173-15','DgABVYgRuxSI', 'SL')
('AC04652-2022-11-01-4192','A233-16','sRFCw', 'UB')
('AC22517-2022-11-02-4232','A236-2','hi', 'LB')
('SL22517-2022-11-01-4151','S173-23','IuTFHAgNutd', 'SL')
('SL04652-2022-11-02-4058','S170-2','tpcyfTw', 'MB')
('AC12058-2022-11-01-4145','A231-5','jshYo', 'SL')
('AC04652-2022-11-01-4195','A234-1','OwCvb', 'LB')
('SL22517-2022-11-01-4154','S174-2','rGprTWOPk', 'MB')
('SL12058-2022-11-01-4128','S172-24','SLJcYUmnIABVlupk', 'SU')
('AC22517-2022-11-01-3978','A221-18','vl', 'SU')
('AC22517-2022-11-01-3979','A222-1','sSXQHORd', 'LB')
('SL04652-2022-11-01-4151','S173-23','bAtBTJMsWUlpbQ', 'SL')
('SL04652-2022-11-02-4063','S170-7','IBJYGYzwwPuZs', 'SL')
('AC22517-2022-11-02-4243','A236-13','XGuNqVVZ', 'LB')
('SL12058-2022-11-01-4139','S173-11','N', 'UB')
('AC22517-2022-11-01-3986','A222-8','etF', 'LB')
('SL22517-2022-11-01-4161','S174-9','sBdyMCMjM', 'LB')
('SL04652-2022-11-01-4162','S174-10','l', 'MB')
('SL04652-2022-11-02-4066','S170-10','OpbEKGsKgv', 'MB')
('SL04652-2022-11-01-4170','S174-18','ERGp', 'MB')
('SL22517-2022-11-02-4242','S177-18','GukpJlYi', 'MB')
('SL22517-2022-11-01-4172','S174-20','wKyLLyVpxJeNEl', 'LB')
('SL04652-2022-11-01-4179','S175-3','pPZW', 'UB')
('AC12058-2022-11-01-4176','A232-18','CprrMlCuhTGz', 'SU')
('AC22517-2022-11-02-4260','A237-12','gbhzzPH', 'SU')
('AC04652-2022-11-01-4227','A235-15','MqAsT', 'UB')
('AC12058-2022-11-01-4182','A233-6','Jf', 'SU')
('SL04652-2022-11-02-4082','S171-2','WeeiCpwOdGIDZbU', 'MB')
('AC22517-2022-11-02-4264','A237-16','goWdgKxTaeHDoiG', 'UB')
('SL22517-2022-11-01-4183','S175-7','jkRfTU', 'SL')
('AC12058-2022-11-01-4185','A233-9','RmWelaTxnL', 'UB')
('AC22517-2022-11-01-4005','A223-9','mcAnPMOGqrRjkI', 'UB')
('SL22517-2022-11-02-4258','S178-10','r', 'MB')
('AC04652-2022-11-02-4119','A229-15','SyYQpACA', 'UB')
('AC04652-2022-11-02-4120','A229-16','hMibLH', 'UB')
('AC04652-2022-11-01-4239','A236-9','XcKD', 'UB')
('AC22517-2022-11-01-4011','A223-15','CxsaKMomI', 'UB')
('AC04652-2022-11-01-4240','A236-10','dhrEjJpfESMXvlYq', 'UB')
('AC12058-2022-11-01-4192','A233-16','vWZyXzPERRGVL', 'UB')
('AC22517-2022-11-01-4015','A224-1','GcWBMrLVnsEnCqAk', 'LB')
('AC04652-2022-11-01-4244','A236-14','aYcRLKo', 'LB')
('AC22517-2022-11-02-4278','A238-12','kSFAYm', 'SU')
('AC22517-2022-11-02-4279','A238-13','PdzoYAQGfXF', 'LB')
('AC12058-2022-11-01-4198','A234-4','yXAkITAMxsoUz', 'UB')
('AC22517-2022-11-01-4025','A224-11','WzSWTKzfABk', 'SL')
('AC04652-2022-11-02-4132','A230-10','Lv', 'UB')
('SL04652-2022-11-01-4210','S176-10','WP', 'MB')
('SL22517-2022-11-02-4281','S179-9','QvWYveLOIuoV', 'LB')
('SL12058-2022-11-01-4189','S175-13','yxfXq', 'MB')
('SL22517-2022-11-02-4285','S179-13','BA', 'MB')
('SL04652-2022-11-01-4225','S177-1','h', 'LB')
('SL04652-2022-11-02-4114','S172-10','WLwRls', 'MB')
('AC04652-2022-11-02-4150','A231-10','gSNZQJyA', 'UB')
('AC04652-2022-11-02-4156','A231-16','UXgRQuHOcc', 'UB')
('SL12058-2022-11-01-4200','S175-24','UGhqHJpDgjWzCLQk', 'SU')
('AC04652-2022-11-02-4160','A232-2','ndqhsCRDFKU', 'LB')
('SL04652-2022-11-02-4133','S173-5','UFXnzX', 'MB')
('AC12058-2022-11-01-4226','A235-14','BsMtLwnDj', 'LB')
('SL22517-2022-11-01-4229','S177-5','fgRVRhdAGzHRWpx', 'MB')
('SL04652-2022-11-02-4135','S173-7','somJF', 'SL')
('SL12058-2022-11-01-4208','S176-8','KDkoizbM', 'SU')
('SL04652-2022-11-01-4244','S177-20','pvLJtuWXLfPjO', 'LB')
('SL12058-2022-11-01-4211','S176-11','q', 'UB')
('AC04652-2022-11-02-4172','A232-14','kvZLiaK', 'LB')
('SL12058-2022-11-01-4213','S176-13','GRbTEtlYCZKl', 'MB')
('SL04652-2022-11-01-4248','S177-24','fwWsAaydQCxG', 'SU')
('AC22517-2022-11-01-4063','A226-13','dXIimGdwbkNb', 'LB')
('SL04652-2022-11-02-4144','S173-16','jXJHMrBmgaP', 'SU')
('AC22517-2022-11-02-4315','A240-13','vhcwQpOMWsBle', 'LB')
('AC04652-2022-11-01-4275','A238-9','RoOLn', 'UB')
('SL04652-2022-11-01-4250','S178-2','IlwmZXkHi', 'MB')
('SL04652-2022-11-02-4147','S173-19','YACcwMlGLoPUgS', 'UB')
('SL12058-2022-11-01-4218','S176-18','ieofe', 'MB')
('AC22517-2022-11-01-4073','A227-5','OCEIUsHxjLweqJZF', 'SL')
('SL22517-2022-11-01-4245','S177-21','T', 'MB')
('SL22517-2022-11-01-4246','S177-22','DngUnJX', 'UB')
('SL04652-2022-11-02-4157','S174-5','Cho', 'MB')
('AC22517-2022-11-01-4076','A227-8','zLkDc', 'LB')
('AC22517-2022-11-01-4077','A227-9','qwbfnKHQKkA', 'UB')
('SL04652-2022-11-01-4266','S178-18','qgWpItWPMKkRikz', 'MB')
('SL12058-2022-11-01-4232','S177-8','QMdcNQrufr', 'SU')
('SL12058-2022-11-01-4233','S177-9','WtgygpiEIAulefs', 'LB')
('SL04652-2022-11-01-4270','S178-22','EyzJOsDiix', 'UB')
('AC22517-2022-11-02-4325','A241-5','UXqUyOimkj', 'SL')
('AC04652-2022-11-02-4205','A234-11','S', 'SL')
('AC04652-2022-11-01-4299','A239-15','CRUvuMic', 'UB')
('SL04652-2022-11-02-4196','S175-20','ANcTftYDXKpjXmvN', 'LB')
('SL12058-2022-11-01-4267','S178-19','jrsNvqlKee', 'UB')
('SL22517-2022-11-01-4293','S179-21','SVzBORsRYpNX', 'MB')
('SL04652-2022-11-02-4203','S176-3','DxAlZogouMta', 'UB')
('AC04652-2022-11-01-4324','A241-4','bGNPiGAi', 'UB')
('SL04652-2022-11-02-4205','S176-5','zC', 'MB')
('AC22517-2022-11-01-4130','A230-8','GFZcjLXAYcLBylX', 'LB')
('SL04652-2022-11-02-4207','S176-7','GlhzcfmEBJQuztSA', 'SL')
('SL04652-2022-11-02-4209','S176-9','etPIiNVtmqvhDGig', 'LB')
