('AC12058-2022-11-01-16','A1-16','ieJ', 'UB')
('AC04652-2022-11-01-3345','A186-15','FRFtrRctejisyPsW', 'UB')
('AC12058-2022-11-01-3345','A186-15','uqB', 'UB')
('SL22517-2022-11-01-3347','S140-11','s', 'UB')
('AC22517-2022-11-02-3408','A190-6','DeotbH', 'SU')
('SL22517-2022-11-02-3402','S142-18','tjeeLmKMxJI', 'MB')
('AC22517-2022-11-01-3216','A179-12','WmnJvPIESQO', 'SU')
('AC04652-2022-11-02-3319','A185-7','fRBycujuWIx', 'LB')
('AC22517-2022-11-02-3418','A190-16','HYWGTmi', 'UB')
('SL22517-2022-11-02-3409','S143-1','L', 'LB')
('AC04652-2022-11-02-3321','A185-9','QAWJg', 'UB')
('SL04652-2022-11-01-3393','S142-9','PbfUhWwnaE', 'LB')
('SL12058-2022-11-01-3316','S139-4','QnDpHAbMtBsebL', 'LB')
('SL04652-2022-11-01-3402','S142-18','RLryBNOFRNxo', 'MB')
('AC04652-2022-11-01-3384','A188-18','KXBuGTNXJNyiw', 'SU')
('AC22517-2022-11-01-3249','A181-9','DAGIj', 'UB')
('AC22517-2022-11-02-3458','A193-2','wZuzUk', 'LB')
('SL04652-2022-11-02-3340','S140-4','ATcfVYOJa', 'LB')
('AC12058-2022-11-01-3396','A189-12','etudajUCDMd', 'SU')
('SL22517-2022-11-01-3402','S142-18','sPX', 'MB')
('AC04652-2022-11-01-3409','A190-7','oGxa', 'LB')
('SL12058-2022-11-01-3349','S140-13','Q', 'MB')
('AC22517-2022-11-01-3255','A181-15','UlgoK', 'UB')
('AC22517-2022-11-02-3468','A193-12','Nhezbc', 'SU')
('SL22517-2022-11-02-3454','S144-22','CSuMJKfJyNSDq', 'UB')
('AC04652-2022-11-02-3359','A187-11','Mzdsj', 'SL')
('AC04652-2022-11-01-3410','A190-8','yyTrYdnmLVw', 'LB')
('AC12058-2022-11-01-3405','A190-3','gUfr', 'UB')
('SL04652-2022-11-02-3352','S140-16','XZoYHJFOzNZU', 'SU')
('SL12058-2022-11-01-3355','S140-19','eLddwCttetu', 'UB')
('SL04652-2022-11-01-3437','S144-5','rYuCyYgkCyLDa', 'MB')
('AC04652-2022-11-01-3420','A190-18','fMMmFZMWeWUVHEqW', 'SU')
('AC12058-2022-11-01-3419','A190-17','WNYaPWzrBqAgzBk', 'SL')
('AC22517-2022-11-02-3486','A194-12','Gd', 'SU')
('AC04652-2022-11-01-3424','A191-4','yBfQc', 'UB')
('AC22517-2022-11-02-3487','A194-13','BityVAYbmRsoG', 'LB')
('AC12058-2022-11-01-3423','A191-3','GIqGqA', 'UB')
('SL22517-2022-11-02-3470','S145-14','fKqbv', 'UB')
('AC12058-2022-11-01-3426','A191-6','tU', 'SU')
('SL22517-2022-11-02-3473','S145-17','cxCBaEDBCWStE', 'LB')
('SL22517-2022-11-02-3475','S145-19','yULMVaxGChblOw', 'UB')
('SL22517-2022-11-02-3476','S145-20','TgZpZZ', 'LB')
('SL22517-2022-11-02-3483','S146-3','rFihmaZvIxk', 'UB')
('SL04652-2022-11-01-3458','S145-2','ZIxMcYoIuJgpf', 'MB')
('AC22517-2022-11-01-3277','A183-1','vlxIvGaQHR', 'LB')
('AC22517-2022-11-01-3278','A183-2','OJq', 'LB')
('AC22517-2022-11-01-3279','A183-3','aUHfnpFKvAZsew', 'UB')
('AC22517-2022-11-01-3280','A183-4','UmIMv', 'UB')
('AC12058-2022-11-01-3458','A193-2','qpbwPJHrp', 'LB')
('SL22517-2022-11-02-3531','S148-3','KPmJIdXPBbjbLH', 'UB')
('AC12058-2022-11-01-3478','A194-4','BYGhgriUXED', 'UB')
('SL22517-2022-11-01-3469','S145-13','BTeUD', 'MB')
('AC04652-2022-11-01-3488','A194-14','lfzrxxKtJ', 'LB')
('SL04652-2022-11-02-3445','S144-13','SOD', 'MB')
('SL22517-2022-11-01-3501','S146-21','GZfT', 'MB')
('AC12058-2022-11-01-3513','A196-3','ASSUWrpgQhXKqyn', 'UB')
('AC12058-2022-11-01-3514','A196-4','zUbUlpljdInWiIi', 'UB')
('AC04652-2022-11-01-3533','A197-5','kqsQCYxiwYLWYY', 'SL')
('SL04652-2022-11-01-3537','S148-9','ZuQVLKHg', 'LB')
('AC04652-2022-11-02-3446','A192-8','znQYrc', 'LB')
('SL04652-2022-11-01-3540','S148-12','TXx', 'LB')
('AC12058-2022-11-01-3521','A196-11','n', 'SL')
('AC04652-2022-11-01-3539','A197-11','ZsHmZ', 'SL')
('SL22517-2022-11-01-3509','S147-5','P', 'MB')
('SL12058-2022-11-01-3473','S145-17','QcuKDKIhY', 'LB')
('AC22517-2022-11-02-3586','A200-4','DbMELAPQJAg', 'UB')
('SL04652-2022-11-01-3553','S149-1','BlkMBxze', 'LB')
('SL04652-2022-11-01-3555','S149-3','TgTQKJuLdTtgYp', 'UB')
('AC22517-2022-11-01-3363','A187-15','MASszIRvVTwOBGE', 'UB')
('AC22517-2022-11-01-3364','A187-16','zLEcpxnDVuAsmjp', 'UB')
('SL22517-2022-11-02-3610','S151-10','GEFx', 'MB')
('SL04652-2022-11-02-3468','S145-12','EnHXlsPzJjQ', 'LB')
('SL22517-2022-11-02-3615','S151-15','T', 'SL')
('SL04652-2022-11-01-3563','S149-11','hoQJ', 'UB')
('AC04652-2022-11-02-3466','A193-10','NGhz', 'UB')
('SL12058-2022-11-01-3497','S146-17','ZaNqkm', 'LB')
('AC22517-2022-11-01-3391','A189-7','CrzwtOlvyW', 'LB')
('AC04652-2022-11-01-3564','A198-18','KYXC', 'SU')
('SL04652-2022-11-02-3484','S146-4','wkhYbmfPcnYvfhUf', 'LB')
('AC22517-2022-11-01-3393','A189-9','aaqdqaXquBaE', 'UB')
('SL22517-2022-11-01-3548','S148-20','jcT', 'LB')
('SL04652-2022-11-02-3485','S146-5','McoiYpJdvuxxNpcC', 'MB')
('AC22517-2022-11-02-3619','A202-1','DuzTrhxUDhltW', 'LB')
('AC22517-2022-11-01-3406','A190-4','m', 'UB')
('AC22517-2022-11-01-3407','A190-5','GH', 'SL')
('AC04652-2022-11-01-3577','A199-13','GpeY', 'LB')
('AC12058-2022-11-01-3584','A200-2','C', 'LB')
('AC22517-2022-11-02-3629','A202-11','xjTkMpzlHHadxF', 'SL')
('AC04652-2022-11-02-3499','A195-7','QSNj', 'LB')
('AC12058-2022-11-01-3589','A200-7','mDVgYcmLSVp', 'LB')
('SL12058-2022-11-01-3539','S148-11','uBaRrE', 'UB')
('SL04652-2022-11-01-3603','S151-3','lrx', 'UB')
('SL12058-2022-11-01-3542','S148-14','OfBSXIjJ', 'UB')
('SL04652-2022-11-02-3513','S147-9','BwxSpXBuZg', 'LB')
('AC22517-2022-11-02-3639','A203-3','yDAcVQzR', 'UB')
('AC04652-2022-11-01-3594','A200-12','KyHSE', 'SU')
('AC22517-2022-11-02-3647','A203-11','ihvmVYbeyLDCAE', 'SL')
('AC22517-2022-11-01-3475','A194-1','DRfYHHp', 'LB')
('AC12058-2022-11-01-3654','A203-18','TAzkoHVHkV', 'SU')
('SL04652-2022-11-02-3562','S149-10','zpChbzQibnxvAh', 'MB')
('SL22517-2022-11-02-3696','S154-24','tpRMIlBcBwAoH', 'SU')
('SL04652-2022-11-02-3563','S149-11','VDbzfKmccZHIHa', 'UB')
('AC22517-2022-11-01-3476','A194-2','UYyvetxfNA', 'LB')
('SL04652-2022-11-01-3646','S152-22','jqM', 'UB')
('AC04652-2022-11-02-3568','A199-4','iXGkxxO', 'UB')
('SL22517-2022-11-02-3702','S155-6','UQoJXhHlqYNj', 'UB')
('SL22517-2022-11-01-3638','S152-14','IkDOqIm', 'UB')
('SL12058-2022-11-01-3652','S153-4','GybOmviDzhMdkaQ', 'LB')
('AC22517-2022-11-01-3529','A197-1','Rtce', 'LB')
('SL04652-2022-11-01-3696','S154-24','mrbpbPrkAkCkPFfx', 'SU')
('AC22517-2022-11-02-3746','A209-2','csxgiApkyZ', 'LB')
('AC04652-2022-11-01-3676','A205-4','UrlVnGX', 'UB')
('AC04652-2022-11-01-3677','A205-5','yxPlzBhtZwjAuBU', 'SL')
('SL22517-2022-11-02-3750','S157-6','mutwnSlUbH', 'UB')
('SL04652-2022-11-02-3618','S151-18','cgzoqoWoRhCxAV', 'MB')
('AC04652-2022-11-02-3613','A201-13','YqHxYHj', 'LB')
('SL12058-2022-11-01-3657','S153-9','WEVWOe', 'LB')
('SL12058-2022-11-01-3658','S153-10','oLl', 'MB')
('SL04652-2022-11-01-3703','S155-7','PiaknZhjFW', 'SL')
('AC22517-2022-11-01-3534','A197-6','IEXLLpNQOnZVwYIi', 'SU')
('SL12058-2022-11-01-3662','S153-14','JyCZRqFOcbCwdz', 'UB')
('AC22517-2022-11-02-3760','A209-16','zKVFQyBaOH', 'UB')
('AC22517-2022-11-02-3761','A209-17','VVEzEeRVXTNjamVS', 'SL')
('AC22517-2022-11-01-3538','A197-10','hHboAw', 'UB')
('AC12058-2022-11-01-3715','A207-7','taSpkyadi', 'LB')
('AC22517-2022-11-01-3541','A197-13','t', 'LB')
('SL04652-2022-11-01-3714','S155-18','wUCvqDMCW', 'MB')
('SL22517-2022-11-02-3766','S157-22','euUdO', 'UB')
('SL04652-2022-11-01-3715','S155-19','J', 'UB')
('SL04652-2022-11-01-3716','S155-20','QcsYnrWOtsL', 'LB')
('SL22517-2022-11-01-3691','S154-19','mi', 'UB')
('AC04652-2022-11-02-3630','A202-12','jLGImO', 'SU')
('AC22517-2022-11-01-3550','A198-4','DqJFoKJ', 'UB')
('SL04652-2022-11-02-3643','S152-19','ECoaRJiLUqcs', 'UB')
('SL22517-2022-11-02-3774','S158-6','rEKDzEllIIQ', 'UB')
('AC22517-2022-11-02-3782','A211-2','TPnnpibxqArfef', 'LB')
('SL12058-2022-11-01-3673','S154-1','jMO', 'LB')
('SL22517-2022-11-02-3775','S158-7','TDkLKpYon', 'SL')
('AC22517-2022-11-02-3786','A211-6','NtWKnPifp', 'SU')
('SL12058-2022-11-01-3678','S154-6','CwOwvkL', 'UB')
('AC22517-2022-11-02-3788','A211-8','qDN', 'LB')
('SL22517-2022-11-01-3701','S155-5','zZCQ', 'MB')
('AC04652-2022-11-01-3726','A207-18','morlTLtlX', 'SU')
('AC12058-2022-11-01-3743','A208-17','dlSBgmFGOOT', 'SL')
('AC04652-2022-11-02-3652','A203-16','NXmzXBymxPQtHzU', 'UB')
('SL04652-2022-11-02-3668','S153-20','gqhjjFhPlX', 'LB')
('AC22517-2022-11-01-3573','A199-9','eTzeSwUme', 'UB')
('SL04652-2022-11-02-3669','S153-21','CwvSFnTNnB', 'MB')
('SL04652-2022-11-01-3744','S156-24','CGVAGvnrxzFV', 'SU')
('SL04652-2022-11-01-3745','S157-1','tYAnJYDaiNEhP', 'LB')
('SL22517-2022-11-02-3793','S159-1','jvqvZHuko', 'LB')
('SL12058-2022-11-01-3694','S154-22','dqLAYvNNkyzxZ', 'UB')
('AC22517-2022-11-01-3577','A199-13','vN', 'LB')
('SL04652-2022-11-01-3752','S157-8','TIrDCQjyuEx', 'SU')
('SL04652-2022-11-01-3758','S157-14','RUjtJmLOIiW', 'UB')
('AC22517-2022-11-02-3825','A213-9','FcdRGqWGcojk', 'UB')
('AC22517-2022-11-01-3585','A200-3','cxzEHzRiRW', 'UB')
('SL04652-2022-11-01-3760','S157-16','PpCBjdpdPRyUMgMj', 'SU')
('AC04652-2022-11-02-3669','A204-15','LyoxPFqCqUFKhozY', 'UB')
('SL12058-2022-11-01-3708','S155-12','rScEGHwIEDPtVcQa', 'LB')
('AC04652-2022-11-01-3758','A209-14','XqGRecaUnFphCGKc', 'LB')
('SL04652-2022-11-01-3786','S158-18','UwjFKh', 'MB')
('AC04652-2022-11-01-3765','A210-3','NqOXjoQ', 'UB')
('AC22517-2022-11-02-3849','A214-15','AYiaaCxRm', 'UB')
('AC04652-2022-11-01-3811','A212-13','mhJRjmWezwbhflQb', 'LB')
('SL04652-2022-11-02-3732','S156-12','wvPtxsbxMdKsH', 'LB')
('AC12058-2022-11-01-3795','A211-15','igc', 'UB')
('SL04652-2022-11-02-3734','S156-14','keJNUHnWUtz', 'UB')
('SL04652-2022-11-02-3736','S156-16','khzraX', 'SU')
('SL12058-2022-11-01-3767','S157-23','EqNvz', 'SL')
('AC04652-2022-11-02-3734','A208-8','XFUfiKDdqJEN', 'LB')
('SL04652-2022-11-02-3737','S156-17','WqJVXISJTeJZix', 'LB')
('AC12058-2022-11-01-3800','A212-2','zaxaFuzGPTo', 'LB')
('AC04652-2022-11-01-3820','A213-4','RfYtPlHkDTyYoLQ', 'UB')
('AC12058-2022-11-01-3803','A212-5','GEzlm', 'SL')
('AC04652-2022-11-01-3824','A213-8','kfv', 'LB')
('SL22517-2022-11-01-3793','S159-1','PNtJXXnDtwzgacfm', 'LB')
('SL22517-2022-11-02-3864','S161-24','uxVdUnqs', 'SU')
('SL04652-2022-11-02-3742','S156-22','Ssbd', 'UB')
('AC22517-2022-11-01-3652','A203-16','Ixzmn', 'UB')
('AC12058-2022-11-01-3811','A212-13','qrknJMEyAIW', 'LB')
('SL04652-2022-11-02-3744','S156-24','xnyqNbpAEcbht', 'SU')
('AC04652-2022-11-02-3745','A209-1','uPaBW', 'LB')
('AC04652-2022-11-02-3746','A209-2','DG', 'LB')
('SL12058-2022-11-01-3782','S158-14','nLdZAiJ', 'UB')
('AC04652-2022-11-01-3837','A214-3','DqlQyouEHg', 'UB')
('AC04652-2022-11-01-3843','A214-9','RfdJchcp', 'UB')
('AC04652-2022-11-01-3848','A214-14','fOcbKwJnpLagRno', 'LB')
('AC12058-2022-11-01-3826','A213-10','kjBmzJQLs', 'UB')
('AC04652-2022-11-02-3761','A209-17','ILDrPSYSxN', 'SL')
('SL22517-2022-11-02-3970','S166-10','tYCvKO', 'MB')
('SL12058-2022-11-01-3858','S161-18','pKLhpQA', 'MB')
('SL12058-2022-11-01-3859','S161-19','WITehTYAQ', 'UB')
('SL22517-2022-11-01-3894','S163-6','I', 'UB')
('AC22517-2022-11-02-3978','A221-18','LhiySqbUuRdFm', 'SU')
('AC04652-2022-11-01-3937','A219-13','XD', 'LB')
('AC22517-2022-11-01-3737','A208-11','es', 'SL')
('AC22517-2022-11-01-3738','A208-12','xZEH', 'SU')
('AC22517-2022-11-01-3739','A208-13','FClwOKFpyExiv', 'LB')
('SL04652-2022-11-02-3836','S160-20','ikfNMytc', 'LB')
('SL04652-2022-11-02-3837','S160-21','XknJsNf', 'MB')
('SL22517-2022-11-01-3897','S163-9','RHNt', 'LB')
('SL22517-2022-11-02-3985','S167-1','cjvmxTEXpZWHsr', 'LB')
('AC12058-2022-11-01-3915','A218-9','QfpndDqlY', 'UB')
('SL22517-2022-11-01-3908','S163-20','MvLfFjlMDog', 'LB')
('AC04652-2022-11-02-3843','A214-9','HVbvOwgwMei', 'UB')
('SL04652-2022-11-02-3841','S161-1','n', 'LB')
('AC22517-2022-11-01-3747','A209-3','pcwYC', 'UB')
('AC22517-2022-11-02-3993','A222-15','mH', 'UB')
('AC22517-2022-11-02-3997','A223-1','KNKodK', 'LB')
('SL04652-2022-11-02-3846','S161-6','pJPLpUxVAuQd', 'UB')
('SL04652-2022-11-02-3847','S161-7','IgpYkd', 'SL')
('AC22517-2022-11-01-3753','A209-9','jSIwaNcXz', 'UB')
('AC12058-2022-11-01-3928','A219-4','zqJD', 'UB')
('SL22517-2022-11-02-3999','S167-15','YIQjvv', 'SL')
('SL12058-2022-11-01-3878','S162-14','EmjOdPxCgLtoQN', 'UB')
('AC22517-2022-11-02-4006','A223-10','ACSNpdydUzfgN', 'UB')
('SL22517-2022-11-01-3920','S164-8','fIQAQYOjlf', 'SU')
('AC04652-2022-11-02-3856','A215-4','t', 'UB')
('SL12058-2022-11-01-3882','S162-18','LvOAVJQcZh', 'MB')
('AC04652-2022-11-01-3960','A220-18','IJHl', 'SU')
('SL04652-2022-11-02-3856','S161-16','LgKiqrwz', 'SU')
('SL22517-2022-11-01-3923','S164-11','vMtix', 'UB')
('AC12058-2022-11-01-3935','A219-11','rbKooSTWrF', 'SL')
('AC22517-2022-11-02-4010','A223-14','m', 'LB')
('SL04652-2022-11-02-3858','S161-18','RbJjqSoYB', 'MB')
('SL12058-2022-11-01-3886','S162-22','iFTKmYVDou', 'UB')
('AC04652-2022-11-01-3967','A221-7','XpjU', 'LB')
('SL04652-2022-11-01-3938','S165-2','zUMWsjxllSMugpI', 'MB')
('SL22517-2022-11-02-4006','S167-22','IhWNWSo', 'UB')
('AC04652-2022-11-02-3864','A215-12','LX', 'SU')
('SL22517-2022-11-01-3930','S164-18','UPruuU', 'MB')
('AC04652-2022-11-02-3866','A215-14','CQKuZiw', 'LB')
('SL22517-2022-11-01-3932','S164-20','RlxHOMrtxvIzGe', 'LB')
('SL22517-2022-11-01-3941','S165-5','AVssUmLRmye', 'MB')
('SL04652-2022-11-01-3950','S165-14','EwsuLIBqTurqSE', 'UB')
('SL22517-2022-11-02-4050','S169-18','zHrOXRfKBD', 'MB')
('SL22517-2022-11-01-3981','S166-21','pLtoQmDjfbi', 'MB')
('AC22517-2022-11-02-4054','A226-4','RNuursTSiP', 'UB')
('AC22517-2022-11-01-3806','A212-8','SzwgKxgnwK', 'LB')
('AC22517-2022-11-02-4056','A226-6','UBafsEMCCKwcHk', 'SU')
('SL04652-2022-11-02-3897','S163-9','My', 'LB')
('AC04652-2022-11-01-4013','A223-17','drAfswAIFSdBDZr', 'SL')
('SL12058-2022-11-01-3929','S164-17','SxjMOE', 'LB')
('SL22517-2022-11-01-3986','S167-2','ZX', 'MB')
('AC04652-2022-11-02-3915','A218-9','QKvJWeMEfJhG', 'UB')
('SL22517-2022-11-01-3991','S167-7','xytdVyb', 'SL')
('AC04652-2022-11-01-4019','A224-5','LTbOWxIzwUvwTWyX', 'SL')
('SL12058-2022-11-01-3934','S164-22','xe', 'UB')
('AC04652-2022-11-02-3923','A218-17','Ybsw', 'SL')
('AC04652-2022-11-02-3926','A219-2','stc', 'LB')
('AC04652-2022-11-01-4024','A224-10','mSpHovSFa', 'UB')
('AC22517-2022-11-02-4112','A229-8','Yflqdv', 'LB')
('AC04652-2022-11-02-4013','A223-17','VrHZrHMLkoeJj', 'SL')
('AC22517-2022-11-01-3910','A218-4','rPZ', 'UB')
('SL12058-2022-11-01-4055','S169-23','qLJpwWd', 'SL')
('AC04652-2022-11-01-4124','A230-2','CGEIR', 'LB')
('SL04652-2022-11-02-4007','S167-23','eGYerKX', 'SL')
('AC22517-2022-11-01-3919','A218-13','VccwTAVYAULzCuZm', 'LB')
('AC04652-2022-11-01-4132','A230-10','QaBBoRsXMXFU', 'UB')
('AC22517-2022-11-01-3923','A218-17','hDasdgYpapzK', 'SL')
('SL22517-2022-11-02-4175','S174-23','lagj', 'SL')
('SL04652-2022-11-01-4098','S171-18','giK', 'MB')
('SL04652-2022-11-02-4051','S169-19','uenNbBxgx', 'UB')
('SL12058-2022-11-01-4122','S172-18','poUoTwN', 'MB')
('AC22517-2022-11-02-4234','A236-4','DuZNAVsOjUZDgRXT', 'UB')
('AC04652-2022-11-01-4194','A233-18','BQwLTggPpCkAA', 'SU')
('AC12058-2022-11-01-4146','A231-6','ZYgJE', 'SU')
('AC04652-2022-11-01-4197','A234-3','vvQAhnlDmZIkeJv', 'UB')
('SL04652-2022-11-01-4150','S173-22','x', 'UB')
('SL12058-2022-11-01-4131','S173-3','fwmbjIa', 'UB')
('AC04652-2022-11-02-4091','A228-5','OLxGjKhTnUB', 'SL')
('AC22517-2022-11-02-4242','A236-12','BALifPybDlUiWQcW', 'SU')
('SL22517-2022-11-02-4230','S177-6','HHRVvIGhDVB', 'UB')
('SL22517-2022-11-01-4158','S174-6','RcS', 'UB')
('AC04652-2022-11-01-4202','A234-8','sENLkfd', 'LB')
('AC04652-2022-11-01-4204','A234-10','hUWNTVGbVk', 'UB')
('AC22517-2022-11-01-3985','A222-7','eRIHToCYjujtwgWB', 'LB')
('AC12058-2022-11-01-4157','A231-17','y', 'SL')
('AC04652-2022-11-01-4218','A235-6','NMwcFiujpGAg', 'SU')
('AC12058-2022-11-01-4174','A232-16','tSPuCMjxIx', 'UB')
('AC12058-2022-11-01-4178','A233-2','RKhkdMpxM', 'LB')
('SL04652-2022-11-02-4077','S170-21','pILGODZMbUuM', 'MB')
('SL22517-2022-11-01-4177','S175-1','ggxKMjsU', 'LB')
('AC04652-2022-11-01-4228','A235-16','LmxbjDkKIA', 'UB')
('AC04652-2022-11-02-4111','A229-7','fQYThVkGjqdR', 'LB')
('AC04652-2022-11-01-4232','A236-2','BxxmTMbXoreKlf', 'LB')
('AC22517-2022-11-01-4003','A223-7','pZpNKkaYIvstrGM', 'LB')
('SL22517-2022-11-02-4290','S179-18','tVjluBRKrVd', 'MB')
('AC22517-2022-11-02-4296','A239-12','HkA', 'SU')
('AC22517-2022-11-02-4297','A239-13','IpPLBYeAIpHMgm', 'LB')
('SL22517-2022-11-01-4222','S176-22','WhhNuvBpgOl', 'UB')
('SL04652-2022-11-01-4234','S177-10','OKdtoEiuGgi', 'MB')
('SL04652-2022-11-02-4126','S172-22','cL', 'UB')
('AC22517-2022-11-01-4049','A225-17','Jm', 'SL')
('SL04652-2022-11-01-4239','S177-15','busLU', 'SL')
('SL22517-2022-11-02-4310','S180-14','KIHftCcyIfKmf', 'UB')
('SL04652-2022-11-02-4140','S173-12','xOOW', 'LB')
('AC04652-2022-11-01-4274','A238-8','GFOkswAEIutoP', 'LB')
('AC22517-2022-11-01-4067','A226-17','JhOVP', 'SL')
('SL12058-2022-11-01-4217','S176-17','ASQyGtBEtjwy', 'LB')
('AC04652-2022-11-02-4185','A233-9','Q', 'UB')
('AC22517-2022-11-01-4087','A228-1','OGiWvKZ', 'LB')
('AC22517-2022-11-01-4089','A228-3','G', 'UB')
('AC04652-2022-11-01-4297','A239-13','kYXOSExAVSfF', 'LB')
('SL22517-2022-11-01-4267','S178-19','wFMCE', 'UB')
('AC22517-2022-11-02-4330','A241-10','KUbelNXktVBu', 'UB')
('SL12058-2022-11-01-4244','S177-20','yvNvV', 'LB')
('SL22517-2022-11-02-4386','S183-18','ce', 'MB')
('SL12058-2022-11-01-4301','S180-5','xFPL', 'MB')
('AC04652-2022-11-01-4338','A241-18','KXFR', 'SU')
('SL22517-2022-11-01-4323','S181-3','BzFk', 'UB')
('AC12058-2022-11-01-4318','A240-16','rLUcaBf', 'UB')
('SL04652-2022-11-02-4234','S177-10','fbkKbkxUHiohEv', 'MB')
('AC12058-2022-11-01-4320','A240-18','frNvxCHSXGVCx', 'SU')
('AC12058-2022-11-01-4321','A241-1','Umhw', 'LB')
('AC22517-2022-11-02-4389','A244-15','IxJzziJumALVPLj', 'UB')
('SL04652-2022-11-02-4243','S177-19','YWbasmT', 'UB')
('SL04652-2022-11-02-4244','S177-20','UN', 'LB')
('AC12058-2022-11-01-4331','A241-11','tPwoxWwCeM', 'SL')
('AC22517-2022-11-01-4170','A232-12','yXEjYPqBRTef', 'SU')
('SL22517-2022-11-01-4342','S181-22','oIm', 'UB')
('SL22517-2022-11-01-4344','S181-24','P', 'SU')
('AC12058-2022-11-01-4336','A241-16','uMzTSixNEcQJAzx', 'UB')
('SL04652-2022-11-02-4252','S178-4','rrHzuB', 'LB')
('AC22517-2022-11-02-4403','A245-11','Z', 'SL')
('SL12058-2022-11-01-4329','S181-9','YcjWCyIjt', 'LB')
('SL04652-2022-11-01-4340','S181-20','qxWmpJAT', 'LB')
('SL22517-2022-11-02-4425','S185-9','QabQSalIwmiN', 'LB')
('SL22517-2022-11-02-4426','S185-10','RwuCMG', 'MB')
('SL22517-2022-11-02-4428','S185-12','YDkHxLQn', 'LB')
('SL22517-2022-11-01-4358','S182-14','tThNSLRskmhVnlSB', 'UB')
('AC22517-2022-11-01-4183','A233-7','wkOmgWqU', 'LB')
('SL04652-2022-11-02-4266','S178-18','SYlcEwOkQfyKfxV', 'MB')
('AC04652-2022-11-01-4388','A244-14','SkAeumyMbETOhP', 'LB')
('SL04652-2022-11-01-4352','S182-8','oVYqjVWJdahXZYK', 'SU')
('SL04652-2022-11-02-4270','S178-22','RLUtcagPWhj', 'UB')
('AC04652-2022-11-01-4395','A245-3','xhAdEQGoUfxvS', 'UB')
('SL22517-2022-11-02-4446','S186-6','NzUHEHySQHVVn', 'UB')
('AC22517-2022-11-01-4192','A233-16','zmnYiNgZqGywURdW', 'UB')
('AC04652-2022-11-01-4397','A245-5','kgYKYhlChE', 'SL')
('AC04652-2022-11-02-4302','A239-18','MNtkJMZHU', 'SU')
('AC22517-2022-11-01-4194','A233-18','yZMfTw', 'SU')
('AC04652-2022-11-01-4401','A245-9','SntHAgXZ', 'UB')
('AC22517-2022-11-02-4432','A247-4','IOlJxRej', 'UB')
('SL12058-2022-11-01-4355','S182-11','WLrQyCnAwX', 'UB')
('SL04652-2022-11-02-4285','S179-13','wo', 'MB')
('AC04652-2022-11-01-4409','A245-17','h', 'SL')
('AC12058-2022-11-01-4370','A243-14','XpF', 'LB')
('AC04652-2022-11-02-4316','A240-14','DNoszKab', 'LB')
('SL22517-2022-11-01-4390','S183-22','dKdoCdKrGkq', 'UB')
('SL22517-2022-11-02-4483','S187-19','g', 'UB')
('AC22517-2022-11-02-4458','A248-12','tunvxQtIC', 'SU')
('AC22517-2022-11-02-4459','A248-13','QcJaas', 'LB')
('AC12058-2022-11-01-4387','A244-13','yAZZUvjO', 'LB')
('AC22517-2022-11-02-4461','A248-15','nmnkUfbSrEeO', 'UB')
('SL04652-2022-11-01-4395','S184-3','JkPb', 'UB')
('AC22517-2022-11-01-4224','A235-12','Y', 'SU')
('AC04652-2022-11-02-4348','A242-10','YcvwQesJBiZ', 'UB')
('AC12058-2022-11-01-4415','A246-5','Ls', 'SL')
('AC22517-2022-11-01-4254','A237-6','mLb', 'SU')
('AC12058-2022-11-01-4416','A246-6','TSRMbZsvVYkV', 'SU')
('SL04652-2022-11-01-4423','S185-7','lFyTReL', 'SL')
('AC22517-2022-11-01-4257','A237-9','aWyKG', 'UB')
('AC04652-2022-11-02-4414','A246-4','WmEeyZU', 'UB')
('SL04652-2022-11-02-4398','S184-6','PaCv', 'UB')
('AC12058-2022-11-01-4466','A249-2','tjHPWekqWtuizx', 'LB')
('SL12058-2022-11-01-4459','S186-19','uXnxmPpPKL', 'UB')
('AC12058-2022-11-01-4468','A249-4','GVHDXvyQRtpuft', 'UB')
('AC12058-2022-11-01-4469','A249-5','MbORYbBIqpJzkJUw', 'SL')
('SL04652-2022-11-01-4477','S187-13','qgbmzGaR', 'MB')
('AC04652-2022-11-02-4422','A246-12','KBKtdVaG', 'SU')
('AC22517-2022-11-02-4540','A253-4','EuJzdfnWuCSKeAAt', 'UB')
('SL04652-2022-11-02-4405','S184-13','glBfonIR', 'MB')
('AC22517-2022-11-02-4541','A253-5','WYbna', 'SL')
('SL12058-2022-11-01-4466','S187-2','VNWg', 'MB')
('SL12058-2022-11-01-4467','S187-3','Ja', 'UB')
('SL04652-2022-11-02-4406','S184-14','cxFqQ', 'UB')
('AC12058-2022-11-01-4477','A249-13','B', 'LB')
('AC04652-2022-11-01-4531','A252-13','yJJ', 'LB')
('AC04652-2022-11-02-4426','A246-16','VmkayDJvBb', 'UB')
('SL04652-2022-11-01-4482','S187-18','HKcKzGhuDzbwZB', 'MB')
('SL22517-2022-11-02-4572','S191-12','D', 'LB')
('AC22517-2022-11-01-4322','A241-2','zAe', 'LB')
('SL12058-2022-11-01-4470','S187-6','u', 'UB')
('AC04652-2022-11-01-4536','A252-18','bI', 'SU')
('SL04652-2022-11-02-4412','S184-20','i', 'LB')
('SL04652-2022-11-01-4490','S188-2','kpwsKm', 'MB')
