('SL04652-2022-11-02-5','S1-5','riHEfALcuTXYKB', 'MB')
('SL22517-2022-11-02-10070','S420-14','D', 'UB')
('AC22517-2022-11-01-9955','A554-1','mMMXrkkZ', 'LB')
('SL22517-2022-11-02-10072','S420-16','wIPcm', 'SU')
('AC22517-2022-11-02-10213','A568-7','cl', 'LB')
('AC04652-2022-11-02-10002','A556-12','n', 'SU')
('SL22517-2022-11-01-10020','S418-12','bfktuCtChlrqauTh', 'LB')
('SL12058-2022-11-01-10101','S421-21','bgIRxRzhGvaSxDqp', 'MB')
('SL22517-2022-11-02-10076','S420-20','mlfOoMe', 'LB')
('SL22517-2022-11-01-10025','S418-17','hItpGaVO', 'LB')
('AC22517-2022-11-01-9961','A554-7','Hv', 'LB')
('SL04652-2022-11-02-10151','S423-23','SiSQyTLULVYbhjE', 'SL')
('AC12058-2022-11-01-10102','A562-4','X', 'UB')
('SL04652-2022-11-01-10062','S420-6','PtNfAEsez', 'UB')
('SL04652-2022-11-01-10063','S420-7','rrEK', 'SL')
('AC04652-2022-11-01-10148','A564-14','OAfhEUpdbqxX', 'LB')
('SL22517-2022-11-02-10081','S421-1','Zsg', 'LB')
('AC04652-2022-11-01-10149','A564-15','qQIGjOIQBKPD', 'UB')
('AC04652-2022-11-01-10151','A564-17','nBkGDqCwJCN', 'SL')
('AC04652-2022-11-01-10152','A564-18','XyX', 'SU')
('SL22517-2022-11-02-10085','S421-5','NMctXEePzwuXxs', 'MB')
('AC12058-2022-11-01-10106','A562-8','DW', 'LB')
('AC04652-2022-11-02-10015','A557-7','dkjjNHvK', 'LB')
('SL22517-2022-11-01-10035','S419-3','boUFzJgUI', 'UB')
('AC22517-2022-11-01-9965','A554-11','FUlC', 'SL')
('AC22517-2022-11-01-9966','A554-12','foBIcmQDIvsYEUzC', 'SU')
('SL04652-2022-11-02-10159','S424-7','wdep', 'SL')
('SL22517-2022-11-01-10037','S419-5','IVRCojXncFBhpqnT', 'MB')
('SL22517-2022-11-01-10038','S419-6','KqqLZjyBEZobIT', 'UB')
('SL22517-2022-11-02-10093','S421-13','uWVplMcnABcHLO', 'MB')
('SL12058-2022-11-01-10117','S422-13','tKcaJJTCUs', 'MB')
('SL22517-2022-11-01-10041','S419-9','ohGRvAAPOvKTgJ', 'LB')
('AC22517-2022-11-01-9967','A554-13','bP', 'LB')
('SL22517-2022-11-02-10096','S421-16','PzzjkqMshW', 'SU')
('SL12058-2022-11-01-10119','S422-15','FdykwbRDvzlUZ', 'SL')
('SL22517-2022-11-01-10045','S419-13','se', 'MB')
('SL04652-2022-11-01-10074','S420-18','WmNkMlxJyR', 'MB')
('SL12058-2022-11-01-10121','S422-17','acTPvec', 'LB')
('SL04652-2022-11-02-10164','S424-12','IKMAlsCX', 'LB')
('AC22517-2022-11-01-9972','A554-18','NXidDhgKtTNoyr', 'SU')
('SL22517-2022-11-02-10099','S421-19','iNbmgyWdaJEG', 'UB')
('SL22517-2022-11-01-10049','S419-17','rHLnePoxr', 'LB')
('AC12058-2022-11-01-10116','A562-18','SzgsLSeaS', 'SU')
('SL22517-2022-11-02-10102','S421-22','AqVCVUMtH', 'UB')
('SL22517-2022-11-01-10051','S419-19','wi', 'UB')
('SL04652-2022-11-02-10166','S424-14','cKcIeZQMbEFC', 'UB')
('SL04652-2022-11-01-10077','S420-21','c', 'MB')
('AC22517-2022-11-01-9976','A555-4','Yg', 'UB')
('AC04652-2022-11-01-10169','A565-17','POgkAnKgNRFDnB', 'SL')
('AC22517-2022-11-02-10243','A570-1','SVdmibWxLqXmbbTg', 'LB')
('SL04652-2022-11-01-10078','S420-22','qpUpbACHBkzHjgqN', 'UB')
('SL22517-2022-11-02-10105','S422-1','AnfpKFE', 'LB')
('SL04652-2022-11-02-10169','S424-17','jWzLUBdJr', 'LB')
('SL22517-2022-11-01-10057','S420-1','uG', 'LB')
('SL22517-2022-11-02-10106','S422-2','yJwPogRfkEoqZbB', 'MB')
('SL04652-2022-11-01-10081','S421-1','SFLghKZciRNBEShX', 'LB')
('SL22517-2022-11-02-10107','S422-3','zIQrfyMVehX', 'UB')
('AC04652-2022-11-02-10038','A558-12','majmyglF', 'SU')
('AC22517-2022-11-01-9981','A555-9','WLRkASFPs', 'UB')
('SL22517-2022-11-01-10060','S420-4','BNDXE', 'LB')
('AC22517-2022-11-01-9985','A555-13','tOAXyrglAHFhwJE', 'LB')
('SL04652-2022-11-02-10173','S424-21','bDQZVUFuBaO', 'MB')
('SL04652-2022-11-01-10083','S421-3','kWtJSBdhI', 'UB')
('SL04652-2022-11-01-10084','S421-4','pVtpTVz', 'LB')
('AC04652-2022-11-01-10172','A566-2','EGzEwIljUKD', 'LB')
('SL22517-2022-11-01-10062','S420-6','T', 'UB')
('SL04652-2022-11-02-10178','S425-2','PyHRKQrhcOSfp', 'MB')
('AC22517-2022-11-01-9990','A555-18','eTZnOVpylNhW', 'SU')
('SL04652-2022-11-01-10088','S421-8','bfDsljHaavUws', 'SU')
('AC22517-2022-11-01-9991','A556-1','YnQIEkBExj', 'LB')
('AC22517-2022-11-01-9992','A556-2','jLjUpMqaoEuzn', 'LB')
('AC22517-2022-11-01-9993','A556-3','LdXzmSLsdiBYcT', 'UB')
('AC04652-2022-11-01-10175','A566-5','gzofGukfEvpmJCH', 'SL')
('SL04652-2022-11-02-10181','S425-5','hHQMQHPwQJGouW', 'MB')
('SL22517-2022-11-02-10116','S422-12','aNKzfC', 'LB')
('AC04652-2022-11-02-10045','A559-1','VJdPdbao', 'LB')
('SL22517-2022-11-02-10117','S422-13','IhNEaJci', 'MB')
('SL04652-2022-11-02-10185','S425-9','dnQXP', 'LB')
('AC12058-2022-11-01-10135','A564-1','l', 'LB')
('SL22517-2022-11-02-10118','S422-14','RoXfoYm', 'UB')
('AC12058-2022-11-01-10137','A564-3','dbZVdGlwpYgqRz', 'UB')
('AC04652-2022-11-02-10048','A559-4','ItrUiObTnSsWEQc', 'UB')
('SL04652-2022-11-02-10187','S425-11','wmf', 'UB')
('AC04652-2022-11-01-10180','A566-10','grEa', 'UB')
('SL04652-2022-11-01-10092','S421-12','DrxciVzhWG', 'LB')
('SL04652-2022-11-01-10093','S421-13','OBDBJzfe', 'MB')
('AC22517-2022-11-01-10002','A556-12','ahJmFp', 'SU')
('AC12058-2022-11-01-10140','A564-6','HX', 'SU')
('SL04652-2022-11-02-10192','S425-16','lJqEzHtNxWFDeG', 'SU')
('SL04652-2022-11-02-10193','S425-17','aWxrfMYfaNNZjrMm', 'LB')
('SL12058-2022-11-01-10147','S423-19','FbbglulkEdRpo', 'UB')
('SL04652-2022-11-01-10096','S421-16','dBJBXEYJbsZvi', 'SU')
('SL04652-2022-11-02-10196','S425-20','sqUO', 'LB')
('AC22517-2022-11-02-10264','A571-4','qMjNHfwZ', 'UB')
('AC22517-2022-11-01-10008','A556-18','gWtQZEjKXPBX', 'SU')
('AC22517-2022-11-01-10009','A557-1','fzsExWJPNpPmhRRQ', 'LB')
('SL22517-2022-11-01-10071','S420-15','bgliPbLYXZu', 'SL')
('SL22517-2022-11-01-10072','S420-16','nkOjTyaCeoaOQCjW', 'SU')
('SL22517-2022-11-02-10125','S422-21','YaCVviDAhwQHU', 'MB')
('SL12058-2022-11-01-10150','S423-22','XHHjHNNUXIgOEFfA', 'UB')
('AC22517-2022-11-02-10265','A571-5','QtzcSGIiXrJ', 'SL')
('SL04652-2022-11-02-10199','S425-23','iSd', 'SL')
('SL04652-2022-11-01-10101','S421-21','zhqJtbXJRYnp', 'MB')
('SL22517-2022-11-01-10074','S420-18','TfLOoTTAtT', 'MB')
('AC04652-2022-11-02-10065','A560-3','vAKLa', 'UB')
('SL12058-2022-11-01-10156','S424-4','kmknWghtCRjrr', 'LB')
('AC22517-2022-11-02-10272','A571-12','wuSk', 'SU')
('SL22517-2022-11-01-10078','S420-22','jDGCZyfDQVz', 'UB')
('AC04652-2022-11-02-10069','A560-7','bqD', 'LB')
('AC22517-2022-11-01-10018','A557-10','iHojIvzsX', 'UB')
('SL12058-2022-11-01-10158','S424-6','I', 'UB')
('AC12058-2022-11-01-10156','A565-4','xDtPlzQ', 'UB')
('SL04652-2022-11-01-10112','S422-8','xdSaOrijdl', 'SU')
('AC12058-2022-11-01-10160','A565-8','wqQtpVzoGIR', 'LB')
('AC04652-2022-11-02-10075','A560-13','sBwHvbFJZBZuzCF', 'LB')
('AC04652-2022-11-01-10196','A567-8','CMRpmhXZaQzjt', 'LB')
('SL22517-2022-11-01-10084','S421-4','cFVbSmkpGb', 'LB')
('AC04652-2022-11-01-10197','A567-9','LJJlmoVqFcyVuM', 'UB')
('AC12058-2022-11-01-10161','A565-9','SldakYnJYiYZ', 'UB')
('SL22517-2022-11-02-10140','S423-12','amUoxiPKp', 'LB')
('AC04652-2022-11-01-10198','A567-10','DEVY', 'UB')
('AC12058-2022-11-01-10164','A565-12','PULG', 'SU')
('SL12058-2022-11-01-10165','S424-13','UDCNpDb', 'MB')
('AC22517-2022-11-01-10029','A558-3','WBqSp', 'UB')
('AC12058-2022-11-01-10165','A565-13','MNfTxudG', 'LB')
('AC12058-2022-11-01-10166','A565-14','YcJVpTeOJwDmIb', 'LB')
('SL04652-2022-11-01-10121','S422-17','zpuKWqMzkVYEx', 'LB')
('AC22517-2022-11-01-10031','A558-5','TdW', 'SL')
('SL22517-2022-11-01-10090','S421-10','JBZBnGI', 'MB')
('SL22517-2022-11-02-10144','S423-16','HXbHkgQvAXijPTWT', 'SU')
('AC04652-2022-11-02-10084','A561-4','rJTxFUpGppiC', 'UB')
('AC04652-2022-11-02-10085','A561-5','nuWpASU', 'SL')
('SL22517-2022-11-02-10145','S423-17','oeKQTcCUbJsC', 'LB')
('AC04652-2022-11-01-10206','A567-18','Q', 'SU')
('AC12058-2022-11-01-10172','A566-2','XinwjSIVvWFfVc', 'LB')
('SL04652-2022-11-02-10213','S426-13','psWe', 'MB')
('AC22517-2022-11-02-10283','A572-5','rCfMeLgytIt', 'SL')
('AC22517-2022-11-01-10035','A558-9','KqJFEfqUSrZtFNBW', 'UB')
('AC12058-2022-11-01-10179','A566-9','HZeVB', 'UB')
('AC22517-2022-11-02-10287','A572-9','cAmQu', 'UB')
('SL04652-2022-11-01-10132','S423-4','LhPILvEgzjfsrqF', 'LB')
('AC22517-2022-11-02-10291','A572-13','jpzhBmjvE', 'LB')
('SL04652-2022-11-02-10218','S426-18','mciJCFe', 'MB')
('SL04652-2022-11-01-10137','S423-9','wESOZgrQKtnE', 'LB')
('SL04652-2022-11-01-10138','S423-10','jUPDTvKiu', 'MB')
('AC04652-2022-11-02-10099','A562-1','QoN', 'LB')
('AC22517-2022-11-02-10292','A572-14','ZzjxbYQvfxwYkuTo', 'LB')
('AC12058-2022-11-01-10184','A566-14','tjIiTeFmhugn', 'LB')
('SL04652-2022-11-01-10142','S423-14','jaf', 'UB')
('SL04652-2022-11-02-10221','S426-21','R', 'MB')
('AC12058-2022-11-01-10186','A566-16','ApLjnCaQrsknLFlV', 'UB')
('SL04652-2022-11-01-10145','S423-17','xvsnDgEzQT', 'LB')
('SL22517-2022-11-01-10108','S422-4','sAdyJgSYgsgFHbqB', 'LB')
('SL04652-2022-11-01-10147','S423-19','kDD', 'UB')
('SL04652-2022-11-02-10223','S426-23','WalSUFGsgyCGpY', 'SL')
('SL04652-2022-11-02-10224','S426-24','ivplzf', 'SU')
('SL04652-2022-11-02-10225','S427-1','mKORssDvino', 'LB')
('SL04652-2022-11-02-10226','S427-2','OqovPIIQVFaxTycN', 'MB')
('AC12058-2022-11-01-10187','A566-17','JfyFz', 'SL')
('AC22517-2022-11-01-10049','A559-5','LpnkJh', 'SL')
('SL12058-2022-11-01-10186','S425-10','Tpt', 'MB')
('SL04652-2022-11-01-10152','S423-24','O', 'SU')
('SL22517-2022-11-02-10163','S424-11','GVVmckoYtTpbU', 'UB')
('AC04652-2022-11-02-10109','A562-11','PcxDjIul', 'SL')
('SL22517-2022-11-01-10113','S422-9','lOoidlgi', 'LB')
('AC12058-2022-11-01-10192','A567-4','HcBdrwHBptuFIisk', 'UB')
('AC22517-2022-11-01-10053','A559-9','lLXDWXB', 'UB')
('SL22517-2022-11-02-10164','S424-12','FrgtEEwsax', 'LB')
('AC04652-2022-11-01-10218','A568-12','YlCHrRzgKsAfd', 'SU')
('SL22517-2022-11-01-10116','S422-12','rySYQmYcAh', 'LB')
('AC04652-2022-11-01-10220','A568-14','j', 'LB')
('SL04652-2022-11-01-10159','S424-7','PwNSUoyKGlAaoRI', 'SL')
('AC22517-2022-11-02-10304','A573-8','hqaddHhyeotTGV', 'LB')
('AC12058-2022-11-01-10197','A567-9','wrdNiEGyplhp', 'UB')
('SL22517-2022-11-01-10120','S422-16','kURPCaeDB', 'SU')
('SL04652-2022-11-02-10239','S427-15','QrXHUhERJKNryE', 'SL')
('AC12058-2022-11-01-10202','A567-14','JNvQvBIDWwWLsy', 'LB')
('AC04652-2022-11-01-10223','A568-17','JdNuYx', 'SL')
('AC04652-2022-11-01-10224','A568-18','xzm', 'SU')
('SL04652-2022-11-02-10245','S427-21','oYYuMstBfgRSOHsy', 'MB')
('AC22517-2022-11-01-10065','A560-3','HlDc', 'UB')
('AC04652-2022-11-01-10227','A569-3','xr', 'UB')
('SL12058-2022-11-01-10206','S426-6','gkI', 'UB')
('SL12058-2022-11-01-10207','S426-7','FAJJPUweBWSQg', 'SL')
('SL04652-2022-11-01-10170','S424-18','hjnVPxAmCkGjy', 'MB')
('SL04652-2022-11-01-10171','S424-19','rdQoOxdUg', 'UB')
('SL22517-2022-11-02-10178','S425-2','JdFzkylY', 'MB')
('AC22517-2022-11-02-10313','A573-17','YmPU', 'SL')
('SL22517-2022-11-01-10128','S422-24','fsnDAhkGXxrYmq', 'SU')
('AC12058-2022-11-01-10209','A568-3','TkgLnLQiExyQ', 'UB')
('SL22517-2022-11-01-10130','S423-2','wJbldnqU', 'MB')
('AC04652-2022-11-01-10231','A569-7','vWhzagz', 'LB')
('SL04652-2022-11-02-10250','S428-2','vPtVCN', 'MB')
('AC04652-2022-11-02-10128','A563-12','MNv', 'SU')
('AC22517-2022-11-01-10071','A560-9','TFtBogxVBRsinI', 'UB')
('SL04652-2022-11-01-10177','S425-1','W', 'LB')
('AC04652-2022-11-01-10236','A569-12','ZPym', 'SU')
('SL22517-2022-11-01-10135','S423-7','SUbqMjyeMZw', 'SL')
('AC22517-2022-11-01-10074','A560-12','raWaDB', 'SU')
('SL04652-2022-11-02-10251','S428-3','VwICMaQiaIUpuin', 'UB')
('AC04652-2022-11-02-10129','A563-13','FxhCNDoxXbvsG', 'LB')
('AC04652-2022-11-01-10237','A569-13','guCnHyz', 'LB')
('SL04652-2022-11-01-10183','S425-7','mKQyzqFBDWkycO', 'SL')
('SL12058-2022-11-01-10215','S426-15','QNSqGxTwW', 'SL')
('AC04652-2022-11-01-10240','A569-16','SN', 'UB')
('AC04652-2022-11-02-10130','A563-14','wKVHjU', 'LB')
('AC12058-2022-11-01-10220','A568-14','RlZoAViuNfRGJg', 'LB')
('AC04652-2022-11-02-10131','A563-15','XYZalttxipJj', 'UB')
('SL22517-2022-11-01-10141','S423-13','TYEIMGaalcZe', 'MB')
('SL22517-2022-11-01-10142','S423-14','luYK', 'UB')
('SL22517-2022-11-02-10191','S425-15','MYdUnEGlbnpqpIIP', 'SL')
('AC22517-2022-11-02-10320','A574-6','dmRFWzYRzjvnk', 'SU')
('AC04652-2022-11-02-10133','A563-17','DvNrjbGB', 'SL')
('SL12058-2022-11-01-10223','S426-23','VXnOohW', 'SL')
('SL04652-2022-11-01-10188','S425-12','Se', 'LB')
('AC04652-2022-11-02-10134','A563-18','cMxoHBZA', 'SU')
('AC22517-2022-11-01-10091','A561-11','CafiUjD', 'SL')
('AC04652-2022-11-02-10137','A564-3','FvdvTxhSyUNuLTAV', 'UB')
('SL22517-2022-11-01-10145','S423-17','HwqUFJHbRCwzYGB', 'LB')
('AC22517-2022-11-01-10093','A561-13','GrGhyYlfjoi', 'LB')
('SL22517-2022-11-01-10146','S423-18','NiowVOZicCyllO', 'MB')
('SL04652-2022-11-01-10195','S425-19','JftiSyuHocurQk', 'UB')
('SL04652-2022-11-02-10267','S428-19','pKrsqhB', 'UB')
('AC22517-2022-11-02-10328','A574-14','QrWkKKVwRxBI', 'LB')
('SL04652-2022-11-01-10196','S425-20','uES', 'LB')
('AC12058-2022-11-01-10230','A569-6','KTNNInCmxMYmy', 'SU')
('SL04652-2022-11-01-10198','S425-22','nuMgZpoZUW', 'UB')
('SL22517-2022-11-01-10150','S423-22','rCl', 'UB')
('AC12058-2022-11-01-10233','A569-9','ZSKhXkz', 'UB')
('SL04652-2022-11-01-10201','S426-1','euwd', 'LB')
('SL22517-2022-11-02-10200','S425-24','Xk', 'SU')
('AC04652-2022-11-02-10147','A564-13','TRwehsQ', 'LB')
('AC22517-2022-11-01-10099','A562-1','QvoZnUHQzoL', 'LB')
('AC22517-2022-11-02-10334','A575-2','qCeAFln', 'LB')
('AC04652-2022-11-01-10259','A570-17','Tcx', 'SL')
('SL04652-2022-11-02-10273','S429-1','lubiMLIYrylcoSL', 'LB')
('AC04652-2022-11-02-10152','A564-18','EDD', 'SU')
('SL04652-2022-11-02-10276','S429-4','RO', 'LB')
('AC22517-2022-11-01-10105','A562-7','JO', 'LB')
('AC04652-2022-11-01-10264','A571-4','VGOxKk', 'UB')
('SL04652-2022-11-02-10280','S429-8','GJUIuJqMZJSEdyF', 'SU')
('AC04652-2022-11-02-10159','A565-7','HQpJZtrsXgJ', 'LB')
('AC22517-2022-11-01-10108','A562-10','C', 'UB')
('AC22517-2022-11-01-10112','A562-14','jpNBfTiL', 'LB')
('AC04652-2022-11-02-10161','A565-9','h', 'UB')
('SL12058-2022-11-01-10236','S427-12','sd', 'LB')
('AC04652-2022-11-02-10166','A565-14','wEQBCQOBRyZObEQE', 'LB')
('AC04652-2022-11-02-10167','A565-15','dPTerneSWTFc', 'UB')
('SL22517-2022-11-02-10205','S426-5','WKAbDZtoFxLoFCa', 'MB')
('SL12058-2022-11-01-10239','S427-15','GMseqslwMuinMSK', 'SL')
('SL22517-2022-11-01-10169','S424-17','LwlaMy', 'LB')
('AC04652-2022-11-01-10272','A571-12','YToXmTbhI', 'SU')
('SL04652-2022-11-02-10285','S429-13','OyvchJouDkjSkz', 'MB')
('SL22517-2022-11-02-10208','S426-8','Ovj', 'SU')
('AC12058-2022-11-01-10238','A569-14','MpNdMSP', 'LB')
('AC12058-2022-11-01-10239','A569-15','VMQDEmTS', 'UB')
('AC12058-2022-11-01-10241','A569-17','GUsSIOIpS', 'SL')
('AC12058-2022-11-01-10242','A569-18','woNCd', 'SU')
('SL04652-2022-11-02-10286','S429-14','TW', 'UB')
('AC22517-2022-11-02-10356','A576-6','xinHosahWKlEmq', 'SU')
('SL04652-2022-11-02-10288','S429-16','BtoWRHPGYnXNsm', 'SU')
('AC04652-2022-11-02-10178','A566-8','uQRBjzrFdBXnYRV', 'LB')
('AC22517-2022-11-02-10360','A576-10','obgwRF', 'UB')
('SL04652-2022-11-01-10212','S426-12','tBspPFqzrFD', 'LB')
('AC22517-2022-11-02-10361','A576-11','QuNDoSVHHUEO', 'SL')
('AC04652-2022-11-02-10182','A566-12','LoCuIyicYWtEB', 'SU')
('SL12058-2022-11-01-10251','S428-3','DdcEmNu', 'UB')
('AC22517-2022-11-02-10368','A576-18','r', 'SU')
('AC12058-2022-11-01-10250','A570-8','TVrNaFUAZr', 'LB')
('AC12058-2022-11-01-10251','A570-9','Trb', 'UB')
('AC12058-2022-11-01-10252','A570-10','ZvURsNDdmzCk', 'UB')
('SL04652-2022-11-01-10215','S426-15','znOwCrGSh', 'SL')
('AC04652-2022-11-01-10287','A572-9','azKUbiUwVT', 'UB')
('SL04652-2022-11-01-10216','S426-16','zvKcXuEC', 'SU')
('SL22517-2022-11-02-10216','S426-16','BkFnTKapfA', 'SU')
('AC22517-2022-11-02-10371','A577-3','XtZvD', 'UB')
('SL22517-2022-11-02-10218','S426-18','qMR', 'MB')
('AC04652-2022-11-02-10190','A567-2','MDOsPqrzaV', 'LB')
('SL04652-2022-11-01-10221','S426-21','Owy', 'MB')
('SL04652-2022-11-01-10222','S426-22','xx', 'UB')
('SL22517-2022-11-01-10184','S425-8','QtRhEuudk', 'SU')
('SL22517-2022-11-01-10185','S425-9','DwusZMqlMsqNQdK', 'LB')
('SL04652-2022-11-02-10304','S430-8','FGFGLUfevoYqPfuS', 'SU')
('AC04652-2022-11-01-10295','A572-17','CWIPC', 'SL')
('SL22517-2022-11-01-10187','S425-11','RXvaZtEjhkGWaqDL', 'UB')
('AC22517-2022-11-02-10376','A577-8','Xrqx', 'LB')
('AC22517-2022-11-01-10137','A564-3','UMNhHMOpaO', 'UB')
('AC12058-2022-11-01-10262','A571-2','sRYJNNFRBAc', 'LB')
('SL04652-2022-11-01-10227','S427-3','rTaXInGINrNRhMTM', 'UB')
('AC22517-2022-11-01-10140','A564-6','gexAHtxV', 'SU')
('AC04652-2022-11-02-10198','A567-10','wuCzoHpaKGwTJc', 'UB')
('AC12058-2022-11-01-10266','A571-6','nvNuD', 'SU')
('AC04652-2022-11-02-10199','A567-11','vapexDBcCIblwS', 'SL')
('AC12058-2022-11-01-10269','A571-9','ADpZuVclLcpZmG', 'UB')
('SL12058-2022-11-01-10270','S428-22','LwhjGXoz', 'UB')
('SL22517-2022-11-02-10227','S427-3','wefEBz', 'UB')
('SL04652-2022-11-02-10310','S430-14','nBGrsrbmxYdxl', 'UB')
('AC04652-2022-11-01-10300','A573-4','CkF', 'UB')
('SL22517-2022-11-01-10192','S425-16','RzkADfXroOst', 'SU')
('SL12058-2022-11-01-10273','S429-1','uRsod', 'LB')
('AC12058-2022-11-01-10271','A571-11','kIpBCpxjyfoUZFSp', 'SL')
('AC04652-2022-11-01-10302','A573-6','biGumASkXEcDcDj', 'SU')
('SL04652-2022-11-01-10234','S427-10','cSaifmlMJGmlX', 'MB')
('AC04652-2022-11-01-10304','A573-8','xPKyODSPk', 'LB')
('SL22517-2022-11-01-10194','S425-18','AaxDsfhA', 'MB')
('SL22517-2022-11-02-10232','S427-8','scir', 'SU')
('SL12058-2022-11-01-10277','S429-5','uTeC', 'MB')
('AC12058-2022-11-01-10274','A571-14','CHdQfl', 'LB')
('SL22517-2022-11-01-10198','S425-22','ubquph', 'UB')
('SL04652-2022-11-01-10236','S427-12','GfJjfSbH', 'LB')
('SL04652-2022-11-01-10237','S427-13','eqhVlBzaBAqbV', 'MB')
('SL04652-2022-11-02-10316','S430-20','kJmDcOufsUpMlQLe', 'LB')
('AC04652-2022-11-01-10309','A573-13','Ea', 'LB')
('AC04652-2022-11-01-10310','A573-14','uNU', 'LB')
('SL12058-2022-11-01-10279','S429-7','hwVmXpEGeFUsTzG', 'SL')
('AC22517-2022-11-01-10154','A565-2','cqcPhefiECGrj', 'LB')
('AC04652-2022-11-02-10211','A568-5','hHYMERxwgZ', 'SL')
('SL04652-2022-11-02-10321','S431-1','jdRKIFizYFaOj', 'LB')
('SL22517-2022-11-01-10202','S426-2','hAdciQslyuGY', 'MB')
('SL22517-2022-11-01-10203','S426-3','heSgglMOVoIV', 'UB')
('AC12058-2022-11-01-10278','A571-18','rceDyhNh', 'SU')
('SL22517-2022-11-01-10207','S426-7','RJDqqniklN', 'SL')
('SL22517-2022-11-01-10209','S426-9','WwAFl', 'LB')
('SL04652-2022-11-02-10323','S431-3','TBCtUpEPK', 'UB')
('SL22517-2022-11-01-10211','S426-11','YxFD', 'UB')
('SL04652-2022-11-01-10245','S427-21','qxyIapdAMehQ', 'MB')
('SL12058-2022-11-01-10286','S429-14','g', 'UB')
('SL04652-2022-11-01-10246','S427-22','fkAqRmiQ', 'UB')
('AC04652-2022-11-01-10317','A574-3','PDBqlwaisEuTGixB', 'UB')
('AC04652-2022-11-01-10318','A574-4','kzraWaHGX', 'UB')
('AC04652-2022-11-02-10219','A568-13','piFslDCaQc', 'LB')
('AC22517-2022-11-02-10397','A578-11','XEtzZGeEdx', 'SL')
('SL22517-2022-11-02-10242','S427-18','kTDUYqWX', 'MB')
('SL22517-2022-11-02-10244','S427-20','DdzW', 'LB')
('SL22517-2022-11-02-10245','S427-21','MvSdakJz', 'MB')
('SL04652-2022-11-01-10252','S428-4','ZeruuSHd', 'LB')
('AC04652-2022-11-01-10325','A574-11','QDrfvMLd', 'SL')
('AC04652-2022-11-02-10222','A568-16','hVFDwPDSMbKi', 'UB')
('SL04652-2022-11-01-10255','S428-7','QwweKaGiuADFljC', 'SL')
('SL22517-2022-11-02-10248','S427-24','FzRacKnNQRzONFeQ', 'SU')
('AC04652-2022-11-02-10225','A569-1','xENljaOsNJymo', 'LB')
('AC04652-2022-11-01-10329','A574-15','tmSh', 'UB')
('SL12058-2022-11-01-10292','S429-20','tOojtHaGDO', 'LB')
('AC22517-2022-11-01-10170','A565-18','cxnxvx', 'SU')
('AC22517-2022-11-02-10406','A579-2','Lli', 'LB')
('AC22517-2022-11-02-10407','A579-3','Yp', 'UB')
('SL04652-2022-11-02-10335','S431-15','PhbMcMwgE', 'SL')
('AC04652-2022-11-02-10230','A569-6','h', 'SU')
('SL04652-2022-11-02-10336','S431-16','npuQeVk', 'SU')
('SL22517-2022-11-02-10252','S428-4','kzSaTiUBPWKanw', 'LB')
('AC22517-2022-11-02-10413','A579-9','nzVVOjRZbndrB', 'UB')
('SL04652-2022-11-02-10341','S431-21','aQmfo', 'MB')
('AC22517-2022-11-02-10414','A579-10','ATNv', 'UB')
('AC04652-2022-11-02-10235','A569-11','HAbTBfv', 'SL')
('SL22517-2022-11-02-10255','S428-7','jyN', 'SL')
('SL12058-2022-11-01-10297','S430-1','JKfolrqAWBTguuqX', 'LB')
('SL22517-2022-11-01-10231','S427-7','RG', 'SL')
('AC22517-2022-11-02-10416','A579-12','B', 'SU')
('AC04652-2022-11-01-10332','A574-18','VoY', 'SU')
('SL22517-2022-11-02-10259','S428-11','lRFpBKRBmzZQ', 'UB')
('AC04652-2022-11-02-10239','A569-15','ovplmQLuWRSk', 'UB')
('SL22517-2022-11-02-10260','S428-12','MndEgaDcZ', 'LB')
('SL04652-2022-11-02-10350','S432-6','qCojOTp', 'UB')
('AC22517-2022-11-02-10418','A579-14','CicMxqM', 'LB')
('AC22517-2022-11-01-10182','A566-12','ZNmm', 'SU')
('AC04652-2022-11-02-10241','A569-17','VjUZtQacznBxIqh', 'SL')
('AC22517-2022-11-01-10183','A566-13','qz', 'LB')
('AC04652-2022-11-02-10243','A570-1','OZqfqQPIqMPpoZ', 'LB')
('SL04652-2022-11-01-10272','S428-24','twsGH', 'SU')
('SL22517-2022-11-02-10264','S428-16','o', 'SU')
('AC04652-2022-11-02-10247','A570-5','TTNTOHwcCKC', 'SL')
('AC12058-2022-11-01-10305','A573-9','bgPGUFoQBEBmj', 'UB')
('AC12058-2022-11-01-10306','A573-10','axJiFQVsDqQN', 'UB')
('SL04652-2022-11-01-10274','S429-2','r', 'MB')
('AC22517-2022-11-01-10188','A566-18','SQbBJWleyleAXOrW', 'SU')
('AC12058-2022-11-01-10309','A573-13','NDlUlXDTwqBFxABL', 'LB')
('SL12058-2022-11-01-10306','S430-10','nDJoMxXrqM', 'MB')
('SL22517-2022-11-02-10270','S428-22','OuvjeTeWTknLfyw', 'UB')
('AC22517-2022-11-01-10190','A567-2','oZAwucR', 'LB')
('SL22517-2022-11-02-10271','S428-23','y', 'SL')
('SL22517-2022-11-01-10246','S427-22','MCPO', 'UB')
('SL22517-2022-11-02-10273','S429-1','DZehMaMxDJkW', 'LB')
('AC04652-2022-11-01-10340','A575-8','ZQBLBktDjLbpi', 'LB')
('AC22517-2022-11-02-10431','A580-9','rsnxVe', 'UB')
