('SL22517-2022-11-01-3','S1-3','aGlHy', 'UB')
('SL12058-2022-11-01-2733','S114-21','UQKlAMsCld', 'MB')
('AC22517-2022-11-01-2619','A146-9','hxKNR', 'UB')
('SL04652-2022-11-02-2715','S114-3','YzGyVVbbme', 'UB')
('AC22517-2022-11-02-2777','A155-5','dqVN', 'SL')
('SL04652-2022-11-01-2785','S117-1','xRsoclwBylhNcdx', 'LB')
('AC22517-2022-11-01-2622','A146-12','AukJr', 'SU')
('AC12058-2022-11-01-2747','A153-11','txnDpAVpnGjDf', 'SL')
('SL22517-2022-11-01-2769','S116-9','smFHgtOtUvAhd', 'LB')
('SL22517-2022-11-01-2771','S116-11','cEOaxXWVvaq', 'UB')
('AC12058-2022-11-01-2748','A153-12','SLnfPAR', 'SU')
('SL04652-2022-11-02-2721','S114-9','BJNgOg', 'LB')
('SL22517-2022-11-02-2784','S116-24','yMMPgDsO', 'SU')
('AC04652-2022-11-01-2811','A157-3','XiJgBDlCLgk', 'UB')
('SL12058-2022-11-01-2747','S115-11','UgV', 'UB')
('AC04652-2022-11-01-2813','A157-5','q', 'SL')
('SL12058-2022-11-01-2749','S115-13','G', 'MB')
('SL04652-2022-11-02-2723','S114-11','ThhfwKzXKy', 'UB')
('SL04652-2022-11-01-2796','S117-12','PXioVThtqBdlL', 'LB')
('AC12058-2022-11-01-2773','A155-1','qLBhZbq', 'LB')
('AC04652-2022-11-01-2838','A158-12','olWEWB', 'SU')
('AC22517-2022-11-02-2820','A157-12','NIitTJVraVl', 'SU')
('AC22517-2022-11-01-2656','A148-10','i', 'UB')
('SL04652-2022-11-01-2821','S118-13','LOaQojCklSnlpTY', 'MB')
('AC04652-2022-11-02-2768','A154-14','wZQFSQVtBB', 'LB')
('SL22517-2022-11-02-2824','S118-16','HtkWYmsXD', 'SU')
('AC22517-2022-11-02-2830','A158-4','VSGYuilCSzCtMQla', 'UB')
('AC12058-2022-11-01-2822','A157-14','BhCcYoSKTjpllTx', 'LB')
('SL04652-2022-11-01-2863','S120-7','KjxKUahtz', 'SL')
('SL22517-2022-11-01-2865','S120-9','NKZmLjl', 'LB')
('SL22517-2022-11-02-2896','S121-16','lnbpfhbrL', 'SU')
('SL22517-2022-11-01-2872','S120-16','nHeHLaDXEjz', 'SU')
('SL22517-2022-11-01-2873','S120-17','efrQhH', 'LB')
('SL22517-2022-11-02-2905','S122-1','dtTwe', 'LB')
('AC04652-2022-11-01-2907','A162-9','AuQYfCTkZCtC', 'UB')
('SL04652-2022-11-02-2819','S118-11','LEVFPWIJZhMVJmbU', 'UB')
('SL04652-2022-11-01-2893','S121-13','eyDPYadrf', 'MB')
('SL22517-2022-11-01-2880','S120-24','ZlUEYgWb', 'SU')
('AC04652-2022-11-01-2915','A162-17','uCYa', 'SL')
('SL22517-2022-11-01-2884','S121-4','PJUc', 'LB')
('AC22517-2022-11-02-2919','A163-3','t', 'UB')
('SL12058-2022-11-01-2861','S120-5','HORjETlGJILis', 'MB')
('SL12058-2022-11-01-2862','S120-6','xoYXsDErR', 'UB')
('AC12058-2022-11-01-2862','A159-18','VIbHdXegfceXor', 'SU')
('AC04652-2022-11-01-2921','A163-5','JI', 'SL')
('SL22517-2022-11-02-2915','S122-11','NdVzyYPmeIEhRFi', 'UB')
('AC04652-2022-11-01-2922','A163-6','vnddiFmkClTAZ', 'SU')
('SL12058-2022-11-01-2891','S121-11','cnYMtPSpmF', 'UB')
('AC22517-2022-11-01-2748','A153-12','aDOeZcMxDGiNW', 'SU')
('AC04652-2022-11-02-2867','A160-5','UBBDTarQ', 'SL')
('AC04652-2022-11-02-2871','A160-9','PgXBZIZnaLCHkmZ', 'UB')
('AC12058-2022-11-01-2904','A162-6','HxrPbYGByqupR', 'SU')
('SL22517-2022-11-01-2928','S122-24','ggCADSP', 'SU')
('SL04652-2022-11-01-2952','S123-24','pJ', 'SU')
('SL04652-2022-11-01-2953','S124-1','OqbVTmlEX', 'LB')
('SL22517-2022-11-02-2962','S124-10','wnNyPMBXlbANK', 'MB')
('SL12058-2022-11-01-2905','S122-1','iXIlRjmsk', 'LB')
('AC04652-2022-11-01-2961','A165-9','WhtOTywgjMHPAs', 'UB')
('SL22517-2022-11-02-2963','S124-11','cSrdkWvtKPtX', 'UB')
('SL04652-2022-11-02-2866','S120-10','rEBlfjeJQ', 'MB')
('AC22517-2022-11-02-2979','A166-9','n', 'UB')
('SL04652-2022-11-01-2965','S124-13','Av', 'MB')
('SL22517-2022-11-02-2970','S124-18','i', 'MB')
('AC04652-2022-11-02-2898','A161-18','iagCFjShXvE', 'SU')
('AC12058-2022-11-01-2919','A163-3','WxNSJWtka', 'UB')
('SL22517-2022-11-02-2974','S124-22','ZHsz', 'UB')
('AC22517-2022-11-01-2773','A155-1','y', 'LB')
('SL04652-2022-11-01-2969','S124-17','TMowBKrvuJo', 'LB')
('AC04652-2022-11-02-2903','A162-5','LYyAMjmtyVGj', 'SL')
('SL04652-2022-11-01-2972','S124-20','RFCOmNnCbuwdg', 'LB')
('AC12058-2022-11-01-2924','A163-8','YgFObqxYDZ', 'LB')
('SL04652-2022-11-02-2882','S121-2','yp', 'MB')
('AC04652-2022-11-02-2915','A162-17','W', 'SL')
('SL04652-2022-11-01-2981','S125-5','tDSKGPVxL', 'MB')
('SL22517-2022-11-02-2993','S125-17','whZRaXhKPFcT', 'LB')
('SL22517-2022-11-02-2994','S125-18','sdvYXqSPE', 'MB')
('AC22517-2022-11-02-3008','A168-2','p', 'LB')
('AC22517-2022-11-02-3011','A168-5','WzXNSshwi', 'SL')
('SL04652-2022-11-01-2986','S125-10','KnWcIpdMskCjUqM', 'MB')
('AC22517-2022-11-02-3015','A168-9','jrMQ', 'UB')
('AC22517-2022-11-01-2794','A156-4','dLcUFdSzbzD', 'UB')
('SL22517-2022-11-01-2962','S124-10','IqzBRuGeFtPDxMPj', 'MB')
('SL04652-2022-11-02-2900','S121-20','PXS', 'LB')
('SL04652-2022-11-02-2901','S121-21','hQu', 'MB')
('SL22517-2022-11-02-3005','S126-5','DCDlwkD', 'MB')
('SL22517-2022-11-02-3006','S126-6','uZCMUYfcDsHQC', 'UB')
('AC04652-2022-11-01-2990','A167-2','fSMpkqGBECir', 'LB')
('SL12058-2022-11-01-2936','S123-8','rAJfzFfYRNPvY', 'SU')
('AC22517-2022-11-01-2802','A156-12','nsaArCFdgYEQW', 'SU')
('SL04652-2022-11-02-2903','S121-23','rUocPmy', 'SL')
('SL04652-2022-11-01-2992','S125-16','mdDJEOjn', 'SU')
('SL04652-2022-11-01-2993','S125-17','aSsyVOBezWR', 'LB')
('SL04652-2022-11-02-2906','S122-2','Ap', 'MB')
('SL22517-2022-11-02-3013','S126-13','s', 'MB')
('AC22517-2022-11-01-2807','A156-17','B', 'SL')
('SL22517-2022-11-01-2979','S125-3','bScQKTQ', 'UB')
('SL22517-2022-11-02-3020','S126-20','t', 'LB')
('AC12058-2022-11-01-2969','A165-17','q', 'SL')
('SL22517-2022-11-02-3021','S126-21','XXdIcEDEVVCPlb', 'MB')
('SL04652-2022-11-02-2917','S122-13','rSElJVYmGY', 'MB')
('SL04652-2022-11-02-2918','S122-14','cLRtcUMvqWluirq', 'UB')
('AC12058-2022-11-01-2972','A166-2','CuR', 'LB')
('AC22517-2022-11-01-2821','A157-13','QtWq', 'LB')
('AC22517-2022-11-01-2822','A157-14','rdv', 'LB')
('SL12058-2022-11-01-2954','S124-2','tIv', 'MB')
('SL04652-2022-11-01-3004','S126-4','YQycBdWGwzDvAnb', 'LB')
('AC22517-2022-11-02-3041','A169-17','GLHkxknE', 'SL')
('SL04652-2022-11-02-2927','S122-23','caCy', 'SL')
('AC04652-2022-11-01-3016','A168-10','vjitOXsrmNNAlcL', 'UB')
('SL22517-2022-11-02-3033','S127-9','YCTtrY', 'LB')
('SL22517-2022-11-02-3034','S127-10','LI', 'MB')
('AC04652-2022-11-01-3017','A168-11','AsrDvGAhRIET', 'SL')
('SL12058-2022-11-01-2960','S124-8','RssWdAvGFob', 'SU')
('SL22517-2022-11-01-2994','S125-18','F', 'MB')
('SL22517-2022-11-02-3036','S127-12','GN', 'LB')
('AC04652-2022-11-01-3019','A168-13','XpwwTCBTzol', 'LB')
('SL12058-2022-11-01-2962','S124-10','meMQflAAWg', 'MB')
('SL04652-2022-11-01-3012','S126-12','hYNlsDM', 'LB')
('AC22517-2022-11-01-2838','A158-12','ncEAli', 'SU')
('AC22517-2022-11-02-3055','A170-13','QnR', 'LB')
('SL12058-2022-11-01-2974','S124-22','xemwYsBkNFzBsFwP', 'UB')
('AC04652-2022-11-01-3028','A169-4','VGZpYtDcHN', 'UB')
('AC04652-2022-11-01-3036','A169-12','lwtdrtjJQ', 'SU')
('AC22517-2022-11-02-3067','A171-7','YiX', 'LB')
('SL22517-2022-11-02-3063','S128-15','pHoaorrYz', 'SL')
('AC12058-2022-11-01-3014','A168-8','NTJVVqSFjBRZ', 'LB')
('AC22517-2022-11-01-2861','A159-17','Kn', 'SL')
('SL04652-2022-11-01-3036','S127-12','WURkMsLNK', 'LB')
('SL12058-2022-11-01-2998','S125-22','uDNVNVYPP', 'UB')
('SL22517-2022-11-02-3072','S128-24','JdGiW', 'SU')
('AC04652-2022-11-02-2993','A167-5','MOcuU', 'SL')
('AC22517-2022-11-01-2871','A160-9','koUodXTSjFBl', 'UB')
('AC12058-2022-11-01-3026','A169-2','gnzpANqSyUZHli', 'LB')
('SL04652-2022-11-02-2971','S124-19','GCEclE', 'UB')
('SL12058-2022-11-01-3009','S126-9','DnPAseT', 'LB')
('SL22517-2022-11-02-3076','S129-4','xDmozQRR', 'LB')
('SL04652-2022-11-02-2976','S124-24','QbFpAMaGRlBU', 'SU')
('SL12058-2022-11-01-3012','S126-12','zhE', 'LB')
('AC22517-2022-11-02-3096','A172-18','gVFefCrjrk', 'SU')
('SL12058-2022-11-01-3014','S126-14','WUuRIMamdRGi', 'UB')
('SL22517-2022-11-01-3045','S127-21','BOBZ', 'MB')
('SL12058-2022-11-01-3022','S126-22','GaRUrlFLrbo', 'UB')
('AC12058-2022-11-01-3040','A169-16','ChnDIbrdGec', 'UB')
('AC22517-2022-11-01-2911','A162-13','JAeELwui', 'LB')
('SL04652-2022-11-02-3008','S126-8','akahGpOkZWW', 'SU')
('AC22517-2022-11-02-3140','A175-8','NUBVUSgQXhPwf', 'LB')
('AC22517-2022-11-02-3142','A175-10','eOcc', 'UB')
('SL22517-2022-11-02-3137','S131-17','m', 'LB')
('AC22517-2022-11-01-2943','A164-9','MDuqPjmUovBbUP', 'UB')
('SL12058-2022-11-01-3065','S128-17','dKtKhED', 'LB')
('SL22517-2022-11-02-3140','S131-20','gQE', 'LB')
('AC04652-2022-11-02-3073','A171-13','y', 'LB')
('SL04652-2022-11-02-3048','S127-24','sxPvKpvFCOGchWJc', 'SU')
('AC04652-2022-11-02-3074','A171-14','CSCEG', 'LB')
('AC22517-2022-11-01-2949','A164-15','h', 'UB')
('SL04652-2022-11-02-3052','S128-4','UFXfzKjjlyLsMvDW', 'LB')
('AC12058-2022-11-01-3092','A172-14','uSqvTAdB', 'LB')
('AC04652-2022-11-01-3134','A175-2','VXWBmkLpdjBLg', 'LB')
('SL22517-2022-11-02-3163','S132-19','gSQsSc', 'UB')
('SL22517-2022-11-01-3122','S131-2','GzRZyaiIl', 'MB')
('SL12058-2022-11-01-3085','S129-13','ALaLCsIjqSAcagD', 'MB')
('SL22517-2022-11-01-3124','S131-4','QxwKIgyukgKlY', 'LB')
('SL04652-2022-11-01-3146','S132-2','PX', 'MB')
('AC22517-2022-11-01-2971','A166-1','qAtUgV', 'LB')
('AC22517-2022-11-02-3189','A178-3','jDwlLvHIINWFcROj', 'UB')
('AC12058-2022-11-01-3121','A174-7','VK', 'LB')
('AC22517-2022-11-02-3191','A178-5','lrfnHPBukaHErR', 'SL')
('SL04652-2022-11-02-3086','S129-14','l', 'UB')
('SL12058-2022-11-01-3089','S129-17','tJZgOurqfz', 'LB')
('SL22517-2022-11-01-3137','S131-17','eTaUWoSveRKeoU', 'LB')
('AC22517-2022-11-02-3196','A178-10','OEp', 'UB')
('AC04652-2022-11-01-3140','A175-8','UNhHeRJcvba', 'LB')
('AC04652-2022-11-01-3141','A175-9','dhWtILf', 'UB')
('SL04652-2022-11-01-3160','S132-16','wrhcWJkNcu', 'SU')
('SL04652-2022-11-01-3161','S132-17','RpzhOyqS', 'LB')
('AC12058-2022-11-01-3131','A174-17','FkhvqeYf', 'SL')
('SL22517-2022-11-01-3151','S132-7','ZpdcGczjkYWC', 'SL')
('SL22517-2022-11-01-3185','S133-17','y', 'LB')
('AC22517-2022-11-02-3239','A180-17','uoWeoLx', 'SL')
('SL22517-2022-11-01-3187','S133-19','ZmBSjWZQnON', 'UB')
('SL22517-2022-11-02-3212','S134-20','dHbRqyigRLU', 'LB')
('SL22517-2022-11-02-3213','S134-21','CQKJaKm', 'MB')
('SL04652-2022-11-02-3134','S131-14','RMfdevUyzSxXL', 'UB')
('SL22517-2022-11-02-3215','S134-23','LJX', 'SL')
('AC22517-2022-11-01-3034','A169-10','mlKOFUqLqa', 'UB')
('SL04652-2022-11-01-3208','S134-16','FjU', 'SU')
('SL04652-2022-11-01-3209','S134-17','qOopSksmw', 'LB')
('AC04652-2022-11-02-3162','A176-12','sYWzyFq', 'SU')
('AC12058-2022-11-01-3185','A177-17','iSDXfYnlhPU', 'SL')
('AC22517-2022-11-01-3072','A171-12','BCAfKphYHSks', 'SU')
('AC04652-2022-11-02-3192','A178-6','TGBbdRqP', 'SU')
('SL04652-2022-11-01-3244','S136-4','ybu', 'LB')
('AC22517-2022-11-02-3278','A183-2','pzRvuZDqa', 'LB')
('AC22517-2022-11-02-3279','A183-3','IU', 'UB')
('SL22517-2022-11-01-3232','S135-16','KWEUOZOqMn', 'SU')
('SL22517-2022-11-01-3233','S135-17','YrDm', 'LB')
('AC12058-2022-11-01-3218','A179-14','MvU', 'LB')
('SL22517-2022-11-02-3265','S137-1','ifezwNlpUAY', 'LB')
('AC22517-2022-11-02-3282','A183-6','OUnd', 'SU')
('SL04652-2022-11-02-3184','S133-16','bJUYpE', 'SU')
('SL04652-2022-11-02-3185','S133-17','ktpBcXwOd', 'LB')
('AC04652-2022-11-01-3234','A180-12','LrPyDqoUJcbkbVJ', 'SU')
('SL12058-2022-11-01-3174','S133-6','FinBEWPy', 'UB')
('SL12058-2022-11-01-3175','S133-7','MOfTWyFmS', 'SL')
('AC22517-2022-11-02-3293','A183-17','qoRS', 'SL')
('AC04652-2022-11-02-3205','A179-1','VHXI', 'LB')
('SL22517-2022-11-02-3272','S137-8','x', 'SU')
('AC04652-2022-11-02-3206','A179-2','vXl', 'LB')
('AC22517-2022-11-02-3297','A184-3','tZ', 'UB')
('AC04652-2022-11-01-3240','A180-18','YPWzpCXfrvueTC', 'SU')
('AC22517-2022-11-01-3099','A173-3','r', 'UB')
('AC12058-2022-11-01-3231','A180-9','qdnEqR', 'UB')
('SL22517-2022-11-02-3281','S137-17','k', 'LB')
('SL22517-2022-11-02-3282','S137-18','hRNkzaQHsZIuijW', 'MB')
('SL04652-2022-11-01-3270','S137-6','jDqzZqEMCoHsrm', 'UB')
('AC22517-2022-11-01-3110','A173-14','MKEZqAf', 'LB')
('AC22517-2022-11-01-3113','A173-17','aWadDauNXcz', 'SL')
('AC12058-2022-11-01-3241','A181-1','TzMHkXdEIBWrkPq', 'LB')
('AC04652-2022-11-01-3251','A181-11','ZCeLJcgpNFsQOMu', 'SL')
('SL04652-2022-11-02-3202','S134-10','OclaZZVSDL', 'MB')
('AC12058-2022-11-01-3252','A181-12','seBIhUKQb', 'SU')
('SL12058-2022-11-01-3210','S134-18','dWrvKcrxkBBtEWzS', 'MB')
('SL22517-2022-11-01-3273','S137-9','RtiSivsMQjnO', 'LB')
('AC12058-2022-11-01-3265','A182-7','AvZKpnNmNvB', 'LB')
('AC04652-2022-11-01-3267','A182-9','RyNAi', 'UB')
('AC22517-2022-11-01-3138','A175-6','zGMzdvHdV', 'SU')
('SL04652-2022-11-02-3220','S135-4','LsfOzXBVDixLt', 'LB')
('SL12058-2022-11-01-3217','S135-1','TgMQPsGYduCPsc', 'LB')
('SL04652-2022-11-02-3221','S135-5','yatiS', 'MB')
('SL22517-2022-11-02-3321','S139-9','yJzGtyWp', 'LB')
('AC12058-2022-11-01-3279','A183-3','kfuzwnpyTTU', 'UB')
('AC22517-2022-11-01-3147','A175-15','tCWUQnVhMw', 'UB')
('SL22517-2022-11-01-3282','S137-18','dRtJ', 'MB')
('AC04652-2022-11-01-3280','A183-4','g', 'UB')
('AC12058-2022-11-01-3284','A183-8','EDjrVpztpBMdWsti', 'LB')
('AC04652-2022-11-01-3282','A183-6','TlgT', 'SU')
('SL04652-2022-11-01-3307','S138-19','Cdkldhax', 'UB')
('SL22517-2022-11-02-3330','S139-18','jJYF', 'MB')
('AC22517-2022-11-01-3153','A176-3','eoKkKbnXOv', 'UB')
('SL22517-2022-11-02-3331','S139-19','WFSXoSExpqKpo', 'UB')
('AC04652-2022-11-02-3250','A181-10','JIwZCIuNZZJt', 'UB')
('SL04652-2022-11-01-3312','S138-24','QKqdlyqhVeexK', 'SU')
('SL12058-2022-11-01-3236','S135-20','WDP', 'LB')
('AC04652-2022-11-01-3288','A183-12','ASZoDa', 'SU')
('AC12058-2022-11-01-3323','A185-11','RZfP', 'SL')
('AC04652-2022-11-02-3286','A183-10','TBfi', 'UB')
('SL12058-2022-11-01-3271','S137-7','fVCvNoOmogBJU', 'SL')
('SL12058-2022-11-01-3272','S137-8','zOT', 'SU')
('SL22517-2022-11-01-3327','S139-15','wHihSAX', 'SL')
('AC22517-2022-11-01-3188','A178-2','THTPoSdQzXNUJ', 'LB')
('SL22517-2022-11-02-3377','S141-17','DAusTvpuXzF', 'LB')
('AC04652-2022-11-02-3293','A183-17','SiKNSv', 'SL')
('AC04652-2022-11-02-3294','A183-18','e', 'SU')
('AC22517-2022-11-01-3192','A178-6','hcEYkhOWQ', 'SU')
('SL12058-2022-11-01-3278','S137-14','btrWfxtTOAaxKTv', 'UB')
('AC22517-2022-11-01-3194','A178-8','ppQDZZcrfWhyIWny', 'LB')
('AC12058-2022-11-01-3340','A186-10','VNxIbze', 'UB')
('SL22517-2022-11-02-3387','S142-3','EQa', 'UB')
('SL22517-2022-11-02-3388','S142-4','SWxpBkUk', 'LB')
('AC04652-2022-11-02-3306','A184-12','vcp', 'SU')
('SL22517-2022-11-01-3344','S140-8','OhfBwqH', 'SU')
('AC22517-2022-11-02-3403','A190-1','BvWMJfKWe', 'LB')
('SL04652-2022-11-02-3293','S138-5','HMTBnZK', 'MB')
('AC22517-2022-11-02-3405','A190-3','TkIsUfg', 'UB')
('SL12058-2022-11-01-3290','S138-2','RngfSB', 'MB')
('SL04652-2022-11-01-3372','S141-12','mZPsKNaxbKgUgFtp', 'LB')
('AC04652-2022-11-02-3308','A184-14','IItQfa', 'LB')
('SL12058-2022-11-01-3292','S138-4','EIX', 'LB')
('SL22517-2022-11-02-3398','S142-14','xMnYTfUfSvHyFQvR', 'UB')
('SL22517-2022-11-02-3400','S142-16','icludD', 'SU')
('AC22517-2022-11-01-3215','A179-11','NhPQKTVTgl', 'SL')
('AC04652-2022-11-02-3316','A185-4','xSKoKkjJInddd', 'UB')
('SL22517-2022-11-01-3360','S140-24','DUmAGm', 'SU')
('SL04652-2022-11-01-3422','S143-14','M', 'UB')
('SL04652-2022-11-02-3332','S139-20','ZhtxxdUPPW', 'LB')
('AC22517-2022-11-02-3456','A192-18','cLUW', 'SU')
('SL12058-2022-11-01-3343','S140-7','ZdGcNzs', 'SL')
('SL04652-2022-11-02-3336','S139-24','pWrpUQAKypfNzw', 'SU')
('AC22517-2022-11-01-3248','A181-8','FUNrKOec', 'LB')
('SL22517-2022-11-02-3446','S144-14','a', 'UB')
('AC04652-2022-11-01-3403','A190-1','dKTApcBGekabz', 'LB')
('SL04652-2022-11-02-3339','S140-3','ricTRAthsK', 'UB')
('AC04652-2022-11-02-3353','A187-5','FQJ', 'SL')
('SL04652-2022-11-01-3428','S143-20','sqNd', 'LB')
('AC22517-2022-11-02-3474','A193-18','AIgk', 'SU')
('AC04652-2022-11-02-3365','A187-17','TkXYQhifbbFFSHAN', 'SL')
('SL04652-2022-11-01-3438','S144-6','AEZDKR', 'UB')
('AC22517-2022-11-01-3263','A182-5','ktJfYBoFTxDIq', 'SL')
('AC12058-2022-11-01-3412','A190-10','ZGNwH', 'UB')
('SL12058-2022-11-01-3358','S140-22','ctdtFNaEC', 'UB')
('AC04652-2022-11-02-3367','A188-1','IAAnDQtEM', 'LB')
('SL22517-2022-11-02-3461','S145-5','PiizHpbgETS', 'MB')
('SL04652-2022-11-02-3361','S141-1','trKbwnhuL', 'LB')
('SL22517-2022-11-02-3464','S145-8','zufYtWtD', 'SU')
('AC12058-2022-11-01-3421','A191-1','fWliHOdyyhETMfw', 'LB')
('AC22517-2022-11-02-3488','A194-14','RtW', 'LB')
('SL22517-2022-11-01-3419','S143-11','fA', 'UB')
('AC04652-2022-11-01-3428','A191-8','riTnL', 'LB')
('AC04652-2022-11-01-3429','A191-9','rpZfooMEFsdQc', 'UB')
('AC12058-2022-11-01-3428','A191-8','Ol', 'LB')
('AC04652-2022-11-02-3377','A188-11','CkuC', 'SL')
('SL22517-2022-11-02-3488','S146-8','cUIxb', 'SU')
('SL04652-2022-11-02-3378','S141-18','VTdTtpgsEtrvdfS', 'MB')
('AC04652-2022-11-02-3382','A188-16','hhpjByMsK', 'UB')
('AC12058-2022-11-01-3441','A192-3','Gn', 'UB')
('AC04652-2022-11-02-3383','A188-17','EXpzJdbZIyXc', 'SL')
('AC04652-2022-11-02-3384','A188-18','r', 'SU')
('SL22517-2022-11-01-3434','S144-2','uUYlOUzKi', 'MB')
('SL04652-2022-11-02-3383','S141-23','LACMEUllqO', 'SL')
('AC04652-2022-11-01-3449','A192-11','WcveUXjuWXERF', 'SL')
('SL12058-2022-11-01-3397','S142-13','ZmgzyOBbLEjrks', 'MB')
('AC04652-2022-11-02-3389','A189-5','NesUWbIYHFrEQtV', 'SL')
('SL04652-2022-11-02-3392','S142-8','huNuiS', 'SU')
('SL12058-2022-11-01-3402','S142-18','fBLBLPdkXAla', 'MB')
('AC22517-2022-11-02-3517','A196-7','htQgfMto', 'LB')
('AC04652-2022-11-02-3395','A189-11','jbhfyCzETB', 'SL')
('AC04652-2022-11-01-3467','A193-11','zr', 'SL')
('SL04652-2022-11-01-3480','S145-24','qMEWilS', 'SU')
('SL22517-2022-11-01-3457','S145-1','ZzroevcIGsczHBj', 'LB')
('AC12058-2022-11-01-3472','A193-16','XzttsgNHTnJDePf', 'UB')
('SL22517-2022-11-02-3526','S147-22','tXCucul', 'UB')
('AC22517-2022-11-02-3533','A197-5','emGiJTafehGbLtb', 'SL')
('AC22517-2022-11-02-3535','A197-7','mOxwzMOocBJKUtqW', 'LB')
('SL04652-2022-11-01-3490','S146-10','Lf', 'MB')
('AC12058-2022-11-01-3476','A194-2','sKIkcVyLecNdoHRZ', 'LB')
('AC22517-2022-11-01-3313','A185-1','nCxDO', 'LB')
('SL22517-2022-11-01-3468','S145-12','tFuTeuuSljHPuY', 'LB')
('SL04652-2022-11-02-3409','S143-1','jWjgcipHSJ', 'LB')
('AC22517-2022-11-02-3541','A197-13','NJZSUYW', 'LB')
('SL22517-2022-11-01-3470','S145-14','bpssRQq', 'UB')
('AC12058-2022-11-01-3480','A194-6','trfKpOMWOSfq', 'SU')
('SL04652-2022-11-01-3495','S146-15','cSdDRSwQGt', 'SL')
('SL04652-2022-11-02-3415','S143-7','VqB', 'SL')
('SL04652-2022-11-01-3501','S146-21','CFvPNpKUI', 'MB')
('AC22517-2022-11-02-3547','A198-1','rdxo', 'LB')
('AC22517-2022-11-01-3320','A185-8','llQY', 'LB')
('AC12058-2022-11-01-3485','A194-11','mFq', 'SL')
('SL04652-2022-11-02-3418','S143-10','Yr', 'MB')
('SL22517-2022-11-01-3478','S145-22','FtohjjmBwsPd', 'UB')
('SL04652-2022-11-02-3419','S143-11','dCGDrUFuyJcHJsM', 'UB')
('AC22517-2022-11-01-3322','A185-10','eUhaBbk', 'UB')
('AC04652-2022-11-02-3423','A191-3','yvPDwOfUsB', 'UB')
('SL12058-2022-11-01-3441','S144-9','oaPl', 'LB')
('SL04652-2022-11-02-3422','S143-14','qGokdLacRAB', 'UB')
('AC22517-2022-11-02-3556','A198-10','VtnmxUPkxuNVWJj', 'UB')
('SL12058-2022-11-01-3448','S144-16','JCnqyDFEKsu', 'SU')
('SL04652-2022-11-02-3428','S143-20','PnPzfCmJef', 'LB')
('SL22517-2022-11-02-3564','S149-12','XDZjhUJa', 'LB')
('AC04652-2022-11-01-3510','A195-18','LXbDRu', 'SU')
('SL04652-2022-11-01-3521','S147-17','tAVWRlzFXMDoIhL', 'LB')
('AC04652-2022-11-01-3512','A196-2','vpDdwQkTPC', 'LB')
('AC22517-2022-11-02-3562','A198-16','btfUIFBuecKzUYT', 'UB')
('SL04652-2022-11-02-3433','S144-1','hDpufXT', 'LB')
('SL22517-2022-11-02-3569','S149-17','eUY', 'LB')
('AC04652-2022-11-02-3432','A191-12','DYQVHcRMa', 'SU')
('AC22517-2022-11-02-3566','A199-2','fbGrFEdk', 'LB')
('SL04652-2022-11-02-3436','S144-4','vjL', 'LB')
('AC04652-2022-11-02-3435','A191-15','oVbfFI', 'UB')
('SL12058-2022-11-01-3459','S145-3','QFbaaMRSo', 'UB')
('AC22517-2022-11-02-3572','A199-8','wYgY', 'LB')
('AC22517-2022-11-02-3573','A199-9','unakYvP', 'UB')
('SL12058-2022-11-01-3461','S145-5','xLftKRuKMRWXGQ', 'MB')
('AC04652-2022-11-01-3527','A196-17','XNrLKtdQInMpReX', 'SL')
('AC12058-2022-11-01-3509','A195-17','EuH', 'SL')
('SL22517-2022-11-02-3576','S149-24','NHn', 'SU')
('AC22517-2022-11-01-3348','A186-18','RmPTZKzJrT', 'SU')
('AC04652-2022-11-01-3537','A197-9','og', 'UB')
('SL22517-2022-11-01-3506','S147-2','QfD', 'MB')
('AC04652-2022-11-02-3449','A192-11','wqZsvItIvb', 'SL')
('SL04652-2022-11-02-3452','S144-20','SXVjLa', 'LB')
('AC04652-2022-11-01-3540','A197-12','hGjRXvqn', 'SU')
('AC04652-2022-11-02-3452','A192-14','utarLzPUfu', 'LB')
('AC04652-2022-11-02-3453','A192-15','qJGx', 'UB')
('AC22517-2022-11-01-3355','A187-7','qMFDqAGYPCxrath', 'LB')
('AC22517-2022-11-01-3356','A187-8','mbozrAmTZwDiyp', 'LB')
('SL12058-2022-11-01-3475','S145-19','UiikPIbnVpxw', 'UB')
('AC12058-2022-11-01-3528','A196-18','YUbKTlgqDyQGnLXZ', 'SU')
('AC12058-2022-11-01-3529','A197-1','ChBtrnIQ', 'LB')
('AC12058-2022-11-01-3531','A197-3','oM', 'UB')
('SL04652-2022-11-02-3459','S145-3','KFnXBRPt', 'UB')
('AC04652-2022-11-01-3542','A197-14','hEAyypTuqApQ', 'LB')
('SL04652-2022-11-01-3554','S149-2','azQJSGBloKjDZzKU', 'MB')
('AC12058-2022-11-01-3537','A197-9','AQjv', 'UB')
('AC04652-2022-11-01-3547','A198-1','oSNcTGzznFAvu', 'LB')
('AC04652-2022-11-01-3548','A198-2','vwRhHZjtATGSAnd', 'LB')
('SL12058-2022-11-01-3511','S147-7','nSF', 'SL')
('SL22517-2022-11-01-3554','S149-2','rrzqfkVcPJXpRjoh', 'MB')
('SL22517-2022-11-02-3634','S152-10','UECPjh', 'MB')
('AC22517-2022-11-01-3448','A192-10','PklC', 'UB')
('SL04652-2022-11-01-3620','S151-20','UCvOv', 'LB')
