('AC22517-2022-11-01-1494','A83-18','efRaEXaY', 'SU')
('SL04652-2022-11-01-6859','S286-19','pXCBEBPUhwtzRrYN', 'UB')
('SL22517-2022-11-02-6881','S287-17','c', 'LB')
('SL22517-2022-11-01-6781','S283-13','slwFj', 'MB')
('SL04652-2022-11-01-6870','S287-6','FNNo', 'UB')
('AC22517-2022-11-02-6949','A387-1','gZdwVJ', 'LB')
('SL04652-2022-11-02-6891','S288-3','rqATmaTiTtrW', 'UB')
('SL04652-2022-11-02-6915','S289-3','cgqqRffPL', 'UB')
('SL22517-2022-11-01-6815','S284-23','sOlTUl', 'SL')
('AC22517-2022-11-01-6947','A386-17','THkAzfoZKiVZqV', 'SL')
('SL22517-2022-11-01-6819','S285-3','nbFxmyMRfBqRnR', 'UB')
('AC04652-2022-11-02-6951','A387-3','NKa', 'UB')
('AC22517-2022-11-02-7010','A390-8','DjKOCP', 'LB')
('SL12058-2022-11-01-6796','S284-4','UA', 'LB')
('AC04652-2022-11-02-6978','A388-12','WjbCOhI', 'SU')
('SL12058-2022-11-01-6797','S284-5','Dmp', 'MB')
('SL12058-2022-11-01-6798','S284-6','BK', 'UB')
('AC04652-2022-11-01-7256','A404-2','JpPLQJ', 'LB')
('SL12058-2022-11-01-6800','S284-8','yMvEfw', 'SU')
('SL22517-2022-11-02-6951','S290-15','YPoxTj', 'SL')
('AC22517-2022-11-01-6987','A389-3','TQuGonhg', 'UB')
('AC04652-2022-11-02-6986','A389-2','IIQfsaONscyG', 'LB')
('AC04652-2022-11-02-6988','A389-4','FHSLmw', 'UB')
('AC12058-2022-11-01-7007','A390-5','X', 'SL')
('SL04652-2022-11-01-6944','S290-8','OQZJE', 'SU')
('SL22517-2022-11-01-6887','S287-23','oMgUwTTlGrEFJH', 'SL')
('AC12058-2022-11-01-7034','A391-14','RMTEsAGfMmLyoZh', 'LB')
('SL12058-2022-11-01-6832','S285-16','jT', 'SU')
('AC04652-2022-11-02-7019','A390-17','CxklOtllT', 'SL')
('AC04652-2022-11-01-7284','A405-12','USCALf', 'SU')
('AC22517-2022-11-02-7044','A392-6','JLR', 'SU')
('AC04652-2022-11-01-7285','A405-13','tdFQlAnYuiMo', 'LB')
('AC22517-2022-11-02-7046','A392-8','bKFgdeWdzzbot', 'LB')
('AC04652-2022-11-01-7288','A405-16','ABRdQ', 'UB')
('AC04652-2022-11-01-7289','A405-17','iVsKqNMIlpoS', 'SL')
('SL04652-2022-11-01-6967','S291-7','YBUbPTBISlR', 'SL')
('AC22517-2022-11-02-7048','A392-10','PEGXB', 'UB')
('AC04652-2022-11-02-7025','A391-5','M', 'SL')
('AC04652-2022-11-02-7026','A391-6','E', 'SU')
('AC22517-2022-11-01-7020','A390-18','usWEdw', 'SU')
('AC12058-2022-11-01-7047','A392-9','zgxOc', 'UB')
('SL04652-2022-11-02-7019','S293-11','kcju', 'UB')
('SL22517-2022-11-01-6920','S289-8','DNPxfhtSesUYK', 'SU')
('AC12058-2022-11-01-7080','A394-6','kOQc', 'SU')
('SL22517-2022-11-02-7011','S293-3','QtvmMAiOcpbvTUP', 'UB')
('SL22517-2022-11-01-6925','S289-13','svhxz', 'MB')
('SL04652-2022-11-01-7025','S293-17','wKCgfLGNHFeHX', 'LB')
('AC22517-2022-11-02-7110','A395-18','IDUkRpSHIXDu', 'SU')
('AC22517-2022-11-01-7092','A394-18','JTGllGCMwlpzxwDC', 'SU')
('SL12058-2022-11-01-6891','S288-3','byjVSgUPitOpXVCP', 'UB')
('AC22517-2022-11-01-7098','A395-6','hmnqPJUS', 'SU')
('AC12058-2022-11-01-7111','A396-1','LCWOoyrF', 'LB')
('SL04652-2022-11-02-7062','S295-6','uQLxlvTZphdVDpM', 'UB')
('SL22517-2022-11-02-7043','S294-11','gbFUQ', 'UB')
('AC12058-2022-11-01-7114','A396-4','AeLtBrifiVzsyo', 'UB')
('SL22517-2022-11-02-7045','S294-13','bL', 'MB')
('AC22517-2022-11-02-7128','A396-18','OnHlllOl', 'SU')
('AC22517-2022-11-02-7129','A397-1','fkXxQC', 'LB')
('SL04652-2022-11-01-7046','S294-14','XwVCbcsOsUdQxEX', 'UB')
('SL12058-2022-11-01-6910','S288-22','uZicONugMuSmMK', 'UB')
('SL04652-2022-11-02-7078','S295-22','AZKdVdQRP', 'UB')
('SL22517-2022-11-02-7054','S294-22','EqHwCLE', 'UB')
('SL04652-2022-11-01-7052','S294-20','nuLAIPLcXg', 'LB')
('SL22517-2022-11-02-7067','S295-11','ZHFKBhSPqDrHILr', 'UB')
('SL12058-2022-11-01-6930','S289-18','gI', 'MB')
('AC22517-2022-11-02-7144','A397-16','XhtfRwlTOwnpj', 'UB')
('SL04652-2022-11-01-7054','S294-22','ytVaVopcTI', 'UB')
('SL12058-2022-11-01-6935','S289-23','DL', 'SL')
('AC12058-2022-11-01-7138','A397-10','JpQspQFosfJrSJ', 'UB')
('AC22517-2022-11-02-7149','A398-3','o', 'UB')
('SL12058-2022-11-01-6937','S290-1','CnJgPjKKLLcYvV', 'LB')
('AC04652-2022-11-02-7122','A396-12','PWeDhMiJcxwSzVkc', 'SU')
('AC22517-2022-11-01-7131','A397-3','lkSL', 'UB')
('SL22517-2022-11-02-7108','S297-4','nqbO', 'LB')
('AC04652-2022-11-01-7447','A414-13','QHxGhraOhtgGda', 'LB')
('SL22517-2022-11-01-7032','S293-24','fUGBQcqbXy', 'SU')
('SL22517-2022-11-01-7033','S294-1','avJOf', 'LB')
('SL22517-2022-11-01-7034','S294-2','kuYgtiXIV', 'MB')
('AC22517-2022-11-02-7203','A401-3','bCtTLFiz', 'UB')
('AC22517-2022-11-02-7206','A401-6','HVgcPrxWefzuMj', 'SU')
('AC04652-2022-11-02-7170','A399-6','nrxPcRRCu', 'SU')
('SL22517-2022-11-01-7041','S294-9','DczfrcApm', 'LB')
('SL04652-2022-11-01-7113','S297-9','CNGHGEoE', 'LB')
('AC04652-2022-11-02-7172','A399-8','MVllpssDhZ', 'LB')
('AC04652-2022-11-01-7480','A416-10','eFoOQqv', 'UB')
('SL04652-2022-11-01-7134','S298-6','pPFxVafGFblsflVL', 'UB')
('SL12058-2022-11-01-7016','S293-8','xMDNl', 'SU')
('SL04652-2022-11-02-7166','S299-14','LfJSGvpz', 'UB')
('SL04652-2022-11-02-7174','S299-22','PdBVD', 'UB')
('AC22517-2022-11-02-7248','A403-12','OjnBwsvqsrIPbKi', 'SU')
('SL22517-2022-11-02-7193','S300-17','NDoQgycYNkSsZuDs', 'LB')
('AC22517-2022-11-02-7287','A405-15','AqcjG', 'UB')
('AC22517-2022-11-01-7261','A404-7','KxIpWSIVQkGU', 'LB')
('SL22517-2022-11-02-7200','S300-24','SrPzDeO', 'SU')
('SL04652-2022-11-01-7193','S300-17','EOWBFS', 'LB')
('AC22517-2022-11-02-7300','A406-10','uuEWH', 'UB')
('SL22517-2022-11-01-7123','S297-19','IXLzY', 'UB')
('AC12058-2022-11-01-7266','A404-12','v', 'SU')
('SL04652-2022-11-01-7203','S301-3','ZAmfARYmRtrlJl', 'UB')
('SL04652-2022-11-01-7204','S301-4','u', 'LB')
('AC04652-2022-11-01-7560','A420-18','EDql', 'SU')
('AC22517-2022-11-01-7287','A405-15','zLxAci', 'UB')
('AC12058-2022-11-01-7277','A405-5','DukYRYGeza', 'SL')
('AC22517-2022-11-02-7315','A407-7','brhZprA', 'LB')
('AC22517-2022-11-01-7294','A406-4','UklJxzqUlyVut', 'UB')
('AC22517-2022-11-02-7322','A407-14','lp', 'LB')
('AC04652-2022-11-01-7568','A421-8','efcKdoHRMbG', 'LB')
('AC04652-2022-11-01-7570','A421-10','uyorSHumgfaJDu', 'UB')
('AC22517-2022-11-02-7325','A407-17','fFupTnX', 'SL')
('SL22517-2022-11-02-7236','S302-12','vNYnLFOEvdtA', 'LB')
('SL04652-2022-11-01-7215','S301-15','wmY', 'SL')
('AC04652-2022-11-02-7272','A404-18','cexYmJEaT', 'SU')
('SL12058-2022-11-01-7128','S297-24','uEACqs', 'SU')
('SL04652-2022-11-01-7263','S303-15','tCxoZpZf', 'SL')
('AC22517-2022-11-01-7347','A409-3','pLKQCBwOGuMSsm', 'UB')
('SL04652-2022-11-01-7298','S305-2','cJTdaYpNvonkz', 'MB')
('SL22517-2022-11-02-7319','S305-23','zBs', 'SL')
('SL12058-2022-11-01-7200','S300-24','jTPgZCUA', 'SU')
('SL22517-2022-11-01-7264','S303-16','lueDcUkBJVeBf', 'SU')
('AC04652-2022-11-02-7399','A412-1','oKPI', 'LB')
('AC04652-2022-11-02-7404','A412-6','Cjvf', 'SU')
('AC04652-2022-11-02-7405','A412-7','RfFA', 'LB')
('SL22517-2022-11-01-7271','S303-23','wzdkIHNP', 'SL')
('AC12058-2022-11-01-7419','A413-3','fEuwGTr', 'UB')
('AC04652-2022-11-02-7447','A414-13','W', 'LB')
('SL04652-2022-11-01-7387','S308-19','TBiFVKpJNEcg', 'UB')
('SL22517-2022-11-01-7308','S305-12','WUjtnFpiew', 'LB')
('AC04652-2022-11-01-7716','A429-12','uRZ', 'SU')
('SL04652-2022-11-01-7388','S308-20','IvA', 'LB')
('AC22517-2022-11-01-7448','A414-14','QAM', 'LB')
('AC04652-2022-11-02-7472','A416-2','qoVtQomDS', 'LB')
('AC04652-2022-11-01-7735','A430-13','ChmXvZhtPuHyHC', 'LB')
('AC04652-2022-11-01-7737','A430-15','EkoMt', 'UB')
('AC22517-2022-11-01-7473','A416-3','vTWpavdVzymudJdJ', 'UB')
('SL04652-2022-11-02-7428','S310-12','y', 'LB')
('SL04652-2022-11-01-7444','S311-4','XGN', 'LB')
('SL12058-2022-11-01-7301','S305-5','dEnkLirxkyjE', 'MB')
('SL12058-2022-11-01-7303','S305-7','VzEhPaMCdcqR', 'SL')
('AC22517-2022-11-01-7512','A418-6','DVBIqWtqZBtPsJk', 'SU')
('AC22517-2022-11-01-7530','A419-6','xgwfcIIs', 'SU')
('SL12058-2022-11-01-7336','S306-16','kbgKy', 'SU')
('AC22517-2022-11-01-7546','A420-4','hsDIiaf', 'UB')
('AC22517-2022-11-02-7609','A423-13','YBrKQdNeFpJ', 'LB')
('AC22517-2022-11-02-7612','A423-16','QGdtEOUt', 'UB')
('SL04652-2022-11-02-7497','S313-9','MaG', 'LB')
('SL12058-2022-11-01-7347','S307-3','l', 'UB')
('AC22517-2022-11-01-7559','A420-17','XEUuPdFF', 'SL')
('AC22517-2022-11-01-7560','A420-18','ANMslxiccnGmNL', 'SU')
('SL04652-2022-11-01-7488','S312-24','WGqTYhNKPBrmutTs', 'SU')
('AC22517-2022-11-02-7626','A424-12','nhaqHFnRj', 'SU')
('AC12058-2022-11-01-7568','A421-8','XzpyGJPOYx', 'LB')
('AC12058-2022-11-01-7569','A421-9','iPCmAYAisJE', 'UB')
('SL04652-2022-11-02-7516','S314-4','xzCfeUcMy', 'LB')
('AC04652-2022-11-01-7826','A435-14','FApoFWaLA', 'LB')
('SL22517-2022-11-01-7418','S310-2','FEiPCuYPTRLaxU', 'MB')
('AC22517-2022-11-01-7577','A421-17','JP', 'SL')
('SL22517-2022-11-02-7540','S315-4','xwvfMk', 'LB')
('AC12058-2022-11-01-7584','A422-6','bmOZvsAxZhkJXSd', 'SU')
('SL22517-2022-11-02-7543','S315-7','LCEFG', 'SL')
('SL04652-2022-11-01-7504','S313-16','fihPf', 'SU')
('AC04652-2022-11-01-7841','A436-11','MyPDGsehjEE', 'SL')
('SL22517-2022-11-02-7547','S315-11','GRHVYTrnqcfvdsPK', 'UB')
('AC22517-2022-11-02-7643','A425-11','vNxOby', 'SL')
('SL22517-2022-11-01-7446','S311-6','Ew', 'UB')
('AC12058-2022-11-01-7607','A423-11','FGYesNpOREgUrSX', 'SL')
('AC12058-2022-11-01-7608','A423-12','xBp', 'SU')
('SL04652-2022-11-01-7528','S314-16','hhANxyBhCcyYvcKo', 'SU')
('SL12058-2022-11-01-7394','S309-2','rBUahNFuUGXUTHcY', 'MB')
('AC04652-2022-11-02-7610','A423-14','DZ', 'LB')
('SL04652-2022-11-02-7548','S315-12','U', 'LB')
('AC04652-2022-11-02-7611','A423-15','KEqmPGiwI', 'UB')
('SL04652-2022-11-02-7551','S315-15','LxsLRsuMbSkvlaD', 'SL')
('SL12058-2022-11-01-7405','S309-13','RZgArlhcA', 'MB')
('AC22517-2022-11-01-7615','A424-1','hSxkNAgeajKSAunD', 'LB')
('SL04652-2022-11-01-7561','S316-1','ZQqpEDPTnwx', 'LB')
('AC22517-2022-11-02-7697','A428-11','cVwfBcCfzYIwKYak', 'SL')
('SL04652-2022-11-02-7578','S316-18','RNIHWyVDjxR', 'MB')
('AC04652-2022-11-02-7648','A425-16','gPNqjBjcvOX', 'UB')
('AC22517-2022-11-01-7649','A425-17','L', 'SL')
('SL04652-2022-11-02-7588','S317-4','hAtQwVRBRHFiEew', 'LB')
('SL22517-2022-11-01-7532','S314-20','vKaKZCLUYEISaK', 'LB')
('AC22517-2022-11-01-7687','A428-1','TXTdshj', 'LB')
('SL04652-2022-11-02-7625','S318-17','AhpfPmyKa', 'LB')
('SL22517-2022-11-02-7641','S319-9','CXn', 'LB')
('SL12058-2022-11-01-7472','S312-8','GrqJPktkvCvWtbpO', 'SU')
('SL12058-2022-11-01-7475','S312-11','yCOiBMmqxEnf', 'UB')
('AC12058-2022-11-01-7688','A428-2','jKk', 'LB')
('AC22517-2022-11-02-7762','A432-4','rqJwxpmgVKylNUzF', 'UB')
('SL04652-2022-11-02-7640','S319-8','zOFNqRRjdHSyw', 'SU')
('AC22517-2022-11-01-7711','A429-7','dOlykupVs', 'LB')
('SL22517-2022-11-01-7555','S315-19','dscA', 'UB')
('AC22517-2022-11-01-7713','A429-9','afcRPIEpEeM', 'UB')
('SL22517-2022-11-01-7559','S315-23','R', 'SL')
('SL04652-2022-11-02-7658','S320-2','ihBbt', 'MB')
('SL04652-2022-11-01-7639','S319-7','zxU', 'SL')
('SL22517-2022-11-01-7567','S316-7','ZkqXGgBQXMaES', 'SL')
('SL12058-2022-11-01-7499','S313-11','SybmbcvYgVyUm', 'UB')
('AC04652-2022-11-02-7738','A430-16','HypJ', 'UB')
('AC12058-2022-11-01-7718','A429-14','aInkXW', 'LB')
('SL04652-2022-11-02-7663','S320-7','tVBRiAhglXJZsxZ', 'SL')
('SL04652-2022-11-02-7664','S320-8','qFfjITvtlWNhz', 'SU')
('SL04652-2022-11-01-7646','S319-14','rLeeFCJvmgeZKmmr', 'UB')
('AC04652-2022-11-01-7986','A444-12','CKMrPBBs', 'SU')
('SL22517-2022-11-02-7676','S320-20','VgpnqZsfcQ', 'LB')
('AC22517-2022-11-02-7807','A434-13','ouyqgaNAPFbwQnmv', 'LB')
('SL04652-2022-11-01-7655','S319-23','ciloKiPoWKbVR', 'SL')
('AC22517-2022-11-02-7870','A438-4','D', 'UB')
('SL22517-2022-11-01-7649','S319-17','NPCcWEAQeuFkDd', 'LB')
('AC04652-2022-11-01-8060','A448-14','UilOAX', 'LB')
('SL12058-2022-11-01-7591','S317-7','RmqJfqEDsORxg', 'SL')
('SL22517-2022-11-02-7750','S323-22','wVyP', 'UB')
('SL04652-2022-11-01-7740','S323-12','vwzDFOijQDQT', 'LB')
('SL04652-2022-11-01-7741','S323-13','cOSGJ', 'MB')
('AC12058-2022-11-01-7803','A434-9','MIjXcRQDItKn', 'UB')
('AC22517-2022-11-01-7829','A435-17','YrJgXFuKQwVbpg', 'SL')
('AC04652-2022-11-01-8086','A450-4','AEvpMUe', 'UB')
('AC22517-2022-11-02-7929','A441-9','GrzGyeCRixt', 'UB')
('SL22517-2022-11-02-7791','S325-15','RMLPpFCuiTN', 'SL')
('AC04652-2022-11-01-8122','A452-4','DH', 'UB')
('SL04652-2022-11-02-7810','S326-10','y', 'MB')
('SL04652-2022-11-02-7824','S326-24','lItNxnjsp', 'SU')
('AC04652-2022-11-02-7927','A441-7','usQC', 'LB')
('SL04652-2022-11-02-7848','S327-24','aUBzIPUhyGK', 'SU')
('SL22517-2022-11-02-7852','S328-4','R', 'LB')
('SL12058-2022-11-01-7688','S321-8','chZClqVuVtF', 'SU')
('SL04652-2022-11-02-7855','S328-7','NkfHqpNyjLnG', 'SL')
('SL22517-2022-11-02-7856','S328-8','LYvvwzzTApTSddVd', 'SU')
('SL22517-2022-11-02-7857','S328-9','aNxiafi', 'LB')
('SL22517-2022-11-02-7859','S328-11','LsCn', 'UB')
('SL22517-2022-11-02-7863','S328-15','hIYEWlx', 'SL')
('SL12058-2022-11-01-7699','S321-19','MOoJxFJpIXw', 'UB')
('SL04652-2022-11-01-7867','S328-19','glUzpZe', 'UB')
('AC04652-2022-11-01-8207','A456-17','CFrUoiDdDIiOBd', 'SL')
('SL12058-2022-11-01-7718','S322-14','HqAqrdTgN', 'UB')
('SL04652-2022-11-02-7890','S329-18','TVAKNLRhcezuict', 'MB')
('AC04652-2022-11-01-8210','A457-2','kgCLabySt', 'LB')
('SL12058-2022-11-01-7721','S322-17','to', 'LB')
('AC22517-2022-11-02-8019','A446-9','dOhwKp', 'UB')
('SL04652-2022-11-02-7896','S329-24','fEhiOKI', 'SU')
('AC04652-2022-11-01-8220','A457-12','J', 'SU')
('AC22517-2022-11-02-8026','A446-16','rzoEkoL', 'UB')
('AC04652-2022-11-02-7988','A444-14','KRIsLAymrZAIpAv', 'LB')
('AC12058-2022-11-01-7971','A443-15','HyiAJzNbdgjshNDT', 'UB')
('SL22517-2022-11-02-7906','S330-10','go', 'MB')
('AC22517-2022-11-01-7965','A443-9','n', 'UB')
('SL04652-2022-11-02-7918','S330-22','vrgEpivkpSXvUTl', 'UB')
('AC04652-2022-11-01-8273','A460-11','ouhOeLeLOoRZHi', 'SL')
('AC04652-2022-11-01-8274','A460-12','mUeWzXYPWUDcN', 'SU')
('AC22517-2022-11-01-7998','A445-6','u', 'SU')
('AC04652-2022-11-01-8275','A460-13','PpcNbzUVPK', 'LB')
('SL04652-2022-11-01-7961','S332-17','tgtTrADpdug', 'LB')
('AC22517-2022-11-02-8085','A450-3','FhPqrPJNZLHYduxa', 'UB')
('SL22517-2022-11-01-7883','S329-11','HWmpaItWckKZdCTE', 'UB')
('SL22517-2022-11-02-7977','S333-9','ETXPMd', 'LB')
('SL22517-2022-11-02-7978','S333-10','K', 'MB')
('SL22517-2022-11-01-7886','S329-14','r', 'UB')
('AC04652-2022-11-02-8060','A448-14','yWh', 'LB')
('AC04652-2022-11-01-8304','A462-6','rcnqkonzIv', 'SU')
('SL22517-2022-11-02-7986','S333-18','CPicat', 'MB')
('AC12058-2022-11-01-8053','A448-7','cGqjtsOfeIPYyYNf', 'LB')
('AC22517-2022-11-01-8031','A447-3','noUGvuJaCdxMdqOh', 'UB')
('SL04652-2022-11-01-7998','S334-6','SZGoZ', 'UB')
('SL22517-2022-11-02-7997','S334-5','ilIoyTodJfdP', 'MB')
('AC22517-2022-11-01-8045','A447-17','KSooLuTzj', 'SL')
('SL12058-2022-11-01-7833','S327-9','mYOTExiveFJYV', 'LB')
('SL04652-2022-11-01-8005','S334-13','NwaNtbBsKJ', 'MB')
('AC22517-2022-11-01-8050','A448-4','XvziFPXtrhuRqRzG', 'UB')
('SL12058-2022-11-01-7836','S327-12','ximpoPdSbOJktfTP', 'LB')
('AC04652-2022-11-01-8327','A463-11','ltzaOqSRSYSwLzof', 'SL')
('SL22517-2022-11-01-7924','S331-4','BQbz', 'LB')
('SL12058-2022-11-01-7842','S327-18','suNIUMkWi', 'MB')
('SL22517-2022-11-02-8017','S335-1','aMFcVSrMkYZn', 'LB')
('AC12058-2022-11-01-8078','A449-14','h', 'LB')
('AC12058-2022-11-01-8079','A449-15','NtNxYjwOEXbWEpla', 'UB')
('SL22517-2022-11-02-8020','S335-4','ChYHpwrCFZyC', 'LB')
('SL04652-2022-11-01-8022','S335-6','jfGxFsMxRwkznG', 'UB')
('SL12058-2022-11-01-7849','S328-1','BcDX', 'LB')
('SL04652-2022-11-01-8036','S335-20','RWQttOnFNJUZIg', 'LB')
('AC04652-2022-11-01-8352','A464-18','lHzRsTdWWYSeV', 'SU')
('SL04652-2022-11-02-8022','S335-6','LnhhSVHh', 'UB')
('SL12058-2022-11-01-7866','S328-18','DhaHQz', 'MB')
('SL22517-2022-11-01-7940','S331-20','FJCppQXdnf', 'LB')
('SL12058-2022-11-01-7873','S329-1','PL', 'LB')
('AC04652-2022-11-02-8110','A451-10','wisnpcg', 'UB')
('SL04652-2022-11-01-8042','S336-2','kRHJWqclBI', 'MB')
('AC12058-2022-11-01-8096','A450-14','rWa', 'LB')
('SL04652-2022-11-02-8027','S335-11','HEXEUZbrjtlof', 'UB')
('SL12058-2022-11-01-7912','S330-16','dJUForIYJBRKgMc', 'SU')
('SL12058-2022-11-01-7916','S330-20','RFmujRohikOJRt', 'LB')
('SL22517-2022-11-01-7977','S333-9','eoKczxYtEO', 'LB')
('SL04652-2022-11-02-8063','S336-23','zGtGYP', 'SL')
('AC12058-2022-11-01-8135','A452-17','HqUMJwca', 'SL')
('AC22517-2022-11-02-8206','A456-16','wQMhBjyMfHtgmNAO', 'UB')
('AC22517-2022-11-01-8138','A453-2','sVWsBfrbERzqpCf', 'LB')
('SL22517-2022-11-01-7996','S334-4','ITGOVOP', 'LB')
('AC22517-2022-11-02-8249','A459-5','mFI', 'SL')
('SL12058-2022-11-01-7989','S333-21','In', 'MB')
('AC04652-2022-11-02-8225','A457-17','aEixBSHbUcTYSz', 'SL')
('AC04652-2022-11-01-8464','A471-4','Z', 'UB')
('AC22517-2022-11-01-8182','A455-10','jGJyCVsfh', 'UB')
('AC22517-2022-11-01-8183','A455-11','fyaivNIpNR', 'SL')
('SL12058-2022-11-01-7992','S333-24','JbMIwNAiHbeAszH', 'SU')
('AC04652-2022-11-02-8259','A459-15','vsMTIri', 'UB')
('SL22517-2022-11-01-8086','S337-22','oDQe', 'UB')
('AC04652-2022-11-01-8499','A473-3','RNRriC', 'UB')
('AC04652-2022-11-02-8272','A460-10','gRNtslxKmgy', 'UB')
('AC22517-2022-11-01-8222','A457-14','HYdbdUgmiwvWMtW', 'LB')
('AC04652-2022-11-02-8284','A461-4','lGhyCOtrKx', 'UB')
('AC04652-2022-11-02-8285','A461-5','yEsRyzlU', 'SL')
('AC22517-2022-11-01-8238','A458-12','pAROSesKccbf', 'SU')
('SL04652-2022-11-01-8226','S343-18','gWjRfpRIORhVdqQH', 'MB')
('SL22517-2022-11-01-8136','S339-24','HrHdFsK', 'SU')
('SL12058-2022-11-01-8071','S337-7','exYkpquhn', 'SL')
('AC04652-2022-11-02-8319','A463-3','YZbTptpSfdgDYBgq', 'UB')
('AC22517-2022-11-02-8351','A464-17','wQtLMgftKUFfVcEr', 'SL')
('AC04652-2022-11-01-8556','A476-6','SAgeQXkqlka', 'SU')
('AC12058-2022-11-01-8306','A462-8','RJnUlwQwryfRd', 'LB')
('AC04652-2022-11-02-8341','A464-7','sMHJGSkwobfYYwFR', 'LB')
('SL04652-2022-11-02-8230','S343-22','taObWTQ', 'UB')
('SL12058-2022-11-01-8100','S338-12','upGWlbwnKNCE', 'LB')
('SL22517-2022-11-02-8254','S344-22','RBszeStplerDlEir', 'UB')
('SL04652-2022-11-02-8238','S344-6','LgOtyo', 'UB')
('AC22517-2022-11-01-8305','A462-7','OeSdpMmZei', 'LB')
('AC12058-2022-11-01-8323','A463-7','MpsCVnhRNidEENAv', 'LB')
('SL04652-2022-11-02-8240','S344-8','ZBDSSoeIBaXJIqPU', 'SU')
('SL22517-2022-11-01-8187','S342-3','xrC', 'UB')
('SL04652-2022-11-02-8241','S344-9','CBNDzNbThb', 'LB')
('AC22517-2022-11-01-8317','A463-1','OIqQiIOZs', 'LB')
('AC22517-2022-11-02-8441','A469-17','yXdVTgvttRgT', 'SL')
('SL04652-2022-11-02-8299','S346-19','Tf', 'UB')
('SL12058-2022-11-01-8149','S340-13','rUMmDiAtGTMsihAJ', 'MB')
('AC22517-2022-11-02-8446','A470-4','yWdxYFwXJ', 'UB')
('AC12058-2022-11-01-8388','A466-18','pAF', 'SU')
('AC12058-2022-11-01-8390','A467-2','dSyrHyiaZUBy', 'LB')
('SL04652-2022-11-01-8343','S348-15','mSUbJS', 'SL')
('SL22517-2022-11-02-8340','S348-12','dQwAXbJaYKgYYi', 'LB')
('SL12058-2022-11-01-8201','S342-17','KwSlhetJoCM', 'LB')
('SL22517-2022-11-01-8293','S346-13','n', 'MB')
('AC22517-2022-11-01-8415','A468-9','wURzo', 'UB')
('SL22517-2022-11-02-8354','S349-2','RNmOkWYoqoHn', 'MB')
('SL04652-2022-11-02-8381','S350-5','nEfnEfBEkOxuut', 'MB')
('AC04652-2022-11-01-8730','A485-18','ZAXgTkTcGXQCTW', 'SU')
('SL04652-2022-11-02-8410','S351-10','IgyPvHEMjmm', 'MB')
('SL12058-2022-11-01-8259','S345-3','NPSGBcZnj', 'UB')
('SL04652-2022-11-01-8467','S353-19','fXvUrjAsPWkOm', 'UB')
('AC22517-2022-11-02-8607','A479-3','JQKS', 'UB')
('SL22517-2022-11-01-8403','S351-3','fdOg', 'UB')
('AC04652-2022-11-02-8603','A478-17','eC', 'SL')
('AC22517-2022-11-02-8633','A480-11','PDmupEwhVRPER', 'SL')
('AC04652-2022-11-02-8630','A480-8','MzGwYehrqfwYx', 'LB')
('SL22517-2022-11-02-8490','S354-18','bGSVtOmqrGEK', 'MB')
('AC22517-2022-11-02-8658','A481-18','St', 'SU')
('AC22517-2022-11-01-8584','A477-16','cocPkZXclGwFOjs', 'UB')
('SL12058-2022-11-01-8376','S349-24','jYBdPVu', 'SU')
('AC22517-2022-11-01-8648','A481-8','LcK', 'LB')
('AC04652-2022-11-01-8911','A496-1','HHTsRzBsvc', 'LB')
('AC12058-2022-11-01-8646','A481-6','Em', 'SU')
('SL04652-2022-11-02-8584','S358-16','NxDmElRywK', 'SU')
('AC04652-2022-11-01-8917','A496-7','NKvpq', 'LB')
('SL22517-2022-11-02-8557','S357-13','gZwjNnJzWSQZOhMm', 'MB')
('SL22517-2022-11-02-8560','S357-16','AYSCbIQbFUbdKhUJ', 'SU')
('AC12058-2022-11-01-8654','A481-14','yJtrPYkSCo', 'LB')
('AC04652-2022-11-01-8921','A496-11','KhMQqxlTfIKcav', 'SL')
('AC04652-2022-11-02-8708','A484-14','sphwWaeuXRYwnPy', 'LB')
('AC22517-2022-11-01-8657','A481-17','XmYvy', 'SL')
('SL12058-2022-11-01-8447','S352-23','HcsvdfnYcCdya', 'SL')
('AC04652-2022-11-02-8716','A485-4','vvhwQ', 'UB')
('AC12058-2022-11-01-8663','A482-5','IscSfYiDTlMCfN', 'SL')
('AC04652-2022-11-01-8936','A497-8','uZsUtjT', 'LB')
('AC12058-2022-11-01-8670','A482-12','ydKdKVSPSxWVG', 'SU')
('SL04652-2022-11-01-8610','S359-18','tObynBbCV', 'MB')
('AC22517-2022-11-01-8684','A483-8','hnXQkVzLrrWB', 'LB')
('AC04652-2022-11-02-8768','A488-2','GTdGxZ', 'LB')
('SL12058-2022-11-01-8517','S355-21','HGAcFtmvLPtqBzPV', 'MB')
('SL12058-2022-11-01-8518','S355-22','BtuiKSRLT', 'UB')
('SL04652-2022-11-01-8698','S363-10','kmyEhfMwkTwz', 'MB')
('SL04652-2022-11-01-8699','S363-11','TiUHEhxPmCFXD', 'UB')
('AC04652-2022-11-01-9047','A503-11','lOMiQiGYSDZ', 'SL')
('AC04652-2022-11-01-9048','A503-12','CYawOahZINZQ', 'SU')
('AC12058-2022-11-01-8766','A487-18','uKWICnAQwDvRau', 'SU')
('AC12058-2022-11-01-8767','A488-1','QaTpjjJad', 'LB')
('SL22517-2022-11-02-8695','S363-7','mvnnTtKgD', 'SL')
